mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin
120	119	348	351	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1573											
120	119	1395/4	1407/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1574									93		
120	119	346	349	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	1575											
120	119	693/2	699/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1576											
120	119	347	350	0.0		1/4	1/4	StaffText	3/4	2	1	0							"<font size=""10.0608""/><font face=""Times New Roman""/><i>cresc.</i>"								
120	119	347	350	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1577											
120	119	695/2	701/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1578											
120	119	348	351	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1579											
120	119	697/2	703/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1580											
120	119	346	349	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	1581											
120	119	693/2	699/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	1582											
120	119	347	350	0.0		1/4	1/4	StaffText	3/4	3	1	0							"<font size=""10.0608""/><font face=""Times New Roman""/><i>cresc.</i>"								
120	119	347	350	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1583											
120	119	695/2	701/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	1584											
120	119	348	351	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1585											
120	119	697/2	703/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1586											
120	119	346	349	0.5		0	0	Chord	3/4	4	1	1/8		1/8	1	1587											
120	119	693/2	699/2	0.5		1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	1588											
120	119	347	350	0.0		1/4	1/4	StaffText	3/4	4	1	0							"<font size=""10.0608""/><font face=""Times New Roman""/><i>cresc.</i>"								
120	119	347	350	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	1589											
120	119	695/2	701/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	1590											
120	119	348	351	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	1591											
120	119	697/2	703/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	1592											
121	120	349	352	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	1593											
121	120	1399/4	1411/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1594									94		
121	120	350	353	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1595											
121	120	1403/4	1415/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1596									95		
121	120	351	354	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1597											
121	120	1407/4	1419/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1598									96		
121	120	349	352	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	1599											
121	120	699/2	705/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1600											
121	120	350	353	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1601											
121	120	701/2	707/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1602											
121	120	351	354	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1603											
121	120	703/2	709/2	0.0		5/8	5/8	Dynamic	3/4	2	1	0					f										
121	120	703/2	709/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1604											
121	120	349	352	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	1605											
121	120	699/2	705/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	1606											
121	120	350	353	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1607											
121	120	701/2	707/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	1608											
121	120	351	354	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1609											
121	120	703/2	709/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1610											
121	120	349	352	0.5		0	0	Chord	3/4	4	1	1/8		1/8	1	1611											
121	120	699/2	705/2	0.5		1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	1612											
121	120	350	353	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	1613											
121	120	701/2	707/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	1614											
121	120	351	354	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	1615											
121	120	703/2	709/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	1616											
122	121	352	355	0.0		0	0	Dynamic	3/4	1	1	0					f										
122	121	352	355	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	1617											
122	121	1411/4	1423/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1618									97		
122	121	353	356	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1619											
122	121	1415/4	1427/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1620		articStaccatoAbove									
122	121	354	357	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1621		articStaccatoAbove									
122	121	1419/4	1431/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1622		articStaccatoAbove									
122	121	352	355	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	1623											
122	121	705/2	711/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1624											
122	121	353	356	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1625											
122	121	707/2	713/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1626											
122	121	354	357	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1627											
122	121	709/2	715/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1628											
122	121	352	355	0.0		0	0	Dynamic	3/4	3	1	0					f										
122	121	352	355	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	1629											
122	121	705/2	711/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	1630											
122	121	353	356	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1631											
122	121	707/2	713/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	1632											
122	121	354	357	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1633											
122	121	709/2	715/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1634											
122	121	352	355	0.0		0	0	Dynamic	3/4	4	1	0					f										
122	121	352	355	0.5		0	0	Chord	3/4	4	1	1/8		1/8	1	1635											
122	121	705/2	711/2	0.5		1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	1636											
122	121	353	356	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	1637											
122	121	707/2	713/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	1638											
122	121	354	357	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	1639											
122	121	709/2	715/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	1640											
123	122		358	1.0	1	0	0	Chord	3/4	1	1	1/4		1/4	1	1641											
123	122		359	0.5	1	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1642											
123	122		1439/4	0.0	1	7/16	7/16	Dynamic	3/4	1	1	0					ff										
123	122		1439/4	0.25	1	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1643											
123	122		360	0.5	1	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1644											
123	122		1443/4	0.25	1	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1645											
123	122		358	1.0	1	0	0	Chord	3/4	2	1	1/4		1/4	1	1646											
123	122		359	0.5	1	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1647											
123	122		1439/4	0.0	1	7/16	7/16	Dynamic	3/4	2	1	0					ff										
123	122		1439/4	0.25	1	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1648											
123	122		360	0.5	1	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1649											
123	122		1443/4	0.25	1	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1650											
123	122		358	1.0	1	0	0	Chord	3/4	3	1	1/4		1/4	1	1651											
123	122		359	0.5	1	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1652											
123	122		1439/4	0.0	1	7/16	7/16	Dynamic	3/4	3	1	0					ff										
123	122		1439/4	0.25	1	7/16	7/16	Chord	3/4	3	1	1/16		1/16	1	1653											
123	122		360	0.5	1	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1654											
123	122		1443/4	0.25	1	11/16	11/16	Chord	3/4	3	1	1/16		1/16	1	1655											
123	122		358	1.0	1	0	0	Chord	3/4	4	1	1/4		1/4	1	1656											
123	122		359	0.5	1	1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	1657											
123	122		1439/4	0.0	1	7/16	7/16	Dynamic	3/4	4	1	0					ff										
123	122		1439/4	0.25	1	7/16	7/16	Chord	3/4	4	1	1/16		1/16	1	1658											
123	122		360	0.5	1	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	1659											
123	122		1443/4	0.25	1	11/16	11/16	Chord	3/4	4	1	1/16		1/16	1	1660											
124	122	355	361	0.0	2	0	0	Dynamic	3/4	1	1	0					f										
124	122	355	361	1.0	2	0	0	Chord	3/4	1	1	1/4		1/4	1	1661											
124	122	356	362	0.5	2	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1662											
124	122	1427/4	1451/4	0.25	2	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1663		articStaccatoAbove									
124	122	357	363	0.5	2	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1664		articStaccatoAbove									
124	122	1431/4	1455/4	0.25	2	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1665		articStaccatoAbove									
124	122	355	361	0.0	2	0	0	Dynamic	3/4	2	1	0					f										
124	122	355	361	1.0	2	0	0	Chord	3/4	2	1	1/4		1/4	1	1666											
124	122	356	362	0.5	2	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1667											
124	122	1427/4	1451/4	0.25	2	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1668		articStaccatoAbove									
124	122	357	363	0.5	2	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1669		articStaccatoAbove									
124	122	1431/4	1455/4	0.25	2	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1670		articStaccatoAbove									
124	122	355	361	0.0	2	0	0	Dynamic	3/4	3	1	0					f										
124	122	355	361	0.5	2	0	0	Chord	3/4	3	1	1/8		1/8	1	1671											
124	122	1423/4	1447/4	0.25	2	3/16	3/16	Chord	3/4	3	1	1/16		1/16	1	1672											
124	122	356	362	0.5	2	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1673											
124	122	1427/4	1451/4	0.25	2	7/16	7/16	Chord	3/4	3	1	1/16		1/16	1	1674											
124	122	357	363	1.0	2	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1675											
124	122	355	361	0.0	2	0	0	Dynamic	3/4	4	1	0					f										
124	122	355	361	0.5	2	0	0	Chord	3/4	4	1	1/8		1/8	1	1676											
124	122	1423/4	1447/4	0.25	2	3/16	3/16	Chord	3/4	4	1	1/16		1/16	1	1677											
124	122	356	362	0.5	2	1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	1678											
124	122	1427/4	1451/4	0.25	2	7/16	7/16	Chord	3/4	4	1	1/16		1/16	1	1679											
124	122	357	363	1.0	2	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1680											
125	123	358	364	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1681											
125	123	359	365	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1682											
125	123	1439/4	1463/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1683											
125	123	360	366	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1684											
125	123	1443/4	1467/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1685											
125	123	358	364	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1686											
125	123	359	365	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1687											
125	123	1439/4	1463/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1688											
125	123	360	366	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1689											
125	123	1443/4	1467/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1690											
125	123	1435/4	1459/4	0.25		3/16	3/16	Chord	3/4	3	1	1/16		1/16	1	1691											
125	123	359	365	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1692											
125	123	1439/4	1463/4	0.25		7/16	7/16	Chord	3/4	3	1	1/16		1/16	1	1693											
125	123	360	366	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1694											
125	123	1435/4	1459/4	0.25		3/16	3/16	Chord	3/4	4	1	1/16		1/16	1	1695											
125	123	359	365	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	1696											
125	123	1439/4	1463/4	0.25		7/16	7/16	Chord	3/4	4	1	1/16		1/16	1	1697											
125	123	360	366	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1698											
126	124	361	367	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1699											
126	124	362	368	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1700											
126	124	1451/4	1475/4	0.0		7/16	7/16	Spanner	3/4	1	1	0														9	
126	124	1451/4	1475/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1701										9	
126	124	363	369	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1702										9	
126	124	1455/4	1479/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1703										9	
126	124	361	367	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1704											
126	124	362	368	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1705											
126	124	1451/4	1475/4	0.0		7/16	7/16	Spanner	3/4	2	1	0														10	
126	124	1451/4	1475/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1706										10	
126	124	363	369	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1707										10	
126	124	1455/4	1479/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1708										10	
126	124	1447/4	1471/4	0.25		3/16	3/16	Chord	3/4	3	1	1/16		1/16	1	1709											
126	124	362	368	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1710											
126	124	1451/4	1475/4	0.0		7/16	7/16	Spanner	3/4	3	1	0														11	
126	124	1451/4	1475/4	0.25		7/16	7/16	Chord	3/4	3	1	1/16		1/16	1	1711										11	
126	124	363	369	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1712										11	
126	124	1455/4	1479/4	0.25		11/16	11/16	Chord	3/4	3	1	1/16		1/16	1	1713										11	
126	124	1447/4	1471/4	0.25		3/16	3/16	Chord	3/4	4	1	1/16		1/16	1	1714											
126	124	362	368	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	1715											
126	124	1451/4	1475/4	0.0		7/16	7/16	Spanner	3/4	4	1	0														12	
126	124	1451/4	1475/4	0.25		7/16	7/16	Chord	3/4	4	1	1/16		1/16	1	1716										12	
126	124	363	369	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	1717										12	
126	124	1455/4	1479/4	0.25		11/16	11/16	Chord	3/4	4	1	1/16		1/16	1	1718										12	
127	125	364	370	0.0		0	0	Dynamic	3/4	1	1	0					p										
127	125	364	370	0.0		0	0	Spanner	3/4	1	1	0															
127	125	364	370	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	1719									98		
127	125	366	372	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1720		ornamentTrill									
127	125	364	370	0.0		0	0	Dynamic	3/4	2	1	0					p										
127	125	364	370	0.0		0	0	Spanner	3/4	2	1	0															
127	125	364	370	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	1721											
127	125	1459/4	1483/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1722											
127	125	365	371	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1723											
127	125	1463/4	1487/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1724											
127	125	366	372	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1725											
127	125	1467/4	1491/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1726											
127	125	364	370	0.0		0	0	Dynamic	3/4	3	1	0					p										
127	125	364	370	0.0		0	0	Spanner	3/4	3	1	0															
127	125	364	370	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	1727											
127	125	364	370	0.0		0	0	Dynamic	3/4	4	1	0					p										
127	125	364	370	0.0		0	0	Spanner	3/4	4	1	0															
127	125	364	370	2.0		0	0	Chord	3/4	4	1	1/2		1/2	1	1728									99		
127	125	366	372	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1729		ornamentTrill									
128	126	367	373	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1730											
128	126	1475/4	1499/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1731											
128	126	369	375	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1732											
128	126	1479/4	1503/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1733											
128	126	367	373	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	1734											
128	126	1471/4	1495/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1735											
128	126	368	374	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1736											
128	126	1475/4	1499/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1737											
128	126	369	375	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1738											
128	126	1479/4	1503/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1739											
128	126	367	373	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1740											
128	126	1475/4	1499/4	0.25		7/16	7/16	Chord	3/4	3	1	1/16		1/16	1	1741											
128	126	369	375	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1742											
128	126	1479/4	1503/4	0.25		11/16	11/16	Chord	3/4	3	1	1/16		1/16	1	1743											
128	126	367	373	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1744											
128	126	1475/4	1499/4	0.25		7/16	7/16	Chord	3/4	4	1	1/16		1/16	1	1745											
128	126	369	375	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	1746											
128	126	1479/4	1503/4	0.25		11/16	11/16	Chord	3/4	4	1	1/16		1/16	1	1747											
129	127	370	376	0.0		0	0	Spanner	3/4	1	1	0															7
129	127	370	376	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	1748									100		7
129	127	372	378	0.0		1/2	1/2	Spanner	3/4	1	1	0															
129	127	372	378	0.0		1/2	1/2	Spanner	3/4	1	1	0														13	
129	127	372	378	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1749		ornamentTrill								13	
129	127	370	376	0.0		0	0	Spanner	3/4	2	1	0															8
129	127	370	376	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	1750											8
129	127	1483/4	1507/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1751											8
129	127	371	377	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1752											8
129	127	1487/4	1511/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1753											8
129	127	372	378	0.0		1/2	1/2	Spanner	3/4	2	1	0															
129	127	372	378	0.0		1/2	1/2	Spanner	3/4	2	1	0														14	
129	127	372	378	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1754										14	
129	127	1491/4	1515/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1755										14	
129	127	370	376	0.0		0	0	Spanner	3/4	3	1	0															9
129	127	370	376	0.0		0	0	Spanner	3/4	3	1	0														15	9
129	127	370	376	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1756									101	15	9
129	127	371	377	0.0		1/4	1/4	Spanner	3/4	3	1	0														15	
129	127	371	377	2.0		1/4	1/4	Chord	3/4	3	1	1/2		1/2	1	1757										15	
129	127	370	376	0.0		0	0	Spanner	3/4	4	1	0															10
129	127	370	376	2.0		0	0	Chord	3/4	4	1	1/2		1/2	1	1758									102		10
129	127	372	378	0.0		1/2	1/2	Spanner	3/4	4	1	0															
129	127	372	378	0.0		1/2	1/2	Spanner	3/4	4	1	0														16	
129	127	372	378	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1759		ornamentTrill								16	
130	128	373	379	0.0		0	0	Spanner	3/4	1	1	0															
130	128	373	379	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1760											
130	128	1499/4	1523/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1761											
130	128	375	381	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1762											
130	128	1503/4	1527/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1763											
130	128	373	379	0.0		0	0	Spanner	3/4	2	1	0															
130	128	373	379	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	1764											
130	128	1495/4	1519/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1765											
130	128	374	380	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1766											
130	128	1499/4	1523/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1767											
130	128	375	381	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1768											
130	128	1503/4	1527/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1769											
130	128	373	379	0.0		0	0	Spanner	3/4	3	1	0															
130	128	373	379	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1770											
130	128	374	380	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1771											
130	128	1499/4	1523/4	0.25		7/16	7/16	Chord	3/4	3	1	1/16		1/16	1	1772											
130	128	375	381	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1773											
130	128	1503/4	1527/4	0.25		11/16	11/16	Chord	3/4	3	1	1/16		1/16	1	1774											
130	128	373	379	0.0		0	0	Spanner	3/4	4	1	0															
130	128	373	379	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1775											
130	128	374	380	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	1776									103		
130	128	375	381	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1777		ornamentTrill									
131	129	376	382	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	1778									104		
131	129	378	384	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1779		ornamentTrill									
131	129	376	382	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	1780											
131	129	1507/4	1531/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1781											
131	129	377	383	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1782											
131	129	1511/4	1535/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1783											
131	129	378	384	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1784											
131	129	1515/4	1539/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1785											
131	129	376	382	2.0		0	0	Chord	3/4	3	1	1/2		1/2	1	1786									105		
131	129	378	384	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1787		ornamentTrill									
131	129	376	382	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	1788											
132	130	379	385	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1789											
132	130	1523/4	1547/4	0.0		7/16	7/16	StaffText	3/4	1	1	0							"<font size=""10.0608""/><font face=""Times New Roman""/><i>cresc.</i>"								
132	130	1523/4	1547/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1790											
132	130	381	387	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1791											
132	130	1527/4	1551/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1792											
132	130	379	385	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	1793											
132	130	1519/4	1543/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1794											
132	130	380	386	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1795											
132	130	1523/4	1547/4	0.0		7/16	7/16	StaffText	3/4	2	1	0							"<font size=""10.0608""/><font face=""Times New Roman""/><i>cresc.</i>"								
132	130	1523/4	1547/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1796											
132	130	381	387	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1797											
132	130	1527/4	1551/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1798											
132	130	379	385	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	1799											
132	130	1519/4	1543/4	0.25		3/16	3/16	Chord	3/4	3	1	1/16		1/16	1	1800											
132	130	380	386	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1801											
132	130	1523/4	1547/4	0.0		7/16	7/16	StaffText	3/4	3	1	0							"<font size=""10.0608""/><font face=""Times New Roman""/><i>cresc.</i>"								
132	130	1523/4	1547/4	0.25		7/16	7/16	Chord	3/4	3	1	1/16		1/16	1	1802											
132	130	381	387	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1803											
132	130	1527/4	1551/4	0.25		11/16	11/16	Chord	3/4	3	1	1/16		1/16	1	1804											
132	130	379	385	0.0		0	0	StaffText	3/4	4	1	0							"<font size=""10.0608""/><font face=""Times New Roman""/><i>cresc.</i>"								
132	130	379	385	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	1805											
133	131	382	388	0.0		0	0	StaffText	3/4	1	1	0							"<font size=""10.0608""/><font face=""Times New Roman""/><i>dim.</i>"								
133	131	382	388	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	1806									106		
133	131	384	390	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1807		ornamentTrill									
133	131	382	388	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	1808									107		
133	131	384	390	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1809		ornamentTrill									
133	131	382	388	0.0		0	0	StaffText	3/4	3	1	0							"<font size=""10.0608""/><font face=""Times New Roman""/><i>dim.</i>"								
133	131	382	388	0.0		0	0	StaffText	3/4	3	1	0							"<font size=""10.0608""/><font face=""Times New Roman""/><i>dim.</i>"								
133	131	382	388	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	1810											
133	131	1531/4	1555/4	0.25		3/16	3/16	Chord	3/4	3	1	1/16		1/16	1	1811											
133	131	383	389	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1812											
