mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	decrescendo_hairpin	crescendo_hairpin
191	190	1135/2	1141/2	0.5		1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	2614						
191	190	1137/2	1143/2	0.5		3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	2615				374		
191	190	569	572	0.5		1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	2616						
191	190	567	570	0.5		0	0	Chord	6/8	4	1	1/8		1/8	1	2617				375		
191	190	1135/2	1141/2	0.5		1/8	1/8	Chord	6/8	4	1	1/8		1/8	1	2618						
191	190	1137/2	1143/2	0.5		3/8	3/8	Chord	6/8	4	1	1/8		1/8	1	2619				376		
191	190	569	572	0.5		1/2	1/2	Chord	6/8	4	1	1/8		1/8	1	2620						
192	191	570	573	0.0		0	0	Dynamic	6/8	1	1	0					f					
192	191	570	573	0.5		0	0	Chord	6/8	1	1	1/8		1/8	1	2621						
192	191	1141/2	1147/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	2622		articStaccatoAbove				
192	191	571	574	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2623		articStaccatoAbove				
192	191	1143/2	1149/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	2624		articStaccatoAbove				
192	191	572	575	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	2625		articStaccatoAbove				
192	191	1145/2	1151/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2626		articStaccatoAbove				
192	191	570	573	0.0		0	0	Dynamic	6/8	2	1	0					f					
192	191	570	573	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	2627						
192	191	1141/2	1147/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	2628		articStaccatoBelow				
192	191	571	574	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2629		articStaccatoBelow				
192	191	1143/2	1149/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	2630		articStaccatoAbove				
192	191	572	575	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	2631		articStaccatoAbove				
192	191	1145/2	1151/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2632		articStaccatoAbove				
192	191	570	573	0.0		0	0	Dynamic	6/8	3	1	0					f					
192	191	570	573	1.0		0	0	Chord	6/8	3	1	1/4		1/4	1	2633						
192	191	570	573	0.0		0	0	Dynamic	6/8	4	1	0					f					
192	191	570	573	1.0		0	0	Chord	6/8	4	1	1/4		1/4	1	2634						
193	192	573	576	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	2635		articStaccatoAbove				
193	192	574	577	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2636		articStaccatoAbove				
193	192	1149/2	1155/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	2637		articStaccatoAbove				
193	192	573	576	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	2638		articStaccatoBelow				
193	192	574	577	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2639		articStaccatoBelow				
193	192	1149/2	1155/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	2640		articStaccatoBelow				
193	192	573	576	0.0		0	0	Dynamic	6/8	3	1	0					sf					
193	192	573	576	1.0		0	0	Chord	6/8	3	1	1/4		1/4	1	2641				377		
193	192	574	577	0.5		1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	2642						
193	192	1149/2	1155/2	0.5		3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	2643		articStaccatoAbove				
193	192	575	578	0.5		1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	2644		articStaccatoAbove				
193	192	1151/2	1157/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	2645		articStaccatoAbove				
193	192	573	576	0.0		0	0	Dynamic	6/8	4	1	0					sf					
193	192	573	576	1.0		0	0	Chord	6/8	4	1	1/4		1/4	1	2646				378		
193	192	574	577	0.5		1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	2647						
193	192	1149/2	1155/2	0.5		3/8	3/8	Chord	6/8	4	1	1/8		1/8	1	2648		articStaccatoAbove				
193	192	575	578	0.5		1/2	1/2	Chord	6/8	4	1	1/8		1/8	1	2649		articStaccatoAbove				
193	192	1151/2	1157/2	0.5		5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	2650		articStaccatoAbove				
194	193	576	579	0.0		0	0	Dynamic	6/8	1	1	0					sf					
194	193	576	579	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	2651				379		
194	193	577	580	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2652						
194	193	1155/2	1161/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	2653		articStaccatoAbove				
194	193	578	581	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	2654		articStaccatoAbove				
194	193	1157/2	1163/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2655		articStaccatoAbove				
194	193	576	579	0.0		0	0	Dynamic	6/8	2	1	0					sf					
194	193	576	579	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	2656				380		
194	193	577	580	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2657						
194	193	1155/2	1161/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	2658		articStaccatoAbove				
194	193	578	581	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	2659		articStaccatoAbove				
194	193	1157/2	1163/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2660		articStaccatoAbove				
194	193	576	579	1.0		0	0	Chord	6/8	3	1	1/4		1/4	1	2661		articStaccatoAbove				
194	193	577	580	0.5		1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	2662		articStaccatoAbove				
194	193	1155/2	1161/2	1.0		3/8	3/8	Chord	6/8	3	1	1/4		1/4	1	2663		articStaccatoBelow				
194	193	576	579	1.0		0	0	Chord	6/8	4	1	1/4		1/4	1	2664		articStaccatoAbove				
194	193	577	580	0.5		1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	2665		articStaccatoBelow				
194	193	1155/2	1161/2	1.0		3/8	3/8	Chord	6/8	4	1	1/4		1/4	1	2666		articStaccatoBelow				
195	194	579	582	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	2667		articStaccatoAbove				
195	194	580	583	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2668		articStaccatoAbove				
195	194	1161/2	1167/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	2669		articStaccatoAbove				
195	194	579	582	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	2670		articStaccatoBelow				
195	194	580	583	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2671		articStaccatoBelow				
195	194	1161/2	1167/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	2672		articStaccatoBelow				
195	194	579	582	0.0		0	0	Dynamic	6/8	3	1	0					sf					
195	194	579	582	1.0		0	0	Chord	6/8	3	1	1/4		1/4	1	2673				381		
195	194	580	583	0.5		1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	2674						
195	194	1161/2	1167/2	0.5		3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	2675		articStaccatoAbove				
195	194	581	584	0.5		1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	2676		articStaccatoAbove				
195	194	1163/2	1169/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	2677		articStaccatoAbove				
195	194	579	582	0.0		0	0	Dynamic	6/8	4	1	0					sf					
195	194	579	582	1.0		0	0	Chord	6/8	4	1	1/4		1/4	1	2678				382		
195	194	580	583	0.5		1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	2679						
195	194	1161/2	1167/2	0.5		3/8	3/8	Chord	6/8	4	1	1/8		1/8	1	2680		articStaccatoAbove				
195	194	581	584	0.5		1/2	1/2	Chord	6/8	4	1	1/8		1/8	1	2681		articStaccatoAbove				
195	194	1163/2	1169/2	0.5		5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	2682		articStaccatoAbove				
196	195	582	585	0.0		0	0	Dynamic	6/8	1	1	0					sf					
196	195	582	585	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	2683				383		
196	195	583	586	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2684						
196	195	1167/2	1173/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	2685		articStaccatoAbove				
196	195	584	587	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	2686		articStaccatoAbove				
196	195	1169/2	1175/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2687		articStaccatoAbove				
196	195	582	585	0.0		0	0	Dynamic	6/8	2	1	0					sf					
196	195	582	585	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	2688				384		
196	195	583	586	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2689						
196	195	1167/2	1173/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	2690		articStaccatoAbove				
196	195	584	587	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	2691		articStaccatoAbove				
196	195	1169/2	1175/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2692		articStaccatoAbove				
196	195	582	585	1.0		0	0	Chord	6/8	3	1	1/4		1/4	1	2693		articStaccatoAbove				
196	195	583	586	0.5		1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	2694		articStaccatoAbove				
196	195	1167/2	1173/2	1.5		3/8	3/8	Chord	6/8	3	1	3/8		1/4	3/2	2695		articStaccatoAbove				
196	195	582	585	1.0		0	0	Chord	6/8	4	1	1/4		1/4	1	2696		articStaccatoAbove				
196	195	583	586	0.5		1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	2697		articStaccatoAbove				
196	195	1167/2	1173/2	1.0		3/8	3/8	Chord	6/8	4	1	1/4		1/4	1	2698		articStaccatoBelow				
197	196	585	588	0.0		0	0	Dynamic	6/8	1	1	0					sf					
197	196	585	588	3.0		0	0	Chord	6/8	1	1	3/4		1/2	3/2	2699						
197	196	585	588	0.0		0	0	Dynamic	6/8	2	1	0					sf					
197	196	585	588	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	2700						
197	196	586	589	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2701		articStaccatoAbove				
197	196	1173/2	1179/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	2702		articStaccatoBelow				
197	196	587	590	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	2703		articStaccatoBelow				
197	196	1175/2	1181/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2704		articStaccatoBelow				
197	196	585	588	0.0		0	0	Dynamic	6/8	3	1	0					sf					
197	196	585	588	1.0		0	0	Chord	6/8	3	1	1/4		1/4	1	2705						
197	196	586	589	0.5		1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	2706		articStaccatoBelow				
197	196	1173/2	1179/2	0.5		3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	2707		articStaccatoAbove				
197	196	587	590	0.5		1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	2708		articStaccatoAbove				
197	196	1175/2	1181/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	2709		articStaccatoAbove				
197	196	585	588	0.0		0	0	Dynamic	6/8	4	1	0					sf					
197	196	585	588	1.0		0	0	Chord	6/8	4	1	1/4		1/4	1	2710						
197	196	586	589	0.5		1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	2711		articStaccatoAbove				
197	196	1173/2	1179/2	0.5		3/8	3/8	Chord	6/8	4	1	1/8		1/8	1	2712		articStaccatoAbove				
197	196	587	590	0.5		1/2	1/2	Chord	6/8	4	1	1/8		1/8	1	2713		articStaccatoAbove				
197	196	1175/2	1181/2	0.5		5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	2714		articStaccatoAbove				
198	197	588	591	0.0		0	0	Dynamic	6/8	1	1	0					sf					
198	197	588	591	3.0		0	0	Chord	6/8	1	1	3/4		1/2	3/2	2715						
198	197	588	591	0.0		0	0	Dynamic	6/8	2	1	0					sf					
198	197	588	591	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	2716						
198	197	589	592	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2717		articStaccatoAbove				
198	197	1179/2	1185/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	2718		articStaccatoBelow				
198	197	590	593	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	2719		articStaccatoBelow				
198	197	1181/2	1187/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2720		articStaccatoBelow				
198	197	588	591	0.0		0	0	Dynamic	6/8	3	1	0					sf					
198	197	588	591	1.0		0	0	Chord	6/8	3	1	1/4		1/4	1	2721						
198	197	589	592	0.5		1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	2722		articStaccatoBelow				
198	197	1179/2	1185/2	0.5		3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	2723		articStaccatoAbove				
198	197	590	593	0.5		1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	2724		articStaccatoAbove				
198	197	1181/2	1187/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	2725		articStaccatoAbove				
198	197	588	591	0.0		0	0	Dynamic	6/8	4	1	0					sf					
198	197	588	591	1.0		0	0	Chord	6/8	4	1	1/4		1/4	1	2726						
198	197	589	592	0.5		1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	2727		articStaccatoAbove				
198	197	1179/2	1185/2	0.5		3/8	3/8	Chord	6/8	4	1	1/8		1/8	1	2728		articStaccatoAbove				
198	197	590	593	0.5		1/2	1/2	Chord	6/8	4	1	1/8		1/8	1	2729		articStaccatoAbove				
198	197	1181/2	1187/2	0.5		5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	2730		articStaccatoAbove				
199	198	591	594	0.0		0	0	Dynamic	6/8	1	1	0					sf					
199	198	591	594	0.5		0	0	Chord	6/8	1	1	1/8		1/8	1	2731		articStaccatoAbove				
199	198	1183/2	1189/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	2732		articStaccatoAbove				
199	198	592	595	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2733		articStaccatoAbove				
199	198	1185/2	1191/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	2734		articStaccatoAbove				
199	198	593	596	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	2735		articStaccatoAbove				
199	198	1187/2	1193/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2736		articStaccatoAbove				
199	198	591	594	0.0		0	0	Dynamic	6/8	2	1	0					sf					
199	198	591	594	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	2737		articStaccatoAbove				
199	198	1183/2	1189/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	2738		articStaccatoAbove				
199	198	592	595	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2739		articStaccatoAbove				
199	198	1185/2	1191/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	2740		articStaccatoBelow				
199	198	593	596	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	2741		articStaccatoBelow				
199	198	1187/2	1193/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2742		articStaccatoBelow				
199	198	591	594	0.0		0	0	Dynamic	6/8	3	1	0					sf					
199	198	591	594	0.5		0	0	Chord	6/8	3	1	1/8		1/8	1	2743		articStaccatoBelow				
199	198	1183/2	1189/2	0.5		1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	2744		articStaccatoBelow				
199	198	592	595	0.5		1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	2745		articStaccatoBelow				
199	198	1185/2	1191/2	0.5		3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	2746		articStaccatoAbove				
199	198	593	596	0.5		1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	2747		articStaccatoAbove				
199	198	1187/2	1193/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	2748		articStaccatoAbove				
199	198	591	594	0.0		0	0	Dynamic	6/8	4	1	0					sf					
199	198	591	594	0.5		0	0	Chord	6/8	4	1	1/8		1/8	1	2749		articStaccatoAbove				
199	198	1183/2	1189/2	0.5		1/8	1/8	Chord	6/8	4	1	1/8		1/8	1	2750		articStaccatoAbove				
199	198	592	595	0.5		1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	2751		articStaccatoAbove				
199	198	1185/2	1191/2	0.5		3/8	3/8	Chord	6/8	4	1	1/8		1/8	1	2752		articStaccatoAbove				
199	198	593	596	0.5		1/2	1/2	Chord	6/8	4	1	1/8		1/8	1	2753		articStaccatoAbove				
199	198	1187/2	1193/2	0.5		5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	2754		articStaccatoAbove				
200	199	594	597	1.5		0	0	Chord	6/8	1	1	3/8		1/4	3/2	2755						
200	199	1191/2	1197/2	1.5		3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	2756						
200	199	594	597	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	2757						
200	199	1189/2	1195/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	2758				385		
200	199	595	598	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2759						
200	199	596	599	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	2760				386		
200	199	1193/2	1199/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2761						
200	199	594	597	1.0		0	0	Chord	6/8	3	1	1/4		1/4	1	2762						
200	199	1191/2	1197/2	1.0		3/8	3/8	Chord	6/8	3	1	1/4		1/4	1	2763						
200	199	594	597	1.0		0	0	Chord	6/8	4	1	1/4		1/4	1	2764						
200	199	1191/2	1197/2	1.0		3/8	3/8	Chord	6/8	4	1	1/4		1/4	1	2765						
201	200	597	600	1.5		0	0	Chord	6/8	1	1	3/8		1/4	3/2	2766						
201	200	1197/2	1203/2	1.5		3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	2767						
201	200	1195/2	1201/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	2768				387		
201	200	598	601	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2769						
201	200	599	602	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	2770				388		
201	200	1199/2	1205/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2771						
201	200	597	600	1.0		0	0	Chord	6/8	3	1	1/4		1/4	1	2772						
201	200	1197/2	1203/2	1.0		3/8	3/8	Chord	6/8	3	1	1/4		1/4	1	2773						
201	200	597	600	1.0		0	0	Chord	6/8	4	1	1/4		1/4	1	2774						
201	200	1197/2	1203/2	1.0		3/8	3/8	Chord	6/8	4	1	1/4		1/4	1	2775						
202	201	600	603	0.0		0	0	Dynamic	6/8	1	1	0					sf					
202	201	600	603	1.5		0	0	Chord	6/8	1	1	3/8		1/4	3/2	2776						
202	201	1203/2	1209/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	2777						
202	201	602	605	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	2778		articStaccatoAbove				
202	201	1205/2	1211/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2779		articStaccatoAbove				
202	201	600	603	0.0		0	0	Dynamic	6/8	2	1	0					sf					
202	201	600	603	1.5		0	0	Chord	6/8	2	1	3/8		1/4	3/2	2780						
202	201	1203/2	1209/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	2781						
202	201	602	605	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	2782		articStaccatoBelow				
202	201	1205/2	1211/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2783		articStaccatoBelow				
202	201	600	603	0.0		0	0	Dynamic	6/8	3	1	0					sf					
202	201	600	603	1.5		0	0	Chord	6/8	3	1	3/8		1/4	3/2	2784						
202	201	1203/2	1209/2	0.5		3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	2785						
202	201	602	605	0.5		1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	2786		articStaccatoBelow				
202	201	1205/2	1211/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	2787		articStaccatoBelow				
202	201	600	603	0.0		0	0	Dynamic	6/8	4	1	0					sf					
202	201	600	603	0.5		0	0	Chord	6/8	4	1	1/8		1/8	1	2788				389		
202	201	1201/2	1207/2	0.5		1/8	1/8	Chord	6/8	4	1	1/8		1/8	1	2789				389		
202	201	601	604	0.5		1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	2790						
202	201	1203/2	1209/2	0.5		3/8	3/8	Chord	6/8	4	1	1/8		1/8	1	2791						
202	201	602	605	0.5		1/2	1/2	Chord	6/8	4	1	1/8		1/8	1	2792						
202	201	1205/2	1211/2	0.5		5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	2793						
203	202	603	606	0.25		0	0	Chord	6/8	1	1	1/16		1/16	1	2794				390		
203	202	2413/4	2425/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	2795						
203	202	1207/2	1213/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	2796		articStaccatoAbove				
203	202	2415/4	2427/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	2797		articStaccatoAbove				
203	202	604	607	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	2798		articStaccatoAbove				
203	202	2417/4	2429/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	2799		articStaccatoAbove				
203	202	1209/2	1215/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	2800		articStaccatoAbove				
203	202	2419/4	2431/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	2801		articStaccatoAbove				
203	202	605	608	0.25		1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	2802		articStaccatoAbove				
203	202	2421/4	2433/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	2803		articStaccatoAbove				
203	202	1211/2	1217/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	2804		articStaccatoAbove				
203	202	2423/4	2435/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	2805		articStaccatoAbove				
203	202	603	606	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	2806						
203	202	603	606	1.0		0	0	Chord	6/8	3	1	1/4		1/4	1	2807						
203	202	603	606	1.0		0	0	Chord	6/8	4	1	1/4		1/4	1	2808						
204	203	606	609	0.0		0	0	Dynamic	6/8	1	1	0					sf					
204	203	606	609	1.5		0	0	Chord	6/8	1	1	3/8		1/4	3/2	2809						
204	203	1215/2	1221/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	2810						
204	203	608	611	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	2811		articStaccatoAbove				
204	203	1217/2	1223/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2812		articStaccatoAbove				
204	203	606	609	0.0		0	0	Dynamic	6/8	2	1	0					sf					
204	203	606	609	1.5		0	0	Chord	6/8	2	1	3/8		1/4	3/2	2813						
204	203	1215/2	1221/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	2814						
204	203	608	611	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	2815		articStaccatoBelow				
204	203	1217/2	1223/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2816		articStaccatoBelow				
204	203	606	609	0.0		0	0	Dynamic	6/8	3	1	0					sf					
204	203	606	609	1.5		0	0	Chord	6/8	3	1	3/8		1/4	3/2	2817						
204	203	1215/2	1221/2	0.5		3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	2818						
204	203	608	611	0.5		1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	2819		articStaccatoBelow				
204	203	1217/2	1223/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	2820		articStaccatoBelow				
204	203	606	609	0.0		0	0	Dynamic	6/8	4	1	0					sf					
204	203	606	609	0.5		0	0	Chord	6/8	4	1	1/8		1/8	1	2821				391		
204	203	1213/2	1219/2	0.5		1/8	1/8	Chord	6/8	4	1	1/8		1/8	1	2822				391		
204	203	607	610	0.5		1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	2823						
204	203	1215/2	1221/2	0.5		3/8	3/8	Chord	6/8	4	1	1/8		1/8	1	2824						
204	203	608	611	0.5		1/2	1/2	Chord	6/8	4	1	1/8		1/8	1	2825						
204	203	1217/2	1223/2	0.5		5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	2826						
205	204	609	612	0.25		0	0	Chord	6/8	1	1	1/16		1/16	1	2827				392		
205	204	2437/4	2449/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	2828						
205	204	1219/2	1225/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	2829		articStaccatoAbove				
205	204	2439/4	2451/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	2830		articStaccatoAbove				
205	204	610	613	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	2831		articStaccatoAbove				
205	204	2441/4	2453/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	2832		articStaccatoAbove				
205	204	1221/2	1227/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	2833		articStaccatoAbove				
205	204	2443/4	2455/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	2834		articStaccatoAbove				
205	204	611	614	0.25		1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	2835		articStaccatoAbove				
205	204	2445/4	2457/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	2836		articStaccatoAbove				
205	204	1223/2	1229/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	2837		articStaccatoAbove				
205	204	2447/4	2459/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	2838		articStaccatoAbove				
205	204	609	612	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	2839						
205	204	609	612	1.0		0	0	Chord	6/8	3	1	1/4		1/4	1	2840						
205	204	609	612	1.0		0	0	Chord	6/8	4	1	1/4		1/4	1	2841						
206	205	612	615	0.0		0	0	Dynamic	6/8	1	1	0					sf					
206	205	612	615	1.5		0	0	Chord	6/8	1	1	3/8		1/4	3/2	2842						
206	205	1227/2	1233/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	2843						
206	205	614	617	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	2844		articStaccatoAbove				
206	205	1229/2	1235/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2845		articStaccatoAbove				
206	205	612	615	0.0		0	0	Dynamic	6/8	2	1	0					sf					
206	205	612	615	1.5		0	0	Chord	6/8	2	1	3/8		1/4	3/2	2846						
206	205	1227/2	1233/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	2847						
