mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	crescendo_hairpin	decrescendo_hairpin
97	96	385	405	1.0		1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	892				73		
97	96	386	406	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	893						
97	96	387	407	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	894						
97	96	384	404	0.0		0	0	StaffText	4/4	4	1	0								"<font size=""12""/><b><i>p</i></b>"			
97	96	387	407	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	895						
98	97	388	408	2.0		0	0	Chord	4/4	1	1	1/2			1/2	1	896		articStaccatoAbove				
98	97	390	410	2.0		1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	897		articStaccatoAbove				
98	97	388	408	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	898						
98	97	389	409	1.0		1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	899				74		
98	97	390	410	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	900				74		
98	97	391	411	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	901				74		
98	97	388	408	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	902				75		
98	97	389	409	1.0		1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	903				75		
98	97	390	410	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	904				75		
98	97	391	411	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	905				75		
98	97	388	408	0.0		0	0	StaffText	4/4	4	1	0								"<font size=""10""/><i>sempre</i>"			
98	97	388	408	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	906						
98	97	390	410	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	907						
99	98	395	415	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	908		articStaccatoAbove				
99	98	392	412	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	909				74		
99	98	393	413	1.0		1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	910				74		
99	98	394	414	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	911						
99	98	395	415	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	912				76		
99	98	392	412	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	913				75		
99	98	393	413	1.0		1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	914				75		
99	98	394	414	2.0		1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	915						
99	98	392	412	0.0		0	0	StaffText	4/4	4	1	0								"<font size=""12""/><b><i>p</i></b>"			
99	98	395	415	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	916						
100	99	396	416	2.0		0	0	Chord	4/4	1	1	1/2			1/2	1	917		articStaccatoAbove				
100	99	398	418	2.0		1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	918		articStaccatoAbove				
100	99	396	416	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	919				76		
100	99	397	417	1.0		1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	920				76		
100	99	398	418	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	921				76		
100	99	399	419	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	922				76		
100	99	396	416	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	923						
100	99	397	417	1.0		1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	924				77		
100	99	398	418	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	925				77		
100	99	399	419	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	926				77		
100	99	396	416	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	927						
100	99	398	418	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	928						
101	100	403	423	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	929						
101	100	400	420	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	930				76		
101	100	401	421	1.0		1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	931				76		
101	100	402	422	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	932				76		
101	100	403	423	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	933						
101	100	400	420	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	934				77		
101	100	401	421	1.0		1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	935				77		
101	100	402	422	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	936						
101	100	403	423	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	937						
101	100	403	423	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	938						
102	101	404	424	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	939						
102	101	406	426	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	940						
102	101	404	424	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	941						
102	101	406	426	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	942						
102	101	404	424	2.0		0	0	Chord	4/4	3	1	1/2			1/2	1	943		articStaccatoAbove				
102	101	406	426	2.0		1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	944		articStaccatoBelow				
102	101	404	424	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	945						
102	101	405	425	1.0		1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	946				78		
102	101	406	426	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	947				78		
102	101	407	427	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	948				78		
103	102	409	429	1.0		1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	949				79		
103	102	410	430	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	950				79		
103	102	411	431	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	951				79		
103	102	411	431	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	952						
103	102	408	428	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	953				78		
103	102	409	429	1.0		1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	954				78		
103	102	410	430	2.0		1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	955						
104	103	412	432	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	956						
104	103	415	435	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	957		articStaccatoAbove				
104	103	412	432	2.0		0	0	Chord	4/4	2	1	1/2			1/2	1	958		articStaccatoAbove				
104	103	414	434	2.0		1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	959		articStaccatoBelow				
104	103	413	433	1.0		1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	960				80		
104	103	414	434	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	961				80		
104	103	415	435	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	962				80		
104	103	412	432	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	963						
104	103	413	433	1.0		1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	964				81		
104	103	414	434	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	965				81		
104	103	415	435	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	966				81		
105	104	416	436	2.0		0	0	Chord	4/4	1	1	1/2			1/2	1	967		articStaccatoAbove				
105	104	418	438	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	968		articStaccatoAbove				
105	104	419	439	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	969				82		
105	104	419	439	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	970		articStaccatoBelow				
105	104	416	436	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	971				80		
105	104	417	437	1.0		1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	972				80		
105	104	418	438	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	973				80		
105	104	419	439	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	974				80		
105	104	416	436	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	975				81		
105	104	417	437	1.0		1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	976				81		
105	104	418	438	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	977						
105	104	419	439	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	978						
106	105	420	440	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	979				82		
106	105	421	441	1.0		1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	980				82		
106	105	422	442	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	981						
106	105	423	443	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	982				83		
106	105	420	440	2.0		0	0	Chord	4/4	2	1	1/2			1/2	1	983		articStaccatoBelow				
106	105	422	442	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	984		articStaccatoBelow				
106	105	423	443	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	985		articStaccatoBelow				
106	105	420	440	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	986				80		
106	105	421	441	1.0		1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	987				80		
106	105	422	442	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	988						
106	105	423	443	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	989				84		
106	105	420	440	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	990						
106	105	423	443	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	991				85		
107	106	424	444	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	992				83		
107	106	425	445	1.0		1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	993				83		
107	106	426	446	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	994						
107	106	424	444	2.0		0	0	Chord	4/4	2	1	1/2			1/2	1	995		articStaccatoBelow				
107	106	426	446	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	996		articStaccatoBelow				
107	106	427	447	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	997				86		
107	106	424	444	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	998				84		
107	106	425	445	1.0		1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	999				84		
107	106	426	446	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	1000						
107	106	427	447	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	1001		articStaccatoAbove				
107	106	424	444	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	1002				85		
107	106	425	445	1.0		1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	1003				85		
107	106	426	446	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	1004						
108	107	428	448	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	1005				86		
108	107	429	449	1.0		1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	1006				86		
108	107	430	450	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1007		articStaccatoAbove				
108	107	431	451	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	1008				87		
108	107	428	448	2.0		0	0	Chord	4/4	3	1	1/2			1/2	1	1009		articStaccatoAbove				
108	107	430	450	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	1010		articStaccatoAbove				
108	107	431	451	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	1011		articStaccatoAbove				
108	107	429	449	1.0		1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	1012				88		
108	107	430	450	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	1013				88		
108	107	431	451	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	1014				88		
109	108	432	452	0.0		0	0	StaffText	4/4	1	1	0								"<font size=""12""/><b><i>p</i></b>"			
109	108	433	453	1.0		1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	1015				89		
109	108	434	454	2.0		1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	1016						
109	108	432	452	3.0		0	0	Chord	4/4	2	1	3/4			1/2	3/2	1017						
109	108	435	455	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	1018				90		
109	108	432	452	2.0		0	0	Chord	4/4	3	1	1/2			1/2	1	1019		articStaccatoAbove				
109	108	434	454	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	1020		articStaccatoBelow				
109	108	435	455	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	1021						
109	108	432	452	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	1022				88		
109	108	433	453	1.0		1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	1023				88		
109	108	434	454	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	1024				88		
109	108	435	455	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	1025						
110	109	436	456	0.0		0	0	StaffText	4/4	1	1	0								"<font size=""12""/><b><i>pp</i></b>"			
110	109	436	456	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	1026						
110	109	437	457	1.0		1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	1027				91		
110	109	438	458	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	1028				91		
110	109	439	459	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	1029				91		
110	109	436	456	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	1030				90		
110	109	437	457	1.0		1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	1031				90		
110	109	438	458	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1032				90		
110	109	439	459	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	1033				90		
110	109	436	456	0.0		0	0	StaffText	4/4	3	1	0								"<font size=""12""/><b><i>pp</i></b>"			
110	109	436	456	0.0		0	0	StaffText	4/4	3	1	0								"<font size=""12""/><b><i>pp</i></b>"			
110	109	436	456	2.0		0	0	Chord	4/4	3	1	1/2			1/2	1	1034						
110	109	438	458	2.0		1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	1035						
110	109	436	456	0.0		0	0	StaffText	4/4	4	1	0								"<font size=""12""/><b><i>pp</i></b>"			
110	109	436	456	2.0		0	0	Chord	4/4	4	1	1/2			1/2	1	1036						
110	109	438	458	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	1037						
110	109	439	459	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	1038						
111	110	440	460	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	1039				91		
111	110	441	461	1.0		1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	1040				91		
111	110	442	462	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	1041				91		
111	110	443	463	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	1042				91		
111	110	440	460	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	1043				90		
111	110	441	461	1.0		1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	1044				90		
111	110	442	462	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1045				90		
111	110	443	463	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	1046				90		
111	110	440	460	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	1047				92		
111	110	441	461	1.0		1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	1048				92		
111	110	442	462	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	1049				92		
111	110	443	463	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	1050				92		
111	110	440	460	2.0		0	0	Chord	4/4	4	1	1/2			1/2	1	1051						
111	110	442	462	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	1052						
111	110	443	463	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	1053						
112	111	444	464	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	1054				91		
112	111	445	465	1.0		1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	1055				91		
112	111	446	466	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	1056				91		
112	111	447	467	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	1057				91		
112	111	444	464	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	1058				90		
112	111	445	465	1.0		1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	1059				90		
112	111	446	466	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1060				90		
112	111	447	467	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	1061				90		
112	111	444	464	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	1062				92		
112	111	445	465	1.0		1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	1063				92		
112	111	446	466	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	1064				92		
112	111	447	467	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	1065				92		
112	111	444	464	2.0		0	0	Chord	4/4	4	1	1/2			1/2	1	1066						
112	111	446	466	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	1067						
112	111	447	467	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	1068						
113	112	448	468	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	1069				91		
113	112	449	469	1.0		1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	1070				91		
113	112	450	470	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	1071				91		
113	112	451	471	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	1072						
113	112	448	468	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	1073				90		
113	112	449	469	1.0		1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	1074				90		
113	112	450	470	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1075				90		
113	112	451	471	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	1076						
113	112	448	468	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	1077				92		
113	112	449	469	1.0		1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	1078				92		
113	112	450	470	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	1079				92		
113	112	451	471	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	1080						
113	112	448	468	2.0		0	0	Chord	4/4	4	1	1/2			1/2	1	1081						
113	112	450	470	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	1082						
113	112	451	471	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	1083						
114	113	452	472	0.0		0	0	StaffText	4/4	1	1	0								"<font size=""12""/><b><i>p</i></b>"			
114	113	452	472	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	1084		articStaccatoAbove				
114	113	454	474	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	1085						
114	113	452	472	0.0		0	0	StaffText	4/4	2	1	0								"<font size=""12""/><b><i>p</i></b>"			
114	113	452	472	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	1086		articStaccatoBelow				
114	113	454	474	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1087						
114	113	452	472	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	1088		articStaccatoBelow				
114	113	454	474	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	1089						
114	113	452	472	0.0		0	0	StaffText	4/4	4	1	0								"<font size=""12""/><b><i>p</i></b>"			
114	113	452	472	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	1090		articStaccatoBelow				
115	114	456	476	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	1091						
115	114	458	478	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	1092						
115	114	456	476	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	1093						
115	114	458	478	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1094						
115	114	456	476	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	1095						
115	114	458	478	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	1096						
116	115	460	480	2.0		0	0	Chord	4/4	1	1	1/2			1/2	1	1097				93		
116	115	462	482	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	1098				93		
116	115	463	483	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	1099						
116	115	460	480	2.0		0	0	Chord	4/4	2	1	1/2			1/2	1	1100				94		
116	115	462	482	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1101				94		
116	115	463	483	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	1102						
116	115	460	480	2.0		0	0	Chord	4/4	3	1	1/2			1/2	1	1103				95		
116	115	462	482	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	1104				95		
116	115	463	483	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	1105						
117	116	464	484	4.0		0	0	Chord	4/4	1	1	1			1	1	1106						
117	116	464	484	4.0		0	0	Chord	4/4	2	1	1			1	1	1107						
117	116	464	484	4.0		0	0	Chord	4/4	3	1	1			1	1	1108						
117	116	464	484	2.0		0	0	Chord	4/4	4	1	1/2			1/2	1	1109				96		
117	116	466	486	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	1110				96		
117	116	467	487	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	1111						
118	117	468	488	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	1112						
118	117	470	490	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	1113						
118	117	468	488	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	1114						
118	117	470	490	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1115						
118	117	468	488	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	1116						
118	117	470	490	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	1117						
118	117	468	488	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	1118						
119	118	472	492	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	1119						
119	118	474	494	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	1120						
119	118	472	492	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	1121						
119	118	474	494	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1122						
119	118	472	492	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	1123						
119	118	474	494	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	1124						
120	119	476	496	0.0		0	0	StaffText	4/4	1	1	0								"<font size=""12""/><b><i>p</i></b>"			
120	119	476	496	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	1125						
120	119	478	498	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	1126						
120	119	476	496	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	1127						
120	119	478	498	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1128						
120	119	476	496	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	1129						
120	119	478	498	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	1130						
121	120	480	500	4.0		0	0	Chord	4/4	1	1	1			1	1	1131						
121	120	480	500	4.0		0	0	Chord	4/4	2	1	1			1	1	1132						
121	120	480	500	4.0		0	0	Chord	4/4	3	1	1			1	1	1133						
121	120	480	500	0.0		0	0	StaffText	4/4	4	1	0								"<font size=""10""/><i>cresc.</i>"			
121	120	480	500	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	1134						
121	120	482	502	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	1135						
122	121	484	504	0.0		0	0	StaffText	4/4	1	1	0								"<font size=""10""/><i>cresc.</i>"			
122	121	484	504	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	1136						
122	121	486	506	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	1137						
122	121	484	504	0.0		0	0	StaffText	4/4	2	1	0								"<font size=""10""/><i>cresc.</i>"			
122	121	484	504	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	1138						
122	121	486	506	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1139						
122	121	484	504	0.0		0	0	StaffText	4/4	3	1	0								"<font size=""10""/><i>cresc.</i>"			
122	121	484	504	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	1140						
122	121	486	506	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	1141						
122	121	484	504	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	1142						
122	121	486	506	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	1143						
123	122	488	508	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	1144						
123	122	490	510	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	1145						
123	122	488	508	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	1146						
123	122	490	510	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1147						
123	122	488	508	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	1148						
123	122	490	510	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	1149						
123	122	488	508	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	1150						
123	122	490	510	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	1151						
124	123	492	512	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	1152						
124	123	494	514	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	1153						
124	123	492	512	0.0		0	0	StaffText	4/4	2	1	0								"<font size=""12""/><b><i>p</i></b>"			
124	123	492	512	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	1154						
124	123	494	514	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1155						
124	123	492	512	0.0		0	0	StaffText	4/4	3	1	0								"<font size=""12""/><b><i>p</i></b>"			
124	123	492	512	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	1156						
124	123	494	514	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	1157						
124	123	492	512	4.0		0	0	Chord	4/4	4	1	1			1	1	1158						
125	124	496	516	0.0		0	0	StaffText	4/4	1	1	0								"<font size=""12""/><b><i>p</i></b>"			
125	124	496	516	4.0		0	0	Chord	4/4	1	1	1			1	1	1159						
125	124	496	516	0.0		0	0	StaffText	4/4	2	1	0								"<font size=""10""/><i>cresc.</i>"			
125	124	496	516	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	1160						
125	124	498	518	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1161						
125	124	496	516	0.0		0	0	StaffText	4/4	3	1	0								"<font size=""10""/><i>cresc.</i>"			
125	124	496	516	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	1162						
125	124	498	518	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	1163						
125	124	496	516	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	1164						
125	124	498	518	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	1165						
126	125	500	520	0.0		0	0	StaffText	4/4	1	1	0								"<font size=""10""/><i>cresc.</i>"			
126	125	500	520	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	1166						
