mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	Trill:trill	decrescendo_hairpin	crescendo_hairpin
1	0	0	0	0.0		0	0	Tempo	2/4	1	1	0								No4.Andantemanontroppoemoltocantabile	80.0	1.0				
1	0	1/2	1/2	0.0		1/8	1/8	Dynamic	2/4	1	1	0					p									
1	0	1/2	1/2	1.0		1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	0							0			
1	0	3/2	3/2	0.0		3/8	3/8	StaffText	2/4	1	1	0							"<font size=""8.2""/><i>dolce</i>"				0			
1	0	3/2	3/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1							0			
1	0	7/4	7/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2							0			
1	0	1/2	1/2	1.5		1/8	1/8	Chord	2/4	2	1	3/8		1/4	3/2	3							1			
1	0	2	2	0.0		1/2	1/2	StaffText	2/4	2	1	0							"<font size=""8.2""/><i>dolce</i>"				1			
1	0	0	0	0.0		0	0	Dynamic	2/4	3	1	0					p									
1	0	1/2	1/2	0.0		1/8	1/8	Dynamic	2/4	3	1	0					p									
1	0	1/2	1/2	1.5		1/8	1/8	Chord	2/4	3	1	3/8		1/4	3/2	4										
1	0	0	0	0.0		0	0	Dynamic	2/4	4	1	0					p									
1	0	0	0	0.0		0	0	StaffText	2/4	4	1	0							"<font size=""8.2""/>pizz."							
1	0	1/2	1/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	5										
1	0	1	1	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	6										
1	0	3/2	3/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	7										
2	1	2	2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	8										
2	1	2	2	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	9										
2	1	5/2	5/2	1.0		1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	10							2			
2	1	7/2	7/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	11							2			
2	1	15/4	15/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	12							2			
2	1	2	2	2.0		0	0	Chord	2/4	3	1	1/2		1/2	1	13										
2	1	5/2	5/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	14										
2	1	3	3	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	15										
2	1	7/2	7/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	16										
3	2	9/2	9/2	1.0		1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	17							3			
3	2	11/2	11/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	18							3			
3	2	23/4	23/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	19							3			
3	2	4	4	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	20										
3	2	9/2	9/2	1.5		1/8	1/8	Chord	2/4	2	1	3/8		1/4	3/2	21							4			
3	2	4	4	2.0		0	0	Chord	2/4	3	1	1/2		1/2	1	22										
3	2	9/2	9/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	23										
3	2	5	5	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	24										
3	2	11/2	11/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	25										
4	3	6	6	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	26										
4	3	6	6	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	27										
4	3	13/2	13/2	1.0		1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	28							5			
4	3	15/2	15/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	29							5			
4	3	31/4	31/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	30							5			
4	3	6	6	2.0		0	0	Chord	2/4	3	1	1/2		1/2	1	31										
4	3	13/2	13/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	32										
4	3	7	7	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	33										
4	3	15/2	15/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	34										
5	4	17/2	17/2	0.0		1/8	1/8	Spanner	2/4	1	1	0														0
5	4	17/2	17/2	1.0		1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	35							6			0
5	4	19/2	19/2	0.0		3/8	3/8	Spanner	2/4	1	1	0											6		0	0
5	4	19/2	19/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	36							6		0	0
5	4	39/4	39/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	37									0	0
5	4	8	8	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	38										
5	4	8	8	1.0		0	0	Chord	2/4	3	1	1/4		1/4	1	39							7			
5	4	9	9	1.0		1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	40										
5	4	17/2	17/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	41										
5	4	9	9	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	42										
5	4	19/2	19/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	43										
6	5	10	10	0.0		0	0	Spanner	2/4	1	1	0														
6	5	10	10	0.0		0	0	Spanner	2/4	1	1	0														
6	5	10	10	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	44							8			
6	5	21/2	21/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	45										
6	5	21/2	21/2	0.0		1/8	1/8	Spanner	2/4	2	1	0														1
6	5	21/2	21/2	1.0		1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	46							9			1
6	5	23/2	23/2	0.0		3/8	3/8	Spanner	2/4	2	1	0											9		1	1
6	5	23/2	23/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	47							9		1	1
6	5	47/4	47/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	48							9		1	1
6	5	10	10	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	49							10			
6	5	21/2	21/2	1.5		1/8	1/8	Chord	2/4	3	1	3/8		1/4	3/2	50										
6	5	21/2	21/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	51										
6	5	11	11	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	52										
6	5	23/2	23/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	53										
7	6	25/2	25/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	54							11			
7	6	51/4	51/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	55							11			
7	6	13	13	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	56										
7	6	12	12	0.0		0	0	Spanner	2/4	2	1	0														
7	6	12	12	0.0		0	0	Spanner	2/4	2	1	0														
7	6	12	12	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	57										
7	6	25/2	25/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	58							12			
7	6	13	13	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	59										
7	6	27/2	27/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	60							13			
7	6	55/4	55/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	61							13			
7	6	12	12	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	62										
7	6	25/2	25/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	63							14			
7	6	13	13	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	64										
7	6	27/2	27/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	65							15			
7	6	12	12	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	66										
7	6	25/2	25/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	67										
7	6	13	13	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	68										
7	6	27/2	27/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	69										
8	7	29/2	29/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	70							16			
8	7	59/4	59/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	71							16			
8	7	15	15	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	72										
8	7	14	14	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	73										
8	7	31/2	31/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	74							17			
8	7	63/4	63/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	75							17			
8	7	14	14	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	76										
8	7	14	14	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	77										
9	8	16	16	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	78										
9	8	33/2	33/2	1.0		1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	79							18			
9	8	35/2	35/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	80							18			
9	8	71/4	71/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	81										
9	8	16	16	2.0		0	0	Chord	2/4	3	1	1/2		1/2	1	82							19			
9	8	33/2	33/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	83										
9	8	17	17	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	84										
9	8	35/2	35/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	85										
10	9	37/2	37/2	1.0		1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	86							20			
10	9	39/2	39/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	87							20			
10	9	79/4	79/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	88							20			
10	9	18	18	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	89										
10	9	18	18	2.0		0	0	Chord	2/4	3	1	1/2		1/2	1	90										
10	9	37/2	37/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	91										
10	9	19	19	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	92										
10	9	39/2	39/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	93										
11	10	20	20	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	94										
11	10	41/2	41/2	1.0		1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	95							21			
11	10	43/2	43/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	96							21			
11	10	87/4	87/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	97							21			
11	10	20	20	2.0		0	0	Chord	2/4	3	1	1/2		1/2	1	98							22			
11	10	41/2	41/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	99										
11	10	21	21	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	100										
11	10	43/2	43/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	101										
12	11	45/2	45/2	1.0		1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	102							23			
12	11	47/2	47/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	103							23			
12	11	95/4	95/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	104							23			
12	11	22	22	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	105										
12	11	45/2	45/2	1.5		1/8	1/8	Chord	2/4	2	1	3/8		1/4	3/2	106										
12	11	22	22	2.0		0	0	Chord	2/4	3	1	1/2		1/2	1	107										
12	11	45/2	45/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	108										
12	11	23	23	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	109										
12	11	47/2	47/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	110										
13	12	24	24	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	111										
13	12	24	24	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	112										
13	12	49/2	49/2	0.0		1/8	1/8	Spanner	2/4	2	1	0														2
13	12	49/2	49/2	1.0		1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	113							24			2
13	12	51/2	51/2	0.0		3/8	3/8	Spanner	2/4	2	1	0											24		2	2
13	12	51/2	51/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	114							24		2	2
13	12	103/4	103/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	115									2	2
13	12	24	24	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	116										
13	12	49/2	49/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	117							25			
13	12	25	25	1.0		1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	118										
13	12	49/2	49/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	119										
13	12	25	25	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	120										
13	12	51/2	51/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	121										
14	13	53/2	53/2	0.0		1/8	1/8	Spanner	2/4	1	1	0														3
14	13	53/2	53/2	1.0		1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	122							26			3
14	13	55/2	55/2	0.0		3/8	3/8	Spanner	2/4	1	1	0											26		3	3
14	13	55/2	55/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	123							26		3	3
14	13	111/4	111/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	124							26		3	3
14	13	26	26	0.0		0	0	Spanner	2/4	2	1	0														
14	13	26	26	0.0		0	0	Spanner	2/4	2	1	0														
14	13	26	26	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	125							27			
14	13	53/2	53/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	126										
14	13	26	26	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	127							28			
14	13	53/2	53/2	1.5		1/8	1/8	Chord	2/4	3	1	3/8		1/4	3/2	128										
14	13	53/2	53/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	129										
14	13	27	27	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	130										
14	13	55/2	55/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	131										
15	14	28	28	0.0		0	0	Spanner	2/4	1	1	0														
15	14	28	28	0.0		0	0	Spanner	2/4	1	1	0														
15	14	28	28	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	132										
15	14	57/2	57/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	133							29			
15	14	29	29	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	134										
15	14	59/2	59/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	135							30			
15	14	119/4	119/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	136							30			
15	14	57/2	57/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	137							31			
15	14	115/4	115/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	138							31			
15	14	29	29	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	139										
15	14	28	28	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	140										
15	14	57/2	57/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	141							32			
15	14	29	29	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	142										
15	14	59/2	59/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	143							33			
15	14	28	28	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	144										
15	14	57/2	57/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	145										
15	14	29	29	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	146										
15	14	59/2	59/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	147										
16	15	30	30	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	148										
16	15	63/2	63/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	149							34			
16	15	127/4	127/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	150							34			
16	15	61/2	61/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	151							35			
16	15	123/4	123/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	152							35			
16	15	31	31	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	153										
16	15	30	30	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	154										
16	15	30	30	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	155										
17	16	32	32	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	156										
17	16	65/2	65/2	0.0		1/8	1/8	Spanner	2/4	1	1	0														4
17	16	65/2	65/2	1.0		1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	157							36			4
17	16	67/2	67/2	0.0		3/8	3/8	Spanner	2/4	1	1	0											36		4	4
17	16	67/2	67/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	158							36		4	4
17	16	135/4	135/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	159									4	4
17	16	65/2	65/2	0.0		1/8	1/8	Spanner	2/4	2	1	0														5
17	16	65/2	65/2	1.0		1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	160							37			5
17	16	67/2	67/2	0.0		3/8	3/8	Spanner	2/4	2	1	0											37		5	5
17	16	67/2	67/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	161							37		5	5
17	16	135/4	135/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	162									5	5
17	16	65/2	65/2	1.5		1/8	1/8	Chord	2/4	3	1	3/8		1/4	3/2	163		guitarVolumeSwell								
17	16	65/2	65/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	164										
17	16	33	33	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	165										
17	16	67/2	67/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	166										
18	17	34	34	0.0		0	0	Spanner	2/4	1	1	0														
18	17	34	34	0.0		0	0	Spanner	2/4	1	1	0														
18	17	34	34	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	167							38			
18	17	35	35	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	168							38			
18	17	71/2	71/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	169										
18	17	34	34	0.0		0	0	Spanner	2/4	2	1	0														
18	17	34	34	0.0		0	0	Spanner	2/4	2	1	0														
18	17	34	34	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	170							39			
18	17	35	35	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	171							39			
18	17	71/2	71/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	172										
18	17	34	34	2.0		0	0	Chord	2/4	3	1	1/2		1/2	1	173										
18	17	69/2	69/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	174										
18	17	35	35	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	175										
18	17	71/2	71/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	176										
19	18	36	36	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	177										
19	18	73/2	73/2	0.0		1/8	1/8	Spanner	2/4	1	1	0														6
19	18	73/2	73/2	1.0		1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	178							40			6
19	18	75/2	75/2	0.0		3/8	3/8	Spanner	2/4	1	1	0											40			
19	18	75/2	75/2	0.0		3/8	3/8	Spanner	2/4	1	1	0											40		6	
19	18	75/2	75/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	179							40		6	
19	18	151/4	151/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	180									6	
19	18	36	36	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	181										
19	18	73/2	73/2	0.0		1/8	1/8	Spanner	2/4	2	1	0														7
19	18	73/2	73/2	1.0		1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	182							41			7
19	18	75/2	75/2	0.0		3/8	3/8	Spanner	2/4	2	1	0											41			
19	18	75/2	75/2	0.0		3/8	3/8	Spanner	2/4	2	1	0											41		7	
19	18	75/2	75/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	183							41		7	
19	18	151/4	151/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	184									7	
19	18	36	36	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	185										
19	18	73/2	73/2	1.5		1/8	1/8	Chord	2/4	3	1	3/8		1/4	3/2	186										
19	18	36	36	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	187										
19	18	73/2	73/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	188										
19	18	37	37	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	189										
19	18	75/2	75/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	190										
20	19	38	38	0.0		0	0	Spanner	2/4	1	1	0														
20	19	38	38	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	191							42			
20	19	39	39	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	192							42			
20	19	79/2	79/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	193										
20	19	38	38	0.0		0	0	Spanner	2/4	2	1	0														
20	19	38	38	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	194							43			
20	19	39	39	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	195							43			
20	19	79/2	79/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	196										
20	19	38	38	2.0		0	0	Chord	2/4	3	1	1/2		1/2	1	197										
20	19	77/2	77/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	198										
20	19	39	39	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	199										
20	19	79/2	79/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	200										
21	20	40	40	0.0		0	0	StaffText	2/4	1	1	0							"<font size=""8.2""/><i>cresc.</i>"							
21	20	40	40	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	201							44			
21	20	41	41	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	202										
21	20	40	40	0.0		0	0	StaffText	2/4	2	1	0							"<font size=""8.2""/><i>cresc.</i>"							
21	20	40	40	1.5		0	0	Chord	2/4	2	1	3/8		1/4	3/2	203							45			
21	20	83/2	83/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	204							45			
21	20	40	40	0.0		0	0	StaffText	2/4	3	1	0							"<font size=""8.2""/><i>cresc.</i>"							
21	20	40	40	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	205							46			
21	20	81/2	81/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	206							46			
21	20	41	41	1.0		1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	207										
21	20	40	40	0.0		0	0	StaffText	2/4	4	1	0							"<i><font size=""8.2""/>cr\\c.</i>"							
21	20	40	40	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	208										
21	20	81/2	81/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	209										
21	20	41	41	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	210										
21	20	83/2	83/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	211										
22	21	42	42	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	212							47			
22	21	85/2	85/2	0.0		1/8	1/8	Spanner	2/4	1	1	0											47		8	
22	21	85/2	85/2	1.0		1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	213							47		8	
22	21	87/2	87/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	214							47		8	
22	21	175/4	175/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	215							47		8	
22	21	42	42	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	216							45			
22	21	85/2	85/2	0.0		1/8	1/8	Spanner	2/4	2	1	0											45		9	
22	21	85/2	85/2	1.5		1/8	1/8	Chord	2/4	2	1	3/8		1/4	3/2	217							45		9	
22	21	42	42	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	218										
22	21	85/2	85/2	0.0		1/8	1/8	Spanner	2/4	3	1	0													10	
22	21	85/2	85/2	1.0		1/8	1/8	Chord	2/4	3	1	1/4		1/4	1	219									10	
22	21	87/2	87/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	220									10	
22	21	85/2	85/2	0.0		1/8	1/8	Spanner	2/4	4	1	0													11	
22	21	85/2	85/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	221									11	
22	21	43	43	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	222									11	
22	21	87/2	87/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	223									11	
23	22	44	44	0.0		0	0	Spanner	2/4	1	1	0														
23	22	44	44	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	224		articStaccatoAbove								
23	22	89/2	89/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	225							48			
23	22	179/4	179/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	226							48			
23	22	45	45	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	227										
23	22	91/2	91/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	228							49			
23	22	183/4	183/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	229							49			
23	22	44	44	0.0		0	0	Dynamic	2/4	2	1	0					p									
23	22	44	44	0.0		0	0	Dynamic	2/4	2	1	0					p									
23	22	44	44	0.0		0	0	Spanner	2/4	2	1	0														
23	22	44	44	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	230										
23	22	89/2	89/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	231							50			
23	22	179/4	179/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	232							50			
23	22	45	45	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	233										
23	22	91/2	91/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	234										
23	22	44	44	0.0		0	0	Dynamic	2/4	3	1	0					p									
23	22	44	44	0.0		0	0	Spanner	2/4	3	1	0														
23	22	44	44	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	235										
23	22	89/2	89/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	236							51			
23	22	45	45	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	237										
23	22	91/2	91/2	0.25		3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	238							52			
23	22	183/4	183/4	0.25		7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	239							52			
23	22	44	44	0.0		0	0	Dynamic	2/4	4	1	0					p									
23	22	44	44	0.0		0	0	Spanner	2/4	4	1	0														
23	22	44	44	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	240										
23	22	89/2	89/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	241										
23	22	45	45	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	242										
