mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	Trill:trill	decrescendo_hairpin	crescendo_hairpin
23	22	91/2	91/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	243										
24	23	46	46	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	244										
24	23	93/2	93/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	245							53			
24	23	187/4	187/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	246							53			
24	23	47	47	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	247										
24	23	46	46	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	248										
24	23	95/2	95/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	249							54			
24	23	191/4	191/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	250							54			
24	23	46	46	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	251										
24	23	95/2	95/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	252										
24	23	46	46	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	253										
24	23	95/2	95/2	0.25		3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	254							55			
24	23	191/4	191/4	0.25		7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	255										
24	23	48	48	0.0		1/2	1/2	StaffText	2/4	4	1	0							"<font size=""8.2""/>arco"							
25	24	97/2	97/2	0.0		1/8	1/8	Spanner	2/4	1	1	0														8
25	24	97/2	97/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	256							56			8
25	24	49	49	0.0		1/4	1/4	Spanner	2/4	1	1	0													12	8
25	24	49	49	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	257									12	8
25	24	48	48	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	258										
25	24	97/2	97/2	0.0		1/8	1/8	Spanner	2/4	2	1	0														9
25	24	97/2	97/2	1.0		1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	259							57			9
25	24	99/2	99/2	0.0		3/8	3/8	Spanner	2/4	2	1	0											57			
25	24	99/2	99/2	0.0		3/8	3/8	Spanner	2/4	2	1	0											57		13	
25	24	99/2	99/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	260							57		13	
25	24	199/4	199/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	261									13	
25	24	48	48	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	262										
25	24	97/2	97/2	0.0		1/8	1/8	Spanner	2/4	3	1	0														10
25	24	97/2	97/2	1.0		1/8	1/8	Chord	2/4	3	1	1/4		1/4	1	263							58			10
25	24	99/2	99/2	0.0		3/8	3/8	Spanner	2/4	3	1	0											58			
25	24	99/2	99/2	0.0		3/8	3/8	Spanner	2/4	3	1	0											58		14	
25	24	99/2	99/2	0.25		3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	264							58		14	
25	24	199/4	199/4	0.25		7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	265									14	
25	24	48	48	0.0		0	0	StaffText	2/4	4	1	0							"<font size=""8.2""/>pizz."							
25	24	48	48	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	266										
25	24	97/2	97/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	267										
25	24	49	49	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	268										
25	24	99/2	99/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	269										
26	25	50	50	0.0		0	0	Spanner	2/4	1	1	0														
26	25	50	50	0.0		0	0	Spanner	2/4	1	1	0														
26	25	50	50	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	270							59			
26	25	50	50	0.0		0	0	Spanner	2/4	2	1	0														
26	25	50	50	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	271							60			
26	25	51	51	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	272							60			
26	25	103/2	103/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	273										
26	25	50	50	0.0		0	0	Spanner	2/4	3	1	0														
26	25	50	50	1.0		0	0	Chord	2/4	3	1	1/4		1/4	1	274							61			
26	25	51	51	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	275							61			
26	25	103/2	103/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	276										
26	25	101/2	101/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	277										
26	25	51	51	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	278										
26	25	103/2	103/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	279										
27	26	52	52	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	280										
27	26	105/2	105/2	0.0		1/8	1/8	Spanner	2/4	1	1	0														11
27	26	105/2	105/2	1.0		1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	281							62			11
27	26	107/2	107/2	0.0		3/8	3/8	Spanner	2/4	1	1	0											62		15	11
27	26	107/2	107/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	282							62		15	11
27	26	215/4	215/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	283									15	11
27	26	52	52	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	284										
27	26	105/2	105/2	1.5		1/8	1/8	Chord	2/4	2	1	3/8		1/4	3/2	285										
27	26	52	52	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	286										
27	26	105/2	105/2	0.0		1/8	1/8	Spanner	2/4	3	1	0														12
27	26	105/2	105/2	1.0		1/8	1/8	Chord	2/4	3	1	1/4		1/4	1	287							63			12
27	26	107/2	107/2	0.0		3/8	3/8	Spanner	2/4	3	1	0											63			
27	26	107/2	107/2	0.0		3/8	3/8	Spanner	2/4	3	1	0											63		16	
27	26	107/2	107/2	0.25		3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	288							63		16	
27	26	215/4	215/4	0.25		7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	289									16	
27	26	52	52	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	290										
27	26	105/2	105/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	291										
27	26	53	53	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	292										
27	26	107/2	107/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	293										
28	27	54	54	0.0		0	0	Spanner	2/4	1	1	0														
28	27	54	54	0.0		0	0	Spanner	2/4	1	1	0														
28	27	54	54	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	294							64			
28	27	55	55	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	295							64			
28	27	111/2	111/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	296										
28	27	54	54	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	297										
28	27	54	54	0.0		0	0	Spanner	2/4	3	1	0														
28	27	54	54	1.0		0	0	Chord	2/4	3	1	1/4		1/4	1	298							65			
28	27	55	55	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	299							65			
28	27	111/2	111/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	300										
28	27	109/2	109/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	301										
28	27	55	55	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	302										
28	27	111/2	111/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	303										
29	28	56	56	0.0		0	0	StaffText	2/4	1	1	0							"<font size=""8.2""/><i>cresc.</i>"							
29	28	56	56	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	304							66			
29	28	57	57	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	305										
29	28	56	56	0.0		0	0	StaffText	2/4	2	1	0							"<font size=""8.2""/><i>cresc.</i>"							
29	28	56	56	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	306							67			
29	28	113/2	113/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	307							67			
29	28	57	57	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	308										
29	28	56	56	0.0		0	0	StaffText	2/4	3	1	0							"<font size=""8.2""/><i>cresc.</i>"							
29	28	56	56	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	309										
29	28	113/2	113/2	1.0		1/8	1/8	Chord	2/4	3	1	1/4		1/4	1	310										
29	28	115/2	115/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	311							68			
29	28	56	56	0.0		0	0	StaffText	2/4	4	1	0							"<i><font size=""8.2""/>cresc.</i>"							
29	28	56	56	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	312										
29	28	113/2	113/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	313										
29	28	57	57	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	314										
29	28	115/2	115/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	315										
30	29	58	58	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	316							69			
30	29	117/2	117/2	0.0		1/8	1/8	Spanner	2/4	1	1	0											69		17	
30	29	117/2	117/2	1.0		1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	317							69		17	
30	29	119/2	119/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	318							69		17	
30	29	239/4	239/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	319							69		17	
30	29	58	58	0.0		0	0	Spanner	2/4	2	1	0													18	
30	29	58	58	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	320									18	
30	29	59	59	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	321									18	
30	29	58	58	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	322							70			
30	29	117/2	117/2	0.0		1/8	1/8	Spanner	2/4	3	1	0											70		19	
30	29	117/2	117/2	1.0		1/8	1/8	Chord	2/4	3	1	1/4		1/4	1	323							70		19	
30	29	119/2	119/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	324							70		19	
30	29	117/2	117/2	0.0		1/8	1/8	Spanner	2/4	4	1	0													20	
30	29	117/2	117/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	325									20	
30	29	59	59	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	326									20	
30	29	119/2	119/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	327									20	
31	30	60	60	0.0		0	0	Dynamic	2/4	1	1	0					p									
31	30	60	60	0.0		0	0	Spanner	2/4	1	1	0														
31	30	60	60	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	328		articStaccatoAbove								
31	30	121/2	121/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	329							71			
31	30	243/4	243/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	330							71			
31	30	61	61	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	331										
31	30	123/2	123/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	332							72			
31	30	247/4	247/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	333										
31	30	60	60	0.0		0	0	Dynamic	2/4	2	1	0					p									
31	30	60	60	0.0		0	0	Spanner	2/4	2	1	0														
31	30	60	60	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	334										
31	30	121/2	121/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	335							73			
31	30	243/4	243/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	336							73			
31	30	61	61	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	337										
31	30	123/2	123/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	338										
31	30	60	60	0.0		0	0	Dynamic	2/4	3	1	0					p									
31	30	60	60	0.0		0	0	Spanner	2/4	3	1	0														
31	30	60	60	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	339										
31	30	121/2	121/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	340							74			
31	30	61	61	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	341										
31	30	123/2	123/2	0.25		3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	342							75			
31	30	247/4	247/4	0.25		7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	343										
31	30	123/2	123/2	0.5		3/8	3/8	Chord	2/4	3	2	1/8		1/8	1	344										
31	30	60	60	0.0		0	0	Dynamic	2/4	4	1	0					p									
31	30	60	60	0.0		0	0	Spanner	2/4	4	1	0														
31	30	60	60	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	345										
31	30	121/2	121/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	346										
31	30	61	61	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	347										
31	30	123/2	123/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	348										
32	31	62	62	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	349							76			
32	31	125/2	125/2	1.5		1/8	1/8	Chord	2/4	1	1	3/8		1/4	3/2	350										
32	31	62	62	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	351										
32	31	62	62	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	352										
32	31	127/2	127/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	353										
32	31	62	62	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	354										
32	31	127/2	127/2	0.0		3/8	3/8	StaffText	2/4	4	1	0							"<font size=""8.2""/>arco"							
32	31	127/2	127/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	355										
33	32	64	64	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	356										
33	32	64	64	0.0		0	0	Spanner	2/4	2	1	0														13
33	32	64	64	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	357										13
33	32	65	65	0.0		1/4	1/4	Spanner	2/4	2	1	0														
33	32	65	65	0.0		1/4	1/4	Spanner	2/4	2	1	0													21	
33	32	65	65	0.875		1/4	1/4	Chord	2/4	2	1	7/32		1/8	7/4	358									21	
33	32	527/8	527/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	359									21	
33	32	64	64	0.0		0	0	Spanner	2/4	3	1	0														14
33	32	64	64	1.0		0	0	Chord	2/4	3	1	1/4		1/4	1	360										14
33	32	65	65	0.0		1/4	1/4	Spanner	2/4	3	1	0														
33	32	65	65	0.0		1/4	1/4	Spanner	2/4	3	1	0													22	
33	32	65	65	0.875		1/4	1/4	Chord	2/4	3	1	7/32		1/8	7/4	361									22	
33	32	527/8	527/8	0.125		15/32	15/32	Chord	2/4	3	1	1/32		1/32	1	362									22	
33	32	64	64	0.0		0	0	Spanner	2/4	4	1	0														15
33	32	64	64	1.0		0	0	Chord	2/4	4	1	1/4		1/4	1	363										15
33	32	65	65	0.0		1/4	1/4	Spanner	2/4	4	1	0														
33	32	65	65	0.0		1/4	1/4	Spanner	2/4	4	1	0													23	
33	32	65	65	0.875		1/4	1/4	Chord	2/4	4	1	7/32		1/8	7/4	364									23	
33	32	527/8	527/8	0.125		15/32	15/32	Chord	2/4	4	1	1/32		1/32	1	365									23	
34	33	66	66	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	366										
34	33	265/4	265/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	367							77			
34	33	133/2	133/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	368							77			
34	33	267/4	267/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	369							77			
34	33	67	67	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	370							77			
34	33	269/4	269/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	371							77			
34	33	135/2	135/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	372							77			
34	33	271/4	271/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	373										
34	33	66	66	0.0		0	0	Spanner	2/4	2	1	0														
34	33	66	66	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	374										
34	33	135/2	135/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	375										
34	33	66	66	0.0		0	0	Spanner	2/4	3	1	0														
34	33	66	66	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	376										
34	33	135/2	135/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	377										
34	33	66	66	0.0		0	0	Spanner	2/4	4	1	0														
34	33	66	66	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	378										
35	34	68	68	0.0		0	0	Spanner	2/4	1	1	0														16
35	34	68	68	0.0		0	0	Spanner	2/4	1	1	0													24	16
35	34	68	68	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	379									24	16
35	34	68	68	0.0		0	0	Spanner	2/4	2	1	0														17
35	34	68	68	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	380										17
35	34	69	69	0.0		1/4	1/4	Spanner	2/4	2	1	0														
35	34	69	69	0.0		1/4	1/4	Spanner	2/4	2	1	0													25	
35	34	69	69	0.875		1/4	1/4	Chord	2/4	2	1	7/32		1/8	7/4	381									25	
35	34	559/8	559/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	382									25	
35	34	68	68	0.0		0	0	Spanner	2/4	3	1	0														18
35	34	68	68	1.0		0	0	Chord	2/4	3	1	1/4		1/4	1	383										18
35	34	69	69	0.0		1/4	1/4	Spanner	2/4	3	1	0														
35	34	69	69	0.0		1/4	1/4	Spanner	2/4	3	1	0													26	
35	34	69	69	0.875		1/4	1/4	Chord	2/4	3	1	7/32		1/8	7/4	384									26	
35	34	559/8	559/8	0.125		15/32	15/32	Chord	2/4	3	1	1/32		1/32	1	385									26	
35	34	68	68	0.0		0	0	Spanner	2/4	4	1	0														19
35	34	68	68	1.0		0	0	Chord	2/4	4	1	1/4		1/4	1	386										19
35	34	69	69	0.0		1/4	1/4	Spanner	2/4	4	1	0														
35	34	69	69	0.0		1/4	1/4	Spanner	2/4	4	1	0													27	
35	34	69	69	0.875		1/4	1/4	Chord	2/4	4	1	7/32		1/8	7/4	387									27	
35	34	559/8	559/8	0.125		15/32	15/32	Chord	2/4	4	1	1/32		1/32	1	388									27	
36	35	70	70	0.0		0	0	Spanner	2/4	1	1	0														
36	35	70	70	0.0		0	0	Spanner	2/4	1	1	0														
36	35	70	70	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	389										
36	35	281/4	281/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	390							78			
36	35	141/2	141/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	391							78			
36	35	283/4	283/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	392							78			
36	35	71	71	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	393							78			
36	35	285/4	285/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	394							78			
36	35	143/2	143/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	395							78			
36	35	287/4	287/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	396										
36	35	70	70	0.0		0	0	Spanner	2/4	2	1	0														
36	35	70	70	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	397							79			
36	35	281/4	281/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	398										
36	35	70	70	0.0		0	0	Spanner	2/4	3	1	0														
36	35	70	70	0.25		0	0	Chord	2/4	3	1	1/16		1/16	1	399							80			
36	35	281/4	281/4	0.25		1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	400										
36	35	70	70	0.0		0	0	Spanner	2/4	4	1	0														
36	35	70	70	0.25		0	0	Chord	2/4	4	1	1/16		1/16	1	401							81			
36	35	281/4	281/4	0.25		1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	402										
37	36	72	72	0.0		0	0	Spanner	2/4	1	1	0														20
37	36	72	72	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	403							82			20
37	36	73	73	0.0		1/4	1/4	Spanner	2/4	1	1	0													28	
37	36	73	73	0.0		1/4	1/4	Spanner	2/4	1	1	0													28	
37	36	73	73	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	404									28	
37	36	72	72	0.0		0	0	Spanner	2/4	2	1	0														21
37	36	72	72	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	405							83			21
37	36	73	73	0.0		1/4	1/4	Spanner	2/4	2	1	0											83		29	
37	36	73	73	0.0		1/4	1/4	Spanner	2/4	2	1	0											83		29	
37	36	73	73	0.875		1/4	1/4	Chord	2/4	2	1	7/32		1/8	7/4	406							83		29	
37	36	591/8	591/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	407									29	
37	36	72	72	0.0		0	0	Spanner	2/4	4	1	0														22
37	36	72	72	1.0		0	0	Chord	2/4	4	1	1/4		1/4	1	408							84			22
37	36	73	73	0.0		1/4	1/4	Spanner	2/4	4	1	0											84		30	
37	36	73	73	0.0		1/4	1/4	Spanner	2/4	4	1	0											84		30	
37	36	73	73	0.875		1/4	1/4	Chord	2/4	4	1	7/32		1/8	7/4	409							84		30	
37	36	591/8	591/8	0.125		15/32	15/32	Chord	2/4	4	1	1/32		1/32	1	410									30	
38	37	74	74	0.0		0	0	Spanner	2/4	1	1	0														
38	37	74	74	0.0		0	0	Spanner	2/4	1	1	0														23
38	37	74	74	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	411							85			23
38	37	75	75	0.0		1/4	1/4	Spanner	2/4	1	1	0														
38	37	75	75	0.0		1/4	1/4	Spanner	2/4	1	1	0													31	
38	37	75	75	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	412									31	
38	37	74	74	0.0		0	0	Spanner	2/4	2	1	0														
38	37	74	74	0.0		0	0	Spanner	2/4	2	1	0														24
38	37	74	74	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	413							86			24
38	37	149/2	149/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	414							86			24
38	37	75	75	0.0		1/4	1/4	Spanner	2/4	2	1	0											86			
38	37	75	75	0.0		1/4	1/4	Spanner	2/4	2	1	0											86		32	
38	37	75	75	0.875		1/4	1/4	Chord	2/4	2	1	7/32		1/8	7/4	415							86		32	
38	37	607/8	607/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	416									32	
38	37	74	74	0.0		0	0	Spanner	2/4	3	1	0														25
38	37	74	74	1.0		0	0	Chord	2/4	3	1	1/4		1/4	1	417							87			25
38	37	75	75	0.0		1/4	1/4	Spanner	2/4	3	1	0											87		33	25
38	37	75	75	0.875		1/4	1/4	Chord	2/4	3	1	7/32		1/8	7/4	418							87		33	25
38	37	607/8	607/8	0.125		15/32	15/32	Chord	2/4	3	1	1/32		1/32	1	419									33	25
38	37	74	74	0.0		0	0	Spanner	2/4	4	1	0														
38	37	74	74	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	420										
39	38	76	76	0.0		0	0	StaffText	2/4	1	1	0							"<font size=""8.2""/><i>cresc.</i>"							
39	38	76	76	0.0		0	0	Spanner	2/4	1	1	0														
39	38	76	76	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	421							88			
39	38	153/2	153/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	422							88			
39	38	77	77	0.75		1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	423							88			
39	38	311/4	311/4	0.0		7/16	7/16	Dynamic	2/4	1	1	0					p									
39	38	311/4	311/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	424										
39	38	76	76	0.0		0	0	StaffText	2/4	2	1	0							"<font size=""8.2""/><i>cresc.</i>"							
39	38	76	76	0.0		0	0	Spanner	2/4	2	1	0														
39	38	76	76	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	425							89			
39	38	153/2	153/2	0.375		1/8	1/8	Chord	2/4	2	1	3/32		1/16	3/2	426							89			
39	38	615/8	615/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	427										
39	38	77	77	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	428							90			
39	38	155/2	155/2	0.0		3/8	3/8	Dynamic	2/4	2	1	0					p									
39	38	155/2	155/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	429										
39	38	76	76	0.0		0	0	StaffText	2/4	3	1	0							"<font size=""8.2""/><i>cresc.</i>"							
39	38	76	76	0.0		0	0	Spanner	2/4	3	1	0														
39	38	76	76	0.0		0	0	Spanner	2/4	3	1	0														
39	38	76	76	1.0		0	0	Chord	2/4	3	1	1/4		1/4	1	430							91			
39	38	77	77	0.75		1/4	1/4	Chord	2/4	3	1	3/16		1/8	3/2	431							91			
39	38	311/4	311/4	0.0		7/16	7/16	Dynamic	2/4	3	1	0					p									
39	38	311/4	311/4	0.25		7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	432										
39	38	77	77	1.0		1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	433										
40	39	78	78	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	434							92			
40	39	313/4	313/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	435							92			
40	39	157/2	157/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	436							92			
40	39	315/4	315/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	437										
40	39	79	79	0.0		1/4	1/4	StaffText	2/4	1	1	0							"<font size=""8.2""/><i>cresc.</i>"							
40	39	79	79	0.375		1/4	1/4	Chord	2/4	1	1	3/32		1/16	3/2	438							93			
40	39	635/8	635/8	0.125		11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	439										
40	39	159/2	159/2	0.375		3/8	3/8	Chord	2/4	1	1	3/32		1/16	3/2	440							94			
40	39	639/8	639/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	441										
40	39	78	78	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	442							95			
40	39	313/4	313/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	443							95			
40	39	157/2	157/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	444							95			
40	39	315/4	315/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	445										
40	39	79	79	0.0		1/4	1/4	StaffText	2/4	2	1	0							"<font size=""8.2""/><i>cresc.</i>"							
40	39	79	79	0.75		1/4	1/4	Chord	2/4	2	1	3/16		1/8	3/2	446							96			
40	39	319/4	319/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	447										
40	39	78	78	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	448							97			
40	39	157/2	157/2	0.25		1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	449							97			
40	39	315/4	315/4	0.25		3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	450										
40	39	79	79	0.0		1/4	1/4	StaffText	2/4	3	1	0							"<font size=""8.2""/><i>cresc.</i>"							
40	39	79	79	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	451							98			
40	39	159/2	159/2	0.25		3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	452							98			
