mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	decrescendo_hairpin
21	21	60	60	0.0		0	0	StaffText	3/4	1	1	0						<i>dim.</i>				67	
21	21	60	60	0.25		0	0	Chord	3/4	1	1	1/16	1/16	1	279							67	
21	21	241/4	241/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	280							67	
21	21	121/2	121/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	281							67	
21	21	243/4	243/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	282							67	
21	21	61	61	0.25		1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	283							67	
21	21	245/4	245/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	284							67	
21	21	123/2	123/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	285							67	
21	21	247/4	247/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	286								
21	21	62	62	0.0		1/2	1/2	Dynamic	3/4	3	1	0				p							
21	21	62	62	0.25		1/2	1/2	Chord	3/4	3	1	1/16	1/16	1	287							68	
21	21	249/4	249/4	0.25		9/16	9/16	Chord	3/4	3	1	1/16	1/16	1	288							68	
21	21	125/2	125/2	0.25		5/8	5/8	Chord	3/4	3	1	1/16	1/16	1	289							68	
21	21	251/4	251/4	0.25		11/16	11/16	Chord	3/4	3	1	1/16	1/16	1	290								
22	22	63	63	0.0		0	0	Dynamic	3/4	4	1	0				p							
22	22	63	63	0.25		0	0	Chord	3/4	4	1	1/16	1/16	1	291							69	
22	22	253/4	253/4	0.25		1/16	1/16	Chord	3/4	4	1	1/16	1/16	1	292							69	
22	22	127/2	127/2	0.25		1/8	1/8	Chord	3/4	4	1	1/16	1/16	1	293							69	
22	22	255/4	255/4	0.25		3/16	3/16	Chord	3/4	4	1	1/16	1/16	1	294							69	
22	22	64	64	0.25		1/4	1/4	Chord	3/4	4	1	1/16	1/16	1	295							69	
22	22	257/4	257/4	0.25		5/16	5/16	Chord	3/4	4	1	1/16	1/16	1	296							69	
22	22	129/2	129/2	0.25		3/8	3/8	Chord	3/4	4	1	1/16	1/16	1	297							69	
22	22	259/4	259/4	0.25		7/16	7/16	Chord	3/4	4	1	1/16	1/16	1	298							69	
22	22	65	65	0.25		1/2	1/2	Chord	3/4	4	1	1/16	1/16	1	299							69	
22	22	261/4	261/4	0.25		9/16	9/16	Chord	3/4	4	1	1/16	1/16	1	300							69	
22	22	131/2	131/2	0.25		5/8	5/8	Chord	3/4	4	1	1/16	1/16	1	301							69	
22	22	263/4	263/4	0.25		11/16	11/16	Chord	3/4	4	1	1/16	1/16	1	302								
23	23	66	66	0.0		0	0	Dynamic	3/4	3	1	0				p							
23	23	67	67	2.0		1/4	1/4	Chord	3/4	3	1	1/2	1/2	1	303								
23	23	66	66	2.0		0	0	Chord	3/4	4	1	1/2	1/2	1	304							70	
23	23	68	68	0.25		1/2	1/2	Chord	3/4	4	1	1/16	1/16	1	305							70	
23	23	273/4	273/4	0.25		9/16	9/16	Chord	3/4	4	1	1/16	1/16	1	306							70	
23	23	137/2	137/2	0.25		5/8	5/8	Chord	3/4	4	1	1/16	1/16	1	307							70	
23	23	275/4	275/4	0.25		11/16	11/16	Chord	3/4	4	1	1/16	1/16	1	308								
24	24	71	71	0.0		1/2	1/2	Dynamic	3/4	1	1	0				p							
24	24	71	71	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	309								
24	24	69	69	0.0		0	0	Dynamic	3/4	2	1	0				p							
24	24	69	69	2.0		0	0	Chord	3/4	2	1	1/2	1/2	1	310							71	
24	24	71	71	0.25		1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	311							71	
24	24	285/4	285/4	0.25		9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	312							71	
24	24	143/2	143/2	0.25		5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	313							71	
24	24	287/4	287/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	314								
24	24	69	69	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	315								
24	24	70	70	0.25		1/4	1/4	Chord	3/4	3	1	1/16	1/16	1	316							72	
24	24	281/4	281/4	0.25		5/16	5/16	Chord	3/4	3	1	1/16	1/16	1	317							72	
24	24	141/2	141/2	0.25		3/8	3/8	Chord	3/4	3	1	1/16	1/16	1	318							72	
24	24	283/4	283/4	0.25		7/16	7/16	Chord	3/4	3	1	1/16	1/16	1	319							72	
24	24	71	71	0.5		1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	320							72	
24	24	143/2	143/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	321								
24	24	69	69	2.0		0	0	Chord	3/4	4	1	1/2	1/2	1	322							73	
24	24	71	71	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	323							73	
25	25	72	72	0.25		0	0	Chord	3/4	1	1	1/16	1/16	1	324							74	
25	25	289/4	289/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	325							74	
25	25	145/2	145/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	326							74	
25	25	291/4	291/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	327							74	
25	25	73	73	0.25		1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	328							74	
25	25	293/4	293/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	329							74	
25	25	147/2	147/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	330							74	
25	25	295/4	295/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	331							74	
25	25	74	74	0.25		1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	332							74	
25	25	297/4	297/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	333							74	
25	25	149/2	149/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	334							74	
25	25	299/4	299/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	335								
25	25	72	72	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	336								
25	25	149/2	149/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	337								
25	25	72	72	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	338							75	
25	25	145/2	145/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	339							75	
25	25	73	73	0.5		1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	340							75	
25	25	147/2	147/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	341							75	
25	25	74	74	0.5		1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	342							75	
25	25	149/2	149/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	343								
25	25	72	72	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	344								
25	25	73	73	0.0		1/4	1/4	Dynamic	3/4	4	1	0				sfp							
25	25	73	73	1.5		1/4	1/4	Chord	3/4	4	1	3/8	1/4	3/2	345							76	
25	25	149/2	149/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8	1/8	1	346								
26	26	75	75	0.25		0	0	Chord	3/4	1	1	1/16	1/16	1	347							77	
26	26	301/4	301/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	348							77	
26	26	151/2	151/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	349							77	
26	26	303/4	303/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	350								
26	26	76	76	0.25		1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	351							78	
26	26	305/4	305/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	352							78	
26	26	153/2	153/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	353							78	
26	26	307/4	307/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	354							78	
26	26	77	77	0.25		1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	355							78	
26	26	309/4	309/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	356							78	
26	26	155/2	155/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	357							78	
26	26	311/4	311/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	358								
26	26	75	75	1.5		0	0	Chord	3/4	2	1	3/8	1/4	3/2	359								
26	26	153/2	153/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	360							79	
26	26	77	77	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	361							79	
26	26	155/2	155/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	362								
26	26	75	75	1.5		0	0	Chord	3/4	3	1	3/8	1/4	3/2	363								
26	26	153/2	153/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	364							80	
26	26	77	77	0.5		1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	365							80	
26	26	155/2	155/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	366								
26	26	75	75	0.0		0	0	Dynamic	3/4	4	1	0				sfp							
26	26	75	75	1.5		0	0	Chord	3/4	4	1	3/8	1/4	3/2	367							81	
26	26	153/2	153/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8	1/8	1	368							81	
26	26	77	77	0.5		1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	369							81	
26	26	155/2	155/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8	1/8	1	370								
27	27	78	78	1.5		0	0	Chord	3/4	1	1	3/8	1/4	3/2	371							82	
27	27	159/2	159/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	372							82	
27	27	319/4	319/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	373							82	
27	27	80	80	0.25		1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	374							82	
27	27	321/4	321/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	375							82	
27	27	161/2	161/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	376							82	
27	27	323/4	323/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	377								
27	27	78	78	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	378								
27	27	157/2	157/2	0.25		1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	379							83	
27	27	315/4	315/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	380							83	
27	27	79	79	0.25		1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	381							83	
27	27	317/4	317/4	0.25		5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	382							83	
27	27	159/2	159/2	0.25		3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	383							83	
27	27	319/4	319/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	384							83	
27	27	80	80	0.25		1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	385							83	
27	27	321/4	321/4	0.25		9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	386							83	
27	27	161/2	161/2	0.25		5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	387							83	
27	27	323/4	323/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	388								
27	27	78	78	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	389								
27	27	79	79	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	390							84	
27	27	80	80	0.25		1/2	1/2	Chord	3/4	3	1	1/16	1/16	1	391							84	
27	27	321/4	321/4	0.25		9/16	9/16	Chord	3/4	3	1	1/16	1/16	1	392							84	
27	27	161/2	161/2	0.25		5/8	5/8	Chord	3/4	3	1	1/16	1/16	1	393							84	
27	27	323/4	323/4	0.25		11/16	11/16	Chord	3/4	3	1	1/16	1/16	1	394								
27	27	78	78	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	395							85	
27	27	79	79	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	396							85	
27	27	80	80	0.25		1/2	1/2	Chord	3/4	4	1	1/16	1/16	1	397							85	
27	27	321/4	321/4	0.25		9/16	9/16	Chord	3/4	4	1	1/16	1/16	1	398							85	
27	27	161/2	161/2	0.25		5/8	5/8	Chord	3/4	4	1	1/16	1/16	1	399							85	
27	27	323/4	323/4	0.25		11/16	11/16	Chord	3/4	4	1	1/16	1/16	1	400								
28	28	81	81	1.0		0	0	Chord	3/4	1	1	1/4	1/4	1	401							86	
28	28	82	82	1.0		1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	402							86	
28	28	83	83	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	403								
28	28	81	81	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	404							87	
28	28	82	82	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	405							87	
28	28	83	83	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	406								
28	28	81	81	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	407								
28	28	82	82	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	408							88	
28	28	83	83	1.0		1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	409								
28	28	81	81	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	410							89	
28	28	82	82	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	411							89	
28	28	83	83	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	412								
29	29	84	84	0.0		0	0	StaffText	3/4	1	1	0						<i>cresc.</i>					
29	29	84	84	1.5		0	0	Chord	3/4	1	1	3/8	1/4	3/2	413								
29	29	171/2	171/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	414							90	
29	29	86	86	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	415								
29	29	173/2	173/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	416		articStaccatoAbove						
29	29	84	84	0.0		0	0	StaffText	3/4	2	1	0						<i>cresc.</i>					
29	29	84	84	1.5		0	0	Chord	3/4	2	1	3/8	1/4	3/2	417								
29	29	171/2	171/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	418							91	
29	29	86	86	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	419								
29	29	173/2	173/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	420								
29	29	84	84	0.0		0	0	StaffText	3/4	3	1	0						<i>cresc.</i>					
29	29	84	84	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	421							92	
29	29	169/2	169/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	422							92	
29	29	85	85	0.5		1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	423							92	
29	29	171/2	171/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	424							92	
29	29	86	86	0.5		1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	425							92	
29	29	173/2	173/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	426								
29	29	84	84	0.0		0	0	StaffText	3/4	4	1	0						<i>cresc.</i>					
29	29	84	84	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	427							93	
29	29	85	85	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	428							93	
29	29	86	86	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	429								
30	30	87	87	1.5		0	0	Chord	3/4	1	1	3/8	1/4	3/2	430								
30	30	177/2	177/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	431							94	
30	30	89	89	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	432								
30	30	179/2	179/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	433		articStaccatoAbove						
30	30	87	87	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	434							95	
30	30	175/2	175/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	435								
30	30	88	88	1.5		1/4	1/4	Chord	3/4	2	1	3/8	1/4	3/2	436								
30	30	179/2	179/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	437								
30	30	87	87	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	438							96	
30	30	175/2	175/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	439							96	
30	30	88	88	0.5		1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	440							96	
30	30	177/2	177/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	441							96	
30	30	89	89	0.5		1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	442							96	
30	30	179/2	179/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	443								
30	30	87	87	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	444							97	
30	30	88	88	2.0		1/4	1/4	Chord	3/4	4	1	1/2	1/2	1	445								
31	31	90	90	1.5		0	0	Chord	3/4	1	1	3/8	1/4	3/2	446								
31	31	183/2	183/2	0.0		3/8	3/8	Dynamic	3/4	1	1	0				f							
31	31	183/2	183/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	447							98	
31	31	92	92	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	448								
31	31	185/2	185/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	449		articStaccatoAbove						
31	31	90	90	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	450							99	
31	31	181/2	181/2	1.0		1/8	1/8	Chord	3/4	2	1	1/4	1/4	1	451								
31	31	183/2	183/2	0.0		3/8	3/8	Dynamic	3/4	2	1	0				f							
31	31	183/2	183/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	452							100	
31	31	92	92	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	453								
31	31	185/2	185/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	454								
31	31	90	90	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	455							101	
31	31	181/2	181/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	456							101	
31	31	91	91	0.5		1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	457							101	
31	31	183/2	183/2	0.0		3/8	3/8	Dynamic	3/4	3	1	0				f						101	
31	31	183/2	183/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	458							101	
31	31	92	92	0.5		1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	459								
31	31	185/2	185/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	460								
31	31	90	90	1.5		0	0	Chord	3/4	4	1	3/8	1/4	3/2	461								
31	31	183/2	183/2	0.0		3/8	3/8	Dynamic	3/4	4	1	0				f							
31	31	183/2	183/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8	1/8	1	462							102	
31	31	92	92	0.5		1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	463								
31	31	185/2	185/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8	1/8	1	464								
32	32	93	93	0.0		0	0	Dynamic	3/4	1	1	0				p							
32	32	93	93	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	465								
32	32	187/2	187/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	466							103	
32	32	94	94	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	467								
32	32	189/2	189/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	468		articStaccatoAbove					104	
32	32	95	95	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	469		articStaccatoAbove					104	
32	32	191/2	191/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	470		articStaccatoAbove						
32	32	93	93	0.0		0	0	Dynamic	3/4	2	1	0				p							
32	32	93	93	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	471								
32	32	187/2	187/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	472							105	
32	32	94	94	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	473								
32	32	189/2	189/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	474		articStaccatoAbove					106	
32	32	95	95	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	475		articStaccatoAbove					106	
32	32	191/2	191/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	476		articStaccatoAbove						
32	32	93	93	0.0		0	0	Dynamic	3/4	3	1	0				p							
32	32	93	93	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	477							107	
32	32	187/2	187/2	0.25		1/8	1/8	Chord	3/4	3	1	1/16	1/16	1	478							107	
32	32	375/4	375/4	0.25		3/16	3/16	Chord	3/4	3	1	1/16	1/16	1	479								
32	32	94	94	0.5		1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	480								
32	32	189/2	189/2	1.0		3/8	3/8	Chord	3/4	3	1	1/4	1/4	1	481								
32	32	191/2	191/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	482								
32	32	93	93	0.0		0	0	Dynamic	3/4	4	1	0				p							
32	32	93	93	0.5		0	0	Chord	3/4	4	1	1/8	1/8	1	483								
32	32	187/2	187/2	0.5		1/8	1/8	Chord	3/4	4	1	1/8	1/8	1	484								
32	32	94	94	0.5		1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	485							108	
32	32	189/2	189/2	1.0		3/8	3/8	Chord	3/4	4	1	1/4	1/4	1	486							108	
32	32	191/2	191/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8	1/8	1	487								
33	33	96	96	0.0		0	0	StaffText	3/4	1	1	0						<i>cresc.</i>					
33	33	96	96	3.0		0	0	Chord	3/4	1	1	3/4	1/2	3/2	488								
33	33	96	96	0.0		0	0	StaffText	3/4	2	1	0						<i>cresc.</i>					
33	33	96	96	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	489							109	
33	33	97	97	0.25		1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	490							109	
33	33	389/4	389/4	0.25		5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	491							109	
33	33	195/2	195/2	0.25		3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	492							109	
33	33	391/4	391/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	493							109	
33	33	98	98	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	494								
33	33	96	96	0.0		0	0	StaffText	3/4	3	1	0						<i>cresc.</i>					
33	33	96	96	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	495								
33	33	97	97	0.25		1/4	1/4	Chord	3/4	3	1	1/16	1/16	1	496							110	
33	33	389/4	389/4	0.25		5/16	5/16	Chord	3/4	3	1	1/16	1/16	1	497							110	
33	33	195/2	195/2	0.25		3/8	3/8	Chord	3/4	3	1	1/16	1/16	1	498							110	
33	33	391/4	391/4	0.25		7/16	7/16	Chord	3/4	3	1	1/16	1/16	1	499							110	
33	33	98	98	1.0		1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	500								
33	33	96	96	0.0		0	0	StaffText	3/4	4	1	0						<i>cresc.</i>					
33	33	96	96	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	501							111	
33	33	97	97	0.25		1/4	1/4	Chord	3/4	4	1	1/16	1/16	1	502							112	
33	33	389/4	389/4	0.25		5/16	5/16	Chord	3/4	4	1	1/16	1/16	1	503							112	
33	33	195/2	195/2	0.25		3/8	3/8	Chord	3/4	4	1	1/16	1/16	1	504							112	
33	33	391/4	391/4	0.25		7/16	7/16	Chord	3/4	4	1	1/16	1/16	1	505							112	
33	33	98	98	0.25		1/2	1/2	Chord	3/4	4	1	1/16	1/16	1	506							112	
33	33	393/4	393/4	0.25		9/16	9/16	Chord	3/4	4	1	1/16	1/16	1	507							112	
33	33	197/2	197/2	0.25		5/8	5/8	Chord	3/4	4	1	1/16	1/16	1	508							112	
33	33	395/4	395/4	0.25		11/16	11/16	Chord	3/4	4	1	1/16	1/16	1	509								
34	34	99	99	2.0		0	0	Chord	3/4	1	1	1/2	1/2	1	510							113	
34	34	101	101	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	511							113	
34	34	203/2	203/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	512							113	
34	34	99	99	2.0		0	0	Chord	3/4	2	1	1/2	1/2	1	513								
34	34	101	101	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	514							114	
34	34	99	99	2.0		0	0	Chord	3/4	3	1	1/2	1/2	1	515								
34	34	101	101	1.0		1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	516								
34	34	99	99	0.25		0	0	Chord	3/4	4	1	1/16	1/16	1	517							115	
34	34	397/4	397/4	0.25		1/16	1/16	Chord	3/4	4	1	1/16	1/16	1	518							115	
34	34	199/2	199/2	0.25		1/8	1/8	Chord	3/4	4	1	1/16	1/16	1	519							115	
34	34	399/4	399/4	0.25		3/16	3/16	Chord	3/4	4	1	1/16	1/16	1	520							115	
34	34	100	100	0.25		1/4	1/4	Chord	3/4	4	1	1/16	1/16	1	521							115	
34	34	401/4	401/4	0.25		5/16	5/16	Chord	3/4	4	1	1/16	1/16	1	522							115	
34	34	201/2	201/2	0.25		3/8	3/8	Chord	3/4	4	1	1/16	1/16	1	523							115	
34	34	403/4	403/4	0.25		7/16	7/16	Chord	3/4	4	1	1/16	1/16	1	524							115	
34	34	101	101	0.25		1/2	1/2	Chord	3/4	4	1	1/16	1/16	1	525							115	
34	34	405/4	405/4	0.25		9/16	9/16	Chord	3/4	4	1	1/16	1/16	1	526							115	
34	34	203/2	203/2	0.25		5/8	5/8	Chord	3/4	4	1	1/16	1/16	1	527							115	
34	34	407/4	407/4	0.25		11/16	11/16	Chord	3/4	4	1	1/16	1/16	1	528								
35	35	102	102	1.0		0	0	Chord	3/4	1	1	1/4	1/4	1	529								
35	35	104	104	0.25		1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	530							116	
35	35	417/4	417/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	531							116	
35	35	209/2	209/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	532							116	
35	35	419/4	419/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	533								
35	35	102	102	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	534								
35	35	205/2	205/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	535								
35	35	103	103	0.25		1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	536							117	
35	35	413/4	413/4	0.25		5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	537							117	
35	35	207/2	207/2	0.25		3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	538							117	
35	35	415/4	415/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	539							117	
35	35	104	104	0.25		1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	540							117	
35	35	417/4	417/4	0.25		9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	541							117	
35	35	209/2	209/2	0.25		5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	542							117	
35	35	419/4	419/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	543								
35	35	102	102	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	544								
35	35	205/2	205/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	545								
