mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	decrescendo_hairpin
1	1	2	2	0.25		1/2	1/2	Chord	3/4	4	1	1/16	1/16	1	16							3	
1	1	9/4	9/4	0.25		9/16	9/16	Chord	3/4	4	1	1/16	1/16	1	17							3	
1	1	5/2	5/2	0.25		5/8	5/8	Chord	3/4	4	1	1/16	1/16	1	18							3	
1	1	11/4	11/4	0.25		11/16	11/16	Chord	3/4	4	1	1/16	1/16	1	19								
2	2	3	3	2.0		0	0	Chord	3/4	1	1	1/2	1/2	1	20							4	
2	2	5	5	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	21								
2	2	3	3	2.0		0	0	Chord	3/4	2	1	1/2	1/2	1	22							5	
2	2	5	5	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	23								
2	2	3	3	2.0		0	0	Chord	3/4	3	1	1/2	1/2	1	24							6	
2	2	5	5	1.0		1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	25								
2	2	3	3	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	26							7	
2	2	4	4	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	27							7	
2	2	5	5	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	28								
3	3	6	6	2.0		0	0	Chord	3/4	1	1	1/2	1/2	1	29							8	
3	3	8	8	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	30								
3	3	6	6	2.0		0	0	Chord	3/4	2	1	1/2	1/2	1	31								
3	3	8	8	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	32								
3	3	6	6	2.0		0	0	Chord	3/4	3	1	1/2	1/2	1	33							9	
3	3	8	8	1.0		1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	34								
3	3	6	6	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	35							10	
3	3	7	7	2.0		1/4	1/4	Chord	3/4	4	1	1/2	1/2	1	36								
4	4	9	9	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	37							11	
4	4	19/2	19/2	1.0		1/8	1/8	Chord	3/4	1	1	1/4	1/4	1	38							11	
4	4	21/2	21/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	39								
4	4	11	11	0.3333333333333333		1/2	1/2	Chord	3/4	1	1	1/12	1/8	2/3	40							12	
4	4	34/3	34/3	0.3333333333333333		7/12	7/12	Chord	3/4	1	1	1/12	1/8	2/3	41								
4	4	35/3	35/3	0.3333333333333333		2/3	2/3	Chord	3/4	1	1	1/12	1/8	2/3	42		articStaccatoAbove						
4	4	9	9	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	43							13	
4	4	10	10	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	44							13	
4	4	11	11	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	45								
4	4	9	9	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	46							14	
4	4	10	10	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	47							14	
4	4	11	11	0.3333333333333333		1/2	1/2	Chord	3/4	3	1	1/12	1/8	2/3	48							15	
4	4	34/3	34/3	0.3333333333333333		7/12	7/12	Chord	3/4	3	1	1/12	1/8	2/3	49								
4	4	35/3	35/3	0.3333333333333333		2/3	2/3	Chord	3/4	3	1	1/12	1/8	2/3	50		articStaccatoAbove						
4	4	9	9	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	51							16	
4	4	10	10	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	52							16	
4	4	11	11	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	53								
5	5	12	12	2.0		0	0	Chord	3/4	1	1	1/2	1/2	1	54							17	
5	5	14	14	0.25		1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	55							17	
5	5	57/4	57/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	56							17	
5	5	29/2	29/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	57							17	
5	5	59/4	59/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	58								
5	5	12	12	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	59								
5	5	25/2	25/2	0.25		1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	60							18	
5	5	51/4	51/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	61							18	
5	5	13	13	0.25		1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	62							18	
5	5	53/4	53/4	0.25		5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	63							18	
5	5	27/2	27/2	0.25		3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	64							18	
5	5	55/4	55/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	65							18	
5	5	14	14	0.25		1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	66							18	
5	5	57/4	57/4	0.25		9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	67							18	
5	5	29/2	29/2	0.25		5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	68							18	
5	5	59/4	59/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	69								
5	5	12	12	2.0		0	0	Chord	3/4	3	1	1/2	1/2	1	70							19	
5	5	14	14	0.25		1/2	1/2	Chord	3/4	3	1	1/16	1/16	1	71							19	
5	5	57/4	57/4	0.25		9/16	9/16	Chord	3/4	3	1	1/16	1/16	1	72							19	
5	5	29/2	29/2	0.25		5/8	5/8	Chord	3/4	3	1	1/16	1/16	1	73							19	
5	5	59/4	59/4	0.25		11/16	11/16	Chord	3/4	3	1	1/16	1/16	1	74								
5	5	12	12	2.0		0	0	Chord	3/4	4	1	1/2	1/2	1	75							20	
5	5	14	14	0.25		1/2	1/2	Chord	3/4	4	1	1/16	1/16	1	76							20	
5	5	57/4	57/4	0.25		9/16	9/16	Chord	3/4	4	1	1/16	1/16	1	77							20	
5	5	29/2	29/2	0.25		5/8	5/8	Chord	3/4	4	1	1/16	1/16	1	78							20	
5	5	59/4	59/4	0.25		11/16	11/16	Chord	3/4	4	1	1/16	1/16	1	79								
6	6	15	15	2.0		0	0	Chord	3/4	1	1	1/2	1/2	1	80							21	
6	6	17	17	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	81								
6	6	15	15	2.0		0	0	Chord	3/4	2	1	1/2	1/2	1	82							22	
6	6	17	17	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	83								
6	6	15	15	2.0		0	0	Chord	3/4	3	1	1/2	1/2	1	84							23	
6	6	17	17	1.0		1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	85								
6	6	15	15	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	86							24	
6	6	16	16	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	87							24	
6	6	17	17	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	88								
7	7	18	18	1.5		0	0	Chord	3/4	1	1	3/8	1/4	3/2	89								
7	7	39/2	39/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	90							25	
7	7	20	20	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	91								
7	7	41/2	41/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	92		articStaccatoAbove						
7	7	18	18	2.0		0	0	Chord	3/4	2	1	1/2	1/2	1	93								
7	7	20	20	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	94								
7	7	18	18	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	95							26	
7	7	19	19	1.5		1/4	1/4	Chord	3/4	3	1	3/8	1/4	3/2	96							26	
7	7	41/2	41/2	0.25		5/8	5/8	Chord	3/4	3	1	1/16	1/16	1	97							26	
7	7	83/4	83/4	0.25		11/16	11/16	Chord	3/4	3	1	1/16	1/16	1	98								
7	7	18	18	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	99							27	
7	7	19	19	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	100							27	
7	7	20	20	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	101								
8	8	21	21	1.75		0	0	Chord	3/4	1	1	7/16	1/4	7/4	102							28	
8	8	91/4	91/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	103							28	
8	8	23	23	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	104								
8	8	21	21	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	105							29	
8	8	22	22	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	106							29	
8	8	23	23	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	107								
8	8	21	21	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	108							30	
8	8	22	22	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	109							30	
8	8	23	23	1.0		1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	110								
8	8	21	21	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	111							31	
8	8	22	22	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	112							31	
8	8	23	23	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	113								
9	9	24	24	0.0		0	0	StaffText	3/4	1	1	0						<i>sul una corda.</i>					
9	9	24	24	2.0		0	0	Chord	3/4	1	1	1/2	1/2	1	114							32	
9	9	26	26	0.25		1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	115							32	
9	9	105/4	105/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	116							32	
9	9	53/2	53/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	117							32	
9	9	107/4	107/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	118								
9	9	24	24	2.0		0	0	Chord	3/4	2	1	1/2	1/2	1	119							33	
9	9	26	26	0.25		1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	120							33	
9	9	105/4	105/4	0.25		9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	121							33	
9	9	53/2	53/2	0.25		5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	122							33	
9	9	107/4	107/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	123								
9	9	24	24	2.0		0	0	Chord	3/4	3	1	1/2	1/2	1	124							34	
9	9	26	26	0.25		1/2	1/2	Chord	3/4	3	1	1/16	1/16	1	125							34	
9	9	105/4	105/4	0.25		9/16	9/16	Chord	3/4	3	1	1/16	1/16	1	126							34	
9	9	53/2	53/2	0.25		5/8	5/8	Chord	3/4	3	1	1/16	1/16	1	127							34	
9	9	107/4	107/4	0.25		11/16	11/16	Chord	3/4	3	1	1/16	1/16	1	128								
9	9	24	24	2.0		0	0	Chord	3/4	4	1	1/2	1/2	1	129							35	
9	9	26	26	0.25		1/2	1/2	Chord	3/4	4	1	1/16	1/16	1	130							35	
9	9	105/4	105/4	0.25		9/16	9/16	Chord	3/4	4	1	1/16	1/16	1	131							35	
9	9	53/2	53/2	0.25		5/8	5/8	Chord	3/4	4	1	1/16	1/16	1	132							35	
9	9	107/4	107/4	0.25		11/16	11/16	Chord	3/4	4	1	1/16	1/16	1	133								
10	10	27	27	2.0		0	0	Chord	3/4	1	1	1/2	1/2	1	134							36	
10	10	29	29	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	135								
10	10	27	27	2.0		0	0	Chord	3/4	2	1	1/2	1/2	1	136							37	
10	10	29	29	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	137								
10	10	27	27	2.0		0	0	Chord	3/4	3	1	1/2	1/2	1	138							38	
10	10	29	29	1.0		1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	139								
10	10	27	27	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	140							39	
10	10	28	28	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	141							39	
10	10	29	29	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	142								
11	11	30	30	2.0		0	0	Chord	3/4	1	1	1/2	1/2	1	143							40	
11	11	32	32	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	144								
11	11	30	30	2.0		0	0	Chord	3/4	2	1	1/2	1/2	1	145							41	
11	11	32	32	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	146								
11	11	30	30	2.0		0	0	Chord	3/4	3	1	1/2	1/2	1	147							42	
11	11	32	32	1.0		1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	148								
11	11	30	30	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	149							43	
11	11	31	31	2.0		1/4	1/4	Chord	3/4	4	1	1/2	1/2	1	150								
12	12	33	33	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	151							44	
12	12	67/2	67/2	1.0		1/8	1/8	Chord	3/4	1	1	1/4	1/4	1	152							44	
12	12	69/2	69/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	153								
12	12	35	35	0.3333333333333333		1/2	1/2	Chord	3/4	1	1	1/12	1/8	2/3	154							45	
12	12	106/3	106/3	0.3333333333333333		7/12	7/12	Chord	3/4	1	1	1/12	1/8	2/3	155								
12	12	107/3	107/3	0.3333333333333333		2/3	2/3	Chord	3/4	1	1	1/12	1/8	2/3	156		articStaccatoBelow						
12	12	33	33	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	157							46	
12	12	34	34	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	158							46	
12	12	35	35	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	159								
12	12	33	33	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	160								
12	12	34	34	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	161								
12	12	35	35	0.3333333333333333		1/2	1/2	Chord	3/4	3	1	1/12	1/8	2/3	162								
12	12	106/3	106/3	0.3333333333333333		7/12	7/12	Chord	3/4	3	1	1/12	1/8	2/3	163							47	
12	12	107/3	107/3	0.3333333333333333		2/3	2/3	Chord	3/4	3	1	1/12	1/8	2/3	164								
12	12	33	33	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	165							48	
12	12	34	34	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	166							48	
12	12	35	35	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	167								
13	13	36	36	1.5		0	0	Chord	3/4	1	1	3/8	1/4	3/2	168							49	
13	13	75/2	75/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	169							49	
13	13	151/4	151/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	170							49	
13	13	38	38	0.25		1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	171							49	
13	13	153/4	153/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	172							49	
13	13	77/2	77/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	173							49	
13	13	155/4	155/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	174								
13	13	36	36	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	175								
13	13	73/2	73/2	0.25		1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	176							50	
13	13	147/4	147/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	177							50	
13	13	37	37	0.25		1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	178							50	
13	13	149/4	149/4	0.25		5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	179							50	
13	13	75/2	75/2	0.25		3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	180							50	
13	13	151/4	151/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	181							50	
13	13	38	38	0.25		1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	182							50	
13	13	153/4	153/4	0.25		9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	183							50	
13	13	77/2	77/2	0.25		5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	184							50	
13	13	155/4	155/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	185								
13	13	36	36	2.0		0	0	Chord	3/4	3	1	1/2	1/2	1	186							51	
13	13	38	38	0.25		1/2	1/2	Chord	3/4	3	1	1/16	1/16	1	187							51	
13	13	153/4	153/4	0.25		9/16	9/16	Chord	3/4	3	1	1/16	1/16	1	188							51	
13	13	77/2	77/2	0.25		5/8	5/8	Chord	3/4	3	1	1/16	1/16	1	189							51	
13	13	155/4	155/4	0.25		11/16	11/16	Chord	3/4	3	1	1/16	1/16	1	190								
13	13	36	36	2.0		0	0	Chord	3/4	4	1	1/2	1/2	1	191							52	
13	13	38	38	0.25		1/2	1/2	Chord	3/4	4	1	1/16	1/16	1	192							52	
13	13	153/4	153/4	0.25		9/16	9/16	Chord	3/4	4	1	1/16	1/16	1	193							52	
13	13	77/2	77/2	0.25		5/8	5/8	Chord	3/4	4	1	1/16	1/16	1	194							52	
13	13	155/4	155/4	0.25		11/16	11/16	Chord	3/4	4	1	1/16	1/16	1	195								
14	14	39	39	2.0		0	0	Chord	3/4	1	1	1/2	1/2	1	196							53	
14	14	41	41	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	197								
14	14	39	39	2.0		0	0	Chord	3/4	2	1	1/2	1/2	1	198							54	
14	14	41	41	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	199								
14	14	39	39	2.0		0	0	Chord	3/4	3	1	1/2	1/2	1	200							55	
14	14	41	41	1.0		1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	201								
14	14	39	39	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	202							56	
14	14	40	40	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	203							56	
14	14	41	41	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	204								
15	15	42	42	1.5		0	0	Chord	3/4	1	1	3/8	1/4	3/2	205								
15	15	87/2	87/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	206								
15	15	44	44	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	207								
15	15	89/2	89/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	208		articStaccatoBelow						
15	15	42	42	2.0		0	0	Chord	3/4	2	1	1/2	1/2	1	209								
15	15	44	44	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	210		ornamentTrill						
15	15	42	42	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	211							57	
15	15	43	43	1.5		1/4	1/4	Chord	3/4	3	1	3/8	1/4	3/2	212							57	
15	15	89/2	89/2	0.25		5/8	5/8	Chord	3/4	3	1	1/16	1/16	1	213							57	
15	15	179/4	179/4	0.25		11/16	11/16	Chord	3/4	3	1	1/16	1/16	1	214								
15	15	42	42	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	215							58	
15	15	43	43	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	216							58	
15	15	44	44	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	217								
16	16	45	45	1.75		0	0	Chord	3/4	1	1	7/16	1/4	7/4	218							59	
16	16	187/4	187/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	219							59	
16	16	47	47	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	220								
16	16	45	45	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	221							60	
16	16	46	46	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	222							60	
16	16	47	47	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	223								
16	16	45	45	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	224							61	
16	16	46	46	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	225							61	
16	16	47	47	1.0		1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	226								
16	16	45	45	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	227							62	
16	16	46	46	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	228							62	
16	16	47	47	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	229								
17	17	48	48	0.0		0	0	StaffText	3/4	1	1	0						<i>cresc.</i>					
17	17	48	48	2.0		0	0	Chord	3/4	1	1	1/2	1/2	1	230							63	
17	17	50	50	0.25		1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	231							63	
17	17	201/4	201/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	232							63	
17	17	101/2	101/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	233							63	
17	17	203/4	203/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	234								
17	17	48	48	0.0		0	0	StaffText	3/4	2	1	0						<i>cresc.</i>					
17	17	49	49	2.0		1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	235								
17	17	48	48	0.0		0	0	StaffText	3/4	3	1	0						<i>cresc.</i>					
17	17	49	49	2.0		1/4	1/4	Chord	3/4	3	1	1/2	1/2	1	236								
17	17	48	48	0.0		0	0	StaffText	3/4	4	1	0						<i>cresc.</i>					
17	17	49	49	2.0		1/4	1/4	Chord	3/4	4	1	1/2	1/2	1	237								
18	18	51	51	1.5		0	0	Chord	3/4	1	1	3/8	1/4	3/2	238								
18	18	105/2	105/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	239							64	
18	18	53	53	0.25		1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	240							64	
18	18	213/4	213/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	241							64	
18	18	107/2	107/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	242							64	
18	18	215/4	215/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	243								
18	18	52	52	2.0		1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	244								
18	18	52	52	2.0		1/4	1/4	Chord	3/4	3	1	1/2	1/2	1	245								
18	18	52	52	2.0		1/4	1/4	Chord	3/4	4	1	1/2	1/2	1	246								
19	19	54	54	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	247							65	
19	19	109/2	109/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	248							65	
19	19	55	55	0.25		1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	249							65	
19	19	221/4	221/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	250							65	
19	19	111/2	111/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	251							65	
19	19	223/4	223/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	252								
19	19	56	56	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	253							66	
19	19	113/2	113/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	254							66	
19	19	55	55	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	255								
19	19	56	56	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	256								
19	19	55	55	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	257								
19	19	56	56	1.0		1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	258								
19	19	55	55	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	259								
19	19	56	56	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	260								
20	20	57	57	0.25		0	0	Chord	3/4	1	1	1/16	1/16	1	261							66	
20	20	229/4	229/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	262							66	
20	20	115/2	115/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	263							66	
20	20	231/4	231/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	264								
20	20	58	58	0.0		1/4	1/4	Dynamic	3/4	1	1	0				f							
20	20	58	58	0.25		1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	265							67	
20	20	233/4	233/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	266							67	
20	20	117/2	117/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	267							67	
20	20	235/4	235/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	268							67	
20	20	59	59	0.25		1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	269							67	
20	20	237/4	237/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	270							67	
20	20	119/2	119/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	271							67	
20	20	239/4	239/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	272							67	
20	20	57	57	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	273								
20	20	58	58	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	274								
20	20	57	57	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	275								
20	20	58	58	0.0		1/4	1/4	Dynamic	3/4	3	1	0				f							
20	20	58	58	0.0		1/4	1/4	Dynamic	3/4	3	1	0				f							
20	20	58	58	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	276								
20	20	57	57	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	277								
20	20	58	58	0.0		1/4	1/4	Dynamic	3/4	4	1	0				f							
20	20	58	58	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	278								
