mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	Trill:trill
217	217	325	325	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	2470		articStaccatoBelow			
217	217	1301/4	1301/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	2471		articStaccatoBelow			
217	217	649/2	649/2	0.0	1/8	1/8	Dynamic	3/8	3	1	0					p				
217	217	649/2	649/2	0.25	1/8	1/8	Chord	3/8	3	1	1/16		1/16	1	2472		articStaccatoBelow			
217	217	1299/4	1299/4	0.25	3/16	3/16	Chord	3/8	3	1	1/16		1/16	1	2473		articStaccatoBelow			
217	217	325	325	0.25	1/4	1/4	Chord	3/8	3	1	1/16		1/16	1	2474		articStaccatoBelow			
217	217	1301/4	1301/4	0.25	5/16	5/16	Chord	3/8	3	1	1/16		1/16	1	2475		articStaccatoBelow			
218	218	651/2	651/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	2476					
218	218	326	326	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	2477					
218	218	653/2	653/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	2478					
218	218	651/2	651/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	2479		articStaccatoAbove			
218	218	1303/4	1303/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	2480		articStaccatoAbove			
218	218	326	326	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	2481		articStaccatoAbove			
218	218	1305/4	1305/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	2482		articStaccatoAbove			
218	218	653/2	653/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	2483		articStaccatoAbove			
218	218	1307/4	1307/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	2484		articStaccatoAbove			
218	218	651/2	651/2	0.25	0	0	Chord	3/8	3	1	1/16		1/16	1	2485		articStaccatoBelow			
218	218	1303/4	1303/4	0.25	1/16	1/16	Chord	3/8	3	1	1/16		1/16	1	2486		articStaccatoBelow			
218	218	326	326	0.25	1/8	1/8	Chord	3/8	3	1	1/16		1/16	1	2487		articStaccatoBelow			
218	218	1305/4	1305/4	0.25	3/16	3/16	Chord	3/8	3	1	1/16		1/16	1	2488		articStaccatoBelow			
218	218	653/2	653/2	0.25	1/4	1/4	Chord	3/8	3	1	1/16		1/16	1	2489		articStaccatoBelow			
218	218	1307/4	1307/4	0.25	5/16	5/16	Chord	3/8	3	1	1/16		1/16	1	2490		articStaccatoBelow			
219	219	327	327	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	2491		articStaccatoAbove			
219	219	1309/4	1309/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	2492		articStaccatoAbove			
219	219	655/2	655/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	2493		articStaccatoAbove			
219	219	1311/4	1311/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	2494		articStaccatoAbove			
219	219	328	328	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	2495		articStaccatoAbove			
219	219	1313/4	1313/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	2496		articStaccatoAbove			
219	219	327	327	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	2497					
219	219	327	327	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	2498					
220	220	657/2	657/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	2499		articStaccatoAbove			
220	220	1315/4	1315/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	2500		articStaccatoAbove			
220	220	329	329	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	2501		articStaccatoAbove			
220	220	1317/4	1317/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	2502		articStaccatoAbove			
220	220	659/2	659/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	2503		articStaccatoAbove			
220	220	1319/4	1319/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	2504		articStaccatoAbove			
220	220	657/2	657/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	2505					
220	220	329	329	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	2506					
220	220	659/2	659/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	2507					
220	220	329	329	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	2508					
220	220	659/2	659/2	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	2509					
220	220	657/2	657/2	0.0	0	0	Dynamic	3/8	4	1	0					p				
220	220	657/2	657/2	0.5	0	0	Chord	3/8	4	1	1/8		1/8	1	2510					
220	220	329	329	0.5	1/8	1/8	Chord	3/8	4	1	1/8		1/8	1	2511					
220	220	659/2	659/2	0.5	1/4	1/4	Chord	3/8	4	1	1/8		1/8	1	2512					
221	221	330	330	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	2513		articStaccatoAbove			
221	221	1321/4	1321/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	2514		articStaccatoAbove			
221	221	661/2	661/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	2515		articStaccatoAbove			
221	221	1323/4	1323/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	2516		articStaccatoAbove			
221	221	331	331	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	2517		articStaccatoAbove			
221	221	1325/4	1325/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	2518		articStaccatoAbove			
221	221	330	330	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	2519					
221	221	661/2	661/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	2520		articStaccatoBelow			
221	221	1323/4	1323/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	2521		articStaccatoBelow			
221	221	331	331	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	2522		articStaccatoBelow			
221	221	1325/4	1325/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	2523		articStaccatoBelow			
221	221	330	330	1.5	0	0	Chord	3/8	3	1	3/8		1/4	3/2	2524					
221	221	330	330	1.5	0	0	Chord	3/8	4	1	3/8		1/4	3/2	2525					
222	222	663/2	663/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	2526		articStaccatoAbove			
222	222	1327/4	1327/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	2527		articStaccatoAbove			
222	222	332	332	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	2528		articStaccatoAbove			
222	222	1329/4	1329/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	2529		articStaccatoAbove			
222	222	665/2	665/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	2530		articStaccatoAbove			
222	222	1331/4	1331/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	2531		articStaccatoAbove			
222	222	663/2	663/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	2532		articStaccatoAbove			
222	222	1327/4	1327/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	2533		articStaccatoAbove			
222	222	332	332	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	2534		articStaccatoAbove			
222	222	1329/4	1329/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	2535		articStaccatoAbove			
222	222	665/2	665/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	2536		articStaccatoAbove			
222	222	1331/4	1331/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	2537		articStaccatoAbove			
222	222	663/2	663/2	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	2538					
222	222	332	332	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	2539					
222	222	665/2	665/2	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	2540					
222	222	663/2	663/2	0.5	0	0	Chord	3/8	4	1	1/8		1/8	1	2541					
222	222	332	332	0.5	1/8	1/8	Chord	3/8	4	1	1/8		1/8	1	2542					
222	222	665/2	665/2	0.5	1/4	1/4	Chord	3/8	4	1	1/8		1/8	1	2543					
223	223	333	333	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	2544					
223	223	333	333	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	2545					
223	223	334	334	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	2546		articStaccatoBelow			
223	223	1337/4	1337/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	2547		articStaccatoBelow			
223	223	333	333	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	2548					
223	223	1335/4	1335/4	0.25	3/16	3/16	Chord	3/8	3	1	1/16		1/16	1	2549		articStaccatoAbove			
223	223	334	334	0.25	1/4	1/4	Chord	3/8	3	1	1/16		1/16	1	2550		articStaccatoAbove			
223	223	1337/4	1337/4	0.25	5/16	5/16	Chord	3/8	3	1	1/16		1/16	1	2551		articStaccatoAbove			
223	223	333	333	0.25	0	0	Chord	3/8	4	1	1/16		1/16	1	2552		articStaccatoAbove			
223	223	1333/4	1333/4	0.25	1/16	1/16	Chord	3/8	4	1	1/16		1/16	1	2553		articStaccatoAbove			
223	223	667/2	667/2	0.25	1/8	1/8	Chord	3/8	4	1	1/16		1/16	1	2554		articStaccatoAbove			
223	223	1335/4	1335/4	0.25	3/16	3/16	Chord	3/8	4	1	1/16		1/16	1	2555		articStaccatoAbove			
223	223	334	334	0.25	1/4	1/4	Chord	3/8	4	1	1/16		1/16	1	2556		articStaccatoAbove			
223	223	1337/4	1337/4	0.25	5/16	5/16	Chord	3/8	4	1	1/16		1/16	1	2557		articStaccatoAbove			
224	224	669/2	669/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	2558					
224	224	335	335	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	2559					
224	224	671/2	671/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	2560					
224	224	669/2	669/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	2561		articStaccatoAbove			
224	224	1339/4	1339/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	2562		articStaccatoAbove			
224	224	335	335	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	2563		articStaccatoAbove			
224	224	1341/4	1341/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	2564		articStaccatoAbove			
224	224	671/2	671/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	2565		articStaccatoAbove			
224	224	1343/4	1343/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	2566		articStaccatoAbove			
224	224	669/2	669/2	0.25	0	0	Chord	3/8	3	1	1/16		1/16	1	2567		articStaccatoBelow			
224	224	1339/4	1339/4	0.25	1/16	1/16	Chord	3/8	3	1	1/16		1/16	1	2568		articStaccatoBelow			
224	224	335	335	0.25	1/8	1/8	Chord	3/8	3	1	1/16		1/16	1	2569		articStaccatoBelow			
224	224	1341/4	1341/4	0.25	3/16	3/16	Chord	3/8	3	1	1/16		1/16	1	2570		articStaccatoBelow			
224	224	671/2	671/2	0.25	1/4	1/4	Chord	3/8	3	1	1/16		1/16	1	2571		articStaccatoBelow			
224	224	1343/4	1343/4	0.25	5/16	5/16	Chord	3/8	3	1	1/16		1/16	1	2572		articStaccatoBelow			
224	224	669/2	669/2	0.25	0	0	Chord	3/8	4	1	1/16		1/16	1	2573		articStaccatoBelow			
224	224	1339/4	1339/4	0.25	1/16	1/16	Chord	3/8	4	1	1/16		1/16	1	2574		articStaccatoBelow			
224	224	335	335	0.25	1/8	1/8	Chord	3/8	4	1	1/16		1/16	1	2575		articStaccatoBelow			
224	224	1341/4	1341/4	0.25	3/16	3/16	Chord	3/8	4	1	1/16		1/16	1	2576		articStaccatoBelow			
224	224	671/2	671/2	0.25	1/4	1/4	Chord	3/8	4	1	1/16		1/16	1	2577		articStaccatoBelow			
224	224	1343/4	1343/4	0.25	5/16	5/16	Chord	3/8	4	1	1/16		1/16	1	2578		articStaccatoBelow			
225	225	336	336	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	2579					
225	225	336	336	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	2580					
225	225	337	337	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	2581					
225	225	1349/4	1349/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	2582					
225	225	336	336	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	2583					
225	225	1347/4	1347/4	0.25	3/16	3/16	Chord	3/8	3	1	1/16		1/16	1	2584					
225	225	337	337	0.25	1/4	1/4	Chord	3/8	3	1	1/16		1/16	1	2585					
225	225	1349/4	1349/4	0.25	5/16	5/16	Chord	3/8	3	1	1/16		1/16	1	2586					
225	225	336	336	0.25	0	0	Chord	3/8	4	1	1/16		1/16	1	2587					
225	225	1345/4	1345/4	0.25	1/16	1/16	Chord	3/8	4	1	1/16		1/16	1	2588					
225	225	673/2	673/2	0.25	1/8	1/8	Chord	3/8	4	1	1/16		1/16	1	2589					
225	225	1347/4	1347/4	0.25	3/16	3/16	Chord	3/8	4	1	1/16		1/16	1	2590					
225	225	337	337	0.25	1/4	1/4	Chord	3/8	4	1	1/16		1/16	1	2591					
225	225	1349/4	1349/4	0.25	5/16	5/16	Chord	3/8	4	1	1/16		1/16	1	2592					
226	226	675/2	675/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	2593					
226	226	338	338	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	2594					
226	226	677/2	677/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	2595					
226	226	675/2	675/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	2596					
226	226	1351/4	1351/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	2597					
226	226	338	338	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	2598					
226	226	1353/4	1353/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	2599					
226	226	677/2	677/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	2600					
226	226	1355/4	1355/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	2601					
226	226	675/2	675/2	0.25	0	0	Chord	3/8	3	1	1/16		1/16	1	2602					
226	226	1351/4	1351/4	0.25	1/16	1/16	Chord	3/8	3	1	1/16		1/16	1	2603					
226	226	338	338	0.25	1/8	1/8	Chord	3/8	3	1	1/16		1/16	1	2604					
226	226	1353/4	1353/4	0.25	3/16	3/16	Chord	3/8	3	1	1/16		1/16	1	2605					
226	226	677/2	677/2	0.25	1/4	1/4	Chord	3/8	3	1	1/16		1/16	1	2606					
226	226	1355/4	1355/4	0.25	5/16	5/16	Chord	3/8	3	1	1/16		1/16	1	2607					
226	226	675/2	675/2	0.25	0	0	Chord	3/8	4	1	1/16		1/16	1	2608					
226	226	1351/4	1351/4	0.25	1/16	1/16	Chord	3/8	4	1	1/16		1/16	1	2609					
226	226	338	338	0.25	1/8	1/8	Chord	3/8	4	1	1/16		1/16	1	2610					
226	226	1353/4	1353/4	0.25	3/16	3/16	Chord	3/8	4	1	1/16		1/16	1	2611					
226	226	677/2	677/2	0.25	1/4	1/4	Chord	3/8	4	1	1/16		1/16	1	2612					
226	226	1355/4	1355/4	0.25	5/16	5/16	Chord	3/8	4	1	1/16		1/16	1	2613					
227	227	339	339	0.0	0	0	StaffText	3/8	1	1	0							cresc.		
227	227	339	339	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	2614					
227	227	1357/4	1357/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	2615					
227	227	679/2	679/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	2616					
227	227	1359/4	1359/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	2617					
227	227	340	340	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	2618					
227	227	1361/4	1361/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	2619					
227	227	339	339	0.0	0	0	StaffText	3/8	2	1	0							cresc.		
227	227	339	339	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	2620					
227	227	1357/4	1357/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	2621					
227	227	679/2	679/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	2622					
227	227	1359/4	1359/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	2623					
227	227	340	340	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	2624					
227	227	1361/4	1361/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	2625					
227	227	339	339	0.0	0	0	StaffText	3/8	3	1	0							cresc.		
227	227	339	339	0.25	0	0	Chord	3/8	3	1	1/16		1/16	1	2626					
227	227	1357/4	1357/4	0.25	1/16	1/16	Chord	3/8	3	1	1/16		1/16	1	2627					
227	227	679/2	679/2	0.25	1/8	1/8	Chord	3/8	3	1	1/16		1/16	1	2628					
227	227	1359/4	1359/4	0.25	3/16	3/16	Chord	3/8	3	1	1/16		1/16	1	2629					
227	227	340	340	0.25	1/4	1/4	Chord	3/8	3	1	1/16		1/16	1	2630					
227	227	1361/4	1361/4	0.25	5/16	5/16	Chord	3/8	3	1	1/16		1/16	1	2631					
227	227	339	339	0.0	0	0	StaffText	3/8	4	1	0							cresc.		
227	227	339	339	0.25	0	0	Chord	3/8	4	1	1/16		1/16	1	2632					
227	227	1357/4	1357/4	0.25	1/16	1/16	Chord	3/8	4	1	1/16		1/16	1	2633					
227	227	679/2	679/2	0.25	1/8	1/8	Chord	3/8	4	1	1/16		1/16	1	2634					
227	227	1359/4	1359/4	0.25	3/16	3/16	Chord	3/8	4	1	1/16		1/16	1	2635					
227	227	340	340	0.25	1/4	1/4	Chord	3/8	4	1	1/16		1/16	1	2636					
227	227	1361/4	1361/4	0.25	5/16	5/16	Chord	3/8	4	1	1/16		1/16	1	2637					
228	228	681/2	681/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	2638					
228	228	1363/4	1363/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	2639					
228	228	341	341	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	2640					
228	228	1365/4	1365/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	2641					
228	228	683/2	683/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	2642					
228	228	1367/4	1367/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	2643					
228	228	681/2	681/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	2644					
228	228	1363/4	1363/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	2645					
228	228	341	341	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	2646					
228	228	1365/4	1365/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	2647					
228	228	683/2	683/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	2648					
228	228	1367/4	1367/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	2649					
228	228	681/2	681/2	0.25	0	0	Chord	3/8	3	1	1/16		1/16	1	2650					
228	228	1363/4	1363/4	0.25	1/16	1/16	Chord	3/8	3	1	1/16		1/16	1	2651					
228	228	341	341	0.25	1/8	1/8	Chord	3/8	3	1	1/16		1/16	1	2652					
228	228	1365/4	1365/4	0.25	3/16	3/16	Chord	3/8	3	1	1/16		1/16	1	2653					
228	228	683/2	683/2	0.25	1/4	1/4	Chord	3/8	3	1	1/16		1/16	1	2654					
228	228	1367/4	1367/4	0.25	5/16	5/16	Chord	3/8	3	1	1/16		1/16	1	2655					
228	228	681/2	681/2	0.25	0	0	Chord	3/8	4	1	1/16		1/16	1	2656					
228	228	1363/4	1363/4	0.25	1/16	1/16	Chord	3/8	4	1	1/16		1/16	1	2657					
228	228	341	341	0.25	1/8	1/8	Chord	3/8	4	1	1/16		1/16	1	2658					
228	228	1365/4	1365/4	0.25	3/16	3/16	Chord	3/8	4	1	1/16		1/16	1	2659					
228	228	683/2	683/2	0.25	1/4	1/4	Chord	3/8	4	1	1/16		1/16	1	2660					
228	228	1367/4	1367/4	0.25	5/16	5/16	Chord	3/8	4	1	1/16		1/16	1	2661					
229	229	342	342	0.0	0	0	Dynamic	3/8	1	1	0					ff				
229	229	342	342	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	2662		articStaccatoBelow			
229	229	685/2	685/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	2663		articStaccatoBelow			
229	229	343	343	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	2664		articStaccatoBelow			
229	229	342	342	0.0	0	0	Dynamic	3/8	2	1	0					ff				
229	229	342	342	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	2665		articStaccatoBelow			
229	229	685/2	685/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	2666		articStaccatoBelow			
229	229	343	343	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	2667		articStaccatoBelow			
229	229	342	342	0.0	0	0	Dynamic	3/8	3	1	0					ff				
229	229	342	342	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	2668		articStaccatoBelow			
229	229	685/2	685/2	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	2669		articStaccatoBelow			
229	229	343	343	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	2670		articStaccatoBelow			
229	229	342	342	0.0	0	0	Dynamic	3/8	4	1	0					ff				
229	229	342	342	0.5	0	0	Chord	3/8	4	1	1/8		1/8	1	2671		articStaccatoBelow			
229	229	685/2	685/2	0.5	1/8	1/8	Chord	3/8	4	1	1/8		1/8	1	2672		articStaccatoBelow			
229	229	343	343	0.5	1/4	1/4	Chord	3/8	4	1	1/8		1/8	1	2673		articStaccatoBelow			
230	230	687/2	687/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	2674		articStaccatoBelow			
230	230	344	344	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	2675		articStaccatoBelow			
230	230	689/2	689/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	2676		articStaccatoBelow			
230	230	687/2	687/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	2677		articStaccatoBelow			
230	230	344	344	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	2678		articStaccatoBelow			
230	230	689/2	689/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	2679		articStaccatoBelow			
230	230	687/2	687/2	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	2680		articStaccatoBelow			
230	230	344	344	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	2681		articStaccatoBelow			
230	230	689/2	689/2	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	2682		articStaccatoBelow			
230	230	687/2	687/2	0.5	0	0	Chord	3/8	4	1	1/8		1/8	1	2683		articStaccatoBelow			
230	230	344	344	0.5	1/8	1/8	Chord	3/8	4	1	1/8		1/8	1	2684		articStaccatoBelow			
230	230	689/2	689/2	0.5	1/4	1/4	Chord	3/8	4	1	1/8		1/8	1	2685		articStaccatoBelow			
231	231	345	345	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	2686					
231	231	345	345	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	2687					
231	231	345	345	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	2688		articStaccatoBelow			
231	231	691/2	691/2	0.0	1/8	1/8	Dynamic	3/8	3	1	0					p				
231	231	691/2	691/2	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	2689		articStaccatoBelow			
231	231	346	346	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	2690		articStaccatoBelow			
231	231	345	345	1.0	0	0	Chord	3/8	4	1	1/4		1/4	1	2691					
232	232	347	347	0.0	1/8	1/8	Dynamic	3/8	1	1	0					sf				
232	232	347	347	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	2692				150	
232	232	1389/4	1389/4	0.0	3/16	3/16	Dynamic	3/8	1	1	0					p				
232	232	1389/4	1389/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	2693					
232	232	695/2	695/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	2694				151	
232	232	1391/4	1391/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	2695					
232	232	693/2	693/2	0.0	0	0	Dynamic	3/8	3	1	0					sfp				
232	232	693/2	693/2	1.5	0	0	Chord	3/8	3	1	3/8		1/4	3/2	2696					
233	233	348	348	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	2697					
233	233	348	348	0.0	0	0	StaffText	3/8	3	1	0							cresc.		
233	233	348	348	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	2698		articStaccatoBelow			
233	233	697/2	697/2	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	2699		articStaccatoBelow			
233	233	349	349	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	2700		articStaccatoBelow			
233	233	348	348	0.0	0	0	Dynamic	3/8	4	1	0					p				
233	233	348	348	0.5	0	0	Chord	3/8	4	1	1/8		1/8	1	2701		articStaccatoAbove			
233	233	697/2	697/2	0.0	1/8	1/8	StaffText	3/8	4	1	0							cresc.		
233	233	697/2	697/2	0.5	1/8	1/8	Chord	3/8	4	1	1/8		1/8	1	2702		articStaccatoAbove			
233	233	349	349	0.5	1/4	1/4	Chord	3/8	4	1	1/8		1/8	1	2703		articStaccatoAbove			
234	234	350	350	0.0	1/8	1/8	Dynamic	3/8	1	1	0					sf				
234	234	350	350	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	2704				152	
234	234	1401/4	1401/4	0.0	3/16	3/16	Dynamic	3/8	1	1	0					p				
234	234	1401/4	1401/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	2705					
234	234	701/2	701/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	2706				153	
234	234	1403/4	1403/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	2707					
234	234	699/2	699/2	0.0	0	0	Dynamic	3/8	3	1	0					sfp				
234	234	699/2	699/2	1.5	0	0	Chord	3/8	3	1	3/8		1/4	3/2	2708					
234	234	699/2	699/2	0.0	0	0	Dynamic	3/8	4	1	0					sfp				
234	234	699/2	699/2	1.5	0	0	Chord	3/8	4	1	3/8		1/4	3/2	2709					
235	235	351	351	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	2710					
235	235	351	351	0.0	0	0	Dynamic	3/8	2	1	0					pp				
235	235	351	351	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	2711		articStaccatoBelow		154	
235	235	703/2	703/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	2712		articStaccatoBelow		154	
235	235	352	352	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	2713		articStaccatoBelow			
235	235	351	351	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	2714					
