mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin
56	54	327/2	327/2	0.0	0	0	StaffText	6/8	3	1	0						"<font size=""8.2""/><i>poco rit.</i>"						
56	54	327/2	327/2	1.5	0	0	Chord	6/8	3	1	3/8	1/4	3/2	599									
56	54	165	165	1.5	3/8	3/8	Chord	6/8	3	1	3/8	1/4	3/2	600									
56	54	327/2	327/2	0.0	0	0	StaffText	6/8	4	1	0						"<font size=""8.2""/><i>poco rit.</i>"						
56	54	327/2	327/2	1.5	0	0	Chord	6/8	4	1	3/8	1/4	3/2	601									
56	54	165	165	1.0	3/8	3/8	Chord	6/8	4	1	1/4	1/4	1	602							111		
56	54	166	166	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	603									
57	55	333/2	333/2	0.0	0	0	StaffText	6/8	1	1	0						"<font size=""8.2""/><b>in tempo</b>"						
57	55	333/2	333/2	0.0	0	0	StaffText	6/8	1	1	0						"<font size=""8.2""/><i>cresc.</i>"						
57	55	333/2	333/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	604							112		
57	55	335/2	335/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	605							112		
57	55	168	168	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	606							112		
57	55	169	169	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	607									
57	55	333/2	333/2	0.0	0	0	StaffText	6/8	2	1	0						"<font size=""8.2""/><i>cresc.</i>"						
57	55	333/2	333/2	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	608							113		
57	55	167	167	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	609							113		
57	55	335/2	335/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	610									
57	55	168	168	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	611							114		
57	55	337/2	337/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	612							114		
57	55	169	169	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	613									
57	55	333/2	333/2	0.0	0	0	StaffText	6/8	3	1	0						"<font size=""8.2""/><i>cresc.</i>"						
57	55	333/2	333/2	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	614									
57	55	168	168	0.5	3/8	3/8	Chord	6/8	3	1	1/8	1/8	1	615							115		
57	55	337/2	337/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8	1/8	1	616							115		
57	55	169	169	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	617									
57	55	333/2	333/2	0.0	0	0	StaffText	6/8	4	1	0						"<font size=""8.2""/><i>cresc.</i>"						
57	55	333/2	333/2	1.5	0	0	Chord	6/8	4	1	3/8	1/4	3/2	618									
57	55	168	168	1.0	3/8	3/8	Chord	6/8	4	1	1/4	1/4	1	619							116		
57	55	169	169	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	620									
58	56	339/2	339/2	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	621									
58	56	171	171	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	622							117		
58	56	172	172	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	623									
58	56	339/2	339/2	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	624							118		
58	56	341/2	341/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	625							118		
58	56	171	171	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	626							118		
58	56	172	172	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	627									
58	56	339/2	339/2	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	628							119		
58	56	341/2	341/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	629							119		
58	56	171	171	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	630							119		
58	56	172	172	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	631									
58	56	339/2	339/2	1.0	0	0	Chord	6/8	4	1	1/4	1/4	1	632							120		
58	56	341/2	341/2	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	633							120		
58	56	171	171	1.0	3/8	3/8	Chord	6/8	4	1	1/4	1/4	1	634							120		
58	56	172	172	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	635									
59	57	345/2	345/2	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	636									
59	57	174	174	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	637							121		
59	57	175	175	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	638									
59	57	345/2	345/2	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	639							122		
59	57	347/2	347/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	640							122		
59	57	174	174	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	641							122		
59	57	175	175	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	642									
59	57	345/2	345/2	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	643							123		
59	57	347/2	347/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	644							123		
59	57	174	174	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	645							123		
59	57	175	175	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	646									
59	57	345/2	345/2	1.0	0	0	Chord	6/8	4	1	1/4	1/4	1	647							124		
59	57	347/2	347/2	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	648							124		
59	57	174	174	1.0	3/8	3/8	Chord	6/8	4	1	1/4	1/4	1	649							124		
59	57	175	175	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	650									
60	58	351/2	351/2	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	651									
60	58	177	177	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	652							125		
60	58	178	178	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	653									
60	58	351/2	351/2	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	654							126		
60	58	353/2	353/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	655							126		
60	58	177	177	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	656							126		
60	58	178	178	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	657									
60	58	351/2	351/2	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	658							127		
60	58	353/2	353/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	659							127		
60	58	177	177	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	660							127		
60	58	178	178	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	661									
60	58	351/2	351/2	1.0	0	0	Chord	6/8	4	1	1/4	1/4	1	662							128		
60	58	353/2	353/2	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	663							128		
60	58	177	177	1.0	3/8	3/8	Chord	6/8	4	1	1/4	1/4	1	664							128		
60	58	178	178	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	665									
61	59	357/2	357/2	0.0	0	0	Dynamic	6/8	1	1	0				f								
61	59	357/2	357/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	666		articStaccatoAbove							
61	59	359/2	359/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	667							129		
61	59	180	180	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	668							129		
61	59	181	181	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	669							129		
61	59	357/2	357/2	0.0	0	0	Dynamic	6/8	2	1	0				f								
61	59	357/2	357/2	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	670									
61	59	359/2	359/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	671		articStaccatoBelow							
61	59	180	180	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	672		articStaccatoBelow							
61	59	181	181	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	673		articStaccatoBelow							
61	59	357/2	357/2	0.0	0	0	Dynamic	6/8	3	1	0				f								
61	59	357/2	357/2	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	674									
61	59	359/2	359/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	675		articStaccatoBelow							
61	59	180	180	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	676		articStaccatoBelow							
61	59	181	181	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	677		articStaccatoBelow							
61	59	357/2	357/2	0.0	0	0	Dynamic	6/8	4	1	0				f								
61	59	357/2	357/2	1.0	0	0	Chord	6/8	4	1	1/4	1/4	1	678									
61	59	359/2	359/2	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	679		articStaccatoBelow							
61	59	180	180	1.0	3/8	3/8	Chord	6/8	4	1	1/4	1/4	1	680		articStaccatoBelow							
61	59	181	181	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	681		articStaccatoBelow							
62	60	363/2	363/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	682									
62	60	365/2	365/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	683							130		
62	60	183	183	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	684							130		
62	60	184	184	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	685							130		
62	60	363/2	363/2	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	686		articStaccatoBelow							
62	60	365/2	365/2	0.0	1/4	1/4	Dynamic	6/8	2	1	0				p								
62	60	365/2	365/2	0.0	1/4	1/4	Dynamic	6/8	2	1	0				p								
62	60	365/2	365/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	687		articStaccatoBelow							
62	60	183	183	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	688		articStaccatoBelow							
62	60	184	184	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	689		articStaccatoAbove							
62	60	363/2	363/2	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	690		articStaccatoBelow							
62	60	363/2	363/2	1.0	0	0	Chord	6/8	4	1	1/4	1/4	1	691		articStaccatoBelow							
62	60	184	184	0.0	5/8	5/8	Dynamic	6/8	4	1	0				p								
62	60	184	184	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	692		articStaccatoAbove							
63	61	369/2	369/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	693									
63	61	371/2	371/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	694							131		
63	61	186	186	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	695							131		
63	61	187	187	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	696							131		
63	61	369/2	369/2	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	697		articStaccatoBelow							
63	61	371/2	371/2	0.0	1/4	1/4	Dynamic	6/8	2	1	0				f								
63	61	371/2	371/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	698		articStaccatoBelow							
63	61	186	186	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	699		articStaccatoBelow							
63	61	187	187	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	700		articStaccatoBelow							
63	61	369/2	369/2	1.0	0	0	Chord	6/8	4	1	1/4	1/4	1	701		articStaccatoAbove							
63	61	371/2	371/2	0.0	1/4	1/4	Dynamic	6/8	4	1	0				f								
63	61	371/2	371/2	0.0	1/4	1/4	Dynamic	6/8	4	1	0				f								
63	61	371/2	371/2	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	702		articStaccatoBelow							
63	61	186	186	1.0	3/8	3/8	Chord	6/8	4	1	1/4	1/4	1	703		articStaccatoBelow							
63	61	187	187	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	704		articStaccatoBelow							
64	62	375/2	375/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	705									
64	62	377/2	377/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	706							132		
64	62	189	189	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	707							132		
64	62	190	190	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	708							132		
64	62	377/2	377/2	0.0	1/4	1/4	Dynamic	6/8	2	1	0				p								
64	62	377/2	377/2	0.0	1/4	1/4	Dynamic	6/8	2	1	0				p								
64	62	377/2	377/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	709		articStaccatoAbove							
64	62	189	189	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	710		articStaccatoBelow							
64	62	190	190	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	711		articStaccatoAbove							
64	62	375/2	375/2	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	712		articStaccatoBelow							
64	62	375/2	375/2	1.0	0	0	Chord	6/8	4	1	1/4	1/4	1	713		articStaccatoBelow							
64	62	190	190	0.0	5/8	5/8	Dynamic	6/8	4	1	0				p								
64	62	190	190	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	714		articStaccatoAbove							
65	63	381/2	381/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	715									
65	63	383/2	383/2	0.0	1/4	1/4	Dynamic	6/8	1	1	0				f								
65	63	383/2	383/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	716							133		
65	63	192	192	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	717							133		
65	63	193	193	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	718							133		
65	63	381/2	381/2	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	719		articStaccatoBelow							
65	63	383/2	383/2	0.0	1/4	1/4	Dynamic	6/8	3	1	0				f								
65	63	383/2	383/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	720		articStaccatoBelow							
65	63	192	192	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	721		articStaccatoBelow							
65	63	193	193	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	722		articStaccatoBelow							
65	63	381/2	381/2	1.0	0	0	Chord	6/8	4	1	1/4	1/4	1	723		articStaccatoAbove							
65	63	383/2	383/2	0.0	1/4	1/4	Dynamic	6/8	4	1	0				f								
65	63	383/2	383/2	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	724		articStaccatoBelow							
65	63	192	192	1.0	3/8	3/8	Chord	6/8	4	1	1/4	1/4	1	725		articStaccatoBelow							
65	63	193	193	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	726		articStaccatoBelow							
66	64	387/2	387/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	727									
66	64	389/2	389/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	728							134		
66	64	195	195	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	729							134		
66	64	196	196	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	730									
66	64	389/2	389/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	731		articStaccatoAbove							
66	64	195	195	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	732		articStaccatoAbove							
66	64	196	196	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	733		articStaccatoAbove							
66	64	387/2	387/2	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	734		articStaccatoBelow							
66	64	196	196	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	735									
66	64	387/2	387/2	1.0	0	0	Chord	6/8	4	1	1/4	1/4	1	736		articStaccatoBelow							
66	64	196	196	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	737									
67	65	393/2	393/2	0.0	0	0	StaffText	6/8	1	1	0						"<font size=""8.2""/><i>cresc.</i>"						
67	65	393/2	393/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	738							135		
67	65	395/2	395/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	739							135		
67	65	198	198	0.0	3/8	3/8	Dynamic	6/8	1	1	0				f						135		
67	65	198	198	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	740							135		
67	65	199	199	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	741									
67	65	393/2	393/2	0.0	0	0	StaffText	6/8	2	1	0						"<font size=""8.2""/><i>cresc.</i>"						
67	65	393/2	393/2	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	742		articStaccatoBelow							
67	65	395/2	395/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	743		articStaccatoBelow							
67	65	198	198	0.0	3/8	3/8	Dynamic	6/8	2	1	0				f								
67	65	198	198	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	744		articStaccatoBelow							
67	65	393/2	393/2	0.0	0	0	StaffText	6/8	3	1	0						"<font size=""8.2""/><i>cresc.</i>"						
67	65	393/2	393/2	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	745		articStaccatoAbove							
67	65	395/2	395/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	746		articStaccatoAbove							
67	65	198	198	0.0	3/8	3/8	Dynamic	6/8	3	1	0				f								
67	65	198	198	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	747		articStaccatoAbove							
67	65	393/2	393/2	0.0	0	0	StaffText	6/8	4	1	0						"<font size=""8.2""/><i>cresc.</i>"						
67	65	393/2	393/2	1.0	0	0	Chord	6/8	4	1	1/4	1/4	1	748		articStaccatoAbove							
67	65	395/2	395/2	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	749		articStaccatoAbove							
67	65	198	198	0.0	3/8	3/8	Dynamic	6/8	4	1	0				f								
67	65	198	198	1.0	3/8	3/8	Chord	6/8	4	1	1/4	1/4	1	750		articStaccatoAbove							
68	66	399/2	399/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	751							136		
68	66	401/2	401/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	752							136		
68	66	201	201	0.0	3/8	3/8	Dynamic	6/8	1	1	0				sf						136		
68	66	201	201	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	753							136		
68	66	202	202	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	754									
68	66	401/2	401/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	755									
68	66	201	201	0.0	3/8	3/8	Dynamic	6/8	2	1	0				sf								
68	66	201	201	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	756									
68	66	401/2	401/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	757									
68	66	201	201	0.0	3/8	3/8	Dynamic	6/8	3	1	0				sf								
68	66	201	201	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	758									
68	66	401/2	401/2	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	759									
68	66	201	201	0.0	3/8	3/8	Dynamic	6/8	4	1	0				sf								
68	66	201	201	1.0	3/8	3/8	Chord	6/8	4	1	1/4	1/4	1	760									
69	67	405/2	405/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	761							137		
69	67	407/2	407/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	762							137		
69	67	204	204	0.0	3/8	3/8	Dynamic	6/8	1	1	0				sf						137		
69	67	204	204	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	763							137		
69	67	205	205	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	764									
69	67	407/2	407/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	765									
69	67	204	204	0.0	3/8	3/8	Dynamic	6/8	2	1	0				sf								
69	67	204	204	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	766									
69	67	407/2	407/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	767									
69	67	204	204	0.0	3/8	3/8	Dynamic	6/8	3	1	0				sf								
69	67	204	204	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	768									
69	67	407/2	407/2	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	769									
69	67	204	204	0.0	3/8	3/8	Dynamic	6/8	4	1	0				sf								
69	67	204	204	1.0	3/8	3/8	Chord	6/8	4	1	1/4	1/4	1	770									
70	68	411/2	411/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	771							138		
70	68	413/2	413/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	772							138		
70	68	207	207	0.0	3/8	3/8	Dynamic	6/8	1	1	0				sf						138		
70	68	207	207	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	773							138		
70	68	208	208	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	774							138		
70	68	413/2	413/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	775									
70	68	207	207	0.0	3/8	3/8	Dynamic	6/8	2	1	0				sf								
70	68	207	207	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	776									
70	68	208	208	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	777									
70	68	413/2	413/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	778									
70	68	207	207	0.0	3/8	3/8	Dynamic	6/8	3	1	0				sf								
70	68	207	207	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	779									
70	68	208	208	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	780									
70	68	413/2	413/2	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	781									
70	68	207	207	0.0	3/8	3/8	Dynamic	6/8	4	1	0				sf								
70	68	207	207	1.0	3/8	3/8	Chord	6/8	4	1	1/4	1/4	1	782									
71	69	417/2	417/2	0.0	0	0	Dynamic	6/8	1	1	0				f								
71	69	417/2	417/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	783									
71	69	419/2	419/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	784							139		
71	69	210	210	0.0	3/8	3/8	Dynamic	6/8	1	1	0				sf						139		
71	69	210	210	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	785							139		
71	69	211	211	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	786							139		
71	69	417/2	417/2	0.0	0	0	Dynamic	6/8	2	1	0				f								
71	69	417/2	417/2	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	787									
71	69	211	211	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	788									
71	69	417/2	417/2	0.0	0	0	Dynamic	6/8	3	1	0				f								
71	69	417/2	417/2	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	789									
71	69	211	211	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	790									
71	69	419/2	419/2	0.0	1/4	1/4	Dynamic	6/8	4	1	0				f								
71	69	419/2	419/2	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	791									
71	69	210	210	1.0	3/8	3/8	Chord	6/8	4	1	1/4	1/4	1	792									
72	70	423/2	423/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	793									
72	70	425/2	425/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	794							140		
72	70	213	213	0.0	3/8	3/8	Dynamic	6/8	1	1	0				sf						140		
72	70	213	213	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	795							140		
72	70	214	214	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	796							140		
72	70	423/2	423/2	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	797									
72	70	214	214	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	798									
72	70	423/2	423/2	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	799									
72	70	214	214	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	800									
72	70	425/2	425/2	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	801									
72	70	213	213	0.0	3/8	3/8	Dynamic	6/8	4	1	0				sf								
72	70	213	213	1.0	3/8	3/8	Chord	6/8	4	1	1/4	1/4	1	802									
73	71	429/2	429/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	803									
73	71	431/2	431/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	804							141		
73	71	216	216	0.0	3/8	3/8	Dynamic	6/8	1	1	0				sf						141		
73	71	216	216	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	805							141		
73	71	217	217	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	806							141		
73	71	429/2	429/2	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	807									
73	71	431/2	431/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	808									
73	71	216	216	0.0	3/8	3/8	Dynamic	6/8	2	1	0				sf								
73	71	216	216	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	809									
73	71	217	217	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	810									
73	71	429/2	429/2	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	811									
73	71	431/2	431/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	812									
73	71	216	216	0.0	3/8	3/8	Dynamic	6/8	3	1	0				sf								
73	71	216	216	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	813									
73	71	217	217	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	814									
73	71	431/2	431/2	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	815									
73	71	216	216	0.0	3/8	3/8	Dynamic	6/8	4	1	0				sf								
73	71	216	216	1.0	3/8	3/8	Chord	6/8	4	1	1/4	1/4	1	816									
73	71	217	217	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	817									
74	72	435/2	435/2	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	818									
74	72	437/2	437/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	819							142		
74	72	219	219	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	820							142		
74	72	220	220	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	821									
74	72	435/2	435/2	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	822									
74	72	437/2	437/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	823									
74	72	219	219	0.0	3/8	3/8	Dynamic	6/8	2	1	0				fz								
74	72	219	219	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	824									
74	72	220	220	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	825									
74	72	435/2	435/2	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	826									
74	72	437/2	437/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	827									
74	72	219	219	0.0	3/8	3/8	Dynamic	6/8	3	1	0				fz								
74	72	219	219	0.0	3/8	3/8	Dynamic	6/8	3	1	0				fz								
74	72	219	219	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	828									
74	72	220	220	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	829									
