mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin
108	99	395	811/2	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	1438										157		
108	99	791/2	406	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	1439												
108	99	396	813/2	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	1440			articStaccatoBelow									
108	99	793/2	407	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	1441			articStaccatoBelow									
108	99	395	811/2	0.0		1/2	1/2	Dynamic	2/2	3	1	0						p										
108	99	395	811/2	0.5		1/2	1/2	Chord	2/2	3	1	1/8		1/8	1	1442										158		
108	99	791/2	406	0.5		5/8	5/8	Chord	2/2	3	1	1/8		1/8	1	1443												
108	99	396	813/2	0.5		3/4	3/4	Chord	2/2	3	1	1/8		1/8	1	1444			articStaccatoAbove									
108	99	793/2	407	0.5		7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	1445			articStaccatoAbove									
108	99	393	807/2	0.0		0	0	Dynamic	2/2	4	1	0						p										
108	99	393	807/2	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	1446												
108	99	395	811/2	1.0		1/2	1/2	Chord	2/2	4	1	1/4		1/4	1	1447												
109	100	397	815/2	0.0		0	0	Chord	2/2	1	1	0	acciaccatura	1/8	1	1448												
109	100	397	815/2	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	1449												
109	100	795/2	408	0.0		1/8	1/8	StaffText	2/2	1	1	0								cresc.								
109	100	795/2	408	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	1450												
109	100	398	817/2	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	1451												
109	100	797/2	409	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1452												
109	100	399	819/2	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	1453												
109	100	799/2	410	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1454												
109	100	400	821/2	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1455												
109	100	801/2	411	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1456												
109	100	397	815/2	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	1457												
109	100	398	817/2	0.0		1/4	1/4	StaffText	2/2	2	1	0								cresc.								
109	100	400	821/2	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	1458										159		
109	100	801/2	411	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	1459												
109	100	397	815/2	0.0		0	0	StaffText	2/2	3	1	0								cresc.								
109	100	397	815/2	1.0		0	0	Chord	2/2	3	1	1/4		1/4	1	1460												
109	100	398	817/2	1.0		1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	1461												
109	100	399	819/2	1.0		1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	1462												
109	100	400	821/2	1.0		3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	1463												
109	100	397	815/2	0.0		0	0	StaffText	2/2	4	1	0								cresc.								
109	100	397	815/2	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	1464												
109	100	398	817/2	1.0		1/4	1/4	Chord	2/2	4	1	1/4		1/4	1	1465												
109	100	399	819/2	1.0		1/2	1/2	Chord	2/2	4	1	1/4		1/4	1	1466												
109	100	400	821/2	1.0		3/4	3/4	Chord	2/2	4	1	1/4		1/4	1	1467												
110	101	401	823/2	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	1468			articStaccatoAbove									
110	101	402	825/2	0.0		1/4	1/4	Dynamic	2/2	1	1	0						f										
110	101	402	825/2	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	1469			articStaccatoBelow									
110	101	403	827/2	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	1470			articStaccatoBelow									
110	101	404	829/2	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	1471			articStaccatoBelow									
110	101	401	823/2	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	1472			articStaccatoBelow									
110	101	402	825/2	0.0		1/4	1/4	Dynamic	2/2	2	1	0						f										
110	101	402	825/2	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	1473										160		
110	101	805/2	413	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1474												
110	101	403	827/2	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1475			articStaccatoAbove									
110	101	404	829/2	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1476			articStaccatoAbove									
110	101	401	823/2	1.0		0	0	Chord	2/2	3	1	1/4		1/4	1	1477			articStaccatoBelow									
110	101	402	825/2	0.0		1/4	1/4	Dynamic	2/2	3	1	0						f										
110	101	402	825/2	0.5		1/4	1/4	Chord	2/2	3	1	1/8		1/8	1	1478										161		
110	101	805/2	413	0.5		3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	1479												
110	101	403	827/2	1.0		1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	1480			articStaccatoAbove									
110	101	404	829/2	1.0		3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	1481			articStaccatoAbove									
110	101	401	823/2	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	1482			articStaccatoBelow									
110	101	402	825/2	0.0		1/4	1/4	Dynamic	2/2	4	1	0						f										
110	101	402	825/2	1.0		1/4	1/4	Chord	2/2	4	1	1/4		1/4	1	1483			articStaccatoAbove									
110	101	403	827/2	1.0		1/2	1/2	Chord	2/2	4	1	1/4		1/4	1	1484			articStaccatoAbove									
110	101	404	829/2	1.0		3/4	3/4	Chord	2/2	4	1	1/4		1/4	1	1485			articStaccatoBelow									
111	102	405	831/2	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	1486												
111	102	408	837/2	0.0		3/4	3/4	Dynamic	2/2	1	1	0						p										
111	102	408	837/2	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1487										162		
111	102	817/2	419	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1488										162		
111	102	405	831/2	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	1489												
111	102	408	837/2	0.0		3/4	3/4	Dynamic	2/2	2	1	0						p										
111	102	408	837/2	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	1490										163		
111	102	817/2	419	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	1491										163		
111	102	405	831/2	1.0		0	0	Chord	2/2	3	1	1/4		1/4	1	1492												
111	102	408	837/2	0.0		3/4	3/4	Dynamic	2/2	3	1	0						p										
111	102	408	837/2	0.5		3/4	3/4	Chord	2/2	3	1	1/8		1/8	1	1493										164		
111	102	817/2	419	0.5		7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	1494										164		
111	102	405	831/2	0.0		0	0	Dynamic	2/2	4	1	0						ff										
111	102	405	831/2	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	1495												
111	102	406	833/2	1.0		1/4	1/4	Chord	2/2	4	1	1/4		1/4	1	1496												
111	102	407	835/2	1.0		1/2	1/2	Chord	2/2	4	1	1/4		1/4	1	1497												
111	102	408	837/2	0.0		3/4	3/4	Dynamic	2/2	4	1	0						p										
111	102	408	837/2	1.0		3/4	3/4	Chord	2/2	4	1	1/4		1/4	1	1498												
112	103	409	839/2	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	1499			articStaccatoAbove									
112	103	410	841/2	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	1500										165		
112	103	411	843/2	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	1501										165		
112	103	412	845/2	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	1502												
112	103	409	839/2	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	1503			articStaccatoBelow									
112	103	410	841/2	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	1504										166		
112	103	411	843/2	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1505										166		
112	103	412	845/2	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1506												
112	103	409	839/2	1.0		0	0	Chord	2/2	3	1	1/4		1/4	1	1507			articStaccatoBelow									
112	103	410	841/2	1.0		1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	1508										167		
112	103	411	843/2	1.0		1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	1509										167		
112	103	412	845/2	1.0		3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	1510												
112	103	409	839/2	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	1511												
112	103	410	841/2	1.0		1/4	1/4	Chord	2/2	4	1	1/4		1/4	1	1512												
112	103	411	843/2	1.0		1/2	1/2	Chord	2/2	4	1	1/4		1/4	1	1513												
113	104	413	847/2	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	1514												
113	104	414	849/2	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	1515										168		
113	104	415	851/2	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	1516										168		
113	104	416	853/2	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	1517												
113	104	414	849/2	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	1518										169		
113	104	415	851/2	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1519										169		
113	104	416	853/2	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1520												
113	104	413	847/2	1.0		0	0	Chord	2/2	3	1	1/4		1/4	1	1521			articStaccatoBelow									
113	104	414	849/2	1.0		1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	1522										170		
113	104	415	851/2	1.0		1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	1523										170		
113	104	416	853/2	1.0		3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	1524												
113	104	413	847/2	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	1525												
113	104	415	851/2	1.0		1/2	1/2	Chord	2/2	4	1	1/4		1/4	1	1526												
114	105	417	855/2	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	1527										171		
114	105	418	857/2	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	1528										171		
114	105	837/2	429	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1529												
114	105	419	859/2	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	1530			articStaccatoAbove									
114	105	420	861/2	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	1531			articStaccatoAbove									
114	105	417	855/2	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	1532												
114	105	418	857/2	2.0		1/4	1/4	Chord	2/2	2	1	1/2		1/2	1	1533												
114	105	420	861/2	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1534												
114	105	417	855/2	1.0		0	0	Chord	2/2	3	1	1/4		1/4	1	1535										172		
114	105	418	857/2	0.5		1/4	1/4	Chord	2/2	3	1	1/8		1/8	1	1536										172		
114	105	837/2	429	0.5		3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	1537												
114	105	419	859/2	1.0		1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	1538			articStaccatoBelow									
114	105	420	861/2	1.0		3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	1539			articStaccatoBelow									
114	105	417	855/2	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	1540												
114	105	419	859/2	1.0		1/2	1/2	Chord	2/2	4	1	1/4		1/4	1	1541												
115	106	421	863/2	0.0		0	0	StaffText	2/2	1	1	0								cresc.								
115	106	421	863/2	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	1542										173		
115	106	422	865/2	2.0		1/4	1/4	Chord	2/2	1	1	1/2		1/2	1	1543												
115	106	424	869/2	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1544										174		
115	106	849/2	435	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1545												
115	106	421	863/2	0.0		0	0	StaffText	2/2	2	1	0								cresc.								
115	106	421	863/2	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	1546												
115	106	843/2	432	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	1547												
115	106	422	865/2	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	1548												
115	106	845/2	433	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1549												
115	106	423	867/2	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	1550												
115	106	847/2	434	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	1551												
115	106	424	869/2	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	1552												
115	106	849/2	435	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	1553												
115	106	421	863/2	0.0		0	0	StaffText	2/2	3	1	0								cresc.								
115	106	421	863/2	1.0		0	0	Chord	2/2	3	1	1/4		1/4	1	1554												
115	106	422	865/2	0.5		1/4	1/4	Chord	2/2	3	1	1/8		1/8	1	1555												
115	106	845/2	433	0.5		3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	1556												
115	106	423	867/2	0.5		1/2	1/2	Chord	2/2	3	1	1/8		1/8	1	1557												
115	106	847/2	434	0.5		5/8	5/8	Chord	2/2	3	1	1/8		1/8	1	1558												
115	106	424	869/2	0.5		3/4	3/4	Chord	2/2	3	1	1/8		1/8	1	1559												
115	106	849/2	435	0.5		7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	1560												
115	106	421	863/2	0.0		0	0	StaffText	2/2	4	1	0								cresc.								
115	106	421	863/2	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	1561												
115	106	422	865/2	1.0		1/4	1/4	Chord	2/2	4	1	1/4		1/4	1	1562												
115	106	423	867/2	1.0		1/2	1/2	Chord	2/2	4	1	1/4		1/4	1	1563												
115	106	424	869/2	1.0		3/4	3/4	Chord	2/2	4	1	1/4		1/4	1	1564												
116	107	425	871/2	0.0		0	0	Dynamic	2/2	1	1	0						f										
116	107	425	871/2	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	1565										175		
116	107	851/2	436	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	1566												
116	107	426	873/2	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	1567			articStaccatoAbove									
116	107	853/2	437	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1568			articStaccatoAbove									
116	107	427	875/2	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	1569										176		
116	107	855/2	438	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1570												
116	107	428	877/2	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1571			articStaccatoAbove									
116	107	857/2	439	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1572			articStaccatoAbove									
116	107	425	871/2	0.0		0	0	Dynamic	2/2	2	1	0						f										
116	107	425	871/2	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	1573										177		
116	107	851/2	436	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	1574												
116	107	426	873/2	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	1575			articStaccatoBelow									
116	107	853/2	437	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1576			articStaccatoBelow									
116	107	427	875/2	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	1577										178		
116	107	855/2	438	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	1578												
116	107	428	877/2	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	1579			articStaccatoBelow									
116	107	857/2	439	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	1580			articStaccatoBelow									
116	107	425	871/2	0.0		0	0	Dynamic	2/2	3	1	0						f										
116	107	425	871/2	0.5		0	0	Chord	2/2	3	1	1/8		1/8	1	1581										179		
116	107	851/2	436	0.5		1/8	1/8	Chord	2/2	3	1	1/8		1/8	1	1582												
116	107	426	873/2	0.5		1/4	1/4	Chord	2/2	3	1	1/8		1/8	1	1583			articStaccatoAbove									
116	107	853/2	437	0.5		3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	1584			articStaccatoAbove									
116	107	427	875/2	0.5		1/2	1/2	Chord	2/2	3	1	1/8		1/8	1	1585										180		
116	107	855/2	438	0.5		5/8	5/8	Chord	2/2	3	1	1/8		1/8	1	1586												
116	107	428	877/2	0.5		3/4	3/4	Chord	2/2	3	1	1/8		1/8	1	1587			articStaccatoBelow									
116	107	857/2	439	0.5		7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	1588			articStaccatoBelow									
116	107	425	871/2	0.0		0	0	Dynamic	2/2	4	1	0						f										
116	107	425	871/2	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	1589												
116	107	427	875/2	1.0		1/2	1/2	Chord	2/2	4	1	1/4		1/4	1	1590												
117	108	429	879/2	0.0		0	0	Chord	2/2	1	1	0	acciaccatura	1/8	1	1591												
117	108	429	879/2	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	1592												
117	108	859/2	440	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	1593												
117	108	430	881/2	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	1594												
117	108	861/2	441	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1595												
117	108	431	883/2	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	1596												
117	108	863/2	442	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1597												
117	108	432	885/2	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1598												
117	108	865/2	443	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1599												
117	108	429	879/2	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	1600												
117	108	859/2	440	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	1601												
117	108	430	881/2	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	1602												
117	108	861/2	441	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1603												
117	108	431	883/2	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	1604												
117	108	863/2	442	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	1605												
117	108	432	885/2	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	1606												
117	108	865/2	443	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	1607												
117	108	429	879/2	0.5		0	0	Chord	2/2	3	1	1/8		1/8	1	1608												
117	108	859/2	440	0.5		1/8	1/8	Chord	2/2	3	1	1/8		1/8	1	1609												
117	108	430	881/2	0.5		1/4	1/4	Chord	2/2	3	1	1/8		1/8	1	1610												
117	108	861/2	441	0.5		3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	1611												
117	108	431	883/2	0.5		1/2	1/2	Chord	2/2	3	1	1/8		1/8	1	1612												
117	108	863/2	442	0.5		5/8	5/8	Chord	2/2	3	1	1/8		1/8	1	1613												
117	108	432	885/2	0.5		3/4	3/4	Chord	2/2	3	1	1/8		1/8	1	1614												
117	108	865/2	443	0.5		7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	1615												
117	108	429	879/2	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	1616												
117	108	430	881/2	1.0		1/4	1/4	Chord	2/2	4	1	1/4		1/4	1	1617												
117	108	431	883/2	1.0		1/2	1/2	Chord	2/2	4	1	1/4		1/4	1	1618												
117	108	432	885/2	1.0		3/4	3/4	Chord	2/2	4	1	1/4		1/4	1	1619												
118	109	433	887/2	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	1620												
118	109	434	889/2	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	1621												
118	109	435	891/2	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	1622												
118	109	436	893/2	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	1623												
118	109	433	887/2	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	1624												
118	109	867/2	444	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	1625												
118	109	434	889/2	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	1626												
118	109	869/2	445	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1627												
118	109	435	891/2	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1628												
118	109	436	893/2	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1629												
118	109	433	887/2	0.5		0	0	Chord	2/2	3	1	1/8		1/8	1	1630												
118	109	867/2	444	0.5		1/8	1/8	Chord	2/2	3	1	1/8		1/8	1	1631												
118	109	434	889/2	0.5		1/4	1/4	Chord	2/2	3	1	1/8		1/8	1	1632												
118	109	869/2	445	0.5		3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	1633												
118	109	435	891/2	1.0		1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	1634												
118	109	436	893/2	1.0		3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	1635												
118	109	433	887/2	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	1636												
118	109	434	889/2	1.0		1/4	1/4	Chord	2/2	4	1	1/4		1/4	1	1637												
118	109	435	891/2	1.0		1/2	1/2	Chord	2/2	4	1	1/4		1/4	1	1638												
118	109	436	893/2	1.0		3/4	3/4	Chord	2/2	4	1	1/4		1/4	1	1639												
119	110	437	895/2	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	1640												
119	110	439	899/2	0.0		1/2	1/2	StaffText	2/2	1	1	0								cresc.								
119	110	439	899/2	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	1641										181		
119	110	879/2	450	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1642												
119	110	440	901/2	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1643										182		
119	110	881/2	451	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1644										182		
119	110	437	895/2	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	1645												
119	110	437	895/2	1.0		0	0	Chord	2/2	3	1	1/4		1/4	1	1646												
119	110	440	901/2	0.5		3/4	3/4	Chord	2/2	3	1	1/8		1/8	1	1647										183		
119	110	881/2	451	0.5		7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	1648												
119	110	437	895/2	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	1649												
120	111	441	903/2	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	1650										182		
120	111	883/2	452	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	1651												
120	111	442	905/2	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	1652										184		
120	111	885/2	453	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1653										184		
120	111	443	907/2	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	1654										184		
120	111	887/2	454	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1655												
120	111	444	909/2	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1656										185		
120	111	889/2	455	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1657										185		
120	111	444	909/2	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	1658										186		
120	111	889/2	455	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	1659												
120	111	441	903/2	0.0		0	0	Dynamic	2/2	3	1	0						sf										
120	111	441	903/2	4.0		0	0	Chord	2/2	3	1	1		1	1	1660												
120	111	444	909/2	0.5		3/4	3/4	Chord	2/2	4	1	1/8		1/8	1	1661										187		
120	111	889/2	455	0.5		7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	1662												
121	112	445	911/2	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	1663										185		
121	112	891/2	456	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	1664												
121	112	446	913/2	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	1665										188		
121	112	893/2	457	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1666										188		
121	112	447	915/2	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	1667										188		
121	112	895/2	458	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1668												
121	112	448	917/2	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1669										189		
121	112	897/2	459	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1670										189		
121	112	445	911/2	0.0		0	0	Dynamic	2/2	2	1	0						sf										
121	112	445	911/2	3.0		0	0	Chord	2/2	2	1	3/4		1/2	3/2	1671												
121	112	445	911/2	3.0		0	0	Chord	2/2	3	1	3/4		1/2	3/2	1672												
121	112	448	917/2	0.5		3/4	3/4	Chord	2/2	3	1	1/8		1/8	1	1673										190		
121	112	897/2	459	0.5		7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	1674												
121	112	445	911/2	0.0		0	0	Dynamic	2/2	4	1	0						sf										
121	112	445	911/2	3.0		0	0	Chord	2/2	4	1	3/4		1/2	3/2	1675												
121	112	448	917/2	0.5		3/4	3/4	Chord	2/2	4	1	1/8		1/8	1	1676										191		
121	112	897/2	459	0.5		7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	1677												
122	113	449	919/2	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	1678										189		
122	113	899/2	460	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	1679												
122	113	450	921/2	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	1680										192		
122	113	901/2	461	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1681										192		
122	113	451	923/2	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	1682										192		
122	113	903/2	462	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1683												
122	113	452	925/2	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1684										193		
122	113	905/2	463	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1685										193		
122	113	449	919/2	3.0		0	0	Chord	2/2	3	1	3/4		1/2	3/2	1686												
122	113	452	925/2	0.5		3/4	3/4	Chord	2/2	3	1	1/8		1/8	1	1687										194		
122	113	905/2	463	0.5		7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	1688										194		
122	113	449	919/2	0.0		0	0	Dynamic	2/2	4	1	0						sf										
122	113	449	919/2	3.0		0	0	Chord	2/2	4	1	3/4		1/2	3/2	1689												
122	113	452	925/2	0.5		3/4	3/4	Chord	2/2	4	1	1/8		1/8	1	1690										195		
122	113	905/2	463	0.5		7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	1691										195		
123	114	453	927/2	0.3333333333333333		0	0	Chord	2/2	1	1	1/12		1/8	2/3	1692										193		
123	114	1360/3	2783/6	0.3333333333333333		1/12	1/12	Chord	2/2	1	1	1/12		1/8	2/3	1693										193		
123	114	1361/3	2785/6	0.3333333333333333		1/6	1/6	Chord	2/2	1	1	1/12		1/8	2/3	1694												
123	114	454	929/2	0.3333333333333333		1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	1695										196		
