mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin
15	14	41	41	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	251									
15	14	81/2	81/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	252							60		
15	14	41	41	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	253									
15	14	40	40	1.5	0	0	Chord	3/4	4	1	3/8		1/4	3/2	254									
15	14	83/2	83/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	255							61		
15	14	42	42	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	256							61		
15	14	85/2	85/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	257									
16	15	43	43	0.0	0	0	Spanner	3/4	1	1	0													6
16	15	43	43	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	258							62		6
16	15	89/2	89/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	259							62		6
16	15	45	45	0.0	1/2	1/2	Spanner	3/4	1	1	0											62		
16	15	45	45	0.0	1/2	1/2	Spanner	3/4	1	1	0											62	6	
16	15	45	45	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	260							62	6	
16	15	91/2	91/2	0.375	5/8	5/8	Chord	3/4	1	1	3/32		1/16	3/2	261							62	6	
16	15	367/8	367/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	262								6	
16	15	43	43	0.0	0	0	Spanner	3/4	2	1	0													7
16	15	43	43	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	263									7
16	15	89/2	89/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	264									7
16	15	45	45	0.0	1/2	1/2	Spanner	3/4	2	1	0													
16	15	45	45	0.0	1/2	1/2	Spanner	3/4	2	1	0												7	
16	15	45	45	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	265								7	
16	15	91/2	91/2	0.375	5/8	5/8	Chord	3/4	2	1	3/32		1/16	3/2	266							63	7	
16	15	367/8	367/8	0.125	23/32	23/32	Chord	3/4	2	1	1/32		1/32	1	267								7	
16	15	43	43	0.0	0	0	Spanner	3/4	3	1	0													8
16	15	43	43	1.5	0	0	Chord	3/4	3	1	3/8		1/4	3/2	268									8
16	15	89/2	89/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	269									8
16	15	45	45	0.0	1/2	1/2	Spanner	3/4	3	1	0													
16	15	45	45	0.0	1/2	1/2	Spanner	3/4	3	1	0												8	
16	15	45	45	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	270								8	
16	15	91/2	91/2	0.375	5/8	5/8	Chord	3/4	3	1	3/32		1/16	3/2	271							64	8	
16	15	367/8	367/8	0.125	23/32	23/32	Chord	3/4	3	1	1/32		1/32	1	272								8	
16	15	43	43	0.0	0	0	Spanner	3/4	4	1	0													9
16	15	43	43	1.5	0	0	Chord	3/4	4	1	3/8		1/4	3/2	273							65		9
16	15	89/2	89/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	274							65		9
16	15	45	45	0.0	1/2	1/2	Spanner	3/4	4	1	0											65		
16	15	45	45	0.0	1/2	1/2	Spanner	3/4	4	1	0											65	9	
16	15	45	45	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	275							65	9	
16	15	91/2	91/2	0.375	5/8	5/8	Chord	3/4	4	1	3/32		1/16	3/2	276							65	9	
16	15	367/8	367/8	0.125	23/32	23/32	Chord	3/4	4	1	1/32		1/32	1	277								9	
17	16	46	46	0.0	0	0	Spanner	3/4	1	1	0													
17	16	46	46	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	278							66		
17	16	47	47	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	279									
17	16	48	48	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	280		articStaccatoAbove					67		
17	16	97/2	97/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	281		articStaccatoAbove							
17	16	46	46	0.0	0	0	Spanner	3/4	2	1	0													
17	16	46	46	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	282							68		
17	16	47	47	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	283									
17	16	48	48	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	284		articStaccatoBelow					69		
17	16	97/2	97/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	285		articStaccatoBelow							
17	16	46	46	0.0	0	0	Spanner	3/4	3	1	0													
17	16	46	46	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	286									
17	16	93/2	93/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	287									
17	16	47	47	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	288									
17	16	95/2	95/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	289							70		
17	16	48	48	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	290							70		
17	16	97/2	97/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	291									
17	16	46	46	0.0	0	0	Spanner	3/4	4	1	0													
17	16	46	46	0.25	0	0	Chord	3/4	4	1	1/16		1/16	1	292							71		
17	16	185/4	185/4	0.25	1/16	1/16	Chord	3/4	4	1	1/16		1/16	1	293							71		
17	16	93/2	93/2	0.25	1/8	1/8	Chord	3/4	4	1	1/16		1/16	1	294							71		
17	16	187/4	187/4	0.25	3/16	3/16	Chord	3/4	4	1	1/16		1/16	1	295							71		
17	16	47	47	0.5	1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	296									
17	16	95/2	95/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	297							72		
17	16	48	48	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	298							72		
17	16	97/2	97/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	299									
18	17	49	49	0.0	0	0	StaffText	3/4	1	1	0							<b><i>cresc.</i></b>						
18	17	49	49	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	300									
18	17	101/2	101/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	301							73		
18	17	51	51	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	302							73		
18	17	103/2	103/2	0.375	5/8	5/8	Chord	3/4	1	1	3/32		1/16	3/2	303							73		
18	17	415/8	415/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	304									
18	17	49	49	0.0	0	0	StaffText	3/4	2	1	0							<b><i>cresc.</i></b>						
18	17	49	49	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	305									
18	17	101/2	101/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	306							74		
18	17	51	51	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	307							74		
18	17	103/2	103/2	0.375	5/8	5/8	Chord	3/4	2	1	3/32		1/16	3/2	308							74		
18	17	415/8	415/8	0.125	23/32	23/32	Chord	3/4	2	1	1/32		1/32	1	309									
18	17	49	49	0.0	0	0	StaffText	3/4	3	1	0							<b><i>cresc.</i></b>						
18	17	49	49	1.5	0	0	Chord	3/4	3	1	3/8		1/4	3/2	310									
18	17	101/2	101/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	311									
18	17	51	51	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	312									
18	17	103/2	103/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	313									
18	17	49	49	0.0	0	0	StaffText	3/4	4	1	0							<b><i>cresc.</i></b>						
18	17	49	49	1.5	0	0	Chord	3/4	4	1	3/8		1/4	3/2	314									
18	17	101/2	101/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	315							75		
18	17	51	51	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	316							75		
18	17	103/2	103/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	317									
19	18	52	52	0.0	0	0	Dynamic	3/4	1	1	0					fp								
19	18	52	52	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	318									
19	18	53	53	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	319									
19	18	213/4	213/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	320							76		
19	18	107/2	107/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	321							76		
19	18	215/4	215/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	322							76		
19	18	54	54	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	323							76		
19	18	217/4	217/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	324							76		
19	18	109/2	109/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	325							76		
19	18	219/4	219/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	326									
19	18	52	52	0.0	0	0	Dynamic	3/4	2	1	0					fp								
19	18	52	52	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	327									
19	18	53	53	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	328									
19	18	213/4	213/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	329							77		
19	18	107/2	107/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	330							77		
19	18	215/4	215/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	331							77		
19	18	54	54	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	332							77		
19	18	217/4	217/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	333							77		
19	18	109/2	109/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	334							77		
19	18	219/4	219/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	335									
19	18	52	52	0.0	0	0	Dynamic	3/4	3	1	0					fp								
19	18	52	52	2.0	0	0	Chord	3/4	3	1	1/2		1/2	1	336									
19	18	52	52	0.0	0	0	Dynamic	3/4	4	1	0					fp								
19	18	52	52	2.0	0	0	Chord	3/4	4	1	1/2		1/2	1	337									
20	19	55	55	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	338							78		
20	19	113/2	113/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	339							78		
20	19	57	57	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	340							78		
20	19	115/2	115/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	341									
20	19	55	55	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	342									
20	19	111/2	111/2	1.0	1/8	1/8	Chord	3/4	2	1	1/4		1/4	1	343									
20	19	113/2	113/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	344		articStaccatoBelow					79		
20	19	57	57	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	345		articStaccatoBelow					79		
20	19	115/2	115/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	346		articStaccatoBelow							
20	19	55	55	1.5	0	0	Chord	3/4	3	1	3/8		1/4	3/2	347									
20	19	113/2	113/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	348		articStaccatoBelow					80		
20	19	57	57	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	349		articStaccatoBelow					80		
20	19	115/2	115/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	350		articStaccatoBelow							
20	19	55	55	1.5	0	0	Chord	3/4	4	1	3/8		1/4	3/2	351									
20	19	113/2	113/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	352		articStaccatoBelow					81		
20	19	57	57	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	353		articStaccatoBelow					81		
20	19	115/2	115/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	354		articStaccatoBelow							
21	20	58	58	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	355							82		
21	20	119/2	119/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	356							82		
21	20	60	60	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	357							82		
21	20	121/2	121/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	358									
21	20	117/2	117/2	1.0	1/8	1/8	Chord	3/4	2	1	1/4		1/4	1	359									
21	20	119/2	119/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	360		articStaccatoBelow					83		
21	20	60	60	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	361		articStaccatoBelow					83		
21	20	121/2	121/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	362		articStaccatoBelow							
21	20	58	58	1.5	0	0	Chord	3/4	3	1	3/8		1/4	3/2	363									
21	20	119/2	119/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	364		articStaccatoBelow					84		
21	20	60	60	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	365		articStaccatoBelow					84		
21	20	121/2	121/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	366		articStaccatoBelow							
21	20	58	58	1.5	0	0	Chord	3/4	4	1	3/8		1/4	3/2	367									
21	20	119/2	119/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	368		articStaccatoBelow					85		
21	20	60	60	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	369		articStaccatoBelow					85		
21	20	121/2	121/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	370		articStaccatoBelow							
22	21	61	61	0.0	0	0	StaffText	3/4	1	1	0							<b><i>cresc.</i></b>						
22	21	61	61	0.0	0	0	Dynamic	3/4	1	1	0					f								
22	21	61	61	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	371									
22	21	62	62	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	372									
22	21	63	63	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	373									
22	21	61	61	0.0	0	0	StaffText	3/4	2	1	0							<b><i>cresc.</i></b>						
22	21	61	61	0.0	0	0	Dynamic	3/4	2	1	0					f								
22	21	61	61	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	374									
22	21	62	62	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	375									
22	21	63	63	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	376									
22	21	61	61	0.0	0	0	StaffText	3/4	3	1	0							<b><i>cresc.</i></b>						
22	21	61	61	0.0	0	0	Dynamic	3/4	3	1	0					f								
22	21	61	61	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	377									
22	21	62	62	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	378									
22	21	63	63	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	379									
22	21	61	61	0.0	0	0	StaffText	3/4	4	1	0							<b><i>cresc.</i></b>						
22	21	61	61	0.0	0	0	Dynamic	3/4	4	1	0					f								
22	21	61	61	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	380									
22	21	62	62	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	381									
22	21	63	63	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	382									
23	22	64	64	0.0	0	0	Dynamic	3/4	1	1	0					fp								
23	22	64	64	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	383									
23	22	65	65	0.125	1/4	1/4	Chord	3/4	1	1	1/32		1/32	1	384									
23	22	521/8	521/8	0.125	9/32	9/32	Chord	3/4	1	1	1/32		1/32	1	385							86		
23	22	261/4	261/4	0.125	5/16	5/16	Chord	3/4	1	1	1/32		1/32	1	386							86		
23	22	523/8	523/8	0.125	11/32	11/32	Chord	3/4	1	1	1/32		1/32	1	387							86		
23	22	131/2	131/2	0.125	3/8	3/8	Chord	3/4	1	1	1/32		1/32	1	388							86		
23	22	525/8	525/8	0.125	13/32	13/32	Chord	3/4	1	1	1/32		1/32	1	389							86		
23	22	263/4	263/4	0.125	7/16	7/16	Chord	3/4	1	1	1/32		1/32	1	390							86		
23	22	527/8	527/8	0.125	15/32	15/32	Chord	3/4	1	1	1/32		1/32	1	391									
23	22	66	66	0.125	1/2	1/2	Chord	3/4	1	1	1/32		1/32	1	392							87		
23	22	529/8	529/8	0.125	17/32	17/32	Chord	3/4	1	1	1/32		1/32	1	393							87		
23	22	265/4	265/4	0.125	9/16	9/16	Chord	3/4	1	1	1/32		1/32	1	394							87		
23	22	531/8	531/8	0.125	19/32	19/32	Chord	3/4	1	1	1/32		1/32	1	395							87		
23	22	133/2	133/2	0.125	5/8	5/8	Chord	3/4	1	1	1/32		1/32	1	396							87		
23	22	533/8	533/8	0.125	21/32	21/32	Chord	3/4	1	1	1/32		1/32	1	397							87		
23	22	267/4	267/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	398							87		
23	22	535/8	535/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	399									
23	22	64	64	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	400									
23	22	129/2	129/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	401							88		
23	22	65	65	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	402							88		
23	22	131/2	131/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	403							88		
23	22	66	66	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	404							88		
23	22	133/2	133/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	405									
23	22	64	64	0.0	0	0	Dynamic	3/4	3	1	0					fp								
23	22	64	64	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	406									
23	22	129/2	129/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	407							89		
23	22	65	65	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	408							89		
23	22	131/2	131/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	409							89		
23	22	66	66	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	410							89		
23	22	133/2	133/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	411									
23	22	64	64	0.0	0	0	Dynamic	3/4	4	1	0					fp								
23	22	64	64	0.0	0	0	Dynamic	3/4	4	1	0					fp								
23	22	64	64	2.0	0	0	Chord	3/4	4	1	1/2		1/2	1	412									
23	22	66	66	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	413									
24	23	67	67	0.0	0	0	Dynamic	3/4	1	1	0					pp								
24	23	67	67	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	414									
24	23	69	69	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	415		articStaccatoBelow					90		
24	23	277/4	277/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	416		articStaccatoBelow					90		
24	23	139/2	139/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	417		articStaccatoBelow					90		
24	23	279/4	279/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	418		articStaccatoBelow							
24	23	67	67	0.0	0	0	Dynamic	3/4	2	1	0					pp								
24	23	67	67	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	419									
24	23	69	69	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	420		articStaccatoBelow					91		
24	23	277/4	277/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	421		articStaccatoBelow					91		
24	23	139/2	139/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	422		articStaccatoBelow					91		
24	23	279/4	279/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	423		articStaccatoBelow							
24	23	67	67	0.0	0	0	Dynamic	3/4	3	1	0					pp								
24	23	67	67	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	424									
24	23	69	69	0.25	1/2	1/2	Chord	3/4	3	1	1/16		1/16	1	425		articStaccatoBelow					92		
24	23	277/4	277/4	0.25	9/16	9/16	Chord	3/4	3	1	1/16		1/16	1	426		articStaccatoBelow					92		
24	23	139/2	139/2	0.25	5/8	5/8	Chord	3/4	3	1	1/16		1/16	1	427		articStaccatoBelow					92		
24	23	279/4	279/4	0.25	11/16	11/16	Chord	3/4	3	1	1/16		1/16	1	428		articStaccatoBelow							
24	23	67	67	0.0	0	0	Dynamic	3/4	4	1	0					pp								
24	23	67	67	0.5	0	0	Chord	3/4	4	1	1/8		1/8	1	429									
24	23	69	69	0.25	1/2	1/2	Chord	3/4	4	1	1/16		1/16	1	430		articStaccatoAbove					93		
24	23	277/4	277/4	0.25	9/16	9/16	Chord	3/4	4	1	1/16		1/16	1	431		articStaccatoAbove					93		
24	23	139/2	139/2	0.25	5/8	5/8	Chord	3/4	4	1	1/16		1/16	1	432		articStaccatoAbove					93		
24	23	279/4	279/4	0.25	11/16	11/16	Chord	3/4	4	1	1/16		1/16	1	433		articStaccatoAbove							
25	24	70	70	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	434									
25	24	72	72	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	435		articStaccatoBelow					94		
25	24	289/4	289/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	436		articStaccatoBelow					94		
25	24	145/2	145/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	437		articStaccatoBelow					94		
25	24	291/4	291/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	438		articStaccatoBelow							
25	24	70	70	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	439									
25	24	72	72	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	440		articStaccatoBelow					95		
25	24	289/4	289/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	441		articStaccatoBelow					95		
25	24	145/2	145/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	442		articStaccatoBelow					95		
25	24	291/4	291/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	443		articStaccatoBelow							
25	24	70	70	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	444									
25	24	72	72	0.25	1/2	1/2	Chord	3/4	3	1	1/16		1/16	1	445		articStaccatoAbove					96		
25	24	289/4	289/4	0.25	9/16	9/16	Chord	3/4	3	1	1/16		1/16	1	446		articStaccatoAbove					96		
25	24	145/2	145/2	0.25	5/8	5/8	Chord	3/4	3	1	1/16		1/16	1	447		articStaccatoAbove					96		
25	24	291/4	291/4	0.25	11/16	11/16	Chord	3/4	3	1	1/16		1/16	1	448		articStaccatoAbove							
25	24	70	70	0.5	0	0	Chord	3/4	4	1	1/8		1/8	1	449									
25	24	72	72	0.25	1/2	1/2	Chord	3/4	4	1	1/16		1/16	1	450		articStaccatoBelow					97		
25	24	289/4	289/4	0.25	9/16	9/16	Chord	3/4	4	1	1/16		1/16	1	451		articStaccatoBelow					97		
25	24	145/2	145/2	0.25	5/8	5/8	Chord	3/4	4	1	1/16		1/16	1	452		articStaccatoBelow					97		
25	24	291/4	291/4	0.25	11/16	11/16	Chord	3/4	4	1	1/16		1/16	1	453		articStaccatoBelow							
26	25	73	73	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	454									
26	25	75	75	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	455									
26	25	73	73	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	456									
26	25	75	75	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	457									
26	25	73	73	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	458									
26	25	75	75	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	459									
26	25	73	73	0.5	0	0	Chord	3/4	4	1	1/8		1/8	1	460									
26	25	75	75	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	461									
27	26	76	76	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	462									
27	26	76	76	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	463									
27	26	76	76	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	464									
27	26	76	76	0.5	0	0	Chord	3/4	4	1	1/8		1/8	1	465									
28	26	78	78	0.0	0	1/4	Tempo	2/4	1	1	0								Allegro	120.0	1.0			
28	26	78	78	0.0	0	1/4	Dynamic	2/4	1	1	0					pp								
28	26	78	78	0.25	0	1/4	Chord	2/4	1	1	1/16		1/16	1	466		articStaccatoAbove							
28	26	313/4	313/4	0.25	1/16	5/16	Chord	2/4	1	1	1/16		1/16	1	467		articStaccatoAbove							
28	26	157/2	157/2	0.25	1/8	3/8	Chord	2/4	1	1	1/16		1/16	1	468		articStaccatoAbove							
28	26	315/4	315/4	0.25	3/16	7/16	Chord	2/4	1	1	1/16		1/16	1	469		articStaccatoAbove							
29	27	79	79	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	470									
29	27	80	80	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	471									
29	27	321/4	321/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	472									
29	27	161/2	161/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	473									
29	27	323/4	323/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	474									
30	28	81	81	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	475									
31	28	82	82	0.0	0	1/4	Dynamic	2/4	1	1	0					p								
31	28	82	82	0.25	0	1/4	Chord	2/4	1	1	1/16		1/16	1	476		articStaccatoAbove							
31	28	329/4	329/4	0.25	1/16	5/16	Chord	2/4	1	1	1/16		1/16	1	477							98		
31	28	165/2	165/2	0.25	1/8	3/8	Chord	2/4	1	1	1/16		1/16	1	478							98		
31	28	331/4	331/4	0.25	3/16	7/16	Chord	2/4	1	1	1/16		1/16	1	479									
32	29	83	83	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	480		articStaccatoBelow							
32	29	333/4	333/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	481							99		
32	29	167/2	167/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	482							99		
32	29	335/4	335/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	483									
32	29	84	84	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	484		articStaccatoBelow							
32	29	337/4	337/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	485							100		
32	29	169/2	169/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	486									
32	29	339/4	339/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	487		articStaccatoBelow							
32	29	83	83	0.0	0	0	Dynamic	2/4	2	1	0					p								
32	29	83	83	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	488									
32	29	83	83	0.0	0	0	Dynamic	2/4	3	1	0					p								
32	29	83	83	0.25	0	0	Chord	2/4	3	1	1/16		1/16	1	489		articStaccatoBelow							
32	29	333/4	333/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	490							101		
32	29	167/2	167/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	491							101		
32	29	335/4	335/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	492									
