mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin
40	40	157	157	0.5		1/4	1/4	Chord	2/2	4	1	1/8		1/8	1	653		articStaccatoBelow									
40	40	315/2	315/2	0.5		3/8	3/8	Chord	2/2	4	1	1/8		1/8	1	654		articStaccatoBelow									
40	40	158	158	0.5		1/2	1/2	Chord	2/2	4	1	1/8		1/8	1	655		articStaccatoAbove									
40	40	317/2	317/2	0.5		5/8	5/8	Chord	2/2	4	1	1/8		1/8	1	656		articStaccatoAbove									
40	40	159	159	0.5		3/4	3/4	Chord	2/2	4	1	1/8		1/8	1	657		articStaccatoAbove									
40	40	319/2	319/2	0.5		7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	658		articStaccatoAbove									
41	41	160	160	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	659									34		
41	41	321/2	321/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	660											
41	41	161	161	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	661		articStaccatoAbove									
41	41	323/2	323/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	662		articStaccatoAbove									
41	41	162	162	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	663									35		
41	41	325/2	325/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	664											
41	41	163	163	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	665		articStaccatoAbove									
41	41	327/2	327/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	666		articStaccatoAbove									
41	41	160	160	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	667											
41	41	161	161	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	668											
41	41	162	162	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	669											
41	41	163	163	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	670											
41	41	160	160	1.0		0	0	Chord	2/2	3	1	1/4		1/4	1	671											
41	41	161	161	1.0		1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	672											
41	41	162	162	1.0		1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	673											
41	41	163	163	1.0		3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	674											
41	41	160	160	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	675											
41	41	161	161	1.0		1/4	1/4	Chord	2/2	4	1	1/4		1/4	1	676											
41	41	162	162	1.0		1/2	1/2	Chord	2/2	4	1	1/4		1/4	1	677											
41	41	163	163	1.0		3/4	3/4	Chord	2/2	4	1	1/4		1/4	1	678											
42	42	164	164	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	679									36		
42	42	329/2	329/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	680											
42	42	165	165	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	681		articStaccatoAbove									
42	42	331/2	331/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	682		articStaccatoAbove									
42	42	166	166	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	683									37		
42	42	333/2	333/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	684											
42	42	167	167	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	685		articStaccatoAbove									
42	42	335/2	335/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	686		articStaccatoAbove									
42	42	164	164	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	687											
42	42	165	165	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	688											
42	42	166	166	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	689											
42	42	167	167	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	690											
42	42	164	164	1.0		0	0	Chord	2/2	3	1	1/4		1/4	1	691											
42	42	165	165	1.0		1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	692											
42	42	166	166	1.0		1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	693											
42	42	167	167	1.0		3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	694											
42	42	164	164	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	695											
42	42	165	165	1.0		1/4	1/4	Chord	2/2	4	1	1/4		1/4	1	696											
42	42	166	166	1.0		1/2	1/2	Chord	2/2	4	1	1/4		1/4	1	697											
42	42	167	167	1.0		3/4	3/4	Chord	2/2	4	1	1/4		1/4	1	698											
43	43	168	168	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	699											
43	43	170	170	0.0		1/2	1/2	Dynamic	2/2	1	1	0					f										
43	43	170	170	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	700		articStaccatoAbove									
43	43	168	168	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	701											
43	43	170	170	0.0		1/2	1/2	Dynamic	2/2	2	1	0					f										
43	43	170	170	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	702		articStaccatoAbove									
43	43	168	168	1.0		0	0	Chord	2/2	3	1	1/4		1/4	1	703											
43	43	170	170	0.0		1/2	1/2	Dynamic	2/2	3	1	0					f										
43	43	170	170	1.0		1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	704		articStaccatoAbove									
43	43	168	168	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	705											
43	43	170	170	1.0		1/2	1/2	Chord	2/2	4	1	1/4		1/4	1	706		articStaccatoBelow									
44	44	172	172	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	707		articStaccatoBelow									
44	44	175	175	0.0		3/4	3/4	Dynamic	2/2	1	1	0					p										
44	44	175	175	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	708									38		
44	44	172	172	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	709		articStaccatoBelow									
44	44	172	172	1.0		0	0	Chord	2/2	3	1	1/4		1/4	1	710		articStaccatoBelow									
44	44	172	172	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	711		articStaccatoBelow									
45	45	176	176	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	712											
45	45	178	178	1.5		1/2	1/2	Chord	2/2	1	1	3/8		1/4	3/2	713											
45	45	359/2	359/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	714											
45	45	176	176	0.0		0	0	Dynamic	2/2	2	1	0					p										
45	45	176	176	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	715											
45	45	178	178	1.5		1/2	1/2	Chord	2/2	2	1	3/8		1/4	3/2	716											
45	45	359/2	359/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	717											
45	45	176	176	0.0		0	0	Dynamic	2/2	3	1	0					p										
45	45	176	176	1.0		0	0	Chord	2/2	3	1	1/4		1/4	1	718											
45	45	178	178	1.5		1/2	1/2	Chord	2/2	3	1	3/8		1/4	3/2	719											
45	45	359/2	359/2	0.5		7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	720											
45	45	176	176	0.0		0	0	Dynamic	2/2	4	1	0					p										
45	45	176	176	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	721											
45	45	178	178	1.5		1/2	1/2	Chord	2/2	4	1	3/8		1/4	3/2	722											
45	45	359/2	359/2	0.5		7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	723											
46	46	180	180	2.0		0	0	Chord	2/2	1	1	1/2		1/2	1	724											
46	46	182	182	1.5		1/2	1/2	Chord	2/2	1	1	3/8		1/4	3/2	725											
46	46	367/2	367/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	726											
46	46	180	180	2.0		0	0	Chord	2/2	2	1	1/2		1/2	1	727											
46	46	182	182	1.5		1/2	1/2	Chord	2/2	2	1	3/8		1/4	3/2	728											
46	46	367/2	367/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	729											
46	46	180	180	2.0		0	0	Chord	2/2	3	1	1/2		1/2	1	730											
46	46	182	182	1.5		1/2	1/2	Chord	2/2	3	1	3/8		1/4	3/2	731											
46	46	367/2	367/2	0.5		7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	732											
46	46	180	180	2.0		0	0	Chord	2/2	4	1	1/2		1/2	1	733											
46	46	182	182	1.5		1/2	1/2	Chord	2/2	4	1	3/8		1/4	3/2	734											
46	46	367/2	367/2	0.5		7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	735											
47	47	184	184	0.0		0	0	Chord	2/2	1	1	0	acciaccatura	1/8	1	736											
47	47	184	184	1.5		0	0	Chord	2/2	1	1	3/8		1/4	3/2	737											
47	47	371/2	371/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	738											
47	47	186	186	0.0		1/2	1/2	Chord	2/2	1	1	0	acciaccatura	1/8	1	739											
47	47	186	186	1.5		1/2	1/2	Chord	2/2	1	1	3/8		1/4	3/2	740											
47	47	375/2	375/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	741											
47	47	184	184	1.5		0	0	Chord	2/2	2	1	3/8		1/4	3/2	742											
47	47	371/2	371/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	743											
47	47	186	186	1.5		1/2	1/2	Chord	2/2	2	1	3/8		1/4	3/2	744											
47	47	375/2	375/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	745											
47	47	184	184	0.0		0	0	Chord	2/2	3	1	0	acciaccatura	1/8	1	746											
47	47	184	184	1.5		0	0	Chord	2/2	3	1	3/8		1/4	3/2	747											
47	47	371/2	371/2	0.5		3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	748											
47	47	186	186	0.0		1/2	1/2	Chord	2/2	3	1	0	acciaccatura	1/8	1	749											
47	47	186	186	1.5		1/2	1/2	Chord	2/2	3	1	3/8		1/4	3/2	750											
47	47	375/2	375/2	0.5		7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	751											
47	47	184	184	1.5		0	0	Chord	2/2	4	1	3/8		1/4	3/2	752											
47	47	371/2	371/2	0.5		3/8	3/8	Chord	2/2	4	1	1/8		1/8	1	753											
47	47	186	186	1.5		1/2	1/2	Chord	2/2	4	1	3/8		1/4	3/2	754											
47	47	375/2	375/2	0.5		7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	755											
48	48	188	188	0.0		0	0	Spanner	2/2	1	1	0															0
48	48	188	188	2.0		0	0	Chord	2/2	1	1	1/2		1/2	1	756											0
48	48	190	190	0.0		1/2	1/2	Spanner	2/2	1	1	0															
48	48	190	190	0.0		1/2	1/2	Spanner	2/2	1	1	0														0	
48	48	190	190	1.5		1/2	1/2	Chord	2/2	1	1	3/8		1/4	3/2	757										0	
48	48	383/2	383/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	758									39	0	
48	48	188	188	0.0		0	0	Spanner	2/2	2	1	0															1
48	48	188	188	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	759									40		1
48	48	189	189	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	760									40		1
48	48	190	190	0.0		1/2	1/2	Spanner	2/2	2	1	0													40		
48	48	190	190	0.0		1/2	1/2	Spanner	2/2	2	1	0													40	1	
48	48	190	190	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	761									40	1	
48	48	191	191	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	762										1	
48	48	188	188	0.0		0	0	Spanner	2/2	3	1	0														2	
48	48	188	188	0.0		0	0	Spanner	2/2	3	1	0														2	2
48	48	188	188	4.0		0	0	Chord	2/2	3	1	1		1	1	763										2	2
48	48	188	188	0.0		0	0	Spanner	2/2	4	1	0															3
48	48	188	188	0.0		0	0	Spanner	2/2	4	1	0														3	3
48	48	188	188	4.0		0	0	Chord	2/2	4	1	1		1	1	764										3	3
49	49	192	192	0.0		0	0	Spanner	2/2	1	1	0															
49	49	192	192	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	765											
49	49	194	194	1.5		1/2	1/2	Chord	2/2	1	1	3/8		1/4	3/2	766											
49	49	391/2	391/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	767											
49	49	192	192	0.0		0	0	Spanner	2/2	2	1	0															
49	49	192	192	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	768											
49	49	194	194	1.5		1/2	1/2	Chord	2/2	2	1	3/8		1/4	3/2	769											
49	49	391/2	391/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	770											
49	49	192	192	0.0		0	0	Spanner	2/2	3	1	0															
49	49	192	192	0.0		0	0	Spanner	2/2	3	1	0															
49	49	192	192	1.0		0	0	Chord	2/2	3	1	1/4		1/4	1	771											
49	49	194	194	1.5		1/2	1/2	Chord	2/2	3	1	3/8		1/4	3/2	772											
49	49	391/2	391/2	0.5		7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	773											
49	49	192	192	0.0		0	0	Spanner	2/2	4	1	0															
49	49	192	192	0.0		0	0	Spanner	2/2	4	1	0															
49	49	192	192	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	774											
50	50	196	196	2.0		0	0	Chord	2/2	1	1	1/2		1/2	1	775											
50	50	198	198	1.5		1/2	1/2	Chord	2/2	1	1	3/8		1/4	3/2	776											
50	50	399/2	399/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	777											
50	50	196	196	2.0		0	0	Chord	2/2	2	1	1/2		1/2	1	778											
50	50	198	198	1.5		1/2	1/2	Chord	2/2	2	1	3/8		1/4	3/2	779											
50	50	399/2	399/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	780											
50	50	196	196	2.0		0	0	Chord	2/2	3	1	1/2		1/2	1	781											
50	50	198	198	1.5		1/2	1/2	Chord	2/2	3	1	3/8		1/4	3/2	782											
50	50	399/2	399/2	0.5		7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	783											
51	51	200	200	1.5		0	0	Chord	2/2	1	1	3/8		1/4	3/2	784											
51	51	403/2	403/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	785											
51	51	202	202	1.5		1/2	1/2	Chord	2/2	1	1	3/8		1/4	3/2	786											
51	51	407/2	407/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	787											
51	51	200	200	0.0		0	0	Chord	2/2	2	1	0	acciaccatura	1/8	1	788											
51	51	200	200	1.5		0	0	Chord	2/2	2	1	3/8		1/4	3/2	789											
51	51	403/2	403/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	790											
51	51	202	202	0.0		1/2	1/2	Chord	2/2	2	1	0	acciaccatura	1/8	1	791											
51	51	202	202	1.5		1/2	1/2	Chord	2/2	2	1	3/8		1/4	3/2	792											
51	51	407/2	407/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	793											
51	51	200	200	0.0		0	0	Chord	2/2	3	1	0	acciaccatura	1/8	1	794											
51	51	200	200	1.5		0	0	Chord	2/2	3	1	3/8		1/4	3/2	795											
51	51	403/2	403/2	0.5		3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	796											
51	51	202	202	0.0		1/2	1/2	Chord	2/2	3	1	0	acciaccatura	1/8	1	797											
51	51	202	202	1.5		1/2	1/2	Chord	2/2	3	1	3/8		1/4	3/2	798											
51	51	407/2	407/2	0.5		7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	799											
52	52	204	204	0.0		0	0	Spanner	2/2	1	1	0															4
52	52	204	204	0.0		0	0	Spanner	2/2	1	1	0														4	4
52	52	204	204	4.0		0	0	Chord	2/2	1	1	1		1	1	800										4	4
52	52	204	204	0.0		0	0	Spanner	2/2	2	1	0															5
52	52	204	204	3.0		0	0	Chord	2/2	2	1	3/4		1/2	3/2	801									41		5
52	52	207	207	0.0		3/4	3/4	Spanner	2/2	2	1	0															
52	52	207	207	0.0		3/4	3/4	Spanner	2/2	2	1	0														5	
52	52	207	207	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	802										5	
52	52	204	204	0.0		0	0	Spanner	2/2	3	1	0															6
52	52	204	204	3.0		0	0	Chord	2/2	3	1	3/4		1/2	3/2	803									42		6
52	52	207	207	0.0		3/4	3/4	Spanner	2/2	3	1	0															
52	52	207	207	0.0		3/4	3/4	Spanner	2/2	3	1	0														6	
52	52	207	207	1.0		3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	804										6	
52	52	204	204	0.0		0	0	Spanner	2/2	4	1	0															7
52	52	204	204	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	805									43		7
52	52	205	205	1.0		1/4	1/4	Chord	2/2	4	1	1/4		1/4	1	806									43		7
52	52	206	206	0.0		1/2	1/2	Spanner	2/2	4	1	0													43		
52	52	206	206	0.0		1/2	1/2	Spanner	2/2	4	1	0													43	7	
52	52	206	206	1.0		1/2	1/2	Chord	2/2	4	1	1/4		1/4	1	807									43	7	
52	52	207	207	1.0		3/4	3/4	Chord	2/2	4	1	1/4		1/4	1	808										7	
53	53	208	208	0.0		0	0	Spanner	2/2	1	1	0															
53	53	208	208	0.0		0	0	Spanner	2/2	1	1	0															
53	53	208	208	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	809											
53	53	210	210	1.5		1/2	1/2	Chord	2/2	1	1	3/8		1/4	3/2	810											
53	53	423/2	423/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	811											
53	53	208	208	0.0		0	0	Spanner	2/2	2	1	0															
53	53	208	208	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	812											
53	53	210	210	1.5		1/2	1/2	Chord	2/2	2	1	3/8		1/4	3/2	813											
53	53	423/2	423/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	814											
53	53	208	208	0.0		0	0	Spanner	2/2	3	1	0															
53	53	208	208	1.0		0	0	Chord	2/2	3	1	1/4		1/4	1	815											
53	53	210	210	1.5		1/2	1/2	Chord	2/2	3	1	3/8		1/4	3/2	816											
53	53	423/2	423/2	0.5		7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	817											
53	53	208	208	0.0		0	0	Spanner	2/2	4	1	0															
53	53	208	208	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	818											
53	53	210	210	1.5		1/2	1/2	Chord	2/2	4	1	3/8		1/4	3/2	819											
53	53	423/2	423/2	0.5		7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	820											
54	54	212	212	0.0		0	0	Dynamic	2/2	1	1	0					sf										
54	54	212	212	0.0		0	0	Spanner	2/2	1	1	0														8	
54	54	212	212	2.0		0	0	Chord	2/2	1	1	1/2		1/2	1	821										8	
54	54	214	214	1.5		1/2	1/2	Chord	2/2	1	1	3/8		1/4	3/2	822										8	
54	54	431/2	431/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	823										8	
54	54	212	212	0.0		0	0	Dynamic	2/2	2	1	0					sf										
54	54	212	212	0.0		0	0	Spanner	2/2	2	1	0														9	
54	54	212	212	2.0		0	0	Chord	2/2	2	1	1/2		1/2	1	824										9	
54	54	214	214	1.5		1/2	1/2	Chord	2/2	2	1	3/8		1/4	3/2	825										9	
54	54	431/2	431/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	826										9	
54	54	212	212	0.0		0	0	Dynamic	2/2	3	1	0					sf										
54	54	212	212	0.0		0	0	Spanner	2/2	3	1	0														10	
54	54	212	212	2.0		0	0	Chord	2/2	3	1	1/2		1/2	1	827										10	
54	54	214	214	1.5		1/2	1/2	Chord	2/2	3	1	3/8		1/4	3/2	828										10	
54	54	431/2	431/2	0.5		7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	829										10	
54	54	212	212	0.0		0	0	Dynamic	2/2	4	1	0					sf										
54	54	212	212	0.0		0	0	Spanner	2/2	4	1	0														11	
54	54	212	212	2.0		0	0	Chord	2/2	4	1	1/2		1/2	1	830										11	
54	54	214	214	1.5		1/2	1/2	Chord	2/2	4	1	3/8		1/4	3/2	831										11	
54	54	431/2	431/2	0.5		7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	832										11	
55	55	216	216	0.0		0	0	Dynamic	2/2	1	1	0					p										
55	55	216	216	0.0		0	0	Spanner	2/2	1	1	0															
55	55	216	216	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	833											
55	55	218	218	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	834											
55	55	216	216	0.0		0	0	Dynamic	2/2	2	1	0					p										
55	55	216	216	0.0		0	0	Spanner	2/2	2	1	0															
55	55	216	216	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	835											
55	55	218	218	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	836											
55	55	216	216	0.0		0	0	Dynamic	2/2	3	1	0					p										
55	55	216	216	0.0		0	0	Spanner	2/2	3	1	0															
55	55	216	216	1.0		0	0	Chord	2/2	3	1	1/4		1/4	1	837											
55	55	218	218	1.0		1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	838											
55	55	216	216	0.0		0	0	Dynamic	2/2	4	1	0					p										
55	55	216	216	0.0		0	0	Spanner	2/2	4	1	0															
55	55	216	216	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	839											
55	55	218	218	1.0		1/2	1/2	Chord	2/2	4	1	1/4		1/4	1	840											
56	56	220	220	0.0		0	0	Dynamic	2/2	1	1	0					pp										
56	56	220	220	4.0		0	0	Chord	2/2	1	1	1		1	1	841											
56	56	220	220	0.0		0	0	Dynamic	2/2	2	1	0					pp										
56	56	220	220	4.0		0	0	Chord	2/2	2	1	1		1	1	842											
56	56	220	220	0.0		0	0	Dynamic	2/2	3	1	0					pp										
56	56	220	220	4.0		0	0	Chord	2/2	3	1	1		1	1	843											
56	56	220	220	0.0		0	0	Dynamic	2/2	4	1	0					pp										
56	56	220	220	4.0		0	0	Chord	2/2	4	1	1		1	1	844											
57	57	224	224	0.0		0	0	StaffText	2/2	1	1	0							cresc.								
57	57	224	224	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	845											
57	57	226	226	1.5		1/2	1/2	Chord	2/2	1	1	3/8		1/4	3/2	846											
57	57	455/2	455/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	847											
57	57	224	224	0.0		0	0	StaffText	2/2	2	1	0							cresc.								
57	57	224	224	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	848											
57	57	226	226	1.5		1/2	1/2	Chord	2/2	2	1	3/8		1/4	3/2	849											
57	57	455/2	455/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	850											
57	57	224	224	0.0		0	0	StaffText	2/2	3	1	0							cresc.								
57	57	224	224	1.0		0	0	Chord	2/2	3	1	1/4		1/4	1	851											
57	57	226	226	1.5		1/2	1/2	Chord	2/2	3	1	3/8		1/4	3/2	852											
57	57	455/2	455/2	0.5		7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	853											
57	57	224	224	0.0		0	0	StaffText	2/2	4	1	0							cresc.								
57	57	224	224	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	854											
57	57	226	226	1.5		1/2	1/2	Chord	2/2	4	1	3/8		1/4	3/2	855											
57	57	455/2	455/2	0.5		7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	856											
58	58	228	228	0.0		0	0	Dynamic	2/2	1	1	0					sf										
58	58	228	228	0.0		0	0	Spanner	2/2	1	1	0														12	
58	58	228	228	2.0		0	0	Chord	2/2	1	1	1/2		1/2	1	857										12	
58	58	230	230	1.5		1/2	1/2	Chord	2/2	1	1	3/8		1/4	3/2	858										12	
58	58	463/2	463/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	859										12	
58	58	228	228	0.0		0	0	Dynamic	2/2	2	1	0					sf										
58	58	228	228	0.0		0	0	Spanner	2/2	2	1	0														13	
58	58	228	228	2.0		0	0	Chord	2/2	2	1	1/2		1/2	1	860										13	
58	58	230	230	1.5		1/2	1/2	Chord	2/2	2	1	3/8		1/4	3/2	861										13	
58	58	463/2	463/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	862										13	
58	58	228	228	0.0		0	0	Dynamic	2/2	3	1	0					sf										
58	58	228	228	0.0		0	0	Spanner	2/2	3	1	0														14	
58	58	228	228	2.0		0	0	Chord	2/2	3	1	1/2		1/2	1	863										14	
58	58	230	230	1.5		1/2	1/2	Chord	2/2	3	1	3/8		1/4	3/2	864										14	
58	58	463/2	463/2	0.5		7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	865										14	
58	58	228	228	0.0		0	0	Dynamic	2/2	4	1	0					sf										
58	58	228	228	0.0		0	0	Spanner	2/2	4	1	0														15	
58	58	228	228	2.0		0	0	Chord	2/2	4	1	1/2		1/2	1	866										15	
58	58	230	230	1.5		1/2	1/2	Chord	2/2	4	1	3/8		1/4	3/2	867										15	
58	58	463/2	463/2	0.5		7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	868										15	
59	59	232	232	0.0		0	0	Dynamic	2/2	1	1	0					p										
59	59	232	232	0.0		0	0	Spanner	2/2	1	1	0															
59	59	232	232	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	869											
59	59	234	234	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	870											
59	59	232	232	0.0		0	0	Dynamic	2/2	2	1	0					p										
59	59	232	232	0.0		0	0	Spanner	2/2	2	1	0															
59	59	232	232	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	871											
59	59	234	234	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	872											
59	59	232	232	0.0		0	0	Dynamic	2/2	3	1	0					p										
59	59	232	232	0.0		0	0	Spanner	2/2	3	1	0															
59	59	232	232	1.0		0	0	Chord	2/2	3	1	1/4		1/4	1	873											
59	59	234	234	1.0		1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	874											
59	59	232	232	0.0		0	0	Dynamic	2/2	4	1	0					p										
59	59	232	232	0.0		0	0	Spanner	2/2	4	1	0															
59	59	232	232	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	875											
59	59	234	234	1.0		1/2	1/2	Chord	2/2	4	1	1/4		1/4	1	876											
60	60	236	236	0.0		0	0	StaffText	2/2	1	1	0							decresc.								
60	60	236	236	2.0		0	0	Chord	2/2	1	1	1/2		1/2	1	877											
60	60	238	238	1.5		1/2	1/2	Chord	2/2	1	1	3/8		1/4	3/2	878											
60	60	479/2	479/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	879											
60	60	236	236	0.0		0	0	StaffText	2/2	2	1	0							decresc.								
60	60	236	236	2.0		0	0	Chord	2/2	2	1	1/2		1/2	1	880											
60	60	238	238	1.5		1/2	1/2	Chord	2/2	2	1	3/8		1/4	3/2	881											
60	60	479/2	479/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	882											
60	60	236	236	0.0		0	0	StaffText	2/2	3	1	0							decresc.								
60	60	236	236	2.0		0	0	Chord	2/2	3	1	1/2		1/2	1	883											
60	60	238	238	1.5		1/2	1/2	Chord	2/2	3	1	3/8		1/4	3/2	884											
60	60	479/2	479/2	0.5		7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	885											
60	60	236	236	0.0		0	0	StaffText	2/2	4	1	0							decresc.								
60	60	236	236	2.0		0	0	Chord	2/2	4	1	1/2		1/2	1	886											
60	60	238	238	1.5		1/2	1/2	Chord	2/2	4	1	3/8		1/4	3/2	887											
