mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	crescendo_hairpin	decrescendo_hairpin	Trill:trill
19	19	74	74	2.0	1/2	1/2	Chord	4/4	4	1	1/2		1/2	1	245							
20	20	76	76	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	246							
20	20	307/4	307/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	247							
20	20	77	77	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	248							
20	20	311/4	311/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	249							
20	20	78	78	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	250							
20	20	315/4	315/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	251		articStaccatoBelow					
20	20	79	79	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	252							
20	20	319/4	319/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	253							
20	20	76	76	4.0	0	0	Chord	4/4	2	1	1		1	1	254							
20	20	76	76	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	255				31			
20	20	77	77	0.75	1/4	1/4	Chord	4/4	3	1	3/16		1/8	3/2	256				31			
20	20	311/4	311/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	257				31			
20	20	78	78	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	258				31			
20	20	79	79	0.75	3/4	3/4	Chord	4/4	3	1	3/16		1/8	3/2	259				31			
20	20	319/4	319/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	260							
20	20	76	76	4.0	0	0	Chord	4/4	4	1	1		1	1	261							
21	21	80	80	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	262				32			
21	21	82	82	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	263							
21	21	80	80	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	264		articStaccatoBelow					
21	21	323/4	323/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	265		articStaccatoBelow					
21	21	81	81	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	266		articStaccatoBelow					
21	21	327/4	327/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	267		articStaccatoBelow					
21	21	82	82	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	268		articStaccatoBelow					
21	21	331/4	331/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	269		articStaccatoBelow					
21	21	83	83	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	270		articStaccatoBelow					
21	21	335/4	335/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	271		articStaccatoBelow					
21	21	80	80	2.0	0	0	Chord	4/4	3	1	1/2		1/2	1	272				33			
21	21	82	82	2.0	1/2	1/2	Chord	4/4	3	1	1/2		1/2	1	273							
21	21	80	80	2.0	0	0	Chord	4/4	4	1	1/2		1/2	1	274				34			
21	21	82	82	2.0	1/2	1/2	Chord	4/4	4	1	1/2		1/2	1	275							
22	22	84	84	0.0	0	0	StaffText	4/4	1	1	0							<i>cresc.</i>				
22	22	84	84	3.0	0	0	Chord	4/4	1	1	3/4		1/2	3/2	276							
22	22	87	87	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	277							
22	22	351/4	351/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	278							
22	22	84	84	0.0	0	0	StaffText	4/4	2	1	0							<i>cresc.</i>				
22	22	84	84	0.0	0	0	StaffText	4/4	2	1	0							<i>staccato</i>				
22	22	84	84	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	279							
22	22	339/4	339/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	280							
22	22	85	85	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	281							
22	22	343/4	343/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	282							
22	22	86	86	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	283							
22	22	347/4	347/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	284							
22	22	87	87	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	285							
22	22	351/4	351/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	286							
22	22	84	84	0.0	0	0	StaffText	4/4	3	1	0							<i>cresc.</i>				
22	22	84	84	2.0	0	0	Chord	4/4	3	1	1/2		1/2	1	287							
22	22	86	86	2.0	1/2	1/2	Chord	4/4	3	1	1/2		1/2	1	288							
22	22	84	84	0.0	0	0	StaffText	4/4	4	1	0							<i>cresc.</i>				
22	22	84	84	2.0	0	0	Chord	4/4	4	1	1/2		1/2	1	289				35			
22	22	86	86	2.0	1/2	1/2	Chord	4/4	4	1	1/2		1/2	1	290							
23	23	88	88	0.0	0	0	Dynamic	4/4	1	1	0					f						
23	23	88	88	0.0	0	0	StaffText	4/4	1	1	0							<i>ten.</i>				
23	23	88	88	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	291							
23	23	89	89	0.0	1/4	1/4	Dynamic	4/4	1	1	0					p						
23	23	89	89	0.75	1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	292							
23	23	359/4	359/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	293							
23	23	90	90	0.75	1/2	1/2	Chord	4/4	1	1	3/16		1/8	3/2	294							
23	23	363/4	363/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	295							
23	23	91	91	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	296							
23	23	367/4	367/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	297							
23	23	88	88	0.0	0	0	Dynamic	4/4	2	1	0					f						
23	23	88	88	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	298							
23	23	89	89	0.0	1/4	1/4	Dynamic	4/4	2	1	0					p						
23	23	89	89	0.75	1/4	1/4	Chord	4/4	2	1	3/16		1/8	3/2	299							
23	23	359/4	359/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	300							
23	23	90	90	0.75	1/2	1/2	Chord	4/4	2	1	3/16		1/8	3/2	301							
23	23	363/4	363/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	302							
23	23	91	91	0.75	3/4	3/4	Chord	4/4	2	1	3/16		1/8	3/2	303							
23	23	367/4	367/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	304							
23	23	88	88	0.0	0	0	Dynamic	4/4	3	1	0					f						
23	23	88	88	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	305							
23	23	89	89	0.0	1/4	1/4	Dynamic	4/4	3	1	0					p						
23	23	89	89	0.75	1/4	1/4	Chord	4/4	3	1	3/16		1/8	3/2	306							
23	23	359/4	359/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	307							
23	23	90	90	0.75	1/2	1/2	Chord	4/4	3	1	3/16		1/8	3/2	308							
23	23	363/4	363/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	309							
23	23	91	91	0.75	3/4	3/4	Chord	4/4	3	1	3/16		1/8	3/2	310							
23	23	367/4	367/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	311							
23	23	88	88	0.0	0	0	Dynamic	4/4	4	1	0					f						
23	23	88	88	1.0	0	0	Chord	4/4	4	1	1/4		1/4	1	312							
23	23	89	89	0.0	1/4	1/4	Dynamic	4/4	4	1	0					p						
23	23	89	89	0.75	1/4	1/4	Chord	4/4	4	1	3/16		1/8	3/2	313							
23	23	359/4	359/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16		1/16	1	314							
23	23	90	90	0.75	1/2	1/2	Chord	4/4	4	1	3/16		1/8	3/2	315							
23	23	363/4	363/4	0.25	11/16	11/16	Chord	4/4	4	1	1/16		1/16	1	316							
23	23	91	91	0.75	3/4	3/4	Chord	4/4	4	1	3/16		1/8	3/2	317							
23	23	367/4	367/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16		1/16	1	318							
24	24	92	92	0.0	0	0	Spanner	4/4	1	1	0									0		
24	24	92	92	0.75	0	0	Chord	4/4	1	1	3/16		1/8	3/2	319				36	0		
24	24	371/4	371/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	320				36	0		
24	24	93	93	0.0	1/4	1/4	Spanner	4/4	1	1	0											
24	24	93	93	0.0	1/4	1/4	Spanner	4/4	1	1	0										8	
24	24	93	93	0.75	1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	321						8	
24	24	375/4	375/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	322						8	
24	24	94	94	0.0	1/2	1/2	Spanner	4/4	1	1	0											
24	24	94	94	0.75	1/2	1/2	Chord	4/4	1	1	3/16		1/8	3/2	323							
24	24	379/4	379/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	324							
24	24	95	95	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	325							
24	24	383/4	383/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	326							
24	24	92	92	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	327							
24	24	93	93	0.75	1/4	1/4	Chord	4/4	2	1	3/16		1/8	3/2	328							
24	24	375/4	375/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	329							
24	24	94	94	0.75	1/2	1/2	Chord	4/4	2	1	3/16		1/8	3/2	330							
24	24	379/4	379/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	331							
24	24	95	95	0.75	3/4	3/4	Chord	4/4	2	1	3/16		1/8	3/2	332							
24	24	383/4	383/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	333							
24	24	92	92	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	334							
24	24	93	93	0.75	1/4	1/4	Chord	4/4	3	1	3/16		1/8	3/2	335							
24	24	375/4	375/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	336							
24	24	94	94	0.75	1/2	1/2	Chord	4/4	3	1	3/16		1/8	3/2	337							
24	24	379/4	379/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	338							
24	24	95	95	0.75	3/4	3/4	Chord	4/4	3	1	3/16		1/8	3/2	339							
24	24	383/4	383/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	340							
24	24	92	92	4.0	0	0	Chord	4/4	4	1	1		1	1	341							
25	25	96	96	0.0	0	0	StaffText	4/4	1	1	0							<i>cresc.</i>				
25	25	96	96	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	342				37			
25	25	97	97	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	343				37			
25	25	98	98	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	344				37			
25	25	99	99	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	345							
25	25	96	96	0.0	0	0	StaffText	4/4	2	1	0							<i>cresc.</i>				
25	25	96	96	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	346				38			
25	25	97	97	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	347				38			
25	25	98	98	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	348				38			
25	25	99	99	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	349							
25	25	96	96	0.0	0	0	StaffText	4/4	3	1	0							<i>cresc.</i>				
25	25	96	96	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	350				39			
25	25	97	97	1.0	1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	351							
25	25	98	98	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	352				40			
25	25	99	99	1.0	3/4	3/4	Chord	4/4	3	1	1/4		1/4	1	353							
25	25	96	96	0.0	0	0	StaffText	4/4	4	1	0							<i>cresc.</i>				
25	25	96	96	0.75	0	0	Chord	4/4	4	1	3/16		1/8	3/2	354				41			
25	25	387/4	387/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16		1/16	1	355				41			
25	25	97	97	0.75	1/4	1/4	Chord	4/4	4	1	3/16		1/8	3/2	356							
25	25	391/4	391/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16		1/16	1	357							
25	25	98	98	0.75	1/2	1/2	Chord	4/4	4	1	3/16		1/8	3/2	358							
25	25	395/4	395/4	0.25	11/16	11/16	Chord	4/4	4	1	1/16		1/16	1	359							
25	25	99	99	0.75	3/4	3/4	Chord	4/4	4	1	3/16		1/8	3/2	360							
25	25	399/4	399/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16		1/16	1	361							
26	26	100	100	0.0	0	0	StaffText	4/4	1	1	0							<i>piu cresc.</i>				
26	26	100	100	4.0	0	0	Chord	4/4	1	1	1		1	1	362							
26	26	100	100	0.0	0	0	StaffText	4/4	2	1	0							<i>piu cresc.</i>				
26	26	100	100	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	363							
26	26	101	101	0.75	1/4	1/4	Chord	4/4	2	1	3/16		1/8	3/2	364							
26	26	407/4	407/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	365							
26	26	102	102	0.75	1/2	1/2	Chord	4/4	2	1	3/16		1/8	3/2	366							
26	26	411/4	411/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	367							
26	26	103	103	0.75	3/4	3/4	Chord	4/4	2	1	3/16		1/8	3/2	368							
26	26	415/4	415/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	369							
26	26	100	100	0.0	0	0	StaffText	4/4	3	1	0							<i>piu cresc.</i>				
26	26	100	100	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	370							
26	26	101	101	0.75	1/4	1/4	Chord	4/4	3	1	3/16		1/8	3/2	371							
26	26	407/4	407/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	372							
26	26	102	102	0.75	1/2	1/2	Chord	4/4	3	1	3/16		1/8	3/2	373							
26	26	411/4	411/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	374							
26	26	103	103	0.75	3/4	3/4	Chord	4/4	3	1	3/16		1/8	3/2	375							
26	26	415/4	415/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	376							
26	26	100	100	0.0	0	0	StaffText	4/4	4	1	0							<i>piu cresc.</i>				
26	26	100	100	1.75	0	0	Chord	4/4	4	1	7/16		1/4	7/4	377							
26	26	407/4	407/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16		1/16	1	378							
26	26	102	102	0.75	1/2	1/2	Chord	4/4	4	1	3/16		1/8	3/2	379							
26	26	411/4	411/4	0.25	11/16	11/16	Chord	4/4	4	1	1/16		1/16	1	380							
26	26	103	103	0.75	3/4	3/4	Chord	4/4	4	1	3/16		1/8	3/2	381							
26	26	415/4	415/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16		1/16	1	382							
27	27	104	104	0.0	0	0	Dynamic	4/4	1	1	0					p						
27	27	104	104	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	383							
27	27	209/2	209/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	384				42			
27	27	419/4	419/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	385				42			
27	27	105	105	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	386				42			
27	27	421/4	421/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	387				42			
27	27	211/2	211/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	388				42			
27	27	423/4	423/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	389				42			
27	27	106	106	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	390							
27	27	104	104	0.0	0	0	Dynamic	4/4	2	1	0					p						
27	27	104	104	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	391							
27	27	104	104	0.0	0	0	Dynamic	4/4	3	1	0					p						
27	27	104	104	1.75	0	0	Chord	4/4	3	1	7/16		1/4	7/4	392							
27	27	423/4	423/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	393							
27	27	106	106	0.875	1/2	1/2	Chord	4/4	3	1	7/32		1/8	7/4	394							
27	27	855/8	855/8	0.125	23/32	23/32	Chord	4/4	3	1	1/32		1/32	1	395							
27	27	107	107	0.875	3/4	3/4	Chord	4/4	3	1	7/32		1/8	7/4	396							
27	27	863/8	863/8	0.125	31/32	31/32	Chord	4/4	3	1	1/32		1/32	1	397							
27	27	104	104	0.0	0	0	Dynamic	4/4	4	1	0					p						
27	27	104	104	1.75	0	0	Chord	4/4	4	1	7/16		1/4	7/4	398							
27	27	423/4	423/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16		1/16	1	399							
27	27	106	106	0.875	1/2	1/2	Chord	4/4	4	1	7/32		1/8	7/4	400							
27	27	855/8	855/8	0.125	23/32	23/32	Chord	4/4	4	1	1/32		1/32	1	401							
27	27	107	107	0.875	3/4	3/4	Chord	4/4	4	1	7/32		1/8	7/4	402							
27	27	863/8	863/8	0.125	31/32	31/32	Chord	4/4	4	1	1/32		1/32	1	403							
28	28	108	108	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	404							
28	28	217/2	217/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	405				43			
28	28	435/4	435/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	406				43			
28	28	109	109	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	407				43			
28	28	437/4	437/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	408				43			
28	28	219/2	219/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	409				43			
28	28	439/4	439/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	410				43			
28	28	110	110	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	411				43			
28	28	441/4	441/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	412				43			
28	28	221/2	221/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	413				43			
28	28	443/4	443/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	414				43			
28	28	111	111	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	415				43			
28	28	445/4	445/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	416				43			
28	28	223/2	223/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	417				43			
28	28	447/4	447/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	418							
28	28	108	108	1.75	0	0	Chord	4/4	3	1	7/16		1/4	7/4	419				44			
28	28	439/4	439/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	420				44			
28	28	110	110	2.0	1/2	1/2	Chord	4/4	3	1	1/2		1/2	1	421							
28	28	108	108	1.75	0	0	Chord	4/4	4	1	7/16		1/4	7/4	422				45			
28	28	439/4	439/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16		1/16	1	423				45			
28	28	110	110	2.0	1/2	1/2	Chord	4/4	4	1	1/2		1/2	1	424							
29	29	112	112	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	425				46			
29	29	449/4	449/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	426				46			
29	29	225/2	225/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	427				46			
29	29	451/4	451/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	428				46			
29	29	113	113	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	429				46			
29	29	453/4	453/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	430				46			
29	29	227/2	227/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	431				46			
29	29	455/4	455/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	432				46			
29	29	114	114	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	433				46			
29	29	457/4	457/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	434				46			
29	29	229/2	229/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	435				46			
29	29	459/4	459/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	436				46			
29	29	115	115	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	437							
29	29	461/4	461/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	438				47			
29	29	231/2	231/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	439				47			
29	29	463/4	463/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	440							
29	29	112	112	0.0	0	0	Spanner	4/4	3	1	0										9	
29	29	112	112	1.5	0	0	Chord	4/4	3	1	3/8		1/4	3/2	441				48		9	
29	29	227/2	227/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	442						9	
29	29	114	114	0.0	1/2	1/2	Spanner	4/4	3	1	0											
29	29	114	114	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	443							
29	29	115	115	1.0	3/4	3/4	Chord	4/4	3	1	1/4		1/4	1	444							
29	29	112	112	0.0	0	0	Spanner	4/4	4	1	0										10	
29	29	112	112	1.5	0	0	Chord	4/4	4	1	3/8		1/4	3/2	445				49		10	
29	29	227/2	227/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	446						10	
29	29	114	114	0.0	1/2	1/2	Spanner	4/4	4	1	0											
29	29	114	114	1.0	1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	447							
29	29	115	115	1.0	3/4	3/4	Chord	4/4	4	1	1/4		1/4	1	448							
30	30	116	116	0.0	0	0	Dynamic	4/4	1	1	0					f						
30	30	116	116	1.75	0	0	Chord	4/4	1	1	7/16		1/4	7/4	449							
30	30	471/4	471/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	450							
30	30	118	118	0.875	1/2	1/2	Chord	4/4	1	1	7/32		1/8	7/4	451							
30	30	951/8	951/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32		1/32	1	452							
30	30	119	119	0.875	3/4	3/4	Chord	4/4	1	1	7/32		1/8	7/4	453							
30	30	959/8	959/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32		1/32	1	454							
30	30	116	116	0.0	0	0	Dynamic	4/4	2	1	0					f						
30	30	116	116	1.75	0	0	Chord	4/4	2	1	7/16		1/4	7/4	455							
30	30	471/4	471/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	456							
30	30	118	118	0.875	1/2	1/2	Chord	4/4	2	1	7/32		1/8	7/4	457							
30	30	951/8	951/8	0.125	23/32	23/32	Chord	4/4	2	1	1/32		1/32	1	458							
30	30	119	119	0.875	3/4	3/4	Chord	4/4	2	1	7/32		1/8	7/4	459							
30	30	959/8	959/8	0.125	31/32	31/32	Chord	4/4	2	1	1/32		1/32	1	460							
30	30	116	116	0.0	0	0	Dynamic	4/4	3	1	0					f						
30	30	116	116	1.75	0	0	Chord	4/4	3	1	7/16		1/4	7/4	461							
30	30	471/4	471/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	462							
30	30	118	118	0.875	1/2	1/2	Chord	4/4	3	1	7/32		1/8	7/4	463							
30	30	951/8	951/8	0.125	23/32	23/32	Chord	4/4	3	1	1/32		1/32	1	464							
30	30	119	119	0.875	3/4	3/4	Chord	4/4	3	1	7/32		1/8	7/4	465							
30	30	959/8	959/8	0.125	31/32	31/32	Chord	4/4	3	1	1/32		1/32	1	466							
30	30	116	116	0.0	0	0	Dynamic	4/4	4	1	0					f						
30	30	116	116	1.75	0	0	Chord	4/4	4	1	7/16		1/4	7/4	467							
30	30	471/4	471/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16		1/16	1	468							
30	30	118	118	0.875	1/2	1/2	Chord	4/4	4	1	7/32		1/8	7/4	469							
30	30	951/8	951/8	0.125	23/32	23/32	Chord	4/4	4	1	1/32		1/32	1	470							
30	30	119	119	0.875	3/4	3/4	Chord	4/4	4	1	7/32		1/8	7/4	471							
30	30	959/8	959/8	0.125	31/32	31/32	Chord	4/4	4	1	1/32		1/32	1	472							
31	31	120	120	0.0	0	0	Dynamic	4/4	1	1	0					sf						
31	31	120	120	0.0	0	0	Spanner	4/4	1	1	0										11	
31	31	120	120	1.75	0	0	Chord	4/4	1	1	7/16		1/4	7/4	473				50		11	
31	31	487/4	487/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	474				50		11	
31	31	122	122	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	475						11	
31	31	120	120	0.0	0	0	Spanner	4/4	2	1	0										12	
31	31	120	120	1.75	0	0	Chord	4/4	2	1	7/16		1/4	7/4	476				51		12	
31	31	487/4	487/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	477				51		12	
31	31	122	122	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	478						12	
31	31	120	120	0.0	0	0	Dynamic	4/4	3	1	0					sf						
31	31	120	120	0.0	0	0	Spanner	4/4	3	1	0										13	
31	31	120	120	4.0	0	0	Chord	4/4	3	1	1		1	1	479						13	
31	31	120	120	0.0	0	0	Dynamic	4/4	4	1	0					sf						
31	31	120	120	0.0	0	0	Dynamic	4/4	4	1	0					sf						
31	31	120	120	0.0	0	0	Spanner	4/4	4	1	0										14	
31	31	120	120	1.75	0	0	Chord	4/4	4	1	7/16		1/4	7/4	480				52		14	
31	31	487/4	487/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16		1/16	1	481				52		14	
31	31	122	122	0.875	1/2	1/2	Chord	4/4	4	1	7/32		1/8	7/4	482				52		14	
31	31	983/8	983/8	0.125	23/32	23/32	Chord	4/4	4	1	1/32		1/32	1	483				52		14	
31	31	123	123	0.875	3/4	3/4	Chord	4/4	4	1	7/32		1/8	7/4	484				52		14	
31	31	991/8	991/8	0.125	31/32	31/32	Chord	4/4	4	1	1/32		1/32	1	485						14	
32	32	124	124	0.0	0	0	Dynamic	4/4	1	1	0					p						
32	32	124	124	0.0	0	0	Spanner	4/4	1	1	0											
32	32	124	124	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	486				53			
32	32	251/2	251/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	487							
32	32	126	126	0.0	1/2	1/2	StaffText	4/4	1	1	0							<i>cresc.</i>				
32	32	126	126	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	488				54			
32	32	127	127	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	489							
32	32	124	124	0.0	0	0	Dynamic	4/4	2	1	0					p						
32	32	124	124	0.0	0	0	Spanner	4/4	2	1	0											
32	32	124	124	1.5	0	0	Chord	4/4	2	1	3/8		1/4	3/2	490				55			
32	32	251/2	251/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	491							
32	32	126	126	0.0	1/2	1/2	StaffText	4/4	2	1	0							<i>cresc.</i>				
32	32	126	126	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	492				56			
32	32	127	127	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	493							
32	32	124	124	0.0	0	0	Dynamic	4/4	3	1	0					p						
