mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin	Trill:trill
103	103	411/2	411/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	1083										
104	104	206	206	0.0	0	0	Dynamic	2/4	1	1	0					f									
104	104	206	206	1.5	0	0	Chord	2/4	1	1	3/8		1/4	3/2	1084										
104	104	415/2	415/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1085							213			
104	104	206	206	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1086		articStaccatoBelow								
104	104	825/4	825/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1087		articStaccatoBelow								
104	104	413/2	413/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1088		articStaccatoBelow								
104	104	827/4	827/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1089		articStaccatoBelow								
104	104	207	207	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1090		articStaccatoAbove								
104	104	829/4	829/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1091		articStaccatoAbove								
104	104	415/2	415/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1092		articStaccatoAbove								
104	104	831/4	831/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1093		articStaccatoAbove								
104	104	206	206	0.0	0	0	Dynamic	2/4	3	1	0					f									
104	104	206	206	0.0	0	0	Dynamic	2/4	3	1	0					f									
104	104	206	206	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	1094										
104	104	413/2	413/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1095							214			
104	104	207	207	1.0	1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	1096										
104	104	206	206	0.0	0	0	Dynamic	2/4	4	1	0					f									
104	104	206	206	1.5	0	0	Chord	2/4	4	1	3/8		1/4	3/2	1097										
104	104	415/2	415/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	1098							215			
105	105	208	208	0.0	0	0	Dynamic	2/4	1	1	0					sf									
105	105	208	208	1.5	0	0	Chord	2/4	1	1	3/8		1/4	3/2	1099										
105	105	419/2	419/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1100							216			
105	105	208	208	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1101										
105	105	833/4	833/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1102										
105	105	417/2	417/2	0.0	1/8	1/8	StaffText	2/4	2	1	0							<i>stacc.</i>							
105	105	417/2	417/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1103										
105	105	835/4	835/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1104										
105	105	209	209	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1105										
105	105	837/4	837/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1106										
105	105	419/2	419/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1107										
105	105	839/4	839/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1108										
105	105	208	208	0.0	0	0	Dynamic	2/4	3	1	0					sf									
105	105	208	208	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	1109										
105	105	417/2	417/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1110							217			
105	105	209	209	0.0	1/4	1/4	Dynamic	2/4	3	1	0					sf									
105	105	209	209	1.0	1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	1111							218			
105	105	208	208	0.0	0	0	Dynamic	2/4	4	1	0					sf									
105	105	208	208	1.5	0	0	Chord	2/4	4	1	3/8		1/4	3/2	1112										
105	105	419/2	419/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	1113							219			
106	106	210	210	0.0	0	0	Dynamic	2/4	1	1	0					sf									
106	106	210	210	1.5	0	0	Chord	2/4	1	1	3/8		1/4	3/2	1114										
106	106	423/2	423/2	0.0	3/8	3/8	Dynamic	2/4	1	1	0					sf									
106	106	423/2	423/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1115							220			
106	106	210	210	0.0	0	0	Dynamic	2/4	2	1	0					sf									
106	106	210	210	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1116										
106	106	841/4	841/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1117										
106	106	421/2	421/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1118										
106	106	843/4	843/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1119										
106	106	211	211	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1120										
106	106	845/4	845/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1121										
106	106	423/2	423/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1122										
106	106	847/4	847/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1123										
106	106	210	210	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	1124										
106	106	421/2	421/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1125							221			
106	106	211	211	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1126										
106	106	423/2	423/2	0.0	3/8	3/8	Dynamic	2/4	3	1	0					sf									
106	106	423/2	423/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1127							222			
106	106	210	210	0.0	0	0	Dynamic	2/4	4	1	0					sf									
106	106	210	210	1.0	0	0	Chord	2/4	4	1	1/4		1/4	1	1128										
106	106	211	211	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1129							223			
106	106	423/2	423/2	0.0	3/8	3/8	Dynamic	2/4	4	1	0					sf						223			
106	106	423/2	423/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	1130							223			
107	107	212	212	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1131										
107	107	425/2	425/2	0.0	1/8	1/8	Dynamic	2/4	1	1	0					sf									
107	107	425/2	425/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1132							224			
107	107	213	213	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1133										
107	107	427/2	427/2	0.0	3/8	3/8	Dynamic	2/4	1	1	0					sf									
107	107	427/2	427/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1134							225			
107	107	212	212	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1135										
107	107	849/4	849/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1136										
107	107	425/2	425/2	0.0	1/8	1/8	Dynamic	2/4	2	1	0					sf									
107	107	425/2	425/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1137										
107	107	851/4	851/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1138										
107	107	213	213	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1139										
107	107	853/4	853/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1140										
107	107	427/2	427/2	0.0	3/8	3/8	Dynamic	2/4	2	1	0					sf									
107	107	427/2	427/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1141										
107	107	855/4	855/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1142										
107	107	212	212	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	1143										
107	107	425/2	425/2	0.0	1/8	1/8	Dynamic	2/4	3	1	0					sf									
107	107	425/2	425/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1144							226			
107	107	213	213	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1145										
107	107	427/2	427/2	0.0	3/8	3/8	Dynamic	2/4	3	1	0					sf									
107	107	427/2	427/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1146							227			
107	107	212	212	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	1147										
107	107	425/2	425/2	0.0	1/8	1/8	Dynamic	2/4	4	1	0					sf									
107	107	425/2	425/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	1148							228			
107	107	213	213	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1149										
107	107	427/2	427/2	0.0	3/8	3/8	Dynamic	2/4	4	1	0					sf									
107	107	427/2	427/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	1150							229			
108	108	214	214	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1151										
108	108	429/2	429/2	0.0	1/8	1/8	Dynamic	2/4	1	1	0					sf									
108	108	429/2	429/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1152							230			
108	108	215	215	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1153										
108	108	431/2	431/2	0.0	3/8	3/8	Dynamic	2/4	1	1	0					sf									
108	108	431/2	431/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1154							231			
108	108	214	214	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1155										
108	108	857/4	857/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1156										
108	108	429/2	429/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1157										
108	108	859/4	859/4	0.0	3/16	3/16	Dynamic	2/4	2	1	0					sf									
108	108	859/4	859/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1158										
108	108	215	215	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1159										
108	108	861/4	861/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1160										
108	108	431/2	431/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1161										
108	108	863/4	863/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1162										
108	108	214	214	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	1163										
108	108	429/2	429/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1164							232			
108	108	215	215	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1165										
108	108	431/2	431/2	0.0	3/8	3/8	Dynamic	2/4	3	1	0					sf									
108	108	431/2	431/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1166							233			
108	108	214	214	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	1167										
108	108	429/2	429/2	0.0	1/8	1/8	Dynamic	2/4	4	1	0					sf									
108	108	429/2	429/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	1168							234			
108	108	215	215	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1169										
108	108	431/2	431/2	0.0	3/8	3/8	Dynamic	2/4	4	1	0					sf									
108	108	431/2	431/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	1170							235			
109	109	216	216	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1171										
109	109	433/2	433/2	0.0	1/8	1/8	StaffText	2/4	1	1	0							<i>dim.</i>							
109	109	433/2	433/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1172							236			
109	109	217	217	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1173										
109	109	435/2	435/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1174							237			
109	109	216	216	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1175										
109	109	865/4	865/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1176										
109	109	433/2	433/2	0.0	1/8	1/8	StaffText	2/4	2	1	0							<i>dim.</i>							
109	109	433/2	433/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1177										
109	109	867/4	867/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1178										
109	109	217	217	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1179										
109	109	869/4	869/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1180										
109	109	435/2	435/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1181										
109	109	871/4	871/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1182										
109	109	216	216	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	1183										
109	109	433/2	433/2	0.0	1/8	1/8	StaffText	2/4	3	1	0							<i>dim.</i>							
109	109	433/2	433/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1184							238			
109	109	217	217	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1185										
109	109	435/2	435/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1186							239			
109	109	216	216	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	1187										
109	109	433/2	433/2	0.0	1/8	1/8	StaffText	2/4	4	1	0							<i>dim.</i>							
109	109	433/2	433/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	1188							240			
109	109	217	217	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1189										
109	109	435/2	435/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	1190							241			
110	110	218	218	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1191										
110	110	439/2	439/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1192							242			
110	110	218	218	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1193										
110	110	873/4	873/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1194										
110	110	439/2	439/2	0.0	3/8	3/8	Dynamic	2/4	2	1	0					p									
110	110	439/2	439/2	0.0	3/8	3/8	Dynamic	2/4	2	1	0					p									
110	110	439/2	439/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1195		articStaccatoBelow								
110	110	879/4	879/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1196		articStaccatoBelow								
110	110	218	218	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	1197										
110	110	439/2	439/2	0.0	3/8	3/8	Dynamic	2/4	3	1	0					p									
110	110	439/2	439/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1198							243			
110	110	218	218	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	1199										
110	110	439/2	439/2	0.0	3/8	3/8	Dynamic	2/4	4	1	0					p									
110	110	439/2	439/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	1200							244			
111	111	220	220	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1201										
111	111	443/2	443/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1202							245			
111	111	220	220	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1203		articStaccatoBelow								
111	111	881/4	881/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1204		articStaccatoBelow								
111	111	443/2	443/2	0.0	3/8	3/8	Dynamic	2/4	2	1	0					pp									
111	111	443/2	443/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1205		articStaccatoBelow								
111	111	887/4	887/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1206		articStaccatoBelow								
111	111	220	220	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	1207										
111	111	443/2	443/2	0.0	3/8	3/8	Dynamic	2/4	3	1	0					pp									
111	111	443/2	443/2	0.0	3/8	3/8	Dynamic	2/4	3	1	0					pp									
111	111	443/2	443/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1208							246			
111	111	220	220	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	1209										
111	111	443/2	443/2	0.0	3/8	3/8	Dynamic	2/4	4	1	0					pp									
111	111	443/2	443/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	1210										
112	112	222	222	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1211										
112	112	222	222	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1212		articStaccatoBelow								
112	112	889/4	889/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1213		articStaccatoBelow								
112	112	222	222	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	1214										
112	112	222	222	0.0	0	0	StaffText	2/4	4	1	0							<i>sotto voce</i>							
112	112	222	222	0.75	0	0	Chord	2/4	4	1	3/16		1/8	3/2	1215										
112	112	223	223	0.75	1/4	1/4	Chord	2/4	4	1	3/16		1/8	3/2	1216										
113	113	224	224	0.75	0	0	Chord	2/4	4	1	3/16		1/8	3/2	1217										
113	113	225	225	0.75	1/4	1/4	Chord	2/4	4	1	3/16		1/8	3/2	1218										
114	114	226	226	0.75	0	0	Chord	2/4	4	1	3/16		1/8	3/2	1219										
114	114	227	227	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1220		articStaccatoBelow								
114	114	455/2	455/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	1221		articStaccatoBelow								
115	115	457/2	457/2	0.0	1/8	1/8	StaffText	2/4	1	1	0							<i>dol.</i>							
115	115	457/2	457/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	1222							247			
115	115	459/2	459/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1223							247			
115	115	919/4	919/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1224										
115	115	457/2	457/2	0.0	1/8	1/8	StaffText	2/4	2	1	0							<i>dol.</i>							
115	115	457/2	457/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	1225										
115	115	459/2	459/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1226										
115	115	457/2	457/2	0.0	1/8	1/8	StaffText	2/4	3	1	0							<i>dol.</i>							
115	115	457/2	457/2	1.0	1/8	1/8	Chord	2/4	3	1	1/4		1/4	1	1227										
115	115	459/2	459/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1228										
115	115	228	228	2.0	0	0	Chord	2/4	4	1	1/2		1/2	1	1229										
116	116	230	230	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1230							248			
116	116	231	231	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1231										
116	116	230	230	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1232							249			
116	116	461/2	461/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1233							249			
116	116	231	231	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1234							249			
116	116	463/2	463/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1235										
116	116	230	230	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	1236							250			
116	116	461/2	461/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1237							250			
116	116	231	231	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1238							250			
116	116	463/2	463/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1239										
116	116	231	231	0.0	1/4	1/4	StaffText	2/4	4	1	0							<i>dol.</i>							
116	116	231	231	1.0	1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	1240										
117	117	232	232	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1241										
117	117	233	233	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1242		articStaccatoAbove					251			
117	117	467/2	467/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1243		articStaccatoAbove								
117	117	232	232	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1244							252			
117	117	465/2	465/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1245							252			
117	117	233	233	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1246							252			
117	117	467/2	467/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1247										
117	117	232	232	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	1248							253			
117	117	465/2	465/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1249							253			
117	117	233	233	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1250							253			
117	117	467/2	467/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1251										
117	117	232	232	2.0	0	0	Chord	2/4	4	1	1/2		1/2	1	1252										
118	118	234	234	0.0	0	0	Spanner	2/4	1	1	0												30		
118	118	234	234	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1253								30		
118	118	235	235	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	1254							254	30		
118	118	1881/8	1881/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	1255							254	30		
118	118	941/4	941/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1256							254	30		
118	118	1883/8	1883/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1257								30		
118	118	471/2	471/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1258		articStaccatoAbove						30		
118	118	943/4	943/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1259		articStaccatoAbove						30		
118	118	234	234	0.0	0	0	Spanner	2/4	2	1	0												31		
118	118	234	234	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1260							255	31		
118	118	469/2	469/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1261							255	31		
118	118	235	235	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1262							255	31		
118	118	471/2	471/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1263							255	31		
118	118	234	234	0.0	0	0	Spanner	2/4	3	1	0												32		
118	118	234	234	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	1264							256	32		
118	118	469/2	469/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1265							256	32		
118	118	235	235	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1266							256	32		
118	118	471/2	471/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1267							256	32		
118	118	234	234	0.0	0	0	Spanner	2/4	4	1	0												33		
118	118	234	234	1.0	0	0	Chord	2/4	4	1	1/4		1/4	1	1268							257	33		
118	118	235	235	1.0	1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	1269							258	33		
119	119	236	236	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1270							259	30		
119	119	237	237	0.0	1/4	1/4	Spanner	2/4	1	1	0														
119	119	237	237	0.0	1/4	1/4	Spanner	2/4	1	1	0													38	
119	119	237	237	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1271									38	
119	119	475/2	475/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1272									38	
119	119	236	236	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1273							255	31		
119	119	473/2	473/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1274							255	31		
119	119	237	237	0.0	1/4	1/4	Spanner	2/4	2	1	0											255			
119	119	237	237	0.0	1/4	1/4	Spanner	2/4	2	1	0											255		39	
119	119	237	237	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1275							255		39	
119	119	475/2	475/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1276									39	
119	119	236	236	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	1277							256	32		
119	119	473/2	473/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1278							256	32		
119	119	237	237	0.0	1/4	1/4	Spanner	2/4	3	1	0											256			
119	119	237	237	0.0	1/4	1/4	Spanner	2/4	3	1	0											256		40	
119	119	237	237	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1279							256		40	
119	119	475/2	475/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1280									40	
119	119	236	236	1.0	0	0	Chord	2/4	4	1	1/4		1/4	1	1281							260	33		
119	119	237	237	0.0	1/4	1/4	Spanner	2/4	4	1	0														
119	119	237	237	0.0	1/4	1/4	Spanner	2/4	4	1	0													41	
119	119	237	237	1.0	1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	1282									41	
120	120	238	238	0.0	0	0	Spanner	2/4	1	1	0														
120	120	238	238	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1283							261			
120	120	477/2	477/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1284							261			
120	120	239	239	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1285							261			
120	120	479/2	479/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1286							261			
120	120	238	238	0.0	0	0	Spanner	2/4	2	1	0														
120	120	238	238	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1287										
120	120	477/2	477/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1288							262			
120	120	239	239	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1289							262			
120	120	479/2	479/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1290							262			
120	120	238	238	0.0	0	0	Spanner	2/4	3	1	0														
120	120	238	238	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	1291							263			
120	120	477/2	477/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1292							263			
120	120	239	239	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1293							263			
120	120	479/2	479/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1294							263			
120	120	238	238	0.0	0	0	Spanner	2/4	4	1	0														
120	120	238	238	1.0	0	0	Chord	2/4	4	1	1/4		1/4	1	1295										
121	121	240	240	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	1296							261			
121	121	963/4	963/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1297										
121	121	241	241	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1298										
121	121	483/2	483/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1299										
121	121	240	240	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1300							262			
121	121	481/2	481/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1301							262			
121	121	241	241	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1302							262			
121	121	483/2	483/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1303										
121	121	240	240	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	1304							263			
121	121	481/2	481/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1305							263			
121	121	241	241	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1306							263			
121	121	483/2	483/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1307										
121	121	240	240	1.0	0	0	Chord	2/4	4	1	1/4		1/4	1	1308										
121	121	483/2	483/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	1309										
122	122	242	242	0.0	0	0	Spanner	2/4	1	1	0												34		
122	122	242	242	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1310								34		
122	122	243	243	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1311								34		
