mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	slur
34	34	101	101	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	276		articStaccatoAbove			
35	35	102	102	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	277					
35	35	102	102	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	278		articStaccatoAbove			
35	35	103	103	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	279		articStaccatoAbove			
35	35	104	104	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	280		articStaccatoAbove			
35	35	102	102	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	281					
35	35	102	102	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	282		articStaccatoBelow			
36	36	106	106	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	283					
36	36	107	107	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	284					
36	36	105	105	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	285					
36	36	106	106	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	286					
36	36	107	107	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	287					
36	36	106	106	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	288					
36	36	107	107	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	289					
36	36	105	105	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	290		articStaccatoBelow			
36	36	106	106	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	291		articStaccatoBelow			
36	36	107	107	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	292		articStaccatoBelow			
37	37	108	108	0.0	0	0	StaffText	3/4	1	1	0							<b><i>Cresc.</i></b>		
37	37	108	108	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	293					
37	37	108	108	0.0	0	0	StaffText	3/4	2	1	0							<b><i>Cresc.</i></b>		
37	37	108	108	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	294					
37	37	110	110	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	295					
37	37	108	108	0.0	0	0	StaffText	3/4	3	1	0							<b><i>Cresc.</i></b>		
37	37	108	108	2.0	0	0	Chord	3/4	3	1	1/2		1/2	1	296					
37	37	110	110	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	297					
37	37	108	108	0.0	0	0	StaffText	3/4	4	1	0							<b><i>Cresc.</i></b>		
37	37	108	108	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	298		articStaccatoBelow			
37	37	109	109	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	299		articStaccatoBelow			
37	37	110	110	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	300		articStaccatoBelow			
38	38	111	111	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	301					
38	38	112	112	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	302		articStaccatoBelow			
38	38	113	113	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	303		articStaccatoBelow			
38	38	111	111	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	304					
38	38	113	113	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	305					32
38	38	111	111	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	306					
38	38	112	112	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	307		articStaccatoAbove			
38	38	113	113	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	308		articStaccatoAbove			
38	38	111	111	2.0	0	0	Chord	3/4	4	1	1/2		1/2	1	309					
38	38	113	113	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	310					
38	38	227/2	227/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	311					
39	39	114	114	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	312					
39	39	114	114	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	313					32
39	39	115	115	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	314					32
39	39	116	116	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	315					
39	39	114	114	2.0	0	0	Chord	3/4	3	1	1/2		1/2	1	316					
39	39	116	116	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	317					
39	39	114	114	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	318		articStaccatoBelow			
39	39	115	115	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	319		articStaccatoBelow			
39	39	116	116	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	320		articStaccatoBelow			
40	40	117	117	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	321					
40	40	118	118	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	322		articStaccatoBelow			
40	40	119	119	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	323		articStaccatoBelow			
40	40	117	117	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	324					
40	40	119	119	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	325					
40	40	117	117	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	326					
40	40	118	118	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	327		articStaccatoAbove			
40	40	119	119	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	328		articStaccatoAbove			
40	40	117	117	2.0	0	0	Chord	3/4	4	1	1/2		1/2	1	329					33
40	40	119	119	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	330					33
40	40	239/2	239/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	331					
41	41	120	120	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	332					34
41	41	122	122	0.0	1/2	1/2	Dynamic	3/4	1	1	0					p				34
41	41	122	122	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	333					34
41	41	120	120	0.0	0	0	Dynamic	3/4	2	1	0					p				
41	41	120	120	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	334					
41	41	121	121	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	335					35
41	41	122	122	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	336					35
41	41	120	120	0.0	0	0	Dynamic	3/4	3	1	0					p				
41	41	120	120	2.0	0	0	Chord	3/4	3	1	1/2		1/2	1	337					
41	41	122	122	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	338					
41	41	120	120	0.0	0	0	Dynamic	3/4	4	1	0					p				
41	41	120	120	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	339					36
41	41	121	121	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	340					36
41	41	122	122	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	341					36
42	42	123	123	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	342		articStaccatoAbove			
42	42	123	123	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	343		articStaccatoBelow			
42	42	123	123	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	344		articStaccatoAbove			
42	42	123	123	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	345		articStaccatoAbove			
43	43	126	126	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	346					37
43	43	128	128	0.0	1/2	1/2	Dynamic	3/4	1	1	0					pp				37
43	43	128	128	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	347					37
43	43	126	126	0.0	0	0	Dynamic	3/4	2	1	0					pp				
43	43	126	126	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	348					38
43	43	128	128	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	349					38
43	43	126	126	0.0	0	0	Dynamic	3/4	3	1	0					pp				
43	43	126	126	2.0	0	0	Chord	3/4	3	1	1/2		1/2	1	350					39
43	43	128	128	0.0	1/2	1/2	Dynamic	3/4	3	1	0					pp				
43	43	128	128	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	351					
43	43	126	126	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	352					40
43	43	127	127	0.0	1/4	1/4	Dynamic	3/4	4	1	0					pp				40
43	43	127	127	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	353					40
43	43	128	128	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	354					40
44	44	129	129	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	355					
44	44	129	129	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	356					
44	44	129	129	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	357					
44	44	129	129	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	358					
45	45	132	132	0.0	0	0	Dynamic	3/4	1	1	0					ppp				
45	45	132	132	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	359					41
45	45	134	134	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	360					41
45	45	132	132	0.0	0	0	Dynamic	3/4	2	1	0					ppp				
45	45	132	132	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	361					42
45	45	134	134	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	362					42
45	45	132	132	0.0	0	0	Dynamic	3/4	3	1	0					ppp				
45	45	132	132	2.0	0	0	Chord	3/4	3	1	1/2		1/2	1	363					43
45	45	134	134	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	364					
45	45	132	132	0.0	0	0	Dynamic	3/4	4	1	0					ppp				
45	45	132	132	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	365					44
45	45	133	133	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	366					44
45	45	134	134	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	367					44
46	46	135	135	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	368					
46	46	135	135	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	369					
46	46	135	135	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	370					
46	46	135	135	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	371					
47	47	138	138	0.0	0	0	Chord	3/4	1	1	0	grace16after	1/16	1	372					
47	47	138	138	0.0	0	0	Chord	3/4	1	1	0	grace16after	1/16	1	373					
47	47	138	138	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	374		ornamentTrill			
47	47	138	138	0.0	0	0	Chord	3/4	2	1	0	grace16after	1/16	1	375					
47	47	138	138	0.0	0	0	Chord	3/4	2	1	0	grace16after	1/16	1	376					
47	47	138	138	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	377		ornamentTrill			
47	47	138	138	3.0	0	0	Chord	3/4	3	1	3/4		1/2	3/2	378					45
47	47	138	138	3.0	0	0	Chord	3/4	4	1	3/4		1/2	3/2	379					46
48	48	141	141	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	380					
48	48	141	141	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	381					
48	48	141	141	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	382					
48	48	141	141	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	383					
49	49	144	144	0.0	0	0	Chord	3/4	1	1	0	grace16after	1/16	1	384					
49	49	144	144	0.0	0	0	Chord	3/4	1	1	0	grace16after	1/16	1	385					
49	49	144	144	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	386		ornamentTrill			
49	49	144	144	0.0	0	0	Chord	3/4	2	1	0	grace16after	1/16	1	387					
49	49	144	144	0.0	0	0	Chord	3/4	2	1	0	grace16after	1/16	1	388					
49	49	144	144	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	389		ornamentTrill			
49	49	144	144	0.0	0	0	Chord	3/4	3	1	0	grace16after	1/16	1	390					
49	49	144	144	0.0	0	0	Chord	3/4	3	1	0	grace16after	1/16	1	391					
49	49	144	144	3.0	0	0	Chord	3/4	3	1	3/4		1/2	3/2	392		ornamentTrill			
49	49	144	144	3.0	0	0	Chord	3/4	4	1	3/4		1/2	3/2	393					47
50	50	147	147	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	394					
50	50	147	147	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	395					
50	50	147	147	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	396					
50	50	147	147	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	397					
51	51	151	151	0.0	1/4	1/4	Dynamic	3/4	1	1	0					sf				
51	51	151	151	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	398					48
51	51	151	151	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	399					49
51	51	150	150	0.0	0	0	Dynamic	3/4	3	1	0					sf				
51	51	150	150	0.0	0	0	Dynamic	3/4	3	1	0					sf				
51	51	150	150	0.0	0	0	Chord	3/4	3	1	0	grace16after	1/16	1	400					
51	51	150	150	0.0	0	0	Chord	3/4	3	1	0	grace16after	1/16	1	401					
51	51	150	150	3.0	0	0	Chord	3/4	3	1	3/4		1/2	3/2	402		ornamentTrill			
51	51	150	150	0.0	0	0	Dynamic	3/4	4	1	0					sf				
51	51	150	150	0.0	0	0	Chord	3/4	4	1	0	grace16after	1/16	1	403					
51	51	150	150	0.0	0	0	Chord	3/4	4	1	0	grace16after	1/16	1	404					
51	51	150	150	3.0	0	0	Chord	3/4	4	1	3/4		1/2	3/2	405		ornamentTrill			
52	52	153	153	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	406					
52	52	154	154	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	407		articStaccatoAbove			
52	52	155	155	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	408		articStaccatoAbove			
52	52	153	153	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	409					
52	52	153	153	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	410					
52	52	153	153	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	411					
53	53	157	157	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	412					50
53	53	157	157	0.0	1/4	1/4	Dynamic	3/4	2	1	0					sf				
53	53	157	157	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	413					51
53	53	156	156	0.0	0	0	Dynamic	3/4	3	1	0					sf				
53	53	156	156	0.0	0	0	Chord	3/4	3	1	0	grace16after	1/16	1	414					
53	53	156	156	0.0	0	0	Chord	3/4	3	1	0	grace16after	1/16	1	415					
53	53	156	156	3.0	0	0	Chord	3/4	3	1	3/4		1/2	3/2	416		ornamentTrill			
53	53	159	159	0.0	3/4	3/4	Dynamic	3/4	3	1	0					sf				
53	53	156	156	0.0	0	0	Dynamic	3/4	4	1	0					sf				
53	53	156	156	0.0	0	0	Chord	3/4	4	1	0	grace16after	1/16	1	417					
53	53	156	156	0.0	0	0	Chord	3/4	4	1	0	grace16after	1/16	1	418					
53	53	156	156	3.0	0	0	Chord	3/4	4	1	3/4		1/2	3/2	419		ornamentTrill			
54	54	159	159	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	420					
54	54	160	160	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	421		articStaccatoAbove			
54	54	161	161	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	422		articStaccatoAbove			
54	54	159	159	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	423					
54	54	159	159	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	424					
54	54	159	159	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	425					
55	55	163	163	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	426					52
55	55	162	162	0.0	0	0	Dynamic	3/4	2	1	0					sf				
55	55	163	163	0.0	1/4	1/4	Dynamic	3/4	2	1	0					sf				
55	55	163	163	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	427					53
55	55	162	162	0.0	0	0	Dynamic	3/4	3	1	0					sf				
55	55	162	162	0.0	0	0	Chord	3/4	3	1	0	grace16after	1/16	1	428					
55	55	162	162	0.0	0	0	Chord	3/4	3	1	0	grace16after	1/16	1	429					
55	55	162	162	3.0	0	0	Chord	3/4	3	1	3/4		1/2	3/2	430		ornamentTrill			
55	55	162	162	0.0	0	0	Dynamic	3/4	4	1	0					sf				
55	55	162	162	0.0	0	0	Chord	3/4	4	1	0	grace16after	1/16	1	431					
55	55	162	162	0.0	0	0	Chord	3/4	4	1	0	grace16after	1/16	1	432					
55	55	162	162	3.0	0	0	Chord	3/4	4	1	3/4		1/2	3/2	433		ornamentTrill			
56	56	165	165	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	434					
56	56	166	166	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	435		articStaccatoAbove			
56	56	167	167	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	436		articStaccatoAbove			
56	56	165	165	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	437					
56	56	166	166	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	438		articStaccatoAbove			
56	56	167	167	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	439		articStaccatoAbove			
56	56	165	165	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	440					
56	56	165	165	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	441					
57	57	168	168	0.0	0	0	Dynamic	3/4	1	1	0					sf				
57	57	168	168	0.0	0	0	Chord	3/4	1	1	0	grace16after	1/16	1	442					
57	57	168	168	0.0	0	0	Chord	3/4	1	1	0	grace16after	1/16	1	443					
57	57	168	168	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	444		ornamentTrill			
57	57	168	168	0.0	0	0	Chord	3/4	2	1	0	grace16after	1/16	1	445					
57	57	168	168	0.0	0	0	Chord	3/4	2	1	0	grace16after	1/16	1	446					
57	57	168	168	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	447		ornamentTrill			
57	57	171	171	0.0	3/4	3/4	Dynamic	3/4	2	1	0					sf				
57	57	168	168	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	448					
57	57	169	169	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	449					
57	57	170	170	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	450					
57	57	168	168	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	451					
57	57	169	169	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	452					
57	57	170	170	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	453					
58	58	171	171	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	454					
58	58	171	171	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	455					
58	58	171	171	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	456					
58	58	172	172	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	457					
58	58	173	173	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	458					
58	58	171	171	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	459					
58	58	172	172	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	460					
58	58	173	173	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	461					
59	59	174	174	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	462					
59	59	174	174	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	463					
59	59	175	175	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	464					
59	59	176	176	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	465					
59	59	175	175	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	466					
59	59	176	176	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	467					
60	60	177	177	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	468					
60	60	178	178	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	469					
60	60	179	179	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	470					
60	60	177	177	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	471					
60	60	178	178	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	472					
60	60	179	179	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	473					
60	60	177	177	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	474					
60	60	177	177	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	475					
61	61	180	180	0.0	0	0	Chord	3/4	1	1	0	grace16after	1/16	1	476					
61	61	180	180	0.0	0	0	Chord	3/4	1	1	0	grace16after	1/16	1	477					
61	61	180	180	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	478		ornamentTrill			
61	61	183	183	0.0	3/4	3/4	Dynamic	3/4	1	1	0					sf				
61	61	180	180	0.0	0	0	Chord	3/4	2	1	0	grace16after	1/16	1	479					
61	61	180	180	0.0	0	0	Chord	3/4	2	1	0	grace16after	1/16	1	480					
61	61	180	180	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	481		ornamentTrill			
61	61	183	183	0.0	3/4	3/4	Dynamic	3/4	2	1	0					sf				
61	61	180	180	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	482					
61	61	181	181	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	483					
61	61	182	182	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	484					
61	61	180	180	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	485					
61	61	181	181	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	486					
61	61	182	182	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	487					
62	62	183	183	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	488					
62	62	183	183	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	489					
62	62	183	183	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	490					
62	62	184	184	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	491					
62	62	185	185	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	492					
62	62	183	183	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	493					
62	62	184	184	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	494					
62	62	185	185	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	495					
63	63	186	186	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	496					
63	63	186	186	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	497					
63	63	187	187	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	498					
63	63	188	188	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	499					
63	63	187	187	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	500					
63	63	188	188	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	501					
64	64	189	189	0.0	0	0	StaffText	3/4	1	1	0							<b><i>Cresc.</i></b>		
64	64	189	189	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	502					
64	64	189	189	0.0	0	0	StaffText	3/4	2	1	0							<b><i>Cresc.</i></b>		
64	64	189	189	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	503					54
64	64	191	191	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	504					54
64	64	189	189	0.0	0	0	StaffText	3/4	3	1	0							<b><i>Cresc.</i></b>		
64	64	189	189	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	505		articStaccatoBelow			
64	64	190	190	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	506		articStaccatoAbove			
64	64	191	191	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	507		articStaccatoAbove			
64	64	189	189	0.0	0	0	StaffText	3/4	4	1	0							<b><i>Cresc.</i></b>		
64	64	189	189	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	508		articStaccatoAbove			
64	64	190	190	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	509		articStaccatoAbove			
64	64	191	191	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	510		articStaccatoAbove			
65	65	192	192	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	511					
65	65	193	193	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	512		articStaccatoAbove			
65	65	194	194	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	513		articStaccatoAbove			
65	65	192	192	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	514					54
65	65	194	194	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	515					
65	65	192	192	2.0	0	0	Chord	3/4	3	1	1/2		1/2	1	516					55
65	65	194	194	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	517					55
65	65	389/2	389/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	518					
65	65	192	192	2.0	0	0	Chord	3/4	4	1	1/2		1/2	1	519					56
65	65	194	194	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	520					56
65	65	389/2	389/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	521					
66	66	195	195	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	522					
66	66	195	195	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	523		articStaccatoAbove			
66	66	196	196	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	524		articStaccatoAbove			
66	66	197	197	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	525					
66	66	195	195	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	526		articStaccatoAbove			
66	66	196	196	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	527		articStaccatoAbove			
66	66	197	197	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	528		articStaccatoAbove			
66	66	195	195	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	529		articStaccatoAbove			
66	66	196	196	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	530					
66	66	197	197	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	531		articStaccatoAbove			
67	67	198	198	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	532					
67	67	199	199	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	533		articStaccatoAbove			
67	67	200	200	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	534		articStaccatoAbove			
67	67	198	198	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	535					
67	67	199	199	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	536		articStaccatoAbove			
67	67	200	200	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	537		articStaccatoAbove			
67	67	198	198	2.0	0	0	Chord	3/4	3	1	1/2		1/2	1	538					
67	67	200	200	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	539		articStaccatoAbove			
67	67	198	198	2.0	0	0	Chord	3/4	4	1	1/2		1/2	1	540					57
67	67	200	200	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	541					57
67	67	401/2	401/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	542					
68	68	201	201	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	543					
68	68	201	201	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	544					58
68	68	202	202	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	545					58
