mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin
44	44	172	172	0.25	0	0	Chord	4/4	4	1	1/16		1/16	1	1778		articStaccatoBelow							
44	44	689/4	689/4	0.25	1/16	1/16	Chord	4/4	4	1	1/16		1/16	1	1779		articStaccatoBelow							
44	44	345/2	345/2	0.25	1/8	1/8	Chord	4/4	4	1	1/16		1/16	1	1780		articStaccatoBelow							
44	44	691/4	691/4	0.125	3/16	3/16	Chord	4/4	4	1	1/32		1/32	1	1781		articStaccatoBelow							
44	44	1383/8	1383/8	0.125	7/32	7/32	Chord	4/4	4	1	1/32		1/32	1	1782		articStaccatoBelow							
44	44	173	173	0.25	1/4	1/4	Chord	4/4	4	1	1/16		1/16	1	1783		articStaccatoBelow							
44	44	693/4	693/4	0.25	5/16	5/16	Chord	4/4	4	1	1/16		1/16	1	1784		articStaccatoBelow							
44	44	347/2	347/2	0.25	3/8	3/8	Chord	4/4	4	1	1/16		1/16	1	1785		articStaccatoBelow							
44	44	695/4	695/4	0.125	7/16	7/16	Chord	4/4	4	1	1/32		1/32	1	1786		articStaccatoBelow							
44	44	1391/8	1391/8	0.125	15/32	15/32	Chord	4/4	4	1	1/32		1/32	1	1787		articStaccatoBelow							
44	44	174	174	0.25	1/2	1/2	Chord	4/4	4	1	1/16		1/16	1	1788		articStaccatoBelow							
44	44	697/4	697/4	0.25	9/16	9/16	Chord	4/4	4	1	1/16		1/16	1	1789		articStaccatoBelow							
44	44	349/2	349/2	0.25	5/8	5/8	Chord	4/4	4	1	1/16		1/16	1	1790		articStaccatoBelow							
44	44	699/4	699/4	0.125	11/16	11/16	Chord	4/4	4	1	1/32		1/32	1	1791		articStaccatoBelow							
44	44	1399/8	1399/8	0.125	23/32	23/32	Chord	4/4	4	1	1/32		1/32	1	1792		articStaccatoBelow							
44	44	175	175	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	1793		articStaccatoAbove							
45	45	179	179	0.0	3/4	3/4	StaffText	4/4	1	1	0							<i>cresc.</i>						
45	45	179	179	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1794		articStaccatoAbove							
45	45	359/2	359/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1795		articStaccatoAbove							
45	45	176	176	0.0	0	0	StaffText	4/4	2	1	0							"<font size=""6.7""/><b>pizz.</b>"						
45	45	176	176	0.0	0	0	StaffText	4/4	2	1	0							"<font size=""6.7""/><b>pizz.</b>"						
45	45	177	177	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1796									
45	45	355/2	355/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1797									
45	45	178	178	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1798									
45	45	179	179	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1799									
45	45	359/2	359/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1800									
45	45	176	176	0.0	0	0	StaffText	4/4	3	1	0							"<font size=""6.7""/><b>pizz.</b>"						
45	45	178	178	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	1801									
45	45	357/2	357/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	1802									
45	45	179	179	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	1803									
45	45	359/2	359/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	1804									
45	45	176	176	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	1805									
45	45	353/2	353/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	1806									
45	45	177	177	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	1807									
45	45	178	178	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	1808									
45	45	179	179	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	1809									
46	46	180	180	0.0	0	0	Dynamic	4/4	1	1	0					fp								
46	46	180	180	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1810									
46	46	181	181	0.0	1/4	1/4	Chord	4/4	1	1	0	grace16	1/16	1	1811									
46	46	181	181	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1812		articStaccatoAbove							
46	46	725/4	725/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1813		articStaccatoAbove							
46	46	363/2	363/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1814		articStaccatoAbove							
46	46	727/4	727/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1815		articStaccatoAbove							
46	46	182	182	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1816		articStaccatoAbove							
46	46	365/2	365/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1817		articStaccatoAbove							
46	46	183	183	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1818		articStaccatoAbove							
46	46	180	180	0.0	0	0	StaffText	4/4	2	1	0							"<font size=""6.7""/><b>arco</b>"						
46	46	180	180	0.0	0	0	Dynamic	4/4	2	1	0					fp								
46	46	180	180	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1819									
46	46	181	181	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1820		articStaccatoBelow							
46	46	363/2	363/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1821		articStaccatoBelow							
46	46	182	182	0.0	1/2	1/2	Chord	4/4	2	1	0	grace16	1/16	1	1822									
46	46	182	182	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1823		articStaccatoBelow							
46	46	729/4	729/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	1824		articStaccatoBelow							
46	46	365/2	365/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1825		articStaccatoBelow							
46	46	731/4	731/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1826		articStaccatoBelow							
46	46	183	183	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1827		articStaccatoBelow							
46	46	180	180	0.0	0	0	StaffText	4/4	3	1	0							"<font size=""6.7""/><b>arco</b>"						
46	46	180	180	0.0	0	0	Dynamic	4/4	3	1	0					fp								
46	46	180	180	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	1828									
46	46	181	181	0.25	1/4	1/4	Chord	4/4	3	1	1/16		1/16	1	1829		articStaccatoBelow							
46	46	725/4	725/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16		1/16	1	1830		articStaccatoBelow							
46	46	363/2	363/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16		1/16	1	1831		articStaccatoBelow							
46	46	727/4	727/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	1832		articStaccatoBelow							
46	46	182	182	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	1833		articStaccatoBelow							
46	46	365/2	365/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	1834		articStaccatoBelow							
46	46	183	183	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	1835		articStaccatoBelow							
46	46	180	180	0.0	0	0	StaffText	4/4	4	1	0							"<font size=""6.7""/><b>arco</b>"						
46	46	180	180	0.0	0	0	Dynamic	4/4	4	1	0					fp								
46	46	180	180	0.0	0	0	Chord	4/4	4	1	0	grace16	1/16	1	1836									
46	46	180	180	0.25	0	0	Chord	4/4	4	1	1/16		1/16	1	1837		articStaccatoAbove							
46	46	721/4	721/4	0.25	1/16	1/16	Chord	4/4	4	1	1/16		1/16	1	1838		articStaccatoAbove							
46	46	361/2	361/2	0.25	1/8	1/8	Chord	4/4	4	1	1/16		1/16	1	1839		articStaccatoAbove							
46	46	723/4	723/4	0.125	3/16	3/16	Chord	4/4	4	1	1/32		1/32	1	1840		articStaccatoAbove							
46	46	1447/8	1447/8	0.125	7/32	7/32	Chord	4/4	4	1	1/32		1/32	1	1841		articStaccatoAbove							
46	46	181	181	0.0	1/4	1/4	Chord	4/4	4	1	0	grace16	1/16	1	1842									
46	46	181	181	0.25	1/4	1/4	Chord	4/4	4	1	1/16		1/16	1	1843		articStaccatoAbove							
46	46	725/4	725/4	0.25	5/16	5/16	Chord	4/4	4	1	1/16		1/16	1	1844		articStaccatoAbove							
46	46	363/2	363/2	0.25	3/8	3/8	Chord	4/4	4	1	1/16		1/16	1	1845		articStaccatoAbove							
46	46	727/4	727/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16		1/16	1	1846		articStaccatoAbove							
46	46	182	182	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	1847		articStaccatoAbove							
46	46	365/2	365/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	1848									
46	46	183	183	0.0	3/4	3/4	Chord	4/4	4	1	0	grace16	1/16	1	1849									
46	46	183	183	0.25	3/4	3/4	Chord	4/4	4	1	1/16		1/16	1	1850		articStaccatoAbove							
46	46	733/4	733/4	0.25	13/16	13/16	Chord	4/4	4	1	1/16		1/16	1	1851		articStaccatoAbove							
46	46	367/2	367/2	0.25	7/8	7/8	Chord	4/4	4	1	1/16		1/16	1	1852		articStaccatoAbove							
46	46	735/4	735/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16		1/16	1	1853		articStaccatoAbove							
47	47	184	184	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1854									
47	47	185	185	0.0	1/4	1/4	Chord	4/4	1	1	0	grace16	1/16	1	1855									
47	47	185	185	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1856		articStaccatoAbove							
47	47	741/4	741/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1857		articStaccatoAbove							
47	47	371/2	371/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1858		articStaccatoAbove							
47	47	743/4	743/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1859		articStaccatoAbove							
47	47	186	186	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1860		articStaccatoAbove							
47	47	373/2	373/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1861		articStaccatoAbove							
47	47	187	187	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1862		articStaccatoAbove							
47	47	184	184	0.0	0	0	Chord	4/4	2	1	0	grace16	1/16	1	1863									
47	47	184	184	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	1864		articStaccatoBelow							
47	47	737/4	737/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1865		articStaccatoBelow							
47	47	369/2	369/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1866		articStaccatoBelow							
47	47	739/4	739/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1867		articStaccatoBelow							
47	47	186	186	0.0	1/2	1/2	Chord	4/4	2	1	0	grace16	1/16	1	1868									
47	47	186	186	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1869		articStaccatoBelow							
47	47	745/4	745/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	1870		articStaccatoBelow							
47	47	373/2	373/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1871		articStaccatoBelow							
47	47	747/4	747/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1872		articStaccatoBelow							
47	47	187	187	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	1873		articStaccatoAbove							
47	47	749/4	749/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	1874		articStaccatoAbove							
47	47	375/2	375/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1875		articStaccatoAbove							
47	47	751/4	751/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1876		articStaccatoAbove							
47	47	184	184	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	1877									
47	47	185	185	0.0	1/4	1/4	Chord	4/4	3	1	0	grace16	1/16	1	1878									
47	47	185	185	0.25	1/4	1/4	Chord	4/4	3	1	1/16		1/16	1	1879		articStaccatoBelow							
47	47	741/4	741/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16		1/16	1	1880		articStaccatoBelow							
47	47	371/2	371/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16		1/16	1	1881		articStaccatoBelow							
47	47	743/4	743/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	1882		articStaccatoBelow							
47	47	186	186	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	1883		articStaccatoBelow							
47	47	373/2	373/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	1884		articStaccatoBelow							
47	47	187	187	0.25	3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	1885		articStaccatoBelow							
47	47	749/4	749/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	1886		articStaccatoBelow							
47	47	375/2	375/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	1887		articStaccatoBelow							
47	47	751/4	751/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	1888		articStaccatoBelow							
47	47	184	184	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	1889									
47	47	185	185	0.25	1/4	1/4	Chord	4/4	4	1	1/16		1/16	1	1890		articStaccatoBelow							
47	47	741/4	741/4	0.25	5/16	5/16	Chord	4/4	4	1	1/16		1/16	1	1891		articStaccatoBelow							
47	47	371/2	371/2	0.25	3/8	3/8	Chord	4/4	4	1	1/16		1/16	1	1892		articStaccatoBelow							
47	47	743/4	743/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16		1/16	1	1893		articStaccatoBelow							
47	47	186	186	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	1894		articStaccatoBelow							
47	47	373/2	373/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	1895		articStaccatoBelow							
47	47	187	187	0.25	3/4	3/4	Chord	4/4	4	1	1/16		1/16	1	1896		articStaccatoBelow							
47	47	749/4	749/4	0.25	13/16	13/16	Chord	4/4	4	1	1/16		1/16	1	1897		articStaccatoBelow							
47	47	375/2	375/2	0.25	7/8	7/8	Chord	4/4	4	1	1/16		1/16	1	1898		articStaccatoBelow							
47	47	751/4	751/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16		1/16	1	1899		articStaccatoBelow							
48	48	188	188	0.0	0	0	Dynamic	4/4	1	1	0					pp								
48	48	188	188	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1900		articStaccatoAbove							
48	48	377/2	377/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1901		articStaccatoAbove							
48	48	189	189	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1902		articStaccatoAbove							
48	48	190	190	0.0	1/2	1/2	Dynamic	4/4	1	1	0					fp								
48	48	190	190	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1903		articStaccatoAbove							
48	48	381/2	381/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1904		articStaccatoAbove							
48	48	188	188	0.0	0	0	Chord	4/4	2	1	0	grace16	1/16	1	1905									
48	48	188	188	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	1906		articStaccatoAbove							
48	48	753/4	753/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1907		articStaccatoAbove							
48	48	377/2	377/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1908		articStaccatoAbove							
48	48	755/4	755/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1909		articStaccatoAbove							
48	48	189	189	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1910		articStaccatoAbove							
48	48	190	190	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1911		articStaccatoAbove							
48	48	381/2	381/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1912		articStaccatoAbove							
48	48	188	188	0.0	0	0	Dynamic	4/4	3	1	0					pp								
48	48	188	188	0.0	0	0	Dynamic	4/4	3	1	0					pp								
48	48	189	189	0.25	1/4	1/4	Chord	4/4	3	1	1/16		1/16	1	1913		articStaccatoBelow							
48	48	757/4	757/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16		1/16	1	1914		articStaccatoBelow							
48	48	379/2	379/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16		1/16	1	1915		articStaccatoBelow							
48	48	759/4	759/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	1916		articStaccatoBelow							
48	48	190	190	0.0	1/2	1/2	Dynamic	4/4	3	1	0					fp								
48	48	190	190	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	1917		articStaccatoBelow							
48	48	381/2	381/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	1918		articStaccatoBelow							
48	48	188	188	0.0	0	0	Dynamic	4/4	4	1	0					pp								
48	48	188	188	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	1919		articStaccatoAbove							
48	48	377/2	377/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	1920		articStaccatoAbove							
48	48	189	189	0.0	1/4	1/4	Chord	4/4	4	1	0	grace16	1/16	1	1921									
48	48	189	189	0.25	1/4	1/4	Chord	4/4	4	1	1/16		1/16	1	1922		articStaccatoAbove							
48	48	757/4	757/4	0.25	5/16	5/16	Chord	4/4	4	1	1/16		1/16	1	1923		articStaccatoAbove							
48	48	379/2	379/2	0.25	3/8	3/8	Chord	4/4	4	1	1/16		1/16	1	1924		articStaccatoAbove							
48	48	759/4	759/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16		1/16	1	1925		articStaccatoAbove							
48	48	190	190	0.0	1/2	1/2	Dynamic	4/4	4	1	0					fp								
48	48	190	190	0.0	1/2	1/2	Dynamic	4/4	4	1	0					fp								
48	48	190	190	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	1926		articStaccatoBelow							
48	48	381/2	381/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	1927		articStaccatoBelow							
48	48	765/4	765/4	0.125	13/16	13/16	Chord	4/4	4	1	1/32		1/32	1	1928		articStaccatoBelow							
48	48	1531/8	1531/8	0.125	27/32	27/32	Chord	4/4	4	1	1/32		1/32	1	1929		articStaccatoBelow							
48	48	383/2	383/2	0.25	7/8	7/8	Chord	4/4	4	1	1/16		1/16	1	1930		articStaccatoBelow							
48	48	767/4	767/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16		1/16	1	1931		articStaccatoBelow							
49	49	192	192	0.0	0	0	Dynamic	4/4	1	1	0					pp								
49	49	781/4	781/4	0.125	13/16	13/16	Chord	4/4	1	1	1/32		1/32	1	1932							135		
49	49	1563/8	1563/8	0.125	27/32	27/32	Chord	4/4	1	1	1/32		1/32	1	1933									
49	49	391/2	391/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1934		articStaccatoAbove							
49	49	783/4	783/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1935		articStaccatoAbove							
49	49	192	192	0.0	0	0	Dynamic	4/4	2	1	0					pp								
49	49	194	194	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1936		articStaccatoBelow							
49	49	389/2	389/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1937		articStaccatoBelow							
49	49	195	195	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1938		articStaccatoBelow							
49	49	192	192	0.0	0	0	Dynamic	4/4	3	1	0					pp								
49	49	194	194	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	1939		articStaccatoBelow							
49	49	389/2	389/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	1940		articStaccatoBelow							
49	49	195	195	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	1941		articStaccatoBelow							
49	49	192	192	0.0	0	0	Dynamic	4/4	4	1	0					pp								
49	49	192	192	0.0	0	0	Spanner	4/4	4	1	0												22	
49	49	192	192	0.75	0	0	Chord	4/4	4	1	3/16		1/8	3/2	1942							136	22	
49	49	771/4	771/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16		1/16	1	1943								22	
49	49	193	193	0.0	1/4	1/4	Spanner	4/4	4	1	0													
49	49	193	193	0.0	1/4	1/4	Spanner	4/4	4	1	0													33
49	49	193	193	0.75	1/4	1/4	Chord	4/4	4	1	3/16		1/8	3/2	1944							137		33
49	49	775/4	775/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16		1/16	1	1945									33
49	49	194	194	0.0	1/2	1/2	Spanner	4/4	4	1	0													
49	49	389/2	389/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	1946		articStaccatoBelow							
49	49	195	195	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	1947		articStaccatoBelow							
49	49	391/2	391/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	1948		articStaccatoBelow							
50	50	196	196	0.0	0	0	Dynamic	4/4	1	1	0					pp								
50	50	196	196	0.0	0	0	Spanner	4/4	1	1	0												23	
50	50	196	196	0.75	0	0	Chord	4/4	1	1	3/16		1/8	3/2	1949							138	23	
50	50	787/4	787/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1950								23	
50	50	197	197	0.0	1/4	1/4	Spanner	4/4	1	1	0													
50	50	197	197	0.0	1/4	1/4	Spanner	4/4	1	1	0													34
50	50	197	197	0.75	1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	1951							139		34
50	50	791/4	791/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1952									34
50	50	198	198	0.0	1/2	1/2	Spanner	4/4	1	1	0													
50	50	797/4	797/4	0.125	13/16	13/16	Chord	4/4	1	1	1/32		1/32	1	1953							140		
50	50	1595/8	1595/8	0.125	27/32	27/32	Chord	4/4	1	1	1/32		1/32	1	1954									
50	50	399/2	399/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1955		articStaccatoAbove							
50	50	799/4	799/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1956		articStaccatoAbove							
50	50	196	196	0.0	0	0	Dynamic	4/4	2	1	0					pp								
50	50	393/2	393/2	0.0	1/8	1/8	Spanner	4/4	2	1	0												24	
50	50	393/2	393/2	0.125	1/8	1/8	Chord	4/4	2	1	1/32		1/32	1	1957							141	24	
50	50	1573/8	1573/8	0.125	5/32	5/32	Chord	4/4	2	1	1/32		1/32	1	1958								24	
50	50	787/4	787/4	0.0	3/16	3/16	Spanner	4/4	2	1	0													
50	50	395/2	395/2	0.0	3/8	3/8	Spanner	4/4	2	1	0												25	
50	50	395/2	395/2	0.125	3/8	3/8	Chord	4/4	2	1	1/32		1/32	1	1959							142	25	
50	50	1581/8	1581/8	0.125	13/32	13/32	Chord	4/4	2	1	1/32		1/32	1	1960								25	
50	50	791/4	791/4	0.0	7/16	7/16	Spanner	4/4	2	1	0													
50	50	397/2	397/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1961									
50	50	199	199	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1962									
50	50	399/2	399/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1963									
50	50	196	196	0.0	0	0	Dynamic	4/4	3	1	0					pp								
50	50	787/4	787/4	0.0	3/16	3/16	Spanner	4/4	3	1	0												26	
50	50	787/4	787/4	0.125	3/16	3/16	Chord	4/4	3	1	1/32		1/32	1	1964							143	26	
50	50	1575/8	1575/8	0.125	7/32	7/32	Chord	4/4	3	1	1/32		1/32	1	1965								26	
50	50	197	197	0.0	1/4	1/4	Spanner	4/4	3	1	0													
50	50	791/4	791/4	0.0	7/16	7/16	Spanner	4/4	3	1	0												27	
50	50	791/4	791/4	0.125	7/16	7/16	Chord	4/4	3	1	1/32		1/32	1	1966							144	27	
50	50	1583/8	1583/8	0.125	15/32	15/32	Chord	4/4	3	1	1/32		1/32	1	1967								27	
50	50	198	198	0.0	1/2	1/2	Spanner	4/4	3	1	0													
50	50	198	198	0.08333333333333333	1/2	1/2	Chord	4/4	3	1	1/48		1/32	2/3	1968							145		
50	50	2377/12	2377/12	0.08333333333333333	25/48	25/48	Chord	4/4	3	1	1/48		1/32	2/3	1969							145		
50	50	1189/6	1189/6	0.08333333333333333	13/24	13/24	Chord	4/4	3	1	1/48		1/32	2/3	1970							145		
50	50	793/4	793/4	0.08333333333333333	9/16	9/16	Chord	4/4	3	1	1/48		1/32	2/3	1971							145		
50	50	595/3	595/3	0.08333333333333333	7/12	7/12	Chord	4/4	3	1	1/48		1/32	2/3	1972							145		
50	50	2381/12	2381/12	0.08333333333333333	29/48	29/48	Chord	4/4	3	1	1/48		1/32	2/3	1973									
50	50	397/2	397/2	0.08333333333333333	5/8	5/8	Chord	4/4	3	1	1/48		1/32	2/3	1974							146		
50	50	2383/12	2383/12	0.08333333333333333	31/48	31/48	Chord	4/4	3	1	1/48		1/32	2/3	1975							146		
50	50	596/3	596/3	0.08333333333333333	2/3	2/3	Chord	4/4	3	1	1/48		1/32	2/3	1976							146		
50	50	795/4	795/4	0.08333333333333333	11/16	11/16	Chord	4/4	3	1	1/48		1/32	2/3	1977							146		
50	50	1193/6	1193/6	0.08333333333333333	17/24	17/24	Chord	4/4	3	1	1/48		1/32	2/3	1978							146		
50	50	2387/12	2387/12	0.08333333333333333	35/48	35/48	Chord	4/4	3	1	1/48		1/32	2/3	1979									
50	50	199	199	0.08333333333333333	3/4	3/4	Chord	4/4	3	1	1/48		1/32	2/3	1980							147		
50	50	2389/12	2389/12	0.08333333333333333	37/48	37/48	Chord	4/4	3	1	1/48		1/32	2/3	1981							147		
50	50	1195/6	1195/6	0.08333333333333333	19/24	19/24	Chord	4/4	3	1	1/48		1/32	2/3	1982							147		
50	50	797/4	797/4	0.08333333333333333	13/16	13/16	Chord	4/4	3	1	1/48		1/32	2/3	1983							147		
50	50	598/3	598/3	0.08333333333333333	5/6	5/6	Chord	4/4	3	1	1/48		1/32	2/3	1984							147		
50	50	2393/12	2393/12	0.08333333333333333	41/48	41/48	Chord	4/4	3	1	1/48		1/32	2/3	1985									
50	50	399/2	399/2	0.08333333333333333	7/8	7/8	Chord	4/4	3	1	1/48		1/32	2/3	1986							148		
50	50	2395/12	2395/12	0.08333333333333333	43/48	43/48	Chord	4/4	3	1	1/48		1/32	2/3	1987							148		
50	50	599/3	599/3	0.08333333333333333	11/12	11/12	Chord	4/4	3	1	1/48		1/32	2/3	1988							148		
50	50	799/4	799/4	0.08333333333333333	15/16	15/16	Chord	4/4	3	1	1/48		1/32	2/3	1989							148		
50	50	1199/6	1199/6	0.08333333333333333	23/24	23/24	Chord	4/4	3	1	1/48		1/32	2/3	1990							148		
50	50	2399/12	2399/12	0.08333333333333333	47/48	47/48	Chord	4/4	3	1	1/48		1/32	2/3	1991									
50	50	196	196	0.0	0	0	Dynamic	4/4	4	1	0					pp								
50	50	393/2	393/2	0.0	1/8	1/8	Spanner	4/4	4	1	0												28	
50	50	393/2	393/2	1.0	1/8	1/8	Chord	4/4	4	1	1/4		1/4	1	1992							149	28	
50	50	395/2	395/2	0.0	3/8	3/8	Spanner	4/4	4	1	0												28	35
