mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible
72	71	575/2	575/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1071						
72	71	284	284	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	1072						
72	71	569/2	569/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	1073						
72	71	285	285	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	1074						
72	71	571/2	571/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1075						
72	71	286	286	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	1076						
72	71	284	284	0.5	0	0	Chord	2/2	3	1	1/8		1/8	1	1077						
72	71	569/2	569/2	0.5	1/8	1/8	Chord	2/2	3	1	1/8		1/8	1	1078						
72	71	285	285	0.5	1/4	1/4	Chord	2/2	3	1	1/8		1/8	1	1079						
72	71	571/2	571/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	1080						
72	71	286	286	2.0	1/2	1/2	Chord	2/2	3	1	1/2		1/2	1	1081						
72	71	284	284	4.0	0	0	Chord	2/2	4	1	1		1	1	1082						
73	72	288	288	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	1083						
73	72	577/2	577/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	1084						
73	72	289	289	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	1085						
73	72	579/2	579/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1086						
73	72	290	290	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	1087						
73	72	581/2	581/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1088						
73	72	291	291	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1089						
73	72	583/2	583/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1090						
73	72	288	288	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	1091						
73	72	289	289	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	1092						
73	72	290	290	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1093						
73	72	291	291	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1094						
73	72	288	288	1.0	0	0	Chord	2/2	3	1	1/4		1/4	1	1095						
73	72	289	289	1.0	1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	1096						
73	72	290	290	1.0	1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	1097						
73	72	291	291	1.0	3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	1098						
73	72	288	288	1.0	0	0	Chord	2/2	4	1	1/4		1/4	1	1099						
73	72	289	289	1.0	1/4	1/4	Chord	2/2	4	1	1/4		1/4	1	1100						
73	72	290	290	1.0	1/2	1/2	Chord	2/2	4	1	1/4		1/4	1	1101						
73	72	291	291	1.0	3/4	3/4	Chord	2/2	4	1	1/4		1/4	1	1102						
74	73	292	292	0.0	0	0	StaffText	2/2	1	1	0							<i>cresc.</i>			
74	73	292	292	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	1103						
74	73	294	294	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	1104						
74	73	589/2	589/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1105						
74	73	295	295	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1106						
74	73	591/2	591/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1107						
74	73	292	292	0.0	0	0	StaffText	2/2	2	1	0							<i>cresc.</i>			
74	73	292	292	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	1108						
74	73	585/2	585/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	1109						
74	73	293	293	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	1110						
74	73	587/2	587/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1111						
74	73	294	294	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	1112						
74	73	292	292	0.0	0	0	StaffText	2/2	3	1	0							<i>cresc.</i>			
74	73	292	292	0.5	0	0	Chord	2/2	3	1	1/8		1/8	1	1113						
74	73	585/2	585/2	0.5	1/8	1/8	Chord	2/2	3	1	1/8		1/8	1	1114						
74	73	293	293	0.5	1/4	1/4	Chord	2/2	3	1	1/8		1/8	1	1115						
74	73	587/2	587/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	1116						
74	73	294	294	2.0	1/2	1/2	Chord	2/2	3	1	1/2		1/2	1	1117						
74	73	292	292	0.0	0	0	StaffText	2/2	4	1	0							<i>cresc.</i>			
74	73	292	292	1.0	0	0	Chord	2/2	4	1	1/4		1/4	1	1118						
74	73	293	293	3.0	1/4	1/4	Chord	2/2	4	1	3/4		1/2	3/2	1119						
75	74	296	296	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	1120						
75	74	297	297	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	1121						
75	74	298	298	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	1122						
75	74	597/2	597/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1123						
75	74	299	299	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1124						
75	74	599/2	599/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1125						
75	74	296	296	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	1126						
75	74	593/2	593/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	1127						
75	74	297	297	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	1128						
75	74	595/2	595/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1129						
75	74	298	298	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	1130						
75	74	296	296	0.5	0	0	Chord	2/2	3	1	1/8		1/8	1	1131						
75	74	593/2	593/2	0.5	1/8	1/8	Chord	2/2	3	1	1/8		1/8	1	1132						
75	74	297	297	0.5	1/4	1/4	Chord	2/2	3	1	1/8		1/8	1	1133						
75	74	595/2	595/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	1134						
75	74	298	298	2.0	1/2	1/2	Chord	2/2	3	1	1/2		1/2	1	1135						
75	74	296	296	1.0	0	0	Chord	2/2	4	1	1/4		1/4	1	1136						
75	74	297	297	3.0	1/4	1/4	Chord	2/2	4	1	3/4		1/2	3/2	1137						
76	75	300	300	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	1138						
76	75	302	302	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	1139						
76	75	605/2	605/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1140						
76	75	303	303	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1141						
76	75	607/2	607/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1142						
76	75	300	300	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	1143						
76	75	601/2	601/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	1144						
76	75	301	301	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	1145						
76	75	603/2	603/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1146						
76	75	302	302	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	1147						
76	75	300	300	0.5	0	0	Chord	2/2	3	1	1/8		1/8	1	1148						
76	75	601/2	601/2	0.5	1/8	1/8	Chord	2/2	3	1	1/8		1/8	1	1149						
76	75	301	301	0.5	1/4	1/4	Chord	2/2	3	1	1/8		1/8	1	1150						
76	75	603/2	603/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	1151						
76	75	302	302	2.0	1/2	1/2	Chord	2/2	3	1	1/2		1/2	1	1152						
76	75	300	300	1.0	0	0	Chord	2/2	4	1	1/4		1/4	1	1153						
76	75	301	301	3.0	1/4	1/4	Chord	2/2	4	1	3/4		1/2	3/2	1154						
77	76	304	304	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	1155						
77	76	306	306	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	1156						
77	76	613/2	613/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1157						
77	76	307	307	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1158						
77	76	615/2	615/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1159						
77	76	304	304	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	1160						
77	76	609/2	609/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	1161						
77	76	305	305	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	1162						
77	76	611/2	611/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1163						
77	76	306	306	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	1164						
77	76	304	304	0.5	0	0	Chord	2/2	3	1	1/8		1/8	1	1165						
77	76	609/2	609/2	0.5	1/8	1/8	Chord	2/2	3	1	1/8		1/8	1	1166						
77	76	305	305	0.5	1/4	1/4	Chord	2/2	3	1	1/8		1/8	1	1167						
77	76	611/2	611/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	1168						
77	76	306	306	2.0	1/2	1/2	Chord	2/2	3	1	1/2		1/2	1	1169						
77	76	304	304	1.0	0	0	Chord	2/2	4	1	1/4		1/4	1	1170						
77	76	305	305	3.0	1/4	1/4	Chord	2/2	4	1	3/4		1/2	3/2	1171						
78	77	308	308	0.0	0	0	Dynamic	2/2	1	1	0					f					
78	77	308	308	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	1172						
78	77	617/2	617/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	1173						
78	77	309	309	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	1174						
78	77	619/2	619/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1175						
78	77	310	310	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	1176						
78	77	621/2	621/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1177						
78	77	311	311	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1178						
78	77	623/2	623/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1179						
78	77	308	308	0.0	0	0	Dynamic	2/2	2	1	0					f					
78	77	308	308	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	1180						
78	77	310	310	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1181						
78	77	308	308	0.0	0	0	Dynamic	2/2	3	1	0					f					
78	77	308	308	1.0	0	0	Chord	2/2	3	1	1/4		1/4	1	1182						
78	77	310	310	1.0	1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	1183						
78	77	308	308	0.0	0	0	Dynamic	2/2	4	1	0					f					
78	77	308	308	1.0	0	0	Chord	2/2	4	1	1/4		1/4	1	1184						
78	77	310	310	1.0	1/2	1/2	Chord	2/2	4	1	1/4		1/4	1	1185						
79	78	312	312	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	1186						
79	78	625/2	625/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	1187						
79	78	313	313	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	1188						
79	78	627/2	627/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1189						
79	78	314	314	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	1190						
79	78	629/2	629/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1191						
79	78	315	315	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1192						
79	78	631/2	631/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1193						
79	78	312	312	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	1194						
79	78	314	314	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	1195						
79	78	629/2	629/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	1196						
79	78	315	315	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	1197						
79	78	631/2	631/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	1198						
79	78	312	312	1.0	0	0	Chord	2/2	3	1	1/4		1/4	1	1199						
79	78	314	314	0.5	1/2	1/2	Chord	2/2	3	1	1/8		1/8	1	1200						
79	78	629/2	629/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8		1/8	1	1201						
79	78	315	315	0.5	3/4	3/4	Chord	2/2	3	1	1/8		1/8	1	1202						
79	78	631/2	631/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	1203						
79	78	312	312	1.0	0	0	Chord	2/2	4	1	1/4		1/4	1	1204						
79	78	314	314	1.0	1/2	1/2	Chord	2/2	4	1	1/4		1/4	1	1205						
80	79	316	316	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	1206						
80	79	633/2	633/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	1207						
80	79	317	317	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	1208						
80	79	635/2	635/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1209						
80	79	318	318	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	1210						
80	79	637/2	637/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1211						
80	79	319	319	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1212						
80	79	639/2	639/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1213						
80	79	316	316	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	1214						
80	79	318	318	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1215						
80	79	316	316	1.0	0	0	Chord	2/2	3	1	1/4		1/4	1	1216						
80	79	318	318	1.0	1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	1217						
80	79	316	316	1.0	0	0	Chord	2/2	4	1	1/4		1/4	1	1218						
80	79	318	318	1.0	1/2	1/2	Chord	2/2	4	1	1/4		1/4	1	1219						
81	80	320	320	0.0	0	0	Dynamic	2/2	1	1	0					p					
81	80	320	320	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	1220						
81	80	641/2	641/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	1221						
81	80	321	321	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	1222						
81	80	643/2	643/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1223						
81	80	322	322	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	1224						
81	80	322	322	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	1225						
81	80	645/2	645/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	1226						
81	80	323	323	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	1227						
81	80	647/2	647/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	1228						
81	80	320	320	0.0	0	0	Dynamic	2/2	3	1	0					p					
82	81	324	324	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	1229						
82	81	325	325	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	1230						
82	81	326	326	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	1231						
82	81	327	327	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	1232						
82	81	324	324	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	1233						
82	81	649/2	649/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	1234						
82	81	325	325	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	1235						
82	81	651/2	651/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1236						
82	81	326	326	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	1237						
82	81	653/2	653/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	1238						
82	81	327	327	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	1239						
82	81	655/2	655/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	1240						
82	81	324	324	0.5	0	0	Chord	2/2	3	1	1/8		1/8	1	1241						
82	81	649/2	649/2	0.5	1/8	1/8	Chord	2/2	3	1	1/8		1/8	1	1242						
82	81	325	325	0.5	1/4	1/4	Chord	2/2	3	1	1/8		1/8	1	1243						
82	81	651/2	651/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	1244						
82	81	326	326	0.5	1/2	1/2	Chord	2/2	3	1	1/8		1/8	1	1245						
82	81	653/2	653/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8		1/8	1	1246						
82	81	327	327	0.5	3/4	3/4	Chord	2/2	3	1	1/8		1/8	1	1247						
82	81	655/2	655/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	1248						
82	81	324	324	0.0	0	0	Dynamic	2/2	4	1	0					p					
82	81	324	324	0.0	0	0	Dynamic	2/2	4	1	0					p					
82	81	324	324	0.5	0	0	Chord	2/2	4	1	1/8		1/8	1	1249						
82	81	649/2	649/2	0.5	1/8	1/8	Chord	2/2	4	1	1/8		1/8	1	1250						
82	81	325	325	0.5	1/4	1/4	Chord	2/2	4	1	1/8		1/8	1	1251						
82	81	651/2	651/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8		1/8	1	1252						
82	81	326	326	0.5	1/2	1/2	Chord	2/2	4	1	1/8		1/8	1	1253						
82	81	653/2	653/2	0.5	5/8	5/8	Chord	2/2	4	1	1/8		1/8	1	1254						
82	81	327	327	0.5	3/4	3/4	Chord	2/2	4	1	1/8		1/8	1	1255						
82	81	655/2	655/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	1256						
83	82	328	328	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	1257						
83	82	329	329	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	1258						
83	82	330	330	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	1259						
83	82	331	331	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	1260						
83	82	328	328	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	1261						
83	82	657/2	657/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	1262						
83	82	329	329	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	1263						
83	82	659/2	659/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1264						
83	82	330	330	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	1265						
83	82	661/2	661/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	1266						
83	82	331	331	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	1267						
83	82	663/2	663/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	1268						
83	82	328	328	0.5	0	0	Chord	2/2	3	1	1/8		1/8	1	1269						
83	82	657/2	657/2	0.5	1/8	1/8	Chord	2/2	3	1	1/8		1/8	1	1270						
83	82	329	329	0.5	1/4	1/4	Chord	2/2	3	1	1/8		1/8	1	1271						
83	82	659/2	659/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	1272						
83	82	330	330	0.5	1/2	1/2	Chord	2/2	3	1	1/8		1/8	1	1273						
83	82	661/2	661/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8		1/8	1	1274						
83	82	331	331	0.5	3/4	3/4	Chord	2/2	3	1	1/8		1/8	1	1275						
83	82	663/2	663/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	1276						
83	82	328	328	0.5	0	0	Chord	2/2	4	1	1/8		1/8	1	1277						
83	82	657/2	657/2	0.5	1/8	1/8	Chord	2/2	4	1	1/8		1/8	1	1278						
83	82	329	329	0.5	1/4	1/4	Chord	2/2	4	1	1/8		1/8	1	1279						
83	82	659/2	659/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8		1/8	1	1280						
83	82	330	330	0.5	1/2	1/2	Chord	2/2	4	1	1/8		1/8	1	1281						
83	82	661/2	661/2	0.5	5/8	5/8	Chord	2/2	4	1	1/8		1/8	1	1282						
83	82	331	331	0.5	3/4	3/4	Chord	2/2	4	1	1/8		1/8	1	1283						
83	82	663/2	663/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	1284						
84	83	332	332	0.0	0	0	StaffText	2/2	1	1	0							<i>cresc.</i>			
84	83	332	332	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	1285						
84	83	333	333	0.0	1/4	1/4	Dynamic	2/2	1	1	0					sf					
84	83	333	333	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	1286						
84	83	334	334	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	1287						
84	83	335	335	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	1288						
84	83	332	332	0.0	0	0	StaffText	2/2	2	1	0							<i>cresc.</i>			
84	83	332	332	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	1289						
84	83	665/2	665/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	1290						
84	83	333	333	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	1291						
84	83	667/2	667/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1292						
84	83	334	334	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	1293						
84	83	669/2	669/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	1294						
84	83	335	335	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	1295						
84	83	671/2	671/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	1296						
84	83	332	332	0.0	0	0	StaffText	2/2	3	1	0							<i>cresc.</i>			
84	83	332	332	0.5	0	0	Chord	2/2	3	1	1/8		1/8	1	1297						
84	83	665/2	665/2	0.5	1/8	1/8	Chord	2/2	3	1	1/8		1/8	1	1298						
84	83	333	333	0.0	1/4	1/4	Dynamic	2/2	3	1	0					sf					
84	83	333	333	0.5	1/4	1/4	Chord	2/2	3	1	1/8		1/8	1	1299						
84	83	667/2	667/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	1300						
84	83	334	334	0.5	1/2	1/2	Chord	2/2	3	1	1/8		1/8	1	1301						
84	83	669/2	669/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8		1/8	1	1302						
84	83	335	335	0.5	3/4	3/4	Chord	2/2	3	1	1/8		1/8	1	1303						
84	83	671/2	671/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	1304						
84	83	332	332	0.0	0	0	StaffText	2/2	4	1	0							<i>cresc.</i>			
84	83	332	332	0.5	0	0	Chord	2/2	4	1	1/8		1/8	1	1305						
84	83	665/2	665/2	0.5	1/8	1/8	Chord	2/2	4	1	1/8		1/8	1	1306						
84	83	333	333	0.0	1/4	1/4	Dynamic	2/2	4	1	0					sf					
84	83	333	333	0.0	1/4	1/4	Dynamic	2/2	4	1	0					sf					
84	83	333	333	0.5	1/4	1/4	Chord	2/2	4	1	1/8		1/8	1	1307						
84	83	667/2	667/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8		1/8	1	1308						
84	83	334	334	0.5	1/2	1/2	Chord	2/2	4	1	1/8		1/8	1	1309						
84	83	669/2	669/2	0.5	5/8	5/8	Chord	2/2	4	1	1/8		1/8	1	1310						
84	83	335	335	0.5	3/4	3/4	Chord	2/2	4	1	1/8		1/8	1	1311						
84	83	671/2	671/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	1312						
85	84	336	336	0.0	0	0	Dynamic	2/2	1	1	0					p					
85	84	336	336	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	1313						
85	84	673/2	673/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	1314						
85	84	337	337	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	1315						
85	84	675/2	675/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1316						
85	84	338	338	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	1317						
85	84	336	336	0.0	0	0	Dynamic	2/2	2	1	0					p					
85	84	336	336	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	1318						
85	84	338	338	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	1319						
85	84	677/2	677/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	1320						
85	84	339	339	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	1321						
85	84	679/2	679/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	1322						
85	84	336	336	0.0	0	0	Dynamic	2/2	3	1	0					p					
85	84	336	336	1.0	0	0	Chord	2/2	3	1	1/4		1/4	1	1323						
85	84	336	336	0.0	0	0	Dynamic	2/2	4	1	0					p					
85	84	336	336	1.0	0	0	Chord	2/2	4	1	1/4		1/4	1	1324						
86	85	340	340	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	1325						
86	85	341	341	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	1326						
86	85	342	342	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	1327						
86	85	343	343	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	1328						
86	85	340	340	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	1329						
86	85	681/2	681/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	1330						
86	85	341	341	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	1331						
86	85	683/2	683/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1332						
86	85	342	342	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	1333						
86	85	685/2	685/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	1334						
86	85	343	343	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	1335						
86	85	687/2	687/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	1336						
86	85	340	340	0.5	0	0	Chord	2/2	3	1	1/8		1/8	1	1337						
86	85	681/2	681/2	0.5	1/8	1/8	Chord	2/2	3	1	1/8		1/8	1	1338						
86	85	341	341	0.5	1/4	1/4	Chord	2/2	3	1	1/8		1/8	1	1339						
86	85	683/2	683/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	1340						
86	85	342	342	0.5	1/2	1/2	Chord	2/2	3	1	1/8		1/8	1	1341						
86	85	685/2	685/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8		1/8	1	1342						
86	85	343	343	0.5	3/4	3/4	Chord	2/2	3	1	1/8		1/8	1	1343						
86	85	687/2	687/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	1344						
86	85	340	340	0.5	0	0	Chord	2/2	4	1	1/8		1/8	1	1345						
86	85	681/2	681/2	0.5	1/8	1/8	Chord	2/2	4	1	1/8		1/8	1	1346						
86	85	341	341	0.5	1/4	1/4	Chord	2/2	4	1	1/8		1/8	1	1347						
