mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin
5	5	16	16	4.0		0	0	Chord	2/2	3	1	1		1	1	26											
5	5	16	16	4.0		0	0	Chord	2/2	4	1	1		1	1	27									3		
6	6	20	20	4.0		0	0	Chord	2/2	1	1	1		1	1	28											
6	6	20	20	4.0		0	0	Chord	2/2	2	1	1		1	1	29									2		
6	6	20	20	4.0		0	0	Chord	2/2	3	1	1		1	1	30											
6	6	20	20	4.0		0	0	Chord	2/2	4	1	1		1	1	31									3		
7	7	24	24	4.0		0	0	Chord	2/2	1	1	1		1	1	32											
7	7	24	24	4.0		0	0	Chord	2/2	2	1	1		1	1	33									2		
7	7	24	24	4.0		0	0	Chord	2/2	3	1	1		1	1	34									5		
7	7	24	24	4.0		0	0	Chord	2/2	4	1	1		1	1	35											
8	8	28	28	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	36									6		
8	8	29	29	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	37									6		
8	8	59/2	59/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	38											
8	8	30	30	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	39									7		
8	8	61/2	61/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	40									7		
8	8	31	31	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	41									7		
8	8	63/2	63/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	42											
8	8	28	28	4.0		0	0	Chord	2/2	2	1	1		1	1	43											
8	8	28	28	4.0		0	0	Chord	2/2	3	1	1		1	1	44											
8	8	28	28	4.0		0	0	Chord	2/2	4	1	1		1	1	45											
9	9	32	32	4.0		0	0	Chord	2/2	1	1	1		1	1	46									8		
9	9	32	32	4.0		0	0	Chord	2/2	2	1	1		1	1	47											
9	9	32	32	4.0		0	0	Chord	2/2	3	1	1		1	1	48									9		
9	9	32	32	4.0		0	0	Chord	2/2	4	1	1		1	1	49											
10	10	36	36	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	50											
10	10	36	36	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	51											
10	10	36	36	1.0		0	0	Chord	2/2	3	1	1/4		1/4	1	52											
10	10	36	36	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	53											
11	11	40	40	0.0		0	0	Dynamic	2/2	3	1	0					p										
11	11	40	40	4.0		0	0	Chord	2/2	3	1	1		1	1	54									10		
12	12	44	44	4.0		0	0	Chord	2/2	3	1	1		1	1	55											
13	13	48	48	0.0		0	0	StaffText	2/2	2	1	0							p cresc.								
13	13	48	48	4.0		0	0	Chord	2/2	2	1	1		1	1	56									11		
13	13	48	48	0.0		0	0	StaffText	2/2	3	1	0							cresc.								
13	13	48	48	0.5		0	0	Chord	2/2	3	1	1/8		1/8	1	57									12		
13	13	97/2	97/2	0.5		1/8	1/8	Chord	2/2	3	1	1/8		1/8	1	58									12		
13	13	49	49	0.5		1/4	1/4	Chord	2/2	3	1	1/8		1/8	1	59									12		
13	13	99/2	99/2	0.5		3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	60									12		
13	13	50	50	0.5		1/2	1/2	Chord	2/2	3	1	1/8		1/8	1	61									12		
13	13	101/2	101/2	0.5		5/8	5/8	Chord	2/2	3	1	1/8		1/8	1	62									12		
13	13	51	51	0.5		3/4	3/4	Chord	2/2	3	1	1/8		1/8	1	63									12		
13	13	103/2	103/2	0.5		7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	64											
13	13	48	48	0.0		0	0	StaffText	2/2	4	1	0							p cresc.								
13	13	48	48	4.0		0	0	Chord	2/2	4	1	1		1	1	65									13		
14	14	52	52	4.0		0	0	Chord	2/2	2	1	1		1	1	66											
14	14	52	52	4.0		0	0	Chord	2/2	3	1	1		1	1	67									14		
14	14	52	52	4.0		0	0	Chord	2/2	4	1	1		1	1	68									13		
15	15	56	56	0.0		0	0	StaffText	2/2	1	1	0							p cresc.								
15	15	56	56	4.0		0	0	Chord	2/2	1	1	1		1	1	69									15		
15	15	56	56	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	70									16		
15	15	113/2	113/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	71									16		
15	15	57	57	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	72									16		
15	15	115/2	115/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	73									16		
15	15	58	58	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	74									16		
15	15	117/2	117/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	75									16		
15	15	59	59	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	76									16		
15	15	119/2	119/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	77											
15	15	56	56	4.0		0	0	Chord	2/2	3	1	1		1	1	78									14		
15	15	56	56	4.0		0	0	Chord	2/2	4	1	1		1	1	79									13		
16	16	60	60	0.0		0	0	Dynamic	2/2	1	1	0					f										
16	16	60	60	4.0		0	0	Chord	2/2	1	1	1		1	1	80											
16	16	60	60	0.0		0	0	Dynamic	2/2	2	1	0					f										
16	16	60	60	4.0		0	0	Chord	2/2	2	1	1		1	1	81									17		
16	16	60	60	0.0		0	0	Dynamic	2/2	3	1	0					f										
16	16	60	60	4.0		0	0	Chord	2/2	3	1	1		1	1	82											
16	16	60	60	0.0		0	0	Dynamic	2/2	4	1	0					f										
16	16	60	60	4.0		0	0	Chord	2/2	4	1	1		1	1	83											
17	17	64	64	0.0		0	0	Dynamic	2/2	1	1	0					p										
17	17	64	64	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	84											
17	17	129/2	129/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	85									18		
17	17	65	65	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	86									18		
17	17	131/2	131/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	87									18		
17	17	66	66	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	88									18		
17	17	133/2	133/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	89									18		
17	17	67	67	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	90									18		
17	17	135/2	135/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	91									18		
17	17	64	64	0.0		0	0	Dynamic	2/2	2	1	0					p										
17	17	64	64	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	92											
17	17	64	64	0.0		0	0	Dynamic	2/2	3	1	0					p										
17	17	64	64	1.0		0	0	Chord	2/2	3	1	1/4		1/4	1	93											
17	17	64	64	0.0		0	0	Dynamic	2/2	4	1	0					p										
17	17	64	64	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	94											
18	18	68	68	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	95									18		
18	18	137/2	137/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	96									18		
18	18	69	69	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	97									18		
18	18	139/2	139/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	98									18		
18	18	70	70	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	99									18		
18	18	141/2	141/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	100									18		
18	18	71	71	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	101									18		
18	18	143/2	143/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	102											
19	19	72	72	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	103									19		
19	19	145/2	145/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	104									19		
19	19	73	73	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	105									19		
19	19	147/2	147/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	106									19		
19	19	74	74	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	107									19		
19	19	149/2	149/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	108									19		
19	19	75	75	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	109									19		
19	19	151/2	151/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	110									19		
20	20	76	76	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	111									19		
20	20	153/2	153/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	112									19		
20	20	77	77	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	113									19		
20	20	155/2	155/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	114									19		
20	20	78	78	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	115									19		
20	20	157/2	157/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	116									19		
20	20	79	79	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	117									19		
20	20	159/2	159/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	118											
20	20	79	79	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	119											
20	20	79	79	1.0		3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	120									20		
20	20	79	79	1.0		3/4	3/4	Chord	2/2	4	1	1/4		1/4	1	121									21		
21	21	80	80	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	122									22		
21	21	161/2	161/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	123									22		
21	21	81	81	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	124									22		
21	21	163/2	163/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	125											
21	21	82	82	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	126									23		
21	21	165/2	165/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	127									23		
21	21	83	83	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	128									23		
21	21	167/2	167/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	129											
21	21	80	80	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	130									24		
21	21	81	81	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	131											
21	21	83	83	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	132											
21	21	80	80	1.0		0	0	Chord	2/2	3	1	1/4		1/4	1	133		articStaccatoAbove									
21	21	81	81	1.0		1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	134		articStaccatoBelow									
21	21	83	83	1.0		3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	135									25		
21	21	80	80	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	136		articStaccatoAbove									
21	21	81	81	1.0		1/4	1/4	Chord	2/2	4	1	1/4		1/4	1	137		articStaccatoBelow									
21	21	83	83	1.0		3/4	3/4	Chord	2/2	4	1	1/4		1/4	1	138									26		
22	22	84	84	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	139									27		
22	22	169/2	169/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	140									27		
22	22	85	85	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	141									27		
22	22	171/2	171/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	142											
22	22	86	86	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	143									28		
22	22	173/2	173/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	144									28		
22	22	87	87	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	145									28		
22	22	175/2	175/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	146											
22	22	84	84	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	147									29		
22	22	85	85	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	148											
22	22	87	87	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	149											
22	22	84	84	1.0		0	0	Chord	2/2	3	1	1/4		1/4	1	150		articStaccatoAbove									
22	22	85	85	1.0		1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	151		articStaccatoBelow									
22	22	87	87	1.0		3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	152											
22	22	84	84	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	153		articStaccatoAbove									
22	22	85	85	1.0		1/4	1/4	Chord	2/2	4	1	1/4		1/4	1	154		articStaccatoBelow									
22	22	87	87	1.0		3/4	3/4	Chord	2/2	4	1	1/4		1/4	1	155											
23	23	88	88	0.0		0	0	StaffText	2/2	1	1	0							cresc.								
23	23	88	88	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	156									30		
23	23	177/2	177/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	157									30		
23	23	89	89	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	158									30		
23	23	179/2	179/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	159									30		
23	23	90	90	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	160									30		
23	23	181/2	181/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	161									30		
23	23	91	91	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	162									30		
23	23	183/2	183/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	163											
23	23	88	88	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	164											
23	23	89	89	0.0		1/4	1/4	StaffText	2/2	2	1	0							cresc.								
23	23	89	89	3.0		1/4	1/4	Chord	2/2	2	1	3/4		1/2	3/2	165											
23	23	88	88	0.0		0	0	StaffText	2/2	3	1	0							cresc.								
23	23	88	88	4.0		0	0	Chord	2/2	3	1	1		1	1	166											
23	23	88	88	0.0		0	0	StaffText	2/2	4	1	0							cresc.								
23	23	88	88	4.0		0	0	Chord	2/2	4	1	1		1	1	167											
24	24	92	92	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	168									31		
24	24	185/2	185/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	169									31		
24	24	93	93	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	170									31		
24	24	187/2	187/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	171									31		
24	24	94	94	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	172									31		
24	24	189/2	189/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	173									31		
24	24	95	95	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	174									31		
24	24	191/2	191/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	175											
24	24	92	92	2.0		0	0	Chord	2/2	2	1	1/2		1/2	1	176											
24	24	94	94	2.0		1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	177											
24	24	92	92	2.0		0	0	Chord	2/2	3	1	1/2		1/2	1	178											
24	24	94	94	2.0		1/2	1/2	Chord	2/2	3	1	1/2		1/2	1	179											
24	24	92	92	2.0		0	0	Chord	2/2	4	1	1/2		1/2	1	180											
24	24	94	94	2.0		1/2	1/2	Chord	2/2	4	1	1/2		1/2	1	181											
25	25	96	96	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	182									32		
25	25	193/2	193/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	183									32		
25	25	97	97	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	184									32		
25	25	195/2	195/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	185									32		
25	25	98	98	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	186									32		
25	25	197/2	197/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	187									32		
25	25	99	99	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	188									32		
25	25	199/2	199/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	189											
25	25	96	96	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	190											
25	25	97	97	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	191									33		
25	25	98	98	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	192											
25	25	99	99	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	193									34		
25	25	96	96	1.0		0	0	Chord	2/2	3	1	1/4		1/4	1	194											
25	25	97	97	2.0		1/4	1/4	Chord	2/2	3	1	1/2		1/2	1	195											
25	25	99	99	1.0		3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	196									35		
25	25	96	96	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	197											
25	25	97	97	1.0		1/4	1/4	Chord	2/2	4	1	1/4		1/4	1	198									36		
25	25	98	98	1.0		1/2	1/2	Chord	2/2	4	1	1/4		1/4	1	199											
25	25	99	99	0.0		3/4	3/4	Dynamic	2/2	4	1	0					p										
25	25	99	99	1.0		3/4	3/4	Chord	2/2	4	1	1/4		1/4	1	200									37		
26	26	100	100	0.0		0	0	Dynamic	2/2	1	1	0					p										
26	26	100	100	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	201									38		
26	26	201/2	201/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	202									38		
26	26	101	101	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	203									38		
26	26	203/2	203/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	204									38		
26	26	102	102	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	205									38		
26	26	205/2	205/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	206									38		
26	26	103	103	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	207									38		
26	26	207/2	207/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	208											
26	26	100	100	0.0		0	0	Dynamic	2/2	2	1	0					p										
26	26	100	100	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	209											
26	26	101	101	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	210									39		
26	26	102	102	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	211											
26	26	103	103	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	212											
26	26	100	100	0.0		0	0	Dynamic	2/2	3	1	0					p										
26	26	100	100	1.0		0	0	Chord	2/2	3	1	1/4		1/4	1	213											
26	26	101	101	1.0		1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	214											
26	26	102	102	1.0		1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	215											
26	26	103	103	1.0		3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	216									40		
26	26	100	100	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	217											
26	26	102	102	1.0		1/2	1/2	Chord	2/2	4	1	1/4		1/4	1	218											
27	27	104	104	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	219											
27	27	104	104	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	220									41		
27	27	209/2	209/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	221									41		
27	27	105	105	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	222									41		
27	27	211/2	211/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	223									41		
27	27	106	106	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	224									41		
27	27	213/2	213/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	225									41		
27	27	107	107	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	226									41		
27	27	215/2	215/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	227											
27	27	104	104	1.0		0	0	Chord	2/2	3	1	1/4		1/4	1	228											
27	27	104	104	0.0		0	0	Spanner	2/2	4	1	0															0
27	27	104	104	4.0		0	0	Chord	2/2	4	1	1		1	1	229									42		0
28	28	108	108	0.0		0	0	Spanner	2/2	1	1	0															1
28	28	108	108	4.0		0	0	Chord	2/2	1	1	1		1	1	230									43		1
28	28	108	108	0.0		0	0	Spanner	2/2	2	1	0															2
28	28	108	108	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	231									44		2
28	28	217/2	217/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	232									44		2
28	28	109	109	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	233									44		2
28	28	219/2	219/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	234									44		2
28	28	110	110	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	235									44		2
28	28	221/2	221/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	236									44		2
28	28	111	111	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	237									44		2
28	28	223/2	223/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	238											2
28	28	108	108	0.0		0	0	Spanner	2/2	4	1	0													42		
28	28	108	108	0.0		0	0	Spanner	2/2	4	1	0													42	0	
28	28	108	108	4.0		0	0	Chord	2/2	4	1	1		1	1	239									42	0	
29	29	112	112	0.0		0	0	Spanner	2/2	1	1	0															
29	29	112	112	0.0		0	0	Spanner	2/2	1	1	0														1	
29	29	112	112	4.0		0	0	Chord	2/2	1	1	1		1	1	240										1	
29	29	112	112	0.0		0	0	Spanner	2/2	2	1	0															
29	29	112	112	0.0		0	0	Spanner	2/2	2	1	0														2	
29	29	112	112	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	241									45	2	
29	29	225/2	225/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	242									45	2	
29	29	113	113	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	243									45	2	
29	29	227/2	227/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	244									45	2	
29	29	114	114	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	245									45	2	
29	29	229/2	229/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	246									45	2	
29	29	115	115	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	247									45	2	
29	29	231/2	231/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	248										2	
29	29	112	112	0.0		0	0	Spanner	2/2	4	1	0													42		
29	29	112	112	4.0		0	0	Chord	2/2	4	1	1		1	1	249									42		
30	30	116	116	0.0		0	0	Spanner	2/2	1	1	0															
30	30	116	116	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	250									46		
30	30	233/2	233/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	251											
30	30	117	117	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	252		articStaccatoAbove									
30	30	235/2	235/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	253		articStaccatoAbove									
30	30	118	118	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	254		articStaccatoBelow									
30	30	237/2	237/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	255		articStaccatoBelow									
30	30	119	119	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	256		articStaccatoBelow									
30	30	239/2	239/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	257		articStaccatoBelow									
30	30	116	116	0.0		0	0	Spanner	2/2	2	1	0															
30	30	116	116	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	258									47		
30	30	233/2	233/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	259									47		
30	30	117	117	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	260									47		
30	30	235/2	235/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	261									47		
30	30	118	118	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	262									47		
30	30	237/2	237/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	263									47		
