mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin
1	0	0	0	0.0	0	1/2	StaffText	4/4	1	1	0							"<font size=""9.7197""/><font face=""Times New Roman""/>Heiliger Dankgesang eines Genesenen an die Gottheit, in der lydischen Tonart."								
1	0	0	0	0.0	0	1/2	StaffText	4/4	1	1	0							"<font size=""10.6033""/><font face=""Times New Roman""/><b>Molto Adagio</b>"								
1	0	0	0	0.0	0	1/2	Tempo	4/4	1	1	0								𝅘𝅥=60	60.0	𝅘𝅥	60.0	1.0			
1	0	0	0	1.0	0	1/2	Chord	4/4	1	1	1/4		1/4	1	0									0		
1	0	1	1	0.0	1/4	3/4	StaffText	4/4	1	1	0							"<font size=""9.7197""/><font face=""Times New Roman""/><i>sotto voce</i>"						0		
1	0	1	1	1.0	1/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1									0		
2	1	2	2	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	2									0		
2	1	3	3	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	3									0, 1		
2	1	4	4	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	4									0		
2	1	5	5	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	5									0		
2	1	2	2	0.0	0	0	StaffText	4/4	2	1	0							"<font size=""9.7197""/><font face=""Times New Roman""/><i>sotto voce</i>"								
2	1	2	2	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	6									2		
2	1	3	3	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	7									2		
2	1	4	4	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	8											
2	1	5	5	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	9									3		
2	1	4	4	0.0	1/2	1/2	StaffText	4/4	3	1	0							"<font size=""9.7197""/><font face=""Times New Roman""/><i>sotto voce</i>"								
2	1	4	4	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	10									4		
2	1	5	5	1.0	3/4	3/4	Chord	4/4	3	1	1/4		1/4	1	11									4		
3	2	6	6	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	12									0		
3	2	7	7	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	13											
3	2	8	8	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	14											
3	2	6	6	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	15									3		
3	2	7	7	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	16											
3	2	8	8	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	17											
3	2	6	6	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	18									4		
3	2	7	7	1.0	1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	19											
3	2	8	8	2.0	1/2	1/2	Chord	4/4	3	1	1/2		1/2	1	20											
3	2	6	6	0.0	0	0	StaffText	4/4	4	1	0							"<font size=""9.7197""/><font face=""Times New Roman""/><i>sotto voce</i>"								
3	2	6	6	1.0	0	0	Chord	4/4	4	1	1/4		1/4	1	21									5		
3	2	7	7	1.0	1/4	1/4	Chord	4/4	4	1	1/4		1/4	1	22											
3	2	8	8	2.0	1/2	1/2	Chord	4/4	4	1	1/2		1/2	1	23											
4	3	10	10	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	24											
4	3	12	12	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	25											
4	3	10	10	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	26											
4	3	12	12	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	27											
4	3	10	10	2.0	0	0	Chord	4/4	3	1	1/2		1/2	1	28											
4	3	12	12	2.0	1/2	1/2	Chord	4/4	3	1	1/2		1/2	1	29											
4	3	10	10	2.0	0	0	Chord	4/4	4	1	1/2		1/2	1	30											
4	3	12	12	2.0	1/2	1/2	Chord	4/4	4	1	1/2		1/2	1	31											
5	4	14	14	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	32											
5	4	16	16	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	33											
5	4	14	14	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	34											
5	4	16	16	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	35											
5	4	14	14	2.0	0	0	Chord	4/4	3	1	1/2		1/2	1	36											
5	4	16	16	2.0	1/2	1/2	Chord	4/4	3	1	1/2		1/2	1	37											
5	4	14	14	2.0	0	0	Chord	4/4	4	1	1/2		1/2	1	38											
5	4	16	16	2.0	1/2	1/2	Chord	4/4	4	1	1/2		1/2	1	39											
6	5	18	18	0.0	0	0	StaffText	4/4	1	1	0							"<font size=""9.7197""/><font face=""Times New Roman""/><i>cresc.</i>"								
6	5	18	18	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	40											
6	5	20	20	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	41											
6	5	18	18	0.0	0	0	StaffText	4/4	2	1	0							"<font size=""9.7197""/><font face=""Times New Roman""/><i>cresc.</i>"								
6	5	18	18	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	42									6		
6	5	20	20	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	43									6		
6	5	21	21	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	44											
6	5	18	18	0.0	0	0	StaffText	4/4	3	1	0							"<font size=""9.7197""/><font face=""Times New Roman""/><i>cresc.</i>"								
6	5	18	18	2.0	0	0	Chord	4/4	3	1	1/2		1/2	1	45									7		
6	5	20	20	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	46									7		
6	5	21	21	1.0	3/4	3/4	Chord	4/4	3	1	1/4		1/4	1	47											
6	5	18	18	0.0	0	0	StaffText	4/4	4	1	0							"<font size=""9.7197""/><font face=""Times New Roman""/><i>cresc.</i>"								
6	5	18	18	2.0	0	0	Chord	4/4	4	1	1/2		1/2	1	48									8		
6	5	20	20	1.0	1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	49									8		
6	5	21	21	1.0	3/4	3/4	Chord	4/4	4	1	1/4		1/4	1	50											
7	6	22	22	0.0	0	0	Dynamic	4/4	1	1	0					p										
7	6	22	22	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	51											
7	6	24	24	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	52									9		
7	6	25	25	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	53									9		
7	6	22	22	0.0	0	0	Dynamic	4/4	2	1	0					p										
