mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin
48	48	141	141	0.0	0	0	StaffText	6/8	1	1	0					"<font size=""10""/><i>poco</i>"						
48	48	565/4	565/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	882						215		
48	48	283/2	283/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	883								
48	48	567/4	567/4	0.125	3/16	3/16	Chord	6/8	1	1	1/32	1/32	1	884						216		
48	48	1135/8	1135/8	0.125	7/32	7/32	Chord	6/8	1	1	1/32	1/32	1	885								
48	48	142	142	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	886								
48	48	571/4	571/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	887						217		
48	48	143	143	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	888								
48	48	573/4	573/4	0.125	9/16	9/16	Chord	6/8	1	1	1/32	1/32	1	889						218		
48	48	1147/8	1147/8	0.125	19/32	19/32	Chord	6/8	1	1	1/32	1/32	1	890								
48	48	287/2	287/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	891								
48	48	283/2	283/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16	1/16	1	892						219		
48	48	567/4	567/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	893						219		
48	48	142	142	0.25	1/4	1/4	Chord	6/8	2	1	1/16	1/16	1	894						219		
48	48	569/4	569/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16	1/16	1	895								
48	48	143	143	0.25	1/2	1/2	Chord	6/8	2	1	1/16	1/16	1	896						220		
48	48	573/4	573/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16	1/16	1	897						220		
48	48	287/2	287/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16	1/16	1	898						220		
48	48	575/4	575/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16	1/16	1	899								
48	48	141	141	0.0	0	0	StaffText	6/8	3	1	0					"<font size=""10""/><i>cresc.</i>"						
48	48	141	141	0.0	0	0	StaffText	6/8	3	1	0					"<font size=""10""/><i>cresc.</i>"						
48	48	141	141	0.0	0	0	StaffText	6/8	3	1	0					"<font size=""10""/><i>poco</i>"						
48	48	141	141	0.0	0	0	StaffText	6/8	3	1	0					"<font size=""10""/><i>poco</i>"						
48	48	565/4	565/4	0.25	1/16	1/16	Chord	6/8	3	1	1/16	1/16	1	900								
48	48	283/2	283/2	1.0	1/8	1/8	Chord	6/8	3	1	1/4	1/4	1	901								
48	48	571/4	571/4	0.25	7/16	7/16	Chord	6/8	3	1	1/16	1/16	1	902								
48	48	143	143	1.0	1/2	1/2	Chord	6/8	3	1	1/4	1/4	1	903								
48	48	141	141	0.0	0	0	StaffText	6/8	4	1	0					"<font size=""10""/><i>cresc.</i>"						
48	48	141	141	0.0	0	0	StaffText	6/8	4	1	0					"<font size=""10""/><i>poco</i>"						
48	48	141	141	0.25	0	0	Chord	6/8	4	1	1/16	1/16	1	904						221		
48	48	565/4	565/4	0.25	1/16	1/16	Chord	6/8	4	1	1/16	1/16	1	905								
48	48	283/2	283/2	1.0	1/8	1/8	Chord	6/8	4	1	1/4	1/4	1	906								
48	48	285/2	285/2	0.25	3/8	3/8	Chord	6/8	4	1	1/16	1/16	1	907						222		
48	48	571/4	571/4	0.25	7/16	7/16	Chord	6/8	4	1	1/16	1/16	1	908								
48	48	143	143	1.0	1/2	1/2	Chord	6/8	4	1	1/4	1/4	1	909								
49	49	144	144	0.0	0	0	StaffText	6/8	1	1	0					"<font size=""10""/><i>a</i>"						
49	49	577/4	577/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	910						223		
49	49	289/2	289/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	911								
49	49	579/4	579/4	0.125	3/16	3/16	Chord	6/8	1	1	1/32	1/32	1	912						224		
49	49	1159/8	1159/8	0.125	7/32	7/32	Chord	6/8	1	1	1/32	1/32	1	913								
49	49	145	145	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	914								
49	49	583/4	583/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	915						225		
49	49	146	146	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	916								
49	49	585/4	585/4	0.125	9/16	9/16	Chord	6/8	1	1	1/32	1/32	1	917						226		
49	49	1171/8	1171/8	0.125	19/32	19/32	Chord	6/8	1	1	1/32	1/32	1	918								
49	49	293/2	293/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	919								
49	49	289/2	289/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16	1/16	1	920						227		
49	49	579/4	579/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	921						227		
49	49	145	145	0.25	1/4	1/4	Chord	6/8	2	1	1/16	1/16	1	922						227		
49	49	581/4	581/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16	1/16	1	923								
49	49	146	146	0.25	1/2	1/2	Chord	6/8	2	1	1/16	1/16	1	924						228		
49	49	585/4	585/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16	1/16	1	925						228		
49	49	293/2	293/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16	1/16	1	926						228		
49	49	587/4	587/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16	1/16	1	927								
49	49	144	144	0.0	0	0	StaffText	6/8	3	1	0					"<font size=""10""/><i>a</i>"						
49	49	144	144	0.0	0	0	StaffText	6/8	3	1	0					"<font size=""10""/><i>a</i>"						
49	49	577/4	577/4	0.25	1/16	1/16	Chord	6/8	3	1	1/16	1/16	1	928								
49	49	289/2	289/2	1.0	1/8	1/8	Chord	6/8	3	1	1/4	1/4	1	929								
49	49	583/4	583/4	0.25	7/16	7/16	Chord	6/8	3	1	1/16	1/16	1	930								
49	49	146	146	1.0	1/2	1/2	Chord	6/8	3	1	1/4	1/4	1	931								
49	49	144	144	0.25	0	0	Chord	6/8	4	1	1/16	1/16	1	932						229		
49	49	577/4	577/4	0.25	1/16	1/16	Chord	6/8	4	1	1/16	1/16	1	933								
49	49	289/2	289/2	1.0	1/8	1/8	Chord	6/8	4	1	1/4	1/4	1	934								
49	49	291/2	291/2	0.25	3/8	3/8	Chord	6/8	4	1	1/16	1/16	1	935						230		
49	49	583/4	583/4	0.25	7/16	7/16	Chord	6/8	4	1	1/16	1/16	1	936								
49	49	146	146	1.0	1/2	1/2	Chord	6/8	4	1	1/4	1/4	1	937								
50	50	147	147	0.0	0	0	StaffText	6/8	1	1	0					"<font size=""10""/><i>poco</i>"						
50	50	589/4	589/4	0.0	1/16	1/16	StaffText	6/8	1	1	0					<b><i>p</i></b>						
50	50	589/4	589/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	938						231		
50	50	295/2	295/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	939								
50	50	591/4	591/4	0.125	3/16	3/16	Chord	6/8	1	1	1/32	1/32	1	940						232		
50	50	1183/8	1183/8	0.125	7/32	7/32	Chord	6/8	1	1	1/32	1/32	1	941								
50	50	148	148	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	942								
50	50	595/4	595/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	943						233		
50	50	149	149	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	944								
50	50	597/4	597/4	0.125	9/16	9/16	Chord	6/8	1	1	1/32	1/32	1	945						234		
50	50	1195/8	1195/8	0.125	19/32	19/32	Chord	6/8	1	1	1/32	1/32	1	946								
50	50	299/2	299/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	947								
50	50	295/2	295/2	0.0	1/8	1/8	StaffText	6/8	2	1	0					<b><i>p</i></b>						
50	50	295/2	295/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16	1/16	1	948						235		
50	50	591/4	591/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	949						235		
50	50	148	148	0.25	1/4	1/4	Chord	6/8	2	1	1/16	1/16	1	950						235		
50	50	593/4	593/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16	1/16	1	951								
50	50	149	149	0.25	1/2	1/2	Chord	6/8	2	1	1/16	1/16	1	952						236		
50	50	597/4	597/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16	1/16	1	953						236		
50	50	299/2	299/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16	1/16	1	954						236		
50	50	599/4	599/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16	1/16	1	955								
50	50	147	147	0.0	0	0	StaffText	6/8	3	1	0					"<font size=""10""/><i>poco</i>"						
50	50	147	147	0.0	0	0	StaffText	6/8	3	1	0					"<font size=""10""/><i>poco</i>"						
50	50	589/4	589/4	0.0	1/16	1/16	StaffText	6/8	3	1	0					<b><i>p</i></b>						
50	50	589/4	589/4	0.25	1/16	1/16	Chord	6/8	3	1	1/16	1/16	1	956								
50	50	295/2	295/2	1.0	1/8	1/8	Chord	6/8	3	1	1/4	1/4	1	957								
50	50	595/4	595/4	0.25	7/16	7/16	Chord	6/8	3	1	1/16	1/16	1	958								
50	50	149	149	1.0	1/2	1/2	Chord	6/8	3	1	1/4	1/4	1	959								
50	50	147	147	0.25	0	0	Chord	6/8	4	1	1/16	1/16	1	960						237		
50	50	589/4	589/4	0.25	1/16	1/16	Chord	6/8	4	1	1/16	1/16	1	961								
50	50	295/2	295/2	0.5	1/8	1/8	Chord	6/8	4	1	1/8	1/8	1	962								
50	50	148	148	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	963								
50	50	297/2	297/2	0.25	3/8	3/8	Chord	6/8	4	1	1/16	1/16	1	964						238		
50	50	595/4	595/4	0.25	7/16	7/16	Chord	6/8	4	1	1/16	1/16	1	965								
50	50	149	149	1.0	1/2	1/2	Chord	6/8	4	1	1/4	1/4	1	966								
50	50	147	147	1.0	0	0	Chord	6/8	4	2	1/4	1/4	1	967								
50	50	148	148	0.5	1/4	1/4	Chord	6/8	4	2	1/8	1/8	1	968								
51	51	150	150	0.0	0	0	StaffText	6/8	1	1	0					"<font size=""10""/><i>cresc.</i>"						
51	51	601/4	601/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	969						239		
51	51	301/2	301/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	970								
51	51	603/4	603/4	0.125	3/16	3/16	Chord	6/8	1	1	1/32	1/32	1	971						240		
51	51	1207/8	1207/8	0.125	7/32	7/32	Chord	6/8	1	1	1/32	1/32	1	972								
51	51	151	151	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	973								
51	51	303/2	303/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	974						241		
51	51	607/4	607/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	975						241		
51	51	152	152	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	976						241		
51	51	609/4	609/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	977						241		
51	51	305/2	305/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	978						241		
51	51	611/4	611/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	979								
51	51	301/2	301/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16	1/16	1	980						242		
51	51	603/4	603/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	981						242		
51	51	151	151	0.25	1/4	1/4	Chord	6/8	2	1	1/16	1/16	1	982						242		
51	51	605/4	605/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16	1/16	1	983								
51	51	152	152	0.25	1/2	1/2	Chord	6/8	2	1	1/16	1/16	1	984						243		
51	51	609/4	609/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16	1/16	1	985						243		
51	51	305/2	305/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16	1/16	1	986						243		
51	51	611/4	611/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16	1/16	1	987								
51	51	150	150	0.0	0	0	StaffText	6/8	3	1	0					"<font size=""10""/><i>cresc.</i>"						
51	51	150	150	0.0	0	0	StaffText	6/8	3	1	0					"<font size=""10""/><i>cresc.</i>"						
51	51	601/4	601/4	0.25	1/16	1/16	Chord	6/8	3	1	1/16	1/16	1	988								
51	51	301/2	301/2	1.0	1/8	1/8	Chord	6/8	3	1	1/4	1/4	1	989								
51	51	607/4	607/4	0.25	7/16	7/16	Chord	6/8	3	1	1/16	1/16	1	990								
51	51	152	152	1.0	1/2	1/2	Chord	6/8	3	1	1/4	1/4	1	991								
51	51	150	150	0.0	0	0	StaffText	6/8	4	1	0					"<font size=""10""/><i>cresc.</i>"						
51	51	150	150	0.25	0	0	Chord	6/8	4	1	1/16	1/16	1	992						244		
51	51	601/4	601/4	0.25	1/16	1/16	Chord	6/8	4	1	1/16	1/16	1	993								
51	51	301/2	301/2	1.0	1/8	1/8	Chord	6/8	4	1	1/4	1/4	1	994								
51	51	303/2	303/2	0.25	3/8	3/8	Chord	6/8	4	1	1/16	1/16	1	995						245		
51	51	607/4	607/4	0.25	7/16	7/16	Chord	6/8	4	1	1/16	1/16	1	996								
51	51	152	152	0.5	1/2	1/2	Chord	6/8	4	1	1/8	1/8	1	997								
51	51	305/2	305/2	0.25	5/8	5/8	Chord	6/8	4	1	1/16	1/16	1	998						246		
51	51	611/4	611/4	0.25	11/16	11/16	Chord	6/8	4	1	1/16	1/16	1	999								
51	51	303/2	303/2	1.0	3/8	3/8	Chord	6/8	4	2	1/4	1/4	1	1000								
51	51	305/2	305/2	0.25	5/8	5/8	Chord	6/8	4	2	1/16	1/16	1	1001								
51	51	611/4	611/4	0.25	11/16	11/16	Chord	6/8	4	2	1/16	1/16	1	1002								
52	52	153	153	0.0	0	0	StaffText	6/8	1	1	0					"<font size=""12""/><b><i>rfz</i></b>"						
52	52	153	153	0.25	0	0	Chord	6/8	1	1	1/16	1/16	1	1003	articAccentBelow							
52	52	613/4	613/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	1004						247		
52	52	307/2	307/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	1005								
52	52	615/4	615/4	0.125	3/16	3/16	Chord	6/8	1	1	1/32	1/32	1	1006						248		
52	52	1231/8	1231/8	0.125	7/32	7/32	Chord	6/8	1	1	1/32	1/32	1	1007								
52	52	154	154	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	1008								
52	52	619/4	619/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	1009						249		
52	52	155	155	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	1010								
52	52	621/4	621/4	0.125	9/16	9/16	Chord	6/8	1	1	1/32	1/32	1	1011						250		
52	52	1243/8	1243/8	0.125	19/32	19/32	Chord	6/8	1	1	1/32	1/32	1	1012								
52	52	311/2	311/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	1013								
52	52	153	153	0.0	0	0	StaffText	6/8	2	1	0					"<font size=""12""/><b><i>rfz</i></b>"						
52	52	153	153	0.0	0	0	StaffText	6/8	2	1	0					"<font size=""12""/><b><i>p</i></b>"						
52	52	153	153	0.0	0	0	StaffText	6/8	2	1	0					"<font size=""10""/><i>dim.</i>"						
52	52	307/2	307/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16	1/16	1	1014						251		
52	52	615/4	615/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	1015						251		
52	52	154	154	0.25	1/4	1/4	Chord	6/8	2	1	1/16	1/16	1	1016						251		
52	52	617/4	617/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16	1/16	1	1017								
52	52	155	155	0.25	1/2	1/2	Chord	6/8	2	1	1/16	1/16	1	1018						252		
52	52	621/4	621/4	0.75	9/16	9/16	Chord	6/8	2	1	3/16	1/8	3/2	1019								
52	52	153	153	0.0	0	0	StaffText	6/8	3	1	0					"<font size=""12""/><b><i>rfz</i></b>"						
52	52	153	153	0.0	0	0	StaffText	6/8	3	1	0					"<font size=""12""/><b><i>p</i></b>"						
52	52	153	153	0.0	0	0	StaffText	6/8	3	1	0					"<font size=""12""/><b><i>p</i></b>"						
52	52	153	153	0.0	0	0	StaffText	6/8	3	1	0					"<font size=""10""/><i>dim.</i>"						
52	52	153	153	0.0	0	0	StaffText	6/8	3	1	0					"<font size=""10""/><i>dim.</i>"						
52	52	613/4	613/4	0.25	1/16	1/16	Chord	6/8	3	1	1/16	1/16	1	1020								
52	52	307/2	307/2	0.25	1/8	1/8	Chord	6/8	3	1	1/16	1/16	1	1021						253		
52	52	615/4	615/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16	1/16	1	1022								
52	52	154	154	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	1023								
52	52	619/4	619/4	0.75	7/16	7/16	Chord	6/8	3	1	3/16	1/8	3/2	1024						254		
52	52	311/2	311/2	0.25	5/8	5/8	Chord	6/8	3	1	1/16	1/16	1	1025						254		
52	52	623/4	623/4	0.25	11/16	11/16	Chord	6/8	3	1	1/16	1/16	1	1026								
52	52	153	153	0.0	0	0	StaffText	6/8	4	1	0					"<font size=""12""/><b><i>rfz</i></b>"						
52	52	153	153	0.0	0	0	StaffText	6/8	4	1	0					"<font size=""12""/><b><i>p</i></b>"						
52	52	153	153	0.0	0	0	StaffText	6/8	4	1	0					"<font size=""10""/><i>dim.</i>"						
52	52	153	153	0.25	0	0	Chord	6/8	4	1	1/16	1/16	1	1027						255		
52	52	613/4	613/4	0.25	1/16	1/16	Chord	6/8	4	1	1/16	1/16	1	1028								
52	52	307/2	307/2	0.5	1/8	1/8	Chord	6/8	4	1	1/8	1/8	1	1029								
52	52	154	154	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	1030								
52	52	309/2	309/2	0.25	3/8	3/8	Chord	6/8	4	1	1/16	1/16	1	1031						256		
52	52	619/4	619/4	0.25	7/16	7/16	Chord	6/8	4	1	1/16	1/16	1	1032								
52	52	155	155	0.5	1/2	1/2	Chord	6/8	4	1	1/8	1/8	1	1033								
52	52	311/2	311/2	0.25	5/8	5/8	Chord	6/8	4	1	1/16	1/16	1	1034						257		
52	52	623/4	623/4	0.25	11/16	11/16	Chord	6/8	4	1	1/16	1/16	1	1035								
52	52	153	153	1.0	0	0	Chord	6/8	4	2	1/4	1/4	1	1036								
52	52	154	154	0.5	1/4	1/4	Chord	6/8	4	2	1/8	1/8	1	1037								
52	52	309/2	309/2	1.0	3/8	3/8	Chord	6/8	4	2	1/4	1/4	1	1038								
53	53	625/4	625/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	1039						258		
53	53	313/2	313/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	1040								
53	53	627/4	627/4	0.125	3/16	3/16	Chord	6/8	1	1	1/32	1/32	1	1041						259		
53	53	1255/8	1255/8	0.125	7/32	7/32	Chord	6/8	1	1	1/32	1/32	1	1042								
53	53	157	157	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	1043								
53	53	631/4	631/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	1044						260		
53	53	158	158	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	1045								
53	53	633/4	633/4	0.125	9/16	9/16	Chord	6/8	1	1	1/32	1/32	1	1046						261		
53	53	1267/8	1267/8	0.125	19/32	19/32	Chord	6/8	1	1	1/32	1/32	1	1047								
53	53	317/2	317/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	1048								
53	53	313/2	313/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16	1/16	1	1049						262		
53	53	627/4	627/4	0.75	3/16	3/16	Chord	6/8	2	1	3/16	1/8	3/2	1050								
53	53	158	158	0.25	1/2	1/2	Chord	6/8	2	1	1/16	1/16	1	1051						263		
53	53	633/4	633/4	0.75	9/16	9/16	Chord	6/8	2	1	3/16	1/8	3/2	1052								
53	53	625/4	625/4	0.75	1/16	1/16	Chord	6/8	3	1	3/16	1/8	3/2	1053						264		
53	53	157	157	0.25	1/4	1/4	Chord	6/8	3	1	1/16	1/16	1	1054						264		
53	53	629/4	629/4	0.25	5/16	5/16	Chord	6/8	3	1	1/16	1/16	1	1055								
53	53	631/4	631/4	0.75	7/16	7/16	Chord	6/8	3	1	3/16	1/8	3/2	1056						265		
53	53	317/2	317/2	0.25	5/8	5/8	Chord	6/8	3	1	1/16	1/16	1	1057						265		
53	53	635/4	635/4	0.25	11/16	11/16	Chord	6/8	3	1	1/16	1/16	1	1058								
53	53	156	156	0.25	0	0	Chord	6/8	4	1	1/16	1/16	1	1059						266		
53	53	625/4	625/4	0.25	1/16	1/16	Chord	6/8	4	1	1/16	1/16	1	1060								
53	53	313/2	313/2	0.5	1/8	1/8	Chord	6/8	4	1	1/8	1/8	1	1061								
53	53	157	157	0.25	1/4	1/4	Chord	6/8	4	1	1/16	1/16	1	1062						267		
53	53	629/4	629/4	0.25	5/16	5/16	Chord	6/8	4	1	1/16	1/16	1	1063								
53	53	315/2	315/2	0.25	3/8	3/8	Chord	6/8	4	1	1/16	1/16	1	1064						268		
53	53	631/4	631/4	0.25	7/16	7/16	Chord	6/8	4	1	1/16	1/16	1	1065								
53	53	158	158	0.5	1/2	1/2	Chord	6/8	4	1	1/8	1/8	1	1066								
53	53	317/2	317/2	0.25	5/8	5/8	Chord	6/8	4	1	1/16	1/16	1	1067						269		
53	53	635/4	635/4	0.25	11/16	11/16	Chord	6/8	4	1	1/16	1/16	1	1068								
53	53	156	156	1.0	0	0	Chord	6/8	4	2	1/4	1/4	1	1069								
53	53	315/2	315/2	1.0	3/8	3/8	Chord	6/8	4	2	1/4	1/4	1	1070								
54	54	159	159	0.0	0	0	StaffText	6/8	1	1	0					"<font size=""12""/><b><i>pp</i></b>"						
54	54	159	159	0.0	0	0	StaffText	6/8	1	1	0					"<font size=""10""/><i>ritardando</i>"						
54	54	159	159	0.75	0	0	Chord	6/8	1	1	3/16	1/8	3/2	1071								
54	54	639/4	639/4	0.125	3/16	3/16	Chord	6/8	1	1	1/32	1/32	1	1072						270		
54	54	1279/8	1279/8	0.125	7/32	7/32	Chord	6/8	1	1	1/32	1/32	1	1073								
54	54	160	160	0.25	1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	1074								
54	54	641/4	641/4	0.125	5/16	5/16	Chord	6/8	1	1	1/32	1/32	1	1075						271		
54	54	1283/8	1283/8	0.125	11/32	11/32	Chord	6/8	1	1	1/32	1/32	1	1076								
54	54	321/2	321/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	1077								
54	54	643/4	643/4	0.125	7/16	7/16	Chord	6/8	1	1	1/32	1/32	1	1078						272		
54	54	1287/8	1287/8	0.125	15/32	15/32	Chord	6/8	1	1	1/32	1/32	1	1079								
54	54	161	161	1.0	1/2	1/2	Chord	6/8	1	1	1/4	1/4	1	1080								
54	54	319/2	319/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16	1/16	1	1081						273		
54	54	639/4	639/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	1082						273		
54	54	160	160	0.25	1/4	1/4	Chord	6/8	2	1	1/16	1/16	1	1083						273		
54	54	641/4	641/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16	1/16	1	1084								
54	54	321/2	321/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	1085								
54	54	159	159	0.0	0	0	StaffText	6/8	3	1	0					"<font size=""12""/><b><i>pp</i></b>"						
54	54	159	159	0.0	0	0	StaffText	6/8	3	1	0					"<font size=""10""/><i>ritardando</i>"						
54	54	637/4	637/4	0.75	1/16	1/16	Chord	6/8	3	1	3/16	1/8	3/2	1086								
54	54	160	160	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	1087								
54	54	321/2	321/2	1.5	3/8	3/8	Chord	6/8	3	1	3/8	1/4	3/2	1088								
54	54	159	159	0.0	0	0	StaffText	6/8	4	1	0					"<font size=""12""/><b><i>pp</i></b>"						
54	54	159	159	0.0	0	0	StaffText	6/8	4	1	0					"<font size=""10""/><i>ritardando</i>"						
54	54	159	159	0.25	0	0	Chord	6/8	4	1	1/16	1/16	1	1089						274		
54	54	637/4	637/4	0.25	1/16	1/16	Chord	6/8	4	1	1/16	1/16	1	1090								
54	54	319/2	319/2	1.0	1/8	1/8	Chord	6/8	4	1	1/4	1/4	1	1091								
54	54	321/2	321/2	1.5	3/8	3/8	Chord	6/8	4	1	3/8	1/4	3/2	1092								
54	54	159	159	1.0	0	0	Chord	6/8	4	2	1/4	1/4	1	1093								
54	54	321/2	321/2	1.5	3/8	3/8	Chord	6/8	4	2	3/8	1/4	3/2	1094								
