mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin
3	3	4	4	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	25									
3	3	39/8	39/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	26									
3	3	5	5	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	27									
3	3	47/8	47/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	28									
3	3	4	4	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	29									
3	3	39/8	39/8	0.125	7/32	7/32	Chord	2/4	3	1	1/32		1/32	1	30									
3	3	5	5	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	31									
3	3	47/8	47/8	0.125	15/32	15/32	Chord	2/4	3	1	1/32		1/32	1	32									
3	3	4	4	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	33									
3	3	39/8	39/8	0.125	7/32	7/32	Chord	2/4	4	1	1/32		1/32	1	34									
3	3	5	5	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	35									
3	3	47/8	47/8	0.125	15/32	15/32	Chord	2/4	4	1	1/32		1/32	1	36									
4	4	6	6	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	37									
4	4	15/2	15/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	38									
4	4	6	6	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	39									
4	4	6	6	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	40									
4	4	6	6	1.0	0	0	Chord	2/4	4	1	1/4		1/4	1	41									
5	5	8	8	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	42							1		
5	5	9	9	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	43							1		
5	5	37/4	37/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	44							1		
5	5	19/2	19/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	45							1		
5	5	39/4	39/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	46									
5	5	17/2	17/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	47									
5	5	19/2	19/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	48		articStaccatoBelow							
5	5	17/2	17/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	49		articStaccatoAbove							
5	5	9	9	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	50		articStaccatoAbove							
5	5	19/2	19/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	51		articStaccatoAbove							
6	6	10	10	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	52							2		
6	6	11	11	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	53									
6	6	23/2	23/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	54									
6	6	10	10	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	55		articStaccatoBelow							
6	6	21/2	21/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	56		articStaccatoBelow							
6	6	10	10	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	57		articStaccatoBelow							
6	6	21/2	21/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	58		articStaccatoBelow							
7	7	12	12	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	59							3		
7	7	13	13	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	60							3		
7	7	53/4	53/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	61							3		
7	7	27/2	27/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	62							3		
7	7	55/4	55/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	63									
7	7	25/2	25/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	64		articStaccatoBelow							
7	7	13	13	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	65		articStaccatoBelow							
7	7	27/2	27/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	66		articStaccatoBelow							
7	7	25/2	25/2	1.0	1/8	1/8	Chord	2/4	3	1	1/4		1/4	1	67									
7	7	27/2	27/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	68		articStaccatoBelow							
7	7	25/2	25/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	69		articStaccatoAbove							
7	7	13	13	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	70		articStaccatoBelow							
7	7	27/2	27/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	71		articStaccatoBelow							
8	8	14	14	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	72									
8	8	14	14	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	73		articStaccatoBelow							
8	8	14	14	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	74		articStaccatoBelow							
8	8	14	14	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	75		articStaccatoBelow							
9	9	16	16	0.0	0	0	Dynamic	2/4	1	1	0					f								
9	9	16	16	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	76									
9	9	17	17	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	77							4		
9	9	137/8	137/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	78							4		
9	9	69/4	69/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	79							4		
9	9	139/8	139/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	80							4		
9	9	35/2	35/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	81							4		
9	9	141/8	141/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	82							4		
9	9	71/4	71/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	83							4		
9	9	143/8	143/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	84									
9	9	16	16	0.0	0	0	Dynamic	2/4	2	1	0					f								
9	9	16	16	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	85									
9	9	16	16	0.0	0	0	Dynamic	2/4	3	1	0					f								
9	9	16	16	2.0	0	0	Chord	2/4	3	1	1/2		1/2	1	86							5		
9	9	16	16	0.0	0	0	Dynamic	2/4	4	1	0					f								
9	9	16	16	2.0	0	0	Chord	2/4	4	1	1/2		1/2	1	87							6		
10	10	18	18	0.0	0	0	Dynamic	2/4	1	1	0					p								
10	10	18	18	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	88									
10	10	159/8	159/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	89									
10	10	18	18	0.0	0	0	Dynamic	2/4	2	1	0					p								
10	10	18	18	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	90									
10	10	159/8	159/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	91									
10	10	18	18	0.0	0	0	Dynamic	2/4	3	1	0					p								
10	10	18	18	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	92									
10	10	159/8	159/8	0.125	15/32	15/32	Chord	2/4	3	1	1/32		1/32	1	93									
10	10	18	18	0.0	0	0	Dynamic	2/4	4	1	0					p								
10	10	18	18	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	94									
10	10	159/8	159/8	0.125	15/32	15/32	Chord	2/4	4	1	1/32		1/32	1	95									
11	11	20	20	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	96									
11	11	167/8	167/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	97									
11	11	21	21	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	98									
11	11	175/8	175/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	99									
11	11	20	20	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	100									
11	11	167/8	167/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	101									
11	11	21	21	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	102									
11	11	175/8	175/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	103									
11	11	20	20	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	104									
11	11	167/8	167/8	0.125	7/32	7/32	Chord	2/4	3	1	1/32		1/32	1	105									
11	11	21	21	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	106									
11	11	175/8	175/8	0.125	15/32	15/32	Chord	2/4	3	1	1/32		1/32	1	107									
11	11	20	20	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	108									
11	11	167/8	167/8	0.125	7/32	7/32	Chord	2/4	4	1	1/32		1/32	1	109									
11	11	21	21	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	110									
11	11	175/8	175/8	0.125	15/32	15/32	Chord	2/4	4	1	1/32		1/32	1	111									
12	12	22	22	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	112									
12	12	22	22	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	113									
12	12	22	22	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	114									
12	12	22	22	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	115									
13	13	24	24	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	116									
13	13	25	25	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	117							7		
13	13	201/8	201/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	118							7		
13	13	101/4	101/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	119							7		
13	13	203/8	203/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	120							7		
13	13	51/2	51/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	121							7		
13	13	205/8	205/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	122							7		
13	13	103/4	103/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	123							7		
13	13	207/8	207/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	124									
13	13	24	24	0.0	0	0	Dynamic	2/4	2	1	0					f								
13	13	24	24	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	125							8		
13	13	24	24	0.0	0	0	Dynamic	2/4	3	1	0					f								
13	13	24	24	0.0	0	0	Dynamic	2/4	3	1	0					f								
13	13	24	24	2.0	0	0	Chord	2/4	3	1	1/2		1/2	1	126									
13	13	24	24	0.0	0	0	Dynamic	2/4	4	1	0					f								
13	13	24	24	2.0	0	0	Chord	2/4	4	1	1/2		1/2	1	127							9		
14	14	26	26	0.0	0	0	Dynamic	2/4	1	1	0					p								
14	14	26	26	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	128									
14	14	223/8	223/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	129									
14	14	26	26	0.0	0	0	Dynamic	2/4	2	1	0					p								
14	14	26	26	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	130									
14	14	223/8	223/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	131									
14	14	26	26	0.0	0	0	Dynamic	2/4	3	1	0					p								
14	14	26	26	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	132									
14	14	223/8	223/8	0.125	15/32	15/32	Chord	2/4	3	1	1/32		1/32	1	133									
14	14	26	26	0.0	0	0	Dynamic	2/4	4	1	0					p								
14	14	26	26	1.0	0	0	Chord	2/4	4	1	1/4		1/4	1	134									
14	14	223/8	223/8	0.125	15/32	15/32	Chord	2/4	4	1	1/32		1/32	1	135									
15	15	28	28	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	136									
15	15	231/8	231/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	137									
15	15	29	29	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	138									
15	15	239/8	239/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	139									
15	15	28	28	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	140									
15	15	231/8	231/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	141									
15	15	29	29	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	142									
15	15	239/8	239/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	143									
15	15	28	28	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	144									
15	15	231/8	231/8	0.125	7/32	7/32	Chord	2/4	3	1	1/32		1/32	1	145									
15	15	29	29	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	146									
15	15	239/8	239/8	0.125	15/32	15/32	Chord	2/4	3	1	1/32		1/32	1	147									
15	15	28	28	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	148									
15	15	231/8	231/8	0.125	7/32	7/32	Chord	2/4	4	1	1/32		1/32	1	149									
15	15	29	29	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	150									
15	15	239/8	239/8	0.125	15/32	15/32	Chord	2/4	4	1	1/32		1/32	1	151									
16	16	30	30	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	152									
16	16	30	30	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	153									
16	16	30	30	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	154									
16	16	30	30	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	155									
17	17	32	32	0.0	0	0	StaffText	2/4	1	1	0							<b><i>cresc.</i></b>						
17	17	32	32	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	156									
17	17	32	32	0.0	0	0	StaffText	2/4	2	1	0							<b><i>cresc.</i></b>						
17	17	32	32	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	157									
17	17	32	32	0.0	0	0	StaffText	2/4	4	1	0							<b><i>cresc.</i></b>						
17	17	32	32	1.0	0	0	Chord	2/4	4	1	1/4		1/4	1	158									
17	17	33	33	1.0	1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	159									
18	18	34	34	0.0	0	0	Spanner	2/4	1	1	0												0	
18	18	34	34	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	160								0	
18	18	35	35	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	161							10	0	
18	18	281/8	281/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	162							10	0	
18	18	141/4	141/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	163							10	0	
18	18	283/8	283/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	164							10	0	
18	18	71/2	71/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	165							10	0	
18	18	285/8	285/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	166							10	0	
18	18	143/4	143/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	167							10	0	
18	18	287/8	287/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	168								0	
18	18	34	34	0.0	0	0	Dynamic	2/4	2	1	0					f								
18	18	34	34	0.0	0	0	Spanner	2/4	2	1	0												1	
18	18	34	34	1.5	0	0	Chord	2/4	2	1	3/8		1/4	3/2	169								1	
18	18	71/2	71/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	170								1	
18	18	34	34	0.0	0	0	Dynamic	2/4	3	1	0					f								
18	18	34	34	0.0	0	0	Spanner	2/4	3	1	0												2	
18	18	34	34	1.5	0	0	Chord	2/4	3	1	3/8		1/4	3/2	171								2	
18	18	71/2	71/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	172								2	
18	18	34	34	0.0	0	0	Dynamic	2/4	4	1	0					f								
18	18	34	34	0.0	0	0	Dynamic	2/4	4	1	0					f								
18	18	34	34	0.0	0	0	Spanner	2/4	4	1	0												3	
18	18	34	34	1.5	0	0	Chord	2/4	4	1	3/8		1/4	3/2	173								3	
18	18	71/2	71/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	174								3	
19	19	36	36	0.0	0	0	Spanner	2/4	1	1	0													
19	19	36	36	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	175									
19	19	295/8	295/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	176									
19	19	37	37	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	177									
19	19	303/8	303/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	178									
19	19	36	36	0.0	0	0	Dynamic	2/4	2	1	0					p								
19	19	36	36	0.0	0	0	Dynamic	2/4	2	1	0					p								
19	19	36	36	0.0	0	0	Spanner	2/4	2	1	0													
19	19	36	36	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	179									
19	19	295/8	295/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	180									
19	19	37	37	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	181									
19	19	303/8	303/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	182									
19	19	36	36	0.0	0	0	Spanner	2/4	3	1	0													
19	19	36	36	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	183									
19	19	295/8	295/8	0.125	7/32	7/32	Chord	2/4	3	1	1/32		1/32	1	184									
19	19	37	37	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	185									
19	19	303/8	303/8	0.125	15/32	15/32	Chord	2/4	3	1	1/32		1/32	1	186									
19	19	36	36	0.0	0	0	Dynamic	2/4	4	1	0					p								
19	19	36	36	0.0	0	0	Dynamic	2/4	4	1	0					p								
19	19	36	36	0.0	0	0	Spanner	2/4	4	1	0													
19	19	36	36	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	187									
19	19	295/8	295/8	0.125	7/32	7/32	Chord	2/4	4	1	1/32		1/32	1	188									
19	19	37	37	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	189									
19	19	303/8	303/8	0.125	15/32	15/32	Chord	2/4	4	1	1/32		1/32	1	190									
20	20	38	38	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	191									
20	20	38	38	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	192									
20	20	38	38	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	193									
20	20	38	38	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	194									
21	21	40	40	0.0	0	0	Dynamic	2/4	1	1	0					f								
21	21	40	40	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	195		articStaccatoBelow							
21	21	41	41	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	196		articStaccatoBelow							
21	21	40	40	0.0	0	0	Dynamic	2/4	2	1	0					f								
21	21	40	40	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	197		articStaccatoBelow							
21	21	41	41	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	198		articStaccatoBelow							
21	21	40	40	0.0	0	0	Dynamic	2/4	3	1	0					f								
21	21	40	40	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	199		articStaccatoBelow							
21	21	41	41	1.0	1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	200		articStaccatoBelow							
21	21	40	40	0.0	0	0	Dynamic	2/4	4	1	0					f								
21	21	40	40	1.0	0	0	Chord	2/4	4	1	1/4		1/4	1	201		articStaccatoAbove							
21	21	41	41	1.0	1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	202		articStaccatoAbove							
22	22	42	42	0.0	0	0	Dynamic	2/4	1	1	0					sf								
22	22	42	42	1.5	0	0	Chord	2/4	1	1	3/8		1/4	3/2	203									
22	22	87/2	87/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	204							11		
22	22	175/4	175/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	205									
22	22	42	42	0.0	0	0	Dynamic	2/4	2	1	0					sf								
22	22	42	42	0.0	0	0	Dynamic	2/4	2	1	0					p								
22	22	42	42	1.5	0	0	Chord	2/4	2	1	3/8		1/4	3/2	206									
22	22	87/2	87/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	207							12		
22	22	175/4	175/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	208									
22	22	42	42	0.0	0	0	Dynamic	2/4	3	1	0					p								
22	22	42	42	0.0	0	0	Dynamic	2/4	3	1	0					p								
22	22	42	42	1.5	0	0	Chord	2/4	3	1	3/8		1/4	3/2	209									
22	22	87/2	87/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	210									
22	22	42	42	0.0	0	0	Dynamic	2/4	4	1	0					sf								
22	22	42	42	0.0	0	0	Dynamic	2/4	4	1	0					sf								
22	22	42	42	1.5	0	0	Chord	2/4	4	1	3/8		1/4	3/2	211									
23	23	44	44	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	212							13		
23	23	177/4	177/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	213									
23	23	89/2	89/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	214							14		
23	23	179/4	179/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	215									
23	23	45	45	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	216							15		
23	23	181/4	181/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	217									
23	23	91/2	91/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	218							16		
23	23	183/4	183/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	219									
23	23	44	44	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	220							17		
23	23	177/4	177/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	221									
23	23	89/2	89/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	222							18		
23	23	179/4	179/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	223									
23	23	45	45	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	224							19		
23	23	181/4	181/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	225									
23	23	91/2	91/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	226							20		
23	23	183/4	183/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	227									
23	23	44	44	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	228		articStaccatoBelow							
23	23	89/2	89/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	229		articStaccatoBelow							
23	23	45	45	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	230		articStaccatoBelow							
23	23	91/2	91/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	231		articStaccatoBelow							
24	24	46	46	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	232									
24	24	46	46	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	233							21		
24	24	185/4	185/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	234									
24	24	46	46	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	235									
25	25	48	48	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	236		articStaccatoBelow							
25	25	49	49	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	237		articStaccatoBelow							
25	25	48	48	0.0	0	0	Dynamic	2/4	3	1	0					f								
25	25	48	48	0.0	0	0	Dynamic	2/4	3	1	0					f								
25	25	48	48	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	238		articStaccatoBelow							
25	25	49	49	1.0	1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	239		articStaccatoBelow							
25	25	48	48	0.0	0	0	Dynamic	2/4	4	1	0					f								
25	25	48	48	1.0	0	0	Chord	2/4	4	1	1/4		1/4	1	240		articStaccatoBelow							
25	25	49	49	1.0	1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	241		articStaccatoBelow							
26	26	103/2	103/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	242							22		
26	26	207/4	207/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	243									
26	26	50	50	0.0	0	0	Dynamic	2/4	2	1	0					sf								
26	26	50	50	0.0	0	0	Dynamic	2/4	2	1	0					p								
26	26	50	50	1.5	0	0	Chord	2/4	2	1	3/8		1/4	3/2	244									
26	26	103/2	103/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	245							23		
