mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	TextLine	TextLine_Sul C	crescendo_hairpin	decrescendo_hairpin	Trill:trill
86	86	681/4	681/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	1276												
86	86	341/2	341/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1277												
86	86	171	171	0.25	1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	1278												
86	86	685/4	685/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	1279												
86	86	343/2	343/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1280												
86	86	170	170	0.25	0	0	Chord	2/4	4	1	1/16		1/16	1	1281												
86	86	681/4	681/4	0.25	1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	1282												
86	86	341/2	341/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	1283												
86	86	171	171	0.25	1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	1284												
86	86	685/4	685/4	0.25	5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	1285												
86	86	343/2	343/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	1286												
87	87	172	172	0.0	0	0	Dynamic	2/4	1	1	0					f											
87	87	172	172	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1287		articStaccatoAbove										
87	87	689/4	689/4	0.0	1/16	1/16	Dynamic	2/4	1	1	0					sf											
87	87	689/4	689/4	0.75	1/16	1/16	Chord	2/4	1	1	3/16		1/8	3/2	1288												
87	87	173	173	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1289		articStaccatoAbove										
87	87	693/4	693/4	0.75	5/16	5/16	Chord	2/4	1	1	3/16		1/8	3/2	1290												
87	87	172	172	0.0	0	0	Dynamic	2/4	2	1	0					f											
87	87	172	172	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1291		articStaccatoAbove										
87	87	689/4	689/4	0.0	1/16	1/16	Dynamic	2/4	2	1	0					sf											
87	87	689/4	689/4	0.75	1/16	1/16	Chord	2/4	2	1	3/16		1/8	3/2	1292												
87	87	173	173	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1293		articStaccatoAbove										
87	87	693/4	693/4	0.75	5/16	5/16	Chord	2/4	2	1	3/16		1/8	3/2	1294												
87	87	172	172	0.0	0	0	Dynamic	2/4	3	1	0					f											
87	87	172	172	0.25	0	0	Chord	2/4	3	1	1/16		1/16	1	1295												
87	87	689/4	689/4	0.5	1/16	1/16	Chord	2/4	3	1	1/8		1/8	1	1296												
87	87	691/4	691/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	1297												
87	87	173	173	0.25	1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	1298												
87	87	693/4	693/4	0.5	5/16	5/16	Chord	2/4	3	1	1/8		1/8	1	1299												
87	87	695/4	695/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	1300												
87	87	172	172	0.0	0	0	Dynamic	2/4	4	1	0					f											
87	87	172	172	0.25	0	0	Chord	2/4	4	1	1/16		1/16	1	1301												
87	87	689/4	689/4	0.5	1/16	1/16	Chord	2/4	4	1	1/8		1/8	1	1302												
87	87	691/4	691/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	1303												
87	87	173	173	0.25	1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	1304												
87	87	693/4	693/4	0.5	5/16	5/16	Chord	2/4	4	1	1/8		1/8	1	1305												
87	87	695/4	695/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	1306												
88	88	174	174	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1307		articStaccatoAbove										
88	88	697/4	697/4	0.75	1/16	1/16	Chord	2/4	1	1	3/16		1/8	3/2	1308												
88	88	175	175	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1309		articStaccatoAbove										
88	88	701/4	701/4	0.75	5/16	5/16	Chord	2/4	1	1	3/16		1/8	3/2	1310												
88	88	174	174	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1311		articStaccatoAbove										
88	88	697/4	697/4	0.75	1/16	1/16	Chord	2/4	2	1	3/16		1/8	3/2	1312												
88	88	175	175	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1313		articStaccatoAbove										
88	88	701/4	701/4	0.75	5/16	5/16	Chord	2/4	2	1	3/16		1/8	3/2	1314												
88	88	174	174	0.25	0	0	Chord	2/4	3	1	1/16		1/16	1	1315												
88	88	697/4	697/4	0.5	1/16	1/16	Chord	2/4	3	1	1/8		1/8	1	1316												
88	88	699/4	699/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	1317												
88	88	175	175	0.25	1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	1318												
88	88	701/4	701/4	0.5	5/16	5/16	Chord	2/4	3	1	1/8		1/8	1	1319												
88	88	703/4	703/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	1320												
88	88	174	174	0.25	0	0	Chord	2/4	4	1	1/16		1/16	1	1321												
88	88	697/4	697/4	0.5	1/16	1/16	Chord	2/4	4	1	1/8		1/8	1	1322												
88	88	699/4	699/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	1323												
88	88	175	175	0.25	1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	1324												
88	88	701/4	701/4	0.5	5/16	5/16	Chord	2/4	4	1	1/8		1/8	1	1325												
88	88	703/4	703/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	1326												
89	89	176	176	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1327		articStaccatoAbove										
89	89	705/4	705/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1328							190					
89	89	353/2	353/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1329												
89	89	707/4	707/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1330							191					
89	89	177	177	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1331												
89	89	709/4	709/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1332							192					
89	89	355/2	355/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1333												
89	89	711/4	711/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1334							193					
89	89	176	176	0.0	0	0	Dynamic	2/4	2	1	0					ff											
89	89	176	176	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1335												
89	89	709/4	709/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1336							194					
89	89	355/2	355/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1337												
89	89	711/4	711/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1338							195					
89	89	176	176	0.0	0	0	Dynamic	2/4	3	1	0					ff											
89	89	176	176	0.25	0	0	Chord	2/4	3	1	1/16		1/16	1	1339												
89	89	705/4	705/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	1340							196					
89	89	353/2	353/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	1341												
89	89	707/4	707/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	1342							197					
89	89	177	177	0.25	1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	1343												
89	89	709/4	709/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	1344							198					
89	89	355/2	355/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	1345												
89	89	711/4	711/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	1346							199					
89	89	176	176	0.0	0	0	Dynamic	2/4	4	1	0					ff											
89	89	176	176	0.0	0	0	Dynamic	2/4	4	1	0					ff											
89	89	176	176	0.25	0	0	Chord	2/4	4	1	1/16		1/16	1	1347												
89	89	705/4	705/4	0.25	1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	1348							200					
89	89	353/2	353/2	0.25	1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	1349												
89	89	707/4	707/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	1350							201					
89	89	177	177	0.25	1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	1351												
89	89	709/4	709/4	0.25	5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	1352							202					
89	89	355/2	355/2	0.25	3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	1353												
89	89	711/4	711/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	1354							203					
90	90	178	178	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1355												
90	90	713/4	713/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1356							204					
90	90	357/2	357/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1357												
90	90	715/4	715/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1358							205					
90	90	179	179	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1359												
90	90	717/4	717/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1360							206					
90	90	359/2	359/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1361												
90	90	719/4	719/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1362							207					
90	90	178	178	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1363												
90	90	713/4	713/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1364							208					
90	90	357/2	357/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1365												
90	90	715/4	715/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1366							209					
90	90	179	179	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1367												
90	90	717/4	717/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1368							210					
90	90	359/2	359/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1369												
90	90	719/4	719/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1370							211					
90	90	178	178	0.25	0	0	Chord	2/4	3	1	1/16		1/16	1	1371												
90	90	713/4	713/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	1372							212					
90	90	357/2	357/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	1373												
90	90	715/4	715/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	1374							213					
90	90	179	179	0.25	1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	1375												
90	90	717/4	717/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	1376							214					
90	90	359/2	359/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	1377												
90	90	719/4	719/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	1378							215					
90	90	178	178	0.25	0	0	Chord	2/4	4	1	1/16		1/16	1	1379												
90	90	713/4	713/4	0.25	1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	1380							216					
90	90	357/2	357/2	0.25	1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	1381												
90	90	715/4	715/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	1382							217					
90	90	179	179	0.25	1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	1383												
90	90	717/4	717/4	0.25	5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	1384							218					
90	90	359/2	359/2	0.25	3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	1385												
90	90	719/4	719/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	1386							219					
91	91	180	180	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1387												
91	91	721/4	721/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1388							220					
91	91	361/2	361/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1389												
91	91	723/4	723/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1390							221					
91	91	181	181	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1391		articStaccatoAbove										
91	91	363/2	363/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1392		articStaccatoAbove										
91	91	180	180	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1393												
91	91	721/4	721/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1394							222					
91	91	361/2	361/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1395												
91	91	723/4	723/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1396							223					
91	91	181	181	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1397		articStaccatoAbove										
91	91	363/2	363/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1398		articStaccatoAbove										
91	91	180	180	0.25	0	0	Chord	2/4	3	1	1/16		1/16	1	1399												
91	91	721/4	721/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	1400							224					
91	91	361/2	361/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	1401												
91	91	723/4	723/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	1402							225					
91	91	181	181	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1403		articStaccatoAbove										
91	91	363/2	363/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1404		articStaccatoAbove										
91	91	180	180	0.25	0	0	Chord	2/4	4	1	1/16		1/16	1	1405												
91	91	721/4	721/4	0.25	1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	1406							226					
91	91	361/2	361/2	0.25	1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	1407												
91	91	723/4	723/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	1408							227					
91	91	181	181	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1409		articStaccatoAbove										
91	91	363/2	363/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	1410		articStaccatoAbove										
92	92	182	182	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1411		articStaccatoAbove										
92	92	729/4	729/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1412							228					
92	92	365/2	365/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1413												
92	92	731/4	731/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1414							229					
92	92	183	183	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1415												
92	92	733/4	733/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1416							230					
92	92	367/2	367/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1417												
92	92	735/4	735/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1418							231					
92	92	182	182	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1419												
92	92	729/4	729/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1420							232					
92	92	365/2	365/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1421												
92	92	731/4	731/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1422							233					
92	92	183	183	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1423												
92	92	733/4	733/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1424							234					
92	92	367/2	367/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1425												
92	92	735/4	735/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1426							235					
92	92	182	182	0.25	0	0	Chord	2/4	3	1	1/16		1/16	1	1427												
92	92	729/4	729/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	1428							236					
92	92	365/2	365/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	1429												
92	92	731/4	731/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	1430							237					
92	92	183	183	0.25	1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	1431												
92	92	733/4	733/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	1432							238					
92	92	367/2	367/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	1433												
92	92	735/4	735/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	1434							239					
92	92	182	182	0.25	0	0	Chord	2/4	4	1	1/16		1/16	1	1435												
92	92	729/4	729/4	0.25	1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	1436							240					
92	92	365/2	365/2	0.25	1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	1437												
92	92	731/4	731/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	1438							241					
92	92	183	183	0.25	1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	1439												
92	92	733/4	733/4	0.25	5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	1440							242					
92	92	367/2	367/2	0.25	3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	1441												
92	92	735/4	735/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	1442							243					
93	93	184	184	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1443												
93	93	737/4	737/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1444							244					
93	93	369/2	369/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1445												
93	93	739/4	739/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1446							245					
93	93	185	185	0.0	1/4	1/4	StaffText	2/4	1	1	0							<i>dim.</i>									
93	93	185	185	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1447												
93	93	741/4	741/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1448							246					
93	93	371/2	371/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1449												
93	93	743/4	743/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1450							247					
93	93	184	184	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1451												
93	93	737/4	737/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1452							248					
93	93	369/2	369/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1453												
93	93	739/4	739/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1454							249					
93	93	185	185	0.0	1/4	1/4	StaffText	2/4	2	1	0							<i>dim.</i>									
93	93	185	185	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1455												
93	93	741/4	741/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1456							250					
93	93	371/2	371/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1457												
93	93	743/4	743/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1458							251					
93	93	184	184	0.25	0	0	Chord	2/4	3	1	1/16		1/16	1	1459												
93	93	737/4	737/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	1460							252					
93	93	369/2	369/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	1461												
93	93	739/4	739/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	1462							253					
93	93	185	185	0.0	1/4	1/4	StaffText	2/4	3	1	0							<i>dim.</i>									
93	93	185	185	0.25	1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	1463												
93	93	741/4	741/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	1464							254					
93	93	371/2	371/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	1465												
93	93	743/4	743/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	1466							255					
93	93	184	184	0.25	0	0	Chord	2/4	4	1	1/16		1/16	1	1467												
93	93	737/4	737/4	0.25	1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	1468							256					
93	93	369/2	369/2	0.25	1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	1469												
93	93	739/4	739/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	1470							257					
93	93	185	185	0.0	1/4	1/4	StaffText	2/4	4	1	0							<i>dim.</i>									
93	93	185	185	0.25	1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	1471												
93	93	741/4	741/4	0.25	5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	1472							258					
93	93	371/2	371/2	0.25	3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	1473												
93	93	743/4	743/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	1474							259					
94	94	186	186	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1475												
94	94	745/4	745/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1476							260					
94	94	373/2	373/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1477												
94	94	747/4	747/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1478							261					
94	94	187	187	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1479												
94	94	749/4	749/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1480							262					
94	94	375/2	375/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1481												
94	94	751/4	751/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1482							263					
94	94	186	186	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1483												
94	94	745/4	745/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1484							264					
94	94	373/2	373/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1485												
94	94	747/4	747/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1486							265					
94	94	187	187	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1487												
94	94	749/4	749/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1488							266					
94	94	375/2	375/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1489												
94	94	751/4	751/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1490							267					
94	94	186	186	0.25	0	0	Chord	2/4	3	1	1/16		1/16	1	1491												
94	94	745/4	745/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	1492							268					
94	94	373/2	373/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	1493												
94	94	747/4	747/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	1494							269					
94	94	187	187	0.25	1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	1495												
94	94	749/4	749/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	1496							270					
94	94	375/2	375/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	1497												
94	94	751/4	751/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	1498							271					
94	94	186	186	0.25	0	0	Chord	2/4	4	1	1/16		1/16	1	1499												
94	94	745/4	745/4	0.25	1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	1500							272					
94	94	373/2	373/2	0.25	1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	1501												
94	94	747/4	747/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	1502							273					
94	94	187	187	0.25	1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	1503												
94	94	749/4	749/4	0.25	5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	1504							274					
94	94	375/2	375/2	0.25	3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	1505												
94	94	751/4	751/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	1506							275					
95	95	188	188	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1507												
95	95	753/4	753/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1508							276					
95	95	377/2	377/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1509												
95	95	755/4	755/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1510							277					
95	95	189	189	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1511												
95	95	757/4	757/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1512							278					
95	95	379/2	379/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1513												
95	95	759/4	759/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1514							279					
95	95	188	188	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1515												
95	95	753/4	753/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1516							280					
95	95	377/2	377/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1517												
95	95	755/4	755/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1518							281					
95	95	189	189	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1519												
95	95	757/4	757/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1520							282					
95	95	379/2	379/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1521												
95	95	759/4	759/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1522							283					
95	95	188	188	0.25	0	0	Chord	2/4	3	1	1/16		1/16	1	1523												
95	95	753/4	753/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	1524							284					
95	95	377/2	377/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	1525												
95	95	755/4	755/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	1526							285					
95	95	189	189	0.25	1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	1527												
95	95	757/4	757/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	1528							286					
95	95	379/2	379/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	1529												
95	95	759/4	759/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	1530							287					
95	95	188	188	0.25	0	0	Chord	2/4	4	1	1/16		1/16	1	1531												
95	95	753/4	753/4	0.25	1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	1532							288					
95	95	377/2	377/2	0.25	1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	1533												
95	95	755/4	755/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	1534							289					
95	95	189	189	0.25	1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	1535												
95	95	757/4	757/4	0.25	5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	1536							290					
95	95	379/2	379/2	0.25	3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	1537												
95	95	759/4	759/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	1538							291					
96	96	190	190	0.0	0	0	Dynamic	2/4	1	1	0					p											
96	96	190	190	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1539							292					
96	96	761/4	761/4	0.0	1/16	1/16	StaffText	2/4	1	1	0							<i>dim.</i>				292					
96	96	761/4	761/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1540							292					
