mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	decrescendo_hairpin
71	67	605/3	605/3	0.3333333333333333		2/3	2/3	Chord	3/4	2	1	1/12		1/8	2/3	976		articStaccatoBelow			
71	67	199	199	0.0		0	0	Dynamic	3/4	3	1	0					p				
71	67	199	199	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	977				133	
71	67	399/2	399/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	978				133	
71	67	200	200	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	979				133	
71	67	401/2	401/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	980				133	
71	67	201	201	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	981				133	
71	67	403/2	403/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	982					
71	67	199	199	0.0		0	0	Dynamic	3/4	4	1	0					p				
71	67	199	199	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	983					
72	68	202	202	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	984					
72	68	202	202	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	985					
72	68	202	202	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	986				134	
72	68	405/2	405/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	987				134	
72	68	203	203	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	988				134	
72	68	407/2	407/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	989				134	
72	68	204	204	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	990				134	
72	68	409/2	409/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	991					
72	68	202	202	0.3333333333333333		0	0	Chord	3/4	4	1	1/12		1/8	2/3	992		articStaccatoAbove			
72	68	607/3	607/3	0.3333333333333333		1/12	1/12	Chord	3/4	4	1	1/12		1/8	2/3	993				135	
72	68	608/3	608/3	0.3333333333333333		1/6	1/6	Chord	3/4	4	1	1/12		1/8	2/3	994					
72	68	203	203	0.3333333333333333		1/4	1/4	Chord	3/4	4	1	1/12		1/8	2/3	995		articStaccatoAbove			
72	68	610/3	610/3	0.3333333333333333		1/3	1/3	Chord	3/4	4	1	1/12		1/8	2/3	996		articStaccatoAbove			
72	68	611/3	611/3	0.3333333333333333		5/12	5/12	Chord	3/4	4	1	1/12		1/8	2/3	997		articStaccatoAbove			
72	68	204	204	0.3333333333333333		1/2	1/2	Chord	3/4	4	1	1/12		1/8	2/3	998		articStaccatoAbove			
72	68	613/3	613/3	0.3333333333333333		7/12	7/12	Chord	3/4	4	1	1/12		1/8	2/3	999		articStaccatoAbove			
72	68	614/3	614/3	0.3333333333333333		2/3	2/3	Chord	3/4	4	1	1/12		1/8	2/3	1000		articStaccatoAbove			
73	69	205	205	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1001					
73	69	206	206	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1002					
73	69	207	207	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1003		ornamentTrill		136	
73	69	415/2	415/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1004				136	
73	69	831/4	831/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1005					
73	69	205	205	0.3333333333333333		0	0	Chord	3/4	2	1	1/12		1/8	2/3	1006					
73	69	616/3	616/3	0.3333333333333333		1/12	1/12	Chord	3/4	2	1	1/12		1/8	2/3	1007					
73	69	617/3	617/3	0.3333333333333333		1/6	1/6	Chord	3/4	2	1	1/12		1/8	2/3	1008					
73	69	206	206	0.3333333333333333		1/4	1/4	Chord	3/4	2	1	1/12		1/8	2/3	1009					
73	69	619/3	619/3	0.3333333333333333		1/3	1/3	Chord	3/4	2	1	1/12		1/8	2/3	1010		articStaccatoBelow			
73	69	620/3	620/3	0.3333333333333333		5/12	5/12	Chord	3/4	2	1	1/12		1/8	2/3	1011		articStaccatoBelow			
73	69	207	207	0.3333333333333333		1/2	1/2	Chord	3/4	2	1	1/12		1/8	2/3	1012		articStaccatoBelow			
73	69	622/3	622/3	0.3333333333333333		7/12	7/12	Chord	3/4	2	1	1/12		1/8	2/3	1013		articStaccatoBelow			
73	69	623/3	623/3	0.3333333333333333		2/3	2/3	Chord	3/4	2	1	1/12		1/8	2/3	1014		articStaccatoBelow			
73	69	205	205	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	1015				137	
73	69	411/2	411/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	1016				137	
73	69	206	206	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1017				137	
73	69	413/2	413/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	1018				137	
73	69	207	207	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1019				137	
73	69	415/2	415/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1020					
73	69	205	205	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1021					
74	70	208	208	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1022					
74	70	208	208	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1023					
74	70	208	208	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1024					
74	70	208	208	0.3333333333333333		0	0	Chord	3/4	4	1	1/12		1/8	2/3	1025		articStaccatoBelow			
74	70	625/3	625/3	0.3333333333333333		1/12	1/12	Chord	3/4	4	1	1/12		1/8	2/3	1026		articStaccatoBelow			
74	70	626/3	626/3	0.3333333333333333		1/6	1/6	Chord	3/4	4	1	1/12		1/8	2/3	1027		articStaccatoBelow			
74	70	209	209	0.3333333333333333		1/4	1/4	Chord	3/4	4	1	1/12		1/8	2/3	1028		articStaccatoAbove			
74	70	628/3	628/3	0.3333333333333333		1/3	1/3	Chord	3/4	4	1	1/12		1/8	2/3	1029		articStaccatoAbove			
74	70	629/3	629/3	0.3333333333333333		5/12	5/12	Chord	3/4	4	1	1/12		1/8	2/3	1030		articStaccatoAbove			
74	70	210	210	0.3333333333333333		1/2	1/2	Chord	3/4	4	1	1/12		1/8	2/3	1031		articStaccatoAbove			
74	70	631/3	631/3	0.3333333333333333		7/12	7/12	Chord	3/4	4	1	1/12		1/8	2/3	1032		articStaccatoAbove			
74	70	632/3	632/3	0.3333333333333333		2/3	2/3	Chord	3/4	4	1	1/12		1/8	2/3	1033		articStaccatoAbove			
75	71	211	211	0.0		0	0	Dynamic	3/4	1	1	0					pp				
75	71	211	211	0.3333333333333333		0	0	Chord	3/4	1	1	1/12		1/8	2/3	1034		articStaccatoAbove			
75	71	634/3	634/3	0.3333333333333333		1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	1035		articStaccatoAbove			
75	71	635/3	635/3	0.3333333333333333		1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	1036		articStaccatoAbove			
75	71	212	212	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	1037		articStaccatoAbove			
75	71	637/3	637/3	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	1038		articStaccatoAbove			
75	71	638/3	638/3	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	1039		articStaccatoAbove			
75	71	213	213	0.3333333333333333		1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	1040		articStaccatoAbove			
75	71	640/3	640/3	0.3333333333333333		7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	1041		articStaccatoAbove			
75	71	641/3	641/3	0.3333333333333333		2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	1042		articStaccatoAbove			
75	71	211	211	0.0		0	0	Dynamic	3/4	3	1	0					pp				
75	71	211	211	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1043					
75	71	212	212	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	1044					
75	71	213	213	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1045		ornamentTrill		138	
75	71	427/2	427/2	0.25		5/8	5/8	Chord	3/4	3	1	1/16		1/16	1	1046				138	
75	71	855/4	855/4	0.25		11/16	11/16	Chord	3/4	3	1	1/16		1/16	1	1047					
75	71	211	211	0.0		0	0	Dynamic	3/4	4	1	0					pp				
75	71	211	211	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1048					
75	71	212	212	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	1049					
75	71	213	213	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	1050		ornamentTrill		139	
75	71	427/2	427/2	0.25		5/8	5/8	Chord	3/4	4	1	1/16		1/16	1	1051				139	
75	71	855/4	855/4	0.25		11/16	11/16	Chord	3/4	4	1	1/16		1/16	1	1052					
76	72	214	214	0.3333333333333333		0	0	Chord	3/4	1	1	1/12		1/8	2/3	1053					
76	72	643/3	643/3	0.3333333333333333		1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	1054					
76	72	644/3	644/3	0.3333333333333333		1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	1055					
76	72	215	215	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	1056					
76	72	646/3	646/3	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	1057					
76	72	647/3	647/3	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	1058					
76	72	216	216	0.3333333333333333		1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	1059					
76	72	649/3	649/3	0.3333333333333333		7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	1060					
76	72	650/3	650/3	0.3333333333333333		2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	1061					
76	72	214	214	0.0		0	0	Dynamic	3/4	2	1	0					pp				
76	72	214	214	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1062					
76	72	215	215	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1063					
76	72	216	216	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1064		ornamentTrill		140	
76	72	433/2	433/2	0.25		5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	1065				140	
76	72	867/4	867/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1066					
76	72	214	214	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1067					
76	72	214	214	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1068					
77	73	217	217	0.3333333333333333		0	0	Chord	3/4	1	1	1/12		1/8	2/3	1069				141	
77	73	652/3	652/3	0.3333333333333333		1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	1070				141	
77	73	653/3	653/3	0.3333333333333333		1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	1071				141	
77	73	218	218	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	1072				141	
77	73	655/3	655/3	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	1073				141	
77	73	656/3	656/3	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	1074				141	
77	73	219	219	0.3333333333333333		1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	1075				141	
77	73	658/3	658/3	0.3333333333333333		7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	1076				141	
77	73	659/3	659/3	0.3333333333333333		2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	1077					
77	73	217	217	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1078					
77	73	217	217	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1079					
77	73	218	218	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	1080					
77	73	219	219	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1081					
77	73	217	217	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1082					
77	73	218	218	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	1083					
77	73	219	219	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	1084		ornamentTrill		142	
77	73	439/2	439/2	0.25		5/8	5/8	Chord	3/4	4	1	1/16		1/16	1	1085				142	
77	73	879/4	879/4	0.25		11/16	11/16	Chord	3/4	4	1	1/16		1/16	1	1086					
78	74	220	220	0.3333333333333333		0	0	Chord	3/4	1	1	1/12		1/8	2/3	1087				143	
78	74	661/3	661/3	0.3333333333333333		1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	1088				143	
78	74	662/3	662/3	0.3333333333333333		1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	1089				143	
78	74	221	221	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	1090				143	
78	74	664/3	664/3	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	1091				143	
78	74	665/3	665/3	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	1092				143	
78	74	222	222	0.3333333333333333		1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	1093				143	
78	74	667/3	667/3	0.3333333333333333		7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	1094				143	
78	74	668/3	668/3	0.3333333333333333		2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	1095					
78	74	221	221	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1096		ornamentTrill		144	
78	74	443/2	443/2	0.25		3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	1097				144	
78	74	887/4	887/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1098					
78	74	220	220	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1099					
78	74	221	221	0.0		1/4	1/4	StaffText	3/4	3	1	0							<b><i>cresc.</i></b>		
78	74	222	222	0.0		1/2	1/2	StaffText	3/4	3	1	0							<b><i>cresc.</i></b>		
78	74	222	222	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1100				145	
78	74	220	220	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1101					
78	74	222	222	0.0		1/2	1/2	StaffText	3/4	4	1	0							<b><i>cresc.</i></b>		
78	74	222	222	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1102				146	
79	75	223	223	0.3333333333333333		0	0	Chord	3/4	1	1	1/12		1/8	2/3	1103				147	
79	75	670/3	670/3	0.3333333333333333		1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	1104				147	
79	75	671/3	671/3	0.3333333333333333		1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	1105				147	
79	75	224	224	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	1106				147	
79	75	673/3	673/3	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	1107				147	
79	75	674/3	674/3	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	1108				147	
79	75	225	225	0.3333333333333333		1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	1109				147	
79	75	676/3	676/3	0.3333333333333333		7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	1110				147	
79	75	677/3	677/3	0.3333333333333333		2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	1111					
79	75	224	224	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1112		ornamentTrill		148	
79	75	449/2	449/2	0.25		3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	1113				148	
79	75	899/4	899/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1114					
79	75	223	223	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1115					
79	75	225	225	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1116				149	
79	75	223	223	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1117					
79	75	225	225	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1118				150	
80	76	226	226	0.3333333333333333		0	0	Chord	3/4	1	1	1/12		1/8	2/3	1119				151	
80	76	679/3	679/3	0.3333333333333333		1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	1120				151	
80	76	680/3	680/3	0.3333333333333333		1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	1121				151	
80	76	227	227	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	1122				151	
80	76	682/3	682/3	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	1123				151	
80	76	683/3	683/3	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	1124				151	
80	76	228	228	0.3333333333333333		1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	1125				151	
80	76	685/3	685/3	0.3333333333333333		7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	1126				151	
80	76	686/3	686/3	0.3333333333333333		2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	1127					
80	76	227	227	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1128		ornamentTrill		152	
80	76	455/2	455/2	0.25		3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	1129				152	
80	76	911/4	911/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1130					
80	76	226	226	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1131					
80	76	228	228	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1132				153	
80	76	226	226	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1133					
80	76	228	228	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1134				154	
81	77	229	229	0.3333333333333333		0	0	Chord	3/4	1	1	1/12		1/8	2/3	1135				155	
81	77	688/3	688/3	0.3333333333333333		1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	1136				155	
81	77	689/3	689/3	0.3333333333333333		1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	1137					
81	77	230	230	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	1138		articStaccatoBelow			
81	77	691/3	691/3	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	1139		articStaccatoBelow			
81	77	692/3	692/3	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	1140		articStaccatoBelow			
81	77	231	231	0.3333333333333333		1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	1141					
81	77	694/3	694/3	0.3333333333333333		7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	1142					
81	77	695/3	695/3	0.3333333333333333		2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	1143					
81	77	230	230	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1144		ornamentTrill		156	
81	77	461/2	461/2	0.25		3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	1145				156	
81	77	923/4	923/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1146					
81	77	231	231	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1147				157	
81	77	229	229	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1148					
81	77	231	231	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1149					
81	77	229	229	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1150					
81	77	231	231	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1151				158	
82	78	232	232	0.0		0	0	Dynamic	3/4	1	1	0					p				
82	78	232	232	0.3333333333333333		0	0	Chord	3/4	1	1	1/12		1/8	2/3	1152					
82	78	697/3	697/3	0.3333333333333333		1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	1153					
82	78	698/3	698/3	0.3333333333333333		1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	1154					
82	78	233	233	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	1155					
82	78	700/3	700/3	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	1156					
82	78	701/3	701/3	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	1157					
82	78	234	234	0.3333333333333333		1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	1158					
82	78	703/3	703/3	0.3333333333333333		7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	1159					
82	78	704/3	704/3	0.3333333333333333		2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	1160					
82	78	232	232	0.0		0	0	Dynamic	3/4	2	1	0					p				
82	78	232	232	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1161					
82	78	233	233	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1162					
82	78	234	234	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1163					
82	78	232	232	0.0		0	0	Dynamic	3/4	3	1	0					p				
82	78	232	232	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1164					
82	78	233	233	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	1165					
82	78	234	234	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1166					
82	78	232	232	0.0		0	0	Dynamic	3/4	4	1	0					p				
82	78	232	232	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1167					
82	78	233	233	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	1168					
82	78	234	234	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1169					
83	79		235	1.0	1	0	0	Chord	3/4	1	1	1/4		1/4	1	1170					
83	79		235	1.0	1	0	0	Chord	3/4	2	1	1/4		1/4	1	1171					
83	79		235	1.0	1	0	0	Chord	3/4	3	1	1/4		1/4	1	1172					
83	79		235	1.0	1	0	0	Chord	3/4	4	1	1/4		1/4	1	1173					
84	79	235	237	1.0	2	0	0	Chord	3/4	1	1	1/4		1/4	1	1174					
84	79	235	237	1.0	2	0	0	Chord	3/4	2	1	1/4		1/4	1	1175					
84	79	237	239	0.0	2	1/2	1/2	Dynamic	3/4	2	1	0					pp				
84	79	237	239	0.5	2	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1176		articStaccatoBelow			
84	79	475/2	479/2	0.25	2	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	1177				159	
84	79	951/4	959/4	0.25	2	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1178				159	
84	79	235	237	1.0	2	0	0	Chord	3/4	3	1	1/4		1/4	1	1179					
84	79	235	237	1.0	2	0	0	Chord	3/4	4	1	1/4		1/4	1	1180					
85	80	477/2	481/2	0.0		1/8	1/8	Dynamic	3/4	1	1	0					pp				
85	80	477/2	481/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1181				160	
85	80	955/4	963/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1182				160	
85	80	239	241	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1183		articStaccatoAbove			
85	80	238	240	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1184		articStaccatoAbove			
85	80	240	242	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1185		articStaccatoBelow		161	
85	80	481/2	485/2	0.25		5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	1186				161	
85	80	963/4	971/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1187				161	
85	80	238	240	0.0		0	0	Dynamic	3/4	3	1	0					pp				
85	80	238	240	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	1188					
85	80	238	240	0.0		0	0	Dynamic	3/4	4	1	0					pp				
85	80	238	240	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	1189					
86	81	483/2	487/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1190				162	
86	81	967/4	975/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1191				162	
86	81	242	244	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1192		articStaccatoAbove			
86	81	243	245	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1193		articStaccatoAbove			
86	81	487/2	491/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1194				163	
86	81	975/4	983/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1195				163	
86	81	241	243	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1196		articStaccatoBelow			
86	81	241	243	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	1197					
86	81	241	243	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	1198					
87	82	244	246	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	1199		articStaccatoAbove			
87	82	489/2	493/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1200				164	
87	82	979/4	987/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1201				164	
87	82	245	247	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1202		articStaccatoAbove			
87	82	491/2	495/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	1203				165	
87	82	983/4	991/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1204				165	
87	82	246	248	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1205		articStaccatoAbove			
87	82	493/2	497/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1206				166	
87	82	987/4	995/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1207				166	
87	82	244	246	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	1208				167	
87	82	244	246	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	1209					
88	83	247	249	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	1210		articStaccatoAbove			
88	83	495/2	499/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1211				168	
88	83	991/4	999/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1212				168	
88	83	248	250	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1213		articStaccatoAbove			
88	83	249	251	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1214					
88	83	499/2	503/2	0.25		5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	1215				169	
88	83	999/4	1007/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1216				169	
88	83	247	249	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	1217				167	
88	83	247	249	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	1218					
89	84	501/2	505/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1219				170	
89	84	1003/4	1011/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1220				170	
89	84	251	253	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1221		articStaccatoAbove			
89	84	250	252	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1222		articStaccatoAbove			
89	84	252	254	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1223		articStaccatoBelow			
89	84	505/2	509/2	0.25		5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	1224				171	
89	84	1011/4	1019/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1225				171	
