mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin
111	111	1265/4	1325/4	0.25		5/16	5/16	Chord	6/8	4	1	1/16		1/16	1	1707		articStaccatoBelow							
111	111	633/2	663/2	1.0		3/8	3/8	Chord	6/8	4	1	1/4		1/4	1	1708									
111	111	635/2	665/2	0.5		5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	1709									
112	112	318	333	0.0		0	0	StaffText	6/8	1	1	0							<i>cresc.</i>						
112	112	637/2	667/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1710		articStaccatoAbove							
112	112	1275/4	1335/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1711		articStaccatoAbove							
112	112	319	334	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1712		articStaccatoAbove							
112	112	1277/4	1337/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1713		articStaccatoAbove							
112	112	639/2	669/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	1714		articStaccatoAbove							
112	112	1279/4	1339/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	1715		articStaccatoAbove							
112	112	320	335	0.25		1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	1716		articStaccatoAbove							
112	112	1281/4	1341/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	1717		articStaccatoAbove							
112	112	641/2	671/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1718		articStaccatoAbove							
112	112	1283/4	1343/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1719		articStaccatoAbove							
112	112	318	333	0.0		0	0	StaffText	6/8	2	1	0							<i>cresc.</i>						
112	112	318	333	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	1720									
112	112	637/2	667/2	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	1721		articStaccatoAbove							
112	112	1275/4	1335/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	1722		articStaccatoAbove							
112	112	319	334	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	1723		articStaccatoAbove							
112	112	1277/4	1337/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	1724		articStaccatoAbove							
112	112	639/2	669/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1725									
112	112	641/2	671/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1726									
112	112	318	333	0.0		0	0	StaffText	6/8	3	1	0							<i>cresc.</i>						
112	112	318	333	1.0		0	0	Chord	6/8	3	1	1/4		1/4	1	1727							339		
112	112	319	334	0.5		1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	1728									
112	112	639/2	669/2	0.5		3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	1729							340		
112	112	320	335	0.5		1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	1730									
112	112	641/2	671/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	1731		articStaccatoAbove							
112	112	318	333	0.0		0	0	StaffText	6/8	4	1	0							<i>cresc.</i>						
112	112	318	333	1.0		0	0	Chord	6/8	4	1	1/4		1/4	1	1732							341		
112	112	319	334	0.5		1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	1733									
112	112	639/2	669/2	0.5		3/8	3/8	Chord	6/8	4	1	1/8		1/8	1	1734							342		
112	112	320	335	0.5		1/2	1/2	Chord	6/8	4	1	1/8		1/8	1	1735									
112	112	641/2	671/2	0.5		5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	1736		articStaccatoAbove							
113	113	321	336	0.0		0	0	Dynamic	6/8	1	1	0					p								
113	113	321	336	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	1737							343		
113	113	322	337	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1738							343		
113	113	645/2	675/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1739							343		
113	113	323	338	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1740							343		
113	113	647/2	677/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1741									
113	113	321	336	0.0		0	0	Dynamic	6/8	2	1	0					p								
113	113	321	336	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	1742									
113	113	643/2	673/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1743							344		
113	113	322	337	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1744							344		
113	113	645/2	675/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1745							344		
113	113	323	338	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1746							344		
113	113	647/2	677/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1747									
113	113	321	336	0.0		0	0	Dynamic	6/8	3	1	0					p								
113	113	321	336	0.5		0	0	Chord	6/8	3	1	1/8		1/8	1	1748									
113	113	643/2	673/2	0.5		1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	1749							345		
113	113	322	337	0.5		1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	1750							345		
113	113	645/2	675/2	0.5		3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	1751							345		
113	113	323	338	0.5		1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	1752							345		
113	113	647/2	677/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	1753									
113	113	321	336	0.0		0	0	Dynamic	6/8	4	1	0					p								
113	113	321	336	1.0		0	0	Chord	6/8	4	1	1/4		1/4	1	1754									
113	113	645/2	675/2	0.0		3/8	3/8	StaffText	6/8	4	1	0							"<font size=""11""/>pizz."						
113	113	645/2	675/2	1.0		3/8	3/8	Chord	6/8	4	1	1/4		1/4	1	1755									
114	114	324	339	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	1756							346		
114	114	325	340	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1757							346		
114	114	651/2	681/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1758							346		
114	114	326	341	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1759							346		
114	114	653/2	683/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1760									
114	114	324	339	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	1761							347		
114	114	649/2	679/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1762							347		
114	114	325	340	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1763							347		
114	114	651/2	681/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1764							347		
114	114	326	341	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1765							347		
114	114	653/2	683/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1766									
114	114	324	339	0.5		0	0	Chord	6/8	3	1	1/8		1/8	1	1767							348		
114	114	649/2	679/2	0.5		1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	1768							348		
114	114	325	340	0.5		1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	1769							348		
114	114	651/2	681/2	0.5		3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	1770							348		
114	114	326	341	0.5		1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	1771							348		
114	114	653/2	683/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	1772									
114	114	324	339	1.0		0	0	Chord	6/8	4	1	1/4		1/4	1	1773									
114	114	651/2	681/2	1.0		3/8	3/8	Chord	6/8	4	1	1/4		1/4	1	1774									
115	115	327	342	0.0		0	0	StaffText	6/8	1	1	0							<i>cresc.</i>						
115	115	327	342	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	1775							349		
115	115	328	343	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1776							349		
115	115	657/2	687/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1777							349		
115	115	329	344	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1778							349		
115	115	659/2	689/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1779									
115	115	327	342	0.0		0	0	StaffText	6/8	2	1	0							<i>cresc.</i>						
115	115	327	342	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	1780							350		
115	115	655/2	685/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1781							350		
115	115	328	343	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1782									
115	115	329	344	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1783									
115	115	659/2	689/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1784									
115	115	327	342	0.0		0	0	StaffText	6/8	3	1	0							<i>cresc.</i>						
115	115	327	342	0.5		0	0	Chord	6/8	3	1	1/8		1/8	1	1785							351		
115	115	655/2	685/2	0.5		1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	1786							351		
115	115	328	343	0.5		1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	1787									
115	115	657/2	687/2	0.5		3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	1788							352		
115	115	329	344	0.5		1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	1789							352		
115	115	659/2	689/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	1790									
115	115	327	342	0.0		0	0	StaffText	6/8	4	1	0							<i>cresc.</i>						
115	115	327	342	1.0		0	0	Chord	6/8	4	1	1/4		1/4	1	1791									
115	115	657/2	687/2	1.0		3/8	3/8	Chord	6/8	4	1	1/4		1/4	1	1792									
116	116	330	345	0.0		0	0	StaffText	6/8	1	1	0							<i>dim.</i>						
116	116	330	345	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	1793							353		
116	116	331	346	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1794							353		
116	116	663/2	693/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1795							353		
116	116	665/2	695/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1796									
116	116	330	345	0.0		0	0	StaffText	6/8	2	1	0							<i>dim.</i>						
116	116	661/2	691/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1797							354		
116	116	331	346	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1798									
116	116	332	347	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1799							355		
116	116	665/2	695/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1800									
116	116	330	345	0.0		0	0	StaffText	6/8	3	1	0							<i>dim.</i>						
116	116	330	345	1.0		0	0	Chord	6/8	3	1	1/4		1/4	1	1801							356		
116	116	331	346	0.5		1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	1802									
116	116	663/2	693/2	1.0		3/8	3/8	Chord	6/8	3	1	1/4		1/4	1	1803							357		
116	116	665/2	695/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	1804									
116	116	330	345	0.0		0	0	StaffText	6/8	4	1	0							<i>dim.</i>						
116	116	330	345	1.0		0	0	Chord	6/8	4	1	1/4		1/4	1	1805									
116	116	663/2	693/2	1.0		3/8	3/8	Chord	6/8	4	1	1/4		1/4	1	1806									
117	117	333	348	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	1807							358		
117	117	334	349	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1808							358		
117	117	669/2	699/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1809							358		
117	117	671/2	701/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1810									
117	117	667/2	697/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1811							359		
117	117	334	349	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1812									
117	117	335	350	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1813							360		
117	117	671/2	701/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1814									
117	117	333	348	1.0		0	0	Chord	6/8	3	1	1/4		1/4	1	1815							361		
117	117	334	349	0.5		1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	1816									
117	117	669/2	699/2	1.0		3/8	3/8	Chord	6/8	3	1	1/4		1/4	1	1817							362		
117	117	671/2	701/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	1818									
117	117	333	348	1.0		0	0	Chord	6/8	4	1	1/4		1/4	1	1819									
117	117	669/2	699/2	1.0		3/8	3/8	Chord	6/8	4	1	1/4		1/4	1	1820									
118	118	336	351	0.0		0	0	Dynamic	6/8	1	1	0					pp								
118	118	336	351	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	1821									
118	118	338	353	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1822									
118	118	677/2	707/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1823									
118	118	336	351	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	1824									
118	118	338	353	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1825									
118	118	677/2	707/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1826									
118	118	336	351	0.0		0	0	Dynamic	6/8	3	1	0					pp								
118	118	336	351	1.0		0	0	Chord	6/8	3	1	1/4		1/4	1	1827									
118	118	336	351	0.0		0	0	Dynamic	6/8	4	1	0					pp								
118	118	336	351	0.0		0	0	Dynamic	6/8	4	1	0					pp								
118	118	336	351	1.0		0	0	Chord	6/8	4	1	1/4		1/4	1	1828									
118	118	338	353	0.0		1/2	1/2	StaffText	6/8	4	1	0							"<font size=""11""/>arco"						
118	118	338	353	0.5		1/2	1/2	Chord	6/8	4	1	1/8		1/8	1	1829									
118	118	677/2	707/2	0.5		5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	1830									
119	119	339	354	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	1831									
119	119	681/2	711/2	0.0		3/8	3/8	StaffText	6/8	1	1	0							<i>cresc.</i>						
119	119	341	356	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1832									
119	119	683/2	713/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1833									
119	119	339	354	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	1834									
119	119	681/2	711/2	0.0		3/8	3/8	StaffText	6/8	2	1	0							<i>cresc.</i>						
119	119	341	356	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1835									
119	119	683/2	713/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1836									
119	119	341	356	0.0		1/2	1/2	StaffText	6/8	3	1	0							<i>cresc.</i>						
119	119	341	356	0.5		1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	1837									
119	119	683/2	713/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	1838									
119	119	339	354	1.0		0	0	Chord	6/8	4	1	1/4		1/4	1	1839									
119	119	341	356	0.0		1/2	1/2	StaffText	6/8	4	1	0							<i>cresc.</i>						
119	119	341	356	0.5		1/2	1/2	Chord	6/8	4	1	1/8		1/8	1	1840									
119	119	683/2	713/2	0.5		5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	1841									
120	120	342	357	0.5		0	0	Chord	6/8	1	1	1/8		1/8	1	1842		articStaccatoAbove							
120	120	685/2	715/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1843		articStaccatoAbove							
120	120	1371/4	1431/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1844		articStaccatoAbove							
120	120	343	358	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1845		articStaccatoAbove							
120	120	1373/4	1433/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1846		articStaccatoAbove							
120	120	687/2	717/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1847		articStaccatoAbove							
120	120	344	359	0.25		1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	1848		articStaccatoAbove							
120	120	1377/4	1437/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	1849		articStaccatoAbove							
120	120	689/2	719/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1850		articStaccatoAbove							
120	120	1379/4	1439/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1851		articStaccatoAbove							
120	120	342	357	0.0		0	0	Dynamic	6/8	2	1	0					f								
120	120	342	357	1.5		0	0	Chord	6/8	2	1	3/8		1/4	3/2	1852									
120	120	342	357	1.0		0	0	Chord	6/8	2	2	1/4		1/4	1	1853									
120	120	342	357	0.0		0	0	Dynamic	6/8	3	1	0					f								
120	120	342	357	1.0		0	0	Chord	6/8	3	1	1/4		1/4	1	1854									
120	120	342	357	0.0		0	0	Dynamic	6/8	4	1	0					f								
120	120	342	357	0.0		0	0	Dynamic	6/8	4	1	0					f								
120	120	342	357	1.0		0	0	Chord	6/8	4	1	1/4		1/4	1	1855									
121	121	345	360	0.0		0	0	StaffText	6/8	1	1	0							<i>dim.</i>						
121	121	345	360	0.5		0	0	Chord	6/8	1	1	1/8		1/8	1	1856		articStaccatoAbove							
121	121	691/2	721/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1857		articStaccatoAbove							
121	121	1383/4	1443/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1858		articStaccatoAbove							
121	121	346	361	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1859		articStaccatoAbove							
121	121	1385/4	1445/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1860		articStaccatoAbove							
121	121	693/2	723/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	1861		articStaccatoAbove							
121	121	1387/4	1447/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	1862		articStaccatoAbove							
121	121	347	362	0.25		1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	1863		articStaccatoAbove							
121	121	1389/4	1449/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	1864		articStaccatoAbove							
121	121	695/2	725/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1865		articStaccatoAbove							
121	121	1391/4	1451/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1866		articStaccatoAbove							
121	121	1389/4	1449/4	0.0		9/16	9/16	Dynamic	6/8	4	1	0					p								
121	121	1389/4	1449/4	0.25		9/16	9/16	Chord	6/8	4	1	1/16		1/16	1	1867		articStaccatoBelow							
121	121	695/2	725/2	0.25		5/8	5/8	Chord	6/8	4	1	1/16		1/16	1	1868		articStaccatoBelow							
121	121	1391/4	1451/4	0.25		11/16	11/16	Chord	6/8	4	1	1/16		1/16	1	1869		articStaccatoBelow							
122	122	348	363	0.0		0	0	Dynamic	6/8	1	1	0					p								
122	122	348	363	0.0		0	0	Chord	6/8	1	1	0	grace16	1/16	1	1870									
122	122	348	363	0.0		0	0	Chord	6/8	1	1	0	grace16	1/16	1	1871									
122	122	348	363	0.5		0	0	Chord	6/8	1	1	1/8		1/8	1	1872		articStaccatoAbove							
122	122	697/2	727/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1873		articStaccatoAbove							
122	122	349	364	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1874		articStaccatoAbove							
122	122	699/2	729/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1875							363		
122	122	350	365	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1876									
122	122	701/2	731/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1877		articStaccatoAbove							
122	122	348	363	1.5		0	0	Chord	6/8	2	1	3/8		1/4	3/2	1878							364		
122	122	699/2	729/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1879							364		
122	122	350	365	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1880									
122	122	701/2	731/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1881		articStaccatoBelow							
122	122	348	363	0.0		0	0	Dynamic	6/8	3	1	0					p								
122	122	701/2	731/2	0.0		5/8	5/8	Dynamic	6/8	3	1	0					p								
122	122	701/2	731/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	1882		articStaccatoBelow							
122	122	348	363	1.0		0	0	Chord	6/8	4	1	1/4		1/4	1	1883									
122	122	699/2	729/2	1.0		3/8	3/8	Chord	6/8	4	1	1/4		1/4	1	1884									
123	123	351	366	1.5		0	0	Chord	6/8	1	1	3/8		1/4	3/2	1885									
123	123	705/2	735/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1886									
123	123	353	368	0.25		1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	1887		articStaccatoAbove							
123	123	1413/4	1473/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	1888		articStaccatoAbove							
123	123	707/2	737/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1889		articStaccatoAbove							
123	123	1415/4	1475/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1890		articStaccatoAbove							
123	123	351	366	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	1891							365		
123	123	703/2	733/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1892							365		
123	123	352	367	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1893							365		
123	123	705/2	735/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	1894									
123	123	351	366	0.5		0	0	Chord	6/8	3	1	1/8		1/8	1	1895							366		
123	123	703/2	733/2	0.5		1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	1896							366		
123	123	352	367	0.5		1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	1897							366		
123	123	705/2	735/2	1.0		3/8	3/8	Chord	6/8	3	1	1/4		1/4	1	1898									
123	123	351	366	1.5		0	0	Chord	6/8	4	1	3/8		1/4	3/2	1899									
123	123	705/2	735/2	0.5		3/8	3/8	Chord	6/8	4	1	1/8		1/8	1	1900									
123	123	353	368	0.25		1/2	1/2	Chord	6/8	4	1	1/16		1/16	1	1901		articStaccatoBelow							
123	123	1413/4	1473/4	0.25		9/16	9/16	Chord	6/8	4	1	1/16		1/16	1	1902		articStaccatoBelow							
123	123	707/2	737/2	0.25		5/8	5/8	Chord	6/8	4	1	1/16		1/16	1	1903		articStaccatoBelow							
123	123	1415/4	1475/4	0.25		11/16	11/16	Chord	6/8	4	1	1/16		1/16	1	1904		articStaccatoBelow							
124	124	354	369	0.0		0	0	Chord	6/8	1	1	0	grace16	1/16	1	1905									
124	124	354	369	0.0		0	0	Chord	6/8	1	1	0	grace16	1/16	1	1906									
124	124	354	369	0.5		0	0	Chord	6/8	1	1	1/8		1/8	1	1907		articStaccatoAbove							
124	124	709/2	739/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1908		articStaccatoAbove							
124	124	355	370	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1909		articStaccatoAbove							
124	124	711/2	741/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1910							367		
124	124	356	371	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1911									
124	124	713/2	743/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1912		articStaccatoAbove							
124	124	354	369	1.5		0	0	Chord	6/8	2	1	3/8		1/4	3/2	1913							368		
124	124	711/2	741/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1914							368		
124	124	356	371	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1915									
124	124	713/2	743/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1916		articStaccatoBelow							
124	124	713/2	743/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	1917									
124	124	354	369	1.0		0	0	Chord	6/8	4	1	1/4		1/4	1	1918									
124	124	711/2	741/2	1.0		3/8	3/8	Chord	6/8	4	1	1/4		1/4	1	1919									
125	125	357	372	0.0		0	0	StaffText	6/8	1	1	0							<i>cresc.</i>						
125	125	357	372	1.5		0	0	Chord	6/8	1	1	3/8		1/4	3/2	1920									
125	125	717/2	747/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	1921							369		
125	125	1435/4	1495/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	1922							369		
125	125	359	374	0.25		1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	1923							369		
125	125	1437/4	1497/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	1924							369		
125	125	719/2	749/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	1925							369		
125	125	1439/4	1499/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	1926									
125	125	357	372	0.0		0	0	StaffText	6/8	2	1	0							<i>cresc.</i>						
125	125	357	372	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	1927							370		
125	125	715/2	745/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1928							370		
125	125	358	373	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1929							370		
125	125	717/2	747/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	1930							370		
125	125	719/2	749/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1931									
125	125	357	372	0.0		0	0	StaffText	6/8	3	1	0							<i>cresc.</i>						
125	125	357	372	0.5		0	0	Chord	6/8	3	1	1/8		1/8	1	1932							371		
125	125	715/2	745/2	0.5		1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	1933							371		
125	125	358	373	0.5		1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	1934							371		
125	125	717/2	747/2	1.0		3/8	3/8	Chord	6/8	3	1	1/4		1/4	1	1935							371		
125	125	719/2	749/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	1936									
125	125	357	372	0.0		0	0	StaffText	6/8	4	1	0							<i>cresc.</i>						
125	125	357	372	1.5		0	0	Chord	6/8	4	1	3/8		1/4	3/2	1937									
125	125	717/2	747/2	1.5		3/8	3/8	Chord	6/8	4	1	3/8		1/4	3/2	1938									
126	126	360	375	0.0		0	0	Dynamic	6/8	1	1	0					p								
126	126	360	375	0.25		0	0	Chord	6/8	1	1	1/16		1/16	1	1939							372		
126	126	1441/4	1501/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	1940							372		
126	126	721/2	751/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	1941							372		
126	126	1443/4	1503/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1942							372		
126	126	361	376	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1943							372		
126	126	1445/4	1505/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1944									
126	126	723/2	753/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	1945							373		
126	126	1447/4	1507/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	1946							373		
