mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	slur	decrescendo_hairpin	crescendo_hairpin
86	86	769/2	769/2	0.25	1/2	1/2	Chord	9/8	4	1	1/16			1/16	1	2336					355		
86	86	1539/4	1539/4	0.25	9/16	9/16	Chord	9/8	4	1	1/16			1/16	1	2337					355		
86	86	385	385	0.25	5/8	5/8	Chord	9/8	4	1	1/16			1/16	1	2338					355		
86	86	1541/4	1541/4	0.25	11/16	11/16	Chord	9/8	4	1	1/16			1/16	1	2339					355		
86	86	771/2	771/2	0.25	3/4	3/4	Chord	9/8	4	1	1/16			1/16	1	2340					355		
86	86	1543/4	1543/4	0.25	13/16	13/16	Chord	9/8	4	1	1/16			1/16	1	2341					355		
86	86	386	386	0.25	7/8	7/8	Chord	9/8	4	1	1/16			1/16	1	2342					355		
86	86	1545/4	1545/4	0.25	15/16	15/16	Chord	9/8	4	1	1/16			1/16	1	2343					355		
86	86	773/2	773/2	0.25	1	1	Chord	9/8	4	1	1/16			1/16	1	2344					355		
86	86	1547/4	1547/4	0.25	17/16	17/16	Chord	9/8	4	1	1/16			1/16	1	2345							
87	87	387	387	1.5	0	0	Chord	9/8	1	1	3/8			1/4	3/2	2346					356		
87	87	777/2	777/2	0.0	3/8	3/8	Dynamic	9/8	1	1	0						sf						
87	87	777/2	777/2	1.5	3/8	3/8	Chord	9/8	1	1	3/8			1/4	3/2	2347					357		
87	87	390	390	0.0	3/4	3/4	Spanner	9/8	1	1	0											27	
87	87	390	390	0.5	3/4	3/4	Chord	9/8	1	1	1/8			1/8	1	2348					358	27	
87	87	781/2	781/2	0.5	7/8	7/8	Chord	9/8	1	1	1/8			1/8	1	2349					358	27	
87	87	391	391	0.5	1	1	Chord	9/8	1	1	1/8			1/8	1	2350						27	
87	87	387	387	0.25	0	0	Chord	9/8	2	1	1/16			1/16	1	2351					359		
87	87	1549/4	1549/4	0.25	1/16	1/16	Chord	9/8	2	1	1/16			1/16	1	2352					359		
87	87	775/2	775/2	0.25	1/8	1/8	Chord	9/8	2	1	1/16			1/16	1	2353					359		
87	87	1551/4	1551/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16			1/16	1	2354					359		
87	87	388	388	0.25	1/4	1/4	Chord	9/8	2	1	1/16			1/16	1	2355					359		
87	87	1553/4	1553/4	0.25	5/16	5/16	Chord	9/8	2	1	1/16			1/16	1	2356							
87	87	777/2	777/2	0.0	3/8	3/8	Dynamic	9/8	2	1	0						sf						
87	87	777/2	777/2	1.5	3/8	3/8	Chord	9/8	2	1	3/8			1/4	3/2	2357					360		
87	87	390	390	0.0	3/4	3/4	Spanner	9/8	2	1	0											28	
87	87	390	390	1.5	3/4	3/4	Chord	9/8	2	1	3/8			1/4	3/2	2358						28	
87	87	387	387	1.5	0	0	Chord	9/8	3	1	3/8			1/4	3/2	2359							
87	87	777/2	777/2	0.25	3/8	3/8	Chord	9/8	3	1	1/16			1/16	1	2360					361		
87	87	1555/4	1555/4	0.25	7/16	7/16	Chord	9/8	3	1	1/16			1/16	1	2361					361		
87	87	389	389	0.25	1/2	1/2	Chord	9/8	3	1	1/16			1/16	1	2362					361		
87	87	1557/4	1557/4	0.25	9/16	9/16	Chord	9/8	3	1	1/16			1/16	1	2363					361		
87	87	779/2	779/2	0.25	5/8	5/8	Chord	9/8	3	1	1/16			1/16	1	2364					361		
87	87	1559/4	1559/4	0.25	11/16	11/16	Chord	9/8	3	1	1/16			1/16	1	2365							
87	87	390	390	0.0	3/4	3/4	Spanner	9/8	3	1	0											29	
87	87	390	390	1.0	3/4	3/4	Chord	9/8	3	1	1/4			1/4	1	2366						29	
87	87	391	391	0.5	1	1	Chord	9/8	3	1	1/8			1/8	1	2367					362	29	
87	87	387	387	1.5	0	0	Chord	9/8	4	1	3/8			1/4	3/2	2368							
87	87	777/2	777/2	0.0	3/8	3/8	Dynamic	9/8	4	1	0						sf						
87	87	777/2	777/2	0.0	3/8	3/8	Dynamic	9/8	4	1	0						sf						
87	87	777/2	777/2	1.5	3/8	3/8	Chord	9/8	4	1	3/8			1/4	3/2	2369							
87	87	390	390	0.0	3/4	3/4	Spanner	9/8	4	1	0											30	
87	87	390	390	1.5	3/4	3/4	Chord	9/8	4	1	3/8			1/4	3/2	2370						30	
88	88	783/2	783/2	0.0	0	0	Dynamic	9/8	1	1	0						p						
88	88	783/2	783/2	0.0	0	0	Spanner	9/8	1	1	0												
88	88	783/2	783/2	0.5	0	0	Chord	9/8	1	1	1/8			1/8	1	2371							
88	88	392	392	0.5	1/8	1/8	Chord	9/8	1	1	1/8			1/8	1	2372							
88	88	785/2	785/2	0.5	1/4	1/4	Chord	9/8	1	1	1/8			1/8	1	2373							
88	88	393	393	1.0	3/8	3/8	Chord	9/8	1	1	1/4			1/4	1	2374							
88	88	783/2	783/2	0.0	0	0	Dynamic	9/8	2	1	0						p						
88	88	783/2	783/2	0.0	0	0	Spanner	9/8	2	1	0												
88	88	783/2	783/2	0.5	0	0	Chord	9/8	2	1	1/8			1/8	1	2375							
88	88	392	392	0.5	1/8	1/8	Chord	9/8	2	1	1/8			1/8	1	2376							
88	88	785/2	785/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8			1/8	1	2377							
88	88	393	393	1.0	3/8	3/8	Chord	9/8	2	1	1/4			1/4	1	2378							
88	88	783/2	783/2	0.0	0	0	Dynamic	9/8	3	1	0						p						
88	88	783/2	783/2	0.0	0	0	Spanner	9/8	3	1	0												
88	88	783/2	783/2	1.5	0	0	Chord	9/8	3	1	3/8			1/4	3/2	2379							
88	88	393	393	0.25	3/8	3/8	Chord	9/8	3	1	1/16			1/16	1	2380					363		
88	88	1573/4	1573/4	0.25	7/16	7/16	Chord	9/8	3	1	1/16			1/16	1	2381							
88	88	787/2	787/2	0.25	1/2	1/2	Chord	9/8	3	1	1/16			1/16	1	2382					364		
88	88	1575/4	1575/4	0.25	9/16	9/16	Chord	9/8	3	1	1/16			1/16	1	2383							
88	88	394	394	0.25	5/8	5/8	Chord	9/8	3	1	1/16			1/16	1	2384					365		
88	88	1577/4	1577/4	0.25	11/16	11/16	Chord	9/8	3	1	1/16			1/16	1	2385							
88	88	789/2	789/2	0.25	3/4	3/4	Chord	9/8	3	1	1/16			1/16	1	2386					366		
88	88	1579/4	1579/4	0.25	13/16	13/16	Chord	9/8	3	1	1/16			1/16	1	2387							
88	88	395	395	0.25	7/8	7/8	Chord	9/8	3	1	1/16			1/16	1	2388					367		
88	88	1581/4	1581/4	0.25	15/16	15/16	Chord	9/8	3	1	1/16			1/16	1	2389							
88	88	791/2	791/2	0.25	1	1	Chord	9/8	3	1	1/16			1/16	1	2390					368		
88	88	1583/4	1583/4	0.25	17/16	17/16	Chord	9/8	3	1	1/16			1/16	1	2391							
88	88	783/2	783/2	0.0	0	0	Dynamic	9/8	4	1	0						p						
88	88	783/2	783/2	0.0	0	0	Spanner	9/8	4	1	0												
88	88	783/2	783/2	0.5	0	0	Chord	9/8	4	1	1/8			1/8	1	2392							
88	88	392	392	0.5	1/8	1/8	Chord	9/8	4	1	1/8			1/8	1	2393							
88	88	785/2	785/2	0.5	1/4	1/4	Chord	9/8	4	1	1/8			1/8	1	2394							
88	88	393	393	1.0	3/8	3/8	Chord	9/8	4	1	1/4			1/4	1	2395							
89	89	396	396	0.5	0	0	Chord	9/8	1	1	1/8			1/8	1	2396							
89	89	793/2	793/2	0.5	1/8	1/8	Chord	9/8	1	1	1/8			1/8	1	2397							
89	89	397	397	0.5	1/4	1/4	Chord	9/8	1	1	1/8			1/8	1	2398							
89	89	795/2	795/2	1.0	3/8	3/8	Chord	9/8	1	1	1/4			1/4	1	2399							
89	89	396	396	1.5	0	0	Chord	9/8	2	1	3/8			1/4	3/2	2400							
89	89	795/2	795/2	0.25	3/8	3/8	Chord	9/8	2	1	1/16			1/16	1	2401					369		
89	89	1591/4	1591/4	0.25	7/16	7/16	Chord	9/8	2	1	1/16			1/16	1	2402							
89	89	398	398	0.25	1/2	1/2	Chord	9/8	2	1	1/16			1/16	1	2403					370		
89	89	1593/4	1593/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16			1/16	1	2404							
89	89	797/2	797/2	0.25	5/8	5/8	Chord	9/8	2	1	1/16			1/16	1	2405					371		
89	89	1595/4	1595/4	0.25	11/16	11/16	Chord	9/8	2	1	1/16			1/16	1	2406							
89	89	399	399	0.25	3/4	3/4	Chord	9/8	2	1	1/16			1/16	1	2407					372		
89	89	1597/4	1597/4	0.25	13/16	13/16	Chord	9/8	2	1	1/16			1/16	1	2408							
89	89	799/2	799/2	0.25	7/8	7/8	Chord	9/8	2	1	1/16			1/16	1	2409					373		
89	89	1599/4	1599/4	0.25	15/16	15/16	Chord	9/8	2	1	1/16			1/16	1	2410							
89	89	400	400	0.25	1	1	Chord	9/8	2	1	1/16			1/16	1	2411					374		
89	89	1601/4	1601/4	0.25	17/16	17/16	Chord	9/8	2	1	1/16			1/16	1	2412							
89	89	396	396	0.5	0	0	Chord	9/8	3	1	1/8			1/8	1	2413							
89	89	793/2	793/2	0.5	1/8	1/8	Chord	9/8	3	1	1/8			1/8	1	2414							
89	89	397	397	0.5	1/4	1/4	Chord	9/8	3	1	1/8			1/8	1	2415							
89	89	795/2	795/2	1.0	3/8	3/8	Chord	9/8	3	1	1/4			1/4	1	2416							
89	89	396	396	0.5	0	0	Chord	9/8	4	1	1/8			1/8	1	2417							
89	89	793/2	793/2	0.5	1/8	1/8	Chord	9/8	4	1	1/8			1/8	1	2418							
89	89	397	397	0.5	1/4	1/4	Chord	9/8	4	1	1/8			1/8	1	2419							
89	89	795/2	795/2	1.0	3/8	3/8	Chord	9/8	4	1	1/4			1/4	1	2420							
90	90	801/2	801/2	0.0	0	0	StaffText	9/8	1	1	0								<b><i>Decresc.</i></b>				
90	90	801/2	801/2	1.5	0	0	Chord	9/8	1	1	3/8			1/4	3/2	2421							
90	90	402	402	0.25	3/8	3/8	Chord	9/8	1	1	1/16			1/16	1	2422					375		
90	90	1609/4	1609/4	0.25	7/16	7/16	Chord	9/8	1	1	1/16			1/16	1	2423							
90	90	805/2	805/2	0.25	1/2	1/2	Chord	9/8	1	1	1/16			1/16	1	2424					376		
90	90	1611/4	1611/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16			1/16	1	2425							
90	90	403	403	0.25	5/8	5/8	Chord	9/8	1	1	1/16			1/16	1	2426					377		
90	90	1613/4	1613/4	0.25	11/16	11/16	Chord	9/8	1	1	1/16			1/16	1	2427							
90	90	807/2	807/2	0.25	3/4	3/4	Chord	9/8	1	1	1/16			1/16	1	2428					378		
90	90	1615/4	1615/4	0.25	13/16	13/16	Chord	9/8	1	1	1/16			1/16	1	2429							
90	90	404	404	0.25	7/8	7/8	Chord	9/8	1	1	1/16			1/16	1	2430					379		
90	90	1617/4	1617/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16			1/16	1	2431							
90	90	809/2	809/2	0.25	1	1	Chord	9/8	1	1	1/16			1/16	1	2432					380		
90	90	1619/4	1619/4	0.25	17/16	17/16	Chord	9/8	1	1	1/16			1/16	1	2433							
90	90	801/2	801/2	0.5	0	0	Chord	9/8	2	1	1/8			1/8	1	2434							
90	90	401	401	0.5	1/8	1/8	Chord	9/8	2	1	1/8			1/8	1	2435							
90	90	803/2	803/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8			1/8	1	2436							
90	90	402	402	1.0	3/8	3/8	Chord	9/8	2	1	1/4			1/4	1	2437							
90	90	801/2	801/2	0.5	0	0	Chord	9/8	3	1	1/8			1/8	1	2438							
90	90	401	401	0.5	1/8	1/8	Chord	9/8	3	1	1/8			1/8	1	2439							
90	90	803/2	803/2	0.5	1/4	1/4	Chord	9/8	3	1	1/8			1/8	1	2440							
90	90	402	402	1.0	3/8	3/8	Chord	9/8	3	1	1/4			1/4	1	2441							
90	90	801/2	801/2	0.5	0	0	Chord	9/8	4	1	1/8			1/8	1	2442							
90	90	401	401	0.5	1/8	1/8	Chord	9/8	4	1	1/8			1/8	1	2443							
90	90	803/2	803/2	0.5	1/4	1/4	Chord	9/8	4	1	1/8			1/8	1	2444							
90	90	402	402	1.0	3/8	3/8	Chord	9/8	4	1	1/4			1/4	1	2445							
91	91	405	405	0.25	0	0	Chord	9/8	1	1	1/16			1/16	1	2446					381		
91	91	1621/4	1621/4	0.25	1/16	1/16	Chord	9/8	1	1	1/16			1/16	1	2447							
91	91	811/2	811/2	0.25	1/8	1/8	Chord	9/8	1	1	1/16			1/16	1	2448					382		
91	91	1623/4	1623/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16			1/16	1	2449							
91	91	406	406	0.25	1/4	1/4	Chord	9/8	1	1	1/16			1/16	1	2450					383		
91	91	1625/4	1625/4	0.25	5/16	5/16	Chord	9/8	1	1	1/16			1/16	1	2451							
91	91	813/2	813/2	0.25	3/8	3/8	Chord	9/8	1	1	1/16			1/16	1	2452					384		
91	91	1627/4	1627/4	0.25	7/16	7/16	Chord	9/8	1	1	1/16			1/16	1	2453							
91	91	407	407	0.25	1/2	1/2	Chord	9/8	1	1	1/16			1/16	1	2454					385		
91	91	1629/4	1629/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16			1/16	1	2455							
91	91	815/2	815/2	0.25	5/8	5/8	Chord	9/8	1	1	1/16			1/16	1	2456					386		
91	91	1631/4	1631/4	0.25	11/16	11/16	Chord	9/8	1	1	1/16			1/16	1	2457							
91	91	408	408	0.25	3/4	3/4	Chord	9/8	1	1	1/16			1/16	1	2458					387		
91	91	1633/4	1633/4	0.25	13/16	13/16	Chord	9/8	1	1	1/16			1/16	1	2459							
91	91	817/2	817/2	0.25	7/8	7/8	Chord	9/8	1	1	1/16			1/16	1	2460					388		
91	91	1635/4	1635/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16			1/16	1	2461							
91	91	409	409	0.25	1	1	Chord	9/8	1	1	1/16			1/16	1	2462					389		
91	91	1637/4	1637/4	0.25	17/16	17/16	Chord	9/8	1	1	1/16			1/16	1	2463							
91	91	405	405	0.0	0	0	Dynamic	9/8	2	1	0						pp						
92	92	819/2	819/2	1.0	0	0	Chord	9/8	1	1	1/4			1/4	1	2464					390		
92	92	821/2	821/2	0.5	1/4	1/4	Chord	9/8	1	1	1/8			1/8	1	2465					390		
92	92	411	411	1.5	3/8	3/8	Chord	9/8	1	1	3/8			1/4	3/2	2466					390		
92	92	825/2	825/2	0.5	3/4	3/4	Chord	9/8	1	1	1/8			1/8	1	2467					390		
92	92	413	413	0.5	7/8	7/8	Chord	9/8	1	1	1/8			1/8	1	2468					390		
92	92	827/2	827/2	0.5	1	1	Chord	9/8	1	1	1/8			1/8	1	2469							
92	92	819/2	819/2	1.5	0	0	Chord	9/8	1	2	3/8			1/4	3/2	2470					391		
92	92	411	411	1.5	3/8	3/8	Chord	9/8	1	2	3/8			1/4	3/2	2471					391		
92	92	825/2	825/2	1.5	3/4	3/4	Chord	9/8	1	2	3/8			1/4	3/2	2472							
92	92	411	411	0.0	3/8	3/8	Dynamic	9/8	2	1	0						pp						
92	92	411	411	1.0	3/8	3/8	Chord	9/8	2	1	1/4			1/4	1	2473					392		
92	92	412	412	0.5	5/8	5/8	Chord	9/8	2	1	1/8			1/8	1	2474					392		
92	92	825/2	825/2	1.0	3/4	3/4	Chord	9/8	2	1	1/4			1/4	1	2475							
92	92	827/2	827/2	0.5	1	1	Chord	9/8	2	1	1/8			1/8	1	2476		articStaccatoBelow					
92	92	819/2	819/2	1.0	0	0	Chord	9/8	3	1	1/4			1/4	1	2477					393		
92	92	821/2	821/2	0.0	1/4	1/4	Dynamic	9/8	3	1	0						pp				393		
92	92	821/2	821/2	0.5	1/4	1/4	Chord	9/8	3	1	1/8			1/8	1	2478					393		
92	92	411	411	1.0	3/8	3/8	Chord	9/8	3	1	1/4			1/4	1	2479					393		
92	92	412	412	0.5	5/8	5/8	Chord	9/8	3	1	1/8			1/8	1	2480					393		
92	92	825/2	825/2	1.0	3/4	3/4	Chord	9/8	3	1	1/4			1/4	1	2481					393		
92	92	827/2	827/2	0.5	1	1	Chord	9/8	3	1	1/8			1/8	1	2482							
92	92	819/2	819/2	0.0	0	0	Dynamic	9/8	4	1	0						pp						
92	92	819/2	819/2	3.0	0	0	Chord	9/8	4	1	3/4			1/2	3/2	2483							
92	92	825/2	825/2	1.0	3/4	3/4	Chord	9/8	4	1	1/4			1/4	1	2484							
92	92	827/2	827/2	0.5	1	1	Chord	9/8	4	1	1/8			1/8	1	2485					394		
93	93	414	414	0.0	0	0	StaffText	9/8	1	1	0								<b><i>Cresc.</i></b>				
93	93	414	414	1.0	0	0	Chord	9/8	1	1	1/4			1/4	1	2486					395		
93	93	415	415	0.25	1/4	1/4	Chord	9/8	1	1	1/16			1/16	1	2487					395		
93	93	1661/4	1661/4	0.25	5/16	5/16	Chord	9/8	1	1	1/16			1/16	1	2488							
93	93	831/2	831/2	1.5	3/8	3/8	Chord	9/8	1	1	3/8			1/4	3/2	2489							
93	93	417	417	0.5	3/4	3/4	Chord	9/8	1	1	1/8			1/8	1	2490					396		
93	93	835/2	835/2	0.5	7/8	7/8	Chord	9/8	1	1	1/8			1/8	1	2491							
93	93	418	418	0.5	1	1	Chord	9/8	1	1	1/8			1/8	1	2492							
93	93	414	414	0.0	0	0	StaffText	9/8	2	1	0								<b><i>Cresc.</i></b>				
93	93	414	414	1.0	0	0	Chord	9/8	2	1	1/4			1/4	1	2493					397		
93	93	415	415	0.25	1/4	1/4	Chord	9/8	2	1	1/16			1/16	1	2494					397		
93	93	1661/4	1661/4	0.25	5/16	5/16	Chord	9/8	2	1	1/16			1/16	1	2495							
93	93	831/2	831/2	1.5	3/8	3/8	Chord	9/8	2	1	3/8			1/4	3/2	2496							
93	93	417	417	0.5	3/4	3/4	Chord	9/8	2	1	1/8			1/8	1	2497							
93	93	835/2	835/2	0.5	7/8	7/8	Chord	9/8	2	1	1/8			1/8	1	2498					398		
93	93	418	418	0.5	1	1	Chord	9/8	2	1	1/8			1/8	1	2499							
93	93	414	414	0.0	0	0	StaffText	9/8	3	1	0								<b><i>Cresc.</i></b>				
93	93	414	414	1.0	0	0	Chord	9/8	3	1	1/4			1/4	1	2500					399		
93	93	415	415	0.5	1/4	1/4	Chord	9/8	3	1	1/8			1/8	1	2501							
93	93	831/2	831/2	1.5	3/8	3/8	Chord	9/8	3	1	3/8			1/4	3/2	2502					400		
93	93	417	417	0.5	3/4	3/4	Chord	9/8	3	1	1/8			1/8	1	2503					400		
93	93	835/2	835/2	0.5	7/8	7/8	Chord	9/8	3	1	1/8			1/8	1	2504					400		
93	93	418	418	0.5	1	1	Chord	9/8	3	1	1/8			1/8	1	2505							
93	93	414	414	0.0	0	0	StaffText	9/8	4	1	0								<b><i>Cresc.</i></b>		394		
93	93	414	414	1.0	0	0	Chord	9/8	4	1	1/4			1/4	1	2506					394		
93	93	415	415	0.5	1/4	1/4	Chord	9/8	4	1	1/8			1/8	1	2507							
93	93	831/2	831/2	0.5	3/8	3/8	Chord	9/8	4	1	1/8			1/8	1	2508					401		
93	93	416	416	0.5	1/2	1/2	Chord	9/8	4	1	1/8			1/8	1	2509					401		
93	93	833/2	833/2	0.5	5/8	5/8	Chord	9/8	4	1	1/8			1/8	1	2510					401		
93	93	417	417	1.0	3/4	3/4	Chord	9/8	4	1	1/4			1/4	1	2511					401		
93	93	418	418	0.5	1	1	Chord	9/8	4	1	1/8			1/8	1	2512							
94	94	837/2	837/2	1.0	0	0	Chord	9/8	1	1	1/4			1/4	1	2513					402		
94	94	839/2	839/2	0.0	1/4	1/4	Chord	9/8	1	1	0	grace16		1/16	1	2514					402		
94	94	839/2	839/2	0.0	1/4	1/4	Chord	9/8	1	1	0	grace16		1/16	1	2515					402		
94	94	839/2	839/2	0.0	1/4	1/4	Chord	9/8	1	1	0	grace16		1/16	1	2516					402		
94	94	839/2	839/2	0.0	1/4	1/4	Chord	9/8	1	1	0	grace16		1/16	1	2517					402		
94	94	839/2	839/2	0.25	1/4	1/4	Chord	9/8	1	1	1/16			1/16	1	2518					402		
94	94	1679/4	1679/4	0.25	5/16	5/16	Chord	9/8	1	1	1/16			1/16	1	2519							
94	94	420	420	1.5	3/8	3/8	Chord	9/8	1	1	3/8			1/4	3/2	2520					403		
94	94	843/2	843/2	0.0	3/4	3/4	Spanner	9/8	1	1	0										403		15
94	94	843/2	843/2	0.75	3/4	3/4	Chord	9/8	1	1	3/16			1/8	3/2	2521					403		15
94	94	1689/4	1689/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16			1/16	1	2522					403		15
94	94	845/2	845/2	0.0	1	1	Spanner	9/8	1	1	0										403		
94	94	845/2	845/2	0.0	1	1	Spanner	9/8	1	1	0										403	31	
94	94	845/2	845/2	0.375	1	1	Chord	9/8	1	1	3/32			1/16	3/2	2523					403	31	
94	94	3383/8	3383/8	0.125	35/32	35/32	Chord	9/8	1	1	1/32			1/32	1	2524						31	
94	94	837/2	837/2	1.0	0	0	Chord	9/8	2	1	1/4			1/4	1	2525					404		
94	94	839/2	839/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8			1/8	1	2526					404		
94	94	420	420	0.0	3/8	3/8	Spanner	9/8	2	1	0										404		16
94	94	420	420	1.5	3/8	3/8	Chord	9/8	2	1	3/8			1/4	3/2	2527					404		16
94	94	843/2	843/2	0.0	3/4	3/4	Spanner	9/8	2	1	0											32	16
94	94	843/2	843/2	1.5	3/4	3/4	Chord	9/8	2	1	3/8			1/4	3/2	2528						32	16
94	94	837/2	837/2	1.0	0	0	Chord	9/8	3	1	1/4			1/4	1	2529		articTenutoBelow					
94	94	839/2	839/2	0.5	1/4	1/4	Chord	9/8	3	1	1/8			1/8	1	2530		articStaccatoBelow					
94	94	420	420	0.0	3/8	3/8	Spanner	9/8	3	1	0												17
94	94	420	420	1.5	3/8	3/8	Chord	9/8	3	1	3/8			1/4	3/2	2531							17
94	94	843/2	843/2	0.0	3/4	3/4	Spanner	9/8	3	1	0											33	17
94	94	843/2	843/2	1.5	3/4	3/4	Chord	9/8	3	1	3/8			1/4	3/2	2532						33	17
94	94	837/2	837/2	1.0	0	0	Chord	9/8	4	1	1/4			1/4	1	2533					405		
94	94	839/2	839/2	0.5	1/4	1/4	Chord	9/8	4	1	1/8			1/8	1	2534					405		
94	94	420	420	0.0	3/8	3/8	Dynamic	9/8	4	1	0						p						
94	94	420	420	0.0	3/8	3/8	Spanner	9/8	4	1	0												18
94	94	420	420	1.5	3/8	3/8	Chord	9/8	4	1	3/8			1/4	3/2	2535							18
94	94	843/2	843/2	0.0	3/4	3/4	Spanner	9/8	4	1	0											34	18
94	94	843/2	843/2	1.5	3/4	3/4	Chord	9/8	4	1	3/8			1/4	3/2	2536						34	18
95	95	423	423	0.0	0	0	Dynamic	9/8	1	1	0						pp						
95	95	423	423	0.0	0	0	Spanner	9/8	1	1	0												
95	95	423	423	1.0	0	0	Chord	9/8	1	1	1/4			1/4	1	2537							
95	95	423	423	0.0	0	0	Dynamic	9/8	2	1	0						pp						
95	95	423	423	0.0	0	0	Spanner	9/8	2	1	0												
95	95	423	423	0.0	0	0	Spanner	9/8	2	1	0												
95	95	423	423	0.25	0	0	Chord	9/8	2	1	1/16			1/16	1	2538							
95	95	1693/4	1693/4	0.25	1/16	1/16	Chord	9/8	2	1	1/16			1/16	1	2539		articStaccatoBelow					
95	95	847/2	847/2	0.25	1/8	1/8	Chord	9/8	2	1	1/16			1/16	1	2540		articStaccatoBelow					
95	95	1695/4	1695/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16			1/16	1	2541		articStaccatoBelow					
95	95	424	424	0.25	1/4	1/4	Chord	9/8	2	1	1/16			1/16	1	2542		articStaccatoBelow					
95	95	1697/4	1697/4	0.25	5/16	5/16	Chord	9/8	2	1	1/16			1/16	1	2543		articStaccatoBelow					
95	95	849/2	849/2	1.5	3/8	3/8	Chord	9/8	2	1	3/8		r16	1/4	3/2	2544							
95	95	426	426	1.5	3/4	3/4	Chord	9/8	2	1	3/8		r16	1/4	3/2	2545							
95	95	423	423	0.0	0	0	Dynamic	9/8	3	1	0						pp						
95	95	423	423	0.0	0	0	Spanner	9/8	3	1	0												
95	95	423	423	0.0	0	0	Spanner	9/8	3	1	0												
95	95	423	423	0.25	0	0	Chord	9/8	3	1	1/16			1/16	1	2546							
95	95	1693/4	1693/4	0.25	1/16	1/16	Chord	9/8	3	1	1/16			1/16	1	2547		articStaccatoBelow					
95	95	847/2	847/2	0.25	1/8	1/8	Chord	9/8	3	1	1/16			1/16	1	2548		articStaccatoBelow					
95	95	1695/4	1695/4	0.25	3/16	3/16	Chord	9/8	3	1	1/16			1/16	1	2549		articStaccatoBelow					
95	95	424	424	0.25	1/4	1/4	Chord	9/8	3	1	1/16			1/16	1	2550		articStaccatoBelow					
95	95	1697/4	1697/4	0.25	5/16	5/16	Chord	9/8	3	1	1/16			1/16	1	2551		articStaccatoBelow					
95	95	849/2	849/2	1.5	3/8	3/8	Chord	9/8	3	1	3/8		r16	1/4	3/2	2552							
95	95	426	426	1.5	3/4	3/4	Chord	9/8	3	1	3/8		r16	1/4	3/2	2553							
95	95	423	423	0.0	0	0	Dynamic	9/8	4	1	0						pp						
95	95	423	423	0.0	0	0	Spanner	9/8	4	1	0												
95	95	423	423	0.0	0	0	Spanner	9/8	4	1	0												
95	95	423	423	1.0	0	0	Chord	9/8	4	1	1/4			1/4	1	2554							
96	96	855/2	855/2	3.0	0	0	Chord	9/8	1	1	3/4			1/2	3/2	2555							
96	96	861/2	861/2	1.0	3/4	3/4	Chord	9/8	1	1	1/4			1/4	1	2556							
96	96	863/2	863/2	0.25	1	1	Chord	9/8	1	1	1/16			1/16	1	2557							
96	96	1727/4	1727/4	0.03571428571428571	17/16	17/16	Chord	9/8	1	1	1/112			1/64	4/7	2558					406		
96	96	6045/14	6045/14	0.03571428571428571	15/14	15/14	Chord	9/8	1	1	1/112			1/64	4/7	2559					406		
96	96	12091/28	12091/28	0.03571428571428571	121/112	121/112	Chord	9/8	1	1	1/112			1/64	4/7	2560					406		
96	96	3023/7	3023/7	0.03571428571428571	61/56	61/56	Chord	9/8	1	1	1/112			1/64	4/7	2561					406		
96	96	12093/28	12093/28	0.03571428571428571	123/112	123/112	Chord	9/8	1	1	1/112			1/64	4/7	2562					406		
96	96	6047/14	6047/14	0.03571428571428571	31/28	31/28	Chord	9/8	1	1	1/112			1/64	4/7	2563					406		
96	96	12095/28	12095/28	0.03571428571428571	125/112	125/112	Chord	9/8	1	1	1/112			1/64	4/7	2564							
96	96	855/2	855/2	1.5	0	0	Chord	9/8	2	1	3/8		r16	1/4	3/2	2565							
96	96	429	429	1.5	3/8	3/8	Chord	9/8	2	1	3/8		r16	1/4	3/2	2566							
96	96	861/2	861/2	1.5	3/4	3/4	Chord	9/8	2	1	3/8		r16	1/4	3/2	2567							
96	96	855/2	855/2	1.5	0	0	Chord	9/8	3	1	3/8		r16	1/4	3/2	2568							
96	96	429	429	0.0	3/8	3/8	Dynamic	9/8	3	1	0						p						
96	96	429	429	0.0	3/8	3/8	Dynamic	9/8	3	1	0						p						
96	96	429	429	1.5	3/8	3/8	Chord	9/8	3	1	3/8		r16	1/4	3/2	2569							
96	96	861/2	861/2	1.5	3/4	3/4	Chord	9/8	3	1	3/8		r16	1/4	3/2	2570							
96	96	855/2	855/2	3.0	0	0	Chord	9/8	4	1	3/4			1/2	3/2	2571							
96	96	861/2	861/2	0.0	3/4	3/4	Dynamic	9/8	4	1	0						p						
96	96	861/2	861/2	1.5	3/4	3/4	Chord	9/8	4	1	3/8			1/4	3/2	2572							
