mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	staff_text	tempo	qpm	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin
27	26	101	101	3.0	0	0	Chord	2/2	4	1	3/4	1/2	3/2	251								
27	26	104	104	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	252								
28	27	105	105	0.0	0	0	Spanner	2/2	1	1	0											4
28	27	105	105	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	253						58		4
28	27	107	107	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	254						58		4
28	27	108	108	0.0	3/4	3/4	Dynamic	2/2	1	1	0				p					58		4
28	27	108	108	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	255						58		4
28	27	105	105	0.0	0	0	Dynamic	2/2	2	1	0				sf							
28	27	105	105	0.0	0	0	Dynamic	2/2	2	1	0				sf							
28	27	105	105	0.0	0	0	Spanner	2/2	2	1	0											5
28	27	105	105	3.0	0	0	Chord	2/2	2	1	3/4	1/2	3/2	256								5
28	27	108	108	0.0	3/4	3/4	Dynamic	2/2	2	1	0				p							5
28	27	108	108	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	257						59		5
28	27	105	105	0.0	0	0	Dynamic	2/2	3	1	0				sf							
28	27	105	105	0.0	0	0	Spanner	2/2	3	1	0											6
28	27	105	105	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	258						60		6
28	27	106	106	2.0	1/4	1/4	Chord	2/2	3	1	1/2	1/2	1	259						60		6
28	27	108	108	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	260								6
28	27	105	105	0.0	0	0	Dynamic	2/2	4	1	0				sf							
28	27	105	105	0.0	0	0	Spanner	2/2	4	1	0											7
28	27	105	105	2.0	0	0	Chord	2/2	4	1	1/2	1/2	1	261						61		7
28	27	107	107	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	262						61		7
28	27	108	108	0.0	3/4	3/4	Dynamic	2/2	4	1	0				p					61		7
28	27	108	108	0.0	3/4	3/4	Dynamic	2/2	4	1	0				p					61		7
28	27	108	108	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	263						61		7
29	28	109	109	0.0	0	0	Spanner	2/2	1	1	0									58		
29	28	109	109	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	264						58		
29	28	110	110	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	265						58		
29	28	111	111	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	266						58		
29	28	112	112	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	267						58		
29	28	109	109	0.0	0	0	Spanner	2/2	2	1	0									59		
29	28	109	109	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	268						59		
29	28	110	110	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	269						59		
29	28	111	111	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	270						59		
29	28	112	112	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	271						59		
29	28	109	109	0.0	0	0	Spanner	2/2	3	1	0											
29	28	109	109	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	272								
29	28	110	110	2.0	1/4	1/4	Chord	2/2	3	1	1/2	1/2	1	273						62		
29	28	112	112	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	274						62		
29	28	109	109	0.0	0	0	Spanner	2/2	4	1	0									61		
29	28	109	109	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	275						61		
29	28	110	110	1.0	1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	276						61		
29	28	111	111	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	277						61		
29	28	112	112	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	278						61		
30	29	113	113	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	279						58		
30	29	114	114	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	280						58		
30	29	115	115	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	281						58		
30	29	116	116	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	282						58		
30	29	113	113	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	283						59		
30	29	114	114	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	284						59		
30	29	115	115	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	285						59		
30	29	116	116	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	286						59		
30	29	113	113	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	287								
30	29	114	114	2.0	1/4	1/4	Chord	2/2	3	1	1/2	1/2	1	288								
30	29	116	116	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	289								
30	29	113	113	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	290						61		
30	29	114	114	1.0	1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	291						61		
30	29	115	115	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	292						61		
30	29	116	116	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	293						61		
31	30	117	117	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	294						58		
31	30	118	118	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	295						58		
31	30	119	119	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	296						58		
31	30	120	120	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	297								
31	30	117	117	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	298						59		
31	30	118	118	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	299						59		
31	30	119	119	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	300						59		
31	30	120	120	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	301								
31	30	117	117	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	302						63		
31	30	118	118	2.0	1/4	1/4	Chord	2/2	3	1	1/2	1/2	1	303						63		
31	30	120	120	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	304								
31	30	117	117	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	305						61		
31	30	118	118	1.0	1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	306						61		
31	30	119	119	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	307						61		
31	30	120	120	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	308						61		
32	31	121	121	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	309						64		
32	31	122	122	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	310						64		
32	31	123	123	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	311						64		
32	31	124	124	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	312						64		
32	31	121	121	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	313								
32	31	122	122	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	314						65		
32	31	123	123	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	315						65		
32	31	124	124	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	316						65		
32	31	121	121	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	317						66		
32	31	122	122	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	318						66		
32	31	123	123	2.0	1/2	1/2	Chord	2/2	3	1	1/2	1/2	1	319								
32	31	121	121	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	320								
32	31	124	124	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	321						67		
33	32	125	125	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	322						64		
33	32	126	126	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	323						64		
33	32	127	127	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	324						64		
33	32	128	128	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	325								
33	32	125	125	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	326								
33	32	128	128	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	327						68		
33	32	125	125	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	328						69		
33	32	126	126	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	329						69		
33	32	127	127	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	330						69		
33	32	128	128	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	331								
33	32	125	125	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	332						67		
33	32	126	126	1.0	1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	333						67		
33	32	127	127	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	334						67		
33	32	128	128	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	335						67		
34	33	129	129	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	336						70		
34	33	130	130	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	337						70		
34	33	131	131	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	338						70		
34	33	132	132	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	339								
34	33	129	129	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	340						68		
34	33	130	130	2.0	1/4	1/4	Chord	2/2	2	1	1/2	1/2	1	341						68		
34	33	132	132	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	342								
34	33	129	129	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	343								
34	33	129	129	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	344						67		
34	33	130	130	1.0	1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	345						67		
34	33	131	131	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	346						67		
34	33	132	132	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	347								
35	34	133	133	3.0	0	0	Chord	2/2	1	1	3/4	1/2	3/2	348								
35	34	136	136	0.0	3/4	3/4	StaffText	2/2	1	1	0					"<font size=""8.2""/><i>cresc.</i>"						
35	34	136	136	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	349						71		
35	34	133	133	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	350						72		
35	34	134	134	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	351						72		
35	34	135	135	0.0	1/2	1/2	StaffText	2/2	2	1	0					"<font size=""8.2""/><i>cresc.</i>"						
35	34	135	135	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	352								
35	34	136	136	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	353								
35	34	135	135	0.0	1/2	1/2	StaffText	2/2	3	1	0					"<font size=""8.2""/><i>cresc.</i>"						
35	34	136	136	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	354						73		
35	34	133	133	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	355						74		
35	34	134	134	1.0	1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	356						74		
35	34	135	135	0.0	1/2	1/2	StaffText	2/2	4	1	0					"<font size=""8.2""/><i>cresc.</i>"						
35	34	135	135	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	357								
35	34	136	136	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	358								
36	35	137	137	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	359						75		
36	35	138	138	2.0	1/4	1/4	Chord	2/2	1	1	1/2	1/2	1	360						75		
36	35	140	140	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	361								
36	35	137	137	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	362						76		
36	35	138	138	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	363						76		
36	35	139	139	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	364						76		
36	35	140	140	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	365								
36	35	137	137	2.0	0	0	Chord	2/2	3	1	1/2	1/2	1	366						73		
36	35	139	139	2.0	1/2	1/2	Chord	2/2	3	1	1/2	1/2	1	367								
36	35	137	137	2.0	0	0	Chord	2/2	4	1	1/2	1/2	1	368						77		
36	35	139	139	2.0	1/2	1/2	Chord	2/2	4	1	1/2	1/2	1	369								
37	36	141	141	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	370						78		
37	36	142	142	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	371						78		
37	36	143	143	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	372						78		
37	36	144	144	0.0	3/4	3/4	Spanner	2/2	1	1	0									78		8
37	36	144	144	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	373						78		8
37	36	141	141	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	374						79		
37	36	142	142	2.0	1/4	1/4	Chord	2/2	2	1	1/2	1/2	1	375						79		
37	36	144	144	0.0	3/4	3/4	Spanner	2/2	2	1	0											9
37	36	144	144	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	376								9
37	36	141	141	0.0	0	0	Dynamic	2/2	3	1	0				sfz							
37	36	141	141	3.0	0	0	Chord	2/2	3	1	3/4	1/2	3/2	377								
37	36	144	144	0.0	3/4	3/4	Spanner	2/2	3	1	0											10
37	36	144	144	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	378						80		10
37	36	141	141	0.0	0	0	Spanner	2/2	4	1	0											11
37	36	141	141	4.0	0	0	Chord	2/2	4	1	1	1	1	379								11
38	37	145	145	0.0	0	0	Dynamic	2/2	1	1	0				sfz					78		
38	37	145	145	0.0	0	0	Spanner	2/2	1	1	0									78		
38	37	145	145	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	380						78		
38	37	146	146	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	381						78		
38	37	147	147	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	382						78		
38	37	148	148	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	383								
38	37	145	145	0.0	0	0	Dynamic	2/2	2	1	0				sfz							
38	37	145	145	0.0	0	0	Spanner	2/2	2	1	0											
38	37	145	145	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	384						81		
38	37	146	146	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	385						81		
38	37	147	147	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	386						81		
38	37	148	148	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	387								
38	37	145	145	0.0	0	0	Dynamic	2/2	3	1	0				sfz					80		
38	37	145	145	0.0	0	0	Spanner	2/2	3	1	0									80		
38	37	145	145	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	388						80		
38	37	146	146	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	389						80		
38	37	147	147	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	390						80		
38	37	148	148	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	391						80		
38	37	145	145	0.0	0	0	Dynamic	2/2	4	1	0				sfz							
38	37	145	145	0.0	0	0	Spanner	2/2	4	1	0											
38	37	145	145	4.0	0	0	Chord	2/2	4	1	1	1	1	392								
39	38	149	149	0.0	0	0	Dynamic	2/2	1	1	0				p							
39	38	149	149	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	393						82		
39	38	150	150	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	394						82		
39	38	151	151	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	395						82		
39	38	152	152	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	396						82		
39	38	149	149	0.0	0	0	Dynamic	2/2	2	1	0				p							
39	38	149	149	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	397						83		
39	38	150	150	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	398						83		
39	38	151	151	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	399						83		
39	38	152	152	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	400						83		
39	38	149	149	0.0	0	0	Dynamic	2/2	3	1	0				p					80		
39	38	149	149	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	401						80		
39	38	150	150	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	402						80		
39	38	151	151	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	403						80		
39	38	152	152	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	404								
39	38	149	149	0.0	0	0	Dynamic	2/2	4	1	0				p							
39	38	149	149	3.0	0	0	Chord	2/2	4	1	3/4	1/2	3/2	405								
39	38	152	152	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	406						84		
40	39	153	153	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	407						82		
40	39	155	155	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	408						82		
40	39	156	156	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	409								
40	39	153	153	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	410						83		
40	39	154	154	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	411						83		
40	39	155	155	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	412						83		
40	39	156	156	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	413								
40	39	153	153	4.0	0	0	Chord	2/2	3	1	1	1	1	414								
40	39	153	153	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	415						84		
40	39	154	154	1.0	1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	416						84		
40	39	155	155	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	417						84		
40	39	156	156	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	418						84		
41	40	157	157	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	419						85		
41	40	159	159	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	420						85		
41	40	160	160	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	421								
41	40	157	157	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	422						86		
41	40	158	158	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	423						86		
41	40	159	159	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	424						86		
41	40	160	160	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	425								
41	40	157	157	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	426						87		
41	40	158	158	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	427						87		
41	40	159	159	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	428						87		
41	40	160	160	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	429								
41	40	157	157	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	430						84		
41	40	158	158	1.0	1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	431						84		
41	40	159	159	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	432						84		
41	40	160	160	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	433								
42	41	161	161	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	434						88		
42	41	162	162	3.0	1/4	1/4	Chord	2/2	1	1	3/4	1/2	3/2	435						89		
42	41	161	161	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	436						90		
42	41	162	162	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	437						90		
42	41	163	163	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	438						90		
42	41	164	164	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	439						90		
42	41	161	161	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	440						91		
42	41	162	162	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	441						91		
42	41	163	163	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	442						91		
42	41	164	164	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	443						91		
42	41	161	161	4.0	0	0	Chord	2/2	4	1	1	1	1	444								
43	42	165	165	4.0	0	0	Chord	2/2	1	1	1	1	1	445								
43	42	165	165	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	446						90		
43	42	166	166	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	447						90		
43	42	167	167	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	448						90		
43	42	168	168	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	449								
43	42	165	165	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	450						91		
43	42	166	166	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	451						91		
43	42	167	167	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	452						91		
43	42	168	168	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	453								
43	42	165	165	4.0	0	0	Chord	2/2	4	1	1	1	1	454								
44	43	169	169	3.0	0	0	Chord	2/2	1	1	3/4	1/2	3/2	455								
44	43	172	172	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	456						92		
44	43	169	169	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	457						93		
44	43	170	170	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	458						93		
44	43	171	171	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	459						93		
44	43	172	172	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	460						93		
44	43	169	169	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	461						94		
44	43	170	170	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	462						94		
44	43	171	171	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	463						94		
44	43	172	172	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	464						94		
44	43	169	169	4.0	0	0	Chord	2/2	4	1	1	1	1	465								
45	44	173	173	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	466						92		
45	44	174	174	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	467						92		
45	44	175	175	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	468						92		
45	44	176	176	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	469						92		
45	44	173	173	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	470						93		
45	44	174	174	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	471						93		
45	44	175	175	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	472						93		
45	44	176	176	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	473						93		
45	44	173	173	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	474						94		
45	44	174	174	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	475						94		
45	44	175	175	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	476						94		
45	44	176	176	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	477						94		
45	44	173	173	4.0	0	0	Chord	2/2	4	1	1	1	1	478								
46	45	177	177	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	479						92		
46	45	178	178	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	480						92		
46	45	179	179	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	481						92		
46	45	180	180	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	482								
46	45	177	177	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	483						93		
46	45	178	178	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	484						93		
46	45	179	179	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	485								
46	45	180	180	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	486						95		
46	45	177	177	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	487						94		
46	45	178	178	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	488						94		
46	45	179	179	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	489								
46	45	180	180	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	490						96		
46	45	177	177	2.0	0	0	Chord	2/2	4	1	1/2	1/2	1	491								
46	45	179	179	2.0	1/2	1/2	Chord	2/2	4	1	1/2	1/2	1	492								
47	46	182	182	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	493						97		
47	46	183	183	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	494						97		
47	46	184	184	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	495								
47	46	181	181	0.0	0	0	Spanner	2/2	2	1	0									95	7	
47	46	181	181	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	496						95	7	
47	46	183	183	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	497							7	
47	46	181	181	2.0	0	0	Chord	2/2	3	1	1/2	1/2	1	498						96		
47	46	183	183	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	499								
47	46	184	184	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	500						98		
48	47	185	185	0.0	0	0	Spanner	2/2	2	1	0											
48	47	185	185	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	501								
48	47	188	188	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	502						99		
48	47	185	185	0.0	0	0	Spanner	2/2	3	1	0									98	8	
48	47	185	185	2.0	0	0	Chord	2/2	3	1	1/2	1/2	1	503						98	8	
48	47	187	187	2.0	1/2	1/2	Chord	2/2	3	1	1/2	1/2	1	504							8	
48	47	186	186	1.0	1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	505						100		
48	47	187	187	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	506						100		
48	47	188	188	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	507								
49	48	190	190	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	508						101		
49	48	191	191	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	509						101		
49	48	192	192	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	510								
49	48	189	189	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	511						99		
49	48	191	191	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	512								
49	48	189	189	0.0	0	0	Spanner	2/2	3	1	0											
49	48	189	189	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	513								
49	48	192	192	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	514						102		
49	48	190	190	1.0	1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	515						103		
49	48	191	191	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	516						103		
49	48	192	192	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	517								
50	49	194	194	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	518						104		
50	49	195	195	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	519						104		
50	49	196	196	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	520								
50	49	193	193	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	521						105		
50	49	194	194	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	522						105		
