mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	slur
89	89	177	177	1.0	1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	839					
89	89	176	176	1.0	0	0	Chord	2/4	4	1	1/4		1/4	1	840					85
89	89	177	177	1.0	1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	841					85
90	90	178	178	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	842					86
90	90	179	179	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	843					86
90	90	178	178	0.0	0	0	Dynamic	2/4	2	1	0					p				
90	90	178	178	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	844					87
90	90	179	179	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	845					
90	90	178	178	2.0	0	0	Chord	2/4	4	1	1/2		1/2	1	846					
91	91	180	180	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	847					
91	91	180	180	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	848					88
91	91	181	181	1.0	1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	849					
91	91	180	180	1.0	0	0	Chord	2/4	4	1	1/4		1/4	1	850					89
91	91	181	181	1.0	1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	851					89
92	92	182	182	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	852					90
92	92	183	183	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	853					90
92	92	182	182	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	854					91
92	92	183	183	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	855					
92	92	182	182	2.0	0	0	Chord	2/4	4	1	1/2		1/2	1	856					
93	93	184	184	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	857					
93	93	184	184	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	858					92
93	93	185	185	1.0	1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	859					
93	93	184	184	1.0	0	0	Chord	2/4	4	1	1/4		1/4	1	860					93
93	93	185	185	1.0	1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	861					93
94	94	186	186	0.0	0	0	Dynamic	2/4	1	1	0					pp				
94	94	186	186	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	862					94
94	94	373/2	373/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	863					94
94	94	187	187	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	864					94
94	94	186	186	0.0	0	0	Dynamic	2/4	4	1	0					pp				
94	94	186	186	1.0	0	0	Chord	2/4	4	1	1/4		1/4	1	865					
94	94	187	187	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	866					95
94	94	375/2	375/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	867					95
95	95	188	188	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	868					94
95	95	377/2	377/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	869					94
95	95	189	189	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	870					
95	95	188	188	0.0	0	0	Dynamic	2/4	3	1	0					pp				
95	95	188	188	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	871					
95	95	189	189	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	872					96
95	95	379/2	379/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	873					96
95	95	188	188	1.0	0	0	Chord	2/4	4	1	1/4		1/4	1	874					
95	95	189	189	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	875					97
95	95	379/2	379/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	876					97
96	96	190	190	0.0	0	0	Dynamic	2/4	1	1	0					pp				
96	96	190	190	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	877					98
96	96	190	190	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	878					99
96	96	381/2	381/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	879					99
96	96	191	191	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	880					99
96	96	383/2	383/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	881					
96	96	190	190	2.0	0	0	Chord	2/4	3	1	1/2		1/2	1	882					100
96	96	190	190	2.0	0	0	Chord	2/4	4	1	1/2		1/2	1	883					
97	97	192	192	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	884					98
97	97	385/2	385/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	885					98
97	97	193	193	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	886					98
97	97	387/2	387/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	887					
97	97	192	192	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	888					101
97	97	385/2	385/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	889					101
97	97	193	193	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	890					101
97	97	387/2	387/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	891					
97	97	192	192	2.0	0	0	Chord	2/4	3	1	1/2		1/2	1	892					100
97	97	192	192	2.0	0	0	Chord	2/4	4	1	1/2		1/2	1	893					
98	98	194	194	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	894		articStaccatoAbove			
98	98	195	195	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	895		articStaccatoAbove			
98	98	194	194	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	896					102
98	98	389/2	389/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	897					102
98	98	195	195	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	898					102
98	98	391/2	391/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	899					
98	98	194	194	2.0	0	0	Chord	2/4	3	1	1/2		1/2	1	900					100
98	98	194	194	2.0	0	0	Chord	2/4	4	1	1/2		1/2	1	901					
99	99	196	196	1.5	0	0	Chord	2/4	1	1	3/8		1/4	3/2	902					103
99	99	395/2	395/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	903					103
99	99	791/4	791/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	904					
99	99	196	196	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	905					104
99	99	393/2	393/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	906					104
99	99	197	197	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	907					104
99	99	395/2	395/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	908					
99	99	196	196	2.0	0	0	Chord	2/4	3	1	1/2		1/2	1	909					
99	99	196	196	2.0	0	0	Chord	2/4	4	1	1/2		1/2	1	910					
100	100	198	198	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	911					105
100	100	198	198	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	912					106
100	100	397/2	397/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	913					106
100	100	199	199	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	914					106
100	100	399/2	399/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	915					
100	100	198	198	2.0	0	0	Chord	2/4	3	1	1/2		1/2	1	916					107
100	100	198	198	2.0	0	0	Chord	2/4	4	1	1/2		1/2	1	917					
101	101	200	200	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	918					105
101	101	401/2	401/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	919					105
101	101	201	201	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	920					105
101	101	403/2	403/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	921					
101	101	200	200	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	922					108
101	101	401/2	401/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	923					108
101	101	201	201	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	924					108
101	101	403/2	403/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	925					
101	101	200	200	2.0	0	0	Chord	2/4	3	1	1/2		1/2	1	926					107
101	101	200	200	2.0	0	0	Chord	2/4	4	1	1/2		1/2	1	927					
102	102	202	202	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	928		articStaccatoAbove			
102	102	203	203	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	929		articStaccatoAbove			
102	102	202	202	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	930					109
102	102	405/2	405/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	931					109
102	102	203	203	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	932					109
102	102	407/2	407/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	933					
102	102	202	202	2.0	0	0	Chord	2/4	3	1	1/2		1/2	1	934					107
102	102	202	202	2.0	0	0	Chord	2/4	4	1	1/2		1/2	1	935					
103	103	204	204	1.5	0	0	Chord	2/4	1	1	3/8		1/4	3/2	936					110
103	103	411/2	411/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	937					
103	103	204	204	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	938					111
103	103	409/2	409/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	939					111
103	103	205	205	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	940					111
103	103	411/2	411/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	941					
103	103	204	204	2.0	0	0	Chord	2/4	3	1	1/2		1/2	1	942					
103	103	204	204	2.0	0	0	Chord	2/4	4	1	1/2		1/2	1	943					
104	104	206	206	0.0	0	0	StaffText	2/4	1	1	0							<b><i>cresc.</i></b>		
104	104	206	206	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	944					
104	104	206	206	0.0	0	0	StaffText	2/4	2	1	0							<b><i>cresc.</i></b>		
104	104	206	206	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	945					
104	104	413/2	413/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	946					
104	104	207	207	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	947					
104	104	415/2	415/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	948					
104	104	206	206	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	949					
104	104	413/2	413/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	950					
104	104	207	207	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	951					
104	104	415/2	415/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	952					
104	104	206	206	0.0	0	0	StaffText	2/4	4	1	0							<b><i>cresc.</i></b>		
104	104	206	206	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	953					
104	104	413/2	413/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	954					
104	104	207	207	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	955					
104	104	415/2	415/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	956					
105	105	208	208	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	957					
105	105	208	208	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	958					
105	105	417/2	417/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	959					
105	105	209	209	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	960					
105	105	419/2	419/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	961					
105	105	208	208	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	962					
105	105	417/2	417/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	963					
105	105	209	209	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	964					
105	105	419/2	419/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	965					
105	105	208	208	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	966					
105	105	417/2	417/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	967					
105	105	209	209	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	968					
105	105	419/2	419/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	969					
106	106	210	210	1.5	0	0	Chord	2/4	1	1	3/8		1/4	3/2	970					112
106	106	423/2	423/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	971					112
106	106	847/4	847/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	972					
106	106	210	210	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	973					
106	106	421/2	421/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	974					
106	106	211	211	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	975					
106	106	423/2	423/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	976					
106	106	210	210	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	977					
106	106	421/2	421/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	978					
106	106	211	211	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	979					
106	106	423/2	423/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	980					
106	106	210	210	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	981					
106	106	421/2	421/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	982					
106	106	211	211	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	983					
106	106	423/2	423/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	984					
107	107	212	212	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	985		ornamentTrill			
107	107	212	212	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	986					
107	107	425/2	425/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	987					
107	107	213	213	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	988					
107	107	427/2	427/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	989					
107	107	212	212	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	990					
107	107	425/2	425/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	991					
107	107	213	213	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	992					
107	107	427/2	427/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	993					
107	107	212	212	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	994					
107	107	425/2	425/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	995					
107	107	213	213	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	996					
107	107	427/2	427/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	997					
108	108	214	214	0.0	0	0	Dynamic	2/4	1	1	0					f				
108	108	214	214	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	998		ornamentTrill			
108	108	214	214	0.0	0	0	Dynamic	2/4	2	1	0					f				
108	108	214	214	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	999					
108	108	429/2	429/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1000					
108	108	215	215	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1001					
108	108	431/2	431/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1002					
108	108	214	214	0.0	0	0	Dynamic	2/4	3	1	0					f				
108	108	214	214	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	1003					
108	108	429/2	429/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1004					
108	108	215	215	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1005					
108	108	431/2	431/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1006					
108	108	214	214	0.0	0	0	Dynamic	2/4	4	1	0					f				
108	108	214	214	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	1007					
108	108	429/2	429/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	1008					
108	108	215	215	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1009					
108	108	431/2	431/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	1010					
109	109	216	216	0.0	0	0	Chord	2/4	1	1	0	grace16after	1/16	1	1011					
109	109	216	216	0.0	0	0	Chord	2/4	1	1	0	grace16after	1/16	1	1012					
109	109	216	216	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	1013					
109	109	216	216	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1014					
109	109	433/2	433/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1015					
109	109	217	217	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1016					
109	109	435/2	435/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1017					
109	109	216	216	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	1018					
109	109	433/2	433/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1019					
109	109	217	217	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1020					
109	109	435/2	435/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1021					
109	109	216	216	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	1022					
109	109	433/2	433/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	1023					
109	109	217	217	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1024					
109	109	435/2	435/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	1025					
110	110	218	218	0.0	0	0	Dynamic	2/4	1	1	0					ff				
110	110	218	218	0.0	0	0	Chord	2/4	1	1	0	grace16after	1/16	1	1026					
110	110	218	218	0.0	0	0	Chord	2/4	1	1	0	grace16after	1/16	1	1027					
110	110	218	218	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1028		ornamentTrill			
110	110	219	219	0.0	1/4	1/4	Chord	2/4	1	1	0	grace16after	1/16	1	1029					
110	110	219	219	0.0	1/4	1/4	Chord	2/4	1	1	0	grace16after	1/16	1	1030					
110	110	219	219	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1031		ornamentTrill			
110	110	218	218	0.0	0	0	Dynamic	2/4	2	1	0					ff				
110	110	218	218	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1032					
110	110	437/2	437/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1033					
110	110	219	219	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1034					
110	110	439/2	439/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1035					
110	110	218	218	0.0	0	0	Dynamic	2/4	3	1	0					ff				
110	110	218	218	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	1036					
110	110	437/2	437/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1037					
110	110	219	219	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1038					
110	110	439/2	439/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1039					
110	110	218	218	0.0	0	0	Dynamic	2/4	4	1	0					ff				
110	110	218	218	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	1040					
110	110	437/2	437/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	1041					
110	110	219	219	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1042					
110	110	439/2	439/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	1043					
111	111	220	220	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1044		articStaccatoAbove			
111	111	221	221	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1045		articStaccatoAbove			
111	111	220	220	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1046					
111	111	441/2	441/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1047					
111	111	221	221	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1048					
111	111	443/2	443/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1049					
111	111	220	220	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	1050					
111	111	441/2	441/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1051					
111	111	221	221	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1052					
111	111	443/2	443/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1053					
111	111	220	220	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	1054					
111	111	441/2	441/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	1055					
111	111	221	221	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1056					
111	111	443/2	443/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	1057					
112	112	222	222	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1058					
112	112	222	222	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	1059		articStaccatoBelow			
112	112	223	223	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1060		articStaccatoAbove			
112	112	222	222	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	1061		articStaccatoAbove			
112	112	223	223	1.0	1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	1062		articStaccatoAbove			
112	112	222	222	0.25	0	0	Chord	2/4	4	1	1/16		1/16	1	1063					113
112	112	889/4	889/4	0.25	1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	1064					113
112	112	445/2	445/2	0.25	1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	1065					113
112	112	891/4	891/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	1066					113
112	112	223	223	0.25	1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	1067					113
112	112	893/4	893/4	0.25	5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	1068					113
112	112	447/2	447/2	0.25	3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	1069					113
112	112	895/4	895/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	1070					113
113	113	224	224	0.0	0	0	Dynamic	2/4	2	1	0					ff				
113	113	224	224	1.5	0	0	Chord	2/4	2	1	3/8		1/4	3/2	1071					114
113	113	451/2	451/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1072					114
113	113	903/4	903/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1073					
113	113	224	224	0.0	0	0	Dynamic	2/4	3	1	0					ff				
113	113	224	224	1.5	0	0	Chord	2/4	3	1	3/8		1/4	3/2	1074					115
113	113	451/2	451/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	1075					115
113	113	903/4	903/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	1076					
113	113	224	224	0.25	0	0	Chord	2/4	4	1	1/16		1/16	1	1077					113
113	113	897/4	897/4	0.25	1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	1078					113
113	113	449/2	449/2	0.25	1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	1079					113
113	113	899/4	899/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	1080					113
113	113	225	225	0.25	1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	1081					113
113	113	901/4	901/4	0.25	5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	1082					113
113	113	451/2	451/2	0.25	3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	1083					113
113	113	903/4	903/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	1084					
114	114	226	226	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1085		articStaccatoAbove			
114	114	227	227	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1086		articStaccatoAbove			
114	114	226	226	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1087					116
114	114	905/4	905/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1088					116
114	114	453/2	453/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1089					116
114	114	907/4	907/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1090					116
114	114	227	227	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1091					116
114	114	909/4	909/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1092					116
114	114	455/2	455/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1093					116
114	114	911/4	911/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1094					116
114	114	226	226	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	1095					
114	114	453/2	453/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1096					
114	114	227	227	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1097					
114	114	455/2	455/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1098					
114	114	226	226	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	1099					
114	114	453/2	453/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	1100					
114	114	227	227	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1101					
114	114	455/2	455/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	1102					
115	115	228	228	0.0	0	0	Dynamic	2/4	1	1	0					sf				
115	115	228	228	1.5	0	0	Chord	2/4	1	1	3/8		1/4	3/2	1103					117
115	115	459/2	459/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1104					117
115	115	919/4	919/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1105					
115	115	228	228	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1106					116
115	115	913/4	913/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1107					116
115	115	457/2	457/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1108					116
115	115	915/4	915/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1109					116
115	115	229	229	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1110					116
115	115	917/4	917/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1111					116
115	115	459/2	459/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1112					116
115	115	919/4	919/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1113					
115	115	228	228	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	1114					
115	115	457/2	457/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1115					
115	115	229	229	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1116					
115	115	459/2	459/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1117					
115	115	228	228	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	1118					
115	115	457/2	457/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	1119					
115	115	229	229	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1120					
