mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin
63	63	248	248	2.0	0	0	Chord	4/4	4	1	1/2		1/2	1	951										
63	63	250	250	2.0	1/2	1/2	Chord	4/4	4	1	1/2		1/2	1	952										
64	64	252	252	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	953									123	
64	64	505/2	505/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	954										
64	64	253	253	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	955		articStaccatoAbove							124	
64	64	507/2	507/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	956		articStaccatoAbove								
64	64	254	254	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	957		articStaccatoAbove							125	
64	64	255	255	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	958		articStaccatoAbove								
64	64	252	252	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	959									122	
64	64	505/2	505/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	960										
64	64	253	253	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	961		articStaccatoAbove							126	
64	64	507/2	507/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	962		articStaccatoAbove								
64	64	254	254	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	963									127	
64	64	255	255	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	964										
64	64	252	252	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	965										
64	64	253	253	2.0	1/4	1/4	Chord	4/4	3	1	1/2		1/2	1	966									128	
64	64	255	255	1.0	3/4	3/4	Chord	4/4	3	1	1/4		1/4	1	967										
64	64	252	252	1.0	0	0	Chord	4/4	4	1	1/4		1/4	1	968										
64	64	253	253	2.0	1/4	1/4	Chord	4/4	4	1	1/2		1/2	1	969									129	
64	64	255	255	1.0	3/4	3/4	Chord	4/4	4	1	1/4		1/4	1	970										
65	65	256	256	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	971										
65	65	258	258	1.5	1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	972										
65	65	519/2	519/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	973										
65	65	256	256	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	974										
65	65	258	258	1.5	1/2	1/2	Chord	4/4	2	1	3/8		1/4	3/2	975										
65	65	519/2	519/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	976										
65	65	256	256	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	977		articStaccatoAbove								
65	65	513/2	513/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	978									130	
65	65	257	257	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	979									130	
65	65	515/2	515/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	980										
65	65	258	258	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	981									131	
65	65	517/2	517/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	982										
65	65	259	259	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	983		articStaccatoBelow								
65	65	519/2	519/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	984		articStaccatoBelow								
65	65	256	256	2.0	0	0	Chord	4/4	4	1	1/2		1/2	1	985										
65	65	258	258	2.0	1/2	1/2	Chord	4/4	4	1	1/2		1/2	1	986										
66	66	260	260	0.0	0	0	Dynamic	4/4	1	1	0					p									
66	66	260	260	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	987									132	
66	66	1041/4	1041/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	988									132	
66	66	521/2	521/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	989									132	
66	66	1043/4	1043/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	990									132	
66	66	261	261	0.0	1/4	1/4	StaffText	4/4	1	1	0							"<font size=""9.2082""/><font face=""Times New Roman""/><i>cresc.</i>"						132	
66	66	261	261	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	991									132	
66	66	1045/4	1045/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	992									132	
66	66	523/2	523/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	993									132	
66	66	1047/4	1047/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	994									132	
66	66	262	262	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	995									132	
66	66	1049/4	1049/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	996									132	
66	66	525/2	525/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	997									132	
66	66	1051/4	1051/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	998										
66	66	263	263	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	999		articStaccatoBelow								
66	66	527/2	527/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1000		articStaccatoBelow								
66	66	260	260	0.0	0	0	Dynamic	4/4	2	1	0					p									
66	66	260	260	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1001										
66	66	261	261	0.0	1/4	1/4	StaffText	4/4	2	1	0							"<font size=""9.2082""/><font face=""Times New Roman""/><i>cresc.</i>"							
66	66	261	261	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1002									133	
66	66	1045/4	1045/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1003									133	
66	66	523/2	523/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1004									133	
66	66	1047/4	1047/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1005									133	
66	66	262	262	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1006									133	
66	66	1049/4	1049/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	1007									133	
66	66	525/2	525/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1008									133	
66	66	1051/4	1051/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1009										
66	66	263	263	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1010		articStaccatoBelow								
66	66	527/2	527/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1011		articStaccatoBelow								
66	66	260	260	0.0	0	0	Dynamic	4/4	3	1	0					p									
66	66	260	260	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	1012										
66	66	261	261	0.0	1/4	1/4	StaffText	4/4	3	1	0							"<font size=""9.2082""/><font face=""Times New Roman""/><i>cresc.</i>"							
66	66	261	261	2.0	1/4	1/4	Chord	4/4	3	1	1/2		1/2	1	1013										
66	66	263	263	1.0	3/4	3/4	Chord	4/4	3	1	1/4		1/4	1	1014										
66	66	260	260	0.0	0	0	Dynamic	4/4	4	1	0					p									
66	66	260	260	3.0	0	0	Chord	4/4	4	1	3/4		1/2	3/2	1015										
66	66	263	263	1.0	3/4	3/4	Chord	4/4	4	1	1/4		1/4	1	1016										
67	67	264	264	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	1017										
67	67	266	266	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	1018										
67	67	264	264	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	1019										
67	67	266	266	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1020										
67	67	264	264	4.0	0	0	Chord	4/4	3	1	1		1	1	1021										
67	67	264	264	2.0	0	0	Chord	4/4	4	1	1/2		1/2	1	1022										
67	67	266	266	2.0	1/2	1/2	Chord	4/4	4	1	1/2		1/2	1	1023										
68	68	268	268	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1024										
68	68	269	269	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1025										
68	68	271	271	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1026										
68	68	268	268	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1027										
68	68	269	269	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1028										
68	68	271	271	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1029										
68	68	268	268	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	1030										
68	68	537/2	537/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	1031									134	
68	68	269	269	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	1032									134	
68	68	539/2	539/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	1033									134	
68	68	270	270	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	1034									134	
68	68	541/2	541/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	1035									134	
68	68	271	271	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	1036									134	
68	68	543/2	543/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	1037										
68	68	268	268	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	1038									135	
68	68	537/2	537/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	1039									135	
68	68	269	269	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	1040									135	
68	68	539/2	539/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	1041									135	
68	68	270	270	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	1042									135	
68	68	541/2	541/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	1043									135	
68	68	271	271	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	1044									135	
68	68	543/2	543/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	1045										
69	69	273	273	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1046										
69	69	275	275	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1047										
69	69	273	273	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1048										
69	69	275	275	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1049										
69	69	272	272	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	1050									136	
69	69	545/2	545/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	1051									136	
69	69	273	273	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	1052									136	
69	69	547/2	547/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	1053									136	
69	69	274	274	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	1054									136	
69	69	549/2	549/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	1055										
69	69	275	275	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	1056		articStaccatoBelow								
69	69	551/2	551/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	1057		articStaccatoBelow								
69	69	272	272	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	1058									137	
69	69	545/2	545/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	1059									137	
69	69	273	273	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	1060									137	
69	69	547/2	547/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	1061									137	
69	69	274	274	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	1062									137	
69	69	549/2	549/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	1063										
69	69	275	275	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	1064		articStaccatoBelow								
69	69	551/2	551/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	1065		articStaccatoBelow								
70	70	276	276	0.0	0	0	Dynamic	4/4	1	1	0					f									
70	70	276	276	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	1066										
70	70	278	278	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1067										
70	70	557/2	557/2	0.0	5/8	5/8	Dynamic	4/4	1	1	0					sf									
70	70	557/2	557/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1068										
70	70	279	279	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1069										
70	70	559/2	559/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1070										
70	70	276	276	0.0	0	0	Dynamic	4/4	2	1	0					f									
70	70	276	276	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	1071										
70	70	278	278	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1072										
70	70	557/2	557/2	0.0	5/8	5/8	Dynamic	4/4	2	1	0					sf									
70	70	557/2	557/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1073										
70	70	279	279	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1074										
70	70	559/2	559/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1075										
70	70	276	276	0.0	0	0	Dynamic	4/4	3	1	0					f									
70	70	276	276	2.0	0	0	Chord	4/4	3	1	1/2		1/2	1	1076		articStaccatoBelow								
70	70	278	278	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	1077										
70	70	557/2	557/2	0.0	5/8	5/8	Dynamic	4/4	3	1	0					sf									
70	70	557/2	557/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	1078										
70	70	279	279	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	1079										
70	70	559/2	559/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	1080										
70	70	276	276	0.0	0	0	Dynamic	4/4	4	1	0					f									
70	70	276	276	2.0	0	0	Chord	4/4	4	1	1/2		1/2	1	1081										
70	70	278	278	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	1082										
70	70	557/2	557/2	0.0	5/8	5/8	Dynamic	4/4	4	1	0					sf									
70	70	557/2	557/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	1083										
70	70	279	279	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	1084										
70	70	559/2	559/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	1085										
71	71	280	280	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1086										
71	71	561/2	561/2	0.0	1/8	1/8	Dynamic	4/4	1	1	0					sf									
71	71	561/2	561/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1087										
71	71	281	281	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1088										
71	71	563/2	563/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1089										
71	71	282	282	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1090										
71	71	565/2	565/2	0.0	5/8	5/8	Dynamic	4/4	1	1	0					sf									
71	71	565/2	565/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1091										
71	71	283	283	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1092										
71	71	567/2	567/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1093										
71	71	280	280	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1094										
71	71	561/2	561/2	0.0	1/8	1/8	Dynamic	4/4	2	1	0					sf									
71	71	561/2	561/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1095										
71	71	281	281	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1096										
71	71	563/2	563/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1097										
71	71	282	282	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1098										
71	71	565/2	565/2	0.0	5/8	5/8	Dynamic	4/4	2	1	0					sf									
71	71	565/2	565/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1099										
71	71	283	283	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1100										
71	71	567/2	567/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1101										
71	71	280	280	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	1102										
71	71	561/2	561/2	0.0	1/8	1/8	Dynamic	4/4	3	1	0					sf									
71	71	561/2	561/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	1103										
71	71	281	281	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	1104										
71	71	563/2	563/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	1105										
71	71	282	282	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	1106										
71	71	565/2	565/2	0.0	5/8	5/8	Dynamic	4/4	3	1	0					sf									
71	71	565/2	565/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	1107										
71	71	283	283	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	1108										
71	71	567/2	567/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	1109										
71	71	280	280	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	1110										
71	71	561/2	561/2	0.0	1/8	1/8	Dynamic	4/4	4	1	0					sf									
71	71	561/2	561/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	1111										
71	71	281	281	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	1112										
71	71	563/2	563/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	1113										
71	71	282	282	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	1114										
71	71	565/2	565/2	0.0	5/8	5/8	Dynamic	4/4	4	1	0					sf									
71	71	565/2	565/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	1115										
71	71	283	283	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	1116										
71	71	567/2	567/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	1117										
72	72	284	284	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1118									138	
72	72	569/2	569/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1119										
72	72	285	285	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1120										
72	72	573/2	573/2	0.0	5/8	5/8	StaffText	4/4	1	1	0							"<font size=""9.2082""/><font face=""Times New Roman""/><i>dim.</i>"							
72	72	573/2	573/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1121										
72	72	287	287	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1122										
72	72	575/2	575/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1123										
72	72	284	284	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1124									139	
72	72	569/2	569/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1125										
72	72	285	285	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1126										
72	72	573/2	573/2	0.0	5/8	5/8	StaffText	4/4	2	1	0							"<font size=""9.2082""/><font face=""Times New Roman""/><i>dim.</i>"							
72	72	573/2	573/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1127										
72	72	287	287	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1128										
72	72	575/2	575/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1129										
72	72	284	284	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	1130									140	
72	72	569/2	569/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	1131										
72	72	285	285	1.0	1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	1132										
72	72	573/2	573/2	0.0	5/8	5/8	StaffText	4/4	3	1	0							"<font size=""9.2082""/><font face=""Times New Roman""/><i>dim.</i>"							
72	72	573/2	573/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	1133										
72	72	287	287	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	1134										
72	72	575/2	575/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	1135										
72	72	284	284	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	1136									141	
72	72	569/2	569/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	1137										
72	72	285	285	1.0	1/4	1/4	Chord	4/4	4	1	1/4		1/4	1	1138										
72	72	573/2	573/2	0.0	5/8	5/8	StaffText	4/4	4	1	0							"<font size=""9.2082""/><font face=""Times New Roman""/><i>dim.</i>"							
72	72	573/2	573/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	1139										
72	72	287	287	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	1140										
72	72	575/2	575/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	1141										
73	73	288	288	0.0	0	0	Dynamic	4/4	1	1	0					p									
73	73	288	288	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1142									142	
73	73	577/2	577/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1143										
73	73	289	289	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1144										
73	73	581/2	581/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1145										
73	73	291	291	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1146										
73	73	583/2	583/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1147										
73	73	288	288	0.0	0	0	Dynamic	4/4	2	1	0					p									
73	73	288	288	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1148									143	
73	73	577/2	577/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1149										
73	73	289	289	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1150										
73	73	581/2	581/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1151										
73	73	291	291	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1152										
73	73	583/2	583/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1153										
73	73	288	288	0.0	0	0	Dynamic	4/4	3	1	0					p									
73	73	288	288	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	1154										
73	73	289	289	1.0	1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	1155										
73	73	581/2	581/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	1156										
73	73	291	291	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	1157										
73	73	583/2	583/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	1158										
73	73	288	288	0.0	0	0	Dynamic	4/4	4	1	0					p									
73	73	288	288	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	1159									144	
73	73	577/2	577/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	1160										
73	73	289	289	1.0	1/4	1/4	Chord	4/4	4	1	1/4		1/4	1	1161										
73	73	581/2	581/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	1162										
73	73	291	291	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	1163										
73	73	583/2	583/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	1164										
74	74	292	292	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1165										
74	74	294	294	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1166										
74	74	292	292	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1167										
74	74	294	294	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1168										
74	74	292	292	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	1169										
74	74	294	294	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	1170										
74	74	292	292	1.0	0	0	Chord	4/4	4	1	1/4		1/4	1	1171										
74	74	294	294	1.0	1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	1172										
75	75	296	296	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1173		articStaccatoBelow							145	
75	75	297	297	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1174		articStaccatoBelow							145	
75	75	298	298	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1175		articStaccatoBelow							145	
75	75	299	299	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1176		articStaccatoBelow								
75	75	296	296	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1177		articStaccatoBelow							146	
75	75	297	297	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1178		articStaccatoBelow							146	
75	75	298	298	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1179		articStaccatoBelow							146	
75	75	299	299	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1180		articStaccatoBelow								
75	75	296	296	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	1181		articStaccatoBelow							147	
75	75	297	297	1.0	1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	1182		articStaccatoBelow							147	
75	75	298	298	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	1183		articStaccatoBelow							147	
75	75	299	299	1.0	3/4	3/4	Chord	4/4	3	1	1/4		1/4	1	1184		articStaccatoBelow								
75	75	296	296	1.0	0	0	Chord	4/4	4	1	1/4		1/4	1	1185		articStaccatoBelow							148	
75	75	297	297	1.0	1/4	1/4	Chord	4/4	4	1	1/4		1/4	1	1186		articStaccatoBelow							148	
75	75	298	298	1.0	1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	1187		articStaccatoBelow							148	
75	75	299	299	1.0	3/4	3/4	Chord	4/4	4	1	1/4		1/4	1	1188		articStaccatoBelow								
76	76	300	300	0.0	0	0	Dynamic	4/4	1	1	0					pp									
76	76	300	300	4.0	0	0	Chord	4/4	1	1	1		1	1	1189										
76	76	300	300	0.0	0	0	Dynamic	4/4	2	1	0					pp									
76	76	300	300	4.0	0	0	Chord	4/4	2	1	1		1	1	1190										
76	76	300	300	0.0	0	0	Dynamic	4/4	3	1	0					pp									
76	76	300	300	4.0	0	0	Chord	4/4	3	1	1		1	1	1191										
76	76	300	300	0.0	0	0	Dynamic	4/4	4	1	0					pp									
76	76	300	300	4.0	0	0	Chord	4/4	4	1	1		1	1	1192										
77	77	304	304	4.0	0	0	Chord	4/4	1	1	1		1	1	1193										
77	77	304	304	4.0	0	0	Chord	4/4	2	1	1		1	1	1194										
77	77	304	304	4.0	0	0	Chord	4/4	3	1	1		1	1	1195										
77	77	304	304	4.0	0	0	Chord	4/4	4	1	1		1	1	1196										
78	78	308	308	0.0	0	0	Dynamic	4/4	1	1	0					f									
78	78	308	308	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1197										
78	78	310	310	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1198		articStaccatoBelow								
78	78	311	311	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1199		articStaccatoBelow								
78	78	308	308	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1200										
78	78	310	310	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1201		articStaccatoBelow								
78	78	311	311	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1202		articStaccatoBelow								
