mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin
78	78	225	231	3.0		0	0	Chord	3/4	3	1	3/4	1/2	3/2	847									
78	78	225	231	0.0		0	0	Dynamic	3/4	4	1	0				p								
78	78	225	231	0.0		0	0	Dynamic	3/4	4	1	0				p								
78	78	225	231	3.0		0	0	Chord	3/4	4	1	3/4	1/2	3/2	848									
79	79	457/2	469/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	849		articStaccatoBelow							
79	79	229	235	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	850							92		
79	79	459/2	471/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	851							92		
79	79	230	236	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	852							92		
79	79	461/2	473/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	853									
79	79	228	234	3.0		0	0	Chord	3/4	2	1	3/4	1/2	3/2	854									
79	79	228	234	3.0		0	0	Chord	3/4	3	1	3/4	1/2	3/2	855									
79	79	228	234	3.0		0	0	Chord	3/4	4	1	3/4	1/2	3/2	856									
80	80	231	237	0.0		0	0	StaffText	3/4	1	1	0						<i>cresc.</i>						
80	80	463/2	475/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	857		articStaccatoBelow							
80	80	232	238	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	858							93		
80	80	465/2	477/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	859							93		
80	80	233	239	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	860							93		
80	80	467/2	479/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	861									
80	80	231	237	0.0		0	0	StaffText	3/4	2	1	0						<i>cresc.</i>						
80	80	231	237	3.0		0	0	Chord	3/4	2	1	3/4	1/2	3/2	862									
80	80	231	237	0.0		0	0	StaffText	3/4	3	1	0						<i>cresc.</i>						
80	80	231	237	3.0		0	0	Chord	3/4	3	1	3/4	1/2	3/2	863									
80	80	231	237	0.0		0	0	StaffText	3/4	4	1	0						<i>cresc.</i>						
80	80	231	237	3.0		0	0	Chord	3/4	4	1	3/4	1/2	3/2	864									
81	81	469/2	481/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	865		articStaccatoBelow							
81	81	235	241	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	866							94		
81	81	471/2	483/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	867							94		
81	81	236	242	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	868							94		
81	81	473/2	485/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	869									
81	81	234	240	3.0		0	0	Chord	3/4	2	1	3/4	1/2	3/2	870							95		
81	81	234	240	3.0		0	0	Chord	3/4	3	1	3/4	1/2	3/2	871							96		
81	81	234	240	3.0		0	0	Chord	3/4	4	1	3/4	1/2	3/2	872							97		
82	82	475/2	487/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	873		articStaccatoAbove							
82	82	238	244	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	874							98		
82	82	477/2	489/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	875							98		
82	82	239	245	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	876							98		
82	82	479/2	491/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	877									
82	82	237	243	3.0		0	0	Chord	3/4	2	1	3/4	1/2	3/2	878							95		
82	82	237	243	3.0		0	0	Chord	3/4	3	1	3/4	1/2	3/2	879							96		
82	82	237	243	3.0		0	0	Chord	3/4	4	1	3/4	1/2	3/2	880							97		
83	83	481/2	493/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	881		articStaccatoAbove							
83	83	241	247	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	882							99		
83	83	483/2	495/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	883							99		
83	83	242	248	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	884							99		
83	83	485/2	497/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	885									
83	83	240	246	3.0		0	0	Chord	3/4	2	1	3/4	1/2	3/2	886									
83	83	240	246	2.0		0	0	Chord	3/4	3	1	1/2	1/2	1	887							96		
83	83	242	248	1.0		1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	888									
83	83	240	246	3.0		0	0	Chord	3/4	4	1	3/4	1/2	3/2	889									
84	84	487/2	499/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	890		articStaccatoAbove							
84	84	244	250	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	891							100		
84	84	489/2	501/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	892							100		
84	84	245	251	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	893							100		
84	84	491/2	503/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	894									
84	84	243	249	3.0		0	0	Chord	3/4	2	1	3/4	1/2	3/2	895							101		
84	84	243	249	3.0		0	0	Chord	3/4	3	1	3/4	1/2	3/2	896							102		
84	84	243	249	3.0		0	0	Chord	3/4	4	1	3/4	1/2	3/2	897							103		
85	85	493/2	505/2	0.0		1/8	1/8	Dynamic	3/4	1	1	0				p								
85	85	493/2	505/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	898		articStaccatoAbove							
85	85	247	253	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	899							104		
85	85	495/2	507/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	900							104		
85	85	248	254	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	901							104		
85	85	497/2	509/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	902									
85	85	246	252	0.0		0	0	Dynamic	3/4	2	1	0				p								
85	85	246	252	3.0		0	0	Chord	3/4	2	1	3/4	1/2	3/2	903									
85	85	246	252	0.0		0	0	Dynamic	3/4	3	1	0				p								
85	85	246	252	3.0		0	0	Chord	3/4	3	1	3/4	1/2	3/2	904									
85	85	246	252	0.0		0	0	Dynamic	3/4	4	1	0				p								
85	85	246	252	3.0		0	0	Chord	3/4	4	1	3/4	1/2	3/2	905									
86	86	499/2	511/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	906		articStaccatoAbove							
86	86	250	256	0.0		1/4	1/4	Spanner	3/4	1	1	0												12
86	86	250	256	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	907							105		12
86	86	501/2	513/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	908							105		12
86	86	251	257	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	909							105		12
86	86	503/2	515/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	910									12
86	86	249	255	0.0		0	0	Spanner	3/4	2	1	0												13
86	86	249	255	3.0		0	0	Chord	3/4	2	1	3/4	1/2	3/2	911									13
86	86	249	255	0.0		0	0	Spanner	3/4	3	1	0												14
86	86	249	255	3.0		0	0	Chord	3/4	3	1	3/4	1/2	3/2	912									14
86	86	249	255	0.0		0	0	Spanner	3/4	4	1	0												15
86	86	249	255	0.0		0	0	Spanner	3/4	4	1	0												15, 16
86	86	249	255	3.0		0	0	Chord	3/4	4	1	3/4	1/2	3/2	913									15, 16
87	87	505/2	517/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	914		articStaccatoAbove							12
87	87	253	259	0.0		1/4	1/4	Dynamic	3/4	1	1	0				sf								
87	87	253	259	0.0		1/4	1/4	Spanner	3/4	1	1	0												
87	87	253	259	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	915							106		
87	87	507/2	519/2	0.0		3/8	3/8	Spanner	3/4	1	1	0										106	16	
87	87	507/2	519/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	916							106	16	
87	87	254	260	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	917							106	16	
87	87	509/2	521/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	918								16	
87	87	252	258	0.0		0	0	Dynamic	3/4	2	1	0				sf								
87	87	252	258	0.0		0	0	Spanner	3/4	2	1	0												
87	87	252	258	0.0		0	0	Spanner	3/4	2	1	0											17	
87	87	252	258	3.0		0	0	Chord	3/4	2	1	3/4	1/2	3/2	919								17	
87	87	252	258	0.0		0	0	Dynamic	3/4	3	1	0				sf								
87	87	252	258	0.0		0	0	Spanner	3/4	3	1	0												
87	87	252	258	0.0		0	0	Spanner	3/4	3	1	0											18	
87	87	252	258	3.0		0	0	Chord	3/4	3	1	3/4	1/2	3/2	920								18	
87	87	252	258	0.0		0	0	Dynamic	3/4	4	1	0				sf								
87	87	252	258	0.0		0	0	Spanner	3/4	4	1	0												
87	87	252	258	0.0		0	0	Spanner	3/4	4	1	0												
87	87	252	258	0.0		0	0	Spanner	3/4	4	1	0											19	
87	87	252	258	3.0		0	0	Chord	3/4	4	1	3/4	1/2	3/2	921								19	
88	88	255	261	0.0		0	0	Spanner	3/4	1	1	0												
88	88	511/2	523/2	0.0		1/8	1/8	Spanner	3/4	1	1	0												17
88	88	511/2	523/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	922		articStaccatoAbove							17
88	88	256	262	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	923							107		17
88	88	513/2	525/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	924							107		17
88	88	257	263	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	925							107		17
88	88	515/2	527/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	926									17
88	88	255	261	0.0		0	0	Spanner	3/4	2	1	0												
88	88	255	261	0.0		0	0	Spanner	3/4	2	1	0												18
88	88	255	261	3.0		0	0	Chord	3/4	2	1	3/4	1/2	3/2	927									18
88	88	255	261	0.0		0	0	Spanner	3/4	3	1	0												
88	88	255	261	0.0		0	0	Spanner	3/4	3	1	0												19
88	88	255	261	3.0		0	0	Chord	3/4	3	1	3/4	1/2	3/2	928									19
88	88	255	261	0.0		0	0	Spanner	3/4	4	1	0												
88	88	255	261	0.0		0	0	Spanner	3/4	4	1	0												20
88	88	255	261	3.0		0	0	Chord	3/4	4	1	3/4	1/2	3/2	929									20
89	89	517/2	529/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	930		articStaccatoAbove							17
89	89	259	265	0.0		1/4	1/4	Dynamic	3/4	1	1	0				sf								
89	89	259	265	0.0		1/4	1/4	Spanner	3/4	1	1	0											20	
89	89	259	265	0.0		1/4	1/4	Spanner	3/4	1	1	0											20	
89	89	259	265	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	931							108	20	
89	89	519/2	531/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	932							108	20	
89	89	260	266	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	933							108	20	
89	89	521/2	533/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	934								20	
89	89	258	264	0.0		0	0	Spanner	3/4	2	1	0											21	
89	89	258	264	0.0		0	0	Spanner	3/4	2	1	0											21	
89	89	258	264	3.0		0	0	Chord	3/4	2	1	3/4	1/2	3/2	935								21	
89	89	258	264	0.0		0	0	Dynamic	3/4	3	1	0				sf								
89	89	258	264	0.0		0	0	Dynamic	3/4	3	1	0				sf								
89	89	258	264	0.0		0	0	Spanner	3/4	3	1	0											22	
89	89	258	264	0.0		0	0	Spanner	3/4	3	1	0											22	
89	89	258	264	3.0		0	0	Chord	3/4	3	1	3/4	1/2	3/2	936								22	
89	89	258	264	0.0		0	0	Dynamic	3/4	4	1	0				sf								
89	89	258	264	0.0		0	0	Spanner	3/4	4	1	0											23	
89	89	258	264	0.0		0	0	Spanner	3/4	4	1	0											23	
89	89	258	264	3.0		0	0	Chord	3/4	4	1	3/4	1/2	3/2	937								23	
90	90	261	267	0.0		0	0	Spanner	3/4	1	1	0												
90	90	523/2	535/2	0.0		1/8	1/8	StaffText	3/4	1	1	0						<i>dim.</i>						
90	90	523/2	535/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	938		articStaccatoAbove							
90	90	262	268	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	939							109		
90	90	525/2	537/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	940							109		
90	90	263	269	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	941							109		
90	90	527/2	539/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	942									
90	90	261	267	0.0		0	0	StaffText	3/4	2	1	0						<i>dim.</i>						
90	90	261	267	0.0		0	0	Spanner	3/4	2	1	0												
90	90	261	267	3.0		0	0	Chord	3/4	2	1	3/4	1/2	3/2	943							110		
90	90	261	267	0.0		0	0	StaffText	3/4	3	1	0						<i>dim.</i>						
90	90	261	267	0.0		0	0	Spanner	3/4	3	1	0												
90	90	261	267	3.0		0	0	Chord	3/4	3	1	3/4	1/2	3/2	944							111		
90	90	261	267	0.0		0	0	StaffText	3/4	4	1	0						<i>dim.</i>						
90	90	261	267	0.0		0	0	Spanner	3/4	4	1	0												
90	90	261	267	3.0		0	0	Chord	3/4	4	1	3/4	1/2	3/2	945									
91	91	529/2	541/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	946		articStaccatoBelow							
91	91	265	271	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	947							112		
91	91	531/2	543/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	948							112		
91	91	266	272	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	949							112		
91	91	533/2	545/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	950									
91	91	264	270	3.0		0	0	Chord	3/4	2	1	3/4	1/2	3/2	951							110		
91	91	264	270	3.0		0	0	Chord	3/4	3	1	3/4	1/2	3/2	952							113		
91	91	264	270	3.0		0	0	Chord	3/4	4	1	3/4	1/2	3/2	953									
92	92	535/2	547/2	0.0		1/8	1/8	Dynamic	3/4	1	1	0				p								
92	92	535/2	547/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	954		articStaccatoBelow							
92	92	268	274	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	955							114		
92	92	537/2	549/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	956							114		
92	92	269	275	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	957							114		
92	92	539/2	551/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	958									
92	92	267	273	0.0		0	0	Dynamic	3/4	2	1	0				p						110		
92	92	267	273	3.0		0	0	Chord	3/4	2	1	3/4	1/2	3/2	959							110		
92	92	267	273	0.0		0	0	Dynamic	3/4	3	1	0				p								
92	92	267	273	3.0		0	0	Chord	3/4	3	1	3/4	1/2	3/2	960									
92	92	267	273	0.0		0	0	Dynamic	3/4	4	1	0				p								
92	92	267	273	3.0		0	0	Chord	3/4	4	1	3/4	1/2	3/2	961									
93	93	541/2	553/2	0.0		1/8	1/8	Dynamic	3/4	1	1	0				pp								
93	93	541/2	553/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	962		articStaccatoBelow							
93	93	271	277	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	963							115		
93	93	543/2	555/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	964							115		
93	93	272	278	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	965							115		
93	93	545/2	557/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	966									
93	93	270	276	0.0		0	0	Dynamic	3/4	2	1	0				pp								
93	93	270	276	3.0		0	0	Chord	3/4	2	1	3/4	1/2	3/2	967									
93	93	270	276	0.0		0	0	Dynamic	3/4	3	1	0				pp								
93	93	270	276	3.0		0	0	Chord	3/4	3	1	3/4	1/2	3/2	968									
93	93	270	276	0.0		0	0	Dynamic	3/4	4	1	0				pp								
93	93	270	276	3.0		0	0	Chord	3/4	4	1	3/4	1/2	3/2	969									
94	94	547/2	559/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	970		articStaccatoBelow							
94	94	274	280	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	971							116		
94	94	549/2	561/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	972							116		
94	94	275	281	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	973							116		
94	94	551/2	563/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	974									
94	94	273	279	3.0		0	0	Chord	3/4	2	1	3/4	1/2	3/2	975									
94	94	273	279	3.0		0	0	Chord	3/4	3	1	3/4	1/2	3/2	976									
94	94	273	279	3.0		0	0	Chord	3/4	4	1	3/4	1/2	3/2	977									
95	95	553/2	565/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	978		articStaccatoAbove							
95	95	277	283	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	979							117		
95	95	555/2	567/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	980							117		
95	95	278	284	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	981							117		
95	95	557/2	569/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	982									
95	95	276	282	3.0		0	0	Chord	3/4	2	1	3/4	1/2	3/2	983									
95	95	276	282	3.0		0	0	Chord	3/4	3	1	3/4	1/2	3/2	984									
95	95	276	282	3.0		0	0	Chord	3/4	4	1	3/4	1/2	3/2	985									
96	96	279	285	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	986							118		
96	96	559/2	571/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	987							118		
96	96	280	286	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	988							118		
96	96	561/2	573/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	989							118		
96	96	281	287	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	990							118		
96	96	563/2	575/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	991									
96	96	279	285	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	992									
96	96	279	285	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	993									
96	96	279	285	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	994									
97	97	282	288	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	995							119		
97	97	565/2	577/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	996							119		
97	97	283	289	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	997							119		
97	97	567/2	579/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	998							119		
97	97	284	290	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	999							119		
97	97	569/2	581/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	1000									
98	98	285	291	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	1001							120		
98	98	571/2	583/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	1002							120		
98	98	286	292	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1003							120		
98	98	573/2	585/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	1004							120		
98	98	287	293	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1005							120		
98	98	575/2	587/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	1006									
99	99	288	294	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	1007							121		
99	99	577/2	589/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	1008							121		
99	99	289	295	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1009							121		
99	99	579/2	591/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	1010							121		
99	99	290	296	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1011							121		
99	99	581/2	593/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	1012									
100	100	291	297	1.0		0	0	Chord	3/4	1	1	1/4	1/4	1	1013									
100	100	292	298	2.0		1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	1014									
100	100	291	297	0.0		0	0	Dynamic	3/4	2	1	0				pp								
101	101	294	300	1.0		0	0	Chord	3/4	1	1	1/4	1/4	1	1015									
101	101	295	301	2.0		1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	1016									
102	102	297	303	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	1017									
102	102	298	304	2.0		1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	1018									
102	102	297	303	0.0		0	0	Dynamic	3/4	3	1	0				pp								
102	102	297	303	0.0		0	0	Dynamic	3/4	3	1	0				pp								
102	102	297	303	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	1019									
102	102	298	304	2.0		1/4	1/4	Chord	3/4	3	1	1/2	1/2	1	1020									
103	103	300	306	1.0		0	0	Chord	3/4	1	1	1/4	1/4	1	1021									
103	103	301	307	2.0		1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	1022									
103	103	300	306	0.0		0	0	Dynamic	3/4	2	1	0				f								
103	103	300	306	0.0		0	0	Dynamic	3/4	2	1	0				f								
103	103	300	306	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	1023									
103	103	301	307	2.0		1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	1024									
103	103	300	306	0.0		0	0	Dynamic	3/4	3	1	0				f								
103	103	300	306	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	1025									
103	103	301	307	2.0		1/4	1/4	Chord	3/4	3	1	1/2	1/2	1	1026									
103	103	300	306	0.0		0	0	Dynamic	3/4	4	1	0				f								
103	103	300	306	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	1027									
103	103	301	307	2.0		1/4	1/4	Chord	3/4	4	1	1/2	1/2	1	1028									
104	104	303	309	0.0		0	0	Dynamic	3/4	1	1	0				f								
104	104	303	309	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	1029									
104	104	1215/4	1239/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	1030									
104	104	304	310	1.0		1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	1031							122		
104	104	305	311	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1032									
104	104	303	309	0.0		0	0	Dynamic	3/4	2	1	0				f								
104	104	303	309	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	1033									
104	104	1215/4	1239/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	1034									
104	104	304	310	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	1035							123		
104	104	305	311	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	1036									
104	104	303	309	0.0		0	0	Dynamic	3/4	3	1	0				f								
104	104	303	309	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	1037									
104	104	1215/4	1239/4	0.25		3/16	3/16	Chord	3/4	3	1	1/16	1/16	1	1038									
104	104	304	310	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	1039							124		
104	104	305	311	0.5		1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	1040									
104	104	303	309	0.0		0	0	Dynamic	3/4	4	1	0				f								
104	104	303	309	0.5		0	0	Chord	3/4	4	1	1/8	1/8	1	1041									
104	104	1215/4	1239/4	0.25		3/16	3/16	Chord	3/4	4	1	1/16	1/16	1	1042									
104	104	304	310	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	1043							125		
104	104	305	311	0.5		1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	1044									
106	106	309	315	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	1045									
106	106	1239/4	1263/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	1046									
106	106	310	316	1.0		1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	1047							126		
106	106	311	317	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1048									
106	106	309	315	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	1049									
106	106	1239/4	1263/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	1050									
106	106	310	316	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	1051							127		
106	106	311	317	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	1052									
106	106	309	315	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	1053									
106	106	1239/4	1263/4	0.25		3/16	3/16	Chord	3/4	3	1	1/16	1/16	1	1054									
106	106	310	316	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	1055							128		
106	106	311	317	0.5		1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	1056									
106	106	309	315	0.5		0	0	Chord	3/4	4	1	1/8	1/8	1	1057									
106	106	1239/4	1263/4	0.25		3/16	3/16	Chord	3/4	4	1	1/16	1/16	1	1058									
106	106	310	316	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	1059							129		
106	106	311	317	0.5		1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	1060									
108	108	315	321	0.0		0	0	Dynamic	3/4	1	1	0				p								
108	108	315	321	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	1061									
108	108	1263/4	1287/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	1062									
108	108	316	322	1.5		1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	1063									
108	108	635/2	647/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	1064		articStaccatoAbove							
108	108	316	322	0.0		1/4	1/4	Dynamic	3/4	2	1	0				p								
108	108	316	322	1.5		1/4	1/4	Chord	3/4	2	1	3/8	1/4	3/2	1065									
108	108	316	322	0.0		1/4	1/4	Dynamic	3/4	3	1	0				p								
108	108	316	322	1.5		1/4	1/4	Chord	3/4	3	1	3/8	1/4	3/2	1066									
108	108	316	322	0.0		1/4	1/4	Dynamic	3/4	4	1	0				p								
108	108	316	322	1.5		1/4	1/4	Chord	3/4	4	1	3/8	1/4	3/2	1067									
109	109	318	324	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	1068									
109	109	1275/4	1299/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	1069									
109	109	319	325	1.5		1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	1070									
109	109	641/2	653/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	1071		articStaccatoAbove							
109	109	319	325	1.5		1/4	1/4	Chord	3/4	2	1	3/8	1/4	3/2	1072									
109	109	319	325	1.5		1/4	1/4	Chord	3/4	3	1	3/8	1/4	3/2	1073									
109	109	319	325	1.5		1/4	1/4	Chord	3/4	4	1	3/8	1/4	3/2	1074									
110	110	321	327	0.0		0	0	StaffText	3/4	1	1	0						<i>cresc.</i>						
110	110	321	327	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	1075									
