mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	crescendo_hairpin	decrescendo_hairpin
177	173	693	1399/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	2220		articStaccatoAbove				
177	173	1379/2	696	2.0		0	0	Chord	2/2	2	1	1/2	1/2	1	2221						
177	173	1383/2	698	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	2222						
177	173	1379/2	696	2.0		0	0	Chord	2/2	3	1	1/2	1/2	1	2223						
177	173	1383/2	698	0.5		1/2	1/2	Chord	2/2	3	1	1/8	1/8	1	2224						
177	173	1379/2	696	2.0		0	0	Chord	2/2	4	1	1/2	1/2	1	2225						
177	173	1383/2	698	0.5		1/2	1/2	Chord	2/2	4	1	1/8	1/8	1	2226						
178	174	1387/2	700	4.0		0	0	Chord	2/2	1	1	1	1	1	2227						
178	174	694	1401/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	2228		articStaccatoBelow				
178	174	1389/2	701	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	2229		articStaccatoBelow				
178	174	695	1403/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	2230		articStaccatoBelow				
178	174	1391/2	702	2.0		1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	2231				283		
178	174	696	1405/2	0.5		5/8	5/8	Chord	2/2	3	1	1/8	1/8	1	2232		articStaccatoBelow				
178	174	1393/2	703	0.5		3/4	3/4	Chord	2/2	3	1	1/8	1/8	1	2233		articStaccatoBelow				
178	174	697	1407/2	0.5		7/8	7/8	Chord	2/2	3	1	1/8	1/8	1	2234		articStaccatoBelow				
179	175	1395/2	704	2.0		0	0	Chord	2/2	1	1	1/2	1/2	1	2235						
179	175	1399/2	706	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	2236						
179	175	700	1413/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	2237						
179	175	1401/2	707	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	2238						
179	175	701	1415/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	2239						
179	175	1395/2	704	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	2240				283		
179	175	1397/2	705	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	2241				283		
179	175	1399/2	706	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	2242				283		
179	175	1401/2	707	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	2243						
179	175	1395/2	704	2.0		0	0	Chord	2/2	3	1	1/2	1/2	1	2244				284		
179	175	1399/2	706	1.0		1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	2245				284		
179	175	1401/2	707	1.0		3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	2246						
179	175	698	1409/2	0.5		1/8	1/8	Chord	2/2	4	1	1/8	1/8	1	2247		articStaccatoBelow				
179	175	1397/2	705	0.5		1/4	1/4	Chord	2/2	4	1	1/8	1/8	1	2248		articStaccatoBelow				
179	175	699	1411/2	0.5		3/8	3/8	Chord	2/2	4	1	1/8	1/8	1	2249		articStaccatoBelow				
179	175	1399/2	706	2.0		1/2	1/2	Chord	2/2	4	1	1/2	1/2	1	2250						
180	176	1403/2	708	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	2251				285		
180	176	702	1417/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	2252						
180	176	1405/2	709	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	2253		articStaccatoAbove				
180	176	703	1419/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	2254		articStaccatoAbove				
180	176	1407/2	710	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	2255		articStaccatoBelow				
180	176	704	1421/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	2256		articStaccatoBelow				
180	176	1409/2	711	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	2257		articStaccatoBelow				
180	176	705	1423/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	2258		articStaccatoBelow				
180	176	1403/2	708	1.5		0	0	Chord	2/2	2	1	3/8	1/4	3/2	2259				286		
180	176	703	1419/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	2260						
180	176	1407/2	710	1.5		1/2	1/2	Chord	2/2	2	1	3/8	1/4	3/2	2261				287		
180	176	705	1423/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	2262						
180	176	1403/2	708	1.5		0	0	Chord	2/2	3	1	3/8	1/4	3/2	2263				288		
180	176	703	1419/2	0.5		3/8	3/8	Chord	2/2	3	1	1/8	1/8	1	2264						
180	176	1407/2	710	1.5		1/2	1/2	Chord	2/2	3	1	3/8	1/4	3/2	2265				289		
180	176	705	1423/2	0.5		7/8	7/8	Chord	2/2	3	1	1/8	1/8	1	2266						
180	176	1403/2	708	2.0		0	0	Chord	2/2	4	1	1/2	1/2	1	2267				290		
180	176	1407/2	710	2.0		1/2	1/2	Chord	2/2	4	1	1/2	1/2	1	2268				290		
181	177	1411/2	712	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	2269				291		
181	177	706	1425/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	2270						
181	177	1413/2	713	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	2271		articStaccatoAbove				
181	177	707	1427/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	2272		articStaccatoAbove				
181	177	1415/2	714	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	2273				292		
181	177	708	1429/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	2274						
181	177	1417/2	715	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	2275		articStaccatoAbove				
181	177	709	1431/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	2276		articStaccatoAbove				
181	177	1411/2	712	1.5		0	0	Chord	2/2	2	1	3/8	1/4	3/2	2277				293		
181	177	707	1427/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	2278						
181	177	1415/2	714	1.5		1/2	1/2	Chord	2/2	2	1	3/8	1/4	3/2	2279				294		
181	177	709	1431/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	2280						
181	177	1411/2	712	1.5		0	0	Chord	2/2	3	1	3/8	1/4	3/2	2281				295		
181	177	707	1427/2	0.5		3/8	3/8	Chord	2/2	3	1	1/8	1/8	1	2282						
181	177	1415/2	714	1.5		1/2	1/2	Chord	2/2	3	1	3/8	1/4	3/2	2283				296		
181	177	709	1431/2	0.5		7/8	7/8	Chord	2/2	3	1	1/8	1/8	1	2284						
181	177	1411/2	712	2.0		0	0	Chord	2/2	4	1	1/2	1/2	1	2285				290		
181	177	1415/2	714	2.0		1/2	1/2	Chord	2/2	4	1	1/2	1/2	1	2286						
182	178	1419/2	716	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	2287				297		
182	178	710	1433/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	2288						
182	178	1421/2	717	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	2289		articStaccatoAbove				
182	178	711	1435/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	2290		articStaccatoAbove				
182	178	1423/2	718	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	2291		articStaccatoBelow				
182	178	712	1437/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	2292		articStaccatoBelow				
182	178	1425/2	719	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	2293		articStaccatoBelow				
182	178	713	1439/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	2294		articStaccatoBelow				
182	178	1419/2	716	1.5		0	0	Chord	2/2	2	1	3/8	1/4	3/2	2295				298		
182	178	711	1435/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	2296						
182	178	1423/2	718	1.5		1/2	1/2	Chord	2/2	2	1	3/8	1/4	3/2	2297				299		
182	178	713	1439/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	2298						
182	178	1419/2	716	1.5		0	0	Chord	2/2	3	1	3/8	1/4	3/2	2299				300		
182	178	711	1435/2	0.5		3/8	3/8	Chord	2/2	3	1	1/8	1/8	1	2300						
182	178	1423/2	718	1.5		1/2	1/2	Chord	2/2	3	1	3/8	1/4	3/2	2301				301		
182	178	713	1439/2	0.5		7/8	7/8	Chord	2/2	3	1	1/8	1/8	1	2302						
182	178	1419/2	716	2.0		0	0	Chord	2/2	4	1	1/2	1/2	1	2303				302		
182	178	1423/2	718	2.0		1/2	1/2	Chord	2/2	4	1	1/2	1/2	1	2304						
183	179	1427/2	720	3.0		0	0	Chord	2/2	1	1	3/4	1/2	3/2	2305				303		
183	179	1433/2	723	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	2306				303		
183	179	1427/2	720	3.0		0	0	Chord	2/2	2	1	3/4	1/2	3/2	2307				304		
183	179	1433/2	723	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	2308				304		
183	179	1427/2	720	0.5		0	0	Chord	2/2	3	1	1/8	1/8	1	2309						
183	179	714	1441/2	0.5		1/8	1/8	Chord	2/2	3	1	1/8	1/8	1	2310		articStaccatoAbove				
183	179	1429/2	721	0.5		1/4	1/4	Chord	2/2	3	1	1/8	1/8	1	2311		articStaccatoAbove				
183	179	715	1443/2	0.5		3/8	3/8	Chord	2/2	3	1	1/8	1/8	1	2312		articStaccatoAbove				
183	179	1431/2	722	2.0		1/2	1/2	Chord	2/2	3	1	1/2	1/2	1	2313						
183	179	1427/2	720	1.0		0	0	Chord	2/2	4	1	1/4	1/4	1	2314						
184	180	1435/2	724	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	2315				303		
184	180	1437/2	725	1.0		1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	2316				303		
184	180	1439/2	726	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	2317				303		
184	180	1441/2	727	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	2318						
184	180	1435/2	724	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	2319				304		
184	180	1437/2	725	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	2320				304		
184	180	1439/2	726	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	2321				304		
184	180	1441/2	727	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	2322						
185	181	1443/2	728	3.0		0	0	Chord	2/2	1	1	3/4	1/2	3/2	2323				305		
185	181	1449/2	731	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	2324				305		
185	181	1443/2	728	3.0		0	0	Chord	2/2	2	1	3/4	1/2	3/2	2325				306		
185	181	1449/2	731	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	2326				306		
185	181	722	1457/2	0.5		1/8	1/8	Chord	2/2	4	1	1/8	1/8	1	2327		articStaccatoAbove				
185	181	1445/2	729	0.5		1/4	1/4	Chord	2/2	4	1	1/8	1/8	1	2328		articStaccatoAbove				
185	181	723	1459/2	0.5		3/8	3/8	Chord	2/2	4	1	1/8	1/8	1	2329		articStaccatoAbove				
185	181	1447/2	730	2.0		1/2	1/2	Chord	2/2	4	1	1/2	1/2	1	2330						
186	182	1451/2	732	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	2331				305		
186	182	1453/2	733	1.0		1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	2332				305		
186	182	1455/2	734	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	2333				305		
186	182	1457/2	735	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	2334						
186	182	1451/2	732	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	2335				306		
186	182	1453/2	733	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	2336				306		
186	182	1455/2	734	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	2337				306		
186	182	1457/2	735	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	2338						
187	183	1459/2	736	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	2339		articStaccatoAbove				
187	183	730	1473/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	2340		articStaccatoBelow				
187	183	1461/2	737	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	2341		articStaccatoBelow				
187	183	731	1475/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	2342		articStaccatoBelow				
187	183	1463/2	738	2.0		1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	2343						
187	183	1459/2	736	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	2344						
187	183	1459/2	736	3.0		0	0	Chord	2/2	3	1	3/4	1/2	3/2	2345				307		
187	183	1465/2	739	1.0		3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	2346				307		
187	183	1459/2	736	3.0		0	0	Chord	2/2	4	1	3/4	1/2	3/2	2347				308		
187	183	1465/2	739	1.0		3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	2348				308		
188	184	1467/2	740	4.0		0	0	Chord	2/2	1	1	1	1	1	2349						
188	184	1467/2	740	1.0		0	0	Chord	2/2	3	1	1/4	1/4	1	2350				307		
188	184	1469/2	741	1.0		1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	2351				307		
188	184	1471/2	742	1.0		1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	2352				307		
188	184	1473/2	743	1.0		3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	2353						
188	184	1467/2	740	1.0		0	0	Chord	2/2	4	1	1/4	1/4	1	2354				308		
188	184	1469/2	741	1.0		1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	2355				308		
188	184	1471/2	742	1.0		1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	2356				308		
188	184	1473/2	743	1.0		3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	2357						
189	185	1475/2	744	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	2358						
189	185	738	1489/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	2359		articStaccatoAbove				
189	185	1477/2	745	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	2360		articStaccatoAbove				
189	185	739	1491/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	2361		articStaccatoAbove				
189	185	1479/2	746	2.0		1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	2362				309		
189	185	1475/2	744	3.0		0	0	Chord	2/2	3	1	3/4	1/2	3/2	2363				310		
189	185	1481/2	747	1.0		3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	2364				310		
189	185	1475/2	744	3.0		0	0	Chord	2/2	4	1	3/4	1/2	3/2	2365				311		
189	185	1481/2	747	1.0		3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	2366				311		
190	186	1483/2	748	3.0		0	0	Chord	2/2	1	1	3/4	1/2	3/2	2367				309		
190	186	1489/2	751	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	2368						
190	186	1483/2	748	1.0		0	0	Chord	2/2	3	1	1/4	1/4	1	2369				310		
190	186	1485/2	749	1.0		1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	2370				310		
190	186	1487/2	750	1.0		1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	2371				310		
190	186	1489/2	751	1.0		3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	2372						
190	186	1483/2	748	1.0		0	0	Chord	2/2	4	1	1/4	1/4	1	2373				311		
190	186	1485/2	749	1.0		1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	2374				311		
190	186	1487/2	750	1.0		1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	2375				311		
190	186	1489/2	751	1.0		3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	2376						
191	187	1491/2	752	0.0		0	0	StaffText	2/2	1	1	0						cresc.			
191	187	1491/2	752	3.0		0	0	Chord	2/2	1	1	3/4	1/2	3/2	2377				312		
191	187	1497/2	755	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	2378				312		
191	187	1491/2	752	0.0		0	0	StaffText	2/2	2	1	0						cresc.			
191	187	1491/2	752	3.0		0	0	Chord	2/2	2	1	3/4	1/2	3/2	2379				313		
191	187	1497/2	755	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	2380				313		
191	187	1491/2	752	0.5		0	0	Chord	2/2	3	1	1/8	1/8	1	2381						
191	187	746	1505/2	0.0		1/8	1/8	StaffText	2/2	3	1	0						cresc.			
191	187	746	1505/2	0.5		1/8	1/8	Chord	2/2	3	1	1/8	1/8	1	2382		articStaccatoBelow				
191	187	1493/2	753	0.5		1/4	1/4	Chord	2/2	3	1	1/8	1/8	1	2383		articStaccatoBelow				
191	187	747	1507/2	0.5		3/8	3/8	Chord	2/2	3	1	1/8	1/8	1	2384		articStaccatoBelow				
191	187	1495/2	754	2.0		1/2	1/2	Chord	2/2	3	1	1/2	1/2	1	2385						
191	187	1491/2	752	0.0		0	0	StaffText	2/2	4	1	0						cresc.			
191	187	1491/2	752	3.0		0	0	Chord	2/2	4	1	3/4	1/2	3/2	2386				314		
191	187	1497/2	755	1.0		3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	2387				314		
192	188	1499/2	756	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	2388				312		
192	188	1501/2	757	1.0		1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	2389				312		
192	188	1503/2	758	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	2390				312		
192	188	1505/2	759	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	2391						
192	188	1499/2	756	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	2392				313		
192	188	1501/2	757	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	2393				313		
192	188	1503/2	758	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	2394				313		
192	188	1505/2	759	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	2395						
192	188	1499/2	756	4.0		0	0	Chord	2/2	3	1	1	1	1	2396						
192	188	1499/2	756	1.0		0	0	Chord	2/2	4	1	1/4	1/4	1	2397				314		
192	188	1501/2	757	1.0		1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	2398				314		
192	188	1503/2	758	1.0		1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	2399				314		
192	188	1505/2	759	1.0		3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	2400						
193	189	1507/2	760	3.0		0	0	Chord	2/2	1	1	3/4	1/2	3/2	2401				315		
193	189	1513/2	763	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	2402				315		
193	189	1507/2	760	3.0		0	0	Chord	2/2	2	1	3/4	1/2	3/2	2403				316		
193	189	1513/2	763	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	2404				316		
193	189	1507/2	760	0.5		0	0	Chord	2/2	3	1	1/8	1/8	1	2405						
193	189	754	1521/2	0.5		1/8	1/8	Chord	2/2	3	1	1/8	1/8	1	2406		articStaccatoBelow				
193	189	1509/2	761	0.5		1/4	1/4	Chord	2/2	3	1	1/8	1/8	1	2407		articStaccatoBelow				
193	189	755	1523/2	0.5		3/8	3/8	Chord	2/2	3	1	1/8	1/8	1	2408		articStaccatoBelow				
193	189	1511/2	762	2.0		1/2	1/2	Chord	2/2	3	1	1/2	1/2	1	2409						
193	189	1507/2	760	3.0		0	0	Chord	2/2	4	1	3/4	1/2	3/2	2410				317		
193	189	1513/2	763	1.0		3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	2411				317		
194	190	1515/2	764	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	2412				315		
194	190	1517/2	765	1.0		1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	2413				315		
194	190	1519/2	766	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	2414				315		
194	190	1521/2	767	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	2415						
194	190	1515/2	764	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	2416				316		
194	190	1517/2	765	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	2417				316		
194	190	1519/2	766	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	2418				316		
194	190	1521/2	767	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	2419						
194	190	1515/2	764	4.0		0	0	Chord	2/2	3	1	1	1	1	2420						
194	190	1515/2	764	1.0		0	0	Chord	2/2	4	1	1/4	1/4	1	2421				317		
194	190	1517/2	765	1.0		1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	2422				317		
194	190	1519/2	766	1.0		1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	2423				317		
194	190	1521/2	767	1.0		3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	2424						
195	191	1523/2	768	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	2425						
195	191	764	1541/2	0.0		5/8	5/8	Dynamic	2/2	1	1	0				p					
195	191	764	1541/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	2426		articStaccatoAbove				
195	191	1529/2	771	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	2427		articStaccatoAbove				
195	191	765	1543/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	2428		articStaccatoAbove				
195	191	1523/2	768	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	2429						
195	191	762	1537/2	0.0		1/8	1/8	Dynamic	2/2	2	1	0				p					
195	191	762	1537/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	2430		articStaccatoAbove				
195	191	1525/2	769	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	2431		articStaccatoAbove				
195	191	763	1539/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	2432		articStaccatoAbove				
195	191	1527/2	770	2.0		1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	2433				318		
195	191	1523/2	768	1.0		0	0	Chord	2/2	3	1	1/4	1/4	1	2434						
195	191	764	1541/2	0.0		5/8	5/8	Dynamic	2/2	3	1	0				p					
195	191	764	1541/2	0.5		5/8	5/8	Chord	2/2	3	1	1/8	1/8	1	2435		articStaccatoAbove				
195	191	1529/2	771	0.5		3/4	3/4	Chord	2/2	3	1	1/8	1/8	1	2436		articStaccatoAbove				
195	191	765	1543/2	0.5		7/8	7/8	Chord	2/2	3	1	1/8	1/8	1	2437		articStaccatoAbove				
195	191	1523/2	768	1.0		0	0	Chord	2/2	4	1	1/4	1/4	1	2438						
196	192	1531/2	772	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	2439						
196	192	766	1545/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	2440						
196	192	1533/2	773	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	2441						
196	192	767	1547/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	2442						
196	192	1535/2	774	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	2443				319		
196	192	768	1549/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	2444						
196	192	1537/2	775	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	2445		articStaccatoAbove				
196	192	769	1551/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	2446		articStaccatoAbove				
196	192	1531/2	772	2.0		0	0	Chord	2/2	2	1	1/2	1/2	1	2447				318		
196	192	1535/2	774	2.0		1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	2448						
196	192	1531/2	772	1.0		0	0	Chord	2/2	3	1	1/4	1/4	1	2449						
196	192	768	1549/2	0.0		5/8	5/8	Dynamic	2/2	4	1	0				p					
196	192	768	1549/2	0.5		5/8	5/8	Chord	2/2	4	1	1/8	1/8	1	2450		articStaccatoAbove				
196	192	1537/2	775	0.5		3/4	3/4	Chord	2/2	4	1	1/8	1/8	1	2451		articStaccatoAbove				
196	192	769	1551/2	0.5		7/8	7/8	Chord	2/2	4	1	1/8	1/8	1	2452		articStaccatoAbove				
197	193	1539/2	776	2.0		0	0	Chord	2/2	1	1	1/2	1/2	1	2453						
197	193	1543/2	778	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	2454						
197	193	772	1557/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	2455		articStaccatoAbove				
197	193	1545/2	779	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	2456		articStaccatoAbove				
197	193	773	1559/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	2457		articStaccatoAbove				
197	193	1539/2	776	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	2458						
197	193	770	1553/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	2459		articStaccatoAbove				
197	193	1541/2	777	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	2460		articStaccatoAbove				
197	193	771	1555/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	2461		articStaccatoAbove				
197	193	1543/2	778	2.0		1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	2462				320		
197	193	772	1557/2	0.5		5/8	5/8	Chord	2/2	3	1	1/8	1/8	1	2463		articStaccatoAbove				
197	193	1545/2	779	0.5		3/4	3/4	Chord	2/2	3	1	1/8	1/8	1	2464		articStaccatoAbove				
197	193	773	1559/2	0.5		7/8	7/8	Chord	2/2	3	1	1/8	1/8	1	2465		articStaccatoAbove				
197	193	1539/2	776	1.0		0	0	Chord	2/2	4	1	1/4	1/4	1	2466						
198	194	1547/2	780	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	2467						
198	194	774	1561/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	2468						
198	194	1549/2	781	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	2469						
198	194	775	1563/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	2470						
198	194	1551/2	782	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	2471				321		
198	194	776	1565/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	2472						
198	194	1553/2	783	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	2473		articStaccatoAbove				
198	194	777	1567/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	2474		articStaccatoAbove				
198	194	1547/2	780	2.0		0	0	Chord	2/2	2	1	1/2	1/2	1	2475				320		
198	194	1551/2	782	2.0		1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	2476						
198	194	1547/2	780	1.0		0	0	Chord	2/2	3	1	1/4	1/4	1	2477						
198	194	776	1565/2	0.5		5/8	5/8	Chord	2/2	4	1	1/8	1/8	1	2478		articStaccatoAbove				
198	194	1553/2	783	0.5		3/4	3/4	Chord	2/2	4	1	1/8	1/8	1	2479		articStaccatoAbove				
198	194	777	1567/2	0.5		7/8	7/8	Chord	2/2	4	1	1/8	1/8	1	2480		articStaccatoAbove				
199	195	1555/2	784	2.0		0	0	Chord	2/2	1	1	1/2	1/2	1	2481						
