mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text	slur	decrescendo_hairpin	crescendo_hairpin
19	19	73/2	73/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	212					
19	19	37	37	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	213	articStaccatoBelow				
19	19	75/2	75/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	214	articStaccatoBelow				
19	19	36	36	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	215			48		
19	19	73/2	73/2	0.375	1/8	1/8	Chord	2/4	3	1	3/32		1/16	3/2	216			48		
19	19	295/8	295/8	0.125	7/32	7/32	Chord	2/4	3	1	1/32		1/32	1	217					
19	19	37	37	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	218	articStaccatoBelow				
19	19	75/2	75/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	219	articStaccatoBelow				
19	19	36	36	1.0	0	0	Chord	2/4	4	1	1/4		1/4	1	220			49		
19	19	37	37	1.0	1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	221					
20	20	38	38	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	222					
20	20	38	38	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	223					
20	20	79/2	79/2	0.375	3/8	3/8	Chord	2/4	2	1	3/32		1/16	3/2	224			50		
20	20	319/8	319/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	225					
20	20	38	38	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	226					
20	20	77/2	77/2	0.375	1/8	1/8	Chord	2/4	3	1	3/32		1/16	3/2	227			51		
20	20	311/8	311/8	0.125	7/32	7/32	Chord	2/4	3	1	1/32		1/32	1	228					
20	20	39	39	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	229	articStaccatoBelow				
20	20	79/2	79/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	230	articStaccatoBelow				
20	20	38	38	0.375	0	0	Chord	2/4	4	1	3/32		1/16	3/2	231			52		
20	20	307/8	307/8	0.125	3/32	3/32	Chord	2/4	4	1	1/32		1/32	1	232					
20	20	77/2	77/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	233	articStaccatoBelow				
20	20	39	39	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	234	articStaccatoBelow				
20	20	79/2	79/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	235	articStaccatoBelow				
21	21	40	40	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	236			53		
21	21	81/2	81/2	0.375	1/8	1/8	Chord	2/4	1	1	3/32		1/16	3/2	237			53		
21	21	327/8	327/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	238					
21	21	41	41	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	239	articStaccatoAbove				
21	21	83/2	83/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	240	articStaccatoAbove				
21	21	40	40	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	241	articStaccatoBelow				
21	21	81/2	81/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	242	articStaccatoBelow				
21	21	41	41	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	243	articStaccatoBelow				
21	21	83/2	83/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	244	articStaccatoBelow				
21	21	40	40	0.375	0	0	Chord	2/4	3	1	3/32		1/16	3/2	245			54		
21	21	323/8	323/8	0.125	3/32	3/32	Chord	2/4	3	1	1/32		1/32	1	246					
21	21	81/2	81/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	247					
21	21	41	41	1.0	1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	248			55		
21	21	40	40	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	249					
21	21	81/2	81/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	250					
21	21	41	41	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	251	articStaccatoBelow				
21	21	83/2	83/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	252	articStaccatoBelow				
22	22	42	42	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	253					
22	22	85/2	85/2	0.375	1/8	1/8	Chord	2/4	1	1	3/32		1/16	3/2	254			56		
22	22	343/8	343/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	255					
22	22	43	43	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	256	articStaccatoBelow				
22	22	87/2	87/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	257	articStaccatoBelow				
22	22	43	43	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	258			57		
22	22	42	42	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	259					
22	22	43	43	1.0	1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	260			58		
22	22	85/2	85/2	0.375	1/8	1/8	Chord	2/4	4	1	3/32		1/16	3/2	261			59		
22	22	343/8	343/8	0.125	7/32	7/32	Chord	2/4	4	1	1/32		1/32	1	262					
22	22	43	43	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	263	articStaccatoAbove				
22	22	87/2	87/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	264	articStaccatoAbove				
23	23	44	44	0.0	0	0	StaffText	2/4	1	1	0						"<font size=""12""/><b><i>f</i></b>"			
23	23	44	44	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	265					
23	23	89/2	89/2	0.375	1/8	1/8	Chord	2/4	2	1	3/32		1/16	3/2	266			60		
23	23	359/8	359/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	267					
23	23	45	45	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	268	articStaccatoAbove				
23	23	91/2	91/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	269	articStaccatoAbove				
23	23	44	44	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	270					
23	23	89/2	89/2	0.375	1/8	1/8	Chord	2/4	3	1	3/32		1/16	3/2	271			61		
23	23	359/8	359/8	0.125	7/32	7/32	Chord	2/4	3	1	1/32		1/32	1	272					
23	23	45	45	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	273	articStaccatoAbove				
23	23	91/2	91/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	274	articStaccatoAbove				
23	23	45	45	1.0	1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	275			62		
24	24	47	47	0.0	1/4	1/4	Spanner	2/4	1	1	0								20	
24	24	47	47	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	276			63	20	
24	24	46	46	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	277					
24	24	93/2	93/2	0.375	1/8	1/8	Chord	2/4	2	1	3/32		1/16	3/2	278					
24	24	375/8	375/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	279					
24	24	47	47	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	280	articStaccatoAbove				
24	24	95/2	95/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	281	articStaccatoAbove				
24	24	46	46	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	282			64		
24	24	93/2	93/2	0.375	1/8	1/8	Chord	2/4	3	1	3/32		1/16	3/2	283			64		
24	24	375/8	375/8	0.125	7/32	7/32	Chord	2/4	3	1	1/32		1/32	1	284					
24	24	47	47	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	285	articStaccatoBelow				
24	24	95/2	95/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	286	articStaccatoBelow				
24	24	46	46	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	287					
24	24	93/2	93/2	0.375	1/8	1/8	Chord	2/4	4	1	3/32		1/16	3/2	288			65		
24	24	375/8	375/8	0.125	7/32	7/32	Chord	2/4	4	1	1/32		1/32	1	289					
24	24	47	47	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	290	articStaccatoBelow				
24	24	95/2	95/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	291	articStaccatoBelow				
25	25	48	48	0.0	0	0	Spanner	2/4	1	1	0									
25	25	48	48	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	292					
25	25	49	49	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	293					
25	25	197/4	197/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	294			66		
25	25	99/2	99/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	295			66		
25	25	199/4	199/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	296			66		
25	25	48	48	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	297					
25	25	193/4	193/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	298					
25	25	97/2	97/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	299					
25	25	195/4	195/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	300					
25	25	49	49	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	301					
25	25	48	48	0.25	0	0	Chord	2/4	3	1	1/16		1/16	1	302					
25	25	193/4	193/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	303					
25	25	97/2	97/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	304					
25	25	195/4	195/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	305					
25	25	49	49	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	306					
25	25	48	48	0.25	0	0	Chord	2/4	4	1	1/16		1/16	1	307					
25	25	193/4	193/4	0.25	1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	308					
25	25	97/2	97/2	0.25	1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	309					
25	25	195/4	195/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	310					
25	25	49	49	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	311					
26	26	50	50	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	312	articStaccatoAbove				
26	26	201/4	201/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	313			67		
26	26	101/2	101/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	314			67		
26	26	203/4	203/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	315			67		
26	26	51	51	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	316	articStaccatoAbove				
26	26	205/4	205/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	317			68		
26	26	103/2	103/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	318			68		
26	26	207/4	207/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	319			68		
27	27	52	52	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	320					
27	27	52	52	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	321					
27	27	53	53	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	322					
27	27	213/4	213/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	323			69		
27	27	107/2	107/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	324			69		
27	27	215/4	215/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	325			69		
27	27	52	52	0.25	0	0	Chord	2/4	3	1	1/16		1/16	1	326					
27	27	209/4	209/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	327					
27	27	105/2	105/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	328					
27	27	211/4	211/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	329					
27	27	53	53	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	330					
27	27	52	52	0.25	0	0	Chord	2/4	4	1	1/16		1/16	1	331					
27	27	209/4	209/4	0.25	1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	332					
27	27	105/2	105/2	0.25	1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	333					
27	27	211/4	211/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	334					
27	27	53	53	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	335					
28	28	54	54	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	336	articStaccatoBelow				
28	28	217/4	217/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	337			70		
28	28	109/2	109/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	338			70		
28	28	219/4	219/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	339			70		
28	28	55	55	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	340	articStaccatoBelow				
28	28	221/4	221/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	341			71		
28	28	111/2	111/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	342			71		
28	28	223/4	223/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	343			71		
29	29	56	56	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	344					
29	29	57	57	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	345					
29	29	229/4	229/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	346			72		
29	29	115/2	115/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	347			72		
29	29	231/4	231/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	348			72		
29	29	56	56	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	349					
29	29	225/4	225/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	350					
29	29	113/2	113/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	351					
29	29	227/4	227/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	352					
29	29	57	57	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	353					
29	29	56	56	0.25	0	0	Chord	2/4	3	1	1/16		1/16	1	354					
29	29	225/4	225/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	355					
29	29	113/2	113/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	356					
29	29	227/4	227/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	357					
29	29	57	57	1.0	1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	358					
29	29	56	56	0.25	0	0	Chord	2/4	4	1	1/16		1/16	1	359					
29	29	225/4	225/4	0.25	1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	360					
29	29	113/2	113/2	0.25	1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	361					
29	29	227/4	227/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	362					
29	29	57	57	1.0	1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	363					
30	30	58	58	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	364	articStaccatoAbove				
30	30	233/4	233/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	365			73		
30	30	117/2	117/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	366			73		
30	30	235/4	235/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	367			73		
30	30	59	59	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	368	articStaccatoAbove				
30	30	237/4	237/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	369			74		
30	30	119/2	119/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	370			74		
30	30	239/4	239/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	371					
30	30	237/4	237/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	372			75		
30	30	119/2	119/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	373			75		
30	30	239/4	239/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	374			75		
30	30	233/4	233/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	375			76		
30	30	117/2	117/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	376			76		
30	30	235/4	235/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	377			76		
30	30	59	59	0.25	1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	378	articStaccatoBelow				
30	30	237/4	237/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	379			77		
30	30	119/2	119/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	380			77		
30	30	239/4	239/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	381			77		
31	31	60	60	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	382			78		
31	31	241/4	241/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	383			78		
31	31	121/2	121/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	384					
31	31	243/4	243/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	385	articStaccatoAbove				
31	31	61	61	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	386			79		
31	31	245/4	245/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	387			79		
31	31	123/2	123/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	388					
31	31	495/8	495/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	389	articStaccatoAbove				
31	31	60	60	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	390	articStaccatoBelow				
31	31	61	61	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	391			80		
31	31	245/4	245/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	392			80		
31	31	123/2	123/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	393					
31	31	247/4	247/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	394	articStaccatoBelow				
31	31	60	60	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	395	articStaccatoBelow				
31	31	60	60	2.0	0	0	Chord	2/4	4	1	1/2		1/2	1	396					
32	32	62	62	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	397			81		
32	32	63	63	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	398					
32	32	62	62	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	399			82		
32	32	249/4	249/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	400			82		
32	32	125/2	125/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	401					
32	32	251/4	251/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	402	articStaccatoBelow				
32	32	63	63	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	403			83		
32	32	253/4	253/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	404			83		
32	32	127/2	127/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	405					
32	32	511/8	511/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	406	articStaccatoBelow				
32	32	62	62	2.0	0	0	Chord	2/4	4	1	1/2		1/2	1	407					
33	33	64	64	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	408			84		
33	33	257/4	257/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	409			84		
33	33	129/2	129/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	410					
33	33	259/4	259/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	411	articStaccatoBelow				
33	33	65	65	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	412			85		
33	33	261/4	261/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	413			85		
33	33	131/2	131/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	414					
33	33	527/8	527/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	415	articStaccatoBelow				
33	33	64	64	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	416			86		
33	33	65	65	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	417					
33	33	64	64	2.0	0	0	Chord	2/4	3	1	1/2		1/2	1	418					
34	34	66	66	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	419			87		
34	34	67	67	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	420					
34	34	66	66	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	421					
34	34	67	67	0.25	1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	422					
34	34	269/4	269/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	423			88		
34	34	135/2	135/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	424					
34	34	543/8	543/8	0.125	15/32	15/32	Chord	2/4	3	1	1/32		1/32	1	425	articStaccatoBelow				
34	34	66	66	0.25	0	0	Chord	2/4	4	1	1/16		1/16	1	426			89		
34	34	265/4	265/4	0.25	1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	427			89		
34	34	133/2	133/2	0.25	1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	428					
34	34	267/4	267/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	429	articStaccatoBelow				
34	34	67	67	0.25	1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	430			90		
34	34	269/4	269/4	0.25	5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	431			90		
34	34	135/2	135/2	0.25	3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	432					
34	34	543/8	543/8	0.125	15/32	15/32	Chord	2/4	4	1	1/32		1/32	1	433	articStaccatoBelow				
35	35	68	68	0.0	0	0	StaffText	2/4	1	1	0						"<font size=""12""/><b><i>cresc.</i></b>"			
35	35	68	68	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	434					
35	35	273/4	273/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	435			91		
35	35	137/2	137/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	436					
35	35	275/4	275/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	437	articStaccatoBelow				
35	35	69	69	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	438			92		
35	35	277/4	277/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	439			92		
35	35	139/2	139/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	440					
35	35	559/8	559/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	441	articStaccatoBelow				
35	35	273/4	273/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	442			93		
35	35	137/2	137/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	443					
35	35	275/4	275/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	444	articStaccatoBelow				
35	35	69	69	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	445			94		
35	35	277/4	277/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	446			94		
35	35	139/2	139/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	447					
35	35	559/8	559/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	448	articStaccatoBelow				
35	35	68	68	0.0	0	0	StaffText	2/4	3	1	0						"<font size=""12""/><b><i>cresc.</i></b>"			
35	35	68	68	2.0	0	0	Chord	2/4	3	1	1/2		1/2	1	449					
35	35	68	68	0.0	0	0	StaffText	2/4	4	1	0						"<font size=""12""/><b><i>cresc.</i></b>"			
35	35	68	68	1.0	0	0	Chord	2/4	4	1	1/4		1/4	1	450			95		
35	35	69	69	1.0	1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	451			95		
36	36	70	70	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	452			96		
36	36	283/4	283/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	453					
36	36	71	71	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	454			97		
36	36	285/4	285/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	455			97		
36	36	143/2	143/2	0.0	3/8	3/8	Spanner	2/4	1	1	0								21	
36	36	143/2	143/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	456				21	
36	36	287/4	287/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	457	articStaccatoAbove			21	
36	36	70	70	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	458					
36	36	71	71	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	459			98		
36	36	285/4	285/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	460			98		
36	36	143/2	143/2	0.0	3/8	3/8	Spanner	2/4	2	1	0								22	
36	36	143/2	143/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	461				22	
36	36	287/4	287/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	462	articStaccatoBelow			22	
36	36	70	70	0.25	0	0	Chord	2/4	3	1	1/16		1/16	1	463					
36	36	281/4	281/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	464			99		
36	36	141/2	141/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	465					
36	36	283/4	283/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	466	articStaccatoBelow				
36	36	71	71	0.25	1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	467	articStaccatoBelow				
36	36	285/4	285/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	468			100		
36	36	143/2	143/2	0.0	3/8	3/8	Spanner	2/4	3	1	0								23	
36	36	143/2	143/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	469				23	
36	36	287/4	287/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	470	articStaccatoBelow			23	
36	36	70	70	1.0	0	0	Chord	2/4	4	1	1/4		1/4	1	471			95		
36	36	71	71	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	472			95		
36	36	143/2	143/2	0.0	3/8	3/8	Spanner	2/4	4	1	0								24	
36	36	143/2	143/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	473				24	
37	37	72	72	0.0	0	0	StaffText	2/4	1	1	0						<b><i>p</i></b>			
37	37	72	72	0.0	0	0	Spanner	2/4	1	1	0									
37	37	72	72	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	474			101		
37	37	289/4	289/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	475					
37	37	145/2	145/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	476			102		
37	37	291/4	291/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	477					
37	37	73	73	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	478			103		
37	37	293/4	293/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	479					
