mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin
35	34	231/2	231/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	857									
35	34	463/4	463/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	858									
35	34	116	116	0.0		1/2	1/2	StaffText	4/4	1	1	0							<i>cresc.</i>						
35	34	116	116	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	859									
35	34	465/4	465/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	860									
35	34	233/2	233/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	861									
35	34	467/4	467/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	862									
35	34	117	117	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	863									
35	34	469/4	469/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	864									
35	34	235/2	235/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	865									
35	34	471/4	471/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	866									
35	34	114	114	0.0		0	0	Dynamic	4/4	2	1	0					p								
35	34	114	114	0.0		0	0	Dynamic	4/4	2	1	0					p								
35	34	114	114	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	867									
35	34	457/4	457/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	868									
35	34	229/2	229/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	869									
35	34	459/4	459/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	870									
35	34	115	115	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	871									
35	34	461/4	461/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	872									
35	34	231/2	231/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	873									
35	34	463/4	463/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	874									
35	34	116	116	0.0		1/2	1/2	StaffText	4/4	2	1	0							<i>cresc.</i>						
35	34	116	116	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	875									
35	34	465/4	465/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	876									
35	34	233/2	233/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	877									
35	34	467/4	467/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	878									
35	34	117	117	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	879									
35	34	469/4	469/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	880									
35	34	235/2	235/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	881									
35	34	471/4	471/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	882									
35	34	114	114	0.25		0	0	Chord	4/4	3	1	1/16		1/16	1	883									
35	34	457/4	457/4	0.25		1/16	1/16	Chord	4/4	3	1	1/16		1/16	1	884									
35	34	229/2	229/2	0.25		1/8	1/8	Chord	4/4	3	1	1/16		1/16	1	885									
35	34	459/4	459/4	0.25		3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	886									
35	34	115	115	0.25		1/4	1/4	Chord	4/4	3	1	1/16		1/16	1	887									
35	34	461/4	461/4	0.25		5/16	5/16	Chord	4/4	3	1	1/16		1/16	1	888									
35	34	231/2	231/2	0.25		3/8	3/8	Chord	4/4	3	1	1/16		1/16	1	889									
35	34	463/4	463/4	0.25		7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	890									
35	34	116	116	0.0		1/2	1/2	StaffText	4/4	3	1	0							<i>cresc.</i>						
35	34	116	116	0.25		1/2	1/2	Chord	4/4	3	1	1/16		1/16	1	891									
35	34	465/4	465/4	0.25		9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	892									
35	34	233/2	233/2	0.25		5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	893									
35	34	467/4	467/4	0.25		11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	894									
35	34	117	117	0.25		3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	895									
35	34	469/4	469/4	0.25		13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	896									
35	34	235/2	235/2	0.25		7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	897									
35	34	471/4	471/4	0.25		15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	898									
35	34	114	114	0.0		0	0	Dynamic	4/4	4	1	0					p								
35	34	114	114	0.0		0	0	Dynamic	4/4	4	1	0					p								
35	34	114	114	2.0		0	0	Chord	4/4	4	1	1/2		1/2	1	899									
35	34	116	116	0.0		1/2	1/2	StaffText	4/4	4	1	0							<i>cresc.</i>						
35	34	116	116	1.0		1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	900									
35	34	117	117	0.5		3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	901									
35	34	235/2	235/2	0.5		7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	902									
36	35	118	118	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	903									
36	35	473/4	473/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	904									
36	35	237/2	237/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	905									
36	35	475/4	475/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	906									
36	35	119	119	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	907									
36	35	477/4	477/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	908									
36	35	239/2	239/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	909									
36	35	479/4	479/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	910									
36	35	120	120	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	911									
36	35	481/4	481/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	912									
36	35	241/2	241/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	913									
36	35	483/4	483/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	914									
36	35	121	121	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	915									
36	35	485/4	485/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	916									
36	35	243/2	243/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	917									
36	35	487/4	487/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	918									
36	35	118	118	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	919									
36	35	473/4	473/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	920									
36	35	237/2	237/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	921									
36	35	475/4	475/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	922									
36	35	119	119	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	923									
36	35	477/4	477/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	924									
36	35	239/2	239/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	925									
36	35	479/4	479/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	926									
36	35	120	120	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	927									
36	35	481/4	481/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	928									
36	35	241/2	241/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	929									
36	35	483/4	483/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	930									
36	35	121	121	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	931									
36	35	485/4	485/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	932									
36	35	243/2	243/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	933									
36	35	487/4	487/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	934									
36	35	118	118	0.25		0	0	Chord	4/4	3	1	1/16		1/16	1	935									
36	35	473/4	473/4	0.25		1/16	1/16	Chord	4/4	3	1	1/16		1/16	1	936									
36	35	237/2	237/2	0.25		1/8	1/8	Chord	4/4	3	1	1/16		1/16	1	937									
36	35	475/4	475/4	0.25		3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	938									
36	35	119	119	0.25		1/4	1/4	Chord	4/4	3	1	1/16		1/16	1	939									
36	35	477/4	477/4	0.25		5/16	5/16	Chord	4/4	3	1	1/16		1/16	1	940									
36	35	239/2	239/2	0.25		3/8	3/8	Chord	4/4	3	1	1/16		1/16	1	941									
36	35	479/4	479/4	0.25		7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	942									
36	35	120	120	0.25		1/2	1/2	Chord	4/4	3	1	1/16		1/16	1	943									
36	35	481/4	481/4	0.25		9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	944									
36	35	241/2	241/2	0.25		5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	945									
36	35	483/4	483/4	0.25		11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	946									
36	35	121	121	0.25		3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	947									
36	35	485/4	485/4	0.25		13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	948									
36	35	243/2	243/2	0.25		7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	949									
36	35	487/4	487/4	0.25		15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	950									
36	35	118	118	2.0		0	0	Chord	4/4	4	1	1/2		1/2	1	951									
36	35	120	120	1.0		1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	952									
36	35	121	121	0.5		3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	953									
36	35	243/2	243/2	0.5		7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	954									
37	36	122	122	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	955		articStaccatoAbove							
37	36	245/2	245/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	956		articStaccatoAbove							
37	36	123	123	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	957		articStaccatoAbove							
37	36	247/2	247/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	958		articStaccatoAbove							
37	36	124	124	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	959									
37	36	497/4	497/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	960									
37	36	249/2	249/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	961									
37	36	499/4	499/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	962									
37	36	125	125	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	963									
37	36	501/4	501/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	964									
37	36	251/2	251/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	965									
37	36	503/4	503/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	966									
37	36	122	122	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	967									
37	36	489/4	489/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	968									
37	36	245/2	245/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	969									
37	36	491/4	491/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	970									
37	36	123	123	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	971									
37	36	493/4	493/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	972									
37	36	247/2	247/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	973									
37	36	495/4	495/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	974									
37	36	124	124	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	975									
37	36	497/4	497/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	976									
37	36	249/2	249/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	977									
37	36	499/4	499/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	978									
37	36	125	125	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	979									
37	36	501/4	501/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	980									
37	36	251/2	251/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	981									
37	36	503/4	503/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	982									
37	36	122	122	0.25		0	0	Chord	4/4	3	1	1/16		1/16	1	983									
37	36	489/4	489/4	0.25		1/16	1/16	Chord	4/4	3	1	1/16		1/16	1	984									
37	36	245/2	245/2	0.25		1/8	1/8	Chord	4/4	3	1	1/16		1/16	1	985									
37	36	491/4	491/4	0.25		3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	986									
37	36	123	123	0.25		1/4	1/4	Chord	4/4	3	1	1/16		1/16	1	987									
37	36	493/4	493/4	0.25		5/16	5/16	Chord	4/4	3	1	1/16		1/16	1	988									
37	36	247/2	247/2	0.25		3/8	3/8	Chord	4/4	3	1	1/16		1/16	1	989									
37	36	495/4	495/4	0.25		7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	990									
37	36	124	124	0.25		1/2	1/2	Chord	4/4	3	1	1/16		1/16	1	991									
37	36	497/4	497/4	0.25		9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	992									
37	36	249/2	249/2	0.25		5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	993									
37	36	499/4	499/4	0.25		11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	994									
37	36	125	125	0.25		3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	995									
37	36	501/4	501/4	0.25		13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	996									
37	36	251/2	251/2	0.25		7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	997									
37	36	503/4	503/4	0.25		15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	998									
37	36	122	122	1.0		0	0	Chord	4/4	4	1	1/4		1/4	1	999									
37	36	123	123	0.5		1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	1000									
37	36	247/2	247/2	0.5		3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	1001									
37	36	124	124	1.0		1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	1002									
37	36	125	125	1.0		3/4	3/4	Chord	4/4	4	1	1/4		1/4	1	1003									
38	37	126	126	0.0		0	0	Dynamic	4/4	1	1	0					f								
38	37	126	126	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	1004		articStaccatoAbove							
38	37	253/2	253/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1005							62		
38	37	507/4	507/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1006							62		
38	37	127	127	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1007		articStaccatoAbove							
38	37	255/2	255/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1008							63		
38	37	511/4	511/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1009							63		
38	37	128	128	0.0		1/2	1/2	Spanner	4/4	1	1	0												11	
38	37	128	128	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1010		articStaccatoAbove						11	
38	37	257/2	257/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1011							64	11	
38	37	515/4	515/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1012							64	11	
38	37	129	129	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1013		articStaccatoAbove						11	
38	37	259/2	259/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1014							65	11	
38	37	519/4	519/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1015							65	11	
38	37	126	126	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1016									
38	37	128	128	0.0		1/2	1/2	Spanner	4/4	2	1	0												12	
38	37	126	126	0.0		0	0	Dynamic	4/4	3	1	0					f								
38	37	126	126	0.0		0	0	Dynamic	4/4	3	1	0					f								
38	37	126	126	0.5		0	0	Chord	4/4	3	1	1/8		1/8	1	1017		articStaccatoBelow							
38	37	253/2	253/2	0.5		1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	1018		articStaccatoBelow							
38	37	127	127	0.5		1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	1019		articStaccatoBelow							
38	37	255/2	255/2	0.5		3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	1020		articStaccatoBelow							
38	37	128	128	0.0		1/2	1/2	Spanner	4/4	3	1	0												13	
38	37	128	128	0.5		1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	1021								13	
38	37	257/2	257/2	0.5		5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	1022								13	
38	37	129	129	0.5		3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	1023								13	
38	37	259/2	259/2	0.5		7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	1024								13	
38	37	126	126	0.0		0	0	Dynamic	4/4	4	1	0					f								
38	37	126	126	0.5		0	0	Chord	4/4	4	1	1/8		1/8	1	1025		articStaccatoBelow							
38	37	253/2	253/2	0.5		1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	1026		articStaccatoBelow							
38	37	127	127	0.5		1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	1027		articStaccatoBelow							
38	37	255/2	255/2	0.5		3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	1028		articStaccatoBelow							
38	37	128	128	0.0		1/2	1/2	Spanner	4/4	4	1	0												14	
38	37	128	128	0.5		1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	1029								14	
38	37	257/2	257/2	0.5		5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	1030								14	
38	37	129	129	0.5		3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	1031								14	
38	37	259/2	259/2	0.5		7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	1032								14	
39	38	130	130	0.0		0	0	Dynamic	4/4	1	1	0					p								
39	38	130	130	0.0		0	0	Spanner	4/4	1	1	0													
39	38	130	130	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1033		articStaccatoAbove							
39	38	265/2	265/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1034							66		
39	38	531/4	531/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1035							66		
39	38	133	133	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1036		articStaccatoAbove							
39	38	267/2	267/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1037							67		
39	38	535/4	535/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1038									
39	38	130	130	0.0		0	0	Dynamic	4/4	2	1	0					p								
39	38	130	130	0.0		0	0	Spanner	4/4	2	1	0													
39	38	130	130	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1039									
39	38	261/2	261/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1040							68		
39	38	523/4	523/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1041							68		
39	38	131	131	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1042		articStaccatoBelow							
39	38	263/2	263/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1043							69		
39	38	527/4	527/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1044							69		
39	38	132	132	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1045		articStaccatoBelow							
39	38	265/2	265/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1046		articStaccatoAbove							
39	38	133	133	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1047		articStaccatoAbove							
39	38	267/2	267/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1048							70		
39	38	535/4	535/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1049									
39	38	130	130	0.0		0	0	Dynamic	4/4	3	1	0					p								
39	38	130	130	0.0		0	0	Spanner	4/4	3	1	0													
39	38	130	130	0.5		0	0	Chord	4/4	3	1	1/8		1/8	1	1050									
39	38	261/2	261/2	0.5		1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	1051		articStaccatoAbove							
39	38	131	131	0.5		1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	1052		articStaccatoAbove							
39	38	263/2	263/2	0.5		3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	1053		articStaccatoAbove							
39	38	132	132	0.5		1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	1054									
39	38	265/2	265/2	0.5		5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	1055									
39	38	133	133	0.5		3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	1056									
39	38	267/2	267/2	0.5		7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	1057									
39	38	130	130	0.0		0	0	Dynamic	4/4	4	1	0					p								
39	38	130	130	0.0		0	0	Spanner	4/4	4	1	0													
39	38	130	130	1.0		0	0	Chord	4/4	4	1	1/4		1/4	1	1058									
40	39	134	134	0.0		0	0	Dynamic	4/4	1	1	0					f								
40	39	134	134	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	1059		articStaccatoAbove							
40	39	269/2	269/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1060							71		
40	39	539/4	539/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1061							71		
40	39	135	135	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1062		articStaccatoAbove							
40	39	271/2	271/2	0.0		3/8	3/8	StaffText	4/4	1	1	0							<i>dim.</i>						
40	39	271/2	271/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1063		articStaccatoBelow							
40	39	136	136	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1064		articStaccatoBelow							
40	39	273/2	273/2	0.0		5/8	5/8	Spanner	4/4	1	1	0												15	
40	39	273/2	273/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1065							72	15	
40	39	547/4	547/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1066							72	15	
40	39	137	137	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1067		articStaccatoAbove						15	
40	39	275/2	275/2	0.0		7/8	7/8	Spanner	4/4	1	1	0													
40	39	275/2	275/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1068									
40	39	134	134	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1069									
40	39	271/2	271/2	0.0		3/8	3/8	Spanner	4/4	2	1	0												16	
40	39	271/2	271/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1070							73	16	
40	39	543/4	543/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1071							73	16	
40	39	136	136	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1072		articStaccatoAbove						16	
40	39	273/2	273/2	0.0		5/8	5/8	StaffText	4/4	2	1	0							<i>dim.</i>						
40	39	273/2	273/2	0.0		5/8	5/8	Spanner	4/4	2	1	0													
40	39	273/2	273/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1073									
40	39	137	137	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1074									
40	39	275/2	275/2	0.0		7/8	7/8	Spanner	4/4	2	1	0												17	
40	39	275/2	275/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1075							74	17	
40	39	551/4	551/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1076							74	17	
40	39	134	134	0.0		0	0	Dynamic	4/4	3	1	0					f								
40	39	134	134	0.0		0	0	Dynamic	4/4	3	1	0					f								
40	39	134	134	0.5		0	0	Chord	4/4	3	1	1/8		1/8	1	1077		articStaccatoBelow							
40	39	269/2	269/2	0.5		1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	1078		articStaccatoBelow							
40	39	135	135	0.5		1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	1079		articStaccatoBelow							
40	39	271/2	271/2	0.0		3/8	3/8	StaffText	4/4	3	1	0							<i>dim.</i>						
40	39	271/2	271/2	0.5		3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	1080		articStaccatoAbove							
40	39	136	136	0.5		1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	1081		articStaccatoAbove							
40	39	275/2	275/2	0.5		7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	1082		articStaccatoAbove							
40	39	134	134	0.0		0	0	Dynamic	4/4	4	1	0					f								
40	39	134	134	0.5		0	0	Chord	4/4	4	1	1/8		1/8	1	1083		articStaccatoBelow							
40	39	269/2	269/2	0.5		1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	1084		articStaccatoBelow							
40	39	135	135	0.5		1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	1085		articStaccatoBelow							
40	39	273/2	273/2	0.0		5/8	5/8	StaffText	4/4	4	1	0							<i>dim.</i>						
40	39	273/2	273/2	0.5		5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	1086		articStaccatoAbove							
40	39	137	137	0.5		3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	1087		articStaccatoAbove							
41	40	138	138	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	1088									
41	40	281/2	281/2	0.0		5/8	5/8	StaffText	4/4	1	1	0							<i>cresc.</i>						
41	40	281/2	281/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1089							75		
41	40	563/4	563/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1090							75		
41	40	141	141	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1091		articStaccatoAbove							
41	40	283/2	283/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1092		articStaccatoAbove							
41	40	138	138	0.0		0	0	Dynamic	4/4	2	1	0					p								
41	40	138	138	0.0		0	0	Dynamic	4/4	2	1	0					p								
41	40	138	138	0.0		0	0	Spanner	4/4	2	1	0													
41	40	138	138	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1093		articStaccatoAbove							
41	40	279/2	279/2	0.0		3/8	3/8	StaffText	4/4	2	1	0							<i>cresc.</i>						
41	40	279/2	279/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1094							76		
41	40	559/4	559/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1095							76		
41	40	140	140	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1096		articStaccatoBelow							
41	40	281/2	281/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1097		articStaccatoBelow							
41	40	141	141	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1098		articStaccatoBelow							
41	40	283/2	283/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1099									
41	40	138	138	0.0		0	0	Dynamic	4/4	3	1	0					p								
