mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin
25	22	44	44	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	239		articStaccatoAbove									
25	22	89/2	89/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	240		articStaccatoAbove									
26	23	45	45	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	241		articStaccatoBelow									
26	23	46	46	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	242		articStaccatoAbove									
26	23	93/2	93/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	243		articStaccatoAbove									
26	23	45	45	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	244		articStaccatoBelow									
26	23	91/2	91/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	245		articStaccatoBelow									
26	23	46	46	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	246		articStaccatoBelow									
26	23	93/2	93/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	247		articStaccatoBelow									
26	23	45	45	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	248		articStaccatoAbove									
26	23	91/2	91/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	249		articStaccatoAbove									
26	23	46	46	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	250		articStaccatoAbove									
26	23	93/2	93/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	251		articStaccatoAbove									
27	24	47	47	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	252		articStaccatoAbove									
27	24	95/2	95/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	253		articStaccatoAbove									
27	24	48	48	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	254		articStaccatoAbove									
27	24	97/2	97/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	255		articStaccatoAbove									
27	24	47	47	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	256		articStaccatoBelow									
27	24	95/2	95/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	257		articStaccatoBelow									
27	24	48	48	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	258		articStaccatoBelow									
27	24	97/2	97/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	259		articStaccatoBelow									
27	24	47	47	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	260											
27	24	47	47	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	261											
27	24	48	48	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	262		articStaccatoAbove									
27	24	97/2	97/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	263		articStaccatoAbove									
28	25	49	49	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	264		articStaccatoAbove									
28	25	50	50	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	265		articStaccatoAbove									
28	25	101/2	101/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	266		articStaccatoAbove									
28	25	49	49	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	267											
28	25	49	49	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	268		articStaccatoAbove									
28	25	99/2	99/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	269		articStaccatoAbove									
28	25	50	50	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	270		articStaccatoAbove									
28	25	101/2	101/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	271		articStaccatoAbove									
28	25	49	49	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	272		articStaccatoAbove									
28	25	99/2	99/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	273		articStaccatoAbove									
28	25	50	50	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	274		articStaccatoAbove									
28	25	101/2	101/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	275		articStaccatoAbove									
29	26	51	51	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	276		articStaccatoAbove									
29	26	103/2	103/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	277		articStaccatoAbove									
29	26	52	52	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	278		articStaccatoAbove									
29	26	105/2	105/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	279		articStaccatoAbove									
29	26	51	51	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	280		articStaccatoBelow									
29	26	103/2	103/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	281		articStaccatoBelow									
29	26	52	52	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	282		articStaccatoBelow									
29	26	105/2	105/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	283		articStaccatoBelow									
29	26	51	51	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	284		articStaccatoAbove									
29	26	103/2	103/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	285		articStaccatoAbove									
29	26	52	52	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	286		articStaccatoAbove									
29	26	105/2	105/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	287		articStaccatoAbove									
29	26	51	51	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	288		articStaccatoAbove									
29	26	103/2	103/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	289		articStaccatoAbove									
29	26	52	52	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	290		articStaccatoAbove									
29	26	105/2	105/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	291		articStaccatoAbove									
30	27	53	53	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	292		articStaccatoAbove									
30	27	107/2	107/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	293		articStaccatoAbove									
30	27	54	54	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	294		articStaccatoAbove									
30	27	109/2	109/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	295		articStaccatoAbove									
30	27	53	53	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	296		articStaccatoAbove									
30	27	107/2	107/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	297		articStaccatoAbove									
30	27	54	54	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	298		articStaccatoAbove									
30	27	109/2	109/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	299		articStaccatoAbove									
30	27	53	53	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	300		articStaccatoAbove									
30	27	107/2	107/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	301		articStaccatoAbove									
30	27	54	54	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	302		articStaccatoAbove									
30	27	109/2	109/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	303		articStaccatoAbove									
30	27	53	53	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	304		articStaccatoBelow									
30	27	107/2	107/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	305		articStaccatoBelow									
30	27	54	54	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	306		articStaccatoBelow									
30	27	109/2	109/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	307		articStaccatoBelow									
31	28	55	55	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	308		articStaccatoAbove									
31	28	55	55	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	309		articStaccatoAbove									
31	28	55	55	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	310											
31	28	55	55	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	311											
32	28	56	56	0.5		0	1/4	Chord	2/4	2	1	1/8		1/8	1	312		articStaccatoBelow									
32	28	113/2	113/2	0.5		1/8	3/8	Chord	2/4	2	1	1/8		1/8	1	313		articStaccatoBelow									
32	28	56	56	0.5		0	1/4	Chord	2/4	4	1	1/8		1/8	1	314		articStaccatoAbove									
32	28	113/2	113/2	0.5		1/8	3/8	Chord	2/4	4	1	1/8		1/8	1	315		articStaccatoAbove									
33	29	57	57	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	316		articStaccatoAbove									
33	29	115/2	115/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	317		articStaccatoAbove									
33	29	58	58	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	318		articStaccatoAbove									
33	29	117/2	117/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	319		articStaccatoAbove									
33	29	58	58	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	320		articStaccatoBelow									
33	29	117/2	117/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	321		articStaccatoBelow									
33	29	57	57	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	322		articStaccatoAbove									
33	29	115/2	115/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	323		articStaccatoAbove									
33	29	57	57	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	324		articStaccatoAbove									
33	29	115/2	115/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	325		articStaccatoAbove									
33	29	58	58	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	326		articStaccatoAbove									
33	29	117/2	117/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	327		articStaccatoAbove									
34	30	59	59	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	328		articStaccatoAbove									
34	30	119/2	119/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	329		articStaccatoAbove									
34	30	60	60	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	330		articStaccatoAbove									
34	30	121/2	121/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	331		articStaccatoAbove									
34	30	60	60	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	332		articStaccatoBelow									
34	30	121/2	121/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	333		articStaccatoBelow									
34	30	59	59	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	334		articStaccatoAbove									
34	30	119/2	119/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	335		articStaccatoAbove									
34	30	59	59	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	336		articStaccatoAbove									
34	30	119/2	119/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	337		articStaccatoAbove									
34	30	60	60	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	338		articStaccatoAbove									
34	30	121/2	121/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	339		articStaccatoAbove									
35	31	61	61	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	340		articStaccatoAbove									
35	31	123/2	123/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	341		articStaccatoAbove									
35	31	62	62	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	342		articStaccatoAbove									
35	31	125/2	125/2	0.0		3/8	3/8	Dynamic	2/4	1	1	0					sf										
35	31	125/2	125/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	343		articStaccatoAbove									
35	31	61	61	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	344		articStaccatoAbove									
35	31	123/2	123/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	345		articStaccatoAbove									
35	31	62	62	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	346		articStaccatoAbove									
35	31	125/2	125/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	347		articStaccatoAbove									
35	31	123/2	123/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	348		articStaccatoBelow									
35	31	62	62	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	349		articStaccatoBelow									
35	31	125/2	125/2	0.0		3/8	3/8	Dynamic	2/4	3	1	0					sf										
35	31	125/2	125/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	350		articStaccatoBelow									
35	31	61	61	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	351		articStaccatoAbove									
35	31	123/2	123/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	352		articStaccatoAbove									
35	31	62	62	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	353		articStaccatoAbove									
35	31	125/2	125/2	0.0		3/8	3/8	Dynamic	2/4	4	1	0					sf										
35	31	125/2	125/2	0.0		3/8	3/8	Dynamic	2/4	4	1	0					sf										
35	31	125/2	125/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	354		articStaccatoAbove									
36	32	63	63	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	355											
36	32	63	63	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	356											
36	32	63	63	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	357											
36	32	63	63	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	358		articStaccatoAbove									
36	32	127/2	127/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	359		articStaccatoAbove									
36	32	64	64	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	360		articStaccatoAbove									
36	32	129/2	129/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	361		articStaccatoAbove									
37	33	66	66	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	362		articStaccatoAbove									
37	33	133/2	133/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	363		articStaccatoAbove									
37	33	66	66	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	364		articStaccatoBelow									
37	33	133/2	133/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	365		articStaccatoBelow									
37	33	65	65	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	366		articStaccatoAbove									
37	33	131/2	131/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	367		articStaccatoAbove									
37	33	66	66	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	368		articStaccatoAbove									
37	33	133/2	133/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	369		articStaccatoAbove									
37	33	65	65	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	370		articStaccatoBelow									
37	33	131/2	131/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	371		articStaccatoBelow									
37	33	66	66	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	372		articStaccatoBelow									
37	33	133/2	133/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	373		articStaccatoBelow									
38	34	67	67	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	374		articStaccatoAbove									
38	34	135/2	135/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	375		articStaccatoAbove									
38	34	68	68	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	376		articStaccatoAbove									
38	34	137/2	137/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	377		articStaccatoAbove									
38	34	67	67	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	378		articStaccatoBelow									
38	34	135/2	135/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	379		articStaccatoBelow									
38	34	68	68	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	380		articStaccatoBelow									
38	34	137/2	137/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	381		articStaccatoBelow									
38	34	67	67	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	382		articStaccatoAbove									
38	34	68	68	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	383		articStaccatoAbove									
38	34	137/2	137/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	384		articStaccatoAbove									
38	34	67	67	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	385		articStaccatoAbove									
38	34	68	68	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	386		articStaccatoAbove									
38	34	137/2	137/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	387		articStaccatoAbove									
39	35	69	69	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	388		articStaccatoAbove									
39	35	70	70	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	389		articStaccatoAbove									
39	35	141/2	141/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	390		articStaccatoAbove									
39	35	69	69	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	391		articStaccatoBelow									
39	35	70	70	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	392		articStaccatoAbove									
39	35	141/2	141/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	393		articStaccatoAbove									
39	35	69	69	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	394		articStaccatoAbove									
39	35	139/2	139/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	395		articStaccatoAbove									
39	35	70	70	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	396		articStaccatoAbove									
39	35	141/2	141/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	397		articStaccatoAbove									
39	35	69	69	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	398		articStaccatoAbove									
39	35	139/2	139/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	399		articStaccatoAbove									
39	35	70	70	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	400		articStaccatoAbove									
39	35	141/2	141/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	401		articStaccatoAbove									
40	36	71	71	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	402		articStaccatoAbove									
40	36	143/2	143/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	403		articStaccatoAbove									
40	36	72	72	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	404		articStaccatoAbove									
40	36	145/2	145/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	405		articStaccatoAbove									
40	36	71	71	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	406		articStaccatoAbove									
40	36	143/2	143/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	407		articStaccatoAbove									
40	36	72	72	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	408		articStaccatoAbove									
40	36	145/2	145/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	409		articStaccatoAbove									
40	36	71	71	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	410		articStaccatoAbove									
40	36	72	72	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	411		articStaccatoAbove									
40	36	145/2	145/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	412		articStaccatoAbove									
40	36	71	71	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	413		articStaccatoAbove									
40	36	72	72	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	414		articStaccatoAbove									
40	36	145/2	145/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	415		articStaccatoAbove									
41	37	73	73	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	416		articStaccatoAbove									
41	37	147/2	147/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	417		articStaccatoAbove									
41	37	74	74	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	418		articStaccatoAbove									
41	37	149/2	149/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	419		articStaccatoAbove									
41	37	73	73	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	420		articStaccatoBelow									
41	37	147/2	147/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	421		articStaccatoBelow									
41	37	74	74	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	422		articStaccatoBelow									
41	37	149/2	149/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	423		articStaccatoBelow									
41	37	73	73	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	424		articStaccatoAbove									
41	37	74	74	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	425		articStaccatoAbove									
41	37	149/2	149/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	426		articStaccatoAbove									
41	37	73	73	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	427		articStaccatoAbove									
41	37	147/2	147/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	428		articStaccatoAbove									
41	37	74	74	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	429		articStaccatoAbove									
41	37	149/2	149/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	430		articStaccatoAbove									
42	38	75	75	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	431		articStaccatoAbove									
42	38	151/2	151/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	432		articStaccatoAbove									
42	38	76	76	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	433		articStaccatoAbove									
42	38	153/2	153/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	434		articStaccatoAbove									
42	38	75	75	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	435		articStaccatoBelow									
42	38	151/2	151/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	436		articStaccatoBelow									
42	38	76	76	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	437		articStaccatoBelow									
42	38	153/2	153/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	438		articStaccatoBelow									
42	38	75	75	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	439		articStaccatoAbove									
42	38	151/2	151/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	440		articStaccatoAbove									
42	38	76	76	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	441		articStaccatoAbove									
42	38	153/2	153/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	442		articStaccatoAbove									
42	38	75	75	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	443		articStaccatoAbove									
42	38	151/2	151/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	444		articStaccatoAbove									
42	38	76	76	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	445		articStaccatoAbove									
42	38	153/2	153/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	446		articStaccatoAbove									
43	39	77	77	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	447		articStaccatoAbove									
43	39	155/2	155/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	448		articStaccatoAbove									
43	39	78	78	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	449		articStaccatoAbove									
43	39	157/2	157/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	450		articStaccatoAbove									
43	39	77	77	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	451		articStaccatoAbove									
43	39	155/2	155/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	452		articStaccatoAbove									
43	39	78	78	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	453		articStaccatoAbove									
43	39	157/2	157/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	454		articStaccatoAbove									
43	39	77	77	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	455		articStaccatoAbove									
43	39	155/2	155/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	456		articStaccatoAbove									
43	39	78	78	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	457		articStaccatoAbove									
43	39	157/2	157/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	458		articStaccatoAbove									
43	39	77	77	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	459		articStaccatoAbove									
43	39	155/2	155/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	460		articStaccatoAbove									
43	39	78	78	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	461		articStaccatoAbove									
43	39	157/2	157/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	462		articStaccatoAbove									
44	40	79	79	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	463		articStaccatoAbove									
44	40	79	79	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	464		articStaccatoAbove									
44	40	79	79	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	465		articStaccatoAbove									
44	40	79	79	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	466											
44	40	159/2	159/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	467											
45	40	80	80	0.0		0	1/4	StaffText	2/4	3	1	0							"<font size=""9.2082""/><font face=""Times New Roman""/><i>dolce</i>"								
45	40	80	80	0.3333333333333333		0	1/4	Chord	2/4	3	1	1/12		1/8	2/3	468									39		
45	40	241/3	241/3	0.3333333333333333		1/12	1/3	Chord	2/4	3	1	1/12		1/8	2/3	469									39		
45	40	242/3	242/3	0.3333333333333333		1/6	5/12	Chord	2/4	3	1	1/12		1/8	2/3	470									39		
46	41	81	81	0.0		0	0	StaffText	2/4	1	1	0							"<font size=""9.2082""/><font face=""Times New Roman""/><i>sempre dolce e p</i>"								
46	41	81	81	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	471											
46	41	81	81	0.0		0	0	StaffText	2/4	2	1	0							"<font size=""9.2082""/><font face=""Times New Roman""/><i>sempre dolce e p</i>"								
46	41	81	81	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	472											
46	41	81	81	0.3333333333333333		0	0	Chord	2/4	3	1	1/12		1/8	2/3	473									39		
46	41	244/3	244/3	0.3333333333333333		1/12	1/12	Chord	2/4	3	1	1/12		1/8	2/3	474									39		
46	41	245/3	245/3	0.3333333333333333		1/6	1/6	Chord	2/4	3	1	1/12		1/8	2/3	475									39		
46	41	82	82	0.3333333333333333		1/4	1/4	Chord	2/4	3	1	1/12		1/8	2/3	476									39		
46	41	247/3	247/3	0.3333333333333333		1/3	1/3	Chord	2/4	3	1	1/12		1/8	2/3	477									39		
46	41	248/3	248/3	0.3333333333333333		5/12	5/12	Chord	2/4	3	1	1/12		1/8	2/3	478											
46	41	81	81	0.0		0	0	StaffText	2/4	4	1	0							"<font size=""9.2082""/><font face=""Times New Roman""/><i>sempre dolce e p</i>"								
46	41	81	81	2.0		0	0	Chord	2/4	4	1	1/2		1/2	1	479											
47	42	83	83	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	480											
47	42	83	83	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	481											
