mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	diminuendo_line	decrescendo_hairpin	crescendo_hairpin	crescendo_line
318	318	951	951	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	3791									818			78	
318	318	952	952	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	3792									818			78	
318	318	953	953	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	3793									818			78	
318	318	951	951	2.0	0	0	Chord	3/4	4	1	1/2		1/2	1	3794									819			79	
318	318	953	953	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	3795									819			79	
319	319	954	954	0.0	0	0	Spanner	3/4	1	1	0													816				
319	319	954	954	0.0	0	0	Spanner	3/4	1	1	0													816		132		
319	319	954	954	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	3796									816		132		
319	319	956	956	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	3797									816		132		
319	319	1913/2	1913/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	3798											132		
319	319	954	954	0.0	0	0	Spanner	3/4	2	1	0													817				
319	319	954	954	0.0	0	0	Spanner	3/4	2	1	0													817		133		
319	319	954	954	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	3799									817		133		
319	319	955	955	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	3800									817		133		
319	319	956	956	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	3801											133		
319	319	954	954	0.0	0	0	Spanner	3/4	3	1	0													818				
319	319	954	954	0.0	0	0	Spanner	3/4	3	1	0													818		134		
319	319	954	954	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	3802									818		134		
319	319	955	955	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	3803											134		
319	319	956	956	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	3804											134		
319	319	954	954	0.0	0	0	Spanner	3/4	4	1	0													819				
319	319	954	954	0.0	0	0	Spanner	3/4	4	1	0													819		135		
319	319	954	954	2.0	0	0	Chord	3/4	4	1	1/2		1/2	1	3805									819		135		
319	319	956	956	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	3806									819		135		
319	319	1913/2	1913/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	3807											135		
320	320	957	957	0.0	0	0	Spanner	3/4	1	1	0																	
320	320	958	958	0.0	1/4	1/4	Dynamic	3/4	1	1	0					pp												
320	320	958	958	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	3808													
320	320	957	957	0.0	0	0	Spanner	3/4	2	1	0																	
320	320	958	958	0.0	1/4	1/4	Dynamic	3/4	2	1	0					pp												
320	320	958	958	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	3809													
320	320	957	957	0.0	0	0	Spanner	3/4	3	1	0																	
320	320	958	958	0.0	1/4	1/4	Dynamic	3/4	3	1	0					pp												
320	320	958	958	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	3810									820				
320	320	1917/2	1917/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	3811									820				
320	320	959	959	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	3812									820				
320	320	1919/2	1919/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	3813									820				
320	320	957	957	0.0	0	0	Spanner	3/4	4	1	0																	
320	320	958	958	0.0	1/4	1/4	Dynamic	3/4	4	1	0					pp												
320	320	958	958	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	3814													
321	321	960	960	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	3815									820				
321	321	1921/2	1921/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	3816									820				
321	321	961	961	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	3817									820				
321	321	1923/2	1923/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	3818									820				
321	321	962	962	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	3819									820				
321	321	1925/2	1925/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	3820													
322	322	964	964	0.0	1/4	1/4	StaffText	3/4	1	1	0							"<font size=""9.7197""/><font face=""Times New Roman""/>pizz."										
322	322	964	964	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	3821													
322	322	964	964	0.0	1/4	1/4	Dynamic	3/4	2	1	0					pp												
322	322	964	964	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	3822									821				
322	322	1929/2	1929/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	3823									821				
322	322	965	965	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	3824									821				
322	322	1931/2	1931/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	3825													
322	322	963	963	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	3826													
322	322	964	964	2.0	1/4	1/4	Chord	3/4	3	1	1/2		1/2	1	3827													
322	322	964	964	0.0	1/4	1/4	Dynamic	3/4	4	1	0					pp												
322	322	964	964	0.5	1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	3828									822				
322	322	1929/2	1929/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	3829									822				
322	322	965	965	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	3830									822				
322	322	1931/2	1931/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	3831													
323	323	966	966	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	3832									823				
323	323	1933/2	1933/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	3833									823				
323	323	967	967	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	3834									823				
323	323	1935/2	1935/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	3835									823				
323	323	968	968	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	3836									823				
323	323	1937/2	1937/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	3837													
323	323	966	966	0.5	0	0	Chord	3/4	4	1	1/8		1/8	1	3838									824				
323	323	1933/2	1933/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	3839									824				
323	323	967	967	0.5	1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	3840									824				
323	323	1935/2	1935/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	3841									824				
323	323	968	968	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	3842									824				
323	323	1937/2	1937/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	3843													
324	324	969	969	0.0	0	0	StaffText	3/4	1	1	0							"<font size=""9.7197""/><font face=""Times New Roman""/>arco"										
324	324	970	970	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	3844									825				
324	324	1941/2	1941/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	3845									825				
324	324	971	971	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	3846									825				
324	324	1943/2	1943/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	3847									825				
324	324	969	969	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	3848													
324	324	970	970	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	3849													
324	324	970	970	0.0	1/4	1/4	StaffText	3/4	3	1	0							"<font size=""9.7197""/><font face=""Times New Roman""/>pizz."										
324	324	970	970	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	3850													
324	324	969	969	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	3851									826				
324	324	970	970	2.0	1/4	1/4	Chord	3/4	4	1	1/2		1/2	1	3852													
325	325	972	972	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	3853									825				
325	325	1945/2	1945/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	3854									825				
325	325	973	973	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	3855									825				
325	325	1947/2	1947/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	3856									825				
325	325	974	974	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	3857									825				
325	325	1949/2	1949/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	3858													
325	325	1947/2	1947/2	0.0	3/8	3/8	Dynamic	3/4	4	1	0					pp												
325	325	1947/2	1947/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	3859									827				
325	325	974	974	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	3860									827				
325	325	1949/2	1949/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	3861									827				
326	326	975	975	0.0	0	0	StaffText	3/4	1	1	0							"<font size=""9.7197""/><font face=""Times New Roman""/><i>cresc.</i>"										
326	326	975	975	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	3862									828				
326	326	976	976	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	3863									828				
326	326	977	977	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	3864									828				
326	326	1955/2	1955/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	3865													
326	326	976	976	0.0	1/4	1/4	StaffText	3/4	2	1	0							"<font size=""9.7197""/><font face=""Times New Roman""/><i>cresc.</i>"										
326	326	976	976	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	3866									829				
326	326	1953/2	1953/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	3867									829				
326	326	977	977	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	3868									829				
326	326	1955/2	1955/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	3869													
326	326	976	976	0.0	1/4	1/4	StaffText	3/4	3	1	0							"<font size=""9.7197""/><font face=""Times New Roman""/>arco"										
326	326	976	976	0.0	1/4	1/4	StaffText	3/4	3	1	0							"<font size=""9.7197""/><font face=""Times New Roman""/><i>cresc.</i>"										
326	326	976	976	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	3870									830				
326	326	1953/2	1953/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	3871									830				
326	326	977	977	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	3872									830				
326	326	1955/2	1955/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	3873													
326	326	975	975	0.5	0	0	Chord	3/4	4	1	1/8		1/8	1	3874									827				
326	326	1951/2	1951/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	3875													
326	326	976	976	0.0	1/4	1/4	StaffText	3/4	4	1	0							"<font size=""9.7197""/><font face=""Times New Roman""/><i>cresc.</i>"										
326	326	976	976	0.5	1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	3876									831				
326	326	1953/2	1953/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	3877									831				
326	326	977	977	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	3878									831				
326	326	1955/2	1955/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	3879													
327	327	978	978	0.0	0	0	StaffText	3/4	1	1	0							"<font size=""9.7197""/><font face=""Times New Roman""/><i>poco  a  poco</i>"										
327	327	978	978	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	3880									832				
327	327	1957/2	1957/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	3881									832				
327	327	979	979	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	3882									832				
327	327	1959/2	1959/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	3883									832				
327	327	980	980	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	3884									832				
327	327	1961/2	1961/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	3885													
327	327	978	978	0.0	0	0	StaffText	3/4	2	1	0							"<font size=""9.7197""/><font face=""Times New Roman""/><i>poco  a  poco</i>"										
327	327	978	978	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	3886									833				
327	327	1957/2	1957/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	3887									833				
327	327	979	979	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	3888									833				
327	327	1959/2	1959/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	3889									833				
327	327	980	980	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	3890									833				
327	327	1961/2	1961/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	3891													
327	327	978	978	0.0	0	0	StaffText	3/4	3	1	0							"<font size=""9.7197""/><font face=""Times New Roman""/><i>poco  a  poco</i>"										
327	327	978	978	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	3892									834				
327	327	1957/2	1957/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	3893									834				
327	327	979	979	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	3894									834				
327	327	1959/2	1959/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	3895									834				
327	327	980	980	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	3896									834				
327	327	1961/2	1961/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	3897													
327	327	978	978	0.0	0	0	StaffText	3/4	4	1	0							"<font size=""9.7197""/><font face=""Times New Roman""/><i>poco  a  poco</i>"										
327	327	978	978	0.5	0	0	Chord	3/4	4	1	1/8		1/8	1	3898									835				
327	327	1957/2	1957/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	3899													
327	327	979	979	0.5	1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	3900													
327	327	1959/2	1959/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	3901													
327	327	980	980	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	3902													
327	327	1961/2	1961/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	3903													
328	328	981	981	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	3904		articStaccatoAbove											
328	328	982	982	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	3905		articStaccatoAbove											
328	328	981	981	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	3906		articStaccatoAbove											
328	328	982	982	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	3907		articStaccatoAbove											
328	328	981	981	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	3908		articStaccatoBelow											
328	328	982	982	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	3909		articStaccatoBelow											
328	328	981	981	0.5	0	0	Chord	3/4	4	1	1/8		1/8	1	3910		articStaccatoAbove											
328	328	1963/2	1963/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	3911		articStaccatoAbove											
328	328	982	982	0.5	1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	3912		articStaccatoAbove											
328	328	1965/2	1965/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	3913		articStaccatoAbove											
328	328	983	983	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	3914		articStaccatoAbove											
328	328	1967/2	1967/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	3915		articStaccatoAbove											
329	329	984	984	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	3916		articStaccatoAbove											
329	329	985	985	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	3917		articStaccatoAbove											
329	329	984	984	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	3918		articStaccatoAbove											
329	329	985	985	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	3919		articStaccatoAbove											
329	329	984	984	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	3920		articStaccatoAbove											
329	329	985	985	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	3921		articStaccatoAbove											
329	329	984	984	0.5	0	0	Chord	3/4	4	1	1/8		1/8	1	3922		articStaccatoAbove											
329	329	1969/2	1969/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	3923		articStaccatoAbove											
329	329	985	985	0.5	1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	3924		articStaccatoAbove											
329	329	1971/2	1971/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	3925		articStaccatoAbove											
329	329	986	986	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	3926		articStaccatoAbove											
329	329	1973/2	1973/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	3927		articStaccatoAbove											
330	330	987	987	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	3928		articStaccatoAbove											
330	330	988	988	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	3929		articStaccatoAbove											
330	330	987	987	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	3930		articStaccatoBelow											
330	330	988	988	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	3931		articStaccatoAbove											
330	330	987	987	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	3932		articStaccatoBelow											
330	330	1975/2	1975/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	3933		articStaccatoBelow											
330	330	988	988	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	3934		articStaccatoBelow											
330	330	1977/2	1977/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	3935		articStaccatoBelow											
330	330	989	989	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	3936		articStaccatoBelow											
330	330	1979/2	1979/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	3937		articStaccatoBelow											
330	330	987	987	0.5	0	0	Chord	3/4	4	1	1/8		1/8	1	3938		articStaccatoBelow											
330	330	1975/2	1975/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	3939		articStaccatoBelow											
330	330	988	988	0.5	1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	3940		articStaccatoBelow											
330	330	1977/2	1977/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	3941		articStaccatoBelow											
330	330	989	989	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	3942		articStaccatoBelow											
330	330	1979/2	1979/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	3943		articStaccatoBelow											
331	331	990	990	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	3944		articStaccatoAbove											
331	331	991	991	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	3945		articStaccatoAbove											
331	331	990	990	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	3946		articStaccatoAbove											
331	331	991	991	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	3947		articStaccatoBelow											
331	331	990	990	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	3948		articStaccatoAbove											
331	331	1981/2	1981/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	3949		articStaccatoAbove											
331	331	991	991	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	3950		articStaccatoAbove											
331	331	1983/2	1983/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	3951		articStaccatoAbove											
331	331	992	992	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	3952		articStaccatoAbove											
331	331	1985/2	1985/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	3953		articStaccatoAbove											
331	331	990	990	0.5	0	0	Chord	3/4	4	1	1/8		1/8	1	3954		articStaccatoBelow											
331	331	1981/2	1981/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	3955		articStaccatoBelow											
331	331	991	991	0.5	1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	3956		articStaccatoBelow											
331	331	1983/2	1983/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	3957		articStaccatoBelow											
331	331	992	992	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	3958		articStaccatoBelow											
331	331	1985/2	1985/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	3959		articStaccatoBelow											
332	332	993	993	0.0	0	0	StaffText	3/4	1	1	0							"<font size=""9.7197""/><font face=""Times New Roman""/><i>piu cresc.</i>"										
332	332	993	993	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	3960		articStaccatoAbove											
332	332	1987/2	1987/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	3961		articStaccatoAbove											
332	332	994	994	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	3962		articStaccatoAbove											
332	332	1989/2	1989/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	3963		articStaccatoAbove											
332	332	995	995	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	3964		articStaccatoAbove											
332	332	1991/2	1991/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	3965		articStaccatoAbove											
332	332	993	993	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	3966		articStaccatoAbove											
332	332	1987/2	1987/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	3967		articStaccatoAbove											
332	332	994	994	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	3968		articStaccatoAbove											
332	332	1989/2	1989/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	3969		articStaccatoAbove											
332	332	995	995	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	3970		articStaccatoAbove											
332	332	1991/2	1991/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	3971		articStaccatoAbove											
332	332	993	993	0.0	0	0	StaffText	3/4	3	1	0							"<font size=""9.7197""/><font face=""Times New Roman""/><i>piu cresc.</i>"										
332	332	993	993	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	3972		articStaccatoBelow											
332	332	994	994	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	3973		articStaccatoAbove											
332	332	993	993	0.0	0	0	StaffText	3/4	4	1	0							"<font size=""9.7197""/><font face=""Times New Roman""/><i>piu cresc.</i>"										
332	332	993	993	0.0	0	0	StaffText	3/4	4	1	0							"<font size=""9.7197""/><font face=""Times New Roman""/><i>piu cresc.</i>"										
332	332	993	993	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	3974		articStaccatoBelow											
332	332	994	994	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	3975		articStaccatoBelow											
333	333	996	996	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	3976		articStaccatoAbove											
333	333	1993/2	1993/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	3977		articStaccatoAbove											
333	333	997	997	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	3978		articStaccatoAbove											
333	333	1995/2	1995/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	3979		articStaccatoAbove											
333	333	998	998	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	3980		articStaccatoAbove											
333	333	1997/2	1997/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	3981		articStaccatoAbove											
333	333	996	996	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	3982		articStaccatoBelow											
333	333	1993/2	1993/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	3983		articStaccatoBelow											
333	333	997	997	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	3984		articStaccatoBelow											
333	333	1995/2	1995/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	3985		articStaccatoBelow											
333	333	998	998	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	3986		articStaccatoBelow											
333	333	1997/2	1997/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	3987		articStaccatoBelow											
333	333	996	996	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	3988		articStaccatoAbove											
333	333	997	997	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	3989		articStaccatoAbove											
333	333	996	996	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	3990		articStaccatoAbove											
333	333	997	997	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	3991		articStaccatoAbove											
334	334	999	999	0.0	0	0	StaffText	3/4	1	1	0							"<font size=""9.7197""/><font face=""Times New Roman""/><i>stacc.</i>"										
334	334	999	999	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	3992													
334	334	1999/2	1999/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	3993													
334	334	1000	1000	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	3994													
334	334	2001/2	2001/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	3995													
334	334	1001	1001	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	3996													
334	334	2003/2	2003/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	3997													
334	334	999	999	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	3998													
334	334	1999/2	1999/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	3999													
334	334	1000	1000	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	4000													
334	334	2001/2	2001/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	4001													
334	334	1001	1001	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	4002													
334	334	2003/2	2003/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	4003													
334	334	999	999	0.0	0	0	StaffText	3/4	3	1	0							"<font size=""9.7197""/><font face=""Times New Roman""/><i>stacc.</i>"										
334	334	999	999	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	4004		articStaccatoAbove											
334	334	1000	1000	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	4005		articStaccatoAbove											
334	334	999	999	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	4006		articStaccatoBelow											
334	334	1000	1000	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	4007		articStaccatoBelow											
335	335	1002	1002	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	4008													
335	335	2005/2	2005/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	4009													
335	335	1003	1003	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	4010													
335	335	2007/2	2007/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	4011													
335	335	1004	1004	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	4012													
335	335	2009/2	2009/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	4013													
335	335	1002	1002	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	4014													
335	335	2005/2	2005/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	4015													
335	335	1003	1003	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	4016													
