mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin	Trill:trill
44	43	283/2	283/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	233							29			
44	43	567/4	567/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	234										
44	43	142	142	0.0		3/4	3/4	Dynamic	4/4	1	1	0					sf									
44	43	142	142	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	235		articStaccatoAbove								
44	43	285/2	285/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	236		articStaccatoAbove								
44	43	139	139	1.0		0	0	Chord	4/4	1	2	1/4		1/4	1	237										
44	43	139	139	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	238										
44	43	141	141	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	239										
44	43	283/2	283/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	240							30			
44	43	567/4	567/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	241										
44	43	142	142	0.0		3/4	3/4	Dynamic	4/4	2	1	0					sf									
44	43	142	142	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	242		articStaccatoAbove								
44	43	285/2	285/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	243		articStaccatoAbove								
44	43	139	139	2.0		0	0	Chord	4/4	3	1	1/2		1/2	1	244										
44	43	141	141	0.5		1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	245										
44	43	283/2	283/2	0.25		5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	246							31			
44	43	567/4	567/4	0.25		11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	247										
44	43	142	142	0.0		3/4	3/4	Dynamic	4/4	3	1	0					sf									
44	43	142	142	0.5		3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	248		articStaccatoBelow								
44	43	285/2	285/2	0.5		7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	249		articStaccatoBelow								
44	43	139	139	0.5		0	0	Chord	4/4	4	1	1/8		1/8	1	250										
44	43	279/2	279/2	0.5		1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	251										
44	43	140	140	0.5		1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	252										
44	43	281/2	281/2	0.5		3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	253										
44	43	141	141	0.5		1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	254										
44	43	283/2	283/2	0.5		5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	255										
44	43	142	142	0.5		3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	256										
44	43	285/2	285/2	0.5		7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	257										
45	44	143	143	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	258		articStaccatoAbove								
45	44	287/2	287/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	259							32			
45	44	575/4	575/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	260										
45	44	144	144	0.0		1/4	1/4	Dynamic	4/4	1	1	0					sf									
45	44	144	144	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	261		articStaccatoAbove								
45	44	289/2	289/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	262		articStaccatoAbove								
45	44	145	145	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	263		articStaccatoAbove								
45	44	291/2	291/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	264							33			
45	44	583/4	583/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	265										
45	44	146	146	0.0		3/4	3/4	Dynamic	4/4	1	1	0					sf									
45	44	146	146	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	266		articStaccatoAbove								
45	44	293/2	293/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	267		articStaccatoAbove								
45	44	143	143	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	268		articStaccatoBelow								
45	44	287/2	287/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	269							34			
45	44	575/4	575/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	270										
45	44	144	144	0.0		1/4	1/4	Dynamic	4/4	2	1	0					sf									
45	44	144	144	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	271		articStaccatoBelow								
45	44	289/2	289/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	272		articStaccatoBelow								
45	44	145	145	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	273		articStaccatoBelow								
45	44	291/2	291/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	274							35			
45	44	583/4	583/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	275										
45	44	146	146	0.0		3/4	3/4	Dynamic	4/4	2	1	0					sf									
45	44	146	146	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	276		articStaccatoBelow								
45	44	293/2	293/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	277		articStaccatoBelow								
45	44	143	143	0.5		0	0	Chord	4/4	3	1	1/8		1/8	1	278		articStaccatoBelow								
45	44	287/2	287/2	0.25		1/8	1/8	Chord	4/4	3	1	1/16		1/16	1	279							36			
45	44	575/4	575/4	0.25		3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	280										
45	44	144	144	0.0		1/4	1/4	Dynamic	4/4	3	1	0					sf									
45	44	144	144	0.5		1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	281		articStaccatoBelow								
45	44	289/2	289/2	0.5		3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	282		articStaccatoBelow								
45	44	145	145	0.5		1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	283		articStaccatoBelow								
45	44	291/2	291/2	0.25		5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	284							37			
45	44	583/4	583/4	0.25		11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	285										
45	44	146	146	0.0		3/4	3/4	Dynamic	4/4	3	1	0					sf									
45	44	146	146	0.5		3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	286		articStaccatoBelow								
45	44	293/2	293/2	0.5		7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	287		articStaccatoBelow								
45	44	143	143	0.5		0	0	Chord	4/4	4	1	1/8		1/8	1	288										
45	44	287/2	287/2	0.5		1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	289										
45	44	144	144	0.5		1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	290										
45	44	289/2	289/2	0.5		3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	291										
45	44	145	145	0.5		1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	292										
45	44	291/2	291/2	0.5		5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	293										
45	44	146	146	0.5		3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	294										
45	44	293/2	293/2	0.5		7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	295										
46	45	147	147	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	296							38			
46	45	295/2	295/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	297										
46	45	148	148	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	298										
46	45	149	149	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	299										
46	45	299/2	299/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	300							39			
46	45	599/4	599/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	301										
46	45	150	150	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	302		articStaccatoAbove								
46	45	301/2	301/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	303		articStaccatoAbove								
46	45	147	147	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	304							40			
46	45	295/2	295/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	305										
46	45	148	148	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	306										
46	45	149	149	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	307										
46	45	299/2	299/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	308							41			
46	45	599/4	599/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	309										
46	45	150	150	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	310		articStaccatoAbove								
46	45	301/2	301/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	311		articStaccatoAbove								
46	45	147	147	0.5		0	0	Chord	4/4	3	1	1/8		1/8	1	312							42			
46	45	295/2	295/2	0.5		1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	313										
46	45	148	148	1.0		1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	314										
46	45	149	149	0.5		1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	315										
46	45	299/2	299/2	0.25		5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	316							43			
46	45	599/4	599/4	0.25		11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	317										
46	45	150	150	0.5		3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	318		articStaccatoBelow								
46	45	301/2	301/2	0.5		7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	319		articStaccatoBelow								
46	45	147	147	0.5		0	0	Chord	4/4	4	1	1/8		1/8	1	320										
46	45	295/2	295/2	0.5		1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	321										
46	45	148	148	0.5		1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	322										
46	45	297/2	297/2	0.5		3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	323										
46	45	149	149	0.5		1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	324										
46	45	299/2	299/2	0.5		5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	325										
46	45	150	150	0.5		3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	326										
46	45	301/2	301/2	0.5		7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	327										
47	46	151	151	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	328		articStaccatoAbove								
47	46	303/2	303/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	329							44			
47	46	607/4	607/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	330										
47	46	152	152	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	331		articStaccatoAbove								
47	46	305/2	305/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	332		articStaccatoAbove								
47	46	153	153	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	333		articStaccatoAbove								
47	46	307/2	307/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	334							45			
47	46	615/4	615/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	335										
47	46	154	154	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	336		articStaccatoAbove								
47	46	309/2	309/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	337		articStaccatoAbove								
47	46	151	151	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	338		articStaccatoBelow								
47	46	303/2	303/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	339							46			
47	46	607/4	607/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	340										
47	46	152	152	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	341		articStaccatoAbove								
47	46	305/2	305/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	342		articStaccatoAbove								
47	46	153	153	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	343		articStaccatoBelow								
47	46	307/2	307/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	344							47			
47	46	615/4	615/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	345										
47	46	154	154	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	346		articStaccatoBelow								
47	46	309/2	309/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	347		articStaccatoBelow								
47	46	151	151	0.5		0	0	Chord	4/4	3	1	1/8		1/8	1	348		articStaccatoBelow								
47	46	303/2	303/2	0.25		1/8	1/8	Chord	4/4	3	1	1/16		1/16	1	349							48			
47	46	607/4	607/4	0.25		3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	350										
47	46	152	152	0.5		1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	351		articStaccatoBelow								
47	46	305/2	305/2	0.5		3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	352		articStaccatoBelow								
47	46	153	153	0.5		1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	353		articStaccatoBelow								
47	46	307/2	307/2	0.25		5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	354							49			
47	46	615/4	615/4	0.25		11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	355										
47	46	154	154	0.5		3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	356		articStaccatoBelow								
47	46	309/2	309/2	0.5		7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	357		articStaccatoBelow								
47	46	151	151	0.5		0	0	Chord	4/4	4	1	1/8		1/8	1	358										
47	46	303/2	303/2	0.5		1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	359										
47	46	152	152	0.5		1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	360										
47	46	305/2	305/2	0.5		3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	361										
47	46	153	153	0.5		1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	362										
47	46	307/2	307/2	0.5		5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	363										
47	46	154	154	0.5		3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	364										
47	46	309/2	309/2	0.5		7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	365										
48	47	155	155	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	366							50			
48	47	311/2	311/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	367										
48	47	156	156	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	368										
48	47	315/2	315/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	369							51			
48	47	631/4	631/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	370										
48	47	158	158	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	371		articStaccatoAbove								
48	47	317/2	317/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	372		articStaccatoAbove								
48	47	155	155	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	373							52			
48	47	311/2	311/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	374										
48	47	156	156	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	375										
48	47	315/2	315/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	376							53			
48	47	631/4	631/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	377										
48	47	158	158	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	378		articStaccatoBelow								
48	47	317/2	317/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	379		articStaccatoBelow								
48	47	155	155	0.5		0	0	Chord	4/4	3	1	1/8		1/8	1	380							54			
48	47	311/2	311/2	0.5		1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	381										
48	47	156	156	1.0		1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	382										
48	47	315/2	315/2	0.25		5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	383							55			
48	47	631/4	631/4	0.25		11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	384										
48	47	158	158	0.5		3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	385		articStaccatoAbove								
48	47	317/2	317/2	0.5		7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	386		articStaccatoAbove								
48	47	155	155	0.5		0	0	Chord	4/4	4	1	1/8		1/8	1	387										
48	47	311/2	311/2	0.5		1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	388										
48	47	156	156	0.5		1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	389										
48	47	313/2	313/2	0.5		3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	390										
48	47	157	157	2.0		1/2	1/2	Chord	4/4	4	1	1/2		1/2	1	391										
49	48	159	159	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	392							56			
49	48	319/2	319/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	393										
49	48	160	160	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	394										
49	48	323/2	323/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	395							57			
49	48	647/4	647/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	396										
49	48	162	162	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	397		articStaccatoAbove								
49	48	325/2	325/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	398		articStaccatoAbove								
49	48	159	159	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	399							58			
49	48	319/2	319/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	400										
49	48	160	160	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	401										
49	48	323/2	323/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	402							59			
49	48	647/4	647/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	403										
49	48	162	162	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	404		articStaccatoBelow								
49	48	325/2	325/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	405		articStaccatoBelow								
49	48	159	159	0.5		0	0	Chord	4/4	3	1	1/8		1/8	1	406							60			
49	48	319/2	319/2	0.5		1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	407										
49	48	160	160	1.0		1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	408										
49	48	323/2	323/2	0.25		5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	409							61			
49	48	647/4	647/4	0.25		11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	410										
49	48	162	162	0.5		3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	411		articStaccatoAbove								
49	48	325/2	325/2	0.5		7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	412		articStaccatoAbove								
49	48	159	159	0.5		0	0	Chord	4/4	4	1	1/8		1/8	1	413										
49	48	319/2	319/2	0.5		1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	414										
49	48	160	160	0.5		1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	415										
49	48	321/2	321/2	0.5		3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	416										
49	48	161	161	2.0		1/2	1/2	Chord	4/4	4	1	1/2		1/2	1	417										
50	49	163	163	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	418							62			
50	49	327/2	327/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	419										
50	49	164	164	0.0		1/4	1/4	StaffText	4/4	1	1	0							<i>ten.</i>							
50	49	164	164	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	420										
50	49	165	165	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	421							63			
50	49	331/2	331/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	422										
50	49	166	166	0.0		3/4	3/4	StaffText	4/4	1	1	0							<i>ten.</i>							
50	49	166	166	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	423										
50	49	163	163	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	424							64			
50	49	327/2	327/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	425										
50	49	164	164	0.0		1/4	1/4	StaffText	4/4	2	1	0							<i>ten.</i>							
50	49	164	164	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	426										
50	49	165	165	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	427							65			
50	49	331/2	331/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	428										
50	49	166	166	0.0		3/4	3/4	StaffText	4/4	2	1	0							<i>ten.</i>							
50	49	166	166	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	429										
50	49	163	163	0.5		0	0	Chord	4/4	3	1	1/8		1/8	1	430							66			
50	49	327/2	327/2	0.5		1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	431										
50	49	164	164	0.0		1/4	1/4	StaffText	4/4	3	1	0							<i>ten.</i>							
50	49	164	164	1.0		1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	432										
50	49	165	165	0.5		1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	433							67			
50	49	331/2	331/2	0.5		5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	434										
50	49	166	166	0.0		3/4	3/4	StaffText	4/4	3	1	0							<i>ten.</i>							
50	49	166	166	1.0		3/4	3/4	Chord	4/4	3	1	1/4		1/4	1	435										
50	49	163	163	0.5		0	0	Chord	4/4	4	1	1/8		1/8	1	436							68			
50	49	327/2	327/2	0.5		1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	437										
50	49	164	164	0.0		1/4	1/4	StaffText	4/4	4	1	0							<i>ten.</i>							
50	49	164	164	1.0		1/4	1/4	Chord	4/4	4	1	1/4		1/4	1	438										
50	49	165	165	0.5		1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	439							69			
50	49	331/2	331/2	0.5		5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	440										
50	49	166	166	0.0		3/4	3/4	StaffText	4/4	4	1	0							<i>ten.</i>							
50	49	166	166	1.0		3/4	3/4	Chord	4/4	4	1	1/4		1/4	1	441										
51	50	167	167	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	442							70			
51	50	335/2	335/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	443										
51	50	168	168	0.0		1/4	1/4	StaffText	4/4	1	1	0							<i>ten.</i>							
51	50	168	168	0.0		1/4	1/4	StaffText	4/4	1	1	0							<i>ten.</i>							
51	50	168	168	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	444										
51	50	169	169	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	445							71			
51	50	339/2	339/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	446										
51	50	170	170	0.0		3/4	3/4	StaffText	4/4	1	1	0							<i>ten.</i>							
51	50	170	170	0.0		3/4	3/4	StaffText	4/4	1	1	0							<i>ten.</i>							
51	50	170	170	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	447										
51	50	167	167	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	448							72			
51	50	335/2	335/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	449										
51	50	168	168	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	450										
51	50	169	169	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	451							73			
51	50	339/2	339/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	452										
51	50	170	170	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	453										
51	50	167	167	0.5		0	0	Chord	4/4	3	1	1/8		1/8	1	454							74			
51	50	335/2	335/2	0.5		1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	455										
51	50	168	168	0.0		1/4	1/4	StaffText	4/4	3	1	0							<i>ten.</i>							
51	50	168	168	1.0		1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	456										
51	50	169	169	0.5		1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	457							75			
51	50	339/2	339/2	0.5		5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	458										
51	50	170	170	0.0		3/4	3/4	StaffText	4/4	3	1	0							<i>ten.</i>							
51	50	170	170	1.0		3/4	3/4	Chord	4/4	3	1	1/4		1/4	1	459										
51	50	167	167	0.5		0	0	Chord	4/4	4	1	1/8		1/8	1	460							76			
51	50	335/2	335/2	0.5		1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	461										
51	50	168	168	0.0		1/4	1/4	StaffText	4/4	4	1	0							<i>ten.</i>							
51	50	168	168	1.0		1/4	1/4	Chord	4/4	4	1	1/4		1/4	1	462										
51	50	169	169	0.5		1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	463							77			
51	50	339/2	339/2	0.5		5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	464										
51	50	170	170	0.0		3/4	3/4	StaffText	4/4	4	1	0							<i>ten.</i>							
51	50	170	170	1.0		3/4	3/4	Chord	4/4	4	1	1/4		1/4	1	465										
52	51	171	171	2.0		0	0	Chord	4/4	1	1	1/2		1/2	1	466										
52	51	173	173	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	467							78			
52	51	347/2	347/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	468							78			
52	51	695/4	695/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	469							78			
52	51	174	174	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	470							78			
52	51	697/4	697/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	471							78			
52	51	349/2	349/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	472							78			
52	51	699/4	699/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	473										
52	51	171	171	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	474										
52	51	173	173	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	475							79			
52	51	347/2	347/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	476							79			
52	51	695/4	695/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	477							79			
52	51	174	174	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	478							79			
52	51	697/4	697/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	479							79			
52	51	349/2	349/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	480							79			
52	51	699/4	699/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	481										
52	51	171	171	2.0		0	0	Chord	4/4	3	1	1/2		1/2	1	482										
52	51	173	173	0.5		1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	483							80			
52	51	347/2	347/2	0.25		5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	484							80			
52	51	695/4	695/4	0.25		11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	485							80			
52	51	174	174	0.25		3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	486							80			
52	51	697/4	697/4	0.25		13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	487							80			
52	51	349/2	349/2	0.25		7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	488							80			
52	51	699/4	699/4	0.25		15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	489										
52	51	171	171	0.5		0	0	Chord	4/4	4	1	1/8		1/8	1	490							81			
