mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur
127	125	999/2	1007/2	0.5		5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	2426				
127	125	500	504	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	2427				276
127	125	497	501	2.0		0	0	Chord	4/4	4	1	1/2			1/2	1	2428				
127	125	499	503	2.0		1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	2429				
128	126	501	505	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	2430				
128	126	502	506	2.0		1/4	1/4	Chord	4/4	1	1	1/2			1/2	1	2431				
128	126	504	508	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	2432				
128	126	501	505	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	2433				
128	126	502	506	0.5		1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	2434				277
128	126	1005/2	1013/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	2435				
128	126	503	507	2.0		1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	2436				
128	126	501	505	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	2437				276
128	126	502	506	1.0		1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	2438				
128	126	503	507	0.5		1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	2439				278
128	126	1007/2	1015/2	0.5		5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	2440				
128	126	504	508	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	2441				279
128	126	501	505	2.0		0	0	Chord	4/4	4	1	1/2			1/2	1	2442				
128	126	503	507	2.0		1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	2443				
129	127	505	509	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	2444				
129	127	506	510	2.0		1/4	1/4	Chord	4/4	1	1	1/2			1/2	1	2445				
129	127	508	512	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	2446				
129	127	505	509	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	2447				
129	127	506	510	2.0		1/4	1/4	Chord	4/4	2	1	1/2			1/2	1	2448				280
129	127	508	512	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	2449				
129	127	505	509	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	2450				279
129	127	506	510	1.0		1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	2451				279
129	127	507	511	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	2452				279
129	127	508	512	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	2453				
129	127	505	509	2.0		0	0	Chord	4/4	4	1	1/2			1/2	1	2454				
129	127	507	511	2.0		1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	2455				
130	128	509	513	0.0		0	0	Dynamic	4/4	1	1	0						pp			
130	128	509	513	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	2456				
130	128	512	516	0.5		3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	2457				281
130	128	1025/2	1033/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	2458				
130	128	509	513	0.0		0	0	Dynamic	4/4	2	1	0						pp			
130	128	509	513	0.25		0	0	Chord	4/4	2	1	1/16			1/16	1	2459				
130	128	2037/4	2053/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	2460				
130	128	1019/2	1027/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	2461				
130	128	2039/4	2055/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	2462				
130	128	510	514	0.25		1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	2463				
130	128	2041/4	2057/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	2464				
130	128	1021/2	1029/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	2465				
130	128	2043/4	2059/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	2466				
130	128	511	515	0.25		1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	2467				
130	128	2045/4	2061/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	2468				
130	128	1023/2	1031/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	2469				
130	128	2047/4	2063/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	2470				
130	128	512	516	0.25		3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	2471				
130	128	2049/4	2065/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	2472				
130	128	1025/2	1033/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	2473				
130	128	2051/4	2067/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	2474				
130	128	509	513	0.0		0	0	Dynamic	4/4	3	1	0						pp			
130	128	509	513	0.25		0	0	Chord	4/4	3	1	1/16			1/16	1	2475				
130	128	2037/4	2053/4	0.25		1/16	1/16	Chord	4/4	3	1	1/16			1/16	1	2476				
130	128	1019/2	1027/2	0.25		1/8	1/8	Chord	4/4	3	1	1/16			1/16	1	2477				
130	128	2039/4	2055/4	0.25		3/16	3/16	Chord	4/4	3	1	1/16			1/16	1	2478				
130	128	510	514	0.25		1/4	1/4	Chord	4/4	3	1	1/16			1/16	1	2479				
130	128	2041/4	2057/4	0.25		5/16	5/16	Chord	4/4	3	1	1/16			1/16	1	2480				
130	128	1021/2	1029/2	0.25		3/8	3/8	Chord	4/4	3	1	1/16			1/16	1	2481				
130	128	2043/4	2059/4	0.25		7/16	7/16	Chord	4/4	3	1	1/16			1/16	1	2482				
130	128	511	515	0.25		1/2	1/2	Chord	4/4	3	1	1/16			1/16	1	2483				
130	128	2045/4	2061/4	0.25		9/16	9/16	Chord	4/4	3	1	1/16			1/16	1	2484				
130	128	1023/2	1031/2	0.25		5/8	5/8	Chord	4/4	3	1	1/16			1/16	1	2485				
130	128	2047/4	2063/4	0.25		11/16	11/16	Chord	4/4	3	1	1/16			1/16	1	2486				
130	128	512	516	0.25		3/4	3/4	Chord	4/4	3	1	1/16			1/16	1	2487				
130	128	2049/4	2065/4	0.25		13/16	13/16	Chord	4/4	3	1	1/16			1/16	1	2488				
130	128	1025/2	1033/2	0.25		7/8	7/8	Chord	4/4	3	1	1/16			1/16	1	2489				
130	128	2051/4	2067/4	0.25		15/16	15/16	Chord	4/4	3	1	1/16			1/16	1	2490				
130	128	509	513	0.0		0	0	Dynamic	4/4	4	1	0						pp			
130	128	509	513	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	2491		articStaccatoBelow		
130	128	510	514	1.0		1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	2492		articStaccatoBelow		
130	128	511	515	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	2493		articStaccatoAbove		
130	128	512	516	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	2494		articStaccatoAbove		
131	129	513	517	0.5		0	0	Chord	4/4	1	1	1/8			1/8	1	2495				282
131	129	1027/2	1035/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	2496				
131	129	514	518	0.5		1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	2497				283
131	129	1029/2	1037/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	2498				
131	129	515	519	0.5		1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	2499				284
131	129	1031/2	1039/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	2500				
131	129	516	520	0.5		3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	2501				285
131	129	1033/2	1041/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	2502				
131	129	513	517	2.0		0	0	Chord	4/4	2	1	1/2		r16	1/2	1	2503				
131	129	515	519	2.0		1/2	1/2	Chord	4/4	2	1	1/2		r16	1/2	1	2504				
131	129	513	517	2.0		0	0	Chord	4/4	3	1	1/2		r16	1/2	1	2505				
131	129	515	519	2.0		1/2	1/2	Chord	4/4	3	1	1/2		r16	1/2	1	2506				
131	129	513	517	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	2507				
132	130	517	521	0.5		0	0	Chord	4/4	1	1	1/8			1/8	1	2508				286
132	130	1035/2	1043/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	2509				
132	130	520	524	0.5		3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	2510				287
132	130	1041/2	1049/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	2511				
132	130	517	521	2.0		0	0	Chord	4/4	2	1	1/2		r16	1/2	1	2512				
132	130	519	523	2.0		1/2	1/2	Chord	4/4	2	1	1/2		r16	1/2	1	2513				
132	130	517	521	2.0		0	0	Chord	4/4	3	1	1/2		r16	1/2	1	2514				
132	130	519	523	2.0		1/2	1/2	Chord	4/4	3	1	1/2		r16	1/2	1	2515				
132	130	517	521	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	2516		articStaccatoBelow		
132	130	518	522	1.0		1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	2517		articStaccatoBelow		
132	130	519	523	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	2518		articStaccatoAbove		
132	130	520	524	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	2519		articStaccatoAbove		
133	131	521	525	0.5		0	0	Chord	4/4	1	1	1/8			1/8	1	2520				288
133	131	1043/2	1051/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	2521				
133	131	522	526	0.5		1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	2522				289
133	131	1045/2	1053/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	2523				
133	131	523	527	0.5		1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	2524				290
133	131	1047/2	1055/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	2525				
133	131	524	528	0.5		3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	2526				291
133	131	1049/2	1057/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	2527				
133	131	521	525	2.0		0	0	Chord	4/4	2	1	1/2		r16	1/2	1	2528				
133	131	523	527	2.0		1/2	1/2	Chord	4/4	2	1	1/2		r16	1/2	1	2529				
133	131	521	525	2.0		0	0	Chord	4/4	3	1	1/2		r16	1/2	1	2530				
133	131	523	527	2.0		1/2	1/2	Chord	4/4	3	1	1/2		r16	1/2	1	2531				
133	131	521	525	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	2532				
134	132	525	529	0.5		0	0	Chord	4/4	1	1	1/8			1/8	1	2533				292
134	132	1051/2	1059/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	2534				
134	132	528	532	0.5		3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	2535				293
134	132	1057/2	1065/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	2536				
134	132	525	529	2.0		0	0	Chord	4/4	2	1	1/2		r16	1/2	1	2537				
134	132	527	531	2.0		1/2	1/2	Chord	4/4	2	1	1/2		r16	1/2	1	2538				
134	132	525	529	2.0		0	0	Chord	4/4	3	1	1/2		r16	1/2	1	2539				
134	132	527	531	2.0		1/2	1/2	Chord	4/4	3	1	1/2		r16	1/2	1	2540				
134	132	525	529	0.5		0	0	Chord	4/4	4	1	1/8			1/8	1	2541				
134	132	526	530	0.5		1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	2542				
134	132	527	531	0.5		1/2	1/2	Chord	4/4	4	1	1/8			1/8	1	2543				
134	132	528	532	0.5		3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	2544				
135	133	529	533	0.0		0	0	StaffText	4/4	1	1	0								cresc.	
135	133	529	533	0.5		0	0	Chord	4/4	1	1	1/8			1/8	1	2545				294
135	133	1059/2	1067/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	2546				
135	133	530	534	0.5		1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	2547				295
135	133	1061/2	1069/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	2548				
135	133	531	535	0.5		1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	2549				296
135	133	1063/2	1071/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	2550				
135	133	532	536	0.5		3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	2551				297
135	133	1065/2	1073/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	2552				
135	133	529	533	0.0		0	0	StaffText	4/4	2	1	0								cresc.	
135	133	529	533	2.0		0	0	Chord	4/4	2	1	1/2		r16	1/2	1	2553				
135	133	531	535	2.0		1/2	1/2	Chord	4/4	2	1	1/2		r16	1/2	1	2554				
135	133	529	533	0.0		0	0	StaffText	4/4	3	1	0								cresc.	
135	133	529	533	2.0		0	0	Chord	4/4	3	1	1/2		r16	1/2	1	2555				
135	133	531	535	2.0		1/2	1/2	Chord	4/4	3	1	1/2		r16	1/2	1	2556				
135	133	529	533	0.0		0	0	StaffText	4/4	4	1	0								cresc.	
135	133	529	533	0.5		0	0	Chord	4/4	4	1	1/8			1/8	1	2557				
135	133	530	534	0.5		1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	2558				
135	133	531	535	0.5		1/2	1/2	Chord	4/4	4	1	1/8			1/8	1	2559				
135	133	532	536	0.5		3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	2560				
136	134	533	537	0.5		0	0	Chord	4/4	1	1	1/8			1/8	1	2561				298
136	134	1067/2	1075/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	2562				
136	134	534	538	0.5		1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	2563				299
136	134	1069/2	1077/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	2564				
136	134	535	539	0.5		1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	2565				300
136	134	1071/2	1079/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	2566				
136	134	536	540	0.5		3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	2567				301
136	134	1073/2	1081/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	2568				
136	134	533	537	2.0		0	0	Chord	4/4	2	1	1/2		r16	1/2	1	2569				
136	134	535	539	2.0		1/2	1/2	Chord	4/4	2	1	1/2		r16	1/2	1	2570				
136	134	533	537	2.0		0	0	Chord	4/4	3	1	1/2		r16	1/2	1	2571				
136	134	535	539	2.0		1/2	1/2	Chord	4/4	3	1	1/2		r16	1/2	1	2572				
136	134	533	537	0.5		0	0	Chord	4/4	4	1	1/8			1/8	1	2573				
136	134	534	538	0.5		1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	2574				
136	134	535	539	0.5		1/2	1/2	Chord	4/4	4	1	1/8			1/8	1	2575				
136	134	536	540	0.5		3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	2576				
137	135	537	541	0.5		0	0	Chord	4/4	1	1	1/8			1/8	1	2577				302
137	135	1075/2	1083/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	2578				
137	135	538	542	0.5		1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	2579				303
137	135	1077/2	1085/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	2580				
137	135	539	543	0.5		1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	2581				304
137	135	1079/2	1087/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	2582				
137	135	540	544	0.5		3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	2583				305
137	135	1081/2	1089/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	2584				
137	135	537	541	0.25		0	0	Chord	4/4	2	1	1/16			1/16	1	2585				
137	135	2149/4	2165/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	2586				
137	135	1075/2	1083/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	2587				
137	135	2151/4	2167/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	2588				
137	135	538	542	1.0		1/4	1/4	Chord	4/4	2	1	1/4		r16	1/4	1	2589				
137	135	539	543	1.0		1/2	1/2	Chord	4/4	2	1	1/4		r16	1/4	1	2590				
137	135	540	544	1.0		3/4	3/4	Chord	4/4	2	1	1/4		r16	1/4	1	2591				
137	135	537	541	2.0		0	0	Chord	4/4	3	1	1/2		r16	1/2	1	2592				
137	135	539	543	2.0		1/2	1/2	Chord	4/4	3	1	1/2		r16	1/2	1	2593				
137	135	537	541	0.5		0	0	Chord	4/4	4	1	1/8			1/8	1	2594				
137	135	538	542	0.5		1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	2595				
137	135	539	543	0.5		1/2	1/2	Chord	4/4	4	1	1/8			1/8	1	2596				
137	135	540	544	0.5		3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	2597				
138	136	541	545	0.0		0	0	Dynamic	4/4	1	1	0						f			
138	136	541	545	2.0		0	0	Chord	4/4	1	1	1/2			1/2	1	2598				
138	136	543	547	0.0		1/2	1/2	Dynamic	4/4	1	1	0						p			
138	136	543	547	0.5		1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	2599				
138	136	1087/2	1095/2	0.0		5/8	5/8	Chord	4/4	1	1	0	grace16		1/16	1	2600				
138	136	1087/2	1095/2	0.0		5/8	5/8	Chord	4/4	1	1	0	grace16		1/16	1	2601				
138	136	1087/2	1095/2	0.0		5/8	5/8	Chord	4/4	1	1	0	grace16		1/16	1	2602				
138	136	1087/2	1095/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	2603				306
138	136	544	548	0.5		3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	2604				306
138	136	1089/2	1097/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	2605				
138	136	541	545	0.0		0	0	Dynamic	4/4	2	1	0						f			
138	136	541	545	0.5		0	0	Chord	4/4	2	1	1/8			1/8	1	2606				
138	136	1083/2	1091/2	1.0		1/8	1/8	Chord	4/4	2	1	1/4			1/4	1	2607				
138	136	1085/2	1093/2	1.0		3/8	3/8	Chord	4/4	2	1	1/4			1/4	1	2608				
138	136	1087/2	1095/2	1.0		5/8	5/8	Chord	4/4	2	1	1/4			1/4	1	2609				
138	136	1089/2	1097/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	2610				
138	136	541	545	0.0		0	0	Dynamic	4/4	3	1	0						f			
138	136	541	545	0.5		0	0	Chord	4/4	3	1	1/8			1/8	1	2611				
138	136	1083/2	1091/2	0.0		1/8	1/8	Dynamic	4/4	3	1	0						p			
138	136	1083/2	1091/2	0.0		1/8	1/8	Dynamic	4/4	3	1	0						p			
138	136	1083/2	1091/2	1.0		1/8	1/8	Chord	4/4	3	1	1/4			1/4	1	2612				
138	136	1085/2	1093/2	1.0		3/8	3/8	Chord	4/4	3	1	1/4			1/4	1	2613				
138	136	1087/2	1095/2	1.0		5/8	5/8	Chord	4/4	3	1	1/4			1/4	1	2614				
138	136	1089/2	1097/2	0.5		7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	2615				
138	136	541	545	0.0		0	0	Dynamic	4/4	4	1	0						f			
138	136	541	545	0.5		0	0	Chord	4/4	4	1	1/8			1/8	1	2616				
138	136	1083/2	1091/2	0.0		1/8	1/8	Dynamic	4/4	4	1	0						p			
138	136	1083/2	1091/2	0.5		1/8	1/8	Chord	4/4	4	1	1/8			1/8	1	2617				
138	136	542	546	0.5		1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	2618				
138	136	1085/2	1093/2	0.5		3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	2619				
138	136	543	547	0.5		1/2	1/2	Chord	4/4	4	1	1/8			1/8	1	2620				
138	136	1087/2	1095/2	0.5		5/8	5/8	Chord	4/4	4	1	1/8			1/8	1	2621				
138	136	544	548	0.5		3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	2622				
138	136	1089/2	1097/2	0.5		7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	2623				
139	137	545	549	0.0		0	0	Dynamic	4/4	1	1	0						sf			
139	137	545	549	2.0		0	0	Chord	4/4	1	1	1/2			1/2	1	2624				307
139	137	547	551	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	2625				
139	137	548	552	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	2626				
139	137	545	549	0.5		0	0	Chord	4/4	2	1	1/8			1/8	1	2627				
139	137	1091/2	1099/2	0.0		1/8	1/8	Dynamic	4/4	2	1	0						sf			
139	137	1091/2	1099/2	1.0		1/8	1/8	Chord	4/4	2	1	1/4			1/4	1	2628				
139	137	1093/2	1101/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	2629				308
139	137	547	551	0.5		1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	2630				308
139	137	1095/2	1103/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	2631				308
139	137	548	552	0.5		3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	2632				308
139	137	1097/2	1105/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	2633				
139	137	545	549	0.5		0	0	Chord	4/4	3	1	1/8			1/8	1	2634				
139	137	1091/2	1099/2	0.5		1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	2635				309
139	137	546	550	0.5		1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	2636				309
139	137	1093/2	1101/2	0.5		3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	2637				309
139	137	547	551	0.5		1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	2638				309
139	137	1095/2	1103/2	0.5		5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	2639				309
139	137	548	552	0.5		3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	2640				309
139	137	1097/2	1105/2	0.5		7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	2641				
139	137	545	549	0.0		0	0	Dynamic	4/4	4	1	0						sf			
139	137	545	549	0.5		0	0	Chord	4/4	4	1	1/8			1/8	1	2642				
139	137	1091/2	1099/2	0.0		1/8	1/8	Dynamic	4/4	4	1	0						sf			
139	137	1091/2	1099/2	0.5		1/8	1/8	Chord	4/4	4	1	1/8			1/8	1	2643				
139	137	546	550	0.5		1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	2644				
139	137	1093/2	1101/2	0.5		3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	2645				
139	137	547	551	0.5		1/2	1/2	Chord	4/4	4	1	1/8			1/8	1	2646				
139	137	1095/2	1103/2	0.5		5/8	5/8	Chord	4/4	4	1	1/8			1/8	1	2647				
139	137	548	552	0.5		3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	2648				
139	137	1097/2	1105/2	0.5		7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	2649				
140	138	549	553	2.0		0	0	Chord	4/4	1	1	1/2			1/2	1	2650				
140	138	551	555	0.5		1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	2651				
140	138	1103/2	1111/2	0.0		5/8	5/8	Chord	4/4	1	1	0	grace16		1/16	1	2652				
140	138	1103/2	1111/2	0.0		5/8	5/8	Chord	4/4	1	1	0	grace16		1/16	1	2653				
140	138	1103/2	1111/2	0.0		5/8	5/8	Chord	4/4	1	1	0	grace16		1/16	1	2654				
140	138	1103/2	1111/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	2655				310
140	138	552	556	0.5		3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	2656				310
140	138	1105/2	1113/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	2657				
140	138	549	553	0.5		0	0	Chord	4/4	2	1	1/8			1/8	1	2658		articStaccatoAbove		
140	138	1099/2	1107/2	1.0		1/8	1/8	Chord	4/4	2	1	1/4			1/4	1	2659				
140	138	1101/2	1109/2	1.0		3/8	3/8	Chord	4/4	2	1	1/4			1/4	1	2660				
140	138	1103/2	1111/2	1.0		5/8	5/8	Chord	4/4	2	1	1/4			1/4	1	2661				
140	138	1105/2	1113/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	2662				
140	138	549	553	0.5		0	0	Chord	4/4	3	1	1/8			1/8	1	2663		articStaccatoBelow		
140	138	1099/2	1107/2	1.0		1/8	1/8	Chord	4/4	3	1	1/4			1/4	1	2664				
140	138	1101/2	1109/2	1.0		3/8	3/8	Chord	4/4	3	1	1/4			1/4	1	2665				
140	138	1103/2	1111/2	1.0		5/8	5/8	Chord	4/4	3	1	1/4			1/4	1	2666				
140	138	1105/2	1113/2	0.5		7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	2667				
140	138	549	553	0.5		0	0	Chord	4/4	4	1	1/8			1/8	1	2668				
140	138	1099/2	1107/2	0.5		1/8	1/8	Chord	4/4	4	1	1/8			1/8	1	2669				
140	138	550	554	0.5		1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	2670				
140	138	1101/2	1109/2	0.5		3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	2671				
140	138	551	555	0.5		1/2	1/2	Chord	4/4	4	1	1/8			1/8	1	2672				
140	138	1103/2	1111/2	0.5		5/8	5/8	Chord	4/4	4	1	1/8			1/8	1	2673				
140	138	552	556	0.5		3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	2674				
140	138	1105/2	1113/2	0.5		7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	2675				
141	139	553	557	0.0		0	0	Dynamic	4/4	1	1	0						sf			
141	139	553	557	2.0		0	0	Chord	4/4	1	1	1/2			1/2	1	2676				311
141	139	555	559	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	2677				
141	139	556	560	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	2678				
141	139	553	557	0.5		0	0	Chord	4/4	2	1	1/8			1/8	1	2679				
141	139	1107/2	1115/2	0.0		1/8	1/8	Dynamic	4/4	2	1	0						sf			
141	139	1107/2	1115/2	1.0		1/8	1/8	Chord	4/4	2	1	1/4			1/4	1	2680				
141	139	1109/2	1117/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	2681				312
141	139	555	559	0.5		1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	2682		articStaccatoAbove		
141	139	1111/2	1119/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	2683				
141	139	556	560	0.5		3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	2684				
141	139	1113/2	1121/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	2685				
141	139	553	557	0.5		0	0	Chord	4/4	3	1	1/8			1/8	1	2686				
141	139	1107/2	1115/2	0.0		1/8	1/8	Dynamic	4/4	3	1	0						sf			
141	139	1107/2	1115/2	0.5		1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	2687				313
141	139	554	558	0.5		1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	2688				313
141	139	1109/2	1117/2	0.5		3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	2689				313
141	139	555	559	0.5		1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	2690				313
141	139	1111/2	1119/2	0.5		5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	2691				313
141	139	556	560	0.5		3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	2692				313
