mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	tempo_visible	slur	decrescendo_hairpin
162	160	955/2	967/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1830							
162	160	475	481	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1831							
162	160	476	482	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1832						149	
162	160	953/2	965/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	1833						149	
162	160	477	483	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1834						149	
162	160	955/2	967/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1835							
162	160	475	481	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1836							
162	160	476	482	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	1837						150	
162	160	953/2	965/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	1838						150	
162	160	477	483	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	1839						150	
162	160	955/2	967/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	1840							
163	161	478	484	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1841	articStaccatoAbove						
163	161	479	485	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1842	articStaccatoBelow						
163	161	480	486	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1843							
163	161	478	484	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1844							
163	161	479	485	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1845						151	
163	161	959/2	971/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1846						151	
163	161	480	486	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1847						151	
163	161	961/2	973/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1848							
163	161	478	484	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1849							
163	161	479	485	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1850						152	
163	161	959/2	971/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	1851						152	
163	161	480	486	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1852						152	
163	161	961/2	973/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1853							
163	161	478	484	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1854							
163	161	479	485	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	1855						153	
163	161	959/2	971/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	1856						153	
163	161	480	486	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	1857						153	
163	161	961/2	973/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	1858							
164	162	481	487	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1859							
164	162	482	488	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1860							
164	162	483	489	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1861							
164	162	481	487	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1862							
164	162	482	488	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1863						154	
164	162	965/2	977/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1864						154	
164	162	483	489	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1865						154	
164	162	967/2	979/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1866							
164	162	481	487	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1867							
164	162	482	488	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1868						155	
164	162	965/2	977/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	1869						155	
164	162	483	489	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1870						155	
164	162	967/2	979/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1871							
164	162	481	487	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1872							
164	162	482	488	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	1873						156	
164	162	965/2	977/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	1874						156	
164	162	483	489	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	1875						156	
164	162	967/2	979/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	1876							
165	163	484	490	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1877							
165	163	485	491	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1878						157	
165	163	486	492	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1879							
165	163	484	490	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1880							
165	163	485	491	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1881						158	
165	163	971/2	983/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1882						158	
165	163	486	492	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1883						158	
165	163	973/2	985/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1884							
165	163	484	490	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1885							
165	163	485	491	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1886						159	
165	163	971/2	983/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	1887						159	
165	163	486	492	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1888						159	
165	163	973/2	985/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1889							
165	163	484	490	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1890							
165	163	485	491	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	1891						160	
165	163	971/2	983/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	1892						160	
165	163	486	492	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	1893						160	
165	163	973/2	985/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	1894							
166	164	487	493	0.0		0	0	Chord	3/4	1	1	0	grace16	1/16	1	1895							
166	164	487	493	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1896	articStaccatoAbove						
166	164	488	494	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1897	articStaccatoAbove						
166	164	489	495	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1898	articStaccatoAbove						
166	164	487	493	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1899							
166	164	488	494	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1900						161	
166	164	977/2	989/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1901						161	
166	164	489	495	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1902						161	
166	164	979/2	991/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1903							
166	164	487	493	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1904							
166	164	488	494	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1905						162	
166	164	977/2	989/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	1906						162	
166	164	489	495	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1907						162	
166	164	979/2	991/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1908							
166	164	487	493	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1909							
166	164	488	494	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	1910						163	
166	164	977/2	989/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	1911						163	
166	164	489	495	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	1912						163	
166	164	979/2	991/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	1913							
167	165	490	496	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1914							
167	165	491	497	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1915							
167	165	492	498	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1916							
167	165	490	496	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1917							
167	165	491	497	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1918						164	
167	165	983/2	995/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1919						164	
167	165	492	498	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1920						164	
167	165	985/2	997/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1921							
167	165	490	496	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1922							
167	165	491	497	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1923						165	
167	165	983/2	995/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	1924						165	
167	165	492	498	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1925						165	
167	165	985/2	997/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1926							
167	165	490	496	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1927							
167	165	491	497	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	1928						166	
167	165	983/2	995/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	1929						166	
167	165	492	498	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	1930						166	
167	165	985/2	997/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	1931							
168	166	493	499	0.0		0	0	Chord	3/4	1	1	0	grace16	1/16	1	1932							
168	166	493	499	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1933						167	
168	166	494	500	1.5		1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	1934						167	
168	166	991/2	1003/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1935							
168	166	493	499	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1936							
168	166	494	500	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1937						168	
168	166	989/2	1001/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1938						168	
168	166	495	501	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1939						168	
168	166	991/2	1003/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1940							
168	166	493	499	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1941							
168	166	494	500	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1942						169	
168	166	989/2	1001/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	1943						169	
168	166	495	501	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1944						169	
168	166	991/2	1003/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1945							
168	166	493	499	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1946							
168	166	494	500	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	1947						170	
168	166	989/2	1001/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	1948						170	
168	166	495	501	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	1949						170	
168	166	991/2	1003/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	1950							
169	167	496	502	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1951							
169	167	497	503	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1952						171	
169	167	498	504	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1953							
169	167	496	502	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1954							
169	167	497	503	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1955						172	
169	167	995/2	1007/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1956						172	
169	167	498	504	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1957						172	
169	167	997/2	1009/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1958							
169	167	496	502	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1959							
169	167	497	503	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1960						173	
169	167	995/2	1007/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	1961						173	
169	167	498	504	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1962						173	
169	167	997/2	1009/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1963							
169	167	496	502	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1964							
169	167	497	503	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	1965						174	
169	167	995/2	1007/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	1966						174	
169	167	498	504	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	1967						174	
169	167	997/2	1009/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	1968							
170	168	499	505	0.0		0	0	Chord	3/4	1	1	0	grace16	1/16	1	1969							
170	168	499	505	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1970	articStaccatoAbove						
170	168	500	506	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1971	articStaccatoAbove						
170	168	501	507	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1972	articStaccatoAbove						
170	168	499	505	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1973							
170	168	500	506	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1974						175	
170	168	1001/2	1013/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1975						175	
170	168	501	507	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1976						175	
170	168	1003/2	1015/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1977							
170	168	499	505	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1978							
170	168	500	506	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1979						176	
170	168	1001/2	1013/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	1980						176	
170	168	501	507	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1981						176	
170	168	1003/2	1015/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1982							
170	168	499	505	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1983							
170	168	500	506	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	1984						177	
170	168	1001/2	1013/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	1985						177	
170	168	501	507	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	1986						177	
170	168	1003/2	1015/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	1987							
171	169	502	508	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1988							
171	169	503	509	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1989							
171	169	504	510	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1990							
171	169	502	508	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1991							
171	169	503	509	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1992						178	
171	169	1007/2	1019/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1993						178	
171	169	504	510	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1994						178	
171	169	1009/2	1021/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1995							
171	169	502	508	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1996							
171	169	503	509	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1997						179	
171	169	1007/2	1019/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	1998						179	
171	169	504	510	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1999						179	
171	169	1009/2	1021/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	2000							
171	169	502	508	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	2001							
171	169	503	509	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	2002						180	
171	169	1007/2	1019/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	2003						180	
171	169	504	510	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	2004						180	
171	169	1009/2	1021/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	2005							
172	170	505	511	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	2006							
172	170	506	512	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	2007							
172	170	507	513	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2008							
172	170	505	511	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	2009							
172	170	506	512	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	2010						181	
172	170	1013/2	1025/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	2011						181	
172	170	507	513	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	2012						181	
172	170	1015/2	1027/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	2013							
172	170	505	511	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	2014							
172	170	506	512	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	2015						182	
172	170	1013/2	1025/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	2016						182	
172	170	507	513	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	2017						182	
172	170	1015/2	1027/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	2018							
172	170	505	511	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	2019							
172	170	506	512	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	2020						183	
172	170	1013/2	1025/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	2021						183	
172	170	507	513	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	2022						183	
172	170	1015/2	1027/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	2023							
173	171	508	514	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	2024							
173	171	509	515	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	2025						184	
173	171	510	516	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2026							
173	171	508	514	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	2027							
173	171	509	515	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	2028						185	
173	171	1019/2	1031/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	2029						185	
173	171	510	516	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	2030						185	
173	171	1021/2	1033/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	2031							
173	171	508	514	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	2032							
173	171	509	515	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	2033						186	
173	171	1019/2	1031/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	2034						186	
173	171	510	516	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	2035						186	
173	171	1021/2	1033/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	2036							
173	171	508	514	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	2037							
173	171	509	515	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	2038						187	
173	171	1019/2	1031/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	2039						187	
173	171	510	516	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	2040						187	
173	171	1021/2	1033/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	2041							
174	172	511	517	0.0		0	0	Chord	3/4	1	1	0	grace16	1/16	1	2042							
174	172	511	517	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	2043	articStaccatoAbove						
174	172	512	518	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	2044	articStaccatoAbove						
174	172	513	519	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2045	articStaccatoAbove						
174	172	511	517	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	2046							
174	172	512	518	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	2047						188	
174	172	1025/2	1037/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	2048						188	
174	172	513	519	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	2049						188	
174	172	1027/2	1039/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	2050							
174	172	511	517	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	2051							
174	172	512	518	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	2052						189	
174	172	1025/2	1037/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	2053						189	
174	172	513	519	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	2054						189	
174	172	1027/2	1039/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	2055							
174	172	511	517	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	2056							
174	172	512	518	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	2057						190	
174	172	1025/2	1037/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	2058						190	
174	172	513	519	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	2059						190	
174	172	1027/2	1039/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	2060							
175	173	514	520	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	2061							
175	173	515	521	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	2062							
175	173	516	522	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2063							
175	173	514	520	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	2064							
175	173	515	521	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	2065						191	
175	173	1031/2	1043/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	2066						191	
175	173	516	522	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	2067						191	
175	173	1033/2	1045/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	2068							
175	173	514	520	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	2069							
175	173	515	521	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	2070						192	
175	173	1031/2	1043/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	2071						192	
175	173	516	522	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	2072						192	
175	173	1033/2	1045/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	2073							
175	173	514	520	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	2074							
175	173	515	521	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	2075						193	
175	173	1031/2	1043/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	2076						193	
175	173	516	522	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	2077						193	
175	173	1033/2	1045/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	2078							
176	174	517	523	0.0		0	0	Chord	3/4	1	1	0	grace16	1/16	1	2079							
176	174	517	523	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	2080						194	
176	174	518	524	1.5		1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	2081						194	
176	174	1039/2	1051/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	2082							
176	174	517	523	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	2083							
176	174	518	524	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	2084						195	
176	174	1037/2	1049/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	2085						195	
176	174	519	525	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	2086						195	
176	174	1039/2	1051/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	2087							
176	174	517	523	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	2088							
176	174	518	524	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	2089						196	
176	174	1037/2	1049/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	2090						196	
176	174	519	525	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	2091						196	
176	174	1039/2	1051/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	2092							
176	174	517	523	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	2093							
176	174	518	524	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	2094						197	
176	174	1037/2	1049/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	2095						197	
176	174	519	525	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	2096						197	
176	174	1039/2	1051/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	2097							
177	175	520	526	0.0		0	0	StaffText	3/4	1	1	0						"<font size=""10""/><i>dim.</i>"					
177	175	520	526	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	2098	articStaccatoAbove						
177	175	521	527	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	2099	articStaccatoAbove						
177	175	522	528	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2100	articStaccatoAbove						
177	175	520	526	0.0		0	0	StaffText	3/4	2	1	0						"<font size=""10""/><i>dim.</i>"					
177	175	520	526	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	2101							
177	175	521	527	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	2102						198	
177	175	1043/2	1055/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	2103						198	
177	175	522	528	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	2104						198	
177	175	1045/2	1057/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	2105							
177	175	520	526	0.0		0	0	StaffText	3/4	3	1	0						"<font size=""10""/><i>dim.</i>"					
177	175	520	526	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	2106							
177	175	521	527	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	2107						199	
177	175	1043/2	1055/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	2108						199	
177	175	522	528	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	2109						199	
177	175	1045/2	1057/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	2110							
177	175	520	526	0.0		0	0	StaffText	3/4	4	1	0						"<font size=""10""/><i>dim.</i>"					
177	175	520	526	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	2111							
