mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin
14	14	167/4	167/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	207								22	
14	14	39	39	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	208							51		
14	14	40	40	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	209							51		
14	14	41	41	0.0	1/2	1/2	Spanner	3/4	2	1	0											51	23	
14	14	41	41	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	210							51	23	
14	14	83/2	83/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	211								23	
14	14	39	39	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	212							52		
14	14	40	40	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	213									
14	14	41	41	0.0	1/2	1/2	Spanner	3/4	3	1	0												24	
14	14	41	41	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	214							53	24	
14	14	83/2	83/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	215								24	
14	14	39	39	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	216							54		
14	14	40	40	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	217							54		
14	14	41	41	0.0	1/2	1/2	Spanner	3/4	4	1	0												25	
14	14	41	41	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	218								25	
15	15	42	42	0.0	0	0	Dynamic	3/4	1	1	0					p								
15	15	42	42	0.0	0	0	StaffText	3/4	1	1	0							<i>cresc.</i>						
15	15	42	42	0.0	0	0	Spanner	3/4	1	1	0													
15	15	42	42	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	219									
15	15	43	43	0.0	1/4	1/4	Spanner	3/4	1	1	0												26	
15	15	43	43	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	220								26	
15	15	42	42	0.0	0	0	StaffText	3/4	2	1	0							<i>cresc.</i>						
15	15	42	42	0.0	0	0	Spanner	3/4	2	1	0													
15	15	42	42	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	221									
15	15	43	43	0.0	1/4	1/4	Spanner	3/4	2	1	0												27	
15	15	43	43	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	222								27	
15	15	42	42	0.0	0	0	StaffText	3/4	3	1	0							<i>cresc.</i>						
15	15	42	42	0.0	0	0	Dynamic	3/4	3	1	0					p								
15	15	42	42	0.0	0	0	Dynamic	3/4	3	1	0					p								
15	15	42	42	0.0	0	0	Spanner	3/4	3	1	0													
15	15	42	42	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	223									
15	15	43	43	0.0	1/4	1/4	Spanner	3/4	3	1	0												28	
15	15	43	43	2.0	1/4	1/4	Chord	3/4	3	1	1/2		1/2	1	224								28	
15	15	42	42	0.0	0	0	Dynamic	3/4	4	1	0					p								
15	15	42	42	0.0	0	0	StaffText	3/4	4	1	0							<i>cresc.</i>						
15	15	42	42	0.0	0	0	Spanner	3/4	4	1	0													
15	15	42	42	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	225									
15	15	43	43	0.0	1/4	1/4	Spanner	3/4	4	1	0												29	
15	15	43	43	2.0	1/4	1/4	Chord	3/4	4	1	1/2		1/2	1	226								29	
16	16	45	45	0.0	0	0	Dynamic	3/4	1	1	0					p								
16	16	45	45	0.0	0	0	Spanner	3/4	1	1	0													
16	16	45	45	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	227									
16	16	45	45	0.0	0	0	StaffText	3/4	2	1	0							<i>cresc.</i>						
16	16	45	45	0.0	0	0	Spanner	3/4	2	1	0													
16	16	45	45	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	228									
16	16	91/2	91/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	229							55		
16	16	46	46	0.0	1/4	1/4	Spanner	3/4	2	1	0												30	
16	16	46	46	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	230								30	
16	16	45	45	0.0	0	0	StaffText	3/4	3	1	0							<i>cresc.</i>						
16	16	45	45	0.0	0	0	Spanner	3/4	3	1	0													
16	16	45	45	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	231									
16	16	91/2	91/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	232									
16	16	46	46	0.0	1/4	1/4	Spanner	3/4	3	1	0												31	
16	16	46	46	2.0	1/4	1/4	Chord	3/4	3	1	1/2		1/2	1	233								31	
16	16	45	45	0.0	0	0	StaffText	3/4	4	1	0							<i>cresc.</i>						
16	16	45	45	0.0	0	0	Spanner	3/4	4	1	0													
16	16	45	45	0.5	0	0	Chord	3/4	4	1	1/8		1/8	1	234									
16	16	91/2	91/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	235							56		
16	16	46	46	0.0	1/4	1/4	Spanner	3/4	4	1	0												32	
16	16	46	46	2.0	1/4	1/4	Chord	3/4	4	1	1/2		1/2	1	236								32	
17	17	48	48	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	237							57		
17	17	49	49	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	238									
17	17	48	48	0.0	0	0	Spanner	3/4	2	1	0													
17	17	48	48	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	239							58		
17	17	97/2	97/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	240							58		
17	17	49	49	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	241							58		
17	17	99/2	99/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	242							58		
17	17	50	50	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	243							58		
17	17	101/2	101/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	244									
17	17	48	48	0.0	0	0	Dynamic	3/4	3	1	0					p								
17	17	48	48	0.0	0	0	Dynamic	3/4	3	1	0					p								
17	17	48	48	0.0	0	0	Spanner	3/4	3	1	0													
17	17	48	48	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	245							59		
17	17	97/2	97/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	246									
17	17	50	50	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	247									
17	17	48	48	0.0	0	0	Dynamic	3/4	4	1	0					p								
17	17	48	48	0.0	0	0	Spanner	3/4	4	1	0													
17	17	48	48	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	248									
17	17	50	50	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	249									
18	18	51	51	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	250							60		
18	18	207/4	207/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	251									
18	18	52	52	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	252									
18	18	51	51	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	253									
18	18	53	53	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	254									
18	18	51	51	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	255							61		
18	18	103/2	103/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	256							61		
18	18	52	52	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	257							61		
18	18	105/2	105/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	258							61		
18	18	53	53	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	259							61		
18	18	107/2	107/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	260									
18	18	51	51	0.5	0	0	Chord	3/4	4	1	1/8		1/8	1	261									
18	18	53	53	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	262									
19	19	54	54	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	263							62		
19	19	55	55	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	264									
19	19	54	54	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	265									
19	19	109/2	109/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	266							63		
19	19	55	55	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	267							63		
19	19	111/2	111/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	268							63		
19	19	56	56	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	269							63		
19	19	113/2	113/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	270									
19	19	54	54	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	271							64		
19	19	109/2	109/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	272									
19	19	56	56	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	273									
19	19	54	54	0.5	0	0	Chord	3/4	4	1	1/8		1/8	1	274									
19	19	56	56	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	275									
20	20	57	57	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	276							65		
20	20	58	58	0.0	1/4	1/4	StaffText	3/4	1	1	0							<i>cresc.</i>				65		
20	20	58	58	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	277							65		
20	20	119/2	119/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	278							65		
20	20	239/4	239/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	279									
20	20	57	57	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	280									
20	20	58	58	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	281									
20	20	59	59	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	282									
20	20	57	57	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	283									
20	20	58	58	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	284									
20	20	59	59	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	285									
20	20	57	57	0.5	0	0	Chord	3/4	4	1	1/8		1/8	1	286									
20	20	115/2	115/2	0.0	1/8	1/8	StaffText	3/4	4	1	0							<i>cresc.</i>						
20	20	115/2	115/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	287							66		
20	20	58	58	0.5	1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	288							66		
20	20	117/2	117/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	289							66		
20	20	59	59	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	290							66		
20	20	119/2	119/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	291									
21	21	60	60	0.0	0	0	Dynamic	3/4	1	1	0					p								
21	21	60	60	0.0	0	0	Spanner	3/4	1	1	0												33	
21	21	60	60	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	292							67	33	
21	21	243/4	243/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	293								33	
21	21	61	61	0.0	1/4	1/4	Spanner	3/4	1	1	0													
21	21	61	61	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	294									
21	21	60	60	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	295									
21	21	61	61	0.0	1/4	1/4	StaffText	3/4	2	1	0							<i>cresc.</i>						
21	21	61	61	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	296							68		
21	21	123/2	123/2	1.0	3/8	3/8	Chord	3/4	2	1	1/4		1/4	1	297							68		
21	21	125/2	125/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	298							68		
21	21	251/4	251/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	299									
21	21	60	60	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	300									
21	21	61	61	0.0	1/4	1/4	StaffText	3/4	3	1	0							<i>cresc.</i>						
21	21	61	61	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	301							69		
21	21	123/2	123/2	1.0	3/8	3/8	Chord	3/4	3	1	1/4		1/4	1	302							69		
21	21	125/2	125/2	0.25	5/8	5/8	Chord	3/4	3	1	1/16		1/16	1	303							69		
21	21	251/4	251/4	0.25	11/16	11/16	Chord	3/4	3	1	1/16		1/16	1	304									
21	21	123/2	123/2	1.5	3/8	3/8	Chord	3/4	3	2	3/8		1/4	3/2	305									
21	21	60	60	0.5	0	0	Chord	3/4	4	1	1/8		1/8	1	306							70		
21	21	121/2	121/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	307							70		
21	21	61	61	0.0	1/4	1/4	StaffText	3/4	4	1	0							<i>cresc.</i>				70		
21	21	61	61	0.5	1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	308							70		
21	21	123/2	123/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	309							70		
21	21	62	62	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	310							70		
21	21	125/2	125/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	311									
22	22	63	63	0.0	0	0	Spanner	3/4	2	1	0												34	
22	22	63	63	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	312							71	34	
22	22	255/4	255/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	313								34	
22	22	64	64	0.0	1/4	1/4	Dynamic	3/4	2	1	0					p								
22	22	64	64	0.0	1/4	1/4	Spanner	3/4	2	1	0													
22	22	64	64	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	314									
22	22	65	65	0.0	1/2	1/2	StaffText	3/4	2	1	0							<i>cresc.</i>						
22	22	65	65	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	315							72		
22	22	131/2	131/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	316									
22	22	63	63	0.0	0	0	Spanner	3/4	3	1	0												35	
22	22	63	63	0.75	0	0	Chord	3/4	3	1	3/16		1/8	3/2	317							73	35	
22	22	255/4	255/4	0.25	3/16	3/16	Chord	3/4	3	1	1/16		1/16	1	318								35	
22	22	64	64	0.0	1/4	1/4	Dynamic	3/4	3	1	0					p								
22	22	64	64	0.0	1/4	1/4	Spanner	3/4	3	1	0													
22	22	64	64	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	319							74		
22	22	129/2	129/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	320									
22	22	65	65	0.0	1/2	1/2	StaffText	3/4	3	1	0							<i>cresc.</i>						
22	22	65	65	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	321							75		
22	22	131/2	131/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	322									
22	22	63	63	0.0	0	0	Spanner	3/4	4	1	0												36	
22	22	63	63	0.5	0	0	Chord	3/4	4	1	1/8		1/8	1	323								36	
22	22	127/2	127/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	324								36	
22	22	64	64	0.0	1/4	1/4	Dynamic	3/4	4	1	0					p								
22	22	64	64	0.0	1/4	1/4	Spanner	3/4	4	1	0													
22	22	64	64	0.5	1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	325							76		
22	22	129/2	129/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	326									
22	22	65	65	0.0	1/2	1/2	StaffText	3/4	4	1	0							<i>cresc.</i>						
22	22	65	65	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	327							77		
22	22	131/2	131/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	328									
23	23	66	66	0.0	0	0	StaffText	3/4	2	1	0							<i>sotto voce</i>						
23	23	66	66	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	329							78		
23	23	67	67	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	330							78		
23	23	68	68	0.3333333333333333	1/2	1/2	Chord	3/4	2	1	1/12		1/8	2/3	331							78		
23	23	205/3	205/3	0.3333333333333333	7/12	7/12	Chord	3/4	2	1	1/12		1/8	2/3	332							78		
23	23	206/3	206/3	0.3333333333333333	2/3	2/3	Chord	3/4	2	1	1/12		1/8	2/3	333									
23	23	66	66	0.0	0	0	StaffText	3/4	3	1	0							<i>sotto voce</i>						
23	23	66	66	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	334							79		
23	23	67	67	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	335							79		
23	23	68	68	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	336									
23	23	66	66	0.0	0	0	StaffText	3/4	4	1	0							<i>sotto voce</i>						
23	23	66	66	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	337							80		
23	23	67	67	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	338							80		
23	23	68	68	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	339									
24	24	71	71	0.0	1/2	1/2	Spanner	3/4	1	1	0													22
24	24	71	71	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	340							81		22
24	24	143/2	143/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	341									22
24	24	69	69	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	342							82		
24	24	139/2	139/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	343							82		
24	24	70	70	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	344									
24	24	71	71	0.0	1/2	1/2	StaffText	3/4	2	1	0							<i>cresc.</i>						
24	24	71	71	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	345									
24	24	69	69	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	346									
24	24	70	70	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	347							83		
24	24	141/2	141/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	348									
24	24	71	71	0.0	1/2	1/2	StaffText	3/4	3	1	0							<i>cresc.</i>						
24	24	71	71	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	349									
24	24	69	69	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	350									
24	24	70	70	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	351									
24	24	71	71	0.0	1/2	1/2	StaffText	3/4	4	1	0							<i>cresc.</i>						
24	24	71	71	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	352							84		
24	24	143/2	143/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	353									
25	25	72	72	0.0	0	0	Dynamic	3/4	1	1	0					p								
25	25	72	72	0.0	0	0	Spanner	3/4	1	1	0													
25	25	72	72	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	354							85		
25	25	73	73	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	355							85		
25	25	74	74	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	356							85		
25	25	223/3	223/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	357							85		
25	25	224/3	224/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	358									
25	25	72	72	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	359							86		
25	25	73	73	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	360							86		
25	25	74	74	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	361									
25	25	72	72	0.0	0	0	Dynamic	3/4	3	1	0					p								
25	25	72	72	0.0	0	0	Dynamic	3/4	3	1	0					p								
25	25	72	72	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	362									
25	25	73	73	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	363									
25	25	74	74	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	364									
25	25	72	72	0.0	0	0	Dynamic	3/4	4	1	0					p								
25	25	72	72	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	365							87		
25	25	73	73	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	366							87		
25	25	74	74	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	367									
26	26	75	75	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	368							88		
26	26	151/2	151/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	369							88		
26	26	303/4	303/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	370							88		
26	26	76	76	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	371									
26	26	77	77	0.0	1/2	1/2	StaffText	3/4	1	1	0							<i>cresc.</i>						
26	26	77	77	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	372							89		
26	26	155/2	155/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	373							89		
26	26	311/4	311/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	374									
26	26	75	75	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	375							90		
26	26	76	76	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	376							90		
26	26	153/2	153/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	377							90		
26	26	77	77	0.0	1/2	1/2	StaffText	3/4	2	1	0							<i>cresc.</i>						
26	26	77	77	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	378									
26	26	75	75	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	379							91		
26	26	76	76	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	380							91		
26	26	153/2	153/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	381							91		
26	26	77	77	0.0	1/2	1/2	StaffText	3/4	3	1	0							<i>cresc.</i>						
26	26	77	77	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	382									
26	26	75	75	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	383									
26	26	76	76	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	384									
26	26	77	77	0.0	1/2	1/2	StaffText	3/4	4	1	0							<i>cresc.</i>						
26	26	77	77	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	385									
26	26	155/2	155/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	386									
27	27	78	78	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	387							92		
27	27	157/2	157/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	388									
27	27	79	79	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	389							93		
27	27	161/2	161/2	0.0	5/8	5/8	Spanner	3/4	1	1	0											93	37	
27	27	161/2	161/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	390							93	37	
27	27	323/4	323/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	391								37	
27	27	78	78	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	392									
27	27	79	79	0.0	1/4	1/4	Dynamic	3/4	2	1	0					f								
27	27	79	79	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	393									
27	27	80	80	0.0	1/2	1/2	Spanner	3/4	2	1	0												38	
27	27	80	80	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	394								38	
27	27	78	78	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	395									
27	27	79	79	0.0	1/4	1/4	Dynamic	3/4	3	1	0					f								
27	27	79	79	0.0	1/4	1/4	Dynamic	3/4	3	1	0					f								
27	27	79	79	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	396									
27	27	80	80	0.0	1/2	1/2	Spanner	3/4	3	1	0												39	
27	27	80	80	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	397								39	
27	27	78	78	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	398									
27	27	79	79	0.0	1/4	1/4	Dynamic	3/4	4	1	0					f								
27	27	79	79	0.5	1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	399							94		
27	27	159/2	159/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	400									
27	27	80	80	0.0	1/2	1/2	Spanner	3/4	4	1	0												40	
27	27	80	80	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	401								40	
28	28	81	81	0.0	0	0	Spanner	3/4	1	1	0													
28	28	81	81	0.0	0	0	Spanner	3/4	1	1	0													23
28	28	81	81	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	402							95		23
28	28	163/2	163/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	403									23
28	28	82	82	0.0	1/4	1/4	StaffText	3/4	1	1	0							<i>cresc.</i>						
28	28	82	82	0.0	1/4	1/4	Spanner	3/4	1	1	0													
28	28	82	82	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	404							96		
28	28	165/2	165/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	405									
28	28	83	83	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	406							97		
28	28	167/2	167/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	407									
28	28	81	81	0.0	0	0	Spanner	3/4	2	1	0													
28	28	81	81	0.0	0	0	Spanner	3/4	2	1	0													24
28	28	81	81	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	408							98		24
28	28	163/2	163/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	409									24
28	28	82	82	0.0	1/4	1/4	StaffText	3/4	2	1	0							<i>cresc.</i>						
28	28	82	82	0.0	1/4	1/4	Spanner	3/4	2	1	0													
28	28	82	82	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	410							99		
28	28	165/2	165/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	411									
28	28	83	83	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	412							100		
28	28	167/2	167/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	413									
28	28	81	81	0.0	0	0	Spanner	3/4	3	1	0													
28	28	81	81	0.0	0	0	Spanner	3/4	3	1	0													25
28	28	81	81	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	414									25
28	28	82	82	0.0	1/4	1/4	StaffText	3/4	3	1	0							<i>cresc.</i>						
28	28	82	82	0.0	1/4	1/4	Spanner	3/4	3	1	0													
28	28	82	82	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	415							101		
28	28	165/2	165/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	416									
28	28	83	83	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	417							102		
28	28	167/2	167/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	418									
28	28	81	81	0.0	0	0	Spanner	3/4	4	1	0													
28	28	81	81	0.0	0	0	Spanner	3/4	4	1	0													26
28	28	81	81	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	419									26
28	28	82	82	0.0	1/4	1/4	StaffText	3/4	4	1	0							<i>cresc.</i>						
28	28	82	82	0.0	1/4	1/4	Spanner	3/4	4	1	0													
28	28	82	82	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	420									
28	28	83	83	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	421									
29	29	84	84	0.0	0	0	Spanner	3/4	1	1	0												41	
29	29	84	84	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	422							103	41	
29	29	169/2	169/2	0.0	1/8	1/8	Spanner	3/4	1	1	0											103		
