mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin	Trill:trill
124	124	371/2	371/2	0.5	1/4	1/4	Chord	3/8	4	1	1/8		1/8	1	1347							87		35	
125	125	186	186	0.0	0	0	Spanner	3/8	1	1	0														
125	125	186	186	0.375	0	0	Chord	3/8	1	1	3/32		1/16	3/2	1348							88			
125	125	1491/8	1491/8	0.125	3/32	3/32	Chord	3/8	1	1	1/32		1/32	1	1349							88			
125	125	373/2	373/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	1350							88			
125	125	187	187	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	1351										
125	125	186	186	0.0	0	0	Spanner	3/8	2	1	0														
125	125	186	186	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1352										
125	125	373/2	373/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1353										
125	125	187	187	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1354										
125	125	186	186	0.0	0	0	Spanner	3/8	3	1	0														
125	125	186	186	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	1355							89			
125	125	373/2	373/2	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	1356							89			
125	125	187	187	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	1357										
125	125	186	186	0.0	0	0	Spanner	3/8	4	1	0														
125	125	186	186	0.5	0	0	Chord	3/8	4	1	1/8		1/8	1	1358										
125	125	373/2	373/2	0.5	1/8	1/8	Chord	3/8	4	1	1/8		1/8	1	1359		articStaccatoBelow								
125	125	187	187	0.5	1/4	1/4	Chord	3/8	4	1	1/8		1/8	1	1360		articStaccatoBelow								
126	126	375/2	375/2	0.0	0	0	Spanner	3/8	1	1	0												4		
126	126	375/2	375/2	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	1361							90	4		
126	126	377/2	377/2	0.0	1/4	1/4	Spanner	3/8	1	1	0														
126	126	377/2	377/2	0.0	1/4	1/4	Spanner	3/8	1	1	0													36	
126	126	377/2	377/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	1362									36	
126	126	375/2	375/2	0.0	0	0	Spanner	3/8	2	1	0												5		
126	126	375/2	375/2	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	1363							91	5		
126	126	377/2	377/2	0.0	1/4	1/4	Spanner	3/8	2	1	0														
126	126	377/2	377/2	0.0	1/4	1/4	Spanner	3/8	2	1	0													37	
126	126	377/2	377/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1364									37	
126	126	375/2	375/2	0.0	0	0	Spanner	3/8	3	1	0												6		
126	126	375/2	375/2	1.0	0	0	Chord	3/8	3	1	1/4		1/4	1	1365							92	6		
126	126	377/2	377/2	0.0	1/4	1/4	Spanner	3/8	3	1	0														
126	126	377/2	377/2	0.0	1/4	1/4	Spanner	3/8	3	1	0													38	
126	126	377/2	377/2	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	1366									38	
126	126	375/2	375/2	0.0	0	0	Spanner	3/8	4	1	0												7		
126	126	375/2	375/2	0.5	0	0	Chord	3/8	4	1	1/8		1/8	1	1367		articStaccatoBelow						7		
126	126	188	188	0.5	1/8	1/8	Chord	3/8	4	1	1/8		1/8	1	1368							93	7		
126	126	377/2	377/2	0.0	1/4	1/4	Spanner	3/8	4	1	0											93			
126	126	377/2	377/2	0.0	1/4	1/4	Spanner	3/8	4	1	0											93		39	
126	126	377/2	377/2	0.5	1/4	1/4	Chord	3/8	4	1	1/8		1/8	1	1369							93		39	
127	127	189	189	0.0	0	0	Spanner	3/8	1	1	0														
127	127	189	189	0.375	0	0	Chord	3/8	1	1	3/32		1/16	3/2	1370							94			
127	127	1515/8	1515/8	0.125	3/32	3/32	Chord	3/8	1	1	1/32		1/32	1	1371							94			
127	127	379/2	379/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	1372							94			
127	127	190	190	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	1373										
127	127	189	189	0.0	0	0	Spanner	3/8	2	1	0														
127	127	189	189	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1374							95			
127	127	379/2	379/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1375							95			
127	127	190	190	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1376										
127	127	189	189	0.0	0	0	Spanner	3/8	3	1	0														
127	127	189	189	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	1377							96			
127	127	379/2	379/2	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	1378							96			
127	127	190	190	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	1379										
127	127	189	189	0.0	0	0	Spanner	3/8	4	1	0														
127	127	189	189	0.5	0	0	Chord	3/8	4	1	1/8		1/8	1	1380										
127	127	379/2	379/2	0.5	1/8	1/8	Chord	3/8	4	1	1/8		1/8	1	1381		articStaccatoBelow								
127	127	190	190	0.5	1/4	1/4	Chord	3/8	4	1	1/8		1/8	1	1382		articStaccatoBelow								
128	128	381/2	381/2	0.0	0	0	StaffText	3/8	1	1	0							<i>cresc.</i>							
128	128	381/2	381/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1383										
128	128	191	191	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	1384										
128	128	383/2	383/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	1385										
128	128	381/2	381/2	0.0	0	0	StaffText	3/8	2	1	0							<i>cresc.</i>							
128	128	381/2	381/2	0.375	0	0	Chord	3/8	2	1	3/32		1/16	3/2	1386							97			
128	128	1527/8	1527/8	0.125	3/32	3/32	Chord	3/8	2	1	1/32		1/32	1	1387							97			
128	128	191	191	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1388							97			
128	128	383/2	383/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1389										
128	128	381/2	381/2	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	1390										
128	128	381/2	381/2	0.0	0	0	StaffText	3/8	4	1	0							<i>cresc.</i>							
128	128	381/2	381/2	0.5	0	0	Chord	3/8	4	1	1/8		1/8	1	1391							98			
128	128	191	191	0.5	1/8	1/8	Chord	3/8	4	1	1/8		1/8	1	1392							98			
128	128	383/2	383/2	0.5	1/4	1/4	Chord	3/8	4	1	1/8		1/8	1	1393										
129	129	192	192	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	1394										
129	129	193	193	0.0	1/4	1/4	Dynamic	3/8	1	1	0					f									
129	129	193	193	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	1395										
129	129	192	192	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	1396							99			
129	129	193	193	0.0	1/4	1/4	Dynamic	3/8	2	1	0					f						99			
129	129	193	193	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1397							99			
129	129	192	192	1.0	0	0	Chord	3/8	4	1	1/4		1/4	1	1398										
129	129	193	193	0.0	1/4	1/4	Dynamic	3/8	4	1	0					f									
129	129	193	193	0.5	1/4	1/4	Chord	3/8	4	1	1/8		1/8	1	1399							100			
130	130	387/2	387/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	1400		articStaccatoAbove								
130	130	775/4	775/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	1401		articStaccatoAbove								
130	130	194	194	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	1402		articStaccatoAbove								
130	130	777/4	777/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	1403		articStaccatoAbove								
130	130	389/2	389/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	1404		articStaccatoAbove								
130	130	779/4	779/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	1405		articStaccatoAbove								
130	130	387/2	387/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	1406		articStaccatoAbove								
130	130	775/4	775/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	1407		articStaccatoAbove								
130	130	194	194	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	1408		articStaccatoAbove								
130	130	777/4	777/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	1409		articStaccatoAbove								
130	130	389/2	389/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	1410		articStaccatoAbove								
130	130	779/4	779/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	1411		articStaccatoAbove								
130	130	775/4	775/4	0.25	1/16	1/16	Chord	3/8	3	1	1/16		1/16	1	1412		articStaccatoAbove								
130	130	194	194	0.25	1/8	1/8	Chord	3/8	3	1	1/16		1/16	1	1413		articStaccatoAbove								
130	130	777/4	777/4	0.25	3/16	3/16	Chord	3/8	3	1	1/16		1/16	1	1414		articStaccatoAbove								
130	130	389/2	389/2	0.25	1/4	1/4	Chord	3/8	3	1	1/16		1/16	1	1415		articStaccatoAbove								
130	130	779/4	779/4	0.25	5/16	5/16	Chord	3/8	3	1	1/16		1/16	1	1416		articStaccatoAbove								
130	130	387/2	387/2	0.25	0	0	Chord	3/8	4	1	1/16		1/16	1	1417		articStaccatoAbove								
130	130	775/4	775/4	0.25	1/16	1/16	Chord	3/8	4	1	1/16		1/16	1	1418		articStaccatoAbove								
130	130	194	194	0.25	1/8	1/8	Chord	3/8	4	1	1/16		1/16	1	1419		articStaccatoAbove								
130	130	777/4	777/4	0.25	3/16	3/16	Chord	3/8	4	1	1/16		1/16	1	1420		articStaccatoAbove								
130	130	389/2	389/2	0.25	1/4	1/4	Chord	3/8	4	1	1/16		1/16	1	1421		articStaccatoAbove								
130	130	779/4	779/4	0.25	5/16	5/16	Chord	3/8	4	1	1/16		1/16	1	1422		articStaccatoAbove								
131	131	195	195	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	1423		articStaccatoAbove								
131	131	781/4	781/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	1424		articStaccatoAbove								
131	131	391/2	391/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	1425		articStaccatoAbove								
131	131	783/4	783/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	1426		articStaccatoAbove								
131	131	196	196	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	1427		articStaccatoAbove								
131	131	785/4	785/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	1428		articStaccatoAbove								
131	131	195	195	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	1429		articStaccatoAbove								
131	131	781/4	781/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	1430		articStaccatoAbove								
131	131	391/2	391/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	1431		articStaccatoAbove								
131	131	783/4	783/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	1432		articStaccatoAbove								
131	131	196	196	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	1433		articStaccatoAbove								
131	131	785/4	785/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	1434		articStaccatoAbove								
131	131	195	195	0.25	0	0	Chord	3/8	3	1	1/16		1/16	1	1435		articStaccatoAbove								
131	131	781/4	781/4	0.25	1/16	1/16	Chord	3/8	3	1	1/16		1/16	1	1436		articStaccatoAbove								
131	131	391/2	391/2	0.25	1/8	1/8	Chord	3/8	3	1	1/16		1/16	1	1437		articStaccatoAbove								
131	131	783/4	783/4	0.25	3/16	3/16	Chord	3/8	3	1	1/16		1/16	1	1438		articStaccatoAbove								
131	131	196	196	0.25	1/4	1/4	Chord	3/8	3	1	1/16		1/16	1	1439		articStaccatoAbove								
131	131	785/4	785/4	0.25	5/16	5/16	Chord	3/8	3	1	1/16		1/16	1	1440		articStaccatoAbove								
131	131	195	195	0.25	0	0	Chord	3/8	4	1	1/16		1/16	1	1441		articStaccatoBelow								
131	131	781/4	781/4	0.25	1/16	1/16	Chord	3/8	4	1	1/16		1/16	1	1442		articStaccatoAbove								
131	131	391/2	391/2	0.25	1/8	1/8	Chord	3/8	4	1	1/16		1/16	1	1443		articStaccatoAbove								
131	131	783/4	783/4	0.25	3/16	3/16	Chord	3/8	4	1	1/16		1/16	1	1444		articStaccatoAbove								
131	131	196	196	0.25	1/4	1/4	Chord	3/8	4	1	1/16		1/16	1	1445		articStaccatoAbove								
131	131	785/4	785/4	0.25	5/16	5/16	Chord	3/8	4	1	1/16		1/16	1	1446		articStaccatoAbove								
132	132	393/2	393/2	0.375	0	0	Chord	3/8	1	1	3/32		1/16	3/2	1447							101			
132	132	1575/8	1575/8	0.125	3/32	3/32	Chord	3/8	1	1	1/32		1/32	1	1448							101			
132	132	197	197	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	1449							101			
132	132	395/2	395/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	1450										
132	132	393/2	393/2	0.375	0	0	Chord	3/8	2	1	3/32		1/16	3/2	1451							102			
132	132	1575/8	1575/8	0.125	3/32	3/32	Chord	3/8	2	1	1/32		1/32	1	1452										
132	132	197	197	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	1453										
132	132	789/4	789/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	1454										
132	132	395/2	395/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	1455										
132	132	791/4	791/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	1456										
132	132	393/2	393/2	0.375	0	0	Chord	3/8	3	1	3/32		1/16	3/2	1457							103			
132	132	1575/8	1575/8	0.125	3/32	3/32	Chord	3/8	3	1	1/32		1/32	1	1458										
132	132	197	197	0.25	1/8	1/8	Chord	3/8	3	1	1/16		1/16	1	1459										
132	132	789/4	789/4	0.25	3/16	3/16	Chord	3/8	3	1	1/16		1/16	1	1460										
132	132	395/2	395/2	0.25	1/4	1/4	Chord	3/8	3	1	1/16		1/16	1	1461										
132	132	791/4	791/4	0.25	5/16	5/16	Chord	3/8	3	1	1/16		1/16	1	1462										
132	132	393/2	393/2	0.75	0	0	Chord	3/8	4	1	3/16		1/8	3/2	1463										
132	132	789/4	789/4	0.25	3/16	3/16	Chord	3/8	4	1	1/16		1/16	1	1464		articStaccatoAbove								
132	132	395/2	395/2	0.25	1/4	1/4	Chord	3/8	4	1	1/16		1/16	1	1465		articStaccatoAbove								
132	132	791/4	791/4	0.25	5/16	5/16	Chord	3/8	4	1	1/16		1/16	1	1466		articStaccatoAbove								
133	133	198	198	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	1467										
133	133	199	199	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	1468							104			
133	133	198	198	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	1469										
133	133	793/4	793/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	1470										
133	133	397/2	397/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	1471										
133	133	795/4	795/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	1472										
133	133	199	199	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	1473										
133	133	797/4	797/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	1474										
133	133	198	198	0.25	0	0	Chord	3/8	3	1	1/16		1/16	1	1475										
133	133	793/4	793/4	0.25	1/16	1/16	Chord	3/8	3	1	1/16		1/16	1	1476										
133	133	397/2	397/2	0.25	1/8	1/8	Chord	3/8	3	1	1/16		1/16	1	1477										
133	133	795/4	795/4	0.25	3/16	3/16	Chord	3/8	3	1	1/16		1/16	1	1478										
133	133	199	199	0.0	1/4	1/4	Dynamic	3/8	3	1	0					sf									
133	133	199	199	0.0	1/4	1/4	Dynamic	3/8	3	1	0					sf									
133	133	199	199	0.0	1/4	1/4	Dynamic	3/8	3	1	0					sf									
133	133	199	199	0.25	1/4	1/4	Chord	3/8	3	1	1/16		1/16	1	1479										
133	133	797/4	797/4	0.25	5/16	5/16	Chord	3/8	3	1	1/16		1/16	1	1480										
133	133	198	198	0.25	0	0	Chord	3/8	4	1	1/16		1/16	1	1481		articStaccatoAbove								
133	133	793/4	793/4	0.25	1/16	1/16	Chord	3/8	4	1	1/16		1/16	1	1482		articStaccatoAbove								
133	133	397/2	397/2	0.25	1/8	1/8	Chord	3/8	4	1	1/16		1/16	1	1483		articStaccatoAbove								
133	133	795/4	795/4	0.25	3/16	3/16	Chord	3/8	4	1	1/16		1/16	1	1484		articStaccatoAbove								
133	133	199	199	0.0	1/4	1/4	Dynamic	3/8	4	1	0					sf									
133	133	199	199	0.25	1/4	1/4	Chord	3/8	4	1	1/16		1/16	1	1485		articStaccatoAbove								
133	133	797/4	797/4	0.25	5/16	5/16	Chord	3/8	4	1	1/16		1/16	1	1486		articStaccatoAbove								
134	134	399/2	399/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	1487		articStaccatoAbove								
134	134	799/4	799/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	1488		articStaccatoAbove								
134	134	200	200	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	1489		articStaccatoAbove								
134	134	801/4	801/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	1490		articStaccatoAbove								
134	134	401/2	401/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	1491		articStaccatoAbove								
134	134	803/4	803/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	1492		articStaccatoAbove								
134	134	399/2	399/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	1493										
134	134	799/4	799/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	1494										
134	134	200	200	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	1495										
134	134	801/4	801/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	1496										
134	134	401/2	401/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	1497										
134	134	803/4	803/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	1498										
134	134	399/2	399/2	0.25	0	0	Chord	3/8	3	1	1/16		1/16	1	1499										
134	134	799/4	799/4	0.25	1/16	1/16	Chord	3/8	3	1	1/16		1/16	1	1500										
134	134	200	200	0.25	1/8	1/8	Chord	3/8	3	1	1/16		1/16	1	1501										
134	134	801/4	801/4	0.25	3/16	3/16	Chord	3/8	3	1	1/16		1/16	1	1502										
134	134	401/2	401/2	0.25	1/4	1/4	Chord	3/8	3	1	1/16		1/16	1	1503										
134	134	803/4	803/4	0.25	5/16	5/16	Chord	3/8	3	1	1/16		1/16	1	1504										
134	134	399/2	399/2	0.5	0	0	Chord	3/8	4	1	1/8		1/8	1	1505							105			
134	134	200	200	0.0	1/8	1/8	Dynamic	3/8	4	1	0					sf									
134	134	200	200	1.0	1/8	1/8	Chord	3/8	4	1	1/4		1/4	1	1506										
135	135	201	201	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	1507										
135	135	805/4	805/4	0.0	1/16	1/16	Dynamic	3/8	1	1	0					p									
135	135	805/4	805/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	1508										
135	135	403/2	403/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	1509										
135	135	807/4	807/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	1510										
135	135	202	202	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	1511										
135	135	809/4	809/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	1512										
135	135	201	201	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1513										
135	135	201	201	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	1514										
135	135	201	201	0.5	0	0	Chord	3/8	4	1	1/8		1/8	1	1515										
135	135	202	202	0.0	1/4	1/4	Dynamic	3/8	4	1	0					p									
135	135	202	202	0.0	1/4	1/4	StaffText	3/8	4	1	0							<i>dol.</i>							
135	135	202	202	0.5	1/4	1/4	Chord	3/8	4	1	1/8		1/8	1	1516							106			
136	136	405/2	405/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	1517										
136	136	811/4	811/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	1518										
136	136	203	203	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	1519										
136	136	813/4	813/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	1520										
136	136	407/2	407/2	0.0	1/4	1/4	Spanner	3/8	1	1	0												8		
136	136	407/2	407/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	1521								8		
136	136	815/4	815/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	1522								8		
136	136	407/2	407/2	0.0	1/4	1/4	Dynamic	3/8	2	1	0					p									
136	136	407/2	407/2	0.0	1/4	1/4	Spanner	3/8	2	1	0												9		
136	136	407/2	407/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1523							107	9		
136	136	407/2	407/2	0.0	1/4	1/4	Dynamic	3/8	3	1	0					p									
136	136	407/2	407/2	0.0	1/4	1/4	Spanner	3/8	3	1	0												10		
136	136	407/2	407/2	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	1524							108	10		
136	136	405/2	405/2	0.375	0	0	Chord	3/8	4	1	3/32		1/16	3/2	1525							106			
136	136	1623/8	1623/8	0.125	3/32	3/32	Chord	3/8	4	1	1/32		1/32	1	1526							106			
136	136	203	203	0.5	1/8	1/8	Chord	3/8	4	1	1/8		1/8	1	1527							106			
136	136	407/2	407/2	0.5	1/4	1/4	Chord	3/8	4	1	1/8		1/8	1	1528							106			
137	137	204	204	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	1529								8		
137	137	817/4	817/4	0.0	1/16	1/16	Spanner	3/8	1	1	0														
137	137	817/4	817/4	0.0	1/16	1/16	Spanner	3/8	1	1	0													40	
137	137	817/4	817/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	1530									40	
137	137	409/2	409/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	1531									40	
137	137	819/4	819/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	1532									40	
137	137	205	205	0.0	1/4	1/4	Spanner	3/8	1	1	0														
137	137	205	205	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	1533										
137	137	821/4	821/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	1534										
137	137	204	204	0.375	0	0	Chord	3/8	2	1	3/32		1/16	3/2	1535							107	9		
137	137	1635/8	1635/8	0.0	3/32	3/32	Spanner	3/8	2	1	0											107			
137	137	1635/8	1635/8	0.0	3/32	3/32	Spanner	3/8	2	1	0											107		41	
137	137	1635/8	1635/8	0.125	3/32	3/32	Chord	3/8	2	1	1/32		1/32	1	1536							107		41	
137	137	409/2	409/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1537		articStaccatoBelow							41	
137	137	205	205	0.0	1/4	1/4	Spanner	3/8	2	1	0														
137	137	204	204	0.375	0	0	Chord	3/8	3	1	3/32		1/16	3/2	1538							108	10		
137	137	1635/8	1635/8	0.0	3/32	3/32	Spanner	3/8	3	1	0											108			
137	137	1635/8	1635/8	0.0	3/32	3/32	Spanner	3/8	3	1	0											108		42	
137	137	1635/8	1635/8	0.125	3/32	3/32	Chord	3/8	3	1	1/32		1/32	1	1539							108		42	
137	137	409/2	409/2	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	1540		articStaccatoBelow							42	
137	137	205	205	0.0	1/4	1/4	Spanner	3/8	3	1	0														
137	137	204	204	0.0	0	0	Spanner	3/8	4	1	0												11		
137	137	204	204	1.0	0	0	Chord	3/8	4	1	1/4		1/4	1	1541								11		
137	137	205	205	0.0	1/4	1/4	Spanner	3/8	4	1	0												11	43	
137	137	205	205	0.5	1/4	1/4	Chord	3/8	4	1	1/8		1/8	1	1542							109	11	43	
138	138	411/2	411/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	1543										
138	138	823/4	823/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	1544										
138	138	206	206	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	1545										
138	138	825/4	825/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	1546										
138	138	413/2	413/2	0.0	1/4	1/4	Spanner	3/8	1	1	0												12		
138	138	413/2	413/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	1547								12		
138	138	827/4	827/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	1548								12		
138	138	413/2	413/2	0.0	1/4	1/4	Spanner	3/8	2	1	0												13		
138	138	413/2	413/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1549							110	13		
138	138	413/2	413/2	0.0	1/4	1/4	Spanner	3/8	3	1	0												14		
138	138	413/2	413/2	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	1550							111	14		
138	138	411/2	411/2	0.0	0	0	Spanner	3/8	4	1	0											109			
138	138	411/2	411/2	0.0	0	0	Spanner	3/8	4	1	0											109			
138	138	411/2	411/2	0.375	0	0	Chord	3/8	4	1	3/32		1/16	3/2	1551							109			
138	138	1647/8	1647/8	0.125	3/32	3/32	Chord	3/8	4	1	1/32		1/32	1	1552							109			
138	138	206	206	0.5	1/8	1/8	Chord	3/8	4	1	1/8		1/8	1	1553							109			
138	138	413/2	413/2	0.5	1/4	1/4	Chord	3/8	4	1	1/8		1/8	1	1554							109			
139	139	207	207	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	1555								12		
139	139	829/4	829/4	0.0	1/16	1/16	Spanner	3/8	1	1	0														
139	139	829/4	829/4	0.0	1/16	1/16	Spanner	3/8	1	1	0													44	
139	139	829/4	829/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	1556									44	
139	139	415/2	415/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	1557									44	
139	139	831/4	831/4	0.0	3/16	3/16	Spanner	3/8	1	1	0														
139	139	831/4	831/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	1558										
139	139	208	208	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	1559										
139	139	833/4	833/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	1560										
139	139	207	207	0.375	0	0	Chord	3/8	2	1	3/32		1/16	3/2	1561							110	13		
139	139	1659/8	1659/8	0.0	3/32	3/32	Spanner	3/8	2	1	0											110			
139	139	1659/8	1659/8	0.0	3/32	3/32	Spanner	3/8	2	1	0											110		45	
139	139	1659/8	1659/8	0.125	3/32	3/32	Chord	3/8	2	1	1/32		1/32	1	1562							110		45	
139	139	415/2	415/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1563		articStaccatoBelow							45	
139	139	208	208	0.0	1/4	1/4	Spanner	3/8	2	1	0														
139	139	207	207	0.375	0	0	Chord	3/8	3	1	3/32		1/16	3/2	1564							111	14		
139	139	1659/8	1659/8	0.0	3/32	3/32	Spanner	3/8	3	1	0											111			
139	139	1659/8	1659/8	0.0	3/32	3/32	Spanner	3/8	3	1	0											111		46	
