quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	harmony_layer	label	alt_label	regex_match	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	pedalend	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
201	0.5	121	120	1/8	1/8	3/8	4	1		1	#viio6/vi		dcml	Bb	I		#viio6/vi		#vii	o	6		vi				o	0	0	5, 2, 8		8	5
403/2	0.5	121	120	1/4	1/4	3/8	4	1		1	#viio/ii		dcml	Bb	I		#viio/ii		#vii	o			ii				o	0	0	7, 4, 1		7	7
202	0.5	122	121	0	0	3/8	4	1		1	ii		dcml	Bb	I		ii		ii								m	0	0	2, -1, 3		2	2
405/2	0.5	122	121	1/8	1/8	3/8	4	1		1	V6/vi		dcml	Bb	I		V6/vi		V		6		vi				M	0	0	8, 5, 4		4	8
203	0.5	122	121	1/4	1/4	3/8	4	1		1	vi		dcml	Bb	I		vi		vi								m	0	0	3, 0, 4		3	3
407/2	0.5	123	122	0	0	3/8	4	1		1	ii6		dcml	Bb	I		ii6		ii		6						m	0	0	-1, 3, 2		2	-1
204	0.5	123	122	1/8	1/8	3/8	4	1		1	ii		dcml	Bb	I		ii		ii								m	0	0	2, -1, 3		2	2
409/2	0.5	123	122	1/4	1/4	3/8	4	1		1	ii6		dcml	Bb	I		ii6		ii		6						m	0	0	-1, 3, 2		2	-1
205	1.5	124	123	0	0	3/8	4	1		1	V\\		dcml	Bb	I		V		V							\\	M	0	0	1, 5, 2		1	1
413/2	0.5	125	124	0	0	3/8	4	1		1	I		dcml	Bb	I		I		I								M	0	0	0, 4, 1		0	0
207	1.0	125	124	1/8	1/8	3/8	4	1		1	I64		dcml	Bb	I		I64		I		64						M	0	0	1, 0, 4		0	1
208	0.5	126	125	0	0	3/8	4	1		1	V65		dcml	Bb	I		V65		V		65						Mm7	0	0	5, 2, -1, 1		1	5
417/2	1.0	126	125	1/8	1/8	3/8	4	1		1	V7		dcml	Bb	I		V7		V		7						Mm7	0	0	1, 5, 2, -1		1	1
419/2	0.5	127	126	0	0	3/8	4	1		1	V6		dcml	Bb	I		V6		V		6						M	0	0	5, 2, 1		1	5
210	0.5	127	126	1/8	1/8	3/8	4	1		1	V43/V		dcml	Bb	I		V43/V		V		43		V				Mm7	0	0	3, 0, 2, 6		2	3
421/2	0.5	127	126	1/4	1/4	3/8	4	1		1	V7		dcml	Bb	I		V7		V		7						Mm7	0	0	1, 5, 2, -1		1	1
211	1.0	128	127	0	0	3/8	4	1		1	I		dcml	Bb	I		I		I								M	0	0	0, 4, 1		0	0
212	0.5	128	127	1/4	1/4	3/8	4	1		1	V65/IV		dcml	Bb	I		V65/IV		V		65		IV				Mm7	0	0	4, 1, -2, 0		0	4
425/2	0.5	129	128	0	0	3/8	4	1		1	IV		dcml	Bb	I		IV		IV								M	0	0	-1, 3, 0		-1	-1
213	0.5	129	128	1/8	1/8	3/8	4	1		1	vii%7		dcml	Bb	I		vii%7		vii	%	7						%7	0	0	5, 2, -1, 3		5	5
427/2	0.5	129	128	1/4	1/4	3/8	4	1		1	#viio/ii		dcml	Bb	I		#viio/ii		#vii	o			ii				o	0	0	7, 4, 1		7	7
214	0.5	130	129	0	0	3/8	4	1		1	ii(94)		dcml	Bb	I		ii(94)		ii			94					m	0	0	2, 1, 3	4	2	2
429/2	0.5	130	129	1/8	1/8	3/8	4	1		1	#viio7/vi		dcml	Bb	I		#viio7/vi		#vii	o	7		vi				o7	0	0	8, 5, 2, -1		8	8
215	0.5	130	129	1/4	1/4	3/8	4	1		1	vi		dcml	Bb	I		vi		vi								m	0	0	3, 0, 4		3	3
431/2	0.5	131	130	0	0	3/8	4	1		1	ii6		dcml	Bb	I		ii6		ii		6						m	0	0	-1, 3, 2		2	-1
216	0.5	131	130	1/8	1/8	3/8	4	1		1	ii		dcml	Bb	I		ii		ii								m	0	0	2, -1, 3		2	2
433/2	0.5	131	130	1/4	1/4	3/8	4	1		1	V7		dcml	Bb	I		V7		V		7						Mm7	0	0	1, 5, 2, -1		1	1
217	1.0	132	131	0	0	3/8	4	1		1	I\\		dcml	Bb	I		I		I							\\	M	0	0	0, 4, 1		0	0
218	2.0	132	131	1/4	1/4	3/8	4	1		1	v.i		dcml	Bb	v		i		i								m	0	1	0, -3, 1		0	0
220	0.5	134	133	0	0	3/8	4	1		1	V6(4)		dcml	Bb	v		V6(4)		V		6	4					M	0	1	0, 2, 1		1	0
441/2	1.0	134	133	1/8	1/8	3/8	4	1		1	V6		dcml	Bb	v		V6		V		6						M	0	1	5, 2, 1		1	5
443/2	0.5	135	134	0	0	3/8	4	1		1	V		dcml	Bb	v		V		V								M	0	1	1, 5, 2		1	1
222	0.5	135	134	1/8	1/8	3/8	4	1		1	V6		dcml	Bb	v		V6		V		6						M	0	1	5, 2, 1		1	5
445/2	0.5	135	134	1/4	1/4	3/8	4	1		1	V		dcml	Bb	v		V		V								M	0	1	1, 5, 2		1	1
223	0.5	136	135	0	0	3/8	4	1		1	I(4)		dcml	Bb	v		I(4)		I			4					M	0	1	0, -1, 1		0	0
447/2	1.5	136	135	1/8	1/8	3/8	4	1		1	I		dcml	Bb	v		I		I								M	0	1	0, 4, 1		0	0
225	0.5	137	136	1/8	1/8	3/8	4	1		1	i		dcml	Bb	v		i		i								m	0	1	0, -3, 1		0	0
451/2	0.5	137	136	1/4	1/4	3/8	4	1		1	i6		dcml	Bb	v		i6		i		6						m	0	1	-3, 1, 0		0	-3
226	0.5	138	137	0	0	3/8	4	1		1	IV(4)		dcml	Bb	v		IV(4)		IV			4					M	0	1	-1, -2, 0		-1	-1
453/2	1.0	138	137	1/8	1/8	3/8	4	1		1	IV		dcml	Bb	v		IV		IV								M	0	1	-1, 3, 0		-1	-1
455/2	0.5	139	138	0	0	3/8	4	1		1	IV.V		dcml	Bb	IV		V		V								M	0	0	1, 5, 2		1	1
228	0.5	139	138	1/8	1/8	3/8	4	1		1	V6		dcml	Bb	IV		V6		V		6						M	0	0	5, 2, 1		1	5
457/2	0.5	139	138	1/4	1/4	3/8	4	1		1	V7		dcml	Bb	IV		V7		V		7						Mm7	0	0	1, 5, 2, -1		1	1
229	1.0	140	139	0	0	3/8	4	1		1	I		dcml	Bb	IV		I		I								M	0	0	0, 4, 1		0	0
230	0.5	140	139	1/4	1/4	3/8	4	1		1	V65		dcml	Bb	IV		V65		V		65						Mm7	0	0	5, 2, -1, 1		1	5
461/2	1.0	141	140	0	0	3/8	4	1		1	I		dcml	Bb	IV		I		I								M	0	0	0, 4, 1		0	0
463/2	0.5	141	140	1/4	1/4	3/8	4	1		1	V65		dcml	Bb	IV		V65		V		65						Mm7	0	0	5, 2, -1, 1		1	5
232	2.5	142	141	0	0	3/8	4	1		1	I\\		dcml	Bb	IV		I		I							\\	M	0	0	0, 4, 1		0	0
469/2	0.5	143	142	1/4	1/4	3/8	4	1		1	V65		dcml	Bb	IV		V65		V		65						Mm7	0	0	5, 2, -1, 1		1	5
235	1.0	144	143	0	0	3/8	4	1		1	I		dcml	Bb	IV		I		I								M	0	0	0, 4, 1		0	0
236	0.5	144	143	1/4	1/4	3/8	4	1		1	V7		dcml	Bb	IV		V7		V		7						Mm7	0	0	1, 5, 2, -1		1	1
473/2	1.0	145	144	0	0	3/8	4	1		1	I		dcml	Bb	IV		I		I								M	0	0	0, 4, 1		0	0
475/2	0.5	145	144	1/4	1/4	3/8	4	1		1	V7		dcml	Bb	IV		V7		V		7						Mm7	0	0	1, 5, 2, -1		1	1
238	1.0	146	145	0	0	3/8	4	1		1	I		dcml	Bb	IV		I		I								M	0	0	0, 4, 1		0	0
239	0.5	146	145	1/4	1/4	3/8	4	1		1	V7/vi		dcml	Bb	IV		V7/vi		V		7		vi				Mm7	0	0	4, 8, 5, 2		4	4
479/2	1.5	147	146	0	0	3/8	4	1		1	vi		dcml	Bb	IV		vi		vi								m	0	0	3, 0, 4		3	3
241	1.5	148	147	0	0	3/8	4	1		1	I.V		dcml	Bb	I		V		V								M	0	0	1, 5, 2		1	1
485/2	1.5	149	148	0	0	3/8	4	1		1	V6		dcml	Bb	I		V6		V		6						M	0	0	5, 2, 1		1	5
244	1.5	150	149	0	0	3/8	4	1		1	V43		dcml	Bb	I		V43		V		43						Mm7	0	0	2, -1, 1, 5		1	2
491/2	1.5	151	150	0	0	3/8	4	1		1	V65		dcml	Bb	I		V65		V		65						Mm7	0	0	5, 2, -1, 1		1	5
247	1.5	152	151	0	0	3/8	4	1		1	I		dcml	Bb	I		I		I								M	0	0	0, 4, 1		0	0
497/2	1.5	153	152	0	0	3/8	4	1		1	V65		dcml	Bb	I		V65		V		65						Mm7	0	0	5, 2, -1, 1		1	5
250	1.5	154	153	0	0	3/8	4	1		1	I		dcml	Bb	I		I		I								M	0	0	0, 4, 1		0	0
503/2	1.5	155	154	0	0	3/8	4	1		1	V65		dcml	Bb	I		V65		V		65						Mm7	0	0	5, 2, -1, 1		1	5
253	1.0	156	155	0	0	3/8	4	1		1	I		dcml	Bb	I		I		I								M	0	0	0, 4, 1		0	0
254	0.5	156	155	1/4	1/4	3/8	4	1		1	ii6		dcml	Bb	I		ii6		ii		6						m	0	0	-1, 3, 2		2	-1
509/2	1.0	157	156	0	0	3/8	4	1		1	V(64)		dcml	Bb	I		V(64)		V			64					M	0	0	1, 0, 4		1	1
511/2	0.5	157	156	1/4	1/4	3/8	4	1		1	V7		dcml	Bb	I		V7		V		7						Mm7	0	0	1, 5, 2, -1		1	1
256	1.5	158	157	0	0	3/8	4	1		1	I\\		dcml	Bb	I		I		I							\\	M	0	0	0, 4, 1		0	0
515/2	1.0	159	158	0	0	3/8	4	1		1	V2		dcml	Bb	I		V2		V		2						Mm7	0	0	-1, 1, 5, 2		1	-1
517/2	0.5	159	158	1/4	1/4	3/8	4	1		1	viio6		dcml	Bb	I		viio6		vii	o	6						o	0	0	2, -1, 5		5	2
259	1.5	160	159	0	0	3/8	4	1		1	I		dcml	Bb	I		I		I								M	0	0	0, 4, 1		0	0
521/2	1.0	161	160	0	0	3/8	4	1		1	V2		dcml	Bb	I		V2		V		2						Mm7	0	0	-1, 1, 5, 2		1	-1
523/2	0.5	161	160	1/4	1/4	3/8	4	1		1	viio6		dcml	Bb	I		viio6		vii	o	6						o	0	0	2, -1, 5		5	2
262	1.5	162	161	0	0	3/8	4	1		1	I		dcml	Bb	I		I		I								M	0	0	0, 4, 1		0	0
527/2	1.0	163	162	0	0	3/8	4	1		1	V2		dcml	Bb	I		V2		V		2						Mm7	0	0	-1, 1, 5, 2		1	-1
529/2	0.5	163	162	1/4	1/4	3/8	4	1		1	viio6		dcml	Bb	I		viio6		vii	o	6						o	0	0	2, -1, 5		5	2
265	1.5	164	163	0	0	3/8	4	1		1	I\\		dcml	Bb	I		I		I							\\	M	0	0	0, 4, 1		0	0
533/2	1.0	165	164	0	0	3/8	4	1		1	V6		dcml	Bb	I		V6		V		6						M	0	0	5, 2, 1		1	5
535/2	0.5	165	164	1/4	1/4	3/8	4	1		1	V2/IV		dcml	Bb	I		V2/IV		V		2		IV				Mm7	0	0	-2, 0, 4, 1		0	-2
268	1.5	166	165	0	0	3/8	4	1		1	IV6		dcml	Bb	I		IV6		IV		6						M	0	0	3, 0, -1		-1	3
539/2	1.5	167	166	0	0	3/8	4	1		1	iv6		dcml	Bb	I		iv6		iv		6						m	0	0	-4, 0, -1		-1	-4
271	1.5	168	167	0	0	3/8	4	1		1	V(b64)		dcml	Bb	I		V(b64)		V			b64					M	0	0	1, 0, -3		1	1
545/2	1.0	169	168	0	0	3/8	4	1		1	V		dcml	Bb	I		V		V								M	0	0	1, 5, 2		1	1
547/2	0.5	169	168	1/4	1/4	3/8	4	1		1	V7		dcml	Bb	I		V7		V		7						Mm7	0	0	1, 5, 2, -1		1	1
274	1.5	170	169	0	0	3/8	4	1		1	I\\		dcml	Bb	I		I		I							\\	M	0	0	0, 4, 1		0	0
551/2	1.0	171	170	0	0	3/8	4	1		1	V6		dcml	Bb	I		V6		V		6						M	0	0	5, 2, 1		1	5
553/2	0.5	171	170	1/4	1/4	3/8	4	1		1	V2/IV		dcml	Bb	I		V2/IV		V		2		IV				Mm7	0	0	-2, 0, 4, 1		0	-2
277	1.5	172	171	0	0	3/8	4	1		1	IV6		dcml	Bb	I		IV6		IV		6						M	0	0	3, 0, -1		-1	3
557/2	1.5	173	172	0	0	3/8	4	1		1	V2/bIII		dcml	Bb	I		V2/bIII		V		2		bIII				Mm7	0	0	-4, -2, 2, -1		-2	-4
280	1.5	174	173	0	0	3/8	4	1		1	bIII6		dcml	Bb	I		bIII6		bIII		6						M	0	0	1, -2, -3		-3	1
563/2	1.5	175	174	0	0	3/8	4	1		1	bVI2		dcml	Bb	I		bVI2		bVI		2						Mm7	0	0	-6, -4, 0, -3		-4	-6
283	1.5	176	175	0	0	3/8	4	1		1	bII6		dcml	Bb	I		bII6		bII		6						M	0	0	-1, -4, -5		-5	-1
569/2	1.5	177	176	0	0	3/8	4	1		1	V2		dcml	Bb	I		V2		V		2						Mm7	0	0	-1, 1, 5, 2		1	-1
286	1.0	178	177	0	0	3/8	4	1		1	i6		dcml	Bb	I		i6		i		6						m	0	0	-3, 1, 0		0	-3
287	0.5	178	177	1/4	1/4	3/8	4	1		1	i		dcml	Bb	I		i		i								m	0	0	0, -3, 1		0	0
575/2	0.5	179	178	0	0	3/8	4	1		1	V2/IV		dcml	Bb	I		V2/IV		V		2		IV				Mm7	0	0	-2, 0, 4, 1		0	-2
288	0.5	179	178	1/8	1/8	3/8	4	1		1	vio		dcml	Bb	I		vio		vi	o							o	0	0	3, 0, -3		3	3
577/2	0.25	179	178	1/4	1/4	3/8	4	1		1	iv6		dcml	Bb	I		iv6		iv		6						m	0	0	-4, 0, -1		-1	-4
1155/4	0.25	179	178	5/16	5/16	3/8	4	1		1	It6		dcml	Bb	I		It6	It	vii	o	6	b3	V				It	0	0	-4, 0, 6		6	-4
289	1.5	180	179	0	0	3/8	4	1		1	V(64)		dcml	Bb	I		V(64)		V			64					M	0	0	1, 0, 4		1	1
581/2	1.5	181	180	0	0	3/8	4	1		1	V7		dcml	Bb	I		V7		V		7						Mm7	0	0	1, 5, 2, -1		1	1
292	2.0	182	181	0	0	3/8	4	1		1	I\\		dcml	Bb	I		I		I							\\	M	0	0	0, 4, 1		0	0
294	1.5	183	182	1/8	1/8	3/8	4	1		1	I		dcml	Bb	I		I		I								M	0	0	0, 4, 1		0	0
591/2	2.5	184	183	1/8	1/8	3/8	4	1		1	V65		dcml	Bb	I		V65		V		65						Mm7	0	0	5, 2, -1, 1		1	5
298	3.0	186	185	0	0	3/8	4	1		1	V2/IV		dcml	Bb	I		V2/IV		V		2		IV				Mm7	0	0	-2, 0, 4, 1		0	-2
301	3.0	188	187	0	0	3/8	4	1		1	IV6		dcml	Bb	I		IV6		IV		6						M	0	0	3, 0, -1		-1	3
304	3.0	190	189	0	0	3/8	4	1		1	V65/IV		dcml	Bb	I		V65/IV		V		65		IV				Mm7	0	0	4, 1, -2, 0		0	4
307	1.5	192	191	0	0	3/8	4	1		1	IV		dcml	Bb	I		IV		IV								M	0	0	-1, 3, 0		-1	-1
617/2	1.5	193	192	0	0	3/8	4	1		1	#viio2/vi		dcml	Bb	I		#viio2/vi		#vii	o	2		vi				o7	0	0	-1, 8, 5, 2		8	-1
310	3.0	194	193	0	0	3/8	4	1		1	viio7/V		dcml	Bb	I		viio7/V		vii	o	7		V				o7	0	0	6, 3, 0, -3		6	6
313	2.0	196	195	0	0	2/4	4	1		1	V(64)		dcml	Bb	I		V(64)		V			64					M	0	0	1, 0, 4		1	1
315	1.0	197	196	0	0	2/4	4	1		1	I64		dcml	Bb	I		I64		I		64						M	0	0	1, 0, 4		0	1
316	0.875	197	196	1/4	1/4	2/4	4	1		1	I6		dcml	Bb	I		I6		I		6						M	0	0	4, 1, 0		0	4
2535/8	0.125	197	196	15/32	15/32	2/4	4	1		1	V64		dcml	Bb	I		V64		V		64						M	0	0	2, 1, 5		1	2
317	4.0	198	197	0	0	2/4	4	1		1	I		dcml	Bb	I		I		I								M	0	0	0, 4, 1		0	0
321	2.0	200	199	0	0	2/4	4	1		1	V2/IV		dcml	Bb	I		V2/IV		V		2		IV				Mm7	0	0	-2, 0, 4, 1		0	-2
323	2.0	201	200	0	0	2/4	4	1		1	V7/ii		dcml	Bb	I		V7/ii		V		7		ii				Mm7	0	0	3, 7, 4, 1		3	3
325	1.0	202	201	0	0	2/4	4	1		1	V/ii		dcml	Bb	I		V/ii		V				ii				M	0	0	3, 7, 4		3	3
326	1.0	202	201	1/4	1/4	2/4	4	1		1	V7/ii		dcml	Bb	I		V7/ii		V		7		ii				Mm7	0	0	3, 7, 4, 1		3	3
327	2.0	203	202	0	0	2/4	4	1		1	#i64		dcml	Bb	I		#i64		#i		64						m	0	0	8, 7, 4		7	8
329	2.0	204	203	0	0	2/4	4	1		1	vii.#viio2		dcml	Bb	vii		#viio2		#vii	o	2						o7	0	1	-4, 5, 2, -1		5	-4
331	2.0	205	204	0	0	2/4	4	1		1	V7		dcml	Bb	vii		V7		V		7						Mm7	0	1	1, 5, 2, -1		1	1
333	0.5	206	205	0	0	3/8	4	1		1	i		dcml	Bb	vii		i		i								m	0	1	0, -3, 1		0	0
667/2	1.0	206	205	1/8	1/8	3/8	4	1		1	i64		dcml	Bb	vii		i64		i		64						m	0	1	1, 0, -3		0	1
669/2	0.5	207	206	0	0	3/8	4	1		1	V65		dcml	Bb	vii		V65		V		65						Mm7	0	1	5, 2, -1, 1		1	5
335	1.0	207	206	1/8	1/8	3/8	4	1		1	V7		dcml	Bb	vii		V7		V		7						Mm7	0	1	1, 5, 2, -1		1	1
336	0.5	208	207	0	0	3/8	4	1		1	V6		dcml	Bb	vii		V6		V		6						M	0	1	5, 2, 1		1	5
673/2	0.5	208	207	1/8	1/8	3/8	4	1		1	ii43(4)		dcml	Bb	vii		ii43(4)		ii		43	4					mm7	0	1	3, 0, 2, 1		2	3
337	0.5	208	207	1/4	1/4	3/8	4	1		1	V7		dcml	Bb	vii		V7		V		7						Mm7	0	1	1, 5, 2, -1		1	1
675/2	3.0	209	208	0	0	3/8	4	1		1	i		dcml	Bb	vii		i		i								m	0	1	0, -3, 1		0	0
681/2	2.0	211	210	0	0	2/4	4	1		1	i		dcml	Bb	vii		i		i								m	0	1	0, -3, 1		0	0
685/2	1.25	212	211	0	0	2/4	4	1		1	VI.V65		dcml	Bb	VI		V65		V		65						Mm7	0	0	5, 2, -1, 1		1	5
1375/4	1.25	212	211	5/16	5/16	2/4	4	1		1	I		dcml	Bb	VI		I		I								M	0	0	0, 4, 1		0	0
345	1.0	213	212	1/8	1/8	3/8	4	1		1	I64		dcml	Bb	VI		I64		I		64						M	0	0	1, 0, 4		0	1
346	0.5	214	213	0	0	3/8	4	1		1	V65		dcml	Bb	VI		V65		V		65						Mm7	0	0	5, 2, -1, 1		1	5
693/2	1.0	214	213	1/8	1/8	3/8	4	1		1	V7		dcml	Bb	VI		V7		V		7						Mm7	0	0	1, 5, 2, -1		1	1
695/2	1.0	215	214	0	0	3/8	4	1		1	V65		dcml	Bb	VI		V65		V		65						Mm7	0	0	5, 2, -1, 1		1	5
697/2	0.5	215	214	1/4	1/4	3/8	4	1		1	V7		dcml	Bb	VI		V7		V		7						Mm7	0	0	1, 5, 2, -1		1	1
349	1.5	216	215	0	0	3/8	4	1		1	I		dcml	Bb	VI		I		I								M	0	0	0, 4, 1		0	0
701/2	1.5	217	216	0	0	3/8	4	1		1	V7/IV		dcml	Bb	VI		V7/IV		V		7		IV				Mm7	0	0	0, 4, 1, -2		0	0
352	0.5	218	217	0	0	3/8	4	1		1	IV		dcml	Bb	VI		IV		IV								M	0	0	-1, 3, 0		-1	-1
705/2	1.0	218	217	1/8	1/8	3/8	4	1		1	I.ii		dcml	Bb	I		ii		ii								m	0	0	2, -1, 3		2	2
707/2	1.5	219	218	0	0	3/8	4	1		1	ii2		dcml	Bb	I		ii2		ii		2						mm7	0	0	0, 2, -1, 3		2	0
355	3.0	220	219	0	0	3/8	4	1		1	V65		dcml	Bb	I		V65		V		65						Mm7	0	0	5, 2, -1, 1		1	5
358	0.5	222	221	0	0	3/8	4	1		1	I		dcml	Bb	I		I		I								M	0	0	0, 4, 1		0	0
717/2	1.0	222	221	1/8	1/8	3/8	4	1		1	I64		dcml	Bb	I		I64		I		64						M	0	0	1, 0, 4		0	1
719/2	0.5	223	222	0	0	3/8	4	1		1	V65		dcml	Bb	I		V65		V		65						Mm7	0	0	5, 2, -1, 1		1	5
360	1.0	223	222	1/8	1/8	3/8	4	1		1	V7		dcml	Bb	I		V7		V		7						Mm7	0	0	1, 5, 2, -1		1	1
361	0.5	224	223	0	0	3/8	4	1		1	V6		dcml	Bb	I		V6		V		6						M	0	0	5, 2, 1		1	5
723/2	0.5	224	223	1/8	1/8	3/8	4	1		1	V43		dcml	Bb	I		V43		V		43						Mm7	0	0	2, -1, 1, 5		1	2
362	0.5	224	223	1/4	1/4	3/8	4	1		1	V7		dcml	Bb	I		V7		V		7						Mm7	0	0	1, 5, 2, -1		1	1
725/2	1.0	225	224	0	0	3/8	4	1		1	I		dcml	Bb	I		I		I								M	0	0	0, 4, 1		0	0
727/2	0.5	225	224	1/4	1/4	3/8	4	1		1	V65/IV		dcml	Bb	I		V65/IV		V		65		IV				Mm7	0	0	4, 1, -2, 0		0	4
364	0.5	226	225	0	0	3/8	4	1		1	IV		dcml	Bb	I		IV		IV								M	0	0	-1, 3, 0		-1	-1
729/2	0.5	226	225	1/8	1/8	3/8	4	1		1	#viio6/vi		dcml	Bb	I		#viio6/vi		#vii	o	6		vi				o	0	0	5, 2, 8		8	5
365	0.5	226	225	1/4	1/4	3/8	4	1		1	#viio/ii		dcml	Bb	I		#viio/ii		#vii	o			ii				o	0	0	7, 4, 1		7	7
731/2	0.5	227	226	0	0	3/8	4	1		1	ii		dcml	Bb	I		ii		ii								m	0	0	2, -1, 3		2	2
366	0.5	227	226	1/8	1/8	3/8	4	1		1	V6/vi		dcml	Bb	I		V6/vi		V		6		vi				M	0	0	8, 5, 4		4	8
733/2	0.5	227	226	1/4	1/4	3/8	4	1		1	vi		dcml	Bb	I		vi		vi								m	0	0	3, 0, 4		3	3
367	0.5	228	227	0	0	3/8	4	1		1	ii6		dcml	Bb	I		ii6		ii		6						m	0	0	-1, 3, 2		2	-1
735/2	0.5	228	227	1/8	1/8	3/8	4	1		1	ii		dcml	Bb	I		ii		ii								m	0	0	2, -1, 3		2	2
368	0.5	228	227	1/4	1/4	3/8	4	1		1	ii6		dcml	Bb	I		ii6		ii		6						m	0	0	-1, 3, 2		2	-1
737/2	4.0	229	228	0	0	3/8	4	1		1	V\\		dcml	Bb	I		V		V							\\	M	0	0	1, 5, 2		1	1
745/2	2.0	231	230	1/4	1/4	3/8	4	1		1	V7		dcml	Bb	I		V7		V		7						Mm7	0	0	1, 5, 2, -1		1	1
749/2	0.5	233	232	0	0	3/8	4	1		1	V43/IV		dcml	Bb	I		V43/IV		V		43		IV				Mm7	0	0	1, -2, 0, 4		0	1
375	0.5	233	232	1/8	1/8	3/8	4	1		1	IV		dcml	Bb	I		IV		IV								M	0	0	-1, 3, 0		-1	-1
751/2	0.5	233	232	1/4	1/4	3/8	4	1		1	V7/IV		dcml	Bb	I		V7/IV		V		7		IV				Mm7	0	0	0, 4, 1, -2		0	0
376	0.5	234	233	0	0	3/8	4	1		1	IV		dcml	Bb	I		IV		IV								M	0	0	-1, 3, 0		-1	-1
753/2	0.5	234	233	1/8	1/8	3/8	4	1		1	#viio6/vi		dcml	Bb	I		#viio6/vi		#vii	o	6		vi				o	0	0	5, 2, 8		8	5
377	0.5	234	233	1/4	1/4	3/8	4	1		1	#viio/ii		dcml	Bb	I		#viio/ii		#vii	o			ii				o	0	0	7, 4, 1		7	7
755/2	0.5	235	234	0	0	3/8	4	1		1	ii		dcml	Bb	I		ii		ii								m	0	0	2, -1, 3		2	2
378	0.5	235	234	1/8	1/8	3/8	4	1		1	V6/vi		dcml	Bb	I		V6/vi		V		6		vi				M	0	0	8, 5, 4		4	8
757/2	0.5	235	234	1/4	1/4	3/8	4	1		1	vi		dcml	Bb	I		vi		vi								m	0	0	3, 0, 4		3	3
379	0.5	236	235	0	0	3/8	4	1		1	ii6		dcml	Bb	I		ii6		ii		6						m	0	0	-1, 3, 2		2	-1
759/2	0.5	236	235	1/8	1/8	3/8	4	1		1	ii		dcml	Bb	I		ii		ii								m	0	0	2, -1, 3		2	2
380	0.5	236	235	1/4	1/4	3/8	4	1		1	V7		dcml	Bb	I		V7		V		7						Mm7	0	0	1, 5, 2, -1		1	1
761/2	1.5	237	236	0	0	3/8	4	1		1	I\\		dcml	Bb	I		I		I							\\	M	0	0	0, 4, 1		0	0
382	1.5	238	237	0	0	3/8	4	1		1	I		dcml	Bb	I		I		I								M	0	0	0, 4, 1		0	0
767/2	3.0	239	238	0	0	3/8	4	1		1	viio6		dcml	Bb	I		viio6		vii	o	6						o	0	0	2, -1, 5		5	2
773/2	1.0	241	240	0	0	3/8	4	1		1	I6		dcml	Bb	I		I6		I		6						M	0	0	4, 1, 0		0	4
775/2	0.5	241	240	1/4	1/4	3/8	4	1		1	I		dcml	Bb	I		I		I								M	0	0	0, 4, 1		0	0
388	1.5	242	241	0	0	3/8	4	1		1	I6		dcml	Bb	I		I6		I		6						M	0	0	4, 1, 0		0	4
779/2	1.0	243	242	0	0	3/8	4	1		1	ii6		dcml	Bb	I		ii6		ii		6						m	0	0	-1, 3, 2		2	-1
781/2	0.5	243	242	1/4	1/4	3/8	4	1		1	V65/V		dcml	Bb	I		V65/V		V		65		V				Mm7	0	0	6, 3, 0, 2		2	6
391	1.0	244	243	0	0	3/8	4	1		1	V		dcml	Bb	I		V		V								M	0	0	1, 5, 2		1	1
392	0.5	244	243	1/4	1/4	3/8	4	1		1	#viio7/vi		dcml	Bb	I		#viio7/vi		#vii	o	7		vi				o7	0	0	8, 5, 2, -1		8	8
785/2	1.0	245	244	0	0	3/8	4	1		1	vi		dcml	Bb	I		vi		vi								m	0	0	3, 0, 4		3	3
787/2	0.5	245	244	1/4	1/4	3/8	4	1		1	V65/IV		dcml	Bb	I		V65/IV		V		65		IV				Mm7	0	0	4, 1, -2, 0		0	4
394	0.25	246	245	0	0	3/8	4	1		1	IV		dcml	Bb	I		IV		IV								M	0	0	-1, 3, 0		-1	-1
1577/4	0.25	246	245	1/16	1/16	3/8	4	1		1	V65/V		dcml	Bb	I		V65/V		V		65		V				Mm7	0	0	6, 3, 0, 2		2	6
789/2	0.5	246	245	1/8	1/8	3/8	4	1		1	V(64)		dcml	Bb	I		V(64)		V			64					M	0	0	1, 0, 4		1	1
395	0.5	246	245	1/4	1/4	3/8	4	1		1	V7		dcml	Bb	I		V7		V		7						Mm7	0	0	1, 5, 2, -1		1	1
791/2	1.5	247	246	0	0	3/8	4	1		1	I\\		dcml	Bb	I		I		I							\\	M	0	0	0, 4, 1		0	0
397	1.0	248	247	0	0	3/8	4	1		1	vi		dcml	Bb	I		vi		vi								m	0	0	3, 0, 4		3	3
398	0.5	248	247	1/4	1/4	3/8	4	1		1	I64		dcml	Bb	I		I64		I		64						M	0	0	1, 0, 4		0	1
797/2	1.5	249	248	0	0	3/8	4	1		1	viio6		dcml	Bb	I		viio6		vii	o	6						o	0	0	2, -1, 5		5	2
400	1.0	250	249	0	0	3/8	4	1		1	V65		dcml	Bb	I		V65		V		65						Mm7	0	0	5, 2, -1, 1		1	5
401	0.5	250	249	1/4	1/4	3/8	4	1		1	V2		dcml	Bb	I		V2		V		2						Mm7	0	0	-1, 1, 5, 2		1	-1
