quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	harmony_layer	label	regex_match	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
697	3.0	175	175	1/4	1/4	4/4	4	1		1	IV	dcml	a	III		IV		IV							M	1	0	-1, 3, 0		-1	-1
700	4.0	176	176	0	0	4/4	4	1		1	V2	dcml	a	III		V2		V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
704	2.0	177	177	0	0	4/4	4	1		1	I6	dcml	a	III		I6		I		6					M	1	0	4, 1, 0		0	4
706	4.0	177	177	1/2	1/2	4/4	4	1		1	V43/V	dcml	a	III		V43/V		V		43		V			Mm7	1	0	3, 0, 2, 6		2	3
710	1.0	178	178	1/2	1/2	4/4	4	1		1	V6	dcml	a	III		V6		V		6					M	1	0	5, 2, 1		1	5
711	1.0	178	178	3/4	3/4	4/4	4	1		1	V43	dcml	a	III		V43		V		43					Mm7	1	0	2, -1, 1, 5		1	2
712	1.0	179	179	0	0	4/4	4	1		1	I6	dcml	a	III		I6		I		6					M	1	0	4, 1, 0		0	4
713	1.0	179	179	1/4	1/4	4/4	4	1		1	viio/V	dcml	a	III		viio/V		vii	o			V			o	1	0	6, 3, 0		6	6
714	1.0	179	179	1/2	1/2	4/4	4	1		1	V(64)	dcml	a	III		V(64)		V			64				M	1	0	1, 0, 4		1	1
715	1.0	179	179	3/4	3/4	4/4	4	1		1	V7	dcml	a	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
716	1.0	180	180	0	0	4/4	4	1		1	I\\	dcml	a	III		I		I						\\	M	1	0	0, 4, 1		0	0
717	1.0	180	180	1/4	1/4	4/4	4	1		1	viio6/V	dcml	a	III		viio6/V		vii	o	6		V			o	1	0	3, 0, 6		6	3
718	1.0	180	180	1/2	1/2	4/4	4	1		1	V	dcml	a	III		V		V							M	1	0	1, 5, 2		1	1
719	1.0	180	180	3/4	3/4	4/4	4	1		1	V2	dcml	a	III		V2		V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
720	0.75	181	181	0	0	4/4	4	1		1	I6	dcml	a	III		I6		I		6					M	1	0	4, 1, 0		0	4
2883/4	1.25	181	181	3/16	3/16	4/4	4	1		1	I	dcml	a	III		I		I							M	1	0	0, 4, 1		0	0
722	1.0	181	181	1/2	1/2	4/4	4	1		1	V(64)	dcml	a	III		V(64)		V			64				M	1	0	1, 0, 4		1	1
723	1.0	181	181	3/4	3/4	4/4	4	1		1	V7	dcml	a	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
724	0.75	182	182	0	0	4/4	4	1		1	I\\	dcml	a	III		I		I						\\	M	1	0	0, 4, 1		0	0
2899/4	1.25	182	182	3/16	3/16	4/4	4	1		1	viio65	dcml	a	III		viio65		vii	o	65					o7	1	0	2, -1, -4, 5		5	2
726	1.75	182	182	1/2	1/2	4/4	4	1		1	viio7	dcml	a	III		viio7		vii	o	7					o7	1	0	5, 2, -1, -4		5	5
2911/4	0.25	182	182	15/16	15/16	4/4	4	1		1	I	dcml	a	III		I		I							M	1	0	0, 4, 1		0	0
728	2.0	183	183	0	0	4/4	4	1		1	viio7/V	dcml	a	III		viio7/V		vii	o	7		V			o7	1	0	6, 3, 0, -3		6	6
730	2.0	183	183	1/2	1/2	4/4	4	1		1	V	dcml	a	III		V		V							M	1	0	1, 5, 2		1	1
732	0.75	184	184	0	0	4/4	4	1		1	I	dcml	a	III		I		I							M	1	0	0, 4, 1		0	0
2931/4	1.25	184	184	3/16	3/16	4/4	4	1		1	viio7	dcml	a	III		viio7		vii	o	7					o7	1	0	5, 2, -1, -4		5	5
734	1.0	184	184	1/2	1/2	4/4	4	1		1	viio65	dcml	a	III		viio65		vii	o	65					o7	1	0	2, -1, -4, 5		5	2
735	0.75	184	184	3/4	3/4	4/4	4	1		1	viio2	dcml	a	III		viio2		vii	o	2					o7	1	0	-4, 5, 2, -1		5	-4
2943/4	0.25	184	184	15/16	15/16	4/4	4	1		1	I64	dcml	a	III		I64		I		64					M	1	0	1, 0, 4		0	1
736	2.0	185	185	0	0	4/4	4	1		1	viio65/V	dcml	a	III		viio65/V		vii	o	65		V			o7	1	0	3, 0, -3, 6		6	3
738	2.0	185	185	1/2	1/2	4/4	4	1		1	I64	dcml	a	III		I64		I		64					M	1	0	1, 0, 4		0	1
740	2.0	186	186	0	0	4/4	4	1		1	viio7/V	dcml	a	III		viio7/V		vii	o	7		V			o7	1	0	6, 3, 0, -3		6	6
742	2.0	186	186	1/2	1/2	4/4	4	1		1	V7(9)	dcml	a	III		V7(9)		V		7	9				Mm7	1	0	1, 5, 2, -1	3	1	1
744	2.0	187	187	0	0	4/4	4	1		1	viio7/V	dcml	a	III		viio7/V		vii	o	7		V			o7	1	0	6, 3, 0, -3		6	6
746	1.0	187	187	1/2	1/2	4/4	4	1		1	V7(9)	dcml	a	III		V7(9)		V		7	9				Mm7	1	0	1, 5, 2, -1	3	1	1
747	1.0	187	187	3/4	3/4	4/4	4	1		1	V7	dcml	a	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
748	1.0	188	188	0	0	4/4	4	1		1	I\\	dcml	a	III		I		I						\\	M	1	0	0, 4, 1		0	0
749	1.0	188	188	1/4	1/4	4/4	4	1		1	V43/V	dcml	a	III		V43/V		V		43		V			Mm7	1	0	3, 0, 2, 6		2	3
750	1.0	188	188	1/2	1/2	4/4	4	1		1	V(64)	dcml	a	III		V(64)		V			64				M	1	0	1, 0, 4		1	1
751	2.0	188	188	3/4	3/4	4/4	4	1		1	V7	dcml	a	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
753	5.0	189	189	1/4	1/4	4/4	4	1		1	i.#viio7	dcml	a	i		#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
758	1.0	190	190	1/2	1/2	4/4	4	1		1	i	dcml	a	i		i		i							m	1	1	0, -3, 1		0	0
759	6.0	190	190	3/4	3/4	4/4	4	1		1	#viio43/iv	dcml	a	i		#viio43/iv		#vii	o	43		iv			o7	1	1	-2, -5, 4, 1		4	-2
765	1.0	192	192	1/4	1/4	4/4	4	1		1	IV6	dcml	a	i		IV6		IV		6					M	1	1	3, 0, -1		-1	3
766	1.0	192	192	1/2	1/2	4/4	4	1		1	Ger6	dcml	a	i		Ger6	Ger	vii	o	65	b3	V			Ger	1	1	-4, 0, -3, 6		6	-4
767	1.0	192	192	3/4	3/4	4/4	4	1		1	V	dcml	a	i		V		V							M	1	1	1, 5, 2		1	1
768	4.0	193	193	0	0	4/4	4	1		1	#viio7	dcml	a	i		#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
772	4.0	194	194	0	0	4/4	4	1		1	i	dcml	a	i		i		i							m	1	1	0, -3, 1		0	0
776	4.0	195	195	0	0	4/4	4	1		1	Ger6	dcml	a	i		Ger6	Ger	vii	o	65	b3	V			Ger	1	1	-4, 0, -3, 6		6	-4
780	1.0	196	196	0	0	4/4	4	1		1	V(64)	dcml	a	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
781	3.0	196	196	1/4	1/4	4/4	4	1		1	V	dcml	a	i		V		V							M	1	1	1, 5, 2		1	1
784	4.0	197	197	0	0	4/4	4	1		1	viio/V	dcml	a	i		viio/V		vii	o			V			o	1	1	6, 3, 0		6	6
788	1.0	198	198	0	0	4/4	4	1		1	V(9)	dcml	a	i		V(9)		V			9				M	1	1	1, 5, 2	-4	1	1
789	1.0	198	198	1/4	1/4	4/4	4	1		1	V	dcml	a	i		V		V							M	1	1	1, 5, 2		1	1
790	2.0	198	198	1/2	1/2	4/4	4	1		1	V(6)	dcml	a	i		V(6)		V			6				M	1	1	1, 5, -3		1	1
792	4.0	199	199	0	0	4/4	4	1		1	Ger6	dcml	a	i		Ger6	Ger	vii	o	65	b3	V			Ger	1	1	-4, 0, -3, 6		6	-4
796	1.0	200	200	0	0	4/4	4	1		1	V(64)	dcml	a	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
797	3.0	200	200	1/4	1/4	4/4	4	1		1	V	dcml	a	i		V		V							M	1	1	1, 5, 2		1	1
800	4.0	201	201	0	0	4/4	4	1		1	#viio7	dcml	a	i		#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
804	1.0	202	202	0	0	4/4	4	1		1	i(116+2)	dcml	a	i		i(116+2)		i			116+2				m	1	1	0, -3, -4	-1, 2	0	0
805	3.0	202	202	1/4	1/4	4/4	4	1		1	i	dcml	a	i		i		i							m	1	1	0, -3, 1		0	0
808	4.0	203	203	0	0	4/4	4	1		1	VI6	dcml	a	i		VI6		VI		6					M	1	1	0, -3, -4		-4	0
812	1.0	204	204	0	0	4/4	4	1		1	i	dcml	a	i		i		i							m	1	1	0, -3, 1		0	0
813	3.0	204	204	1/4	1/4	4/4	4	1		1	V65	dcml	a	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
816	4.0	205	205	0	0	4/4	4	1		1	V7	dcml	a	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
820	1.0	206	206	0	0	4/4	4	1		1	i6(964)	dcml	a	i		i6(964)		i		6	964				m	1	1	-1, -4, 0	2	0	-1
821	3.0	206	206	1/4	1/4	4/4	4	1		1	i6	dcml	a	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
824	1.0	207	207	0	0	4/4	4	1		1	i6(6)	dcml	a	i		i6(6)		i		6	6				m	1	1	-3, -4, 0		0	-3
825	2.0	207	207	1/4	1/4	4/4	4	1		1	i6(#7b2)	dcml	a	i		i6(#7b2)		i		6	#7b2				m	1	1	-3, 1, -5, 5		0	-3
827	1.0	207	207	3/4	3/4	4/4	4	1		1	V6/iv	dcml	a	i		V6/iv		V		6		iv			M	1	1	4, 1, 0		0	4
828	1.0	208	208	0	0	4/4	4	1		1	iv(4)	dcml	a	i		iv(4)		iv			4				m	1	1	-1, -2, 0		-1	-1
829	1.0	208	208	1/4	1/4	4/4	4	1		1	iv	dcml	a	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
830	1.0	208	208	1/2	1/2	4/4	4	1		1	VII43	dcml	a	i		VII43		VII		43					Mm7	1	1	-1, -4, -2, 2		-2	-1
831	1.0	208	208	3/4	3/4	4/4	4	1		1	bII6	dcml	a	i		bII6		bII		6					M	1	1	-1, -4, -5		-5	-1
832	3.0	209	209	0	0	4/4	4	1		1	III(762)	dcml	a	i		III(762)		III			762				M	1	1	-1, 1, 0	2	-3	-1
835	1.0	209	209	3/4	3/4	4/4	4	1		1	III6	dcml	a	i		III6		III		6					M	1	1	1, -2, -3		-3	1
836	1.75	210	210	0	0	4/4	4	1		1	VI(4)	dcml	a	i		VI(4)		VI			4				M	1	1	-4, 2, -3		-4	-4
3351/4	0.25	210	210	7/16	7/16	4/4	4	1		1	VI	dcml	a	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
838	1.75	210	210	1/2	1/2	4/4	4	1		1	i64(2)	dcml	a	i		i64(2)		i		64	2				m	1	1	1, 2, -3		0	1
3359/4	0.25	210	210	15/16	15/16	4/4	4	1		1	i64	dcml	a	i		i64		i		64					m	1	1	1, 0, -3		0	1
840	1.75	211	211	0	0	4/4	4	1		1	iv7(6)	dcml	a	i		iv7(6)		iv		7	6				mm7	1	1	-1, -4, 2, -3		-1	-1
3367/4	0.25	211	211	7/16	7/16	4/4	4	1		1	iv7	dcml	a	i		iv7		iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
842	1.75	211	211	1/2	1/2	4/4	4	1		1	V6/V	dcml	a	i		V6/V		V		6		V			M	1	1	6, 3, 2		2	6
3375/4	0.25	211	211	15/16	15/16	4/4	4	1		1	V65/V	dcml	a	i		V65/V		V		65		V			Mm7	1	1	6, 3, 0, 2		2	6
844	1.0	212	212	0	0	4/4	4	1		1	VI	dcml	a	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
845	1.0	212	212	1/4	1/4	4/4	4	1		1	v(4)	dcml	a	i		v(4)		v			4				m	1	1	1, 0, 2		1	1
846	1.0	212	212	1/2	1/2	4/4	4	1		1	iv	dcml	a	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
847	1.0	212	212	3/4	3/4	4/4	4	1		1	i6	dcml	a	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
848	1.0	213	213	0	0	4/4	4	1		1	ii7	dcml	a	i		ii7		ii		7					mm7	1	1	2, -1, 3, 0		2	2
849	1.0	213	213	1/4	1/4	4/4	4	1		1	i	dcml	a	i		i		i							m	1	1	0, -3, 1		0	0
850	1.0	213	213	1/2	1/2	4/4	4	1		1	VII	dcml	a	i		VII		VII							M	1	1	-2, 2, -1		-2	-2
851	1.0	213	213	3/4	3/4	4/4	4	1		1	VI	dcml	a	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
852	1.0	214	214	0	0	4/4	4	1		1	V\\	dcml	a	i		V		V						\\	M	1	1	1, 5, 2		1	1
853	3.0	214	214	1/4	1/4	4/4	4	1		1	V	dcml	a	i		V		V							M	1	1	1, 5, 2		1	1
856	2.0	215	215	0	0	4/4	4	1		1	i6	dcml	a	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
858	3.0	215	215	1/2	1/2	4/4	4	1		1	VI6	dcml	a	i		VI6		VI		6					M	1	1	0, -3, -4		-4	0
861	1.0	216	216	1/4	1/4	4/4	4	1		1	#viio7	dcml	a	i		#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
862	2.0	216	216	1/2	1/2	4/4	4	1		1	V43	dcml	a	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
864	1.0	217	217	0	0	4/4	4	1		1	i(94)	dcml	a	i		i(94)		i			94				m	1	1	0, -1, 1	2	0	0
865	3.0	217	217	1/4	1/4	4/4	4	1		1	i	dcml	a	i		i		i							m	1	1	0, -3, 1		0	0
868	0.5	218	218	0	0	4/4	4	1		1	viio43/V	dcml	a	i		viio43/V		vii	o	43		V			o7	1	1	0, -3, 6, 3		6	0
1737/2	0.5	218	218	1/8	1/8	4/4	4	1		1	V6	dcml	a	i		V6		V		6					M	1	1	5, 2, 1		1	5
869	1.0	218	218	1/4	1/4	4/4	4	1		1	i	dcml	a	i		i		i							m	1	1	0, -3, 1		0	0
870	1.5	218	218	1/2	1/2	4/4	4	1		1	V	dcml	a	i		V		V							M	1	1	1, 5, 2		1	1
1743/2	0.5	218	218	7/8	7/8	4/4	4	1		1	viio43/V	dcml	a	i		viio43/V		vii	o	43		V			o7	1	1	0, -3, 6, 3		6	0
872	0.75	219	219	0	0	4/4	4	1		1	viio43/V	dcml	a	i		viio43/V		vii	o	43		V			o7	1	1	0, -3, 6, 3		6	0
3491/4	0.75	219	219	3/16	3/16	4/4	4	1		1	V6	dcml	a	i		V6		V		6					M	1	1	5, 2, 1		1	5
1747/2	1.25	219	219	3/8	3/8	4/4	4	1		1	viio43/V	dcml	a	i		viio43/V		vii	o	43		V			o7	1	1	0, -3, 6, 3		6	0
3499/4	0.75	219	219	11/16	11/16	4/4	4	1		1	V6	dcml	a	i		V6		V		6					M	1	1	5, 2, 1		1	5
1751/2	0.5	219	219	7/8	7/8	4/4	4	1		1	III43	dcml	a	i		III43		III		43					Mm7	1	1	-2, -5, -3, 1		-3	-2
876	0.75	220	220	0	0	4/4	4	1		1	#viio43/iv	dcml	a	i		#viio43/iv		#vii	o	43		iv			o7	1	1	-2, -5, 4, 1		4	-2
3507/4	0.75	220	220	3/16	3/16	4/4	4	1		1	iv6	dcml	a	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
1755/2	1.25	220	220	3/8	3/8	4/4	4	1		1	#viio43/iv	dcml	a	i		#viio43/iv		#vii	o	43		iv			o7	1	1	-2, -5, 4, 1		4	-2
3515/4	0.75	220	220	11/16	11/16	4/4	4	1		1	iv6	dcml	a	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
1759/2	1.25	220	220	7/8	7/8	4/4	4	1		1	#ivo6	dcml	a	i		#ivo6		#iv	o	6					o	1	1	3, 0, 6		6	3
3523/4	0.25	221	221	3/16	3/16	4/4	4	1		1	V	dcml	a	i		V		V							M	1	1	1, 5, 2		1	1
881	0.75	221	221	1/4	1/4	4/4	4	1		1	#iio7	dcml	a	i		#iio7		#ii	o	7					o7	1	1	9, 6, 3, 0		9	9
3527/4	1.0	221	221	7/16	7/16	4/4	4	1		1	V/III	dcml	a	i		V/III		V				III			M	1	1	-2, 2, -1		-2	-2
3531/4	1.0	221	221	11/16	11/16	4/4	4	1		1	viio43/VII	dcml	a	i		viio43/VII		vii	o	43		VII			o7	1	1	-3, -6, 3, 0		3	-3
3535/4	0.25	221	221	15/16	15/16	4/4	4	1		1	V6/III	dcml	a	i		V6/III		V		6		III			M	1	1	2, -1, -2		-2	2
884	0.75	222	222	0	0	4/4	4	1		1	V2/III	dcml	a	i		V2/III		V		2		III			Mm7	1	1	-4, -2, 2, -1		-2	-4
3539/4	1.0	222	222	3/16	3/16	4/4	4	1		1	V7	dcml	a	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
3543/4	0.25	222	222	7/16	7/16	4/4	4	1		1	viio7/V	dcml	a	i		viio7/V		vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
886	0.75	222	222	1/2	1/2	4/4	4	1		1	VI	dcml	a	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
3547/4	1.0	222	222	11/16	11/16	4/4	4	1		1	i64	dcml	a	i		i64		i		64					m	1	1	1, 0, -3		0	1
3551/4	1.25	222	222	15/16	15/16	4/4	4	1		1	V7\\	dcml	a	i		V7		V		7				\\	Mm7	1	1	1, 5, 2, -1		1	1
889	3.0	223	223	1/4	1/4	4/4	4	1		1	I.I64	dcml	a	I		I64		I		64					M	1	0	1, 0, 4		0	1
892	4.0	224	224	0	0	4/4	4	1		1	V7	dcml	a	I		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
896	1.0	225	225	0	0	4/4	4	1		1	I(4)	dcml	a	I		I(4)		I			4				M	1	0	0, -1, 1		0	0
897	1.0	225	225	1/4	1/4	4/4	4	1		1	I	dcml	a	I		I		I							M	1	0	0, 4, 1		0	0
898	1.0	225	225	1/2	1/2	4/4	4	1		1	vi	dcml	a	I		vi		vi							m	1	0	3, 0, 4		3	3
899	2.0	225	225	3/4	3/4	4/4	4	1		1	V6	dcml	a	I		V6		V		6					M	1	0	5, 2, 1		1	5
901	1.0	226	226	1/4	1/4	4/4	4	1		1	V64	dcml	a	I		V64		V		64					M	1	0	2, 1, 5		1	2
902	2.0	226	226	1/2	1/2	4/4	4	1		1	V7/V	dcml	a	I		V7/V		V		7		V			Mm7	1	0	2, 6, 3, 0		2	2
904	0.5	227	227	0	0	4/4	4	1		1	V\\	dcml	a	I		V		V						\\	M	1	0	1, 5, 2		1	1
1809/2	3.5	227	227	1/8	1/8	4/4	4	1		1	V	dcml	a	I		V		V							M	1	0	1, 5, 2		1	1
908	2.0	228	228	0	0	4/4	4	1		1	V65/iv	dcml	a	I		V65/iv		V		65		iv			Mm7	1	0	4, 1, -2, 0		0	4
910	2.0	228	228	1/2	1/2	4/4	4	1		1	I+6	dcml	a	I		I+6		I	+	6					+	1	0	4, 8, 0		0	4
912	2.0	229	229	0	0	4/4	4	1		1	V64/III	dcml	a	I		V64/III		V		64		III			M	1	0	6, 5, 9		5	6
914	2.0	229	229	1/2	1/2	4/4	4	1		1	IV	dcml	a	I		IV		IV							M	1	0	-1, 3, 0		-1	-1
916	1.0	230	230	0	0	4/4	4	1		1	I64	dcml	a	I		I64		I		64					M	1	0	1, 0, 4		0	1
917	1.0	230	230	1/4	1/4	4/4	4	1		1	V6	dcml	a	I		V6		V		6					M	1	0	5, 2, 1		1	5
918	2.0	230	230	1/2	1/2	4/4	4	1		1	V7	dcml	a	I		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
920	2.0	231	231	0	0	4/4	4	1		1	i	dcml	a	I		i		i							m	1	0	0, -3, 1		0	0
922	2.0	231	231	1/2	1/2	4/4	4	1		1	V7	dcml	a	I		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
924	4.0	232	232	0	0	4/4	4	1		1	Ger6	dcml	a	I		Ger6	Ger	vii	o	65	b3	V			Ger	1	0	-4, 0, -3, 6		6	-4
928	1.0	233	233	0	0	4/4	4	1		1	V(4)	dcml	a	I		V(4)		V			4				M	1	0	1, 0, 2		1	1
929	3.0	233	233	1/4	1/4	4/4	4	1		1	V	dcml	a	I		V		V							M	1	0	1, 5, 2		1	1
932	4.0	234	234	0	0	4/4	4	1		1	V65	dcml	a	I		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
936	1.0	235	235	0	0	4/4	4	1		1	i(4)	dcml	a	I		i(4)		i			4				m	1	0	0, -1, 1		0	0
937	3.0	235	235	1/4	1/4	4/4	4	1		1	i	dcml	a	I		i		i							m	1	0	0, -3, 1		0	0
940	4.0	236	236	0	0	4/4	4	1		1	VI	dcml	a	I		VI		VI							M	1	0	3, 7, 4		3	3
944	1.0	237	237	0	0	4/4	4	1		1	V(64)	dcml	a	I		V(64)		V			64				M	1	0	1, 0, 4		1	1
945	6.0	237	237	1/4	1/4	4/4	4	1		1	V	dcml	a	I		V		V							M	1	0	1, 5, 2		1	1
951	1.0	238	238	3/4	3/4	4/4	4	1		1	V7	dcml	a	I		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
952	1.0	239	239	0	0	4/4	4	1		1	i(11)	dcml	a	I		i(11)		i			11				m	1	0	0, -3, 1	-1	0	0
953	2.5	239	239	1/4	1/4	4/4	4	1		1	i	dcml	a	I		i		i							m	1	0	0, -3, 1		0	0
1911/2	0.5	239	239	7/8	7/8	4/4	4	1		1	V7	dcml	a	I		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
956	1.0	240	240	0	0	4/4	4	1		1	i(11)	dcml	a	I		i(11)		i			11				m	1	0	0, -3, 1	-1	0	0
957	2.0	240	240	1/4	1/4	4/4	4	1		1	i	dcml	a	I		i		i							m	1	0	0, -3, 1		0	0
959	1.0	240	240	3/4	3/4	4/4	4	1		1	V7	dcml	a	I		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
960	2.0	241	241	0	0	4/4	4	1		1	iv6	dcml	a	I		iv6		iv		6					m	1	0	-4, 0, -1		-1	-4
962	1.75	241	241	1/2	1/2	4/4	4	1		1	VI(4)	dcml	a	I		VI(4)		VI			4				M	1	0	3, 2, 4		3	3
3855/4	0.25	241	241	15/16	15/16	4/4	4	1		1	VI	dcml	a	I		VI		VI							M	1	0	3, 7, 4		3	3
964	2.0	242	242	0	0	4/4	4	1		1	iv7	dcml	a	I		iv7		iv		7					mm7	1	0	-1, -4, 0, -3		-1	-1
966	1.75	242	242	1/2	1/2	4/4	4	1		1	V(4)	dcml	a	I		V(4)		V			4				M	1	0	1, 0, 2		1	1
3871/4	0.25	242	242	15/16	15/16	4/4	4	1		1	V	dcml	a	I		V		V							M	1	0	1, 5, 2		1	1
968	2.0	243	243	0	0	4/4	4	1		1	#viio7/iv	dcml	a	I		#viio7/iv		#vii	o	7		iv			o7	1	0	4, 1, -2, -5		4	4
970	2.0	243	243	1/2	1/2	4/4	4	1		1	iv	dcml	a	I		iv		iv							m	1	0	-1, -4, 0		-1	-1
972	2.0	244	244	0	0	4/4	4	1		1	V(64)	dcml	a	I		V(64)		V			64				M	1	0	1, 0, 4		1	1
974	2.0	244	244	1/2	1/2	4/4	4	1		1	V	dcml	a	I		V		V							M	1	0	1, 5, 2		1	1
976	2.0	245	245	0	0	4/4	4	1		1	#viio7/iv	dcml	a	I		#viio7/iv		#vii	o	7		iv			o7	1	0	4, 1, -2, -5		4	4
978	2.0	245	245	1/2	1/2	4/4	4	1		1	iv	dcml	a	I		iv		iv							m	1	0	-1, -4, 0		-1	-1
980	3.0	246	246	0	0	4/4	4	1		1	V(64)	dcml	a	I		V(64)		V			64				M	1	0	1, 0, 4		1	1
983	1.0	246	246	3/4	3/4	4/4	4	1		1	V	dcml	a	I		V		V							M	1	0	1, 5, 2		1	1
984	4.0	247	247	0	0	4/4	4	1		1	VI64	dcml	a	I		VI64		VI		64					M	1	0	4, 3, 7		3	4
988	4.0	248	248	0	0	4/4	4	1		1	i	dcml	a	I		i		i							m	1	0	0, -3, 1		0	0
992	5.0	249	249	0	0	4/4	4	1		1	Ger6	dcml	a	I		Ger6	Ger	vii	o	65	b3	V			Ger	1	0	-4, 0, -3, 6		6	-4
997	2.0	250	250	1/4	1/4	4/4	4	1		1	V	dcml	a	I		V		V							M	1	0	1, 5, 2		1	1
999	2.0	250	250	3/4	3/4	4/4	4	1		1	#viio7/iv	dcml	a	I		#viio7/iv		#vii	o	7		iv			o7	1	0	4, 1, -2, -5		4	4
1001	2.0	251	251	1/4	1/4	4/4	4	1		1	IV	dcml	a	I		IV		IV							M	1	0	-1, 3, 0		-1	-1
1003	1.5	251	251	3/4	3/4	4/4	4	1		1	viio7/III	dcml	a	I		viio7/III		vii	o	7		III			o7	1	0	9, 6, 3, 0		9	9
2009/2	2.0	252	252	1/8	1/8	4/4	4	1		1	III	dcml	a	I		III		III							M	1	0	4, 8, 5		4	4
2013/2	2.0	252	252	5/8	5/8	4/4	4	1		1	iio6	dcml	a	I		iio6		ii	o	6					o	1	0	-1, -4, 2		2	-1
2017/2	2.0	253	253	1/8	1/8	4/4	4	1		1	V(64)	dcml	a	I		V(64)		V			64				M	1	0	1, 0, 4		1	1
2021/2	1.5	253	253	5/8	5/8	4/4	4	1		1	V	dcml	a	I		V		V							M	1	0	1, 5, 2		1	1
1012	8.0	254	254	0	0	4/4	4	1		1	V	dcml	a	I		V		V							M	1	0	1, 5, 2		1	1
1020	4.0	256	256	0	0	4/4	4	1		1	V7	dcml	a	I		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
1024	4.0	257	257	0	0	4/4	4	1		1	V	dcml	a	I		V		V							M	1	0	1, 5, 2		1	1
1028	1.0	258	258	0	0	4/4	4	1		1	i	dcml	a	I		i		i							m	1	0	0, -3, 1		0	0
1029	1.0	258	258	1/4	1/4	4/4	4	1		1	V2/iv	dcml	a	I		V2/iv		V		2		iv			Mm7	1	0	-2, 0, 4, 1		0	-2
1030	1.0	258	258	1/2	1/2	4/4	4	1		1	IV6	dcml	a	I		IV6		IV		6					M	1	0	3, 0, -1		-1	3
1031	1.0	258	258	3/4	3/4	4/4	4	1		1	iv6	dcml	a	I		iv6		iv		6					m	1	0	-4, 0, -1		-1	-4
1032	3.0	259	259	0	0	4/4	4	1		1	V(64)	dcml	a	I		V(64)		V			64				M	1	0	1, 0, 4		1	1
1035	1.0	259	259	3/4	3/4	4/4	4	1		1	V	dcml	a	I		V		V							M	1	0	1, 5, 2		1	1
1036	0.5	260	260	0	0	4/4	4	1		1	i\\	dcml	a	I		i		i						\\	m	1	0	0, -3, 1		0	0
2073/2	0.5	260	260	1/8	1/8	4/4	4	1		1	V/iv	dcml	a	I		V/iv		V				iv			M	1	0	0, 4, 1		0	0
1037	1.0	260	260	1/4	1/4	4/4	4	1		1	V2/iv	dcml	a	I		V2/iv		V		2		iv			Mm7	1	0	-2, 0, 4, 1		0	-2
1038	1.0	260	260	1/2	1/2	4/4	4	1		1	IV6	dcml	a	I		IV6		IV		6					M	1	0	3, 0, -1		-1	3
1039	1.0	260	260	3/4	3/4	4/4	4	1		1	iv6	dcml	a	I		iv6		iv		6					m	1	0	-4, 0, -1		-1	-4
1040	3.0	261	261	0	0	4/4	4	1		1	V(64)	dcml	a	I		V(64)		V			64				M	1	0	1, 0, 4		1	1
