quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	harmony_layer	label	regex_match	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
761/2	1.5	96	96	1/8	1/8	4/4	4	1		1	V64	dcml	a	III		V64		V		64					M	1	0	2, 1, 5		1	2
382	0.5	96	96	1/2	1/2	4/4	4	1		1	V	dcml	a	III		V		V							M	1	0	1, 5, 2		1	1
765/2	2.25	96	96	5/8	5/8	4/4	4	1		1	IV	dcml	a	III		IV		IV							M	1	0	-1, 3, 0		-1	-1
1539/4	0.75	97	97	3/16	3/16	4/4	4	1		1	#viio43/ii	dcml	a	III		#viio43/ii		#vii	o	43		ii			o7	1	0	1, -2, 7, 4		7	1
771/2	0.5	97	97	3/8	3/8	4/4	4	1		1	ii6	dcml	a	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
386	0.75	97	97	1/2	1/2	4/4	4	1		1	#viio65/ii	dcml	a	III		#viio65/ii		#vii	o	65		ii			o7	1	0	4, 1, -2, 7		7	4
1547/4	0.75	97	97	11/16	11/16	4/4	4	1		1	viio43	dcml	a	III		viio43		vii	o	43					o7	1	0	-1, -4, 5, 2		5	-1
775/2	0.5	97	97	7/8	7/8	4/4	4	1		1	I6	dcml	a	III		I6		I		6					M	1	0	4, 1, 0		0	4
388	0.75	98	98	0	0	4/4	4	1		1	ii	dcml	a	III		ii		ii							m	1	0	2, -1, 3		2	2
1555/4	0.75	98	98	3/16	3/16	4/4	4	1		1	vi65	dcml	a	III		vi65		vi		65					mm7	1	0	0, 4, 1, 3		3	0
779/2	0.5	98	98	3/8	3/8	4/4	4	1		1	V43	dcml	a	III		V43		V		43					Mm7	1	0	2, -1, 1, 5		1	2
390	0.5	98	98	1/2	1/2	4/4	4	1		1	vi6	dcml	a	III		vi6		vi		6					m	1	0	0, 4, 3		3	0
781/2	0.5	98	98	5/8	5/8	4/4	4	1		1	viio	dcml	a	III		viio		vii	o						o	1	0	5, 2, -1		5	5
391	0.5	98	98	3/4	3/4	4/4	4	1		1	vi	dcml	a	III		vi		vi							m	1	0	3, 0, 4		3	3
783/2	0.5	98	98	7/8	7/8	4/4	4	1		1	V7	dcml	a	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
392	1.0	99	99	0	0	4/4	4	1		1	I64	dcml	a	III		I64		I		64					M	1	0	1, 0, 4		0	1
393	1.0	99	99	1/4	1/4	4/4	4	1		1	I	dcml	a	III		I		I							M	1	0	0, 4, 1		0	0
394	1.0	99	99	1/2	1/2	4/4	4	1		1	I6	dcml	a	III		I6		I		6					M	1	0	4, 1, 0		0	4
395	1.0	99	99	3/4	3/4	4/4	4	1		1	I	dcml	a	III		I		I							M	1	0	0, 4, 1		0	0
396	2.0	100	100	0	0	4/4	4	1		1	vi	dcml	a	III		vi		vi							m	1	0	3, 0, 4		3	3
398	2.0	100	100	1/2	1/2	4/4	4	1		1	vi6	dcml	a	III		vi6		vi		6					m	1	0	0, 4, 3		3	0
400	2.0	101	101	0	0	4/4	4	1		1	iii6	dcml	a	III		iii6		iii		6					m	1	0	1, 5, 4		4	1
402	2.0	101	101	1/2	1/2	4/4	4	1		1	iii64	dcml	a	III		iii64		iii		64					m	1	0	5, 4, 1		4	5
404	1.0	102	102	0	0	4/4	4	1		1	v.iv7	dcml	a	v		iv7		iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
405	1.0	102	102	1/4	1/4	4/4	4	1		1	V65/V	dcml	a	v		V65/V		V		65		V			Mm7	1	1	6, 3, 0, 2		2	6
406	1.0	102	102	1/2	1/2	4/4	4	1		1	V(4)	dcml	a	v		V(4)		V			4				M	1	1	1, 0, 2		1	1
407	1.0	102	102	3/4	3/4	4/4	4	1		1	V	dcml	a	v		V		V							M	1	1	1, 5, 2		1	1
408	4.0	103	103	0	0	4/4	4	1		1	#viio	dcml	a	v		#viio		#vii	o						o	1	1	5, 2, -1		5	5
412	4.0	104	104	0	0	4/4	4	1		1	i	dcml	a	v		i		i							m	1	1	0, -3, 1		0	0
416	4.0	105	105	0	0	4/4	4	1		1	Ger6	dcml	a	v		Ger6	Ger	vii	o	65	b3	V			Ger	1	1	-4, 0, -3, 6		6	-4
420	8.0	106	106	0	0	4/4	4	1		1	V[V	dcml	a	v	V	V		V							M	1	1	1, 5, 2		1	1
428	1.0	108	108	0	0	4/4	4	1		1	i64(94)	dcml	a	v	V	i64(94)		i		64	94				m	1	1	1, 0, -1	2	0	1
429	3.0	108	108	1/4	1/4	4/4	4	1		1	i64	dcml	a	v	V	i64		i		64					m	1	1	1, 0, -3		0	1
432	4.0	109	109	0	0	4/4	4	1		1	VI	dcml	a	v	V	VI		VI							M	1	1	-4, 0, -3		-4	-4
436	1.0	110	110	0	0	4/4	4	1		1	V(64)	dcml	a	v	V	V(64)		V			64				M	1	1	1, 0, -3		1	1
437	3.0	110	110	1/4	1/4	4/4	4	1		1	V]	dcml	a	v	V	V		V							M	1	1	1, 5, 2		1	1
440	2.0	111	111	0	0	4/4	4	1		1	#viio43	dcml	a	v		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
442	2.0	111	111	1/2	1/2	4/4	4	1		1	#viio65	dcml	a	v		#viio65		#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
444	1.0	112	112	0	0	4/4	4	1		1	iv7	dcml	a	v		iv7		iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
445	2.0	112	112	1/4	1/4	4/4	4	1		1	i6	dcml	a	v		i6		i		6					m	1	1	-3, 1, 0		0	-3
447	1.0	112	112	3/4	3/4	4/4	4	1		1	V43(4)	dcml	a	v		V43(4)		V		43	4				Mm7	1	1	2, -1, 1, 0		1	2
448	2.0	113	113	0	0	4/4	4	1		1	i(+6)	dcml	a	v		i(+6)		i			+6				m	1	1	0, -3, 1	-4	0	0
450	2.0	113	113	1/2	1/2	4/4	4	1		1	i6(+6)	dcml	a	v		i6(+6)		i		6	+6				m	1	1	-3, 1, 0	-4	0	-3
452	1.0	114	114	0	0	4/4	4	1		1	i	dcml	a	v		i		i							m	1	1	0, -3, 1		0	0
453	2.0	114	114	1/4	1/4	4/4	4	1		1	V6	dcml	a	v		V6		V		6					M	1	1	5, 2, 1		1	5
455	2.0	114	114	3/4	3/4	4/4	4	1		1	VI7	dcml	a	v		VI7		VI		7					Mm7	1	1	-4, 0, -3, -6		-4	-4
457	2.0	115	115	1/4	1/4	4/4	4	1		1	V	dcml	a	v		V		V							M	1	1	1, 5, 2		1	1
459	2.0	115	115	3/4	3/4	4/4	4	1		1	i	dcml	a	v		i		i							m	1	1	0, -3, 1		0	0
461	2.0	116	116	1/4	1/4	4/4	4	1		1	V6	dcml	a	v		V6		V		6					M	1	1	5, 2, 1		1	5
463	1.0	116	116	3/4	3/4	4/4	4	1		1	viio6/VI	dcml	a	v		viio6/VI		vii	o	6		VI			o	1	1	-2, -5, 1		1	-2
464	1.0	117	117	0	0	4/4	4	1		1	VI7	dcml	a	v		VI7		VI		7					Mm7	1	1	-4, 0, -3, -6		-4	-4
465	2.0	117	117	1/4	1/4	4/4	4	1		1	V	dcml	a	v		V		V							M	1	1	1, 5, 2		1	1
467	1.0	117	117	3/4	3/4	4/4	4	1		1	iv	dcml	a	v		iv		iv							m	1	1	-1, -4, 0		-1	-1
468	1.0	118	118	0	0	4/4	4	1		1	VI43	dcml	a	v		VI43		VI		43					Mm7	1	1	-3, -6, -4, 0		-4	-3
469	1.0	118	118	1/4	1/4	4/4	4	1		1	#viio65	dcml	a	v		#viio65		#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
470	1.0	118	118	1/2	1/2	4/4	4	1		1	VI6	dcml	a	v		VI6		VI		6					M	1	1	0, -3, -4		-4	0
471	1.0	118	118	3/4	3/4	4/4	4	1		1	#viio7	dcml	a	v		#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
472	7.0	119	119	0	0	4/4	4	1		1	#viio65	dcml	a	v		#viio65		#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
479	1.0	120	120	3/4	3/4	4/4	4	1		1	V7	dcml	a	v		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
480	5.0	121	121	0	0	4/4	4	1		1	i	dcml	a	v		i		i							m	1	1	0, -3, 1		0	0
485	3.0	122	122	1/4	1/4	4/4	4	1		1	V6	dcml	a	v		V6		V		6					M	1	1	5, 2, 1		1	5
488	1.0	123	123	0	0	4/4	4	1		1	VI(4#2)	dcml	a	v		VI(4#2)		VI			4#2				M	1	1	-4, 5, 2, -3		-4	-4
489	3.0	123	123	1/4	1/4	4/4	4	1		1	VI	dcml	a	v		VI		VI							M	1	1	-4, 0, -3		-4	-4
492	1.0	124	124	0	0	4/4	4	1		1	V(4)	dcml	a	v		V(4)		V			4				M	1	1	1, 0, 2		1	1
493	3.0	124	124	1/4	1/4	4/4	4	1		1	V	dcml	a	v		V		V							M	1	1	1, 5, 2		1	1
496	4.0	125	125	0	0	4/4	4	1		1	V6	dcml	a	v		V6		V		6					M	1	1	5, 2, 1		1	5
500	1.0	126	126	0	0	4/4	4	1		1	i(11)	dcml	a	v		i(11)		i			11				m	1	1	0, -3, 1	-1	0	0
501	2.0	126	126	1/4	1/4	4/4	4	1		1	i	dcml	a	v		i		i							m	1	1	0, -3, 1		0	0
503	1.0	126	126	3/4	3/4	4/4	4	1		1	ii%2	dcml	a	v		ii%2		ii	%	2					%7	1	1	0, 2, -1, -4		2	0
504	1.0	127	127	0	0	4/4	4	1		1	i6(13)	dcml	a	v		i6(13)		i		6	13				m	1	1	-3, 1, 0	-4	0	-3
505	2.0	127	127	1/4	1/4	4/4	4	1		1	i6	dcml	a	v		i6		i		6					m	1	1	-3, 1, 0		0	-3
507	0.5	127	127	3/4	3/4	4/4	4	1		1	i6(2)	dcml	a	v		i6(2)		i		6	2				m	1	1	-3, 1, 2		0	-3
1015/2	0.5	127	127	7/8	7/8	4/4	4	1		1	V64/iv	dcml	a	v		V64/iv		V		64		iv			M	1	1	1, 0, 4		0	1
508	1.0	128	128	0	0	4/4	4	1		1	iv(11)	dcml	a	v		iv(11)		iv			11				m	1	1	-1, -4, 0	-2	-1	-1
509	1.0	128	128	1/4	1/4	4/4	4	1		1	iv	dcml	a	v		iv		iv							m	1	1	-1, -4, 0		-1	-1
510	2.0	128	128	1/2	1/2	4/4	4	1		1	bII6	dcml	a	v		bII6		bII		6					M	1	1	-1, -4, -5		-5	-1
512	4.0	129	129	0	0	4/4	4	1		1	bII	dcml	a	v		bII		bII							M	1	1	-5, -1, -4		-5	-5
516	1.0	130	130	0	0	4/4	4	1		1	#viio	dcml	a	v		#viio		#vii	o						o	1	1	5, 2, -1		5	5
517	1.0	130	130	1/4	1/4	4/4	4	1		1	#vo2	dcml	a	v		#vo2		#v	o	2					o7	1	1	-1, 8, 5, 2		8	-1
518	1.0	130	130	1/2	1/2	4/4	4	1		1	i64	dcml	a	v		i64		i		64					m	1	1	1, 0, -3		0	1
519	1.0	130	130	3/4	3/4	4/4	4	1		1	V65/V	dcml	a	v		V65/V		V		65		V			Mm7	1	1	6, 3, 0, 2		2	6
520	4.0	131	131	0	0	4/4	4	1		1	V(64)	dcml	a	v		V(64)		V			64				M	1	1	1, 0, -3		1	1
524	3.0	132	132	0	0	4/4	4	1		1	V	dcml	a	v		V		V							M	1	1	1, 5, 2		1	1
527	1.0	132	132	3/4	3/4	4/4	4	1		1	#viio	dcml	a	v		#viio		#vii	o						o	1	1	5, 2, -1		5	5
528	4.0	133	133	0	0	4/4	4	1		1	V7/iv	dcml	a	v		V7/iv		V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
532	4.0	134	134	0	0	4/4	4	1		1	iv.#viio2	dcml	a	iv		#viio2		#vii	o	2					o7	1	1	-4, 5, 2, -1		5	-4
536	1.0	135	135	0	0	4/4	4	1		1	V7	dcml	a	iv		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
537	3.0	135	135	1/4	1/4	4/4	4	1		1	V(64)	dcml	a	iv		V(64)		V			64				M	1	1	1, 0, -3		1	1
540	1.0	136	136	0	0	4/4	4	1		1	V7(94)	dcml	a	iv		V7(94)		V		7	94				Mm7	1	1	1, 0, 2, -1	-4	1	1
541	3.0	136	136	1/4	1/4	4/4	4	1		1	V7(9)	dcml	a	iv		V7(9)		V		7	9				Mm7	1	1	1, 5, 2, -1	-4	1	1
544	1.0	137	137	0	0	4/4	4	1		1	V7	dcml	a	iv		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
545	1.0	137	137	1/4	1/4	4/4	4	1		1	i	dcml	a	iv		i		i							m	1	1	0, -3, 1		0	0
546	1.0	137	137	1/2	1/2	4/4	4	1		1	i6	dcml	a	iv		i6		i		6					m	1	1	-3, 1, 0		0	-3
547	1.0	137	137	3/4	3/4	4/4	4	1		1	VI	dcml	a	iv		VI		VI							M	1	1	-4, 0, -3		-4	-4
548	0.5	138	138	0	0	4/4	4	1		1	V7(4)	dcml	a	iv		V7(4)		V		7	4				Mm7	1	1	1, 0, 2, -1		1	1
1097/2	0.5	138	138	1/8	1/8	4/4	4	1		1	V7	dcml	a	iv		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
549	1.0	138	138	1/4	1/4	4/4	4	1		1	VI	dcml	a	iv		VI		VI							M	1	1	-4, 0, -3		-4	-4
550	1.0	138	138	1/2	1/2	4/4	4	1		1	V7	dcml	a	iv		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
551	1.0	138	138	3/4	3/4	4/4	4	1		1	#viio43	dcml	a	iv		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
552	1.0	139	139	0	0	4/4	4	1		1	V2	dcml	a	iv		V2		V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
553	0.75	139	139	1/4	1/4	4/4	4	1		1	i6(#76)	dcml	a	iv		i6(#76)		i		6	#76				m	1	1	-3, -4, 5		0	-3
2215/4	1.25	139	139	7/16	7/16	4/4	4	1		1	i6	dcml	a	iv		i6		i		6					m	1	1	-3, 1, 0		0	-3
555	1.0	139	139	3/4	3/4	4/4	4	1		1	#viio43	dcml	a	iv		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
556	1.0	140	140	0	0	4/4	4	1		1	i(42)	dcml	a	iv		i(42)		i			42				m	1	1	2, -1, 1		0	2
557	1.0	140	140	1/4	1/4	4/4	4	1		1	i(#76)	dcml	a	iv		i(#76)		i			#76				m	1	1	0, -3, -4	5	0	0
558	1.0	140	140	1/2	1/2	4/4	4	1		1	i	dcml	a	iv		i		i							m	1	1	0, -3, 1		0	0
559	1.0	140	140	3/4	3/4	4/4	4	1		1	i64	dcml	a	iv		i64		i		64					m	1	1	1, 0, -3		0	1
560	4.0	141	141	0	0	4/4	4	1		1	iii.iio64	dcml	a	iii		iio64		ii	o	64					o	1	1	-4, 2, -1		2	-4
564	1.0	142	142	0	0	4/4	4	1		1	V7(4)	dcml	a	iii		V7(4)		V		7	4				Mm7	1	1	1, 0, 2, -1		1	1
565	3.0	142	142	1/4	1/4	4/4	4	1		1	V7	dcml	a	iii		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
568	1.0	143	143	0	0	4/4	4	1		1	#viio2(2)	dcml	a	iii		#viio2(2)		#vii	o	2	2				o7	1	1	-4, 0, 2, -1		5	-4
569	3.0	143	143	1/4	1/4	4/4	4	1		1	#viio2	dcml	a	iii		#viio2		#vii	o	2					o7	1	1	-4, 5, 2, -1		5	-4
572	1.0	144	144	0	0	4/4	4	1		1	V7(4)	dcml	a	iii		V7(4)		V		7	4				Mm7	1	1	1, 0, 2, -1		1	1
573	3.0	144	144	1/4	1/4	4/4	4	1		1	V7	dcml	a	iii		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
576	1.0	145	145	0	0	4/4	4	1		1	III.I(4)	dcml	a	III		I(4)		I			4				M	1	0	0, -1, 1		0	0
577	1.0	145	145	1/4	1/4	4/4	4	1		1	V7	dcml	a	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
578	1.0	145	145	1/2	1/2	4/4	4	1		1	V7(#7)	dcml	a	III		V7(#7)		V		7	#7				Mm7	1	0	1, 5, 2, 6		1	1
579	1.0	145	145	3/4	3/4	4/4	4	1		1	V65	dcml	a	III		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
580	1.0	146	146	0	0	4/4	4	1		1	I(4)	dcml	a	III		I(4)		I			4				M	1	0	0, -1, 1		0	0
581	2.0	146	146	1/4	1/4	4/4	4	1		1	I	dcml	a	III		I		I							M	1	0	0, 4, 1		0	0
583	0.75	146	146	3/4	3/4	4/4	4	1		1	I6(2)	dcml	a	III		I6(2)		I		6	2				M	1	0	4, 1, 2		0	4
2335/4	0.25	146	146	15/16	15/16	4/4	4	1		1	I6	dcml	a	III		I6		I		6					M	1	0	4, 1, 0		0	4
584	1.0	147	147	0	0	4/4	4	1		1	V(4)	dcml	a	III		V(4)		V			4				M	1	0	1, 0, 2		1	1
585	2.0	147	147	1/4	1/4	4/4	4	1		1	V	dcml	a	III		V		V							M	1	0	1, 5, 2		1	1
587	1.5	147	147	3/4	3/4	4/4	4	1		1	V65	dcml	a	III		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
1177/2	2.5	148	148	1/8	1/8	4/4	4	1		1	I	dcml	a	III		I		I							M	1	0	0, 4, 1		0	0
591	1.0	148	148	3/4	3/4	4/4	4	1		1	I6	dcml	a	III		I6		I		6					M	1	0	4, 1, 0		0	4
592	2.0	149	149	0	0	4/4	4	1		1	IV	dcml	a	III		IV		IV							M	1	0	-1, 3, 0		-1	-1
594	3.0	149	149	1/2	1/2	4/4	4	1		1	ii	dcml	a	III		ii		ii							m	1	0	2, -1, 3		2	2
597	2.5	150	150	1/4	1/4	4/4	4	1		1	V	dcml	a	III		V		V							M	1	0	1, 5, 2		1	1
1199/2	1.5	150	150	7/8	7/8	4/4	4	1		1	i.iv6	dcml	a	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
601	3.0	151	151	1/4	1/4	4/4	4	1		1	V\\	dcml	a	i		V		V						\\	M	1	1	1, 5, 2		1	1
604	2.0	152	152	0	0	4/4	4	1		1	i	dcml	a	i		i		i							m	1	1	0, -3, 1		0	0
606	3.0	152	152	1/2	1/2	4/4	4	1		1	VI6	dcml	a	i		VI6		VI		6					M	1	1	0, -3, -4		-4	0
609	1.0	153	153	1/4	1/4	4/4	4	1		1	#viio7	dcml	a	i		#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
610	2.0	153	153	1/2	1/2	4/4	4	1		1	V7	dcml	a	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
612	0.5	154	154	0	0	4/4	4	1		1	i64	dcml	a	i		i64		i		64					m	1	1	1, 0, -3		0	1
1225/2	1.5	154	154	1/8	1/8	4/4	4	1		1	III	dcml	a	i		III		III							M	1	1	-3, 1, -2		-3	-3
614	1.5	154	154	1/2	1/2	4/4	4	1		1	III.viio6(2)/V	dcml	a	III		viio6(2)/V		vii	o	6	2	V			o	1	0	3, 0, 1		6	3
1231/2	0.5	154	154	7/8	7/8	4/4	4	1		1	viio6/V	dcml	a	III		viio6/V		vii	o	6		V			o	1	0	3, 0, 6		6	3
616	1.0	155	155	0	0	4/4	4	1		1	V7(4#2)	dcml	a	III		V7(4#2)		V		7	4#2				Mm7	1	0	1, 10, 0, 2, -1		1	1
617	1.0	155	155	1/4	1/4	4/4	4	1		1	V7	dcml	a	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
618	2.0	155	155	1/2	1/2	4/4	4	1		1	V(64)	dcml	a	III		V(64)		V			64				M	1	0	1, 0, 4		1	1
620	2.75	156	156	0	0	4/4	4	1		1	V7	dcml	a	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
2491/4	0.25	156	156	11/16	11/16	4/4	4	1		1	I	dcml	a	III		I		I							M	1	0	0, 4, 1		0	0
623	0.75	156	156	3/4	3/4	4/4	4	1		1	V2/IV	dcml	a	III		V2/IV		V		2		IV			Mm7	1	0	-2, 0, 4, 1		0	-2
2495/4	1.0	156	156	15/16	15/16	4/4	4	1		1	IV6	dcml	a	III		IV6		IV		6					M	1	0	3, 0, -1		-1	3
2499/4	1.0	157	157	3/16	3/16	4/4	4	1		1	Ger6	dcml	a	III		Ger6	Ger	vii	o	65	b3	V			Ger	1	0	-4, 0, -3, 6		6	-4
2503/4	1.0	157	157	7/16	7/16	4/4	4	1		1	V(64)	dcml	a	III		V(64)		V			64				M	1	0	1, 0, 4		1	1
2507/4	1.0	157	157	11/16	11/16	4/4	4	1		1	viio(#3)/IV	dcml	a	III		viio(#3)/IV		vii	o		#3	IV			o	1	0	4, 8, -2		4	4
2511/4	1.0	157	157	15/16	15/16	4/4	4	1		1	IV	dcml	a	III		IV		IV							M	1	0	-1, 3, 0		-1	-1
2515/4	1.0	158	158	3/16	3/16	4/4	4	1		1	viio43	dcml	a	III		viio43		vii	o	43					o7	1	0	-1, -4, 5, 2		5	-1
2519/4	1.0	158	158	7/16	7/16	4/4	4	1		1	viio7/V	dcml	a	III		viio7/V		vii	o	7		V			o7	1	0	6, 3, 0, -3		6	6
2523/4	1.0	158	158	11/16	11/16	4/4	4	1		1	V(64)	dcml	a	III		V(64)		V			64				M	1	0	1, 0, 4		1	1
2527/4	0.25	158	158	15/16	15/16	4/4	4	1		1	V7	dcml	a	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
632	1.0	159	159	0	0	4/4	4	1		1	I\\	dcml	a	III		I		I						\\	M	1	0	0, 4, 1		0	0
633	3.0	159	159	1/4	1/4	4/4	4	1		1	I	dcml	a	III		I		I							M	1	0	0, 4, 1		0	0
636	5.0	160	160	0	0	4/4	4	1		1	V7	dcml	a	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
641	1.0	161	161	1/4	1/4	4/4	4	1		1	I64	dcml	a	III		I64		I		64					M	1	0	1, 0, 4		0	1
642	2.0	161	161	1/2	1/2	4/4	4	1		1	I6	dcml	a	III		I6		I		6					M	1	0	4, 1, 0		0	4
644	2.0	162	162	0	0	4/4	4	1		1	V43	dcml	a	III		V43		V		43					Mm7	1	0	2, -1, 1, 5		1	2
646	2.0	162	162	1/2	1/2	4/4	4	1		1	V7/V	dcml	a	III		V7/V		V		7		V			Mm7	1	0	2, 6, 3, 0		2	2
648	0.5	163	163	0	0	4/4	4	1		1	V\\	dcml	a	III		V		V						\\	M	1	0	1, 5, 2		1	1
1297/2	3.0	163	163	1/8	1/8	4/4	4	1		1	V	dcml	a	III		V		V							M	1	0	1, 5, 2		1	1
1303/2	0.5	163	163	7/8	7/8	4/4	4	1		1	V7/IV	dcml	a	III		V7/IV		V		7		IV			Mm7	1	0	0, 4, 1, -2		0	0
652	2.0	164	164	0	0	4/4	4	1		1	V65/IV	dcml	a	III		V65/IV		V		65		IV			Mm7	1	0	4, 1, -2, 0		0	4
654	2.0	164	164	1/2	1/2	4/4	4	1		1	V7/vi	dcml	a	III		V7/vi		V		7		vi			Mm7	1	0	4, 8, 5, 2		4	4
656	1.0	165	165	0	0	4/4	4	1		1	IV(4)	dcml	a	III		IV(4)		IV			4				M	1	0	-1, 5, 0		-1	-1
657	3.0	165	165	1/4	1/4	4/4	4	1		1	IV	dcml	a	III		IV		IV							M	1	0	-1, 3, 0		-1	-1
660	2.0	166	166	0	0	4/4	4	1		1	V(64)	dcml	a	III		V(64)		V			64				M	1	0	1, 0, 4		1	1
662	2.0	166	166	1/2	1/2	4/4	4	1		1	V7	dcml	a	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
664	1.5	167	167	0	0	4/4	4	1		1	V(64)	dcml	a	III		V(64)		V			64				M	1	0	1, 0, 4		1	1
1331/2	0.5	167	167	3/8	3/8	4/4	4	1		1	I6	dcml	a	III		I6		I		6					M	1	0	4, 1, 0		0	4
666	0.5	167	167	1/2	1/2	4/4	4	1		1	IV	dcml	a	III		IV		IV							M	1	0	-1, 3, 0		-1	-1
1333/2	1.0	167	167	5/8	5/8	4/4	4	1		1	ii6	dcml	a	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
1335/2	0.5	167	167	7/8	7/8	4/4	4	1		1	viio7	dcml	a	III		viio7		vii	o	7					o7	1	0	5, 2, -1, -4		5	5
668	1.0	168	168	0	0	4/4	4	1		1	I\\	dcml	a	III		I		I						\\	M	1	0	0, 4, 1		0	0
669	1.0	168	168	1/4	1/4	4/4	4	1		1	V7	dcml	a	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
670	1.0	168	168	1/2	1/2	4/4	4	1		1	I	dcml	a	III		I		I							M	1	0	0, 4, 1		0	0
671	1.0	168	168	3/4	3/4	4/4	4	1		1	V65	dcml	a	III		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
672	1.0	169	169	0	0	4/4	4	1		1	I64	dcml	a	III		I64		I		64					M	1	0	1, 0, 4		0	1
673	1.0	169	169	1/4	1/4	4/4	4	1		1	V43	dcml	a	III		V43		V		43					Mm7	1	0	2, -1, 1, 5		1	2
674	1.0	169	169	1/2	1/2	4/4	4	1		1	I	dcml	a	III		I		I							M	1	0	0, 4, 1		0	0
675	1.0	169	169	3/4	3/4	4/4	4	1		1	V7	dcml	a	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
676	4.0	170	170	0	0	4/4	4	1		1	I	dcml	a	III		I		I							M	1	0	0, 4, 1		0	0
680	1.0	171	171	0	0	4/4	4	1		1	vi	dcml	a	III		vi		vi							m	1	0	3, 0, 4		3	3
681	2.0	171	171	1/4	1/4	4/4	4	1		1	IV	dcml	a	III		IV		IV							M	1	0	-1, 3, 0		-1	-1
683	1.0	171	171	3/4	3/4	4/4	4	1		1	V7	dcml	a	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
684	1.0	172	172	0	0	4/4	4	1		1	I\\	dcml	a	III		I		I						\\	M	1	0	0, 4, 1		0	0
685	1.0	172	172	1/4	1/4	4/4	4	1		1	V65	dcml	a	III		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
686	1.0	172	172	1/2	1/2	4/4	4	1		1	I6	dcml	a	III		I6		I		6					M	1	0	4, 1, 0		0	4
687	1.0	172	172	3/4	3/4	4/4	4	1		1	V6	dcml	a	III		V6		V		6					M	1	0	5, 2, 1		1	5
688	1.0	173	173	0	0	4/4	4	1		1	I64	dcml	a	III		I64		I		64					M	1	0	1, 0, 4		0	1
689	1.0	173	173	1/4	1/4	4/4	4	1		1	V2	dcml	a	III		V2		V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
690	1.0	173	173	1/2	1/2	4/4	4	1		1	I6	dcml	a	III		I6		I		6					M	1	0	4, 1, 0		0	4
691	1.0	173	173	3/4	3/4	4/4	4	1		1	V2	dcml	a	III		V2		V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
692	1.0	174	174	0	0	4/4	4	1		1	I	dcml	a	III		I		I							M	1	0	0, 4, 1		0	0
693	1.0	174	174	1/4	1/4	4/4	4	1		1	I6	dcml	a	III		I6		I		6					M	1	0	4, 1, 0		0	4
694	1.0	174	174	1/2	1/2	4/4	4	1		1	vi	dcml	a	III		vi		vi							m	1	0	3, 0, 4		3	3
695	1.0	174	174	3/4	3/4	4/4	4	1		1	I	dcml	a	III		I		I							M	1	0	0, 4, 1		0	0
696	1.0	175	175	0	0	4/4	4	1		1	vi6	dcml	a	III		vi6		vi		6					m	1	0	0, 4, 3		3	0
