quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	harmony_layer	label	regex_match	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
77	1.0	21	20	0	0	2/2	4	1		1	i.V(64)	dcml	c#	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
78	1.0	21	20	1/4	1/4	2/2	4	1		1	Ger6	dcml	c#	i		Ger6	Ger	vii	o	65	b3	V			Ger	1	1	-4, 0, -3, 6		6	-4
79	1.0	21	20	1/2	1/2	2/2	4	1		1	V	dcml	c#	i		V		V							M	1	1	1, 5, 2		1	1
80	1.0	21	20	3/4	3/4	2/2	4	1		1	V2	dcml	c#	i		V2		V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
81	1.0	22	21	0	0	2/2	4	1		1	V2	dcml	c#	i		V2		V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
82	1.0	22	21	1/4	1/4	2/2	4	1		1	I6(7)	dcml	c#	i		I6(7)		I		6	7				M	1	1	4, 1, -2		0	4
83	2.0	22	21	1/2	1/2	2/2	4	1		1	I6	dcml	c#	i		I6		I		6					M	1	1	4, 1, 0		0	4
85	1.0	23	22	0	0	2/2	4	1		1	V65/iv	dcml	c#	i		V65/iv		V		65		iv			Mm7	1	1	4, 1, -2, 0		0	4
86	2.0	23	22	1/4	1/4	2/2	4	1		1	iv(7)	dcml	c#	i		iv(7)		iv			7				m	1	1	-1, -4, 0	-3	-1	-1
88	1.0	23	22	3/4	3/4	2/2	4	1		1	V/vii	dcml	c#	i		V/vii		V				vii			M	1	1	-1, 3, 0		-1	-1
89	2.0	24	23	0	0	2/2	4	1		1	V2/vii	dcml	c#	i		V2/vii		V		2		vii			Mm7	1	1	-3, -1, 3, 0		-1	-3
91	1.0	24	23	1/2	1/2	2/2	4	1		1	vii64	dcml	c#	i		vii64		vii		64					m	1	1	-1, -2, -5		-2	-1
92	1.0	24	23	3/4	3/4	2/2	4	1		1	V/III	dcml	c#	i		V/III		V				III			M	1	1	-2, 2, -1		-2	-2
93	1.0	25	24	0	0	2/2	4	1		1	vo64(2)	dcml	c#	i		vo64(2)		v	o	64	2				o	1	1	-5, -4, -2		1	-5
94	1.0	25	24	1/4	1/4	2/2	4	1		1	vo64	dcml	c#	i		vo64		v	o	64					o	1	1	-5, 1, -2		1	-5
95	1.0	25	24	1/2	1/2	2/2	4	1		1	III.I(42)	dcml	c#	III		I(42)		I			42				M	1	0	2, -1, 1		0	2
96	1.0	25	24	3/4	3/4	2/2	4	1		1	I64	dcml	c#	III		I64		I		64					M	1	0	1, 0, 4		0	1
97	1.0	26	25	0	0	2/2	4	1		1	V65	dcml	c#	III		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
98	1.0	26	25	1/4	1/4	2/2	4	1		1	iii64	dcml	c#	III		iii64		iii		64					m	1	0	5, 4, 1		4	5
99	1.0	26	25	1/2	1/2	2/2	4	1		1	I[I(42)	dcml	c#	III	I	I(42)		I			42				M	1	0	2, -1, 1		0	2
100	1.0	26	25	3/4	3/4	2/2	4	1		1	I	dcml	c#	III	I	I		I							M	1	0	0, 4, 1		0	0
101	1.0	27	26	0	0	2/2	4	1		1	viio64	dcml	c#	III	I	viio64		vii	o	64					o	1	0	-1, 5, 2		5	-1
102	1.0	27	26	1/4	1/4	2/2	4	1		1	I(7)	dcml	c#	III	I	I(7)		I			7				M	1	0	0, 4, 1	5	0	0
103	1.5	27	26	1/2	1/2	2/2	4	1		1	iv]	dcml	c#	III	I	iv		iv							m	1	0	-1, -4, 0		-1	-1
209/2	0.5	27	26	7/8	7/8	2/2	4	1		1	I	dcml	c#	III		I		I							M	1	0	0, 4, 1		0	0
105	2.0	28	27	0	0	2/2	4	1		1	I+6	dcml	c#	III		I+6		I	+	6					+	1	0	4, 8, 0		0	4
107	1.0	28	27	1/2	1/2	2/2	4	1		1	IV	dcml	c#	III		IV		IV							M	1	0	-1, 3, 0		-1	-1
108	1.0	28	27	3/4	3/4	2/2	4	1		1	Fr6/V	dcml	c#	III		Fr6/V	Fr	V		43	b5	V/V			Fr	1	0	-3, 1, 3, 7		3	-3
109	1.0	29	28	0	0	2/2	4	1		1	V/V	dcml	c#	III		V/V		V				V			M	1	0	2, 6, 3		2	2
110	1.0	29	28	1/4	1/4	2/2	4	1		1	V65/V	dcml	c#	III		V65/V		V		65		V			Mm7	1	0	6, 3, 0, 2		2	6
111	1.0	29	28	1/2	1/2	2/2	4	1		1	V	dcml	c#	III		V		V							M	1	0	1, 5, 2		1	1
112	1.0	29	28	3/4	3/4	2/2	4	1		1	V65	dcml	c#	III		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
113	1.0	30	29	0	0	2/2	4	1		1	I	dcml	c#	III		I		I							M	1	0	0, 4, 1		0	0
114	1.0	30	29	1/4	1/4	2/2	4	1		1	V65/IV	dcml	c#	III		V65/IV		V		65		IV			Mm7	1	0	4, 1, -2, 0		0	4
115	1.0	30	29	1/2	1/2	2/2	4	1		1	IV	dcml	c#	III		IV		IV							M	1	0	-1, 3, 0		-1	-1
116	1.0	30	29	3/4	3/4	2/2	4	1		1	vi	dcml	c#	III		vi		vi							m	1	0	3, 0, 4		3	3
117	1.0	31	30	0	0	2/2	4	1		1	viio	dcml	c#	III		viio		vii	o						o	1	0	5, 2, -1		5	5
118	1.0	31	30	1/4	1/4	2/2	4	1		1	vii%65	dcml	c#	III		vii%65		vii	%	65					%7	1	0	2, -1, 3, 5		5	2
119	1.0	31	30	1/2	1/2	2/2	4	1		1	V/vi	dcml	c#	III		V/vi		V				vi			M	1	0	4, 8, 5		4	4
120	1.0	31	30	3/4	3/4	2/2	4	1		1	V65/vi	dcml	c#	III		V65/vi		V		65		vi			Mm7	1	0	8, 5, 2, 4		4	8
121	1.0	32	31	0	0	2/2	4	1		1	vi\\	dcml	c#	III		vi		vi						\\	m	1	0	3, 0, 4		3	3
122	1.0	32	31	1/4	1/4	2/2	4	1		1	I6	dcml	c#	III		I6		I		6					M	1	0	4, 1, 0		0	4
123	1.0	32	31	1/2	1/2	2/2	4	1		1	V64	dcml	c#	III		V64		V		64					M	1	0	2, 1, 5		1	2
124	1.0	32	31	3/4	3/4	2/2	4	1		1	V2/V	dcml	c#	III		V2/V		V		2		V			Mm7	1	0	0, 2, 6, 3		2	0
125	1.0	33	32	0	0	2/2	4	1		1	V6	dcml	c#	III		V6		V		6					M	1	0	5, 2, 1		1	5
126	1.0	33	32	1/4	1/4	2/2	4	1		1	iii	dcml	c#	III		iii		iii							m	1	0	4, 1, 5		4	4
127	1.0	33	32	1/2	1/2	2/2	4	1		1	I	dcml	c#	III		I		I							M	1	0	0, 4, 1		0	0
128	1.0	33	32	3/4	3/4	2/2	4	1		1	V6(+6)	dcml	c#	III		V6(+6)		V		6	+6				M	1	0	5, 2, 1	4	1	5
129	1.0	34	33	0	0	2/2	4	1		1	viio7/V	dcml	c#	III		viio7/V		vii	o	7		V			o7	1	0	6, 3, 0, -3		6	6
130	2.0	34	33	1/4	1/4	2/2	4	1		1	viio2/iii	dcml	c#	III		viio2/iii		vii	o	2		iii			o7	1	0	-7, 2, -1, -4		2	-7
132	1.0	34	33	3/4	3/4	2/2	4	1		1	V2/iii	dcml	c#	III		V2/iii		V		2		iii			Mm7	1	0	3, 5, 9, 6		5	3
133	3.0	35	34	0	0	2/2	4	1		1	iii.i64	dcml	c#	iii		i64		i		64					m	1	1	1, 0, -3		0	1
136	2.0	35	34	3/4	3/4	2/2	4	1		1	V	dcml	c#	iii		V		V							M	1	1	1, 5, 2		1	1
138	1.0	36	35	1/4	1/4	2/2	4	1		1	V7	dcml	c#	iii		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
139	1.0	36	35	1/2	1/2	2/2	4	1		1	VI(6)	dcml	c#	iii		VI(6)		VI			6				M	1	1	-4, 0, -1		-4	-4
140	1.0	36	35	3/4	3/4	2/2	4	1		1	VI	dcml	c#	iii		VI		VI							M	1	1	-4, 0, -3		-4	-4
141	1.0	37	36	0	0	2/2	4	1		1	VII.V[V7(4)	dcml	c#	VII	V	V7(4)		V		7	4				Mm7	1	0	1, 0, 2, -1		1	1
142	2.0	37	36	1/4	1/4	2/2	4	1		1	V7(+b9)	dcml	c#	VII	V	V7(+b9)		V		7	+b9				Mm7	1	0	1, 5, 2, -1	-4	1	1
144	1.0	37	36	3/4	3/4	2/2	4	1		1	I6	dcml	c#	VII	V	I6		I		6					M	1	0	4, 1, 0		0	4
145	1.0	38	37	0	0	2/2	4	1		1	V	dcml	c#	VII	V	V		V							M	1	0	1, 5, 2		1	1
146	1.0	38	37	1/4	1/4	2/2	4	1		1	V7	dcml	c#	VII	V	V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
147	1.0	38	37	1/2	1/2	2/2	4	1		1	I6	dcml	c#	VII	V	I6		I		6					M	1	0	4, 1, 0		0	4
148	1.0	38	37	3/4	3/4	2/2	4	1		1	V43	dcml	c#	VII	V	V43		V		43					Mm7	1	0	2, -1, 1, 5		1	2
149	1.0	39	38	0	0	2/2	4	1		1	I6	dcml	c#	VII	V	I6		I		6					M	1	0	4, 1, 0		0	4
150	1.0	39	38	1/4	1/4	2/2	4	1		1	I64	dcml	c#	VII	V	I64		I		64					M	1	0	1, 0, 4		0	1
151	1.0	39	38	1/2	1/2	2/2	4	1		1	V2]	dcml	c#	VII	V	V2		V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
152	1.0	39	38	3/4	3/4	2/2	4	1		1	I64	dcml	c#	VII		I64		I		64					M	1	0	1, 0, 4		0	1
153	2.0	40	39	0	0	2/2	4	1		1	V43	dcml	c#	VII		V43		V		43					Mm7	1	0	2, -1, 1, 5		1	2
155	1.0	40	39	1/2	1/2	2/2	4	1		1	I6	dcml	c#	VII		I6		I		6					M	1	0	4, 1, 0		0	4
156	1.0	40	39	3/4	3/4	2/2	4	1		1	V7	dcml	c#	VII		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
157	2.0	41	40	0	0	2/2	4	1		1	I6	dcml	c#	VII		I6		I		6					M	1	0	4, 1, 0		0	4
159	1.0	41	40	1/2	1/2	2/2	4	1		1	V2	dcml	c#	VII		V2		V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
160	1.0	41	40	3/4	3/4	2/2	4	1		1	I6	dcml	c#	VII		I6		I		6					M	1	0	4, 1, 0		0	4
161	1.0	42	41	0	0	2/2	4	1		1	iii.V	dcml	c#	iii		V		V							M	1	1	1, 5, 2		1	1
162	1.0	42	41	1/4	1/4	2/2	4	1		1	V7	dcml	c#	iii		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
163	1.0	42	41	1/2	1/2	2/2	4	1		1	V(64)	dcml	c#	iii		V(64)		V			64				M	1	1	1, 0, -3		1	1
164	1.0	42	41	3/4	3/4	2/2	4	1		1	V	dcml	c#	iii		V		V							M	1	1	1, 5, 2		1	1
165	4.0	43	42	0	0	2/2	4	1		1	i	dcml	c#	iii		i		i							m	1	1	0, -3, 1		0	0
169	3.0	44	43	0	0	2/2	4	1		1	V	dcml	c#	iii		V		V							M	1	1	1, 5, 2		1	1
172	1.0	44	43	3/4	3/4	2/2	4	1		1	biii.i	dcml	c#	biii		i		i							m	1	1	0, -3, 1		0	0
173	4.0	45	44	0	0	2/2	4	1		1	V7	dcml	c#	biii		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
177	4.0	46	45	0	0	2/2	4	1		1	i	dcml	c#	biii		i		i							m	1	1	0, -3, 1		0	0
181	2.0	47	46	0	0	2/2	4	1		1	V64	dcml	c#	biii		V64		V		64					M	1	1	2, 1, 5		1	2
183	1.0	47	46	1/2	1/2	2/2	4	1		1	I(4)	dcml	c#	biii		I(4)		I			4				M	1	1	0, -1, 1		0	0
184	1.0	47	46	3/4	3/4	2/2	4	1		1	I	dcml	c#	biii		I		I							M	1	1	0, 4, 1		0	0
185	2.0	48	47	0	0	2/2	4	1		1	vi/I	dcml	c#	biii		vi/I		vi				I			m	1	1	3, 0, 4		3	3
187	2.0	48	47	1/2	1/2	2/2	4	1		1	IV6/I	dcml	c#	biii		IV6/I		IV		6		I			M	1	1	3, 0, -1		-1	3
189	2.0	49	48	0	0	2/2	4	1		1	bbII.iii	dcml	c#	bbII		iii		iii							m	1	0	4, 1, 5		4	4
191	1.0	49	48	1/2	1/2	2/2	4	1		1	I(4)	dcml	c#	bbII		I(4)		I			4				M	1	0	0, -1, 1		0	0
192	1.0	49	48	3/4	3/4	2/2	4	1		1	I	dcml	c#	bbII		I		I							M	1	0	0, 4, 1		0	0
193	2.0	50	49	0	0	2/2	4	1		1	bbV.iii64	dcml	c#	bbV		iii64		iii		64					m	1	0	5, 4, 1		4	5
195	1.0	50	49	1/2	1/2	2/2	4	1		1	I(42)	dcml	c#	bbV		I(42)		I			42				M	1	0	2, -1, 1		0	2
196	1.0	50	49	3/4	3/4	2/2	4	1		1	I64	dcml	c#	bbV		I64		I		64					M	1	0	1, 0, 4		0	1
197	2.0	51	50	0	0	2/2	4	1		1	V6	dcml	c#	bbV		V6		V		6					M	1	0	5, 2, 1		1	5
199	1.0	51	50	1/2	1/2	2/2	4	1		1	I	dcml	c#	bbV		I		I							M	1	0	0, 4, 1		0	0
200	0.5	51	50	3/4	3/4	2/2	4	1		1	vi	dcml	c#	bbV		vi		vi							m	1	0	3, 0, 4		3	3
401/2	0.5	51	50	7/8	7/8	2/2	4	1		1	bVI.V	dcml	c#	bVI		V		V							M	1	0	1, 5, 2		1	1
201	2.0	52	51	0	0	2/2	4	1		1	V6	dcml	c#	bVI		V6		V		6					M	1	0	5, 2, 1		1	5
203	1.0	52	51	1/2	1/2	2/2	4	1		1	I	dcml	c#	bVI		I		I							M	1	0	0, 4, 1		0	0
204	0.5	52	51	3/4	3/4	2/2	4	1		1	vi	dcml	c#	bVI		vi		vi							m	1	0	3, 0, 4		3	3
409/2	0.5	52	51	7/8	7/8	2/2	4	1		1	bvii.V	dcml	c#	bvii		V		V							M	1	1	1, 5, 2		1	1
205	2.0	53	52	0	0	2/2	4	1		1	V6	dcml	c#	bvii		V6		V		6					M	1	1	5, 2, 1		1	5
207	1.0	53	52	1/2	1/2	2/2	4	1		1	i	dcml	c#	bvii		i		i							m	1	1	0, -3, 1		0	0
208	0.5	53	52	3/4	3/4	2/2	4	1		1	vi	dcml	c#	bvii		vi		vi							m	1	1	-4, -7, -3		-4	-4
417/2	0.5	53	52	7/8	7/8	2/2	4	1		1	VII.V	dcml	c#	VII		V		V							M	1	0	1, 5, 2		1	1
209	2.0	54	53	0	0	2/2	4	1		1	V6	dcml	c#	VII		V6		V		6					M	1	0	5, 2, 1		1	5
211	1.5	54	53	1/2	1/2	2/2	4	1		1	I(4)	dcml	c#	VII		I(4)		I			4				M	1	0	0, -1, 1		0	0
425/2	0.5	54	53	7/8	7/8	2/2	4	1		1	I	dcml	c#	VII		I		I							M	1	0	0, 4, 1		0	0
213	2.0	55	54	0	0	2/2	4	1		1	vi(2)	dcml	c#	VII		vi(2)		vi			2				m	1	0	5, 0, 4		3	5
215	1.0	55	54	1/2	1/2	2/2	4	1		1	vi	dcml	c#	VII		vi		vi							m	1	0	3, 0, 4		3	3
216	0.5	55	54	3/4	3/4	2/2	4	1		1	V/ii	dcml	c#	VII		V/ii		V				ii			M	1	0	3, 7, 4		3	3
433/2	0.5	55	54	7/8	7/8	2/2	4	1		1	V2/ii	dcml	c#	VII		V2/ii		V		2		ii			Mm7	1	0	1, 3, 7, 4		3	1
217	1.0	56	55	0	0	2/2	4	1		1	ii6	dcml	c#	VII		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
218	1.0	56	55	1/4	1/4	2/2	4	1		1	ii64	dcml	c#	VII		ii64		ii		64					m	1	0	3, 2, -1		2	3
219	2.0	56	55	1/2	1/2	2/2	4	1		1	V(64)	dcml	c#	VII		V(64)		V			64				M	1	0	1, 0, 4		1	1
221	1.0	57	56	0	0	2/2	4	1		1	I6	dcml	c#	VII		I6		I		6					M	1	0	4, 1, 0		0	4
222	1.0	57	56	1/4	1/4	2/2	4	1		1	V43/IV	dcml	c#	VII		V43/IV		V		43		IV			Mm7	1	0	1, -2, 0, 4		0	1
223	1.0	57	56	1/2	1/2	2/2	4	1		1	bVII64	dcml	c#	VII		bVII64		bVII		64					M	1	0	-1, -2, 2		-2	-1
224	1.0	57	56	3/4	3/4	2/2	4	1		1	ii6	dcml	c#	VII		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
225	1.0	58	57	0	0	2/2	4	1		1	ii	dcml	c#	VII		ii		ii							m	1	0	2, -1, 3		2	2
226	1.0	58	57	1/4	1/4	2/2	4	1		1	ii6	dcml	c#	VII		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
227	1.0	58	57	1/2	1/2	2/2	4	1		1	iii	dcml	c#	VII		iii		iii							m	1	0	4, 1, 5		4	4
228	1.0	58	57	3/4	3/4	2/2	4	1		1	V43/IV	dcml	c#	VII		V43/IV		V		43		IV			Mm7	1	0	1, -2, 0, 4		0	1
229	1.0	59	58	0	0	2/2	4	1		1	IV	dcml	c#	VII		IV		IV							M	1	0	-1, 3, 0		-1	-1
230	1.0	59	58	1/4	1/4	2/2	4	1		1	ii43	dcml	c#	VII		ii43		ii		43					mm7	1	0	3, 0, 2, -1		2	3
231	1.0	59	58	1/2	1/2	2/2	4	1		1	v	dcml	c#	VII		v		v							m	1	0	1, -2, 2		1	1
232	1.0	59	58	3/4	3/4	2/2	4	1		1	v6	dcml	c#	VII		v6		v		6					m	1	0	-2, 2, 1		1	-2
233	1.0	60	59	0	0	2/2	4	1		1	vi	dcml	c#	VII		vi		vi							m	1	0	3, 0, 4		3	3
234	1.0	60	59	1/4	1/4	2/2	4	1		1	V43/bVII	dcml	c#	VII		V43/bVII		V		43		bVII			Mm7	1	0	0, -3, -1, 3		-1	0
235	1.0	60	59	1/2	1/2	2/2	4	1		1	bVII	dcml	c#	VII		bVII		bVII							M	1	0	-2, 2, -1		-2	-2
236	1.0	60	59	3/4	3/4	2/2	4	1		1	bVII6	dcml	c#	VII		bVII6		bVII		6					M	1	0	2, -1, -2		-2	2
237	1.0	61	60	0	0	2/2	4	1		1	VI.ii	dcml	c#	VI		ii		ii							m	1	0	2, -1, 3		2	2
238	1.0	61	60	1/4	1/4	2/2	4	1		1	viio43	dcml	c#	VI		viio43		vii	o	43					o7	1	0	-1, -4, 5, 2		5	-1
239	1.0	61	60	1/2	1/2	2/2	4	1		1	V65/VI	dcml	c#	VI		V65/VI		V		65		VI			Mm7	1	0	8, 5, 2, 4		4	8
