quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	harmony_layer	label	regex_match	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
315	1.5	107	106	0	0	6/8	4	1		1	V2	dcml	A	IV		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
633/2	1.5	107	106	3/8	3/8	6/8	4	1		1	V7	dcml	A	IV		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
318	3.0	108	107	0	0	6/8	4	1		1	i\\	dcml	A	IV		i	i						\\	m	0	0	0, -3, 1		0	0
321	1.5	109	108	0	0	6/8	4	1		1	iv.iv	dcml	A	iv		iv	iv							m	0	1	-1, -4, 0		-1	-1
645/2	0.5	109	108	3/8	3/8	6/8	4	1		1	V	dcml	A	iv		V	V							M	0	1	1, 5, 2		1	1
323	1.0	109	108	1/2	1/2	6/8	4	1		1	V6	dcml	A	iv		V6	V		6					M	0	1	5, 2, 1		1	5
324	1.5	110	109	0	0	6/8	4	1		1	vi	dcml	A	iv		vi	vi							m	0	1	-4, -7, -3		-4	-4
651/2	0.5	110	109	3/8	3/8	6/8	4	1		1	V6	dcml	A	iv		V6	V		6					M	0	1	5, 2, 1		1	5
326	1.0	110	109	1/2	1/2	6/8	4	1		1	V64	dcml	A	iv		V64	V		64					M	0	1	2, 1, 5		1	2
327	0.5	111	110	0	0	6/8	4	1		1	i	dcml	A	iv		i	i							m	0	1	0, -3, 1		0	0
655/2	1.0	111	110	1/8	1/8	6/8	4	1		1	i6	dcml	A	iv		i6	i		6					m	0	1	-3, 1, 0		0	-3
657/2	0.5	111	110	3/8	3/8	6/8	4	1		1	V43	dcml	A	iv		V43	V		43					Mm7	0	1	2, -1, 1, 5		1	2
329	1.0	111	110	1/2	1/2	6/8	4	1		1	V2	dcml	A	iv		V2	V		2					Mm7	0	1	-1, 1, 5, 2		1	-1
330	1.5	112	111	0	0	6/8	4	1		1	i	dcml	A	iv		i	i							m	0	1	0, -3, 1		0	0
663/2	1.5	112	111	3/8	3/8	6/8	4	1		1	i2	dcml	A	iv		i2	i		2					mm7	0	1	-2, 0, -3, 1		0	-2
333	1.5	113	112	0	0	6/8	4	1		1	VI	dcml	A	iv		VI	VI							M	0	1	-4, 0, -3		-4	-4
669/2	1.5	113	112	3/8	3/8	6/8	4	1		1	i64	dcml	A	iv		i64	i		64					m	0	1	1, 0, -3		0	1
336	6.0	114	113	0	0	6/8	4	1		1	viio7/V	dcml	A	iv		viio7/V	vii	o	7		V			o7	0	1	6, 3, 0, -3		6	6
342	1.5	116	115	0	0	6/8	4	1		1	i.i	dcml	A	i		i	i							m	0	1	0, -3, 1		0	0
687/2	1.5	116	115	3/8	3/8	6/8	4	1		1	i2	dcml	A	i		i2	i		2					mm7	0	1	-2, 0, -3, 1		0	-2
345	1.5	117	116	0	0	6/8	4	1		1	VI	dcml	A	i		VI	VI							M	0	1	-4, 0, -3		-4	-4
693/2	1.5	117	116	3/8	3/8	6/8	4	1		1	i64	dcml	A	i		i64	i		64					m	0	1	1, 0, -3		0	1
348	6.0	118	117	0	0	6/8	4	1		1	viio7/V	dcml	A	i		viio7/V	vii	o	7		V			o7	0	1	6, 3, 0, -3		6	6
354	1.5	120	119	0	0	6/8	4	1		1	V	dcml	A	i		V	V							M	0	1	1, 5, 2		1	1
711/2	1.5	120	119	3/8	3/8	6/8	4	1		1	V2	dcml	A	i		V2	V		2					Mm7	0	1	-1, 1, 5, 2		1	-1
357	1.5	121	120	0	0	6/8	4	1		1	i6	dcml	A	i		i6	i		6					m	0	1	-3, 1, 0		0	-3
717/2	1.5	121	120	3/8	3/8	6/8	4	1		1	V64	dcml	A	i		V64	V		64					M	0	1	2, 1, 5		1	2
360	3.0	122	121	0	0	6/8	4	1		1	i6	dcml	A	i		i6	i		6					m	0	1	-3, 1, 0		0	-3
363	1.5	123	122	0	0	6/8	4	1		1	V43	dcml	A	i		V43	V		43					Mm7	0	1	2, -1, 1, 5		1	2
729/2	1.5	123	122	3/8	3/8	6/8	4	1		1	i	dcml	A	i		i	i							m	0	1	0, -3, 1		0	0
366	1.5	124	123	0	0	6/8	4	1		1	V	dcml	A	i		V	V							M	0	1	1, 5, 2		1	1
735/2	1.5	124	123	3/8	3/8	6/8	4	1		1	V2	dcml	A	i		V2	V		2					Mm7	0	1	-1, 1, 5, 2		1	-1
369	1.5	125	124	0	0	6/8	4	1		1	i6	dcml	A	i		i6	i		6					m	0	1	-3, 1, 0		0	-3
741/2	1.5	125	124	3/8	3/8	6/8	4	1		1	V64	dcml	A	i		V64	V		64					M	0	1	2, 1, 5		1	2
372	3.0	126	125	0	0	6/8	4	1		1	i6	dcml	A	i		i6	i		6					m	0	1	-3, 1, 0		0	-3
375	1.5	127	126	0	0	6/8	4	1		1	V43	dcml	A	i		V43	V		43					Mm7	0	1	2, -1, 1, 5		1	2
753/2	1.5	127	126	3/8	3/8	6/8	4	1		1	i	dcml	A	i		i	i							m	0	1	0, -3, 1		0	0
378	4.5	128	127	0	0	6/8	4	1		1	V\\	dcml	A	i		V	V						\\	M	0	1	1, 5, 2		1	1
765/2	1.0	129	128	3/8	3/8	6/8	4	1		1	I.V43/ii	dcml	A	I		V43/ii	V		43		ii			Mm7	0	0	4, 1, 3, 7		3	4
767/2	0.5	129	128	5/8	5/8	6/8	4	1		1	ii	dcml	A	I		ii	ii							m	0	0	2, -1, 3		2	2
384	3.0	130	129	0	0	6/8	4	1		1	V65/ii	dcml	A	I		V65/ii	V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
387	1.5	131	130	0	0	6/8	4	1		1	ii6	dcml	A	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
777/2	1.5	131	130	3/8	3/8	6/8	4	1		1	ii	dcml	A	I		ii	ii							m	0	0	2, -1, 3		2	2
390	3.0	132	131	0	0	6/8	4	1		1	V65	dcml	A	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
393	3.0	133	132	0	0	6/8	4	1		1	I	dcml	A	I		I	I							M	0	0	0, 4, 1		0	0
396	1.0	134	133	0	0	6/8	4	1		1	IV(94)	dcml	A	I		IV(94)	IV			94				M	0	0	-1, 5, 0	1	-1	-1
397	2.0	134	133	1/4	1/4	6/8	4	1		1	IV	dcml	A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
399	3.0	135	134	0	0	6/8	4	1		1	V(64)	dcml	A	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
402	3.0	136	135	0	0	6/8	4	1		1	V7	dcml	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
405	3.0	137	136	0	0	6/8	4	1		1	I\\	dcml	A	I		I	I						\\	M	0	0	0, 4, 1		0	0
408	9.0	138	137	0	0	6/8	4	1		1	I	dcml	A	I		I	I							M	0	0	0, 4, 1		0	0
417	3.0	141	140	0	0	6/8	4	1		1	I[IV	dcml	A	I	I	IV	IV							M	0	0	-1, 3, 0		-1	-1
420	4.5	142	141	0	0	6/8	4	1		1	V2	dcml	A	I	I	V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
849/2	3.0	143	142	3/8	3/8	6/8	4	1		1	I6	dcml	A	I	I	I6	I		6					M	0	0	4, 1, 0		0	4
855/2	1.5	144	143	3/8	3/8	6/8	4	1		1	viio6/IV	dcml	A	I	I	viio6/IV	vii	o	6		IV			o	0	0	1, -2, 4		4	1
429	3.0	145	144	0	0	6/8	4	1		1	IV	dcml	A	I	I	IV	IV							M	0	0	-1, 3, 0		-1	-1
432	1.5	146	145	0	0	6/8	4	1		1	V2	dcml	A	I	I	V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
867/2	1.5	146	145	3/8	3/8	6/8	4	1		1	viio6	dcml	A	I	I	viio6	vii	o	6					o	0	0	2, -1, 5		5	2
435	3.0	147	146	0	0	6/8	4	1		1	I6]	dcml	A	I	I	I6	I		6					M	0	0	4, 1, 0		0	4
438	3.0	148	147	0	0	6/8	4	1		1	V7	dcml	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
441	3.0	149	148	0	0	6/8	4	1		1	I6	dcml	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
444	1.5	150	149	0	0	6/8	4	1		1	IV	dcml	A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
891/2	1.5	150	149	3/8	3/8	6/8	4	1		1	V	dcml	A	I		V	V							M	0	0	1, 5, 2		1	1
447	3.0	151	150	0	0	6/8	4	1		1	I\\	dcml	A	I		I	I						\\	M	0	0	0, 4, 1		0	0
450	1.5	152	151	0	0	6/8	4	1		1	IV6	dcml	A	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
903/2	1.5	152	151	3/8	3/8	6/8	4	1		1	bVII	dcml	A	I		bVII	bVII							M	0	0	-2, 2, -1		-2	-2
453	1.5	153	152	0	0	6/8	4	1		1	viio	dcml	A	I		viio	vii	o						o	0	0	5, 2, -1		5	5
909/2	1.5	153	152	3/8	3/8	6/8	4	1		1	IV64	dcml	A	I		IV64	IV		64					M	0	0	0, -1, 3		-1	0
456	1.5	154	153	0	0	6/8	4	1		1	bII	dcml	A	I		bII	bII							M	0	0	-5, -1, -4		-5	-5
915/2	1.5	154	153	3/8	3/8	6/8	4	1		1	V6/bIII	dcml	A	I		V6/bIII	V		6		bIII			M	0	0	2, -1, -2		-2	2
459	1.5	155	154	0	0	6/8	4	1		1	V65/bIII	dcml	A	I		V65/bIII	V		65		bIII			Mm7	0	0	2, -1, -4, -2		-2	2
921/2	1.5	155	154	3/8	3/8	6/8	4	1		1	bIII	dcml	A	I		bIII	bIII							M	0	0	-3, 1, -2		-3	-3
462	1.5	156	155	0	0	6/8	4	1		1	V64	dcml	A	I		V64	V		64					M	0	0	2, 1, 5		1	2
927/2	1.5	156	155	3/8	3/8	6/8	4	1		1	bIII	dcml	A	I		bIII	bIII							M	0	0	-3, 1, -2		-3	-3
465	1.5	157	156	0	0	6/8	4	1		1	V7/IV	dcml	A	I		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
933/2	1.5	157	156	3/8	3/8	6/8	4	1		1	iv	dcml	A	I		iv	iv							m	0	0	-1, -4, 0		-1	-1
468	1.5	158	157	0	0	6/8	4	1		1	viio7/V	dcml	A	I		viio7/V	vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
939/2	1.5	158	157	3/8	3/8	6/8	4	1		1	i64	dcml	A	I		i64	i		64					m	0	0	1, 0, -3		0	1
471	1.5	159	158	0	0	6/8	4	1		1	bVI	dcml	A	I		bVI	bVI							M	0	0	-4, 0, -3		-4	-4
945/2	1.5	159	158	3/8	3/8	6/8	4	1		1	viio7/V	dcml	A	I		viio7/V	vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
474	1.5	160	159	0	0	6/8	4	1		1	V	dcml	A	I		V	V							M	0	0	1, 5, 2		1	1
951/2	1.5	160	159	3/8	3/8	6/8	4	1		1	V2	dcml	A	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
477	1.5	161	160	0	0	6/8	4	1		1	I6	dcml	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
957/2	1.0	161	160	3/8	3/8	6/8	4	1		1	I	dcml	A	I		I	I							M	0	0	0, 4, 1		0	0
959/2	0.5	161	160	5/8	5/8	6/8	4	1		1	V7/V	dcml	A	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
480	1.5	162	161	0	0	6/8	4	1		1	V	dcml	A	I		V	V							M	0	0	1, 5, 2		1	1
963/2	0.5	162	161	3/8	3/8	6/8	4	1		1	V2	dcml	A	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
482	1.0	162	161	1/2	1/2	6/8	4	1		1	V43	dcml	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
483	1.5	163	162	0	0	6/8	4	1		1	I6	dcml	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
969/2	1.0	163	162	3/8	3/8	6/8	4	1		1	I	dcml	A	I		I	I							M	0	0	0, 4, 1		0	0
971/2	0.5	163	162	5/8	5/8	6/8	4	1		1	V7/V	dcml	A	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
486	3.0	164	163	0	0	6/8	4	1		1	V	dcml	A	I		V	V							M	0	0	1, 5, 2		1	1
489	2.5	165	164	0	0	6/8	4	1		1	V\\	dcml	A	I		V	V						\\	M	0	0	1, 5, 2		1	1
983/2	0.5	165	164	5/8	5/8	6/8	4	1		1	i.V	dcml	A	i		V	V							M	0	1	1, 5, 2		1	1
492	1.5	166	165	0	0	6/8	4	1		1	i6	dcml	A	i		i6	i		6					m	0	1	-3, 1, 0		0	-3
987/2	1.5	166	165	3/8	3/8	6/8	4	1		1	i	dcml	A	i		i	i							m	0	1	0, -3, 1		0	0
495	1.5	167	166	0	0	6/8	4	1		1	VI	dcml	A	i		VI	VI							M	0	1	-4, 0, -3		-4	-4
993/2	1.5	167	166	3/8	3/8	6/8	4	1		1	V	dcml	A	i		V	V							M	0	1	1, 5, 2		1	1
498	1.0	168	167	0	0	6/8	4	1		1	i6	dcml	A	i		i6	i		6					m	0	1	-3, 1, 0		0	-3
499	0.5	168	167	1/4	1/4	6/8	4	1		1	V64	dcml	A	i		V64	V		64					M	0	1	2, 1, 5		1	2
999/2	1.0	168	167	3/8	3/8	6/8	4	1		1	i	dcml	A	i		i	i							m	0	1	0, -3, 1		0	0
1001/2	0.5	168	167	5/8	5/8	6/8	4	1		1	V65	dcml	A	i		V65	V		65					Mm7	0	1	5, 2, -1, 1		1	5
501	1.0	169	168	0	0	6/8	4	1		1	i(94)	dcml	A	i		i(94)	i			94				m	0	1	0, -1, 1	2	0	0
502	0.5	169	168	1/4	1/4	6/8	4	1		1	viio7/V	dcml	A	i		viio7/V	vii	o	7		V			o7	0	1	6, 3, 0, -3		6	6
1005/2	1.5	169	168	3/8	3/8	6/8	4	1		1	V\\	dcml	A	i		V	V						\\	M	0	1	1, 5, 2		1	1
504	1.0	170	169	0	0	6/8	4	1		1	i	dcml	A	i		i	i							m	0	1	0, -3, 1		0	0
505	0.5	170	169	1/4	1/4	6/8	4	1		1	V43	dcml	A	i		V43	V		43					Mm7	0	1	2, -1, 1, 5		1	2
1011/2	1.0	170	169	3/8	3/8	6/8	4	1		1	i6	dcml	A	i		i6	i		6					m	0	1	-3, 1, 0		0	-3
1013/2	0.5	170	169	5/8	5/8	6/8	4	1		1	V65/iv	dcml	A	i		V65/iv	V		65		iv			Mm7	0	1	4, 1, -2, 0		0	4
507	1.0	171	170	0	0	6/8	4	1		1	iv	dcml	A	i		iv	iv							m	0	1	-1, -4, 0		-1	-1
508	0.5	171	170	1/4	1/4	6/8	4	1		1	V43/iv	dcml	A	i		V43/iv	V		43		iv			Mm7	0	1	1, -2, 0, 4		0	1
1017/2	1.0	171	170	3/8	3/8	6/8	4	1		1	iv6	dcml	A	i		iv6	iv		6					m	0	1	-4, 0, -1		-1	-4
1019/2	0.5	171	170	5/8	5/8	6/8	4	1		1	bIII.vii%7	dcml	A	bIII		vii%7	vii	%	7					%7	0	0	5, 2, -1, 3		5	5
510	1.0	172	171	0	0	6/8	4	1		1	I	dcml	A	bIII		I	I							M	0	0	0, 4, 1		0	0
511	0.5	172	171	1/4	1/4	6/8	4	1		1	ii6	dcml	A	bIII		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
1023/2	1.5	172	171	3/8	3/8	6/8	4	1		1	V7	dcml	A	bIII		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
513	1.5	173	172	0	0	6/8	4	1		1	I(974)	dcml	A	bIII		I(974)	I			974				M	0	0	0, -1, 1	2, 5	0	0
1029/2	1.5	173	172	3/8	3/8	6/8	4	1		1	I	dcml	A	bIII		I	I							M	0	0	0, 4, 1		0	0
516	1.5	174	173	0	0	6/8	4	1		1	i.i6	dcml	A	i		i6	i		6					m	0	1	-3, 1, 0		0	-3
1035/2	1.5	174	173	3/8	3/8	6/8	4	1		1	i	dcml	A	i		i	i							m	0	1	0, -3, 1		0	0
519	1.5	175	174	0	0	6/8	4	1		1	VI	dcml	A	i		VI	VI							M	0	1	-4, 0, -3		-4	-4
1041/2	1.0	175	174	3/8	3/8	6/8	4	1		1	V\\	dcml	A	i		V	V						\\	M	0	1	1, 5, 2		1	1
1043/2	0.5	175	174	5/8	5/8	6/8	4	1		1	V2	dcml	A	i		V2	V		2					Mm7	0	1	-1, 1, 5, 2		1	-1
522	1.0	176	175	0	0	6/8	4	1		1	i6	dcml	A	i		i6	i		6					m	0	1	-3, 1, 0		0	-3
523	0.5	176	175	1/4	1/4	6/8	4	1		1	viio6	dcml	A	i		viio6	vii	o	6					o	0	1	-5, -8, -2		-2	-5
1047/2	1.0	176	175	3/8	3/8	6/8	4	1		1	i	dcml	A	i		i	i							m	0	1	0, -3, 1		0	0
1049/2	0.5	176	175	5/8	5/8	6/8	4	1		1	viio	dcml	A	i		viio	vii	o						o	0	1	-2, -5, -8		-2	-2
525	1.0	177	176	0	0	6/8	4	1		1	i(94)	dcml	A	i		i(94)	i			94				m	0	1	0, -1, 1	2	0	0
526	0.5	177	176	1/4	1/4	6/8	4	1		1	viio7/V	dcml	A	i		viio7/V	vii	o	7		V			o7	0	1	6, 3, 0, -3		6	6
1053/2	1.5	177	176	3/8	3/8	6/8	4	1		1	V\\	dcml	A	i		V	V						\\	M	0	1	1, 5, 2		1	1
528	1.0	178	177	0	0	6/8	4	1		1	I.I	dcml	A	I		I	I							M	0	0	0, 4, 1		0	0
529	0.5	178	177	1/4	1/4	6/8	4	1		1	V43	dcml	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
1059/2	1.0	178	177	3/8	3/8	6/8	4	1		1	I6	dcml	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
1061/2	0.5	178	177	5/8	5/8	6/8	4	1		1	V65/IV	dcml	A	I		V65/IV	V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
531	1.0	179	178	0	0	6/8	4	1		1	IV	dcml	A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
532	0.5	179	178	1/4	1/4	6/8	4	1		1	V43/IV	dcml	A	I		V43/IV	V		43		IV			Mm7	0	0	1, -2, 0, 4		0	1
1065/2	4.5	179	178	3/8	3/8	6/8	4	1		1	IV6	dcml	A	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
537	2.5	181	180	0	0	6/8	4	1		1	IV	dcml	A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
1079/2	0.5	181	180	5/8	5/8	6/8	4	1		1	viio6/ii	dcml	A	I		viio6/ii	vii	o	6		ii			o	0	0	-3, -6, 0		0	-3
540	1.0	182	181	0	0	6/8	4	1		1	ii6	dcml	A	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
541	0.5	182	181	1/4	1/4	6/8	4	1		1	V6/ii	dcml	A	I		V6/ii	V		6		ii			M	0	0	7, 4, 3		3	7
1083/2	1.0	182	181	3/8	3/8	6/8	4	1		1	ii	dcml	A	I		ii	ii							m	0	0	2, -1, 3		2	2
1085/2	0.5	182	181	5/8	5/8	6/8	4	1		1	ii%2	dcml	A	I		ii%2	ii	%	2					%7	0	0	0, 2, -1, -4		2	0
543	1.5	183	182	0	0	6/8	4	1		1	V65	dcml	A	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
1089/2	0.5	183	182	3/8	3/8	6/8	4	1		1	I	dcml	A	I		I	I							M	0	0	0, 4, 1		0	0
545	0.5	183	182	1/2	1/2	6/8	4	1		1	ii6	dcml	A	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
1091/2	0.5	183	182	5/8	5/8	6/8	4	1		1	V7	dcml	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
546	3.0	184	183	0	0	6/8	4	1		1	I\\	dcml	A	I		I	I						\\	M	0	0	0, 4, 1		0	0
549	1.5	185	184	0	0	6/8	4	1		1	V	dcml	A	I		V	V							M	0	0	1, 5, 2		1	1
1101/2	0.5	185	184	3/8	3/8	6/8	4	1		1	V6	dcml	A	I		V6	V		6					M	0	0	5, 2, 1		1	5
551	1.0	185	184	1/2	1/2	6/8	4	1		1	#viio6/ii	dcml	A	I		#viio6/ii	#vii	o	6		ii			o	0	0	4, 1, 7		7	4
552	1.5	186	185	0	0	6/8	4	1		1	ii6	dcml	A	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
1107/2	1.5	186	185	3/8	3/8	6/8	4	1		1	ii	dcml	A	I		ii	ii							m	0	0	2, -1, 3		2	2
555	2.0	187	186	0	0	6/8	4	1		1	IV	dcml	A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
557	1.0	187	186	1/2	1/2	6/8	4	1		1	#viio2/iii	dcml	A	I		#viio2/iii	#vii	o	2		iii			o7	0	0	0, 9, 6, 3		9	0
558	1.5	188	187	0	0	6/8	4	1		1	iii6	dcml	A	I		iii6	iii		6					m	0	0	1, 5, 4		4	1
1119/2	1.5	188	187	3/8	3/8	6/8	4	1		1	iii	dcml	A	I		iii	iii							m	0	0	4, 1, 5		4	4
561	1.5	189	188	0	0	6/8	4	1		1	V7	dcml	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
1125/2	1.5	189	188	3/8	3/8	6/8	4	1		1	V65	dcml	A	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
564	0.5	190	189	0	0	6/8	4	1		1	I6(7)	dcml	A	I		I6(7)	I		6	7				M	0	0	4, 1, 5		0	4
1129/2	1.0	190	189	1/8	1/8	6/8	4	1		1	I	dcml	A	I		I	I							M	0	0	0, 4, 1		0	0
1131/2	1.5	190	189	3/8	3/8	6/8	4	1		1	IV	dcml	A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
567	1.5	191	190	0	0	6/8	4	1		1	V(64)	dcml	A	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
1137/2	1.5	191	190	3/8	3/8	6/8	4	1		1	V7	dcml	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
570	3.0	192	191	0	0	6/8	4	1		1	I\\	dcml	A	I		I	I						\\	M	0	0	0, 4, 1		0	0
573	1.5	193	192	0	0	6/8	4	1		1	V	dcml	A	I		V	V							M	0	0	1, 5, 2		1	1
1149/2	1.5	193	192	3/8	3/8	6/8	4	1		1	v6	dcml	A	I		v6	v		6					m	0	0	-2, 2, 1		1	-2
576	1.5	194	193	0	0	6/8	4	1		1	ii6	dcml	A	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
1155/2	1.5	194	193	3/8	3/8	6/8	4	1		1	ii	dcml	A	I		ii	ii							m	0	0	2, -1, 3		2	2
579	1.5	195	194	0	0	6/8	4	1		1	vi	dcml	A	I		vi	vi							m	0	0	3, 0, 4		3	3
1161/2	1.5	195	194	3/8	3/8	6/8	4	1		1	vi6	dcml	A	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
582	1.5	196	195	0	0	6/8	4	1		1	iii6	dcml	A	I		iii6	iii		6					m	0	0	1, 5, 4		4	1
1167/2	1.5	196	195	3/8	3/8	6/8	4	1		1	iii	dcml	A	I		iii	iii							m	0	0	4, 1, 5		4	4
585	1.5	197	196	0	0	6/8	4	1		1	V7	dcml	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
1173/2	1.5	197	196	3/8	3/8	6/8	4	1		1	V65	dcml	A	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
588	1.5	198	197	0	0	6/8	4	1		1	V7	dcml	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
1179/2	1.5	198	197	3/8	3/8	6/8	4	1		1	V65	dcml	A	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
591	1.5	199	198	0	0	6/8	4	1		1	V43	dcml	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
1185/2	1.5	199	198	3/8	3/8	6/8	4	1		1	V65	dcml	A	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
594	1.5	200	199	0	0	6/8	4	1		1	I	dcml	A	I		I	I							M	0	0	0, 4, 1		0	0
1191/2	1.5	200	199	3/8	3/8	6/8	4	1		1	IV6	dcml	A	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
597	1.5	201	200	0	0	6/8	4	1		1	I6	dcml	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
1197/2	1.5	201	200	3/8	3/8	6/8	4	1		1	V65/V	dcml	A	I		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
600	2.0	202	201	0	0	6/8	4	1		1	V(64)	dcml	A	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
602	1.0	202	201	1/2	1/2	6/8	4	1		1	V7	dcml	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
603	3.0	203	202	0	0	6/8	4	1		1	I\\	dcml	A	I		I	I						\\	M	0	0	0, 4, 1		0	0
606	2.0	204	203	0	0	6/8	4	1		1	V(64)	dcml	A	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
608	1.0	204	203	1/2	1/2	6/8	4	1		1	V7	dcml	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
609	3.0	205	204	0	0	6/8	4	1		1	I	dcml	A	I		I	I							M	0	0	0, 4, 1		0	0
612	2.0	206	205	0	0	6/8	4	1		1	V(64)	dcml	A	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
614	1.0	206	205	1/2	1/2	6/8	4	1		1	V7	dcml	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
615	3.0	207	206	0	0	6/8	4	1		1	I\\	dcml	A	I		I	I						\\	M	0	0	0, 4, 1		0	0
618	3.0	208	207	0	0	6/8	4	1		1	I	dcml	A	I		I	I							M	0	0	0, 4, 1		0	0
621	2.5	209	208	0	0	6/8	4	1		1	V7(9)/IV	dcml	A	I		V7(9)/IV	V		7	9	IV			Mm7	0	0	0, 4, 1, -2	2	0	0
1247/2	0.5	209	208	5/8	5/8	6/8	4	1		1	V65/IV	dcml	A	I		V65/IV	V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
624	0.5	210	209	0	0	6/8	4	1		1	IV	dcml	A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
1249/2	0.5	210	209	1/8	1/8	6/8	4	1		1	#viio65/ii	dcml	A	I		#viio65/ii	#vii	o	65		ii			o7	0	0	4, 1, -2, 7		7	4
625	0.5	210	209	1/4	1/4	6/8	4	1		1	ii	dcml	A	I		ii	ii							m	0	0	2, -1, 3		2	2
1251/2	0.5	210	209	3/8	3/8	6/8	4	1		1	V(64)	dcml	A	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
626	1.0	210	209	1/2	1/2	6/8	4	1		1	V7	dcml	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
627	0.5	211	210	0	0	6/8	4	1		1	I(9)	dcml	A	I		I(9)	I			9				M	0	0	0, 4, 1	2	0	0
1255/2	2.5	211	210	1/8	1/8	6/8	4	1		1	I\\	dcml	A	I		I	I						\\	M	0	0	0, 4, 1		0	0
630	3.0	212	211	0	0	6/8	4	1		1	I	dcml	A	I		I	I							M	0	0	0, 4, 1		0	0
633	3.0	213	212	0	0	6/8	4	1		1	#viio7/ii	dcml	A	I		#viio7/ii	#vii	o	7		ii			o7	0	0	7, 4, 1, -2		7	7
636	0.5	214	213	0	0	6/8	4	1		1	ii	dcml	A	I		ii	ii							m	0	0	2, -1, 3		2	2
