quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
724	4.0	183	182	0	0	2/2	4	1		V65	Bb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
728	4.0	184	183	0	0	2/2	4	1		I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
732	4.0	185	184	0	0	2/2	4	1		V7	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
736	2.0	186	185	0	0	2/2	4	1		I6	Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
738	2.0	186	185	1/2	1/2	2/2	4	1		vi7	Bb	I		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
740	2.0	187	186	0	0	2/2	4	1		vi	Bb	I		vi		vi							m	0	0	3, 0, 4		3	3
742	2.0	187	186	1/2	1/2	2/2	4	1		V7/V	Bb	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
744	2.0	188	187	0	0	2/2	4	1		V\\	Bb	I		V		V						\\	M	0	0	1, 5, 2		1	1
746	2.0	188	187	1/2	1/2	2/2	4	1		V65/V	Bb	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
748	2.0	189	188	0	0	2/2	4	1		V	Bb	I		V		V							M	0	0	1, 5, 2		1	1
750	2.0	189	188	1/2	1/2	2/2	4	1		V65/V	Bb	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
752	2.0	190	189	0	0	2/2	4	1		V	Bb	I		V		V							M	0	0	1, 5, 2		1	1
754	2.0	190	189	1/2	1/2	2/2	4	1		V65/V	Bb	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
756	2.0	191	190	0	0	2/2	4	1		V	Bb	I		V		V							M	0	0	1, 5, 2		1	1
758	2.0	191	190	1/2	1/2	2/2	4	1		V6/V	Bb	I		V6/V		V		6		V			M	0	0	6, 3, 2		2	6
760	1.0	192	191	0	0	2/2	4	1		V	Bb	I		V		V							M	0	0	1, 5, 2		1	1
761	1.0	192	191	1/4	1/4	2/2	4	1		V/V	Bb	I		V/V		V				V			M	0	0	2, 6, 3		2	2
762	1.0	192	191	1/2	1/2	2/2	4	1		V	Bb	I		V		V							M	0	0	1, 5, 2		1	1
763	1.0	192	191	3/4	3/4	2/2	4	1		V6/V	Bb	I		V6/V		V		6		V			M	0	0	6, 3, 2		2	6
764	2.0	193	192	0	0	2/2	4	1		V\\	Bb	I		V		V						\\	M	0	0	1, 5, 2		1	1
766	2.0	193	192	1/2	1/2	2/2	4	1		V43	Bb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
768	1.0	194	193	0	0	2/2	4	1		I6	Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
769	1.0	194	193	1/4	1/4	2/2	4	1		V2	Bb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
770	1.0	194	193	1/2	1/2	2/2	4	1		I6	Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
771	1.0	194	193	3/4	3/4	2/2	4	1		V2	Bb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
772	2.0	195	194	0	0	2/2	4	1		I6	Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
774	2.0	195	194	1/2	1/2	2/2	4	1		V65/IV	Bb	I		V65/IV		V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
776	1.0	196	195	0	0	2/2	4	1		IV.I[I	Bb	IV	I	I		I							M	0	0	0, 4, 1		0	0
777	0.75	196	195	1/4	1/4	2/2	4	1		viio6	Bb	IV	I	viio6		vii	o	6					o	0	0	2, -1, 5		5	2
3111/4	1.25	196	195	7/16	7/16	2/2	4	1		I	Bb	IV	I	I		I							M	0	0	0, 4, 1		0	0
779	1.0	196	195	3/4	3/4	2/2	4	1		viio6	Bb	IV	I	viio6		vii	o	6					o	0	0	2, -1, 5		5	2
780	3.0	197	196	0	0	2/2	4	1		I	Bb	IV	I	I		I							M	0	0	0, 4, 1		0	0
783	1.0	197	196	3/4	3/4	2/2	4	1		viio6	Bb	IV	I	viio6		vii	o	6					o	0	0	2, -1, 5		5	2
784	1.0	198	197	0	0	2/2	4	1		I	Bb	IV	I	I		I							M	0	0	0, 4, 1		0	0
785	1.0	198	197	1/4	1/4	2/2	4	1		viio6	Bb	IV	I	viio6		vii	o	6					o	0	0	2, -1, 5		5	2
786	1.0	198	197	1/2	1/2	2/2	4	1		I	Bb	IV	I	I		I							M	0	0	0, 4, 1		0	0
787	1.0	198	197	3/4	3/4	2/2	4	1		viio6	Bb	IV	I	viio6		vii	o	6					o	0	0	2, -1, 5		5	2
788	4.0	199	198	0	0	2/2	4	1		I]\\	Bb	IV	I	I		I						\\	M	0	0	0, 4, 1		0	0
792	4.0	200	199	0	0	2/2	4	1		V	Bb	IV		V		V							M	0	0	1, 5, 2		1	1
796	4.0	201	200	0	0	2/2	4	1		I	Bb	IV		I		I							M	0	0	0, 4, 1		0	0
800	2.0	202	201	0	0	2/2	4	1		ii6	Bb	IV		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
802	2.0	202	201	1/2	1/2	2/2	4	1		V7	Bb	IV		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
804	4.0	203	202	0	0	2/2	4	1		i\\	Bb	IV		i		i						\\	m	0	0	0, -3, 1		0	0
808	4.0	204	203	0	0	2/2	4	1		V	Bb	IV		V		V							M	0	0	1, 5, 2		1	1
812	4.0	205	204	0	0	2/2	4	1		i	Bb	IV		i		i							m	0	0	0, -3, 1		0	0
816	2.0	206	205	0	0	2/2	4	1		I.iv6	Bb	I		iv6		iv		6					m	0	0	-4, 0, -1		-1	-4
818	2.0	206	205	1/2	1/2	2/2	4	1		Ger6	Bb	I		Ger6	Ger	vii	o	65	b3	V			Ger	0	0	-4, 0, -3, 6		6	-4
820	4.0	207	206	0	0	2/2	4	1		V[V6	Bb	I	V	V6		V		6					M	0	0	5, 2, 1		1	5
824	4.0	208	207	0	0	2/2	4	1		V2/V	Bb	I	V	V2/V		V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
828	3.0	209	208	0	0	2/2	4	1		V6	Bb	I	V	V6		V		6					M	0	0	5, 2, 1		1	5
831	1.0	209	208	3/4	3/4	2/2	4	1		V6/V	Bb	I	V	V6/V		V		6		V			M	0	0	6, 3, 2		2	6
832	4.0	210	209	0	0	2/2	4	1		V7/V	Bb	I	V	V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
836	1.0	211	210	0	0	2/2	4	1		V	Bb	I	V	V		V							M	0	0	1, 5, 2		1	1
837	3.0	211	210	1/4	1/4	2/2	4	1		V64	Bb	I	V	V64		V		64					M	0	0	2, 1, 5		1	2
840	4.0	212	211	0	0	2/2	4	1		V7/V	Bb	I	V	V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
844	2.0	213	212	0	0	2/2	4	1		V64	Bb	I	V	V64		V		64					M	0	0	2, 1, 5		1	2
846	2.0	213	212	1/2	1/2	2/2	4	1		V]	Bb	I	V	V		V							M	0	0	1, 5, 2		1	1
848	4.0	214	213	0	0	2/2	4	1		V65/V	Bb	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
852	1.0	215	214	0	0	2/2	4	1		V	Bb	I		V		V							M	0	0	1, 5, 2		1	1
853	1.0	215	214	1/4	1/4	2/2	4	1		V65/V	Bb	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
854	1.0	215	214	1/2	1/2	2/2	4	1		V	Bb	I		V		V							M	0	0	1, 5, 2		1	1
855	1.0	215	214	3/4	3/4	2/2	4	1		V7/V	Bb	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
856	1.0	216	215	0	0	2/2	4	1		V	Bb	I		V		V							M	0	0	1, 5, 2		1	1
857	1.0	216	215	1/4	1/4	2/2	4	1		V7/V	Bb	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
858	1.0	216	215	1/2	1/2	2/2	4	1		V	Bb	I		V		V							M	0	0	1, 5, 2		1	1
859	1.0	216	215	3/4	3/4	2/2	4	1		V7/V	Bb	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
860	4.0	217	216	0	0	2/2	4	1		V	Bb	I		V		V							M	0	0	1, 5, 2		1	1
864	4.0	218	217	0	0	2/2	4	1		V\\	Bb	I		V		V						\\	M	0	0	1, 5, 2		1	1
868	8.0	219	218	0	0	2/2	4	1		I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
876	1.5	221	220	0	0	2/2	4	1		V65	Bb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
1755/2	0.5	221	220	3/8	3/8	2/2	4	1		I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
878	1.5	221	220	1/2	1/2	2/2	4	1		V65	Bb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
1759/2	0.5	221	220	7/8	7/8	2/2	4	1		I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
880	4.0	222	221	0	0	2/2	4	1		V	Bb	I		V		V							M	0	0	1, 5, 2		1	1
884	8.0	223	222	0	0	2/2	4	1		i.i	Bb	i		i		i							m	0	1	0, -3, 1		0	0
892	1.5	225	224	0	0	2/2	4	1		#viio6	Bb	i		#viio6		#vii	o	6					o	0	1	2, -1, 5		5	2
1787/2	0.5	225	224	3/8	3/8	2/2	4	1		i	Bb	i		i		i							m	0	1	0, -3, 1		0	0
894	1.5	225	224	1/2	1/2	2/2	4	1		#viio6	Bb	i		#viio6		#vii	o	6					o	0	1	2, -1, 5		5	2
1791/2	0.5	225	224	7/8	7/8	2/2	4	1		i	Bb	i		i		i							m	0	1	0, -3, 1		0	0
896	2.0	226	225	0	0	2/2	4	1		V	Bb	i		V		V							M	0	1	1, 5, 2		1	1
898	2.0	226	225	1/2	1/2	2/2	4	1		V7	Bb	i		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
900	2.0	227	226	0	0	2/2	4	1		i	Bb	i		i		i							m	0	1	0, -3, 1		0	0
902	2.0	227	226	1/2	1/2	2/2	4	1		V2/iv	Bb	i		V2/iv		V		2		iv			Mm7	0	1	-2, 0, 4, 1		0	-2
904	3.5	228	227	0	0	2/2	4	1		iv6	Bb	i		iv6		iv		6					m	0	1	-4, 0, -1		-1	-4
1815/2	0.5	228	227	7/8	7/8	2/2	4	1		iv	Bb	i		iv		iv							m	0	1	-1, -4, 0		-1	-1
908	2.0	229	228	0	0	2/2	4	1		III64	Bb	i		III64		III		64					M	0	1	-2, -3, 1		-3	-2
910	2.0	229	228	1/2	1/2	2/2	4	1		V2/III	Bb	i		V2/III		V		2		III			Mm7	0	1	-4, -2, 2, -1		-2	-4
912	4.0	230	229	0	0	2/2	4	1		III6	Bb	i		III6		III		6					M	0	1	1, -2, -3		-3	1
916	4.0	231	230	0	0	2/2	4	1		VI	Bb	i		VI		VI							M	0	1	-4, 0, -3		-4	-4
920	3.5	232	231	0	0	2/2	4	1		iio6	Bb	i		iio6		ii	o	6					o	0	1	-1, -4, 2		2	-1
1847/2	0.5	232	231	7/8	7/8	2/2	4	1		bII6	Bb	i		bII6		bII		6					M	0	1	-1, -4, -5		-5	-1
924	2.0	233	232	0	0	2/2	4	1		V(64)	Bb	i		V(64)		V			64				M	0	1	1, 0, -3		1	1
926	2.0	233	232	1/2	1/2	2/2	4	1		V2	Bb	i		V2		V		2					Mm7	0	1	-1, 1, 5, 2		1	-1
928	3.5	234	233	0	0	2/2	4	1		i6	Bb	i		i6		i		6					m	0	1	-3, 1, 0		0	-3
1863/2	0.5	234	233	7/8	7/8	2/2	4	1		bII6	Bb	i		bII6		bII		6					M	0	1	-1, -4, -5		-5	-1
932	2.0	235	234	0	0	2/2	4	1		V(64)	Bb	i		V(64)		V			64				M	0	1	1, 0, -3		1	1
934	2.0	235	234	1/2	1/2	2/2	4	1		V2	Bb	i		V2		V		2					Mm7	0	1	-1, 1, 5, 2		1	-1
936	3.5	236	235	0	0	2/2	4	1		I.I6	Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
1879/2	0.5	236	235	7/8	7/8	2/2	4	1		ii6	Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
940	2.0	237	236	0	0	2/2	4	1		V(64)	Bb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
942	2.0	237	236	1/2	1/2	2/2	4	1		V2	Bb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
944	4.0	238	237	0	0	2/2	4	1		I6	Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
948	4.0	239	238	0	0	2/2	4	1		V65	Bb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
952	3.0	240	239	0	0	2/2	4	1		I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
955	1.0	240	239	3/4	3/4	2/2	4	1		vi	Bb	I		vi		vi							m	0	0	3, 0, 4		3	3
956	2.0	241	240	0	0	2/2	4	1		ii6	Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
958	2.0	241	240	1/2	1/2	2/2	4	1		V7	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
960	4.0	242	241	0	0	2/2	4	1		I6	Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
964	4.0	243	242	0	0	2/2	4	1		V65	Bb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
968	2.0	244	243	0	0	2/2	4	1		I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
970	1.0	244	243	1/2	1/2	2/2	4	1		V43/vi	Bb	I		V43/vi		V		43		vi			Mm7	0	0	5, 2, 4, 8		4	5
971	1.0	244	243	3/4	3/4	2/2	4	1		vi	Bb	I		vi		vi							m	0	0	3, 0, 4		3	3
972	2.0	245	244	0	0	2/2	4	1		V65/vi	Bb	I		V65/vi		V		65		vi			Mm7	0	0	8, 5, 2, 4		4	8
974	2.0	245	244	1/2	1/2	2/2	4	1		vi	Bb	I		vi		vi							m	0	0	3, 0, 4		3	3
976	2.0	246	245	0	0	2/2	4	1		V65/IV	Bb	I		V65/IV		V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
978	2.0	246	245	1/2	1/2	2/2	4	1		IV	Bb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
980	2.0	247	246	0	0	2/2	4	1		V65/II	Bb	I		V65/II		V		65		II			Mm7	0	0	7, 4, 1, 3		3	7
982	2.0	247	246	1/2	1/2	2/2	4	1		V7/V	Bb	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
984	4.0	248	247	0	0	2/2	4	1		#viio7/vi	Bb	I		#viio7/vi		#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
988	4.0	249	248	0	0	2/2	4	1		vi	Bb	I		vi		vi							m	0	0	3, 0, 4		3	3
992	4.0	250	249	0	0	2/2	4	1		ii6	Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
996	4.0	251	250	0	0	2/2	4	1		viio7/V	Bb	I		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
1000	4.0	252	251	0	0	2/2	4	1		V(64)	Bb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
1004	4.0	253	252	0	0	2/2	4	1		V7	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
1008	2.0	254	253	0	0	2/2	4	1		I\\	Bb	I		I		I						\\	M	0	0	0, 4, 1		0	0
1010	1.0	254	253	1/2	1/2	2/2	4	1		I6	Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
1011	1.0	254	253	3/4	3/4	2/2	4	1		I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
1012	1.0	255	254	0	0	2/2	4	1		V43	Bb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
1013	1.0	255	254	1/4	1/4	2/2	4	1		V7	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
1014	1.0	255	254	1/2	1/2	2/2	4	1		V43	Bb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
1015	1.0	255	254	3/4	3/4	2/2	4	1		V7	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
1016	2.0	256	255	0	0	2/2	4	1		I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
1018	2.0	256	255	1/2	1/2	2/2	4	1		I6	Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
1020	2.0	257	256	0	0	2/2	4	1		V2	Bb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
1022	1.0	257	256	1/2	1/2	2/2	4	1		V65	Bb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
1023	1.0	257	256	3/4	3/4	2/2	4	1		V7	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
1024	2.0	258	257	0	0	2/2	4	1		I6	Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
1026	2.0	258	257	1/2	1/2	2/2	4	1		I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
1028	1.0	259	258	0	0	2/2	4	1		V43	Bb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
1029	1.0	259	258	1/4	1/4	2/2	4	1		V7	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
1030	1.0	259	258	1/2	1/2	2/2	4	1		V43	Bb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
1031	1.0	259	258	3/4	3/4	2/2	4	1		V7	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
1032	2.0	260	259	0	0	2/2	4	1		I6	Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
1034	2.0	260	259	1/2	1/2	2/2	4	1		I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
1036	4.0	261	260	0	0	2/2	4	1		V7	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
1040	10.0	262	261	0	0	2/2	4	1		I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
1050	2.0	264	263	1/2	1/2	2/2	4	1		V7	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
		265	264	0	0	2/2	4	1	1	I\\	Bb	I		I		I						\\	M	0	0	0, 4, 1		0	0
1052	4.0	266	264	0	0	2/2	4	1	2	I\\	Bb	I		I		I						\\	M	0	0	0, 4, 1		0	0
