quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	harmony_layer	label	regex_match	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
233/2	1.0	30	29	3/4	3/4	2/2	4	1		1	i	dcml	A	V		i	i							m	0	0	0, -3, 1		0	0
235/2	2.5	31	30	0	0	2/2	4	1		1	V	dcml	A	V		V	V							M	0	0	1, 5, 2		1	1
120	1.5	31	30	5/8	5/8	2/2	4	1		1	V7	dcml	A	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
243/2	2.0	32	31	0	0	2/2	4	1		1	I(9)	dcml	A	V		I(9)	I			9				M	0	0	0, 4, 1	2	0	0
247/2	1.0	32	31	1/2	1/2	2/2	4	1		1	i6	dcml	A	V		i6	i		6					m	0	0	-3, 1, 0		0	-3
249/2	1.0	32	31	3/4	3/4	2/2	4	1		1	i	dcml	A	V		i	i							m	0	0	0, -3, 1		0	0
251/2	2.5	33	32	0	0	2/2	4	1		1	V	dcml	A	V		V	V							M	0	0	1, 5, 2		1	1
128	1.5	33	32	5/8	5/8	2/2	4	1		1	V7	dcml	A	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
259/2	2.0	34	33	0	0	2/2	4	1		1	I(9)	dcml	A	V		I(9)	I			9				M	0	0	0, 4, 1	2	0	0
263/2	1.0	34	33	1/2	1/2	2/2	4	1		1	i6	dcml	A	V		i6	i		6					m	0	0	-3, 1, 0		0	-3
265/2	1.0	34	33	3/4	3/4	2/2	4	1		1	i	dcml	A	V		i	i							m	0	0	0, -3, 1		0	0
267/2	1.0	35	34	0	0	2/2	4	1		1	V	dcml	A	V		V	V							M	0	0	1, 5, 2		1	1
269/2	1.0	35	34	1/4	1/4	2/2	4	1		1	i	dcml	A	V		i	i							m	0	0	0, -3, 1		0	0
271/2	1.0	35	34	1/2	1/2	2/2	4	1		1	V	dcml	A	V		V	V							M	0	0	1, 5, 2		1	1
273/2	1.0	35	34	3/4	3/4	2/2	4	1		1	i	dcml	A	V		i	i							m	0	0	0, -3, 1		0	0
275/2	4.0	36	35	0	0	2/2	4	1		1	V\\	dcml	A	V		V	V						\\	M	0	0	1, 5, 2		1	1
283/2	4.0	37	36	0	0	2/2	4	1		1	I	dcml	A	V		I	I							M	0	0	0, 4, 1		0	0
291/2	4.0	38	37	0	0	2/2	4	1		1	viio7/V	dcml	A	V		viio7/V	vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
299/2	4.0	39	38	0	0	2/2	4	1		1	viio43	dcml	A	V		viio43	vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
307/2	4.0	40	39	0	0	2/2	4	1		1	#viio7/iv	dcml	A	V		#viio7/iv	#vii	o	7		iv			o7	0	0	4, 1, -2, -5		4	4
315/2	2.0	41	40	0	0	2/2	4	1		1	viio43/bVII	dcml	A	V		viio43/bVII	vii	o	43		bVII			o7	0	0	-3, -6, 3, 0		3	-3
319/2	2.0	41	40	1/2	1/2	2/2	4	1		1	bVII6	dcml	A	V		bVII6	bVII		6					M	0	0	2, -1, -2		-2	2
323/2	2.0	42	41	0	0	2/2	4	1		1	viio6	dcml	A	V		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
327/2	2.0	42	41	1/2	1/2	2/2	4	1		1	I	dcml	A	V		I	I							M	0	0	0, 4, 1		0	0
331/2	1.0	43	42	0	0	2/2	4	1		1	ii6(2)	dcml	A	V		ii6(2)	ii		6	2				m	0	0	-1, 3, 4		2	-1
333/2	1.0	43	42	1/4	1/4	2/2	4	1		1	ii6	dcml	A	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
335/2	1.0	43	42	1/2	1/2	2/2	4	1		1	V6/V	dcml	A	V		V6/V	V		6		V			M	0	0	6, 3, 2		2	6
337/2	1.0	43	42	3/4	3/4	2/2	4	1		1	V65/V	dcml	A	V		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
339/2	1.0	44	43	0	0	2/2	4	1		1	V(4)	dcml	A	V		V(4)	V			4				M	0	0	1, 0, 2		1	1
341/2	3.0	44	43	1/4	1/4	2/2	4	1		1	V\\	dcml	A	V		V	V						\\	M	0	0	1, 5, 2		1	1
347/2	2.0	45	44	0	0	2/2	4	1		1	I	dcml	A	V		I	I							M	0	0	0, 4, 1		0	0
351/2	2.0	45	44	1/2	1/2	2/2	4	1		1	vi	dcml	A	V		vi	vi							m	0	0	3, 0, 4		3	3
355/2	2.0	46	45	0	0	2/2	4	1		1	IV	dcml	A	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
359/2	2.0	46	45	1/2	1/2	2/2	4	1		1	ii	dcml	A	V		ii	ii							m	0	0	2, -1, 3		2	2
363/2	2.0	47	46	0	0	2/2	4	1		1	viio	dcml	A	V		viio	vii	o						o	0	0	5, 2, -1		5	5
367/2	2.0	47	46	1/2	1/2	2/2	4	1		1	V	dcml	A	V		V	V							M	0	0	1, 5, 2		1	1
371/2	2.0	48	47	0	0	2/2	4	1		1	I6	dcml	A	V		I6	I		6					M	0	0	4, 1, 0		0	4
375/2	2.0	48	47	1/2	1/2	2/2	4	1		1	I	dcml	A	V		I	I							M	0	0	0, 4, 1		0	0
379/2	2.0	49	48	0	0	2/2	4	1		1	vi	dcml	A	V		vi	vi							m	0	0	3, 0, 4		3	3
383/2	1.0	49	48	1/2	1/2	2/2	4	1		1	ii	dcml	A	V		ii	ii							m	0	0	2, -1, 3		2	2
385/2	1.0	49	48	3/4	3/4	2/2	4	1		1	iv64	dcml	A	V		iv64	iv		64					m	0	0	0, -1, -4		-1	0
387/2	2.0	50	49	0	0	2/2	4	1		1	V65	dcml	A	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
391/2	1.0	50	49	1/2	1/2	2/2	4	1		1	I(9)	dcml	A	V		I(9)	I			9				M	0	0	0, 4, 1	2	0	0
393/2	1.0	50	49	3/4	3/4	2/2	4	1		1	I6	dcml	A	V		I6	I		6					M	0	0	4, 1, 0		0	4
395/2	1.0	51	50	0	0	2/2	4	1		1	ii6(2)	dcml	A	V		ii6(2)	ii		6	2				m	0	0	-1, 3, 4		2	-1
397/2	1.0	51	50	1/4	1/4	2/2	4	1		1	ii	dcml	A	V		ii	ii							m	0	0	2, -1, 3		2	2
399/2	1.0	51	50	1/2	1/2	2/2	4	1		1	V(64)	dcml	A	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
401/2	1.0	51	50	3/4	3/4	2/2	4	1		1	V7	dcml	A	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
403/2	1.0	52	51	0	0	2/2	4	1		1	I\\	dcml	A	V		I	I						\\	M	0	0	0, 4, 1		0	0
405/2	3.0	52	51	1/4	1/4	2/2	4	1		1	V7	dcml	A	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
411/2	2.0	53	52	0	0	2/2	4	1		1	V	dcml	A	V		V	V							M	0	0	1, 5, 2		1	1
415/2	1.0	53	52	1/2	1/2	2/2	4	1		1	V7(9)	dcml	A	V		V7(9)	V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
417/2	1.0	53	52	3/4	3/4	2/2	4	1		1	vi7	dcml	A	V		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
419/2	1.0	54	53	0	0	2/2	4	1		1	viio	dcml	A	V		viio	vii	o						o	0	0	5, 2, -1		5	5
421/2	1.0	54	53	1/4	1/4	2/2	4	1		1	I	dcml	A	V		I	I							M	0	0	0, 4, 1		0	0
423/2	2.0	54	53	1/2	1/2	2/2	4	1		1	V7	dcml	A	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
427/2	2.0	55	54	0	0	2/2	4	1		1	V	dcml	A	V		V	V							M	0	0	1, 5, 2		1	1
431/2	1.0	55	54	1/2	1/2	2/2	4	1		1	V7(9)	dcml	A	V		V7(9)	V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
433/2	1.0	55	54	3/4	3/4	2/2	4	1		1	vi7	dcml	A	V		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
435/2	1.0	56	55	0	0	2/2	4	1		1	viio	dcml	A	V		viio	vii	o						o	0	0	5, 2, -1		5	5
437/2	1.0	56	55	1/4	1/4	2/2	4	1		1	I	dcml	A	V		I	I							M	0	0	0, 4, 1		0	0
439/2	1.0	56	55	1/2	1/2	2/2	4	1		1	V7(9)/ii	dcml	A	V		V7(9)/ii	V		7	9	ii			Mm7	0	0	3, 7, 4, 1	-2	3	3
441/2	1.0	56	55	3/4	3/4	2/2	4	1		1	vii%7	dcml	A	V		vii%7	vii	%	7					%7	0	0	5, 2, -1, 3		5	5
443/2	1.0	57	56	0	0	2/2	4	1		1	#viio/ii	dcml	A	V		#viio/ii	#vii	o			ii			o	0	0	7, 4, 1		7	7
445/2	1.0	57	56	1/4	1/4	2/2	4	1		1	ii	dcml	A	V		ii	ii							m	0	0	2, -1, 3		2	2
447/2	1.0	57	56	1/2	1/2	2/2	4	1		1	V7(9)/IV	dcml	A	V		V7(9)/IV	V		7	9	IV			Mm7	0	0	0, 4, 1, -2	2	0	0
449/2	1.0	57	56	3/4	3/4	2/2	4	1		1	ii%7	dcml	A	V		ii%7	ii	%	7					%7	0	0	2, -1, -4, 0		2	2
451/2	1.0	58	57	0	0	2/2	4	1		1	viio/IV	dcml	A	V		viio/IV	vii	o			IV			o	0	0	4, 1, -2		4	4
453/2	1.0	58	57	1/4	1/4	2/2	4	1		1	IV	dcml	A	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
455/2	1.0	58	57	1/2	1/2	2/2	4	1		1	I64	dcml	A	V		I64	I		64					M	0	0	1, 0, 4		0	1
457/2	1.0	58	57	3/4	3/4	2/2	4	1		1	IV6	dcml	A	V		IV6	IV		6					M	0	0	3, 0, -1		-1	3
459/2	1.0	59	58	0	0	2/2	4	1		1	V7	dcml	A	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
461/2	2.0	59	58	1/4	1/4	2/2	4	1		1	V(64)	dcml	A	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
465/2	1.0	59	58	3/4	3/4	2/2	4	1		1	V\\	dcml	A	V		V	V						\\	M	0	0	1, 5, 2		1	1
467/2	1.0	60	59	0	0	2/2	4	1		1	I	dcml	A	V		I	I							M	0	0	0, 4, 1		0	0
469/2	1.0	60	59	1/4	1/4	2/2	4	1		1	viio	dcml	A	V		viio	vii	o						o	0	0	5, 2, -1		5	5
471/2	1.0	60	59	1/2	1/2	2/2	4	1		1	IV6	dcml	A	V		IV6	IV		6					M	0	0	3, 0, -1		-1	3
473/2	1.0	60	59	3/4	3/4	2/2	4	1		1	I64	dcml	A	V		I64	I		64					M	0	0	1, 0, 4		0	1
475/2	1.0	61	60	0	0	2/2	4	1		1	IV	dcml	A	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
477/2	1.0	61	60	1/4	1/4	2/2	4	1		1	I6	dcml	A	V		I6	I		6					M	0	0	4, 1, 0		0	4
479/2	1.0	61	60	1/2	1/2	2/2	4	1		1	V43	dcml	A	V		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
481/2	1.0	61	60	3/4	3/4	2/2	4	1		1	I	dcml	A	V		I	I							M	0	0	0, 4, 1		0	0
483/2	4.0	62	61	0	0	2/2	4	1		1	V65	dcml	A	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
491/2	1.0	63	62	0	0	2/2	4	1		1	I	dcml	A	V		I	I							M	0	0	0, 4, 1		0	0
493/2	1.0	63	62	1/4	1/4	2/2	4	1		1	ii6	dcml	A	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
495/2	1.0	63	62	1/2	1/2	2/2	4	1		1	V(64)	dcml	A	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
497/2	1.0	63	62	3/4	3/4	2/2	4	1		1	V7	dcml	A	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
499/2	2.0	64	63	0	0	2/2	4	1		1	I\\	dcml	A	V		I	I						\\	M	0	0	0, 4, 1		0	0
503/2	1.0	64	63	1/2	1/2	2/2	4	1		1	IV6	dcml	A	V		IV6	IV		6					M	0	0	3, 0, -1		-1	3
505/2	1.0	64	63	3/4	3/4	2/2	4	1		1	I64	dcml	A	V		I64	I		64					M	0	0	1, 0, 4		0	1
507/2	1.0	65	64	0	0	2/2	4	1		1	IV	dcml	A	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
509/2	1.0	65	64	1/4	1/4	2/2	4	1		1	I6	dcml	A	V		I6	I		6					M	0	0	4, 1, 0		0	4
511/2	1.0	65	64	1/2	1/2	2/2	4	1		1	V43	dcml	A	V		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
513/2	1.0	65	64	3/4	3/4	2/2	4	1		1	I	dcml	A	V		I	I							M	0	0	0, 4, 1		0	0
515/2	8.0	66	65	0	0	2/2	4	1		1	viio	dcml	A	V		viio	vii	o						o	0	0	5, 2, -1		5	5
531/2	2.0	68	67	0	0	2/2	4	1		1	V7(+2)/vi	dcml	A	V		V7(+2)/vi	V		7	+2	vi			Mm7	0	0	4, 8, 5, 2	-1	4	4
535/2	2.0	68	67	1/2	1/2	2/2	4	1		1	vi	dcml	A	V		vi	vi							m	0	0	3, 0, 4		3	3
539/2	2.0	69	68	0	0	2/2	4	1		1	V7(+2)/V	dcml	A	V		V7(+2)/V	V		7	+2	V			Mm7	0	0	2, 6, 3, 0	4	2	2
543/2	2.0	69	68	1/2	1/2	2/2	4	1		1	v	dcml	A	V		v	v							m	0	0	1, -2, 2		1	1
547/2	2.0	70	69	0	0	2/2	4	1		1	V7(+2)/IV	dcml	A	V		V7(+2)/IV	V		7	+2	IV			Mm7	0	0	0, 4, 1, -2	2	0	0
551/2	2.0	70	69	1/2	1/2	2/2	4	1		1	IV	dcml	A	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
555/2	2.0	71	70	0	0	2/2	4	1		1	V(64)	dcml	A	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
559/2	2.0	71	70	1/2	1/2	2/2	4	1		1	V7	dcml	A	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
563/2	4.0	72	71	0	0	2/2	4	1		1	I\\	dcml	A	V		I	I						\\	M	0	0	0, 4, 1		0	0
571/2	4.0	73	72	0	0	2/2	4	1		1	#viio65/ii	dcml	A	V		#viio65/ii	#vii	o	65		ii			o7	0	0	4, 1, -2, 7		7	4
579/2	4.0	74	73	0	0	2/2	4	1		1	ii6	dcml	A	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
587/2	3.0	75	74	0	0	2/2	4	1		1	V7(+9)	dcml	A	V		V7(+9)	V		7	+9				Mm7	0	0	1, 5, 2, -1	3	1	1
593/2	1.0	75	74	3/4	3/4	2/2	4	1		1	V7	dcml	A	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
595/2	4.0	76	75	0	0	2/2	4	1		1	I\\	dcml	A	V		I	I						\\	M	0	0	0, 4, 1		0	0
603/2	4.0	77	76	0	0	2/2	4	1		1	#viio65/ii	dcml	A	V		#viio65/ii	#vii	o	65		ii			o7	0	0	4, 1, -2, 7		7	4
611/2	4.0	78	77	0	0	2/2	4	1		1	ii6	dcml	A	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
619/2	3.0	79	78	0	0	2/2	4	1		1	V7(+9)	dcml	A	V		V7(+9)	V		7	+9				Mm7	0	0	1, 5, 2, -1	3	1	1
625/2	1.0	79	78	3/4	3/4	2/2	4	1		1	V7	dcml	A	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
627/2	4.0	80	79	0	0	2/2	4	1		1	I\\	dcml	A	V		I	I						\\	M	0	0	0, 4, 1		0	0
635/2	4.0	81	80	0	0	2/2	4	1		1	V65	dcml	A	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
643/2	4.0	82	81	0	0	2/2	4	1		1	I	dcml	A	V		I	I							M	0	0	0, 4, 1		0	0
651/2	4.0	83	82	0	0	2/2	4	1		1	V7	dcml	A	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
659/2	4.0	84	83	0	0	2/2	4	1		1	I	dcml	A	V		I	I							M	0	0	0, 4, 1		0	0
667/2	4.0	85	84	0	0	2/2	4	1		1	V65	dcml	A	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
675/2	4.0	86	85	0	0	2/2	4	1		1	I	dcml	A	V		I	I							M	0	0	0, 4, 1		0	0
683/2	4.0	87	86	0	0	2/2	4	1		1	V7	dcml	A	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
691/2	4.0	88	87	0	0	2/2	4	1		1	I	dcml	A	V		I	I							M	0	0	0, 4, 1		0	0
699/2	4.0	89	88	0	0	2/2	4	1		1	V7	dcml	A	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
707/2	4.0	90	89	0	0	2/2	4	1		1	I	dcml	A	V		I	I							M	0	0	0, 4, 1		0	0
715/2	4.0	91	90	0	0	2/2	4	1		1	V7	dcml	A	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
723/2	4.0	92	91	0	0	2/2	4	1		1	I\\	dcml	A	V		I	I						\\	M	0	0	0, 4, 1		0	0
731/2	4.0	93	92	0	0	2/2	4	1		1	I.V7	dcml	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
		94	93	0	0	2/2	4	1	1	1	V7	dcml	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
739/2	4.0	96	93	0	0	2/2	4	1	2	1	vi.#viio7	dcml	A	vi		#viio7	#vii	o	7					o7	0	1	5, 2, -1, -4		5	5
747/2	4.0	97	94	0	0	2/2	4	1	2	1	V65	dcml	A	vi		V65	V		65					Mm7	0	1	5, 2, -1, 1		1	5
755/2	2.0	99	95	0	0	2/2	4	1		1	i64	dcml	A	vi		i64	i		64					m	0	1	1, 0, -3		0	1
759/2	2.0	99	95	1/2	1/2	2/2	4	1		1	i	dcml	A	vi		i	i							m	0	1	0, -3, 1		0	0
763/2	3.0	100	96	0	0	2/2	4	1		1	i(6)	dcml	A	vi		i(6)	i			6				m	0	1	0, -3, -4		0	0
769/2	1.0	100	96	3/4	3/4	2/2	4	1		1	i	dcml	A	vi		i	i							m	0	1	0, -3, 1		0	0
771/2	2.0	101	97	0	0	2/2	4	1		1	V7	dcml	A	vi		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
775/2	2.0	101	97	1/2	1/2	2/2	4	1		1	i	dcml	A	vi		i	i							m	0	1	0, -3, 1		0	0
779/2	2.0	102	98	0	0	2/2	4	1		1	V7	dcml	A	vi		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
783/2	2.0	102	98	1/2	1/2	2/2	4	1		1	i	dcml	A	vi		i	i							m	0	1	0, -3, 1		0	0
787/2	2.0	103	99	0	0	2/2	4	1		1	iii.i	dcml	A	iii		i	i							m	0	1	0, -3, 1		0	0
791/2	2.0	103	99	1/2	1/2	2/2	4	1		1	V7	dcml	A	iii		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
795/2	4.0	104	100	0	0	2/2	4	1		1	i\\	dcml	A	iii		i	i						\\	m	0	1	0, -3, 1		0	0
803/2	4.0	105	101	0	0	2/2	4	1		1	IV.V7	dcml	A	IV		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
811/2	5.0	106	102	0	0	2/2	4	1		1	I	dcml	A	IV		I	I							M	0	0	0, 4, 1		0	0
821/2	1.0	107	103	1/4	1/4	2/2	4	1		1	I64	dcml	A	IV		I64	I		64					M	0	0	1, 0, 4		0	1
