quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
63/2	0.5	16	16	3/8	3/8	2/4	4	1		V65/V	F	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
32	1.0	17	17	0	0	2/4	4	1		V(64)	F	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
33	1.0	17	17	1/4	1/4	2/4	4	1		V7	F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
34	2.0	18	18	0	0	2/4	4	1		I\\	F	I		I		I						\\	M	0	0	0, 4, 1		0	0
36	2.0	19	19	0	0	2/4	4	1		I	F	I		I		I							M	0	0	0, 4, 1		0	0
38	3.5	20	20	0	0	2/4	4	1		V	F	I		V		V							M	0	0	1, 5, 2		1	1
83/2	0.5	21	21	3/8	3/8	2/4	4	1		V7	F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
42	6.0	22	22	0	0	2/4	4	1		I	F	I		I		I							M	0	0	0, 4, 1		0	0
48	2.0	25	25	0	0	2/4	4	1		V6	F	I		V6		V		6					M	0	0	5, 2, 1		1	5
50	1.0	26	26	0	0	2/4	4	1		I(4+2)	F	I		I(4+2)		I			4+2				M	0	0	0, -1, 1	2	0	0
51	1.0	26	26	1/4	1/4	2/4	4	1		I\\	F	I		I		I						\\	M	0	0	0, 4, 1		0	0
52	2.0	27	27	0	0	2/4	4	1		V/vi	F	I		V/vi		V				vi			M	0	0	4, 8, 5		4	4
54	2.0	28	28	0	0	2/4	4	1		vi	F	I		vi		vi							m	0	0	3, 0, 4		3	3
56	2.0	29	29	0	0	2/4	4	1		V/vi	F	I		V/vi		V				vi			M	0	0	4, 8, 5		4	4
58	7.0	30	30	0	0	2/4	4	1		vi	F	I		vi		vi							m	0	0	3, 0, 4		3	3
65	1.0	33	33	1/4	1/4	2/4	4	1		V/vi	F	I		V/vi		V				vi			M	0	0	4, 8, 5		4	4
66	2.0	34	34	0	0	2/4	4	1		vi\\	F	I		vi		vi						\\	m	0	0	3, 0, 4		3	3
68	2.0	35	35	0	0	2/4	4	1		V64/vi	F	I		V64/vi		V		64		vi			M	0	0	5, 4, 8		4	5
70	2.0	36	36	0	0	2/4	4	1		V/vi	F	I		V/vi		V				vi			M	0	0	4, 8, 5		4	4
72	4.0	37	37	0	0	2/4	4	1		vi	F	I		vi		vi							m	0	0	3, 0, 4		3	3
76	2.0	39	39	0	0	2/4	4	1		V43/iii	F	I		V43/iii		V		43		iii			Mm7	0	0	6, 3, 5, 9		5	6
78	1.0	40	40	0	0	2/4	4	1		V6/iii	F	I		V6/iii		V		6		iii			M	0	0	9, 6, 5		5	9
79	1.0	40	40	1/4	1/4	2/4	4	1		V/iii	F	I		V/iii		V				iii			M	0	0	5, 9, 6		5	5
80	1.0	41	41	0	0	2/4	4	1		iii	F	I		iii		iii							m	0	0	4, 1, 5		4	4
81	1.0	41	41	1/4	1/4	2/4	4	1		V2/vi	F	I		V2/vi		V		2		vi			Mm7	0	0	2, 4, 8, 5		4	2
82	1.0	42	42	0	0	2/4	4	1		II.V6	F	II		V6		V		6					M	0	0	5, 2, 1		1	5
83	1.0	42	42	1/4	1/4	2/4	4	1		V	F	II		V		V							M	0	0	1, 5, 2		1	1
84	1.0	43	43	0	0	2/4	4	1		I\\	F	II		I		I						\\	M	0	0	0, 4, 1		0	0
85	1.0	43	43	1/4	1/4	2/4	4	1		I	F	II		I		I							M	0	0	0, 4, 1		0	0
86	2.0	44	44	0	0	2/4	4	1		V43	F	II		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
88	2.0	45	45	0	0	2/4	4	1		I6	F	II		I6		I		6					M	0	0	4, 1, 0		0	4
90	1.5	46	46	0	0	2/4	4	1		V2	F	II		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
183/2	0.5	46	46	3/8	3/8	2/4	4	1		V65	F	II		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
92	0.5	47	47	0	0	2/4	4	1		I	F	II		I		I							M	0	0	0, 4, 1		0	0
185/2	1.0	47	47	1/8	1/8	2/4	4	1		V	F	II		V		V							M	0	0	1, 5, 2		1	1
187/2	0.5	47	47	3/8	3/8	2/4	4	1		I(6)	F	II		I(6)		I			6				M	0	0	0, 4, 3		0	0
94	2.0	48	48	0	0	2/4	4	1		V43	F	II		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
96	1.0	49	49	0	0	2/4	4	1		I6	F	II		I6		I		6					M	0	0	4, 1, 0		0	4
97	1.0	49	49	1/4	1/4	2/4	4	1		V.V65	F	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
98	2.0	50	50	0	0	2/4	4	1		V7	F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
100	2.0	51	51	0	0	2/4	4	1		I	F	V		I		I							M	0	0	0, 4, 1		0	0
102	2.0	52	52	0	0	2/4	4	1		V43	F	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
104	2.0	53	53	0	0	2/4	4	1		I6	F	V		I6		I		6					M	0	0	4, 1, 0		0	4
106	0.5	54	54	0	0	2/4	4	1		V2	F	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
213/2	1.0	54	54	1/8	1/8	2/4	4	1		V	F	V		V		V							M	0	0	1, 5, 2		1	1
215/2	0.5	54	54	3/8	3/8	2/4	4	1		V6	F	V		V6		V		6					M	0	0	5, 2, 1		1	5
108	1.5	55	55	0	0	2/4	4	1		I	F	V		I		I							M	0	0	0, 4, 1		0	0
219/2	0.5	55	55	3/8	3/8	2/4	4	1		I(6)	F	V		I(6)		I			6				M	0	0	0, 4, 3		0	0
110	2.0	56	56	0	0	2/4	4	1		V43	F	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
112	2.0	57	57	0	0	2/4	4	1		I6	F	V		I6		I		6					M	0	0	4, 1, 0		0	4
114	0.5	58	58	0	0	2/4	4	1		V2	F	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
229/2	1.0	58	58	1/8	1/8	2/4	4	1		V	F	V		V		V							M	0	0	1, 5, 2		1	1
231/2	0.5	58	58	3/8	3/8	2/4	4	1		V6	F	V		V6		V		6					M	0	0	5, 2, 1		1	5
116	1.5	59	59	0	0	2/4	4	1		I	F	V		I		I							M	0	0	0, 4, 1		0	0
235/2	0.5	59	59	3/8	3/8	2/4	4	1		V65	F	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
118	1.5	60	60	0	0	2/4	4	1		I	F	V		I		I							M	0	0	0, 4, 1		0	0
239/2	0.5	60	60	3/8	3/8	2/4	4	1		V65/vi	F	V		V65/vi		V		65		vi			Mm7	0	0	8, 5, 2, 4		4	8
120	1.5	61	61	0	0	2/4	4	1		vi	F	V		vi		vi							m	0	0	3, 0, 4		3	3
243/2	0.5	61	61	3/8	3/8	2/4	4	1		V65/IV	F	V		V65/IV		V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
122	2.0	62	62	0	0	2/4	4	1		IV	F	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
124	2.0	63	63	0	0	2/4	4	1		IV	F	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
126	1.0	64	64	0	0	2/4	4	1		V(64)	F	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
127	1.0	64	64	1/4	1/4	2/4	4	1		V7	F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
128	1.5	65	65	0	0	2/4	4	1		I\\	F	V		I		I						\\	M	0	0	0, 4, 1		0	0
259/2	0.5	65	65	3/8	3/8	2/4	4	1		V65	F	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
130	1.5	66	66	0	0	2/4	4	1		I	F	V		I		I							M	0	0	0, 4, 1		0	0
263/2	0.5	66	66	3/8	3/8	2/4	4	1		V65/vi	F	V		V65/vi		V		65		vi			Mm7	0	0	8, 5, 2, 4		4	8
132	1.5	67	67	0	0	2/4	4	1		vi	F	V		vi		vi							m	0	0	3, 0, 4		3	3
267/2	0.5	67	67	3/8	3/8	2/4	4	1		V65/IV	F	V		V65/IV		V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
134	1.5	68	68	0	0	2/4	4	1		IV	F	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
271/2	0.5	68	68	3/8	3/8	2/4	4	1		V65/ii	F	V		V65/ii		V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
136	2.0	69	69	0	0	2/4	4	1		ii	F	V		ii		ii							m	0	0	2, -1, 3		2	2
138	1.0	70	70	0	0	2/4	4	1		V7(+2)	F	V		V7(+2)		V		7	+2				Mm7	0	0	1, 5, 2, -1	3	1	1
139	0.5	70	70	1/4	1/4	2/4	4	1		V(64)	F	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
279/2	0.5	70	70	3/8	3/8	2/4	4	1		V7	F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
140	1.0	71	71	0	0	2/4	4	1		I\\	F	V		I		I						\\	M	0	0	0, 4, 1		0	0
141	0.5	71	71	1/4	1/4	2/4	4	1		V43	F	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
283/2	0.5	71	71	3/8	3/8	2/4	4	1		V2	F	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
142	0.5	72	72	0	0	2/4	4	1		I6	F	V		I6		I		6					M	0	0	4, 1, 0		0	4
285/2	0.5	72	72	1/8	1/8	2/4	4	1		I	F	V		I		I							M	0	0	0, 4, 1		0	0
143	0.5	72	72	1/4	1/4	2/4	4	1		V43	F	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
287/2	0.5	72	72	3/8	3/8	2/4	4	1		V2	F	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
144	0.5	73	73	0	0	2/4	4	1		I6	F	V		I6		I		6					M	0	0	4, 1, 0		0	4
289/2	1.0	73	73	1/8	1/8	2/4	4	1		I	F	V		I		I							M	0	0	0, 4, 1		0	0
291/2	0.5	73	73	3/8	3/8	2/4	4	1		IV	F	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
146	1.0	74	74	0	0	2/4	4	1		V(64)	F	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
147	1.0	74	74	1/4	1/4	2/4	4	1		V7	F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
148	0.5	75	75	0	0	2/4	4	1		i\\	F	V		i		i						\\	m	0	0	0, -3, 1		0	0
297/2	0.5	75	75	1/8	1/8	2/4	4	1		v.i	F	v		i		i							m	0	1	0, -3, 1		0	0
149	0.5	75	75	1/4	1/4	2/4	4	1		V43	F	v		V43		V		43					Mm7	0	1	2, -1, 1, 5		1	2
299/2	0.5	75	75	3/8	3/8	2/4	4	1		V	F	v		V		V							M	0	1	1, 5, 2		1	1
150	0.5	76	76	0	0	2/4	4	1		i6	F	v		i6		i		6					m	0	1	-3, 1, 0		0	-3
301/2	0.5	76	76	1/8	1/8	2/4	4	1		i	F	v		i		i							m	0	1	0, -3, 1		0	0
151	0.5	76	76	1/4	1/4	2/4	4	1		V64	F	v		V64		V		64					M	0	1	2, 1, 5		1	2
303/2	0.5	76	76	3/8	3/8	2/4	4	1		V	F	v		V		V							M	0	1	1, 5, 2		1	1
152	0.5	77	77	0	0	2/4	4	1		i6	F	v		i6		i		6					m	0	1	-3, 1, 0		0	-3
305/2	0.5	77	77	1/8	1/8	2/4	4	1		i	F	v		i		i							m	0	1	0, -3, 1		0	0
153	1.0	77	77	1/4	1/4	2/4	4	1		iio6	F	v		iio6		ii	o	6					o	0	1	-1, -4, 2		2	-1
154	1.0	78	78	0	0	2/4	4	1		V(64)	F	v		V(64)		V			64				M	0	1	1, 0, -3		1	1
155	1.0	78	78	1/4	1/4	2/4	4	1		V7	F	v		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
156	2.0	79	79	0	0	2/4	4	1		i\\	F	v		i		i						\\	m	0	1	0, -3, 1		0	0
158	2.0	80	80	0	0	2/4	4	1		V7	F	v		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
160	2.0	81	81	0	0	2/4	4	1		i	F	v		i		i							m	0	1	0, -3, 1		0	0
162	2.0	82	82	0	0	2/4	4	1		V7	F	v		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
164	2.0	83	83	0	0	2/4	4	1		V.I	F	V		I		I							M	0	0	0, 4, 1		0	0
166	2.0	84	84	0	0	2/4	4	1		V65	F	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
168	1.5	85	85	0	0	2/4	4	1		I	F	V		I		I							M	0	0	0, 4, 1		0	0
339/2	0.5	85	85	3/8	3/8	2/4	4	1		I6	F	V		I6		I		6					M	0	0	4, 1, 0		0	4
170	2.0	86	86	0	0	2/4	4	1		V2	F	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
172	1.5	87	87	0	0	2/4	4	1		I	F	V		I		I							M	0	0	0, 4, 1		0	0
347/2	0.5	87	87	3/8	3/8	2/4	4	1		IV6	F	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3
174	1.5	88	88	0	0	2/4	4	1		V2/IV	F	V		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
351/2	0.5	88	88	3/8	3/8	2/4	4	1		V64/IV	F	V		V64/IV		V		64		IV			M	0	0	1, 0, 4		0	1
176	1.5	89	89	0	0	2/4	4	1		IV6	F	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3
355/2	0.5	89	89	3/8	3/8	2/4	4	1		IV	F	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
178	1.5	90	90	0	0	2/4	4	1		I.V43	F	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
359/2	0.5	90	90	3/8	3/8	2/4	4	1		V7	F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
180	2.0	91	91	0	0	2/4	4	1		I	F	I		I		I							M	0	0	0, 4, 1		0	0
182	1.0	92	92	0	0	2/4	4	1		V43	F	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
183	1.0	92	92	1/4	1/4	2/4	4	1		V65	F	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
184	2.0	93	93	0	0	2/4	4	1		V	F	I		V		V							M	0	0	1, 5, 2		1	1
186	1.0	94	94	0	0	2/4	4	1		I6	F	I		I6		I		6					M	0	0	4, 1, 0		0	4
187	1.0	94	94	1/4	1/4	2/4	4	1		I	F	I		I		I							M	0	0	0, 4, 1		0	0
188	0.5	95	95	0	0	2/4	4	1		V	F	I		V		V							M	0	0	1, 5, 2		1	1
377/2	0.5	95	95	1/8	1/8	2/4	4	1		V65	F	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
189	1.0	95	95	1/4	1/4	2/4	4	1		I	F	I		I		I							M	0	0	0, 4, 1		0	0
190	0.5	96	96	0	0	2/4	4	1		V	F	I		V		V							M	0	0	1, 5, 2		1	1
381/2	0.5	96	96	1/8	1/8	2/4	4	1		V65	F	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
191	1.0	96	96	1/4	1/4	2/4	4	1		I	F	I		I		I							M	0	0	0, 4, 1		0	0
192	0.5	97	97	0	0	2/4	4	1		V	F	I		V		V							M	0	0	1, 5, 2		1	1
385/2	0.5	97	97	1/8	1/8	2/4	4	1		V65	F	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
193	0.5	97	97	1/4	1/4	2/4	4	1		V.IV	F	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
387/2	0.5	97	97	3/8	3/8	2/4	4	1		V65/V	F	V		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
194	0.5	98	98	0	0	2/4	4	1		V(64)	F	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
389/2	0.5	98	98	1/8	1/8	2/4	4	1		V7	F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
195	1.0	98	98	1/4	1/4	2/4	4	1		I\\	F	V		I		I						\\	M	0	0	0, 4, 1		0	0
196	2.0	99	99	0	0	2/4	4	1		I.I	F	I		I		I							M	0	0	0, 4, 1		0	0
198	1.0	100	100	0	0	2/4	4	1		V6	F	I		V6		V		6					M	0	0	5, 2, 1		1	5
199	1.0	100	100	1/4	1/4	2/4	4	1		V7	F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
200	2.0	101	101	0	0	2/4	4	1		V2	F	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
202	1.0	102	102	0	0	2/4	4	1		I6	F	I		I6		I		6					M	0	0	4, 1, 0		0	4
203	1.0	102	102	1/4	1/4	2/4	4	1		V7/IV	F	I		V7/IV		V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
204	2.0	103	103	0	0	2/4	4	1		#viio65/ii	F	I		#viio65/ii		#vii	o	65		ii			o7	0	0	4, 1, -2, 7		7	4
206	2.0	104	104	0	0	2/4	4	1		V65/ii	F	I		V65/ii		V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
208	2.0	105	105	0	0	2/4	4	1		ii	F	I		ii		ii							m	0	0	2, -1, 3		2	2
210	2.0	106	106	0	0	2/4	4	1		V65/vi	F	I		V65/vi		V		65		vi			Mm7	0	0	8, 5, 2, 4		4	8
212	1.0	107	107	0	0	2/4	4	1		vi	F	I		vi		vi							m	0	0	3, 0, 4		3	3
213	1.0	107	107	1/4	1/4	2/4	4	1		vi.i6	F	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
214	1.0	108	108	0	0	2/4	4	1		VI	F	vi		VI		VI							M	0	1	-4, 0, -3		-4	-4
215	1.0	108	108	1/4	1/4	2/4	4	1		Ger6	F	vi		Ger6	Ger	vii	o	65	b3	V			Ger	0	1	-4, 0, -3, 6		6	-4
216	3.5	109	109	0	0	2/4	4	1		V\\	F	vi		V		V						\\	M	0	1	1, 5, 2		1	1
439/2	0.5	110	110	3/8	3/8	2/4	4	1		V(64)	F	vi		V(64)		V			64				M	0	1	1, 0, -3		1	1
220	3.5	111	111	0	0	2/4	4	1		V7	F	vi		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
447/2	0.5	112	112	3/8	3/8	2/4	4	1		V(64)	F	vi		V(64)		V			64				M	0	1	1, 0, -3		1	1
224	5.5	113	113	0	0	2/4	4	1		V7	F	vi		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
459/2	0.5	115	115	3/8	3/8	2/4	4	1		VIM7	F	vi		VIM7		VI	M	7					MM7	0	1	-4, 0, -3, 1		-4	-4
230	0.5	116	116	0	0	2/4	4	1		V	F	vi		V		V							M	0	1	1, 5, 2		1	1
461/2	0.5	116	116	1/8	1/8	2/4	4	1		V2	F	vi		V2		V		2					Mm7	0	1	-1, 1, 5, 2		1	-1
231	0.5	116	116	1/4	1/4	2/4	4	1		i6	F	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
463/2	0.5	116	116	3/8	3/8	2/4	4	1		#viio6	F	vi		#viio6		#vii	o	6					o	0	1	2, -1, 5		5	2
232	3.0	117	117	0	0	2/4	4	1		i	F	vi		i		i							m	0	1	0, -3, 1		0	0
235	1.0	118	118	1/4	1/4	2/4	4	1		VI6	F	vi		VI6		VI		6					M	0	1	0, -3, -4		-4	0
236	2.0	119	119	0	0	2/4	4	1		V65(2)	F	vi		V65(2)		V		65	2				Mm7	0	1	5, 2, -1, -4		1	5
238	1.0	120	120	0	0	2/4	4	1		i	F	vi		i		i							m	0	1	0, -3, 1		0	0
239	0.5	120	120	1/4	1/4	2/4	4	1		i6	F	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
479/2	0.5	120	120	3/8	3/8	2/4	4	1		V65/iv	F	vi		V65/iv		V		65		iv			Mm7	0	1	4, 1, -2, 0		0	4
240	2.0	121	121	0	0	2/4	4	1		iv	F	vi		iv		iv							m	0	1	-1, -4, 0		-1	-1
242	1.0	122	122	0	0	2/4	4	1		ii.i	F	ii		i		i							m	0	1	0, -3, 1		0	0
243	1.0	122	122	1/4	1/4	2/4	4	1		VI	F	ii		VI		VI							M	0	1	-4, 0, -3		-4	-4
244	2.0	123	123	0	0	2/4	4	1		V(+b2)	F	ii		V(+b2)		V			+b2				M	0	1	1, 5, 2	-11	1	1
246	1.0	124	124	0	0	2/4	4	1		i6	F	ii		i6		i		6					m	0	1	-3, 1, 0		0	-3
247	0.5	124	124	1/4	1/4	2/4	4	1		i	F	ii		i		i							m	0	1	0, -3, 1		0	0
495/2	0.5	124	124	3/8	3/8	2/4	4	1		V2/iv	F	ii		V2/iv		V		2		iv			Mm7	0	1	-2, 0, 4, 1		0	-2
248	1.0	125	125	0	0	2/4	4	1		v.i6	F	v		i6		i		6					m	0	1	-3, 1, 0		0	-3
249	0.5	125	125	1/4	1/4	2/4	4	1		i	F	v		i		i							m	0	1	0, -3, 1		0	0
499/2	0.5	125	125	3/8	3/8	2/4	4	1		VII	F	v		VII		VII							M	0	1	-2, 2, -1		-2	-2
250	0.5	126	126	0	0	2/4	4	1		VI	F	v		VI		VI							M	0	1	-4, 0, -3		-4	-4
501/2	0.5	126	126	1/8	1/8	2/4	4	1		i64	F	v		i64		i		64					m	0	1	1, 0, -3		0	1
251	1.0	126	126	1/4	1/4	2/4	4	1		iv	F	v		iv		iv							m	0	1	-1, -4, 0		-1	-1
252	1.0	127	127	0	0	2/4	4	1		V(+2)	F	v		V(+2)		V			+2				M	0	1	1, 5, 2	-4	1	1
253	1.0	127	127	1/4	1/4	2/4	4	1		V7	F	v		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
254	1.5	128	128	0	0	2/4	4	1		i	F	v		i		i							m	0	1	0, -3, 1		0	0
511/2	0.5	128	128	3/8	3/8	2/4	4	1		V7/iv	F	v		V7/iv		V		7		iv			Mm7	0	1	0, 4, 1, -2		0	0
256	1.0	129	129	0	0	2/4	4	1		i.i	F	i		i		i							m	0	1	0, -3, 1		0	0
257	1.0	129	129	1/4	1/4	2/4	4	1		i6	F	i		i6		i		6					m	0	1	-3, 1, 0		0	-3
258	1.0	130	130	0	0	2/4	4	1		i	F	i		i		i							m	0	1	0, -3, 1		0	0
259	1.0	130	130	1/4	1/4	2/4	4	1		VI6	F	i		VI6		VI		6					M	0	1	0, -3, -4		-4	0
260	1.0	131	131	0	0	2/4	4	1		V43(4)/VI	F	i		V43(4)/VI		V		43	4	VI			Mm7	0	1	-2, -5, -3, -4		-3	-2
261	0.5	131	131	1/4	1/4	2/4	4	1		V43/VI	F	i		V43/VI		V		43		VI			Mm7	0	1	-2, -5, -3, 1		-3	-2
523/2	0.5	131	131	3/8	3/8	2/4	4	1		VI	F	i		VI		VI							M	0	1	-4, 0, -3		-4	-4
262	0.5	132	132	0	0	2/4	4	1		bVI.V6	F	bVI		V6		V		6					M	0	0	5, 2, 1		1	5
