quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	harmony_layer	label	regex_match	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
945/4	0.5	119	119	1/16	1/16	2/4	4	1		1	V6	dcml	F	iv		V6		V		6					M	0	1	5, 2, 1		1	5
947/4	0.5	119	119	3/16	3/16	2/4	4	1		1	It6	dcml	F	iv		It6	It	vii	o	6	b3	V			It	0	1	-4, 0, 6		6	-4
949/4	1.0	119	119	5/16	5/16	2/4	4	1		1	V	dcml	F	iv		V		V							M	0	1	1, 5, 2		1	1
953/4	0.5	120	120	1/16	1/16	2/4	4	1		1	i	dcml	F	iv		i		i							m	0	1	0, -3, 1		0	0
955/4	0.5	120	120	3/16	3/16	2/4	4	1		1	V2	dcml	F	iv		V2		V		2					Mm7	0	1	-1, 1, 5, 2		1	-1
957/4	0.5	120	120	5/16	5/16	2/4	4	1		1	i6	dcml	F	iv		i6		i		6					m	0	1	-3, 1, 0		0	-3
959/4	0.5	120	120	7/16	7/16	2/4	4	1		1	v.VI6	dcml	F	v		VI6		VI		6					M	0	1	0, -3, -4		-4	0
961/4	0.5	121	121	1/16	1/16	2/4	4	1		1	V6	dcml	F	v		V6		V		6					M	0	1	5, 2, 1		1	5
963/4	0.5	121	121	3/16	3/16	2/4	4	1		1	It6	dcml	F	v		It6	It	vii	o	6	b3	V			It	0	1	-4, 0, 6		6	-4
965/4	0.5	121	121	5/16	5/16	2/4	4	1		1	V	dcml	F	v		V		V							M	0	1	1, 5, 2		1	1
967/4	0.5	121	121	7/16	7/16	2/4	4	1		1	V43	dcml	F	v		V43		V		43					Mm7	0	1	2, -1, 1, 5		1	2
969/4	0.5	122	122	1/16	1/16	2/4	4	1		1	i	dcml	F	v		i		i							m	0	1	0, -3, 1		0	0
971/4	0.5	122	122	3/16	3/16	2/4	4	1		1	V2	dcml	F	v		V2		V		2					Mm7	0	1	-1, 1, 5, 2		1	-1
973/4	0.5	122	122	5/16	5/16	2/4	4	1		1	#viio7/iv	dcml	F	v		#viio7/iv		#vii	o	7		iv			o7	0	1	4, 1, -2, -5		4	4
975/4	0.5	122	122	7/16	7/16	2/4	4	1		1	#viio6	dcml	F	v		#viio6		#vii	o	6					o	0	1	2, -1, 5		5	2
977/4	0.5	123	123	1/16	1/16	2/4	4	1		1	vi.V65	dcml	F	vi		V65		V		65					Mm7	0	1	5, 2, -1, 1		1	5
979/4	0.5	123	123	3/16	3/16	2/4	4	1		1	V7	dcml	F	vi		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
981/4	0.5	123	123	5/16	5/16	2/4	4	1		1	i	dcml	F	vi		i		i							m	0	1	0, -3, 1		0	0
983/4	0.5	123	123	7/16	7/16	2/4	4	1		1	V43	dcml	F	vi		V43		V		43					Mm7	0	1	2, -1, 1, 5		1	2
985/4	0.5	124	124	1/16	1/16	2/4	4	1		1	i6	dcml	F	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
987/4	0.5	124	124	3/16	3/16	2/4	4	1		1	#viio7/iv	dcml	F	vi		#viio7/iv		#vii	o	7		iv			o7	0	1	4, 1, -2, -5		4	4
989/4	0.5	124	124	5/16	5/16	2/4	4	1		1	iv	dcml	F	vi		iv		iv							m	0	1	-1, -4, 0		-1	-1
991/4	0.25	124	124	7/16	7/16	2/4	4	1		1	i64	dcml	F	vi		i64		i		64					m	0	1	1, 0, -3		0	1
248	0.25	125	125	0	0	2/4	4	1		1	i64	dcml	F	vi		i64		i		64					m	0	1	1, 0, -3		0	1
993/4	0.75	125	125	1/16	1/16	2/4	4	1		1	Fr6	dcml	F	vi		Fr6	Fr	V		43	b5	V			Fr	0	1	-4, 0, 2, 6		2	-4
249	0.25	125	125	1/4	1/4	2/4	4	1		1	V	dcml	F	vi		V		V							M	0	1	1, 5, 2		1	1
997/4	0.5	125	125	5/16	5/16	2/4	4	1		1	Fr6	dcml	F	vi		Fr6	Fr	V		43	b5	V			Fr	0	1	-4, 0, 2, 6		2	-4
999/4	0.5	125	125	7/16	7/16	2/4	4	1		1	V	dcml	F	vi		V		V							M	0	1	1, 5, 2		1	1
1001/4	0.75	126	126	1/16	1/16	2/4	4	1		1	Fr6	dcml	F	vi		Fr6	Fr	V		43	b5	V			Fr	0	1	-4, 0, 2, 6		2	-4
251	0.25	126	126	1/4	1/4	2/4	4	1		1	V	dcml	F	vi		V		V							M	0	1	1, 5, 2		1	1
1005/4	0.75	126	126	5/16	5/16	2/4	4	1		1	Fr6	dcml	F	vi		Fr6	Fr	V		43	b5	V			Fr	0	1	-4, 0, 2, 6		2	-4
252	0.25	127	127	0	0	2/4	4	1		1	It6	dcml	F	vi		It6	It	vii	o	6	b3	V			It	0	1	-4, 0, 6		6	-4
1009/4	0.5	127	127	1/16	1/16	2/4	4	1		1	V	dcml	F	vi		V		V							M	0	1	1, 5, 2		1	1
1011/4	0.5	127	127	3/16	3/16	2/4	4	1		1	It6	dcml	F	vi		It6	It	vii	o	6	b3	V			It	0	1	-4, 0, 6		6	-4
1013/4	0.5	127	127	5/16	5/16	2/4	4	1		1	V	dcml	F	vi		V		V							M	0	1	1, 5, 2		1	1
1015/4	0.5	127	127	7/16	7/16	2/4	4	1		1	It6	dcml	F	vi		It6	It	vii	o	6	b3	V			It	0	1	-4, 0, 6		6	-4
1017/4	0.5	128	128	1/16	1/16	2/4	4	1		1	V	dcml	F	vi		V		V							M	0	1	1, 5, 2		1	1
1019/4	0.5	128	128	3/16	3/16	2/4	4	1		1	It6	dcml	F	vi		It6	It	vii	o	6	b3	V			It	0	1	-4, 0, 6		6	-4
1021/4	0.5	128	128	5/16	5/16	2/4	4	1		1	V	dcml	F	vi		V		V							M	0	1	1, 5, 2		1	1
1023/4	0.25	128	128	7/16	7/16	2/4	4	1		1	It6	dcml	F	vi		It6	It	vii	o	6	b3	V			It	0	1	-4, 0, 6		6	-4
256	6.0	129	129	0	0	2/4	4	1		1	V[V64	dcml	F	vi	V	V64		V		64					M	0	1	2, 1, 5		1	2
262	1.0	132	132	0	0	2/4	4	1		1	i6	dcml	F	vi	V	i6		i		6					m	0	1	-3, 1, 0		0	-3
263	0.5	132	132	1/4	1/4	2/4	4	1		1	V6	dcml	F	vi	V	V6		V		6					M	0	1	5, 2, 1		1	5
527/2	1.5	132	132	3/8	3/8	2/4	4	1		1	i	dcml	F	vi	V	i		i							m	0	1	0, -3, 1		0	0
265	1.0	133	133	1/4	1/4	2/4	4	1		1	V	dcml	F	vi	V	V		V							M	0	1	1, 5, 2		1	1
266	0.75	134	134	0	0	2/4	4	1		1	i6	dcml	F	vi	V	i6		i		6					m	0	1	-3, 1, 0		0	-3
1067/4	0.25	134	134	3/16	3/16	2/4	4	1		1	i	dcml	F	vi	V	i		i							m	0	1	0, -3, 1		0	0
267	1.0	134	134	1/4	1/4	2/4	4	1		1	V6]	dcml	F	vi	V	V6		V		6					M	0	1	5, 2, 1		1	5
268	1.0	135	135	0	0	2/4	4	1		1	VI	dcml	F	vi		VI		VI							M	0	1	-4, 0, -3		-4	-4
269	1.0	135	135	1/4	1/4	2/4	4	1		1	bVII.V	dcml	F	bVII		V		V							M	0	0	1, 5, 2		1	1
270	1.5	136	136	0	0	2/4	4	1		1	I64	dcml	F	bVII		I64		I		64					M	0	0	1, 0, 4		0	1
543/2	0.5	136	136	3/8	3/8	2/4	4	1		1	V7	dcml	F	bVII		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
272	1.0	137	137	0	0	2/4	4	1		1	I64	dcml	F	bVII		I64		I		64					M	0	0	1, 0, 4		0	1
273	1.0	137	137	1/4	1/4	2/4	4	1		1	V7	dcml	F	bVII		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
274	1.0	138	138	0	0	2/4	4	1		1	I64	dcml	F	bVII		I64		I		64					M	0	0	1, 0, 4		0	1
275	0.75	138	138	1/4	1/4	2/4	4	1		1	V	dcml	F	bVII		V		V							M	0	0	1, 5, 2		1	1
1103/4	0.25	138	138	7/16	7/16	2/4	4	1		1	#viio7/vi	dcml	F	bVII		#viio7/vi		#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
276	1.0	139	139	0	0	2/4	4	1		1	V/ii	dcml	F	bVII		V/ii		V				ii			M	0	0	3, 7, 4		3	3
277	3.0	139	139	1/4	1/4	2/4	4	1		1	V7/ii	dcml	F	bVII		V7/ii		V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
280	1.0	141	141	0	0	2/4	4	1		1	vi.V65	dcml	F	vi		V65		V		65					Mm7	0	1	5, 2, -1, 1		1	5
281	3.0	141	141	1/4	1/4	2/4	4	1		1	V7	dcml	F	vi		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
284	4.0	143	143	0	0	2/4	4	1		1	i	dcml	F	vi		i		i							m	0	1	0, -3, 1		0	0
288	2.0	145	145	0	0	2/4	4	1		1	bII6	dcml	F	vi		bII6		bII		6					M	0	1	-1, -4, -5		-5	-1
290	2.0	146	146	0	0	2/4	4	1		1	V7	dcml	F	vi		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
292	2.0	147	147	0	0	2/4	4	1		1	V43	dcml	F	vi		V43		V		43					Mm7	0	1	2, -1, 1, 5		1	2
294	2.0	148	148	0	0	2/4	4	1		1	V65	dcml	F	vi		V65		V		65					Mm7	0	1	5, 2, -1, 1		1	5
296	4.0	149	149	0	0	2/4	4	1		1	i	dcml	F	vi		i		i							m	0	1	0, -3, 1		0	0
300	2.0	151	151	0	0	2/4	4	1		1	ii%65	dcml	F	vi		ii%65		ii	%	65					%7	0	1	-1, -4, 0, 2		2	-1
302	2.0	152	152	0	0	2/4	4	1		1	V7	dcml	F	vi		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
304	1.0	153	153	0	0	2/4	4	1		1	i\\	dcml	F	vi		i		i						\\	m	0	1	0, -3, 1		0	0
305	1.0	153	153	1/4	1/4	2/4	4	1		1	VI	dcml	F	vi		VI		VI							M	0	1	-4, 0, -3		-4	-4
306	1.0	154	154	0	0	2/4	4	1		1	bII6	dcml	F	vi		bII6		bII		6					M	0	1	-1, -4, -5		-5	-1
307	0.5	154	154	1/4	1/4	2/4	4	1		1	V7(4)	dcml	F	vi		V7(4)		V		7	4				Mm7	0	1	1, 0, 2, -1		1	1
615/2	0.5	154	154	3/8	3/8	2/4	4	1		1	V7	dcml	F	vi		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
308	0.25	155	155	0	0	2/4	4	1		1	i\\	dcml	F	vi		i		i						\\	m	0	1	0, -3, 1		0	0
1233/4	0.75	155	155	1/16	1/16	2/4	4	1		1	III43	dcml	F	vi		III43		III		43					Mm7	0	1	-2, -5, -3, 1		-3	-2
309	1.0	155	155	1/4	1/4	2/4	4	1		1	VI	dcml	F	vi		VI		VI							M	0	1	-4, 0, -3		-4	-4
310	1.0	156	156	0	0	2/4	4	1		1	bII6	dcml	F	vi		bII6		bII		6					M	0	1	-1, -4, -5		-5	-1
311	1.0	156	156	1/4	1/4	2/4	4	1		1	V7	dcml	F	vi		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
312	2.0	157	157	0	0	2/4	4	1		1	i\\	dcml	F	vi		i		i						\\	m	0	1	0, -3, 1		0	0
314	0.5	158	158	0	0	2/4	4	1		1	i	dcml	F	vi		i		i							m	0	1	0, -3, 1		0	0
629/2	0.5	158	158	1/8	1/8	2/4	4	1		1	#viio	dcml	F	vi		#viio		#vii	o						o	0	1	5, 2, -1		5	5
315	0.5	158	158	1/4	1/4	2/4	4	1		1	i	dcml	F	vi		i		i							m	0	1	0, -3, 1		0	0
631/2	0.5	158	158	3/8	3/8	2/4	4	1		1	#viio	dcml	F	vi		#viio		#vii	o						o	0	1	5, 2, -1		5	5
316	0.5	159	159	0	0	2/4	4	1		1	i	dcml	F	vi		i		i							m	0	1	0, -3, 1		0	0
633/2	0.5	159	159	1/8	1/8	2/4	4	1		1	iio	dcml	F	vi		iio		ii	o						o	0	1	2, -1, -4		2	2
317	0.5	159	159	1/4	1/4	2/4	4	1		1	i6	dcml	F	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
635/2	0.5	159	159	3/8	3/8	2/4	4	1		1	V65	dcml	F	vi		V65		V		65					Mm7	0	1	5, 2, -1, 1		1	5
318	0.5	160	160	0	0	2/4	4	1		1	i	dcml	F	vi		i		i							m	0	1	0, -3, 1		0	0
637/2	0.5	160	160	1/8	1/8	2/4	4	1		1	#viio6	dcml	F	vi		#viio6		#vii	o	6					o	0	1	2, -1, 5		5	2
319	0.25	160	160	1/4	1/4	2/4	4	1		1	i6	dcml	F	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
1277/4	0.75	160	160	5/16	5/16	2/4	4	1		1	i[#viio43	dcml	F	vi	i	#viio43		#vii	o	43					o7	0	1	-1, -4, 5, 2		5	-1
320	0.25	161	161	0	0	2/4	4	1		1	i64	dcml	F	vi	i	i64		i		64					m	0	1	1, 0, -3		0	1
1281/4	0.75	161	161	1/16	1/16	2/4	4	1		1	#viio43	dcml	F	vi	i	#viio43		#vii	o	43					o7	0	1	-1, -4, 5, 2		5	-1
321	0.25	161	161	1/4	1/4	2/4	4	1		1	i6	dcml	F	vi	i	i6		i		6					m	0	1	-3, 1, 0		0	-3
1285/4	0.75	161	161	5/16	5/16	2/4	4	1		1	#viio43	dcml	F	vi	i	#viio43		#vii	o	43					o7	0	1	-1, -4, 5, 2		5	-1
322	0.25	162	162	0	0	2/4	4	1		1	i6	dcml	F	vi	i	i6		i		6					m	0	1	-3, 1, 0		0	-3
1289/4	0.75	162	162	1/16	1/16	2/4	4	1		1	#viio43	dcml	F	vi	i	#viio43		#vii	o	43					o7	0	1	-1, -4, 5, 2		5	-1
323	0.25	162	162	1/4	1/4	2/4	4	1		1	i6	dcml	F	vi	i	i6		i		6					m	0	1	-3, 1, 0		0	-3
1293/4	0.75	162	162	5/16	5/16	2/4	4	1		1	#viio43	dcml	F	vi	i	#viio43		#vii	o	43					o7	0	1	-1, -4, 5, 2		5	-1
324	4.0	163	163	0	0	2/4	4	1		1	i6	dcml	F	vi	i	i6		i		6					m	0	1	-3, 1, 0		0	-3
328	0.75	165	165	0	0	2/4	4	1		1	i]	dcml	F	vi	i	i		i							m	0	1	0, -3, 1		0	0
1315/4	0.25	165	165	3/16	3/16	2/4	4	1		1	V65	dcml	F	vi		V65		V		65					Mm7	0	1	5, 2, -1, 1		1	5
329	0.75	165	165	1/4	1/4	2/4	4	1		1	i	dcml	F	vi		i		i							m	0	1	0, -3, 1		0	0
1319/4	0.25	165	165	7/16	7/16	2/4	4	1		1	V	dcml	F	vi		V		V							M	0	1	1, 5, 2		1	1
330	0.75	166	166	0	0	2/4	4	1		1	i	dcml	F	vi		i		i							m	0	1	0, -3, 1		0	0
1323/4	0.25	166	166	3/16	3/16	2/4	4	1		1	V65	dcml	F	vi		V65		V		65					Mm7	0	1	5, 2, -1, 1		1	5
331	0.75	166	166	1/4	1/4	2/4	4	1		1	i	dcml	F	vi		i		i							m	0	1	0, -3, 1		0	0
1327/4	0.25	166	166	7/16	7/16	2/4	4	1		1	V	dcml	F	vi		V		V							M	0	1	1, 5, 2		1	1
332	2.0	167	167	0	0	2/4	4	1		1	i	dcml	F	vi		i		i							m	0	1	0, -3, 1		0	0
334	1.0	168	168	0	0	2/4	4	1		1	#viio6(2)	dcml	F	vi		#viio6(2)		#vii	o	6	2				o	0	1	2, -1, 0		5	2
335	1.0	168	168	1/4	1/4	2/4	4	1		1	v.V65	dcml	F	v		V65		V		65					Mm7	0	1	5, 2, -1, 1		1	5
336	0.75	169	169	0	0	2/4	4	1		1	i	dcml	F	v		i		i							m	0	1	0, -3, 1		0	0
1347/4	0.25	169	169	3/16	3/16	2/4	4	1		1	V65	dcml	F	v		V65		V		65					Mm7	0	1	5, 2, -1, 1		1	5
337	0.75	169	169	1/4	1/4	2/4	4	1		1	i	dcml	F	v		i		i							m	0	1	0, -3, 1		0	0
1351/4	0.25	169	169	7/16	7/16	2/4	4	1		1	V	dcml	F	v		V		V							M	0	1	1, 5, 2		1	1
338	0.75	170	170	0	0	2/4	4	1		1	i	dcml	F	v		i		i							m	0	1	0, -3, 1		0	0
1355/4	0.25	170	170	3/16	3/16	2/4	4	1		1	V65	dcml	F	v		V65		V		65					Mm7	0	1	5, 2, -1, 1		1	5
339	0.75	170	170	1/4	1/4	2/4	4	1		1	i	dcml	F	v		i		i							m	0	1	0, -3, 1		0	0
1359/4	0.25	170	170	7/16	7/16	2/4	4	1		1	V	dcml	F	v		V		V							M	0	1	1, 5, 2		1	1
340	2.0	171	171	0	0	2/4	4	1		1	i	dcml	F	v		i		i							m	0	1	0, -3, 1		0	0
342	1.0	172	172	0	0	2/4	4	1		1	#viio6(2)	dcml	F	v		#viio6(2)		#vii	o	6	2				o	0	1	2, -1, 0		5	2
343	1.0	172	172	1/4	1/4	2/4	4	1		1	IV.V65	dcml	F	IV		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
344	0.5	173	173	0	0	2/4	4	1		1	I	dcml	F	IV		I		I							M	0	0	0, 4, 1		0	0
689/2	0.5	173	173	1/8	1/8	2/4	4	1		1	V65	dcml	F	IV		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
345	0.5	173	173	1/4	1/4	2/4	4	1		1	I	dcml	F	IV		I		I							M	0	0	0, 4, 1		0	0
691/2	0.5	173	173	3/8	3/8	2/4	4	1		1	V	dcml	F	IV		V		V							M	0	0	1, 5, 2		1	1
346	0.5	174	174	0	0	2/4	4	1		1	I	dcml	F	IV		I		I							M	0	0	0, 4, 1		0	0
693/2	0.5	174	174	1/8	1/8	2/4	4	1		1	V65	dcml	F	IV		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
347	0.5	174	174	1/4	1/4	2/4	4	1		1	I	dcml	F	IV		I		I							M	0	0	0, 4, 1		0	0
695/2	0.5	174	174	3/8	3/8	2/4	4	1		1	V+	dcml	F	IV		V+		V	+						+	0	0	1, 5, 9		1	1
348	0.5	175	175	0	0	2/4	4	1		1	I	dcml	F	IV		I		I							M	0	0	0, 4, 1		0	0
697/2	0.5	175	175	1/8	1/8	2/4	4	1		1	V+	dcml	F	IV		V+		V	+						+	0	0	1, 5, 9		1	1
349	0.5	175	175	1/4	1/4	2/4	4	1		1	I	dcml	F	IV		I		I							M	0	0	0, 4, 1		0	0
699/2	0.5	175	175	3/8	3/8	2/4	4	1		1	V+	dcml	F	IV		V+		V	+						+	0	0	1, 5, 9		1	1
350	0.5	176	176	0	0	2/4	4	1		1	I	dcml	F	IV		I		I							M	0	0	0, 4, 1		0	0
701/2	0.5	176	176	1/8	1/8	2/4	4	1		1	V+	dcml	F	IV		V+		V	+						+	0	0	1, 5, 9		1	1
351	0.5	176	176	1/4	1/4	2/4	4	1		1	I	dcml	F	IV		I		I							M	0	0	0, 4, 1		0	0
703/2	0.5	176	176	3/8	3/8	2/4	4	1		1	V+	dcml	F	IV		V+		V	+						+	0	0	1, 5, 9		1	1
352	1.0	177	177	0	0	2/4	4	1		1	I[I	dcml	F	IV	I	I		I							M	0	0	0, 4, 1		0	0
353	1.0	177	177	1/4	1/4	2/4	4	1		1	V6	dcml	F	IV	I	V6		V		6					M	0	0	5, 2, 1		1	5
354	1.0	178	178	0	0	2/4	4	1		1	I6	dcml	F	IV	I	I6		I		6					M	0	0	4, 1, 0		0	4
355	1.0	178	178	1/4	1/4	2/4	4	1		1	viio43	dcml	F	IV	I	viio43		vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
356	1.0	179	179	0	0	2/4	4	1		1	I]	dcml	F	IV	I	I		I							M	0	0	0, 4, 1		0	0
357	0.5	179	179	1/4	1/4	2/4	4	1		1	viio43	dcml	F	IV		viio43		vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
715/2	0.5	179	179	3/8	3/8	2/4	4	1		1	I6	dcml	F	IV		I6		I		6					M	0	0	4, 1, 0		0	4
358	1.0	180	180	0	0	2/4	4	1		1	I	dcml	F	IV		I		I							M	0	0	0, 4, 1		0	0
359	1.0	180	180	1/4	1/4	2/4	4	1		1	I.V2	dcml	F	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
360	1.0	181	181	0	0	2/4	4	1		1	I	dcml	F	I		I		I							M	0	0	0, 4, 1		0	0
361	0.75	181	181	1/4	1/4	2/4	4	1		1	V7	dcml	F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
1447/4	0.25	181	181	7/16	7/16	2/4	4	1		1	V65	dcml	F	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
362	1.0	182	182	0	0	2/4	4	1		1	I	dcml	F	I		I		I							M	0	0	0, 4, 1		0	0
363	1.0	182	182	1/4	1/4	2/4	4	1		1	V64	dcml	F	I		V64		V		64					M	0	0	2, 1, 5		1	2
364	1.0	183	183	0	0	2/4	4	1		1	I6	dcml	F	I		I6		I		6					M	0	0	4, 1, 0		0	4
365	0.5	183	183	1/4	1/4	2/4	4	1		1	vi.V6(+2)	dcml	F	vi		V6(+2)		V		6	+2				M	0	1	5, 2, 1	-4	1	5
731/2	0.5	183	183	3/8	3/8	2/4	4	1		1	V6	dcml	F	vi		V6		V		6					M	0	1	5, 2, 1		1	5
366	0.5	184	184	0	0	2/4	4	1		1	i	dcml	F	vi		i		i							m	0	1	0, -3, 1		0	0
733/2	0.5	184	184	1/8	1/8	2/4	4	1		1	i6	dcml	F	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
367	1.0	184	184	1/4	1/4	2/4	4	1		1	V2	dcml	F	vi		V2		V		2					Mm7	0	1	-1, 1, 5, 2		1	-1
368	0.5	185	185	0	0	2/4	4	1		1	i6	dcml	F	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
737/2	0.5	185	185	1/8	1/8	2/4	4	1		1	i	dcml	F	vi		i		i							m	0	1	0, -3, 1		0	0
369	0.5	185	185	1/4	1/4	2/4	4	1		1	ii%65	dcml	F	vi		ii%65		ii	%	65					%7	0	1	-1, -4, 0, 2		2	-1
739/2	0.5	185	185	3/8	3/8	2/4	4	1		1	V	dcml	F	vi		V		V							M	0	1	1, 5, 2		1	1
370	2.0	186	186	0	0	2/4	4	1		1	VI\\	dcml	F	vi		VI		VI						\\	M	0	1	-4, 0, -3		-4	-4
372	1.0	187	187	0	0	2/4	4	1		1	I.IV	dcml	F	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
373	1.0	187	187	1/4	1/4	2/4	4	1		1	V2	dcml	F	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
374	1.0	188	188	0	0	2/4	4	1		1	I6	dcml	F	I		I6		I		6					M	0	0	4, 1, 0		0	4
375	0.5	188	188	1/4	1/4	2/4	4	1		1	V6	dcml	F	I		V6		V		6					M	0	0	5, 2, 1		1	5
751/2	0.5	188	188	3/8	3/8	2/4	4	1		1	V	dcml	F	I		V		V							M	0	0	1, 5, 2		1	1
376	1.0	189	189	0	0	2/4	4	1		1	I6	dcml	F	I		I6		I		6					M	0	0	4, 1, 0		0	4
377	0.5	189	189	1/4	1/4	2/4	4	1		1	V	dcml	F	I		V		V							M	0	0	1, 5, 2		1	1
755/2	0.5	189	189	3/8	3/8	2/4	4	1		1	V65	dcml	F	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
378	1.0	190	190	0	0	2/4	4	1		1	I\\	dcml	F	I		I		I						\\	M	0	0	0, 4, 1		0	0
379	1.0	190	190	1/4	1/4	2/4	4	1		1	V65	dcml	F	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
380	1.0	191	191	0	0	2/4	4	1		1	I	dcml	F	I		I		I							M	0	0	0, 4, 1		0	0
381	1.0	191	191	1/4	1/4	2/4	4	1		1	V7	dcml	F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
382	1.0	192	192	0	0	2/4	4	1		1	I	dcml	F	I		I		I							M	0	0	0, 4, 1		0	0
383	1.0	192	192	1/4	1/4	2/4	4	1		1	V6	dcml	F	I		V6		V		6					M	0	0	5, 2, 1		1	5
384	1.0	193	193	0	0	2/4	4	1		1	I	dcml	F	I		I		I							M	0	0	0, 4, 1		0	0
385	1.0	193	193	1/4	1/4	2/4	4	1		1	I6	dcml	F	I		I6		I		6					M	0	0	4, 1, 0		0	4
386	2.0	194	194	0	0	2/4	4	1		1	IV	dcml	F	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
388	1.0	195	195	0	0	2/4	4	1		1	ii	dcml	F	I		ii		ii							m	0	0	2, -1, 3		2	2
389	1.0	195	195	1/4	1/4	2/4	4	1		1	V7/V	dcml	F	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
390	4.0	196	196	0	0	2/4	4	1		1	V	dcml	F	I		V		V							M	0	0	1, 5, 2		1	1
394	1.0	198	198	0	0	2/4	4	1		1	IV6	dcml	F	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
395	0.5	198	198	1/4	1/4	2/4	4	1		1	V65	dcml	F	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
791/2	0.5	198	198	3/8	3/8	2/4	4	1		1	I	dcml	F	I		I		I							M	0	0	0, 4, 1		0	0
396	1.0	199	199	0	0	2/4	4	1		1	IV6	dcml	F	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
397	0.5	199	199	1/4	1/4	2/4	4	1		1	V65	dcml	F	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
795/2	0.5	199	199	3/8	3/8	2/4	4	1		1	I	dcml	F	I		I		I							M	0	0	0, 4, 1		0	0
398	1.0	200	200	0	0	2/4	4	1		1	ii6	dcml	F	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
399	1.5	200	200	1/4	1/4	2/4	4	1		1	i.V	dcml	F	i		V		V							M	0	1	1, 5, 2		1	1
801/2	0.5	201	201	1/8	1/8	2/4	4	1		1	iv6	dcml	F	i		iv6		iv		6					m	0	1	-4, 0, -1		-1	-4
401	0.5	201	201	1/4	1/4	2/4	4	1		1	V7	dcml	F	i		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
803/2	1.0	201	201	3/8	3/8	2/4	4	1		1	i	dcml	F	i		i		i							m	0	1	0, -3, 1		0	0
805/2	0.5	202	202	1/8	1/8	2/4	4	1		1	iv6	dcml	F	i		iv6		iv		6					m	0	1	-4, 0, -1		-1	-4
403	0.5	202	202	1/4	1/4	2/4	4	1		1	V7	dcml	F	i		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
807/2	0.5	202	202	3/8	3/8	2/4	4	1		1	i	dcml	F	i		i		i							m	0	1	0, -3, 1		0	0
404	0.5	203	203	0	0	2/4	4	1		1	iio	dcml	F	i		iio		ii	o						o	0	1	2, -1, -4		2	2
809/2	1.0	203	203	1/8	1/8	2/4	4	1		1	iio6	dcml	F	i		iio6		ii	o	6					o	0	1	-1, -4, 2		2	-1
811/2	0.5	203	203	3/8	3/8	2/4	4	1		1	V(64)	dcml	F	i		V(64)		V			64				M	0	1	1, 0, -3		1	1
406	1.5	204	204	0	0	2/4	4	1		1	i\\	dcml	F	i		i		i						\\	m	0	1	0, -3, 1		0	0
815/2	0.5	204	204	3/8	3/8	2/4	4	1		1	VI	dcml	F	i		VI		VI							M	0	1	-4, 0, -3		-4	-4
408	0.5	205	205	0	0	2/4	4	1		1	iio	dcml	F	i		iio		ii	o						o	0	1	2, -1, -4		2	2
817/2	0.5	205	205	1/8	1/8	2/4	4	1		1	iio6	dcml	F	i		iio6		ii	o	6					o	0	1	-1, -4, 2		2	-1
