quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	harmony_layer	label	regex_match	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
144	0.5	73	73	0	0	2/4	4	1		1	ii	dcml	Bb	bIII		ii		ii							m	0	0	2, -1, 3		2	2
289/2	0.5	73	73	1/8	1/8	2/4	4	1		1	ii6	dcml	Bb	bIII		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
145	0.5	73	73	1/4	1/4	2/4	4	1		1	V2/ii	dcml	Bb	bIII		V2/ii		V		2		ii			Mm7	0	0	1, 3, 7, 4		3	1
291/2	0.5	73	73	3/8	3/8	2/4	4	1		1	ii6	dcml	Bb	bIII		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
146	0.5	74	74	0	0	2/4	4	1		1	I6	dcml	Bb	bIII		I6		I		6					M	0	0	4, 1, 0		0	4
293/2	0.5	74	74	1/8	1/8	2/4	4	1		1	I64	dcml	Bb	bIII		I64		I		64					M	0	0	1, 0, 4		0	1
147	0.5	74	74	1/4	1/4	2/4	4	1		1	#iio43	dcml	Bb	bIII		#iio43		#ii	o	43					o7	0	0	3, 0, 9, 6		9	3
295/2	0.5	74	74	3/8	3/8	2/4	4	1		1	I64	dcml	Bb	bIII		I64		I		64					M	0	0	1, 0, 4		0	1
148	1.0	75	75	0	0	2/4	4	1		1	ii6	dcml	Bb	bIII		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
149	0.5	75	75	1/4	1/4	2/4	4	1		1	V7(4)	dcml	Bb	bIII		V7(4)		V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
299/2	0.5	75	75	3/8	3/8	2/4	4	1		1	V7	dcml	Bb	bIII		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
150	1.0	76	76	0	0	2/4	4	1		1	I\\	dcml	Bb	bIII		I		I						\\	M	0	0	0, 4, 1		0	0
151	0.5	76	76	1/4	1/4	2/4	4	1		1	V7	dcml	Bb	bIII		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
303/2	0.5	76	76	3/8	3/8	2/4	4	1		1	V(64)	dcml	Bb	bIII		V(64)		V			64				M	0	0	1, 0, 4		1	1
152	2.0	77	77	0	0	2/4	4	1		1	V7	dcml	Bb	bIII		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
154	1.0	78	78	0	0	2/4	4	1		1	I	dcml	Bb	bIII		I		I							M	0	0	0, 4, 1		0	0
155	0.5	78	78	1/4	1/4	2/4	4	1		1	#iio2	dcml	Bb	bIII		#iio2		#ii	o	2					o7	0	0	0, 9, 6, 3		9	0
311/2	0.5	78	78	3/8	3/8	2/4	4	1		1	I	dcml	Bb	bIII		I		I							M	0	0	0, 4, 1		0	0
156	1.0	79	79	0	0	2/4	4	1		1	v.iio6	dcml	Bb	v		iio6		ii	o	6					o	0	1	-1, -4, 2		2	-1
157	0.5	79	79	1/4	1/4	2/4	4	1		1	V(64)	dcml	Bb	v		V(64)		V			64				M	0	1	1, 0, -3		1	1
315/2	0.5	79	79	3/8	3/8	2/4	4	1		1	V7	dcml	Bb	v		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
158	1.0	80	80	0	0	2/4	4	1		1	i\\	dcml	Bb	v		i		i						\\	m	0	1	0, -3, 1		0	0
159	0.5	80	80	1/4	1/4	2/4	4	1		1	#viio43	dcml	Bb	v		#viio43		#vii	o	43					o7	0	1	-1, -4, 5, 2		5	-1
319/2	0.5	80	80	3/8	3/8	2/4	4	1		1	i6	dcml	Bb	v		i6		i		6					m	0	1	-3, 1, 0		0	-3
160	1.0	81	81	0	0	2/4	4	1		1	i[i64	dcml	Bb	v	i	i64		i		64					m	0	1	1, 0, -3		0	1
161	0.5	81	81	1/4	1/4	2/4	4	1		1	#viio7	dcml	Bb	v	i	#viio7		#vii	o	7					o7	0	1	5, 2, -1, -4		5	5
323/2	0.5	81	81	3/8	3/8	2/4	4	1		1	#viio43/iv]	dcml	Bb	v	i	#viio43/iv		#vii	o	43		iv			o7	0	1	-2, -5, 4, 1		4	-2
162	0.5	82	82	0	0	2/4	4	1		1	iv	dcml	Bb	v		iv		iv							m	0	1	-1, -4, 0		-1	-1
325/2	0.5	82	82	1/8	1/8	2/4	4	1		1	i.i	dcml	Bb	i		i		i							m	0	1	0, -3, 1		0	0
163	0.5	82	82	1/4	1/4	2/4	4	1		1	#viio43	dcml	Bb	i		#viio43		#vii	o	43					o7	0	1	-1, -4, 5, 2		5	-1
327/2	0.5	82	82	3/8	3/8	2/4	4	1		1	i	dcml	Bb	i		i		i							m	0	1	0, -3, 1		0	0
164	0.5	83	83	0	0	2/4	4	1		1	i[i64	dcml	Bb	i	i	i64		i		64					m	0	1	1, 0, -3		0	1
329/2	0.5	83	83	1/8	1/8	2/4	4	1		1	i6	dcml	Bb	i	i	i6		i		6					m	0	1	-3, 1, 0		0	-3
165	0.5	83	83	1/4	1/4	2/4	4	1		1	#viio7	dcml	Bb	i	i	#viio7		#vii	o	7					o7	0	1	5, 2, -1, -4		5	5
331/2	0.5	83	83	3/8	3/8	2/4	4	1		1	V7/iv	dcml	Bb	i	i	V7/iv		V		7		iv			Mm7	0	1	0, 4, 1, -2		0	0
166	1.0	84	84	0	0	2/4	4	1		1	iv6]	dcml	Bb	i	i	iv6		iv		6					m	0	1	-4, 0, -1		-1	-4
167	0.5	84	84	1/4	1/4	2/4	4	1		1	#viio43/iv	dcml	Bb	i		#viio43/iv		#vii	o	43		iv			o7	0	1	-2, -5, 4, 1		4	-2
335/2	0.5	84	84	3/8	3/8	2/4	4	1		1	iv6	dcml	Bb	i		iv6		iv		6					m	0	1	-4, 0, -1		-1	-4
168	1.0	85	85	0	0	2/4	4	1		1	iv	dcml	Bb	i		iv		iv							m	0	1	-1, -4, 0		-1	-1
169	0.5	85	85	1/4	1/4	2/4	4	1		1	iv(64)	dcml	Bb	i		iv(64)		iv			64				m	0	1	-1, -2, 2		-1	-1
339/2	0.5	85	85	3/8	3/8	2/4	4	1		1	iv	dcml	Bb	i		iv		iv							m	0	1	-1, -4, 0		-1	-1
170	0.5	86	86	0	0	2/4	4	1		1	iv	dcml	Bb	i		iv		iv							m	0	1	-1, -4, 0		-1	-1
341/2	0.5	86	86	1/8	1/8	2/4	4	1		1	iv6	dcml	Bb	i		iv6		iv		6					m	0	1	-4, 0, -1		-1	-4
171	0.5	86	86	1/4	1/4	2/4	4	1		1	V2/iv	dcml	Bb	i		V2/iv		V		2		iv			Mm7	0	1	-2, 0, 4, 1		0	-2
343/2	0.5	86	86	3/8	3/8	2/4	4	1		1	iv6	dcml	Bb	i		iv6		iv		6					m	0	1	-4, 0, -1		-1	-4
172	0.25	87	87	0	0	2/4	4	1		1	ii%43	dcml	Bb	i		ii%43		ii	%	43					%7	0	1	-4, 0, 2, -1		2	-4
689/4	0.25	87	87	1/16	1/16	2/4	4	1		1	#vo2	dcml	Bb	i		#vo2		#v	o	2					o7	0	1	-1, 8, 5, 2		8	-1
345/2	0.25	87	87	1/8	1/8	2/4	4	1		1	iii(+5)	dcml	Bb	i		iii(+5)		iii			+5				m	0	1	-3, -6, -2	-2	-3	-3
691/4	0.25	87	87	3/16	3/16	2/4	4	1		1	iii	dcml	Bb	i		iii		iii							m	0	1	-3, -6, -2		-3	-3
173	0.25	87	87	1/4	1/4	2/4	4	1		1	vio2(2)	dcml	Bb	i		vio2(2)		vi	o	2	2				o7	0	1	-13, -2, -7, -10		-4	-13
693/4	0.25	87	87	5/16	5/16	2/4	4	1		1	vio2	dcml	Bb	i		vio2		vi	o	2					o7	0	1	-13, -4, -7, -10		-4	-13
347/2	0.25	87	87	3/8	3/8	2/4	4	1		1	bVII6(#3)	dcml	Bb	i		bVII6(#3)		bVII		6	#3				M	0	1	2, -8, -9		-9	2
695/4	0.25	87	87	7/16	7/16	2/4	4	1		1	bVII6	dcml	Bb	i		bVII6		bVII		6					M	0	1	-5, -8, -9		-9	-5
174	0.25	88	88	0	0	2/4	4	1		1	V2(2)	dcml	Bb	i		V2(2)		V		2	2				Mm7	0	1	-1, -4, 5, 2		1	-1
697/4	0.25	88	88	1/16	1/16	2/4	4	1		1	V2	dcml	Bb	i		V2		V		2					Mm7	0	1	-1, 1, 5, 2		1	-1
349/2	0.5	88	88	1/8	1/8	2/4	4	1		1	i6	dcml	Bb	i		i6		i		6					m	0	1	-3, 1, 0		0	-3
175	0.25	88	88	1/4	1/4	2/4	4	1		1	VII6(6)	dcml	Bb	i		VII6(6)		VII		6	6				M	0	1	2, 1, -2		-2	2
701/4	0.25	88	88	5/16	5/16	2/4	4	1		1	VII6	dcml	Bb	i		VII6		VII		6					M	0	1	2, -1, -2		-2	2
351/2	0.25	88	88	3/8	3/8	2/4	4	1		1	VI6(6)	dcml	Bb	i		VI6(6)		VI		6	6				M	0	1	0, -1, -4		-4	0
703/4	0.25	88	88	7/16	7/16	2/4	4	1		1	VI6	dcml	Bb	i		VI6		VI		6					M	0	1	0, -3, -4		-4	0
176	0.5	89	89	0	0	2/4	4	1		1	V6	dcml	Bb	i		V6		V		6					M	0	1	5, 2, 1		1	5
353/2	0.5	89	89	1/8	1/8	2/4	4	1		1	v6	dcml	Bb	i		v6		v		6					m	0	1	-2, 2, 1		1	-2
177	0.5	89	89	1/4	1/4	2/4	4	1		1	viio43/V	dcml	Bb	i		viio43/V		vii	o	43		V			o7	0	1	0, -3, 6, 3		6	0
355/2	0.5	89	89	3/8	3/8	2/4	4	1		1	Ger6	dcml	Bb	i		Ger6	Ger	vii	o	65	b3	V			Ger	0	1	-4, 0, -3, 6		6	-4
178	0.5	90	90	0	0	2/4	4	1		1	V\\	dcml	Bb	i		V		V						\\	M	0	1	1, 5, 2		1	1
357/2	0.5	90	90	1/8	1/8	2/4	4	1		1	I.V[V6	dcml	Bb	I	V	V6		V		6					M	0	0	5, 2, 1		1	5
179	1.0	90	90	1/4	1/4	2/4	4	1		1	I	dcml	Bb	I	V	I		I							M	0	0	0, 4, 1		0	0
180	1.0	91	91	0	0	2/4	4	1		1	V6	dcml	Bb	I	V	V6		V		6					M	0	0	5, 2, 1		1	5
181	1.0	91	91	1/4	1/4	2/4	4	1		1	V2/V	dcml	Bb	I	V	V2/V		V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
182	1.0	92	92	0	0	2/4	4	1		1	V6	dcml	Bb	I	V	V6		V		6					M	0	0	5, 2, 1		1	5
183	1.0	92	92	1/4	1/4	2/4	4	1		1	V2/V	dcml	Bb	I	V	V2/V		V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
184	1.0	93	93	0	0	2/4	4	1		1	V6	dcml	Bb	I	V	V6		V		6					M	0	0	5, 2, 1		1	5
185	1.0	93	93	1/4	1/4	2/4	4	1		1	V2/V	dcml	Bb	I	V	V2/V		V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
186	1.0	94	94	0	0	2/4	4	1		1	V6]	dcml	Bb	I	V	V6		V		6					M	0	0	5, 2, 1		1	5
187	1.0	94	94	1/4	1/4	2/4	4	1		1	V	dcml	Bb	I		V		V							M	0	0	1, 5, 2		1	1
188	4.5	95	95	0	0	2/4	4	1		1	I.V65	dcml	Bb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
385/2	1.5	97	97	1/8	1/8	2/4	4	1		1	I	dcml	Bb	I		I		I							M	0	0	0, 4, 1		0	0
194	2.0	98	98	0	0	2/4	4	1		1	V65	dcml	Bb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
196	1.0	99	99	0	0	2/4	4	1		1	I	dcml	Bb	I		I		I							M	0	0	0, 4, 1		0	0
197	0.75	99	99	1/4	1/4	2/4	4	1		1	V	dcml	Bb	I		V		V							M	0	0	1, 5, 2		1	1
791/4	0.25	99	99	7/16	7/16	2/4	4	1		1	I6	dcml	Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
198	2.0	100	100	0	0	2/4	4	1		1	V65	dcml	Bb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
200	2.0	101	101	0	0	2/4	4	1		1	I	dcml	Bb	I		I		I							M	0	0	0, 4, 1		0	0
202	2.0	102	102	0	0	2/4	4	1		1	V7	dcml	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
204	2.0	103	103	0	0	2/4	4	1		1	bVI	dcml	Bb	I		bVI		bVI							M	0	0	-4, 0, -3		-4	-4
206	2.0	104	104	0	0	2/4	4	1		1	V7/bIII	dcml	Bb	I		V7/bIII		V		7		bIII			Mm7	0	0	-2, 2, -1, -4		-2	-2
208	1.0	105	105	0	0	2/4	4	1		1	V65/bIII	dcml	Bb	I		V65/bIII		V		65		bIII			Mm7	0	0	2, -1, -4, -2		-2	2
209	0.5	105	105	1/4	1/4	2/4	4	1		1	bIII	dcml	Bb	I		bIII		bIII							M	0	0	-3, 1, -2		-3	-3
419/2	0.5	105	105	3/8	3/8	2/4	4	1		1	V6/iv	dcml	Bb	I		V6/iv		V		6		iv			M	0	0	4, 1, 0		0	4
210	0.5	106	106	0	0	2/4	4	1		1	iv	dcml	Bb	I		iv		iv							m	0	0	-1, -4, 0		-1	-1
421/2	1.0	106	106	1/8	1/8	2/4	4	1		1	iv(6)	dcml	Bb	I		iv(6)		iv			6				m	0	0	-1, -4, 2		-1	-1
423/2	0.5	106	106	3/8	3/8	2/4	4	1		1	iv	dcml	Bb	I		iv		iv							m	0	0	-1, -4, 0		-1	-1
212	4.0	107	107	0	0	2/4	4	1		1	viio43	dcml	Bb	I		viio43		vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
216	1.0	109	109	0	0	2/4	4	1		1	viio7/V	dcml	Bb	I		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
217	0.5	109	109	1/4	1/4	2/4	4	1		1	V(64)	dcml	Bb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
435/2	0.5	109	109	3/8	3/8	2/4	4	1		1	V7	dcml	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
218	1.0	110	110	0	0	2/4	4	1		1	I64	dcml	Bb	I		I64		I		64					M	0	0	1, 0, 4		0	1
219	0.5	110	110	1/4	1/4	2/4	4	1		1	V65	dcml	Bb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
439/2	0.5	110	110	3/8	3/8	2/4	4	1		1	I	dcml	Bb	I		I		I							M	0	0	0, 4, 1		0	0
220	1.0	111	111	0	0	2/4	4	1		1	V7	dcml	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
221	0.5	111	111	1/4	1/4	2/4	4	1		1	#io	dcml	Bb	I		#io		#i	o						o	0	0	7, 4, 1		7	7
443/2	0.5	111	111	3/8	3/8	2/4	4	1		1	V43	dcml	Bb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
222	1.0	112	112	0	0	2/4	4	1		1	I64	dcml	Bb	I		I64		I		64					M	0	0	1, 0, 4		0	1
223	0.5	112	112	1/4	1/4	2/4	4	1		1	#iio7	dcml	Bb	I		#iio7		#ii	o	7					o7	0	0	9, 6, 3, 0		9	9
447/2	0.5	112	112	3/8	3/8	2/4	4	1		1	I6	dcml	Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
224	1.0	113	113	0	0	2/4	4	1		1	V7/V	dcml	Bb	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
225	1.0	113	113	1/4	1/4	2/4	4	1		1	V7	dcml	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
226	0.5	114	114	0	0	2/4	4	1		1	I\\	dcml	Bb	I		I		I						\\	M	0	0	0, 4, 1		0	0
453/2	0.5	114	114	1/8	1/8	2/4	4	1		1	I6	dcml	Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
227	0.5	114	114	1/4	1/4	2/4	4	1		1	V2	dcml	Bb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
455/2	0.5	114	114	3/8	3/8	2/4	4	1		1	I6	dcml	Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
228	0.5	115	115	0	0	2/4	4	1		1	V43	dcml	Bb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
457/2	0.5	115	115	1/8	1/8	2/4	4	1		1	V2	dcml	Bb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
229	0.5	115	115	1/4	1/4	2/4	4	1		1	#io2	dcml	Bb	I		#io2		#i	o	2					o7	0	0	-2, 7, 4, 1		7	-2
459/2	0.5	115	115	3/8	3/8	2/4	4	1		1	V2	dcml	Bb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
230	0.5	116	116	0	0	2/4	4	1		1	I6	dcml	Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
461/2	0.5	116	116	1/8	1/8	2/4	4	1		1	I64	dcml	Bb	I		I64		I		64					M	0	0	1, 0, 4		0	1
231	0.5	116	116	1/4	1/4	2/4	4	1		1	#iio43	dcml	Bb	I		#iio43		#ii	o	43					o7	0	0	3, 0, 9, 6		9	3
463/2	0.5	116	116	3/8	3/8	2/4	4	1		1	I64	dcml	Bb	I		I64		I		64					M	0	0	1, 0, 4		0	1
232	1.0	117	117	0	0	2/4	4	1		1	V7/V	dcml	Bb	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
233	0.75	117	117	1/4	1/4	2/4	4	1		1	V	dcml	Bb	I		V		V							M	0	0	1, 5, 2		1	1
935/4	0.25	117	117	7/16	7/16	2/4	4	1		1	V2	dcml	Bb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
234	0.75	118	118	0	0	2/4	4	1		1	iiio	dcml	Bb	I		iiio		iii	o						o	0	0	4, 1, -2		4	4
939/4	0.25	118	118	3/16	3/16	2/4	4	1		1	V7/IV	dcml	Bb	I		V7/IV		V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
235	1.0	118	118	1/4	1/4	2/4	4	1		1	IV	dcml	Bb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
236	0.25	119	119	0	0	2/4	4	1		1	ii(4)	dcml	Bb	I		ii(4)		ii			4				m	0	0	2, 1, 3		2	2
945/4	0.5	119	119	1/16	1/16	2/4	4	1		1	viio6	dcml	Bb	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
947/4	0.25	119	119	3/16	3/16	2/4	4	1		1	I6	dcml	Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
237	0.25	119	119	1/4	1/4	2/4	4	1		1	ii6(7)	dcml	Bb	I		ii6(7)		ii		6	7				m	0	0	-1, 3, 0		2	-1
949/4	0.25	119	119	5/16	5/16	2/4	4	1		1	ii6	dcml	Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
475/2	0.25	119	119	3/8	3/8	2/4	4	1		1	V(64)	dcml	Bb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
951/4	0.25	119	119	7/16	7/16	2/4	4	1		1	V7	dcml	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
238	0.1666666666666572	120	120	0	0	2/4	4	1		1	I\\	dcml	Bb	I		I		I						\\	M	0	0	0, 4, 1		0	0
1429/6	1.0	120	120	1/24	1/24	2/4	4	1		1	I	dcml	Bb	I		I		I							M	0	0	0, 4, 1		0	0
1435/6	1.0	120	120	7/24	7/24	2/4	4	1		1	IV	dcml	Bb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
1441/6	1.0	121	121	1/24	1/24	2/4	4	1		1	ii	dcml	Bb	I		ii		ii							m	0	0	2, -1, 3		2	2
1447/6	0.8333333333333428	121	121	7/24	7/24	2/4	4	1		1	ii2	dcml	Bb	I		ii2		ii		2					mm7	0	0	0, 2, -1, 3		2	0
242	4.0	122	122	0	0	2/4	4	1		1	V65	dcml	Bb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
246	1.0	124	124	0	0	2/4	4	1		1	I	dcml	Bb	I		I		I							M	0	0	0, 4, 1		0	0
247	0.5	124	124	1/4	1/4	2/4	4	1		1	iv	dcml	Bb	I		iv		iv							m	0	0	-1, -4, 0		-1	-1
495/2	0.5	124	124	3/8	3/8	2/4	4	1		1	I6	dcml	Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
248	0.5	125	125	0	0	2/4	4	1		1	I	dcml	Bb	I		I		I							M	0	0	0, 4, 1		0	0
497/2	0.5	125	125	1/8	1/8	2/4	4	1		1	I6	dcml	Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
249	0.5	125	125	1/4	1/4	2/4	4	1		1	viio43	dcml	Bb	I		viio43		vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
499/2	0.5	125	125	3/8	3/8	2/4	4	1		1	I6	dcml	Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
250	1.0	126	126	0	0	2/4	4	1		1	IV64	dcml	Bb	I		IV64		IV		64					M	0	0	0, -1, 3		-1	0
251	0.5	126	126	1/4	1/4	2/4	4	1		1	iiio65	dcml	Bb	I		iiio65		iii	o	65					o7	0	0	1, -2, -5, 4		4	1
503/2	0.5	126	126	3/8	3/8	2/4	4	1		1	IV6	dcml	Bb	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
252	0.5	127	127	0	0	2/4	4	1		1	IV	dcml	Bb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
505/2	0.5	127	127	1/8	1/8	2/4	4	1		1	IV6	dcml	Bb	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
253	0.5	127	127	1/4	1/4	2/4	4	1		1	iiio43/IV	dcml	Bb	I		iiio43/IV		iii	o	43		IV			o7	0	0	-3, -6, 3, 0		3	-3
507/2	0.5	127	127	3/8	3/8	2/4	4	1		1	IV6	dcml	Bb	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
254	0.5	128	128	0	0	2/4	4	1		1	viio7	dcml	Bb	I		viio7		vii	o	7					o7	0	0	5, 2, -1, -4		5	5
509/2	0.5	128	128	1/8	1/8	2/4	4	1		1	I	dcml	Bb	I		I		I							M	0	0	0, 4, 1		0	0
255	0.25	128	128	1/4	1/4	2/4	4	1		1	ii6(2)	dcml	Bb	I		ii6(2)		ii		6	2				m	0	0	-1, 3, 4		2	-1
1021/4	0.25	128	128	5/16	5/16	2/4	4	1		1	ii6	dcml	Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
511/2	0.5	128	128	3/8	3/8	2/4	4	1		1	V7	dcml	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
256	0.16666666666668561	129	129	0	0	2/4	4	1		1	I\\	dcml	Bb	I		I		I						\\	M	0	0	0, 4, 1		0	0
1537/6	1.0	129	129	1/24	1/24	2/4	4	1		1	I	dcml	Bb	I		I		I							M	0	0	0, 4, 1		0	0
1543/6	1.0	129	129	7/24	7/24	2/4	4	1		1	IV	dcml	Bb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
1549/6	1.0	130	130	1/24	1/24	2/4	4	1		1	ii	dcml	Bb	I		ii		ii							m	0	0	2, -1, 3		2	2
1555/6	1.0	130	130	7/24	7/24	2/4	4	1		1	ii%2	dcml	Bb	I		ii%2		ii	%	2					%7	0	0	0, 2, -1, -4		2	0
1561/6	1.0	131	131	1/24	1/24	2/4	4	1		1	V65	dcml	Bb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
1567/6	0.8333333333333144	131	131	7/24	7/24	2/4	4	1		1	IV6	dcml	Bb	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
262	2.0	132	132	0	0	2/4	4	1		1	viio2	dcml	Bb	I		viio2		vii	o	2					o7	0	0	-4, 5, 2, -1		5	-4
264	4.0	133	133	0	0	2/4	4	1		1	V\\	dcml	Bb	I		V		V						\\	M	0	0	1, 5, 2		1	1
268	1.0	135	135	0	0	2/4	4	1		1	I6	dcml	Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
269	0.5	135	135	1/4	1/4	2/4	4	1		1	iv6	dcml	Bb	I		iv6		iv		6					m	0	0	-4, 0, -1		-1	-4
539/2	0.5	135	135	3/8	3/8	2/4	4	1		1	I64	dcml	Bb	I		I64		I		64					M	0	0	1, 0, 4		0	1
270	1.0	136	136	0	0	2/4	4	1		1	iv6	dcml	Bb	I		iv6		iv		6					m	0	0	-4, 0, -1		-1	-4
271	0.5	136	136	1/4	1/4	2/4	4	1		1	iv64(6)	dcml	Bb	I		iv64(6)		iv		64	6				m	0	0	2, -1, -4		-1	2
543/2	0.5	136	136	3/8	3/8	2/4	4	1		1	iv64	dcml	Bb	I		iv64		iv		64					m	0	0	0, -1, -4		-1	0
272	1.0	137	137	0	0	2/4	4	1		1	V65	dcml	Bb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
273	0.5	137	137	1/4	1/4	2/4	4	1		1	i	dcml	Bb	I		i		i							m	0	0	0, -3, 1		0	0
547/2	0.5	137	137	3/8	3/8	2/4	4	1		1	viio7/V	dcml	Bb	I		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
274	0.5	138	138	0	0	2/4	4	1		1	V(4)	dcml	Bb	I		V(4)		V			4				M	0	0	1, 0, 2		1	1
549/2	0.5	138	138	1/8	1/8	2/4	4	1		1	V65/V	dcml	Bb	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
275	1.0	138	138	1/4	1/4	2/4	4	1		1	V7	dcml	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
276	0.5	139	139	0	0	2/4	4	1		1	I\\	dcml	Bb	I		I		I						\\	M	0	0	0, 4, 1		0	0
553/2	0.5	139	139	1/8	1/8	2/4	4	1		1	I[I	dcml	Bb	I	I	I		I							M	0	0	0, 4, 1		0	0
277	0.5	139	139	1/4	1/4	2/4	4	1		1	viio	dcml	Bb	I	I	viio		vii	o						o	0	0	5, 2, -1		5	5
555/2	0.5	139	139	3/8	3/8	2/4	4	1		1	I	dcml	Bb	I	I	I		I							M	0	0	0, 4, 1		0	0
278	2.0	140	140	0	0	2/4	4	1		1	V2	dcml	Bb	I	I	V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
280	1.0	141	141	0	0	2/4	4	1		1	I6	dcml	Bb	I	I	I6		I		6					M	0	0	4, 1, 0		0	4
281	0.5	141	141	1/4	1/4	2/4	4	1		1	viio	dcml	Bb	I	I	viio		vii	o						o	0	0	5, 2, -1		5	5
563/2	0.5	141	141	3/8	3/8	2/4	4	1		1	I	dcml	Bb	I	I	I		I							M	0	0	0, 4, 1		0	0
282	2.0	142	142	0	0	2/4	4	1		1	V2	dcml	Bb	I	I	V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
284	1.0	143	143	0	0	2/4	4	1		1	I6	dcml	Bb	I	I	I6		I		6					M	0	0	4, 1, 0		0	4
285	0.5	143	143	1/4	1/4	2/4	4	1		1	viio	dcml	Bb	I	I	viio		vii	o						o	0	0	5, 2, -1		5	5
571/2	1.0	143	143	3/8	3/8	2/4	4	1		1	I6]	dcml	Bb	I	I	I6		I		6					M	0	0	4, 1, 0		0	4
573/2	3.5	144	144	1/8	1/8	2/4	4	1		1	I	dcml	Bb	I		I		I							M	0	0	0, 4, 1		0	0
290	1.0	146	146	0	0	2/4	4	1		1	V7	dcml	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
291	1.0	146	146	1/4	1/4	2/4	4	1		1	#viio7/vi	dcml	Bb	I		#viio7/vi		#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
