quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
50	2.0	13	13	1/2	1/2	2/2	4	1		I(64)	e	VI		I(64)		I			64				M	1	0	0, -1, 3		0	0
52	8.0	14	14	0	0	2/2	4	1		I	e	VI		I		I							M	1	0	0, 4, 1		0	0
60	2.0	16	16	0	0	2/2	4	1		i.iv65	e	i		iv65		iv		65					mm7	1	1	-4, 0, -3, -1		-1	-4
62	2.0	16	16	1/2	1/2	2/2	4	1		i64	e	i		i64		i		64					m	1	1	1, 0, -3		0	1
64	2.0	17	17	0	0	2/2	4	1		V7	e	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
66	1.0	17	17	1/2	1/2	2/2	4	1		V7(4)	e	i		V7(4)		V		7	4				Mm7	1	1	1, 0, 2, -1		1	1
67	1.0	17	17	3/4	3/4	2/2	4	1		V7	e	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
68	2.0	18	18	0	0	2/2	4	1		i\\	e	i		i		i						\\	m	1	1	0, -3, 1		0	0
70	2.0	18	18	1/2	1/2	2/2	4	1		i	e	i		i		i							m	1	1	0, -3, 1		0	0
72	10.0	19	19	0	0	2/2	4	1		V/V	e	i		V/V		V				V			M	1	1	2, 6, 3		2	2
82	2.0	21	21	1/2	1/2	2/2	4	1		VI.V7/V	e	VI		V7/V		V		7		V			Mm7	1	0	2, 6, 3, 0		2	2
84	4.0	22	22	0	0	2/2	4	1		V7	e	VI		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
88	2.0	23	23	0	0	2/2	4	1		I\\	e	VI		I		I						\\	M	1	0	0, 4, 1		0	0
90	4.0	23	23	1/2	1/2	2/2	4	1		I	e	VI		I		I							M	1	0	0, 4, 1		0	0
94	2.0	24	24	1/2	1/2	2/2	4	1		I(64)	e	VI		I(64)		I			64				M	1	0	0, -1, 3		0	0
96	6.0	25	25	0	0	2/2	4	1		I	e	VI		I		I							M	1	0	0, 4, 1		0	0
102	2.0	26	26	1/2	1/2	2/2	4	1		I(64)	e	VI		I(64)		I			64				M	1	0	0, -1, 3		0	0
104	8.0	27	27	0	0	2/2	4	1		I	e	VI		I		I							M	1	0	0, 4, 1		0	0
112	2.0	29	29	0	0	2/2	4	1		i.iv6	e	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
114	2.0	29	29	1/2	1/2	2/2	4	1		i64	e	i		i64		i		64					m	1	1	1, 0, -3		0	1
116	2.0	30	30	0	0	2/2	4	1		V7	e	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
118	1.0	30	30	1/2	1/2	2/2	4	1		V7(4)	e	i		V7(4)		V		7	4				Mm7	1	1	1, 0, 2, -1		1	1
119	1.0	30	30	3/4	3/4	2/2	4	1		V7	e	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
120	2.0	31	31	0	0	2/2	4	1		i\\	e	i		i		i						\\	m	1	1	0, -3, 1		0	0
122	2.0	31	31	1/2	1/2	2/2	4	1		i	e	i		i		i							m	1	1	0, -3, 1		0	0
124	10.0	32	32	0	0	2/2	4	1		V/V	e	i		V/V		V				V			M	1	1	2, 6, 3		2	2
134	2.0	34	34	1/2	1/2	2/2	4	1		VI.V7/V	e	VI		V7/V		V		7		V			Mm7	1	0	2, 6, 3, 0		2	2
136	4.0	35	35	0	0	2/2	4	1		V7	e	VI		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
140	2.0	36	36	0	0	2/2	4	1		I\\	e	VI		I		I						\\	M	1	0	0, 4, 1		0	0
142	4.0	36	36	1/2	1/2	2/2	4	1		I	e	VI		I		I							M	1	0	0, 4, 1		0	0
146	2.0	37	37	1/2	1/2	2/2	4	1		I(64)	e	VI		I(64)		I			64				M	1	0	0, -1, 3		0	0
148	6.0	38	38	0	0	2/2	4	1		I	e	VI		I		I							M	1	0	0, 4, 1		0	0
154	2.0	39	39	1/2	1/2	2/2	4	1		I(64)	e	VI		I(64)		I			64				M	1	0	0, -1, 3		0	0
156	2.0	40	40	0	0	2/2	4	1		I	e	VI		I		I							M	1	0	0, 4, 1		0	0
158	2.0	40	40	1/2	1/2	2/2	4	1		I(64)	e	VI		I(64)		I			64				M	1	0	0, -1, 3		0	0
160	1.5	41	41	0	0	2/2	4	1		I[I	e	VI	I	I		I							M	1	0	0, 4, 1		0	0
323/2	0.5	41	41	3/8	3/8	2/2	4	1		ii6	e	VI	I	ii6		ii		6					m	1	0	-1, 3, 2		2	-1
162	1.5	41	41	1/2	1/2	2/2	4	1		I6	e	VI	I	I6		I		6					M	1	0	4, 1, 0		0	4
327/2	0.5	41	41	7/8	7/8	2/2	4	1		viio6]	e	VI	I	viio6		vii	o	6					o	1	0	2, -1, 5		5	2
164	2.0	42	42	0	0	2/2	4	1		i.iv6	e	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
166	4.0	42	42	1/2	1/2	2/2	4	1		i64	e	i		i64		i		64					m	1	1	1, 0, -3		0	1
170	2.0	43	43	1/2	1/2	2/2	4	1		iv	e	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
172	1.5	44	44	0	0	2/2	4	1		#viio2	e	i		#viio2		#vii	o	2					o7	1	1	-4, 5, 2, -1		5	-4
347/2	0.5	44	44	3/8	3/8	2/2	4	1		V2	e	i		V2		V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
174	2.0	44	44	1/2	1/2	2/2	4	1		i6	e	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
176	2.0	45	45	0	0	2/2	4	1		#viio6	e	i		#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
178	2.0	45	45	1/2	1/2	2/2	4	1		i	e	i		i		i							m	1	1	0, -3, 1		0	0
180	2.0	46	46	0	0	2/2	4	1		iv6	e	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
182	2.0	46	46	1/2	1/2	2/2	4	1		V64/iv	e	i		V64/iv		V		64		iv			M	1	1	1, 0, 4		0	1
184	1.5	47	47	0	0	2/2	4	1		iv	e	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
371/2	0.5	47	47	3/8	3/8	2/2	4	1		ii%65	e	i		ii%65		ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
186	2.0	47	47	1/2	1/2	2/2	4	1		V	e	i		V		V							M	1	1	1, 5, 2		1	1
188	4.0	48	48	0	0	2/2	4	1		i6	e	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
192	2.0	49	49	0	0	2/2	4	1		V43	e	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
194	2.0	49	49	1/2	1/2	2/2	4	1		i	e	i		i		i							m	1	1	0, -3, 1		0	0
196	2.0	50	50	0	0	2/2	4	1		iv6	e	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
198	2.0	50	50	1/2	1/2	2/2	4	1		V43/iv	e	i		V43/iv		V		43		iv			Mm7	1	1	1, -2, 0, 4		0	1
200	1.0	51	51	0	0	2/2	4	1		iv	e	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
201	1.0	51	51	1/4	1/4	2/2	4	1		iio6	e	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
202	2.0	51	51	1/2	1/2	2/2	4	1		V7	e	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
204	1.0	52	52	0	0	2/2	4	1		i\\	e	i		i		i						\\	m	1	1	0, -3, 1		0	0
205	0.5	52	52	1/4	1/4	2/2	4	1		i	e	i		i		i							m	1	1	0, -3, 1		0	0
411/2	0.5	52	52	3/8	3/8	2/2	4	1		V64	e	i		V64		V		64					M	1	1	2, 1, 5		1	2
206	2.0	52	52	1/2	1/2	2/2	4	1		i	e	i		i		i							m	1	1	0, -3, 1		0	0
208	4.0	53	53	0	0	2/2	4	1		V7	e	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
212	1.5	54	54	0	0	2/2	4	1		i	e	i		i		i							m	1	1	0, -3, 1		0	0
427/2	0.5	54	54	3/8	3/8	2/2	4	1		V64	e	i		V64		V		64					M	1	1	2, 1, 5		1	2
214	2.0	54	54	1/2	1/2	2/2	4	1		i	e	i		i		i							m	1	1	0, -3, 1		0	0
216	4.0	55	55	0	0	2/2	4	1		V7	e	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
220	4.0	56	56	0	0	2/2	4	1		i	e	i		i		i							m	1	1	0, -3, 1		0	0
224	2.0	57	57	0	0	2/2	4	1		VI	e	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
226	2.0	57	57	1/2	1/2	2/2	4	1		VI6	e	i		VI6		VI		6					M	1	1	0, -3, -4		-4	0
228	8.0	58	58	0	0	2/2	4	1		v6	e	i		v6		v		6					m	1	1	-2, 2, 1		1	-2
236	4.0	60	60	0	0	2/2	4	1		iv6	e	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
240	2.0	61	61	0	0	2/2	4	1		iv	e	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
242	2.0	61	61	1/2	1/2	2/2	4	1		iv6	e	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
244	5.5	62	62	0	0	2/2	4	1		III6	e	i		III6		III		6					M	1	1	1, -2, -3		-3	1
499/2	0.5	63	63	3/8	3/8	2/2	4	1		V2/III	e	i		V2/III		V		2		III			Mm7	1	1	-4, -2, 2, -1		-2	-4
250	2.0	63	63	1/2	1/2	2/2	4	1		III6	e	i		III6		III		6					M	1	1	1, -2, -3		-3	1
252	2.0	64	64	0	0	2/2	4	1		V6/V	e	i		V6/V		V		6		V			M	1	1	6, 3, 2		2	6
254	2.0	64	64	1/2	1/2	2/2	4	1		V43/V	e	i		V43/V		V		43		V			Mm7	1	1	3, 0, 2, 6		2	3
256	2.0	65	65	0	0	2/2	4	1		v(42)	e	i		v(42)		v			42				m	1	1	-4, 0, 2		1	-4
258	1.0	65	65	1/2	1/2	2/2	4	1		v.i	e	v		i		i							m	1	1	0, -3, 1		0	0
259	1.0	65	65	3/4	3/4	2/2	4	1		Ger6	e	v		Ger6	Ger	vii	o	65	b3	V			Ger	1	1	-4, 0, -3, 6		6	-4
260	2.0	66	66	0	0	2/2	4	1		V[V6	e	v	V	V6		V		6					M	1	1	5, 2, 1		1	5
262	4.0	66	66	1/2	1/2	2/2	4	1		V43	e	v	V	V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
266	1.0	67	67	1/2	1/2	2/2	4	1		i	e	v	V	i		i							m	1	1	0, -3, 1		0	0
267	1.0	67	67	3/4	3/4	2/2	4	1		viio6/V	e	v	V	viio6/V		vii	o	6		V			o	1	1	3, 0, 6		6	3
268	4.0	68	68	0	0	2/2	4	1		V]\\	e	v	V	V		V						\\	M	1	1	1, 5, 2		1	1
272	3.0	69	69	0	0	2/2	4	1		V7	e	v		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
275	1.0	69	69	3/4	3/4	2/2	4	1		V	e	v		V		V							M	1	1	1, 5, 2		1	1
276	3.0	70	70	0	0	2/2	4	1		i	e	v		i		i							m	1	1	0, -3, 1		0	0
279	1.0	70	70	3/4	3/4	2/2	4	1		i64	e	v		i64		i		64					m	1	1	1, 0, -3		0	1
280	3.0	71	71	0	0	2/2	4	1		V7	e	v		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
283	1.0	71	71	3/4	3/4	2/2	4	1		V65	e	v		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
284	2.0	72	72	0	0	2/2	4	1		i	e	v		i		i							m	1	1	0, -3, 1		0	0
286	1.0	72	72	1/2	1/2	2/2	4	1		i64	e	v		i64		i		64					m	1	1	1, 0, -3		0	1
287	1.0	72	72	3/4	3/4	2/2	4	1		i	e	v		i		i							m	1	1	0, -3, 1		0	0
288	2.0	73	73	0	0	2/2	4	1		bII	e	v		bII		bII							M	1	1	-5, -1, -4		-5	-5
290	1.0	73	73	1/2	1/2	2/2	4	1		bII64	e	v		bII64		bII		64					M	1	1	-4, -5, -1		-5	-4
291	4.0	73	73	3/4	3/4	2/2	4	1		bII6	e	v		bII6		bII		6					M	1	1	-1, -4, -5		-5	-1
295	1.0	74	74	3/4	3/4	2/2	4	1		bII	e	v		bII		bII							M	1	1	-5, -1, -4		-5	-5
296	4.0	75	75	0	0	2/2	4	1		i	e	v		i		i							m	1	1	0, -3, 1		0	0
300	3.0	76	76	0	0	2/2	4	1		V	e	v		V		V							M	1	1	1, 5, 2		1	1
303	1.0	76	76	3/4	3/4	2/2	4	1		V6	e	v		V6		V		6					M	1	1	5, 2, 1		1	5
304	8.0	77	77	0	0	2/2	4	1		i	e	v		i		i							m	1	1	0, -3, 1		0	0
312	4.0	79	79	0	0	2/2	4	1		V65	e	v		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
316	4.0	80	80	0	0	2/2	4	1		i	e	v		i		i							m	1	1	0, -3, 1		0	0
320	4.0	81	81	0	0	2/2	4	1		bII	e	v		bII		bII							M	1	1	-5, -1, -4		-5	-5
324	4.0	82	82	0	0	2/2	4	1		bII6	e	v		bII6		bII		6					M	1	1	-1, -4, -5		-5	-1
328	4.0	83	83	0	0	2/2	4	1		i	e	v		i		i							m	1	1	0, -3, 1		0	0
332	4.0	84	84	0	0	2/2	4	1		V7	e	v		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
336	2.0	85	85	0	0	2/2	4	1		i[i6	e	v	i	i6		i		6					m	1	1	-3, 1, 0		0	-3
338	2.0	85	85	1/2	1/2	2/2	4	1		i64	e	v	i	i64		i		64					m	1	1	1, 0, -3		0	1
340	4.0	86	86	0	0	2/2	4	1		#viio2	e	v	i	#viio2		#vii	o	2					o7	1	1	-4, 5, 2, -1		5	-4
344	4.0	87	87	0	0	2/2	4	1		i6	e	v	i	i6		i		6					m	1	1	-3, 1, 0		0	-3
348	4.0	88	88	0	0	2/2	4	1		#viio2	e	v	i	#viio2		#vii	o	2					o7	1	1	-4, 5, 2, -1		5	-4
352	1.0	89	89	0	0	2/2	4	1		i6]	e	v	i	i6		i		6					m	1	1	-3, 1, 0		0	-3
353	18.0	89	89	1/4	1/4	2/2	4	1		i	e	v		i		i							m	1	1	0, -3, 1		0	0
371	51.0	93	93	3/4	3/4	2/2	4	1		VI.V6	e	VI		V6		V		6					M	1	0	5, 2, 1		1	5
422	2.0	106	106	1/2	1/2	2/2	4	1		V	e	VI		V		V							M	1	0	1, 5, 2		1	1
424	6.0	107	107	0	0	2/2	4	1		I	e	VI		I		I							M	1	0	0, 4, 1		0	0
430	2.0	108	108	1/2	1/2	2/2	4	1		I(64)	e	VI		I(64)		I			64				M	1	0	0, -1, 3		0	0
432	6.0	109	109	0	0	2/2	4	1		I	e	VI		I		I							M	1	0	0, 4, 1		0	0
438	2.0	110	110	1/2	1/2	2/2	4	1		I(64)	e	VI		I(64)		I			64				M	1	0	0, -1, 3		0	0
440	8.0	111	111	0	0	2/2	4	1		I	e	VI		I		I							M	1	0	0, 4, 1		0	0
448	2.0	113	113	0	0	2/2	4	1		i.iv65	e	i		iv65		iv		65					mm7	1	1	-4, 0, -3, -1		-1	-4
450	2.0	113	113	1/2	1/2	2/2	4	1		i64	e	i		i64		i		64					m	1	1	1, 0, -3		0	1
452	2.0	114	114	0	0	2/2	4	1		V7	e	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
454	1.0	114	114	1/2	1/2	2/2	4	1		V7(4)	e	i		V7(4)		V		7	4				Mm7	1	1	1, 0, 2, -1		1	1
455	1.0	114	114	3/4	3/4	2/2	4	1		V7	e	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
456	2.0	115	115	0	0	2/2	4	1		i\\	e	i		i		i						\\	m	1	1	0, -3, 1		0	0
458	2.0	115	115	1/2	1/2	2/2	4	1		VI.V43	e	VI		V43		V		43					Mm7	1	0	2, -1, 1, 5		1	2
460	6.0	116	116	0	0	2/2	4	1		I	e	VI		I		I							M	1	0	0, 4, 1		0	0
466	2.0	117	117	1/2	1/2	2/2	4	1		I(64)	e	VI		I(64)		I			64				M	1	0	0, -1, 3		0	0
468	4.0	118	118	0	0	2/2	4	1		I	e	VI		I		I							M	1	0	0, 4, 1		0	0
472	2.0	119	119	0	0	2/2	4	1		I[I6	e	VI	I	I6		I		6					M	1	0	4, 1, 0		0	4
474	1.5	119	119	1/2	1/2	2/2	4	1		ii6	e	VI	I	ii6		ii		6					m	1	0	-1, 3, 2		2	-1
951/2	0.5	119	119	7/8	7/8	2/2	4	1		vii%43]	e	VI	I	vii%43		vii	%	43					%7	1	0	-1, 3, 5, 2		5	-1
476	8.0	120	120	0	0	2/2	4	1		I	e	VI		I		I							M	1	0	0, 4, 1		0	0
484	2.0	122	122	0	0	2/2	4	1		i.iv65	e	i		iv65		iv		65					mm7	1	1	-4, 0, -3, -1		-1	-4
486	2.0	122	122	1/2	1/2	2/2	4	1		i64	e	i		i64		i		64					m	1	1	1, 0, -3		0	1
488	2.0	123	123	0	0	2/2	4	1		V7	e	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
490	1.0	123	123	1/2	1/2	2/2	4	1		V7(4)	e	i		V7(4)		V		7	4				Mm7	1	1	1, 0, 2, -1		1	1
491	1.0	123	123	3/4	3/4	2/2	4	1		V7	e	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
492	2.0	124	124	0	0	2/2	4	1		i\\	e	i		i		i						\\	m	1	1	0, -3, 1		0	0
494	2.0	124	124	1/2	1/2	2/2	4	1		i	e	i		i		i							m	1	1	0, -3, 1		0	0
496	10.0	125	125	0	0	2/2	4	1		V/V	e	i		V/V		V				V			M	1	1	2, 6, 3		2	2
506	2.0	127	127	1/2	1/2	2/2	4	1		VI.V7/V	e	VI		V7/V		V		7		V			Mm7	1	0	2, 6, 3, 0		2	2
508	4.0	128	128	0	0	2/2	4	1		V7	e	VI		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
512	2.0	129	129	0	0	2/2	4	1		I\\	e	VI		I		I						\\	M	1	0	0, 4, 1		0	0
514	4.0	129	129	1/2	1/2	2/2	4	1		I	e	VI		I		I							M	1	0	0, 4, 1		0	0
518	2.0	130	130	1/2	1/2	2/2	4	1		I(64)	e	VI		I(64)		I			64				M	1	0	0, -1, 3		0	0
520	4.0	131	131	0	0	2/2	4	1		I	e	VI		I		I							M	1	0	0, 4, 1		0	0
524	2.0	132	132	0	0	2/2	4	1		I[I6	e	VI	I	I6		I		6					M	1	0	4, 1, 0		0	4
526	1.5	132	132	1/2	1/2	2/2	4	1		ii6	e	VI	I	ii6		ii		6					m	1	0	-1, 3, 2		2	-1
1055/2	0.5	132	132	7/8	7/8	2/2	4	1		vii%43]	e	VI	I	vii%43		vii	%	43					%7	1	0	-1, 3, 5, 2		5	-1
528	8.0	133	133	0	0	2/2	4	1		I	e	VI		I		I							M	1	0	0, 4, 1		0	0
536	2.0	135	135	0	0	2/2	4	1		i.iv65	e	i		iv65		iv		65					mm7	1	1	-4, 0, -3, -1		-1	-4
538	2.0	135	135	1/2	1/2	2/2	4	1		i64	e	i		i64		i		64					m	1	1	1, 0, -3		0	1
540	2.0	136	136	0	0	2/2	4	1		V7	e	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
542	1.0	136	136	1/2	1/2	2/2	4	1		V7(4)	e	i		V7(4)		V		7	4				Mm7	1	1	1, 0, 2, -1		1	1
543	1.0	136	136	3/4	3/4	2/2	4	1		V7	e	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
544	2.0	137	137	0	0	2/2	4	1		i\\	e	i		i		i						\\	m	1	1	0, -3, 1		0	0
546	2.0	137	137	1/2	1/2	2/2	4	1		i	e	i		i		i							m	1	1	0, -3, 1		0	0
548	10.0	138	138	0	0	2/2	4	1		V/V	e	i		V/V		V				V			M	1	1	2, 6, 3		2	2
558	2.0	140	140	1/2	1/2	2/2	4	1		VI.V7/V	e	VI		V7/V		V		7		V			Mm7	1	0	2, 6, 3, 0		2	2
560	4.0	141	141	0	0	2/2	4	1		V7	e	VI		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
564	2.0	142	142	0	0	2/2	4	1		I\\	e	VI		I		I						\\	M	1	0	0, 4, 1		0	0
566	1.5	142	142	1/2	1/2	2/2	4	1		I[I6	e	VI	I	I6		I		6					M	1	0	4, 1, 0		0	4
1135/2	0.5	142	142	7/8	7/8	2/2	4	1		ii6	e	VI	I	ii6		ii		6					m	1	0	-1, 3, 2		2	-1
568	1.5	143	143	0	0	2/2	4	1		I6	e	VI	I	I6		I		6					M	1	0	4, 1, 0		0	4
1139/2	0.5	143	143	3/8	3/8	2/2	4	1		I6(2)	e	VI	I	I6(2)		I		6	2				M	1	0	4, 1, 2		0	4
570	1.5	143	143	1/2	1/2	2/2	4	1		I6	e	VI	I	I6		I		6					M	1	0	4, 1, 0		0	4
1143/2	0.5	143	143	7/8	7/8	2/2	4	1		ii6	e	VI	I	ii6		ii		6					m	1	0	-1, 3, 2		2	-1
572	3.5	144	144	0	0	2/2	4	1		I6	e	VI	I	I6		I		6					M	1	0	4, 1, 0		0	4
1151/2	0.5	144	144	7/8	7/8	2/2	4	1		ii6	e	VI	I	ii6		ii		6					m	1	0	-1, 3, 2		2	-1
576	3.5	145	145	0	0	2/2	4	1		I6	e	VI	I	I6		I		6					M	1	0	4, 1, 0		0	4
1159/2	0.5	145	145	7/8	7/8	2/2	4	1		ii6	e	VI	I	ii6		ii		6					m	1	0	-1, 3, 2		2	-1
580	4.0	146	146	0	0	2/2	4	1		I6]	e	VI	I	I6		I		6					M	1	0	4, 1, 0		0	4
584	4.0	147	147	0	0	2/2	4	1		IV	e	VI		IV		IV							M	1	0	-1, 3, 0		-1	-1
588	2.0	148	148	0	0	2/2	4	1		viio6	e	VI		viio6		vii	o	6					o	1	0	2, -1, 5		5	2
590	2.0	148	148	1/2	1/2	2/2	4	1		viio	e	VI		viio		vii	o						o	1	0	5, 2, -1		5	5
592	2.0	149	149	0	0	2/2	4	1		V7	e	VI		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
594	2.0	149	149	1/2	1/2	2/2	4	1		V43	e	VI		V43		V		43					Mm7	1	0	2, -1, 1, 5		1	2
596	2.0	150	150	0	0	2/2	4	1		I	e	VI		I		I							M	1	0	0, 4, 1		0	0
598	2.0	150	150	1/2	1/2	2/2	4	1		vi	e	VI		vi		vi							m	1	0	3, 0, 4		3	3
600	4.0	151	151	0	0	2/2	4	1		IV	e	VI		IV		IV							M	1	0	-1, 3, 0		-1	-1
604	2.0	152	152	0	0	2/2	4	1		ii	e	VI		ii		ii							m	1	0	2, -1, 3		2	2
606	2.0	152	152	1/2	1/2	2/2	4	1		viio	e	VI		viio		vii	o						o	1	0	5, 2, -1		5	5
608	2.0	153	153	0	0	2/2	4	1		#viio/vi	e	VI		#viio/vi		#vii	o			vi			o	1	0	8, 5, 2		8	8
610	2.0	153	153	1/2	1/2	2/2	4	1		V7/vi	e	VI		V7/vi		V		7		vi			Mm7	1	0	4, 8, 5, 2		4	4
612	4.0	154	154	0	0	2/2	4	1		vi	e	VI		vi		vi							m	1	0	3, 0, 4		3	3
616	4.0	155	155	0	0	2/2	4	1		ii	e	VI		ii		ii							m	1	0	2, -1, 3		2	2
620	2.0	156	156	0	0	2/2	4	1		#viio6/vi	e	VI		#viio6/vi		#vii	o	6		vi			o	1	0	5, 2, 8		8	5
622	2.0	156	156	1/2	1/2	2/2	4	1		#viio/vi	e	VI		#viio/vi		#vii	o			vi			o	1	0	8, 5, 2		8	8
624	2.0	157	157	0	0	2/2	4	1		V7/vi	e	VI		V7/vi		V		7		vi			Mm7	1	0	4, 8, 5, 2		4	4
626	2.0	157	157	1/2	1/2	2/2	4	1		#viio6/vi	e	VI		#viio6/vi		#vii	o	6		vi			o	1	0	5, 2, 8		8	5
628	4.0	158	158	0	0	2/2	4	1		vi	e	VI		vi		vi							m	1	0	3, 0, 4		3	3
632	2.0	159	159	0	0	2/2	4	1		bII.vi6	e	bII		vi6		vi		6					m	1	0	0, 4, 3		3	0
634	2.0	159	159	1/2	1/2	2/2	4	1		vi	e	bII		vi		vi							m	1	0	3, 0, 4		3	3
636	2.0	160	160	0	0	2/2	4	1		IV	e	bII		IV		IV							M	1	0	-1, 3, 0		-1	-1
638	2.0	160	160	1/2	1/2	2/2	4	1		ii	e	bII		ii		ii							m	1	0	2, -1, 3		2	2
640	2.0	161	161	0	0	2/2	4	1		viio	e	bII		viio		vii	o						o	1	0	5, 2, -1		5	5
642	2.0	161	161	1/2	1/2	2/2	4	1		V65	e	bII		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
644	4.0	162	162	0	0	2/2	4	1		I	e	bII		I		I							M	1	0	0, 4, 1		0	0
648	2.0	163	163	0	0	2/2	4	1		IV	e	bII		IV		IV							M	1	0	-1, 3, 0		-1	-1
650	2.0	163	163	1/2	1/2	2/2	4	1		V43/bVII	e	bII		V43/bVII		V		43		bVII			Mm7	1	0	0, -3, -1, 3		-1	0
652	4.0	164	164	0	0	2/2	4	1		bVII	e	bII		bVII		bVII							M	1	0	-2, 2, -1		-2	-2
656	2.0	165	165	0	0	2/2	4	1		V7/vi	e	bII		V7/vi		V		7		vi			Mm7	1	0	4, 8, 5, 2		4	4
658	2.0	165	165	1/2	1/2	2/2	4	1		V43/vi	e	bII		V43/vi		V		43		vi			Mm7	1	0	5, 2, 4, 8		4	5
