quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	harmony_layer	label	regex_match	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
237	0.5	159	159	0	0	3/8	4	1		1	I64	dcml	C	I		I64	I		64					M	0	0	1, 0, 4		0	1
475/2	1.0	159	159	1/8	1/8	3/8	4	1		1	V65/V	dcml	C	I		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
477/2	0.5	160	160	0	0	3/8	4	1		1	V6	dcml	C	I		V6	V		6					M	0	0	5, 2, 1		1	5
239	1.0	160	160	1/8	1/8	3/8	4	1		1	V64	dcml	C	I		V64	V		64					M	0	0	2, 1, 5		1	2
240	0.5	161	161	0	0	3/8	4	1		1	I64	dcml	C	I		I64	I		64					M	0	0	1, 0, 4		0	1
481/2	1.0	161	161	1/8	1/8	3/8	4	1		1	I	dcml	C	I		I	I							M	0	0	0, 4, 1		0	0
483/2	0.5	162	162	0	0	3/8	4	1		1	V2/V	dcml	C	I		V2/V	V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
242	1.0	162	162	1/8	1/8	3/8	4	1		1	V6/V	dcml	C	I		V6/V	V		6		V			M	0	0	6, 3, 2		2	6
243	1.5	163	163	0	0	3/8	4	1		1	V	dcml	C	I		V	V							M	0	0	1, 5, 2		1	1
489/2	1.0	164	164	0	0	3/8	4	1		1	I	dcml	C	I		I	I							M	0	0	0, 4, 1		0	0
491/2	0.5	164	164	1/4	1/4	3/8	4	1		1	V2/IV	dcml	C	I		V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
246	1.5	165	165	0	0	3/8	4	1		1	IV6	dcml	C	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
495/2	1.25	166	166	0	0	3/8	4	1		1	ii6	dcml	C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
995/4	0.25	166	166	5/16	5/16	3/8	4	1		1	V64/ii	dcml	C	I		V64/ii	V		64		ii			M	0	0	4, 3, 7		3	4
249	1.25	167	167	0	0	3/8	4	1		1	ii6	dcml	C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
1001/4	0.25	167	167	5/16	5/16	3/8	4	1		1	viio/V	dcml	C	I		viio/V	vii	o			V			o	0	0	6, 3, 0		6	6
501/2	1.5	168	168	0	0	3/8	4	1		1	V	dcml	C	I		V	V							M	0	0	1, 5, 2		1	1
252	1.5	169	169	0	0	3/8	4	1		1	V(64)	dcml	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
507/2	1.5	170	170	0	0	3/8	4	1		1	V7	dcml	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
255	1.5	171	171	0	0	3/8	4	1		1	V(64)	dcml	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
513/2	1.25	172	172	0	0	3/8	4	1		1	V	dcml	C	I		V	V							M	0	0	1, 5, 2		1	1
1031/4	0.25	172	172	5/16	5/16	3/8	4	1		1	V7	dcml	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
258	1.5	173	173	0	0	3/8	4	1		1	V(64)	dcml	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
519/2	1.5	174	174	0	0	3/8	4	1		1	V7	dcml	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
261	1.5	175	175	0	0	3/8	4	1		1	V(64)	dcml	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
525/2	1.0	176	176	0	0	3/8	4	1		1	V	dcml	C	I		V	V							M	0	0	1, 5, 2		1	1
527/2	0.5	176	176	1/4	1/4	3/8	4	1		1	V(64)	dcml	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
264	1.0	177	177	0	0	3/8	4	1		1	V	dcml	C	I		V	V							M	0	0	1, 5, 2		1	1
265	0.5	177	177	1/4	1/4	3/8	4	1		1	V(64)	dcml	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
531/2	0.5	178	178	0	0	3/8	4	1		1	V	dcml	C	I		V	V							M	0	0	1, 5, 2		1	1
266	0.25	178	178	1/8	1/8	3/8	4	1		1	I6	dcml	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
1065/4	0.25	178	178	3/16	3/16	3/8	4	1		1	I	dcml	C	I		I	I							M	0	0	0, 4, 1		0	0
533/2	0.5	178	178	1/4	1/4	3/8	4	1		1	V	dcml	C	I		V	V							M	0	0	1, 5, 2		1	1
267	0.5	179	179	0	0	3/8	4	1		1	I	dcml	C	I		I	I							M	0	0	0, 4, 1		0	0
535/2	0.5	179	179	1/8	1/8	3/8	4	1		1	V	dcml	C	I		V	V							M	0	0	1, 5, 2		1	1
268	0.5	179	179	1/4	1/4	3/8	4	1		1	I	dcml	C	I		I	I							M	0	0	0, 4, 1		0	0
537/2	1.5	180	180	0	0	3/8	4	1		1	V\\	dcml	C	I		V	V						\\	M	0	0	1, 5, 2		1	1
270	1.5	181	181	0	0	3/8	4	1		1	I	dcml	C	I		I	I							M	0	0	0, 4, 1		0	0
543/2	1.5	182	182	0	0	3/8	4	1		1	vi	dcml	C	I		vi	vi							m	0	0	3, 0, 4		3	3
273	1.5	183	183	0	0	3/8	4	1		1	IV	dcml	C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
549/2	0.5	184	184	0	0	3/8	4	1		1	viio6(2)	dcml	C	I		viio6(2)	vii	o	6	2				o	0	0	2, -1, 0		5	2
275	1.0	184	184	1/8	1/8	3/8	4	1		1	viio6	dcml	C	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
276	1.5	185	185	0	0	3/8	4	1		1	V7	dcml	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
555/2	0.5	186	186	0	0	3/8	4	1		1	V(64)	dcml	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
278	0.5	186	186	1/8	1/8	3/8	4	1		1	V7	dcml	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
557/2	0.5	186	186	1/4	1/4	3/8	4	1		1	V(64)	dcml	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
279	1.5	187	187	0	0	3/8	4	1		1	V7	dcml	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
561/2	0.5	188	188	0	0	3/8	4	1		1	V(64)	dcml	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
281	0.5	188	188	1/8	1/8	3/8	4	1		1	V7	dcml	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
563/2	0.5	188	188	1/4	1/4	3/8	4	1		1	V(64)	dcml	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
282	1.5	189	189	0	0	3/8	4	1		1	V7	dcml	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
567/2	1.5	190	190	0	0	3/8	4	1		1	V7\\	dcml	C	I		V7	V		7				\\	Mm7	0	0	1, 5, 2, -1		1	1
285	1.5	191	191	0	0	3/8	4	1		1	I	dcml	C	I		I	I							M	0	0	0, 4, 1		0	0
573/2	1.5	192	192	0	0	3/8	4	1		1	VI	dcml	C	I		VI	VI							M	0	0	3, 7, 4		3	3
288	1.5	193	193	0	0	3/8	4	1		1	V6/V	dcml	C	I		V6/V	V		6		V			M	0	0	6, 3, 2		2	6
579/2	1.0	194	194	0	0	3/8	4	1		1	V	dcml	C	I		V	V							M	0	0	1, 5, 2		1	1
581/2	0.5	194	194	1/4	1/4	3/8	4	1		1	V2	dcml	C	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
291	1.5	195	195	0	0	3/8	4	1		1	I6	dcml	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
585/2	0.5	196	196	0	0	3/8	4	1		1	IV(4)	dcml	C	I		IV(4)	IV			4				M	0	0	-1, 5, 0		-1	-1
293	0.5	196	196	1/8	1/8	3/8	4	1		1	IV	dcml	C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
587/2	0.5	196	196	1/4	1/4	3/8	4	1		1	I6	dcml	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
294	1.0	197	197	0	0	3/8	4	1		1	V43	dcml	C	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
295	0.5	197	197	1/4	1/4	3/8	4	1		1	I	dcml	C	I		I	I							M	0	0	0, 4, 1		0	0
591/2	0.5	198	198	0	0	3/8	4	1		1	V(64)	dcml	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
296	1.0	198	198	1/8	1/8	3/8	4	1		1	V\\	dcml	C	I		V	V						\\	M	0	0	1, 5, 2		1	1
297	1.5	199	199	0	0	3/8	4	1		1	V/VI	dcml	C	I		V/VI	V				VI			M	0	0	4, 8, 5		4	4
597/2	1.5	200	200	0	0	3/8	4	1		1	VI	dcml	C	I		VI	VI							M	0	0	3, 7, 4		3	3
300	1.5	201	201	0	0	3/8	4	1		1	V7/V	dcml	C	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
603/2	1.25	202	202	0	0	3/8	4	1		1	V	dcml	C	I		V	V							M	0	0	1, 5, 2		1	1
1211/4	0.25	202	202	5/16	5/16	3/8	4	1		1	V7	dcml	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
303	3.0	203	203	0	0	3/8	4	1		1	I\\	dcml	C	I		I	I						\\	M	0	0	0, 4, 1		0	0
306	0.25	205	205	0	0	3/8	4	1		1	IV	dcml	C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
1225/4	0.25	205	205	1/16	1/16	3/8	4	1		1	#viio6/ii	dcml	C	I		#viio6/ii	#vii	o	6		ii			o	0	0	4, 1, 7		7	4
613/2	0.25	205	205	1/8	1/8	3/8	4	1		1	ii	dcml	C	I		ii	ii							m	0	0	2, -1, 3		2	2
1227/4	0.25	205	205	3/16	3/16	3/8	4	1		1	vi6	dcml	C	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
307	0.25	205	205	1/4	1/4	3/8	4	1		1	viio	dcml	C	I		viio	vii	o						o	0	0	5, 2, -1		5	5
1229/4	0.25	205	205	5/16	5/16	3/8	4	1		1	viio6/V	dcml	C	I		viio6/V	vii	o	6		V			o	0	0	3, 0, 6		6	3
615/2	0.5	206	206	0	0	3/8	4	1		1	V	dcml	C	I		V	V							M	0	0	1, 5, 2		1	1
308	1.0	206	206	1/8	1/8	3/8	4	1		1	vi7	dcml	C	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
309	0.5	207	207	0	0	3/8	4	1		1	V6	dcml	C	I		V6	V		6					M	0	0	5, 2, 1		1	5
619/2	1.0	207	207	1/8	1/8	3/8	4	1		1	I	dcml	C	I		I	I							M	0	0	0, 4, 1		0	0
621/2	0.375	208	208	0	0	3/8	4	1		1	ii6	dcml	C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
2487/8	0.125	208	208	3/32	3/32	3/8	4	1		1	ii	dcml	C	I		ii	ii							m	0	0	2, -1, 3		2	2
311	0.5	208	208	1/8	1/8	3/8	4	1		1	V(64)	dcml	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
623/2	0.5	208	208	1/4	1/4	3/8	4	1		1	V\\	dcml	C	I		V	V						\\	M	0	0	1, 5, 2		1	1
312	1.5	209	209	0	0	3/8	4	1		1	I6	dcml	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
627/2	1.5	210	210	0	0	3/8	4	1		1	I	dcml	C	I		I	I							M	0	0	0, 4, 1		0	0
315	1.5	211	211	0	0	3/8	4	1		1	vi	dcml	C	I		vi	vi							m	0	0	3, 0, 4		3	3
633/2	0.5	212	212	0	0	3/8	4	1		1	V65	dcml	C	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
317	1.0	212	212	1/8	1/8	3/8	4	1		1	V2/IV	dcml	C	I		V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
318	0.5	213	213	0	0	3/8	4	1		1	IV6	dcml	C	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
637/2	1.0	213	213	1/8	1/8	3/8	4	1		1	V+65	dcml	C	I		V+65	V	+	65					+7	0	0	5, 9, -1, 1		1	5
639/2	0.375	214	214	0	0	3/8	4	1		1	IV	dcml	C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
2559/8	0.125	214	214	3/32	3/32	3/8	4	1		1	ii6	dcml	C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
320	0.5	214	214	1/8	1/8	3/8	4	1		1	V(64)	dcml	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
641/2	0.5	214	214	1/4	1/4	3/8	4	1		1	V7	dcml	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
321	1.5	215	215	0	0	3/8	4	1		1	I\\	dcml	C	I		I	I						\\	M	0	0	0, 4, 1		0	0
645/2	1.5	216	216	0	0	3/8	4	1		1	V	dcml	C	I		V	V							M	0	0	1, 5, 2		1	1
324	1.5	217	217	0	0	3/8	4	1		1	I	dcml	C	I		I	I							M	0	0	0, 4, 1		0	0
651/2	1.0	218	218	0	0	3/8	4	1		1	V	dcml	C	I		V	V							M	0	0	1, 5, 2		1	1
653/2	0.5	218	218	1/4	1/4	3/8	4	1		1	V7	dcml	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
327	1.5	219	219	0	0	3/8	4	1		1	I	dcml	C	I		I	I							M	0	0	0, 4, 1		0	0
657/2	1.5	220	220	0	0	3/8	4	1		1	V7	dcml	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
330	1.5	221	221	0	0	3/8	4	1		1	V(64)	dcml	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
663/2	1.5	222	222	0	0	3/8	4	1		1	V7	dcml	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
333	1.5	223	223	0	0	3/8	4	1		1	I	dcml	C	I		I	I							M	0	0	0, 4, 1		0	0
669/2	0.5	224	224	0	0	3/8	4	1		1	V6	dcml	C	I		V6	V		6					M	0	0	5, 2, 1		1	5
335	0.5	224	224	1/8	1/8	3/8	4	1		1	V	dcml	C	I		V	V							M	0	0	1, 5, 2		1	1
671/2	0.5	224	224	1/4	1/4	3/8	4	1		1	V43	dcml	C	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
336	1.5	225	225	0	0	3/8	4	1		1	I	dcml	C	I		I	I							M	0	0	0, 4, 1		0	0
675/2	1.0	226	226	0	0	3/8	4	1		1	V6/vi	dcml	C	I		V6/vi	V		6		vi			M	0	0	8, 5, 4		4	8
677/2	0.5	226	226	1/4	1/4	3/8	4	1		1	V43/vi	dcml	C	I		V43/vi	V		43		vi			Mm7	0	0	5, 2, 4, 8		4	5
339	0.25	227	227	0	0	3/8	4	1		1	vi	dcml	C	I		vi	vi							m	0	0	3, 0, 4		3	3
1357/4	2.75	227	227	1/16	1/16	3/8	4	1		1	V7/IV	dcml	C	I		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
342	1.5	229	229	0	0	3/8	4	1		1	IV	dcml	C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
687/2	1.5	230	230	0	0	3/8	4	1		1	#iv	dcml	C	I		#iv	#iv							m	0	0	6, 3, 7		6	6
345	1.5	231	231	0	0	3/8	4	1		1	V	dcml	C	I		V	V							M	0	0	1, 5, 2		1	1
693/2	0.5	232	232	0	0	3/8	4	1		1	I	dcml	C	I		I	I							M	0	0	0, 4, 1		0	0
347	1.0	232	232	1/8	1/8	3/8	4	1		1	viio64/V	dcml	C	I		viio64/V	vii	o	64		V			o	0	0	0, 6, 3		6	0
348	1.5	233	233	0	0	3/8	4	1		1	V	dcml	C	I		V	V							M	0	0	1, 5, 2		1	1
699/2	0.5	234	234	0	0	3/8	4	1		1	i	dcml	C	I		i	i							m	0	0	0, -3, 1		0	0
350	1.0	234	234	1/8	1/8	3/8	4	1		1	viio43/V	dcml	C	I		viio43/V	vii	o	43		V			o7	0	0	0, -3, 6, 3		6	0
351	1.5	235	235	0	0	3/8	4	1		1	V6	dcml	C	I		V6	V		6					M	0	0	5, 2, 1		1	5
705/2	3.0	236	236	0	0	3/8	4	1		1	#viio/ii	dcml	C	I		#viio/ii	#vii	o			ii			o	0	0	7, 4, 1		7	7
711/2	1.5	238	238	0	0	3/8	4	1		1	#viio65/ii	dcml	C	I		#viio65/ii	#vii	o	65		ii			o7	0	0	4, 1, -2, 7		7	4
357	1.5	239	239	0	0	3/8	4	1		1	ii6(#7b62)	dcml	C	I		ii6(#7b62)	ii		6	#7b62				m	0	0	-1, -2, 4, 7		2	-1
717/2	1.5	240	240	0	0	3/8	4	1		1	ii6	dcml	C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
360	1.5	241	241	0	0	3/8	4	1		1	V7	dcml	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
723/2	1.5	242	242	0	0	3/8	4	1		1	vi	dcml	C	I		vi	vi							m	0	0	3, 0, 4		3	3
363	1.5	243	243	0	0	3/8	4	1		1	ii65	dcml	C	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
729/2	1.5	244	244	0	0	3/8	4	1		1	V7	dcml	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
366	1.5	245	245	0	0	3/8	4	1		1	I\\	dcml	C	I		I	I						\\	M	0	0	0, 4, 1		0	0
735/2	1.5	246	246	0	0	3/8	4	1		1	V6	dcml	C	I		V6	V		6					M	0	0	5, 2, 1		1	5
369	1.5	247	247	0	0	3/8	4	1		1	vi	dcml	C	I		vi	vi							m	0	0	3, 0, 4		3	3
741/2	1.5	248	248	0	0	3/8	4	1		1	ii6	dcml	C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
372	1.5	249	249	0	0	3/8	4	1		1	V7	dcml	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
747/2	1.5	250	250	0	0	3/8	4	1		1	I\\	dcml	C	I		I	I						\\	M	0	0	0, 4, 1		0	0
375	0.5	251	251	0	0	3/8	4	1		1	V43	dcml	C	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
751/2	1.0	251	251	1/8	1/8	3/8	4	1		1	V7	dcml	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
753/2	1.5	252	252	0	0	3/8	4	1		1	I	dcml	C	I		I	I							M	0	0	0, 4, 1		0	0
378	0.5	253	253	0	0	3/8	4	1		1	V43	dcml	C	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
757/2	1.0	253	253	1/8	1/8	3/8	4	1		1	V7	dcml	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
759/2	0.5	254	254	0	0	3/8	4	1		1	I	dcml	C	I		I	I							M	0	0	0, 4, 1		0	0
380	0.5	254	254	1/8	1/8	3/8	4	1		1	I6	dcml	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
761/2	0.5	254	254	1/4	1/4	3/8	4	1		1	V7	dcml	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
381	0.5	255	255	0	0	3/8	4	1		1	I	dcml	C	I		I	I							M	0	0	0, 4, 1		0	0
763/2	0.5	255	255	1/8	1/8	3/8	4	1		1	I6	dcml	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
382	0.5	255	255	1/4	1/4	3/8	4	1		1	V7	dcml	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
765/2	0.5	256	256	0	0	3/8	4	1		1	I	dcml	C	I		I	I							M	0	0	0, 4, 1		0	0
383	0.5	256	256	1/8	1/8	3/8	4	1		1	I6	dcml	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
767/2	0.5	256	256	1/4	1/4	3/8	4	1		1	V7	dcml	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
384	0.5	257	257	0	0	3/8	4	1		1	I	dcml	C	I		I	I							M	0	0	0, 4, 1		0	0
769/2	0.5	257	257	1/8	1/8	3/8	4	1		1	I6	dcml	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
385	0.5	257	257	1/4	1/4	3/8	4	1		1	V7	dcml	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
771/2	0.5	258	258	0	0	3/8	4	1		1	I	dcml	C	I		I	I							M	0	0	0, 4, 1		0	0
386	0.5	258	258	1/8	1/8	3/8	4	1		1	V7	dcml	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
773/2	0.5	258	258	1/4	1/4	3/8	4	1		1	V(64)	dcml	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
387	0.5	259	259	0	0	3/8	4	1		1	V7	dcml	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
775/2	0.5	259	259	1/8	1/8	3/8	4	1		1	V(64)	dcml	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
388	0.5	259	259	1/4	1/4	3/8	4	1		1	V7	dcml	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
777/2	1.5	260	260	0	0	3/8	4	1		1	I	dcml	C	I		I	I							M	0	0	0, 4, 1		0	0
390	1.5	261	261	0	0	3/8	4	1		1	I\\	dcml	C	I		I	I						\\	M	0	0	0, 4, 1		0	0
