quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	harmony_layer	label	alt_label	regex_match	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
304	12.0	77	77	0	0	2/2	4	1		1	V7/V		dcml	Eb	V		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
316	1.0	80	80	0	0	2/2	4	1		1	I6		dcml	Eb	V		I6		I		6					M	0	0	4, 1, 0		0	4
317	1.0	80	80	1/4	1/4	2/2	4	1		1	IV		dcml	Eb	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
318	1.0	80	80	1/2	1/2	2/2	4	1		1	V(64)		dcml	Eb	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
319	0.5	80	80	3/4	3/4	2/2	4	1		1	viio		dcml	Eb	V		viio		vii	o						o	0	0	5, 2, -1		5	5
639/2	0.5	80	80	7/8	7/8	2/2	4	1		1	I		dcml	Eb	V		I		I							M	0	0	0, 4, 1		0	0
320	2.0	81	81	0	0	2/2	4	1		1	viio/ii		dcml	Eb	V		viio/ii		vii	o			ii			o	0	0	0, -3, -6		0	0
322	1.0	81	81	1/2	1/2	2/2	4	1		1	ii		dcml	Eb	V		ii		ii							m	0	0	2, -1, 3		2	2
323	1.0	81	81	3/4	3/4	2/2	4	1		1	viio		dcml	Eb	V		viio		vii	o						o	0	0	5, 2, -1		5	5
324	2.0	82	82	0	0	2/2	4	1		1	viio		dcml	Eb	V		viio		vii	o						o	0	0	5, 2, -1		5	5
326	1.0	82	82	1/2	1/2	2/2	4	1		1	I		dcml	Eb	V		I		I							M	0	0	0, 4, 1		0	0
327	8.0	82	82	3/4	3/4	2/2	4	1		1	@none		dcml	Eb	V		@none		@none							m	0	0				
335	0.5	84	84	3/4	3/4	2/2	4	1		1	vii%7		dcml	Eb	V		vii%7		vii	%	7					%7	0	0	5, 2, -1, 3		5	5
671/2	0.5	84	84	7/8	7/8	2/2	4	1		1	I		dcml	Eb	V		I		I							M	0	0	0, 4, 1		0	0
336	2.0	85	85	0	0	2/2	4	1		1	viio/ii		dcml	Eb	V		viio/ii		vii	o			ii			o	0	0	0, -3, -6		0	0
338	1.0	85	85	1/2	1/2	2/2	4	1		1	ii		dcml	Eb	V		ii		ii							m	0	0	2, -1, 3		2	2
339	1.0	85	85	3/4	3/4	2/2	4	1		1	viio		dcml	Eb	V		viio		vii	o						o	0	0	5, 2, -1		5	5
340	2.0	86	86	0	0	2/2	4	1		1	viio		dcml	Eb	V		viio		vii	o						o	0	0	5, 2, -1		5	5
342	1.0	86	86	1/2	1/2	2/2	4	1		1	I		dcml	Eb	V		I		I							M	0	0	0, 4, 1		0	0
343	15.0	86	86	3/4	3/4	2/2	4	1		1	@none		dcml	Eb	V		@none		@none							m	0	0				
358	2.0	90	90	1/2	1/2	2/2	4	1		1	I.I		dcml	Eb	I		I		I							M	0	0	0, 4, 1		0	0
360	0.5	91	91	0	0	2/2	4	1		1	vi7		dcml	Eb	I		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
721/2	4.0	91	91	1/8	1/8	2/2	4	1		1	viio		dcml	Eb	I		viio		vii	o						o	0	0	5, 2, -1		5	5
729/2	3.5	92	92	1/8	1/8	2/2	4	1		1	I		dcml	Eb	I		I		I							M	0	0	0, 4, 1		0	0
368	0.5	93	93	0	0	2/2	4	1		1	viio7/vi		dcml	Eb	I		viio7/vi		vii	o	7		vi			o7	0	0	1, -2, -5, -8		1	1
737/2	3.5	93	93	1/8	1/8	2/2	4	1		1	I		dcml	Eb	I		I		I							M	0	0	0, 4, 1		0	0
372	4.0	94	94	0	0	2/2	4	1		1	I+6		dcml	Eb	I		I+6		I	+	6					+	0	0	4, 8, 0		0	4
376	4.0	95	95	0	0	2/2	4	1		1	I+		dcml	Eb	I		I+		I	+						+	0	0	0, 4, 8		0	0
380	2.0	96	96	0	0	2/2	4	1		1	I+64		dcml	Eb	I		I+64		I	+	64					+	0	0	8, 0, 4		0	8
382	2.0	96	96	1/2	1/2	2/2	4	1		1	vi		dcml	Eb	I		vi		vi							m	0	0	3, 0, 4		3	3
384	18.0	97	97	0	0	2/2	4	1		1	@none		dcml	Eb	I		@none		@none							m	0	0				
402	1.0	101	101	1/2	1/2	2/2	4	1		1	I[I		dcml	Eb	I	I	I		I							M	0	0	0, 4, 1		0	0
403	1.0	101	101	3/4	3/4	2/2	4	1		1	ii65		dcml	Eb	I	I	ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
404	1.0	102	102	0	0	2/2	4	1		1	V/V		dcml	Eb	I	I	V/V		V				V			M	0	0	2, 6, 3		2	2
405	1.0	102	102	1/4	1/4	2/2	4	1		1	v		dcml	Eb	I	I	v		v							m	0	0	1, -2, 2		1	1
406	2.0	102	102	1/2	1/2	2/2	4	1		1	I6		dcml	Eb	I	I	I6		I		6					M	0	0	4, 1, 0		0	4
408	1.0	103	103	0	0	2/2	4	1		1	I+6		dcml	Eb	I	I	I+6		I	+	6					+	0	0	4, 8, 0		0	4
409	1.0	103	103	1/4	1/4	2/2	4	1		1	IV		dcml	Eb	I	I	IV		IV							M	0	0	-1, 3, 0		-1	-1
410	1.0	103	103	1/2	1/2	2/2	4	1		1	IV6		dcml	Eb	I	I	IV6		IV		6					M	0	0	3, 0, -1		-1	3
411	1.0	103	103	3/4	3/4	2/2	4	1		1	viio6/IV		dcml	Eb	I	I	viio6/IV		vii	o	6		IV			o	0	0	1, -2, 4		4	1
412	2.0	104	104	0	0	2/2	4	1		1	viio2/IV]		dcml	Eb	I	I	viio2/IV		vii	o	2		IV			o7	0	0	-5, 4, 1, -2		4	-5
414	2.0	104	104	1/2	1/2	2/2	4	1		1	V6/ii		dcml	Eb	I		V6/ii		V		6		ii			M	0	0	7, 4, 3		3	7
416	3.0	105	105	0	0	2/2	4	1		1	ii		dcml	Eb	I		ii		ii							m	0	0	2, -1, 3		2	2
419	1.0	105	105	3/4	3/4	2/2	4	1		1	bVII6		dcml	Eb	I		bVII6		bVII		6					M	0	0	2, -1, -2		-2	2
420	1.0	106	106	0	0	2/2	4	1		1	VI.I(764)		dcml	Eb	VI		I(764)		I			764				M	0	0	0, -1, 3	5	0	0
421	3.0	106	106	1/4	1/4	2/2	4	1		1	I		dcml	Eb	VI		I		I							M	0	0	0, 4, 1		0	0
424	6.0	107	107	0	0	2/2	4	1		1	V[I		dcml	Eb	VI	V	I		I							M	0	0	0, 4, 1		0	0
430	1.0	108	108	1/2	1/2	2/2	4	1		1	V7		dcml	Eb	VI	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
431	1.0	108	108	3/4	3/4	2/2	4	1		1	I		dcml	Eb	VI	V	I		I							M	0	0	0, 4, 1		0	0
432	1.0	109	109	0	0	2/2	4	1		1	IV64		dcml	Eb	VI	V	IV64		IV		64					M	0	0	0, -1, 3		-1	0
433	1.0	109	109	1/4	1/4	2/2	4	1		1	I		dcml	Eb	VI	V	I		I							M	0	0	0, 4, 1		0	0
434	1.0	109	109	1/2	1/2	2/2	4	1		1	viio6		dcml	Eb	VI	V	viio6		vii	o	6					o	0	0	2, -1, 5		5	2
435	1.0	109	109	3/4	3/4	2/2	4	1		1	I		dcml	Eb	VI	V	I		I							M	0	0	0, 4, 1		0	0
436	1.0	110	110	0	0	2/2	4	1		1	V64		dcml	Eb	VI	V	V64		V		64					M	0	0	2, 1, 5		1	2
437	1.0	110	110	1/4	1/4	2/2	4	1		1	@none		dcml	Eb	VI	V	@none		@none							m	0	0				
438	1.0	110	110	1/2	1/2	2/2	4	1		1	V6		dcml	Eb	VI	V	V6		V		6					M	0	0	5, 2, 1		1	5
439	1.0	110	110	3/4	3/4	2/2	4	1		1	V64]		dcml	Eb	VI	V	V64		V		64					M	0	0	2, 1, 5		1	2
440	4.0	111	111	0	0	2/2	4	1		1	vi.i		dcml	Eb	vi		i		i							m	0	1	0, -3, 1		0	0
444	1.0	112	112	0	0	2/2	4	1		1	i(9)		dcml	Eb	vi		i(9)		i			9				m	0	1	0, -3, 1	2	0	0
445	1.0	112	112	1/4	1/4	2/2	4	1		1	i6		dcml	Eb	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
446	1.0	112	112	1/2	1/2	2/2	4	1		1	V2		dcml	Eb	vi		V2		V		2					Mm7	0	1	-1, 1, 5, 2		1	-1
447	1.0	112	112	3/4	3/4	2/2	4	1		1	i6		dcml	Eb	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
448	1.0	113	113	0	0	2/2	4	1		1	iv6		dcml	Eb	vi		iv6		iv		6					m	0	1	-4, 0, -1		-1	-4
449	1.0	113	113	1/4	1/4	2/2	4	1		1	i64		dcml	Eb	vi		i64		i		64					m	0	1	1, 0, -3		0	1
450	1.0	113	113	1/2	1/2	2/2	4	1		1	iv		dcml	Eb	vi		iv		iv							m	0	1	-1, -4, 0		-1	-1
451	1.0	113	113	3/4	3/4	2/2	4	1		1	i6		dcml	Eb	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
452	1.0	114	114	0	0	2/2	4	1		1	@none		dcml	Eb	vi		@none		@none							m	0	1				
453	1.0	114	114	1/4	1/4	2/2	4	1		1	i		dcml	Eb	vi		i		i							m	0	1	0, -3, 1		0	0
454	1.0	114	114	1/2	1/2	2/2	4	1		1	viio		dcml	Eb	vi		viio		vii	o						o	0	1	-2, -5, -8		-2	-2
455	1.0	114	114	3/4	3/4	2/2	4	1		1	i		dcml	Eb	vi		i		i							m	0	1	0, -3, 1		0	0
456	1.0	115	115	0	0	2/2	4	1		1	V(6)		dcml	Eb	vi		V(6)		V			6				M	0	1	1, 5, -3		1	1
457	1.0	115	115	1/4	1/4	2/2	4	1		1	V		dcml	Eb	vi		V		V							M	0	1	1, 5, 2		1	1
458	1.0	115	115	1/2	1/2	2/2	4	1		1	V(4)		dcml	Eb	vi		V(4)		V			4				M	0	1	1, 0, 2		1	1
459	1.0	115	115	3/4	3/4	2/2	4	1		1	V		dcml	Eb	vi		V		V							M	0	1	1, 5, 2		1	1
460	1.0	116	116	0	0	2/2	4	1		1	V(9)		dcml	Eb	vi		V(9)		V			9				M	0	1	1, 5, 2	-4	1	1
461	1.0	116	116	1/4	1/4	2/2	4	1		1	V6		dcml	Eb	vi		V6		V		6					M	0	1	5, 2, 1		1	5
462	1.0	116	116	1/2	1/2	2/2	4	1		1	V2/V		dcml	Eb	vi		V2/V		V		2		V			Mm7	0	1	0, 2, 6, 3		2	0
463	1.0	116	116	3/4	3/4	2/2	4	1		1	V6		dcml	Eb	vi		V6		V		6					M	0	1	5, 2, 1		1	5
464	1.0	117	117	0	0	2/2	4	1		1	i6		dcml	Eb	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
465	1.0	117	117	1/4	1/4	2/2	4	1		1	V64		dcml	Eb	vi		V64		V		64					M	0	1	2, 1, 5		1	2
466	1.0	117	117	1/2	1/2	2/2	4	1		1	i		dcml	Eb	vi		i		i							m	0	1	0, -3, 1		0	0
467	1.0	117	117	3/4	3/4	2/2	4	1		1	V6		dcml	Eb	vi		V6		V		6					M	0	1	5, 2, 1		1	5
468	1.0	118	118	0	0	2/2	4	1		1	@none		dcml	Eb	vi		@none		@none							m	0	1				
469	1.0	118	118	1/4	1/4	2/2	4	1		1	V		dcml	Eb	vi		V		V							M	0	1	1, 5, 2		1	1
470	1.0	118	118	1/2	1/2	2/2	4	1		1	viio/V		dcml	Eb	vi		viio/V		vii	o			V			o	0	1	6, 3, 0		6	6
471	1.0	118	118	3/4	3/4	2/2	4	1		1	V		dcml	Eb	vi		V		V							M	0	1	1, 5, 2		1	1
472	2.0	119	119	0	0	2/2	4	1		1	@none		dcml	Eb	vi		@none		@none							m	0	1				
474	1.0	119	119	1/2	1/2	2/2	4	1		1	i		dcml	Eb	vi		i		i							m	0	1	0, -3, 1		0	0
475	1.0	119	119	3/4	3/4	2/2	4	1		1	V6		dcml	Eb	vi		V6		V		6					M	0	1	5, 2, 1		1	5
476	1.0	120	120	0	0	2/2	4	1		1	ii%43		dcml	Eb	vi		ii%43		ii	%	43					%7	0	1	-4, 0, 2, -1		2	-4
477	1.0	120	120	1/4	1/4	2/2	4	1		1	i64		dcml	Eb	vi		i64		i		64					m	0	1	1, 0, -3		0	1
478	1.0	120	120	1/2	1/2	2/2	4	1		1	V2		dcml	Eb	vi		V2		V		2					Mm7	0	1	-1, 1, 5, 2		1	-1
479	1.0	120	120	3/4	3/4	2/2	4	1		1	V43		dcml	Eb	vi		V43		V		43					Mm7	0	1	2, -1, 1, 5		1	2
480	2.0	121	121	0	0	2/2	4	1		1	i6		dcml	Eb	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
482	2.0	121	121	1/2	1/2	2/2	4	1		1	iv		dcml	Eb	vi		iv		iv							m	0	1	-1, -4, 0		-1	-1
484	2.0	122	122	0	0	2/2	4	1		1	i6		dcml	Eb	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
486	2.0	122	122	1/2	1/2	2/2	4	1		1	i		dcml	Eb	vi		i		i							m	0	1	0, -3, 1		0	0
488	2.0	123	123	0	0	2/2	4	1		1	V		dcml	Eb	vi		V		V							M	0	1	1, 5, 2		1	1
490	2.0	123	123	1/2	1/2	2/2	4	1		1	i64		dcml	Eb	vi		i64		i		64					m	0	1	1, 0, -3		0	1
492	2.0	124	124	0	0	2/2	4	1		1	V		dcml	Eb	vi		V		V							M	0	1	1, 5, 2		1	1
494	1.0	124	124	1/2	1/2	2/2	4	1		1	V6(2)		dcml	Eb	vi		V6(2)		V		6	2				M	0	1	5, 2, -4		1	5
495	1.0	124	124	3/4	3/4	2/2	4	1		1	V6		dcml	Eb	vi		V6		V		6					M	0	1	5, 2, 1		1	5
496	2.0	125	125	0	0	2/2	4	1		1	V2/iv		dcml	Eb	vi		V2/iv		V		2		iv			Mm7	0	1	-2, 0, 4, 1		0	-2
498	2.0	125	125	1/2	1/2	2/2	4	1		1	iv64		dcml	Eb	vi		iv64		iv		64					m	0	1	0, -1, -4		-1	0
500	2.0	126	126	0	0	2/2	4	1		1	V2/iv		dcml	Eb	vi		V2/iv		V		2		iv			Mm7	0	1	-2, 0, 4, 1		0	-2
502	1.0	126	126	1/2	1/2	2/2	4	1		1	ii.V43(4)		dcml	Eb	ii		V43(4)		V		43	4				Mm7	0	1	2, -1, 1, 0		1	2
503	1.0	126	126	3/4	3/4	2/2	4	1		1	V43		dcml	Eb	ii		V43		V		43					Mm7	0	1	2, -1, 1, 5		1	2
504	2.0	127	127	0	0	2/2	4	1		1	i		dcml	Eb	ii		i		i							m	0	1	0, -3, 1		0	0
506	14.0	127	127	1/2	1/2	2/2	4	1		1	V2		dcml	Eb	ii		V2		V		2					Mm7	0	1	-1, 1, 5, 2		1	-1
520	2.0	131	131	0	0	2/2	4	1		1	II.I		dcml	Eb	II		I		I							M	0	0	0, 4, 1		0	0
522	14.0	131	131	1/2	1/2	2/2	4	1		1	V2		dcml	Eb	II		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
536	2.0	135	135	0	0	2/2	4	1		1	I.V65/V		dcml	Eb	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
538	2.0	135	135	1/2	1/2	2/2	4	1		1	V		dcml	Eb	I		V		V							M	0	0	1, 5, 2		1	1
540	2.0	136	136	0	0	2/2	4	1		1	V65/IV		dcml	Eb	I		V65/IV		V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
542	2.0	136	136	1/2	1/2	2/2	4	1		1	IV		dcml	Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
544	2.0	137	137	0	0	2/2	4	1		1	ii		dcml	Eb	I		ii		ii							m	0	0	2, -1, 3		2	2
546	2.0	137	137	1/2	1/2	2/2	4	1		1	iiio		dcml	Eb	I		iiio		iii	o						o	0	0	4, 1, -2		4	4
548	2.0	138	138	0	0	2/2	4	1		1	V65/ii		dcml	Eb	I		V65/ii		V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
550	2.0	138	138	1/2	1/2	2/2	4	1		1	ii		dcml	Eb	I		ii		ii							m	0	0	2, -1, 3		2	2
552	2.0	139	139	0	0	2/2	4	1		1	V65		dcml	Eb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
554	2.0	139	139	1/2	1/2	2/2	4	1		1	I		dcml	Eb	I		I		I							M	0	0	0, 4, 1		0	0
556	2.0	140	140	0	0	2/2	4	1		1	IV.V+65/IV		dcml	Eb	IV		V+65/IV		V	+	65		IV			+7	0	0	4, 8, -2, 0		0	4
558	2.0	140	140	1/2	1/2	2/2	4	1		1	IV		dcml	Eb	IV		IV		IV							M	0	0	-1, 3, 0		-1	-1
560	2.0	141	141	0	0	2/2	4	1		1	V[I6		dcml	Eb	IV	V	I6		I		6					M	0	0	4, 1, 0		0	4
562	2.0	141	141	1/2	1/2	2/2	4	1		1	viio2/V		dcml	Eb	IV	V	viio2/V		vii	o	2		V			o7	0	0	-3, 6, 3, 0		6	-3
564	2.0	142	142	0	0	2/2	4	1		1	viio65		dcml	Eb	IV	V	viio65		vii	o	65					o7	0	0	2, -1, -4, 5		5	2
566	2.0	142	142	1/2	1/2	2/2	4	1		1	IV		dcml	Eb	IV	V	IV		IV							M	0	0	-1, 3, 0		-1	-1
568	2.0	143	143	0	0	2/2	4	1		1	viio7/V		dcml	Eb	IV	V	viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
570	6.0	143	143	1/2	1/2	2/2	4	1		1	viio7		dcml	Eb	IV	V	viio7		vii	o	7					o7	0	0	5, 2, -1, -4		5	5
576	2.0	145	145	0	0	2/2	4	1		1	I]		dcml	Eb	IV	V	I		I							M	0	0	0, 4, 1		0	0
578	2.0	145	145	1/2	1/2	2/2	4	1		1	I(64)		dcml	Eb	IV		I(64)		I			64				M	0	0	0, -1, 3		0	0
580	2.0	146	146	0	0	2/2	4	1		1	I		dcml	Eb	IV		I		I							M	0	0	0, 4, 1		0	0
582	2.0	146	146	1/2	1/2	2/2	4	1		1	I(64)		dcml	Eb	IV		I(64)		I			64				M	0	0	0, -1, 3		0	0
584	2.0	147	147	0	0	2/2	4	1		1	I		dcml	Eb	IV		I		I							M	0	0	0, 4, 1		0	0
586	2.0	147	147	1/2	1/2	2/2	4	1		1	#ivo6		dcml	Eb	IV		#ivo6		#iv	o	6					o	0	0	3, 0, 6		6	3
588	2.0	148	148	0	0	2/2	4	1		1	vi7		dcml	Eb	IV		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
590	2.0	148	148	1/2	1/2	2/2	4	1		1	V7		dcml	Eb	IV		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
592	1.0	149	149	0	0	2/2	4	1		1	I64		dcml	Eb	IV		I64		I		64					M	0	0	1, 0, 4		0	1
593	1.0	149	149	1/4	1/4	2/2	4	1		1	viio		dcml	Eb	IV		viio		vii	o						o	0	0	5, 2, -1		5	5
594	1.0	149	149	1/2	1/2	2/2	4	1		1	viio6/V		dcml	Eb	IV		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
595	1.0	149	149	3/4	3/4	2/2	4	1		1	V		dcml	Eb	IV		V		V							M	0	0	1, 5, 2		1	1
596	1.0	150	150	0	0	2/2	4	1		1	vi7		dcml	Eb	IV		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
597	1.0	150	150	1/4	1/4	2/2	4	1		1	V6		dcml	Eb	IV		V6		V		6					M	0	0	5, 2, 1		1	5
598	1.0	150	150	1/2	1/2	2/2	4	1		1	I		dcml	Eb	IV		I		I							M	0	0	0, 4, 1		0	0
599	1.0	150	150	3/4	3/4	2/2	4	1		1	viio6		dcml	Eb	IV		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
600	2.0	151	151	0	0	2/2	4	1		1	I6		dcml	Eb	IV		I6		I		6					M	0	0	4, 1, 0		0	4
602	1.0	151	151	1/2	1/2	2/2	4	1		1	viio64		dcml	Eb	IV		viio64		vii	o	64					o	0	0	-1, 5, 2		5	-1
603	1.0	151	151	3/4	3/4	2/2	4	1		1	I		dcml	Eb	IV		I		I							M	0	0	0, 4, 1		0	0
604	1.0	152	152	0	0	2/2	4	1		1	I64		dcml	Eb	IV		I64		I		64					M	0	0	1, 0, 4		0	1
605	1.0	152	152	1/4	1/4	2/2	4	1		1	vii6		dcml	Eb	IV		vii6		vii		6					m	0	0	2, 6, 5		5	2
606	2.0	152	152	1/2	1/2	2/2	4	1		1	V43		dcml	Eb	IV		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
608	2.0	153	153	0	0	2/2	4	1		1	I		dcml	Eb	IV		I		I							M	0	0	0, 4, 1		0	0
610	2.0	153	153	1/2	1/2	2/2	4	1		1	V7		dcml	Eb	IV		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
612	2.0	154	154	0	0	2/2	4	1		1	V(64)		dcml	Eb	IV		V(64)		V			64				M	0	0	1, 0, 4		1	1
614	2.0	154	154	1/2	1/2	2/2	4	1		1	V7		dcml	Eb	IV		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
616	2.0	155	155	0	0	2/2	4	1		1	V(64)		dcml	Eb	IV		V(64)		V			64				M	0	0	1, 0, 4		1	1
618	2.0	155	155	1/2	1/2	2/2	4	1		1	V[viio6/V		dcml	Eb	IV	V	viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
620	1.0	156	156	0	0	2/2	4	1		1	V]		dcml	Eb	IV	V	V		V							M	0	0	1, 5, 2		1	1
621	2.0	156	156	1/4	1/4	2/2	4	1		1	V7(119)		dcml	Eb	IV		V7(119)		V		7	119				Mm7	0	0	1, 5, 2, -1	0, 3	1	1
623	1.0	156	156	3/4	3/4	2/2	4	1		1	viio		dcml	Eb	IV		viio		vii	o						o	0	0	5, 2, -1		5	5
624	1.0	157	157	0	0	2/2	4	1		1	I		dcml	Eb	IV		I		I							M	0	0	0, 4, 1		0	0
625	1.0	157	157	1/4	1/4	2/2	4	1		1	viio		dcml	Eb	IV		viio		vii	o						o	0	0	5, 2, -1		5	5
626	1.0	157	157	1/2	1/2	2/2	4	1		1	vi7		dcml	Eb	IV		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
627	1.0	157	157	3/4	3/4	2/2	4	1		1	V7		dcml	Eb	IV		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
628	1.0	158	158	0	0	2/2	4	1		1	vi7		dcml	Eb	IV		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
629	1.0	158	158	1/4	1/4	2/2	4	1		1	V64		dcml	Eb	IV		V64		V		64					M	0	0	2, 1, 5		1	2
630	1.0	158	158	1/2	1/2	2/2	4	1		1	I		dcml	Eb	IV		I		I							M	0	0	0, 4, 1		0	0
631	1.0	158	158	3/4	3/4	2/2	4	1		1	V65		dcml	Eb	IV		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
632	1.0	159	159	0	0	2/2	4	1		1	I		dcml	Eb	IV		I		I							M	0	0	0, 4, 1		0	0
633	1.0	159	159	1/4	1/4	2/2	4	1		1	V7/ii		dcml	Eb	IV		V7/ii		V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
634	1.0	159	159	1/2	1/2	2/2	4	1		1	biio64		dcml	Eb	IV		biio64		bii	o	64					o	0	0	-11, -5, -8		-5	-11
635	2.0	159	159	3/4	3/4	2/2	4	1		1	V7		dcml	Eb	IV		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
637	1.0	160	160	1/4	1/4	2/2	4	1		1	I		dcml	Eb	IV		I		I							M	0	0	0, 4, 1		0	0
638	2.0	160	160	1/2	1/2	2/2	4	1		1	I\\		dcml	Eb	IV		I		I						\\	M	0	0	0, 4, 1		0	0
640	4.0	161	161	0	0	2/2	4	1		1	I		dcml	Eb	IV		I		I							M	0	0	0, 4, 1		0	0
644	2.0	162	162	0	0	2/2	4	1		1	I64		dcml	Eb	IV		I64		I		64					M	0	0	1, 0, 4		0	1
646	2.0	162	162	1/2	1/2	2/2	4	1		1	I6		dcml	Eb	IV		I6		I		6					M	0	0	4, 1, 0		0	4
648	4.0	163	163	0	0	2/2	4	1		1	V6		dcml	Eb	IV		V6		V		6					M	0	0	5, 2, 1		1	5
652	2.0	164	164	0	0	2/2	4	1		1	V(94)		dcml	Eb	IV		V(94)		V			94				M	0	0	1, 0, 2	3	1	1
654	2.0	164	164	1/2	1/2	2/2	4	1		1	V		dcml	Eb	IV		V		V							M	0	0	1, 5, 2		1	1
656	3.0	165	165	0	0	2/2	4	1		1	I		dcml	Eb	IV		I		I							M	0	0	0, 4, 1		0	0
659	2.0	165	165	3/4	3/4	2/2	4	1		1	I64		dcml	Eb	IV		I64		I		64					M	0	0	1, 0, 4		0	1
661	1.0	166	166	1/4	1/4	2/2	4	1		1	#viio7/vi		dcml	Eb	IV		#viio7/vi		#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
662	1.0	166	166	1/2	1/2	2/2	4	1		1	vi		dcml	Eb	IV		vi		vi							m	0	0	3, 0, 4		3	3
663	1.0	166	166	3/4	3/4	2/2	4	1		1	IV+6		dcml	Eb	IV		IV+6		IV	+	6					+	0	0	3, 7, -1		-1	3
664	1.0	167	167	0	0	2/2	4	1		1	IV		dcml	Eb	IV		IV		IV							M	0	0	-1, 3, 0		-1	-1
665	3.0	167	167	1/4	1/4	2/2	4	1		1	V2		dcml	Eb	IV		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
668	1.0	168	168	0	0	2/2	4	1		1	I		dcml	Eb	IV		I		I							M	0	0	0, 4, 1		0	0
669	1.0	168	168	1/4	1/4	2/2	4	1		1	V7		dcml	Eb	IV		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
670	1.0	168	168	1/2	1/2	2/2	4	1		1	I\\		dcml	Eb	IV		I		I						\\	M	0	0	0, 4, 1		0	0
671	1.0	168	168	3/4	3/4	2/2	4	1		1	V43		dcml	Eb	IV		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
672	2.0	169	169	0	0	2/2	4	1		1	I		dcml	Eb	IV		I		I							M	0	0	0, 4, 1		0	0
674	3.0	169	169	1/2	1/2	2/2	4	1		1	I6		dcml	Eb	IV		I6		I		6					M	0	0	4, 1, 0		0	4
677	1.0	170	170	1/4	1/4	2/2	4	1		1	V43		dcml	Eb	IV		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
678	1.0	170	170	1/2	1/2	2/2	4	1		1	I64		dcml	Eb	IV		I64		I		64					M	0	0	1, 0, 4		0	1
679	1.0	170	170	3/4	3/4	2/2	4	1		1	I.V6/ii		dcml	Eb	I		V6/ii		V		6		ii			M	0	0	7, 4, 3		3	7
680	1.0	171	171	0	0	2/2	4	1		1	ii		dcml	Eb	I		ii		ii							m	0	0	2, -1, 3		2	2
681	1.0	171	171	1/4	1/4	2/2	4	1		1	iii		dcml	Eb	I		iii		iii							m	0	0	4, 1, 5		4	4
682	1.0	171	171	1/2	1/2	2/2	4	1		1	ii6		dcml	Eb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
683	1.0	171	171	3/4	3/4	2/2	4	1		1	V		dcml	Eb	I		V		V							M	0	0	1, 5, 2		1	1
684	1.0	172	172	0	0	2/2	4	1		1	I(94)		dcml	Eb	I		I(94)		I			94				M	0	0	0, -1, 1	2	0	0
685	1.0	172	172	1/4	1/4	2/2	4	1		1	I(+#7)		dcml	Eb	I		I(+#7)		I			+#7				M	0	0	0, 4, 1	12	0	0
686	1.0	172	172	1/2	1/2	2/2	4	1		1	I\\		dcml	Eb	I		I		I						\\	M	0	0	0, 4, 1		0	0
