quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	harmony_layer	label	regex_match	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
27	1.0	12	12	0	0	3/4	4	1		1	V2	dcml	Eb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
28	1.0	12	12	1/4	1/4	3/4	4	1		1	I6	dcml	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
29	1.0	12	12	1/2	1/2	3/4	4	1		1	IV	dcml	Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
30	1.0	13	13	0	0	3/4	4	1		1	V7	dcml	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
31	1.0	13	13	1/4	1/4	3/4	4	1		1	ii43	dcml	Eb	I		ii43		ii		43					mm7	0	0	3, 0, 2, -1		2	3
32	0.5	13	13	1/2	1/2	3/4	4	1		1	IV6	dcml	Eb	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
65/2	0.5	13	13	5/8	5/8	3/4	4	1		1	viio	dcml	Eb	I		viio		vii	o						o	0	0	5, 2, -1		5	5
33	1.0	14	14	0	0	3/4	4	1		1	I\\	dcml	Eb	I		I		I						\\	M	0	0	0, 4, 1		0	0
34	1.0	14	14	1/4	1/4	3/4	4	1		1	V43	dcml	Eb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
35	1.0	14	14	1/2	1/2	3/4	4	1		1	I6	dcml	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
36	2.0	15	15	0	0	3/4	4	1		1	ii6	dcml	Eb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
38	1.0	15	15	1/2	1/2	3/4	4	1		1	V2	dcml	Eb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
39	2.0	16	16	0	0	3/4	4	1		1	I6	dcml	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
41	1.0	16	16	1/2	1/2	3/4	4	1		1	vi64	dcml	Eb	I		vi64		vi		64					m	0	0	4, 3, 0		3	4
42	3.0	17	17	0	0	3/4	4	1		1	V43	dcml	Eb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
45	1.0	18	18	0	0	3/4	4	1		1	I6(4)	dcml	Eb	I		I6(4)		I		6	4				M	0	0	-1, 1, 0		0	-1
46	1.0	18	18	1/4	1/4	3/4	4	1		1	I6	dcml	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
47	1.0	18	18	1/2	1/2	3/4	4	1		1	I+6	dcml	Eb	I		I+6		I	+	6					+	0	0	4, 8, 0		0	4
48	1.0	19	19	0	0	3/4	4	1		1	IV	dcml	Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
49	1.0	19	19	1/4	1/4	3/4	4	1		1	ii6	dcml	Eb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
50	1.0	19	19	1/2	1/2	3/4	4	1		1	V2	dcml	Eb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
51	2.0	20	20	0	0	3/4	4	1		1	I6	dcml	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
53	1.0	20	20	1/2	1/2	3/4	4	1		1	IV	dcml	Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
54	1.0	21	21	0	0	3/4	4	1		1	I64	dcml	Eb	I		I64		I		64					M	0	0	1, 0, 4		0	1
55	1.0	21	21	1/4	1/4	3/4	4	1		1	vi	dcml	Eb	I		vi		vi							m	0	0	3, 0, 4		3	3
56	1.0	21	21	1/2	1/2	3/4	4	1		1	V65	dcml	Eb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
57	1.0	22	22	0	0	3/4	4	1		1	I	dcml	Eb	I		I		I							M	0	0	0, 4, 1		0	0
58	1.0	22	22	1/4	1/4	3/4	4	1		1	I6	dcml	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
59	1.0	22	22	1/2	1/2	3/4	4	1		1	I64	dcml	Eb	I		I64		I		64					M	0	0	1, 0, 4		0	1
60	3.0	23	23	0	0	3/4	4	1		1	I	dcml	Eb	I		I		I							M	0	0	0, 4, 1		0	0
63	2.0	24	24	0	0	3/4	4	1		1	V43	dcml	Eb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
65	3.0	24	24	1/2	1/2	3/4	4	1		1	V7	dcml	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
68	2.0	25	25	1/2	1/2	3/4	4	1		1	V65	dcml	Eb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
70	1.0	26	26	1/4	1/4	3/4	4	1		1	I	dcml	Eb	I		I		I							M	0	0	0, 4, 1		0	0
71	1.0	26	26	1/2	1/2	3/4	4	1		1	I64	dcml	Eb	I		I64		I		64					M	0	0	1, 0, 4		0	1
72	1.0	27	27	0	0	3/4	4	1		1	I6	dcml	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
73	0.5	27	27	1/4	1/4	3/4	4	1		1	I	dcml	Eb	I		I		I							M	0	0	0, 4, 1		0	0
147/2	0.5	27	27	3/8	3/8	3/4	4	1		1	V2/IV	dcml	Eb	I		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
74	0.5	27	27	1/2	1/2	3/4	4	1		1	ii43	dcml	Eb	I		ii43		ii		43					mm7	0	0	3, 0, 2, -1		2	3
149/2	0.5	27	27	5/8	5/8	3/4	4	1		1	viio6/IV	dcml	Eb	I		viio6/IV		vii	o	6		IV			o	0	0	1, -2, 4		4	1
75	2.0	28	28	0	0	3/4	4	1		1	ii6	dcml	Eb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
77	0.5	28	28	1/2	1/2	3/4	4	1		1	III7	dcml	Eb	I		III7		III		7					Mm7	0	0	4, 8, 5, 2		4	4
155/2	0.5	28	28	5/8	5/8	3/4	4	1		1	ii6	dcml	Eb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
78	0.5	29	29	0	0	3/4	4	1		1	V65/V	dcml	Eb	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
157/2	1.5	29	29	1/8	1/8	3/4	4	1		1	V(64)	dcml	Eb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
80	1.0	29	29	1/2	1/2	3/4	4	1		1	V7	dcml	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
81	0.5	30	30	0	0	3/4	4	1		1	#viio7/vi	dcml	Eb	I		#viio7/vi		#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
163/2	1.5	30	30	1/8	1/8	3/4	4	1		1	vi	dcml	Eb	I		vi		vi							m	0	0	3, 0, 4		3	3
83	0.5	30	30	1/2	1/2	3/4	4	1		1	V64/vi	dcml	Eb	I		V64/vi		V		64		vi			M	0	0	5, 4, 8		4	5
167/2	1.0	30	30	5/8	5/8	3/4	4	1		1	vii%7	dcml	Eb	I		vii%7		vii	%	7					%7	0	0	5, 2, -1, 3		5	5
169/2	0.5	31	31	1/8	1/8	3/4	4	1		1	I	dcml	Eb	I		I		I							M	0	0	0, 4, 1		0	0
85	0.5	31	31	1/4	1/4	3/4	4	1		1	ii6	dcml	Eb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
171/2	0.5	31	31	3/8	3/8	3/4	4	1		1	#iv%7	dcml	Eb	I		#iv%7		#iv	%	7					%7	0	0	6, 3, 0, 4		6	6
86	1.0	31	31	1/2	1/2	3/4	4	1		1	V	dcml	Eb	I		V		V							M	0	0	1, 5, 2		1	1
87	3.0	32	32	0	0	3/4	4	1		1	I\\	dcml	Eb	I		I		I						\\	M	0	0	0, 4, 1		0	0
90	2.0	33	33	0	0	3/4	4	1		1	I6	dcml	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
92	1.0	33	33	1/2	1/2	3/4	4	1		1	V64	dcml	Eb	I		V64		V		64					M	0	0	2, 1, 5		1	2
93	3.0	34	34	0	0	3/4	4	1		1	I	dcml	Eb	I		I		I							M	0	0	0, 4, 1		0	0
96	2.0	35	35	0	0	3/4	4	1		1	vi	dcml	Eb	I		vi		vi							m	0	0	3, 0, 4		3	3
98	1.0	35	35	1/2	1/2	3/4	4	1		1	ii	dcml	Eb	I		ii		ii							m	0	0	2, -1, 3		2	2
99	1.0	36	36	0	0	3/4	4	1		1	V65/vi	dcml	Eb	I		V65/vi		V		65		vi			Mm7	0	0	8, 5, 2, 4		4	8
100	2.0	36	36	1/4	1/4	3/4	4	1		1	vi.i\\	dcml	Eb	vi		i		i						\\	m	0	1	0, -3, 1		0	0
102	2.0	37	37	0	0	3/4	4	1		1	v6	dcml	Eb	vi		v6		v		6					m	0	1	-2, 2, 1		1	-2
104	1.0	37	37	1/2	1/2	3/4	4	1		1	II64	dcml	Eb	vi		II64		II		64					M	0	1	3, 2, 6		2	3
105	1.0	38	38	0	0	3/4	4	1		1	v	dcml	Eb	vi		v		v							m	0	1	1, -2, 2		1	1
106	1.0	38	38	1/4	1/4	3/4	4	1		1	iv	dcml	Eb	vi		iv		iv							m	0	1	-1, -4, 0		-1	-1
107	1.0	38	38	1/2	1/2	3/4	4	1		1	II6	dcml	Eb	vi		II6		II		6					M	0	1	6, 3, 2		2	6
108	2.0	39	39	0	0	3/4	4	1		1	iii.V(64)	dcml	Eb	iii		V(64)		V			64				M	0	1	1, 0, -3		1	1
110	0.5	39	39	1/2	1/2	3/4	4	1		1	V2	dcml	Eb	iii		V2		V		2					Mm7	0	1	-1, 1, 5, 2		1	-1
221/2	0.5	39	39	5/8	5/8	3/4	4	1		1	i6	dcml	Eb	iii		i6		i		6					m	0	1	-3, 1, 0		0	-3
111	1.5	40	40	0	0	3/4	4	1		1	V43	dcml	Eb	iii		V43		V		43					Mm7	0	1	2, -1, 1, 5		1	2
225/2	1.0	40	40	3/8	3/8	3/4	4	1		1	i[i64	dcml	Eb	iii	i	i64		i		64					m	0	1	1, 0, -3		0	1
227/2	0.5	40	40	5/8	5/8	3/4	4	1		1	V7	dcml	Eb	iii	i	V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
114	3.0	41	41	0	0	3/4	4	1		1	i64	dcml	Eb	iii	i	i64		i		64					m	0	1	1, 0, -3		0	1
117	1.0	42	42	0	0	3/4	4	1		1	iio64	dcml	Eb	iii	i	iio64		ii	o	64					o	0	1	-4, 2, -1		2	-4
118	1.0	42	42	1/4	1/4	3/4	4	1		1	iio6	dcml	Eb	iii	i	iio6		ii	o	6					o	0	1	-1, -4, 2		2	-1
119	0.5	42	42	1/2	1/2	3/4	4	1		1	i64	dcml	Eb	iii	i	i64		i		64					m	0	1	1, 0, -3		0	1
239/2	0.5	42	42	5/8	5/8	3/4	4	1		1	#viio2	dcml	Eb	iii	i	#viio2		#vii	o	2					o7	0	1	-4, 5, 2, -1		5	-4
120	3.0	43	43	0	0	3/4	4	1		1	#viio43	dcml	Eb	iii	i	#viio43		#vii	o	43					o7	0	1	-1, -4, 5, 2		5	-1
123	1.0	44	44	0	0	3/4	4	1		1	#viio2	dcml	Eb	iii	i	#viio2		#vii	o	2					o7	0	1	-4, 5, 2, -1		5	-4
124	1.0	44	44	1/4	1/4	3/4	4	1		1	i64]	dcml	Eb	iii	i	i64		i		64					m	0	1	1, 0, -3		0	1
125	1.0	44	44	1/2	1/2	3/4	4	1		1	ii%7	dcml	Eb	iii		ii%7		ii	%	7					%7	0	1	2, -1, -4, 0		2	2
126	3.0	45	45	0	0	3/4	4	1		1	V65/IV	dcml	Eb	iii		V65/IV		V		65		IV			Mm7	0	1	4, 1, -2, 0		0	4
129	1.0	46	46	0	0	3/4	4	1		1	IV(94)	dcml	Eb	iii		IV(94)		IV			94				M	0	1	-1, -2, 0	1	-1	-1
130	1.0	46	46	1/4	1/4	3/4	4	1		1	IV(#2)	dcml	Eb	iii		IV(#2)		IV			#2				M	0	1	-1, 8, 0		-1	-1
131	2.5	46	46	1/2	1/2	3/4	4	1		1	V65/V	dcml	Eb	iii		V65/V		V		65		V			Mm7	0	1	6, 3, 0, 2		2	6
267/2	0.5	47	47	3/8	3/8	3/4	4	1		1	V	dcml	Eb	iii		V		V							M	0	1	1, 5, 2		1	1
134	1.0	47	47	1/2	1/2	3/4	4	1		1	V43/V	dcml	Eb	iii		V43/V		V		43		V			Mm7	0	1	3, 0, 2, 6		2	3
135	1.0	48	48	0	0	3/4	4	1		1	V65	dcml	Eb	iii		V65		V		65					Mm7	0	1	5, 2, -1, 1		1	5
136	1.0	48	48	1/4	1/4	3/4	4	1		1	i64	dcml	Eb	iii		i64		i		64					m	0	1	1, 0, -3		0	1
137	1.0	48	48	1/2	1/2	3/4	4	1		1	V7	dcml	Eb	iii		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
138	3.0	49	49	0	0	3/4	4	1		1	i[i64	dcml	Eb	iii	i	i64		i		64					m	0	1	1, 0, -3		0	1
141	2.0	50	50	0	0	3/4	4	1		1	V2	dcml	Eb	iii	i	V2		V		2					Mm7	0	1	-1, 1, 5, 2		1	-1
143	0.5	50	50	1/2	1/2	3/4	4	1		1	i6	dcml	Eb	iii	i	i6		i		6					m	0	1	-3, 1, 0		0	-3
287/2	0.5	50	50	5/8	5/8	3/4	4	1		1	#viio65	dcml	Eb	iii	i	#viio65		#vii	o	65					o7	0	1	2, -1, -4, 5		5	2
144	2.0	51	51	0	0	3/4	4	1		1	#viio43	dcml	Eb	iii	i	#viio43		#vii	o	43					o7	0	1	-1, -4, 5, 2		5	-1
146	1.0	51	51	1/2	1/2	3/4	4	1		1	i6	dcml	Eb	iii	i	i6		i		6					m	0	1	-3, 1, 0		0	-3
147	1.0	52	52	0	0	3/4	4	1		1	V43	dcml	Eb	iii	i	V43		V		43					Mm7	0	1	2, -1, 1, 5		1	2
148	1.0	52	52	1/4	1/4	3/4	4	1		1	VI6	dcml	Eb	iii	i	VI6		VI		6					M	0	1	0, -3, -4		-4	0
149	0.5	52	52	1/2	1/2	3/4	4	1		1	#vi6	dcml	Eb	iii	i	#vi6		#vi		6					m	0	1	0, 4, 3		3	0
299/2	0.5	52	52	5/8	5/8	3/4	4	1		1	#viio6	dcml	Eb	iii	i	#viio6		#vii	o	6					o	0	1	2, -1, 5		5	2
150	2.0	53	53	0	0	3/4	4	1		1	i6	dcml	Eb	iii	i	i6		i		6					m	0	1	-3, 1, 0		0	-3
152	1.0	53	53	1/2	1/2	3/4	4	1		1	V6/iv	dcml	Eb	iii	i	V6/iv		V		6		iv			M	0	1	4, 1, 0		0	4
153	1.0	54	54	0	0	3/4	4	1		1	IV64(7)	dcml	Eb	iii	i	IV64(7)		IV		64	7				M	0	1	0, -3, 3		-1	0
154	1.0	54	54	1/4	1/4	3/4	4	1		1	IV64(#5)	dcml	Eb	iii	i	IV64(#5)		IV		64	#5				M	0	1	7, -1, 3		-1	7
155	2.0	54	54	1/2	1/2	3/4	4	1		1	V6/V	dcml	Eb	iii	i	V6/V		V		6		V			M	0	1	6, 3, 2		2	6
157	1.0	55	55	1/4	1/4	3/4	4	1		1	V]	dcml	Eb	iii	i	V		V							M	0	1	1, 5, 2		1	1
158	1.0	55	55	1/2	1/2	3/4	4	1		1	V43/V	dcml	Eb	iii		V43/V		V		43		V			Mm7	0	1	3, 0, 2, 6		2	3
159	0.5	56	56	0	0	3/4	4	1		1	V65	dcml	Eb	iii		V65		V		65					Mm7	0	1	5, 2, -1, 1		1	5
319/2	1.0	56	56	1/8	1/8	3/4	4	1		1	i	dcml	Eb	iii		i		i							m	0	1	0, -3, 1		0	0
321/2	0.5	56	56	3/8	3/8	3/4	4	1		1	iv	dcml	Eb	iii		iv		iv							m	0	1	-1, -4, 0		-1	-1
161	0.5	56	56	1/2	1/2	3/4	4	1		1	V(64)	dcml	Eb	iii		V(64)		V			64				M	0	1	1, 0, -3		1	1
323/2	0.5	56	56	5/8	5/8	3/4	4	1		1	V2	dcml	Eb	iii		V2		V		2					Mm7	0	1	-1, 1, 5, 2		1	-1
162	2.0	57	57	0	0	3/4	4	1		1	i6	dcml	Eb	iii		i6		i		6					m	0	1	-3, 1, 0		0	-3
164	1.0	57	57	1/2	1/2	3/4	4	1		1	i64	dcml	Eb	iii		i64		i		64					m	0	1	1, 0, -3		0	1
165	1.0	58	58	0	0	3/4	4	1		1	V43(4)	dcml	Eb	iii		V43(4)		V		43	4				Mm7	0	1	2, -1, 1, 0		1	2
166	1.0	58	58	1/4	1/4	3/4	4	1		1	V	dcml	Eb	iii		V		V							M	0	1	1, 5, 2		1	1
167	1.0	58	58	1/2	1/2	3/4	4	1		1	i6	dcml	Eb	iii		i6		i		6					m	0	1	-3, 1, 0		0	-3
168	3.0	59	59	0	0	3/4	4	1		1	i	dcml	Eb	iii		i		i							m	0	1	0, -3, 1		0	0
171	1.0	60	60	0	0	3/4	4	1		1	V(2)	dcml	Eb	iii		V(2)		V			2				M	0	1	-4, 5, 2		1	-4
172	1.0	60	60	1/4	1/4	3/4	4	1		1	V6	dcml	Eb	iii		V6		V		6					M	0	1	5, 2, 1		1	5
173	1.0	60	60	1/2	1/2	3/4	4	1		1	i	dcml	Eb	iii		i		i							m	0	1	0, -3, 1		0	0
174	2.0	61	61	0	0	3/4	4	1		1	i64	dcml	Eb	iii		i64		i		64					m	0	1	1, 0, -3		0	1
176	1.0	61	61	1/2	1/2	3/4	4	1		1	iv6	dcml	Eb	iii		iv6		iv		6					m	0	1	-4, 0, -1		-1	-4
177	1.0	62	62	0	0	3/4	4	1		1	V(4)	dcml	Eb	iii		V(4)		V			4				M	0	1	1, 0, 2		1	1
178	1.0	62	62	1/4	1/4	3/4	4	1		1	V	dcml	Eb	iii		V		V							M	0	1	1, 5, 2		1	1
179	1.0	62	62	1/2	1/2	3/4	4	1		1	i64	dcml	Eb	iii		i64		i		64					m	0	1	1, 0, -3		0	1
180	0.5	63	63	0	0	3/4	4	1		1	VI	dcml	Eb	iii		VI		VI							M	0	1	-4, 0, -3		-4	-4
361/2	0.5	63	63	1/8	1/8	3/4	4	1		1	V43/iv	dcml	Eb	iii		V43/iv		V		43		iv			Mm7	0	1	1, -2, 0, 4		0	1
181	1.0	63	63	1/4	1/4	3/4	4	1		1	iv	dcml	Eb	iii		iv		iv							m	0	1	-1, -4, 0		-1	-1
182	1.0	63	63	1/2	1/2	3/4	4	1		1	iio	dcml	Eb	iii		iio		ii	o						o	0	1	2, -1, -4		2	2
183	1.0	64	64	0	0	3/4	4	1		1	V7/V	dcml	Eb	iii		V7/V		V		7		V			Mm7	0	1	2, 6, 3, 0		2	2
184	2.0	64	64	1/4	1/4	3/4	4	1		1	V7	dcml	Eb	iii		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
186	3.0	65	65	0	0	3/4	4	1		1	i	dcml	Eb	iii		i		i							m	0	1	0, -3, 1		0	0
189	3.0	66	66	0	0	3/4	4	1		1	i\\	dcml	Eb	iii		i		i						\\	m	0	1	0, -3, 1		0	0
192	3.0	67	67	0	0	3/4	4	1		1	i64	dcml	Eb	iii		i64		i		64					m	0	1	1, 0, -3		0	1
195	1.0	68	68	0	0	3/4	4	1		1	i64	dcml	Eb	iii		i64		i		64					m	0	1	1, 0, -3		0	1
196	2.0	68	68	1/4	1/4	3/4	4	1		1	V7	dcml	Eb	iii		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
198	3.0	69	69	0	0	3/4	4	1		1	i	dcml	Eb	iii		i		i							m	0	1	0, -3, 1		0	0
201	3.0	70	70	0	0	3/4	4	1		1	i\\	dcml	Eb	iii		i		i						\\	m	0	1	0, -3, 1		0	0
204	1.0	71	71	0	0	3/4	4	1		1	i64	dcml	Eb	iii		i64		i		64					m	0	1	1, 0, -3		0	1
205	2.0	71	71	1/4	1/4	3/4	4	1		1	I64	dcml	Eb	iii		I64		I		64					M	0	1	1, 0, 4		0	1
207	1.0	72	72	0	0	3/4	4	1		1	i64	dcml	Eb	iii		i64		i		64					m	0	1	1, 0, -3		0	1
208	6.0	72	72	1/4	1/4	3/4	4	1		1	V7	dcml	Eb	iii		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
214	2.0	74	74	1/4	1/4	3/4	4	1		1	V7	dcml	Eb	iii		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
216	2.5	75	75	0	0	2/4	4	1		1	III.I	dcml	Eb	III		I		I							M	0	0	0, 4, 1		0	0
437/2	1.5	76	76	1/8	1/8	2/4	4	1		1	V43	dcml	Eb	III		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
220	2.5	77	77	0	0	2/4	4	1		1	I	dcml	Eb	III		I		I							M	0	0	0, 4, 1		0	0
445/2	1.5	78	78	1/8	1/8	2/4	4	1		1	V2	dcml	Eb	III		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
224	1.5	79	79	0	0	2/4	4	1		1	I6	dcml	Eb	III		I6		I		6					M	0	0	4, 1, 0		0	4
451/2	0.5	79	79	3/8	3/8	2/4	4	1		1	vi	dcml	Eb	III		vi		vi							m	0	0	3, 0, 4		3	3
226	2.0	80	80	0	0	2/4	4	1		1	IV	dcml	Eb	III		IV		IV							M	0	0	-1, 3, 0		-1	-1
228	1.0	81	81	0	0	3/4	4	1		1	IV64	dcml	Eb	III		IV64		IV		64					M	0	0	0, -1, 3		-1	0
229	2.0	81	81	1/4	1/4	3/4	4	1		1	viio64	dcml	Eb	III		viio64		vii	o	64					o	0	0	-1, 5, 2		5	-1
231	2.0	82	82	0	0	3/4	4	1		1	I6	dcml	Eb	III		I6		I		6					M	0	0	4, 1, 0		0	4
233	1.0	82	82	1/2	1/2	3/4	4	1		1	vi6	dcml	Eb	III		vi6		vi		6					m	0	0	0, 4, 3		3	0
234	1.0	83	83	0	0	3/4	4	1		1	ii2	dcml	Eb	III		ii2		ii		2					mm7	0	0	0, 2, -1, 3		2	0
235	1.0	83	83	1/4	1/4	3/4	4	1		1	ii	dcml	Eb	III		ii		ii							m	0	0	2, -1, 3		2	2
236	1.0	83	83	1/2	1/2	3/4	4	1		1	viio6	dcml	Eb	III		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
237	1.0	84	84	0	0	3/4	4	1		1	I6	dcml	Eb	III		I6		I		6					M	0	0	4, 1, 0		0	4
238	1.0	84	84	1/4	1/4	3/4	4	1		1	I	dcml	Eb	III		I		I							M	0	0	0, 4, 1		0	0
239	1.0	84	84	1/2	1/2	3/4	4	1		1	V7(#5)/IV	dcml	Eb	III		V7(#5)/IV		V		7	#5	IV			Mm7	0	0	0, 4, 8, -2		0	0
240	1.0	85	85	0	0	3/4	4	1		1	IV64	dcml	Eb	III		IV64		IV		64					M	0	0	0, -1, 3		-1	0
241	1.0	85	85	1/4	1/4	3/4	4	1		1	ii6	dcml	Eb	III		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
242	1.0	85	85	1/2	1/2	3/4	4	1		1	V2	dcml	Eb	III		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
243	1.0	86	86	0	0	3/4	4	1		1	V2	dcml	Eb	III		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
244	2.0	86	86	1/4	1/4	3/4	4	1		1	I64	dcml	Eb	III		I64		I		64					M	0	0	1, 0, 4		0	1
246	2.0	87	87	0	0	3/4	4	1		1	IV6	dcml	Eb	III		IV6		IV		6					M	0	0	3, 0, -1		-1	3
248	1.0	87	87	1/2	1/2	3/4	4	1		1	V65	dcml	Eb	III		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
249	1.0	88	88	0	0	3/4	4	1		1	V2	dcml	Eb	III		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
250	1.0	88	88	1/4	1/4	3/4	4	1		1	I6	dcml	Eb	III		I6		I		6					M	0	0	4, 1, 0		0	4
251	0.5	88	88	1/2	1/2	3/4	4	1		1	I	dcml	Eb	III		I		I							M	0	0	0, 4, 1		0	0
503/2	0.5	88	88	5/8	5/8	3/4	4	1		1	V7(#5)/IV	dcml	Eb	III		V7(#5)/IV		V		7	#5	IV			Mm7	0	0	0, 4, 8, -2		0	0
252	1.0	89	89	0	0	3/4	4	1		1	IV	dcml	Eb	III		IV		IV							M	0	0	-1, 3, 0		-1	-1
253	1.0	89	89	1/4	1/4	3/4	4	1		1	ii6	dcml	Eb	III		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
254	1.0	89	89	1/2	1/2	3/4	4	1		1	vii%43	dcml	Eb	III		vii%43		vii	%	43					%7	0	0	-1, 3, 5, 2		5	-1
255	1.0	90	90	0	0	3/4	4	1		1	V2	dcml	Eb	III		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
