quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
370	0.75	126	126	1/4	1/4	3/4	4	1		iio(97)	f	i		iio(97)	ii	o		97				o	1	1	2, -1, -4	-3, 0	2	2
1483/4	0.75	126	126	7/16	7/16	3/4	4	1		iio	f	i		iio	ii	o						o	1	1	2, -1, -4		2	2
743/2	0.5	126	126	5/8	5/8	3/4	4	1		i	f	i		i	i							m	1	1	0, -3, 1		0	0
372	0.75	127	127	0	0	3/4	4	1		i6	f	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
1491/4	0.25	127	127	3/16	3/16	3/4	4	1		#vi%43	f	i		#vi%43	#vi	%	43					%7	1	1	-3, 1, 3, 0		3	-3
373	0.75	127	127	1/4	1/4	3/4	4	1		V43(#9)	f	i		V43(#9)	V		43	#9				Mm7	1	1	2, -1, 1, 5	3	1	2
1495/4	0.75	127	127	7/16	7/16	3/4	4	1		V43	f	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
749/2	0.5	127	127	5/8	5/8	3/4	4	1		i	f	i		i	i							m	1	1	0, -3, 1		0	0
375	3.0	128	128	0	0	3/4	4	1		VI	f	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
378	3.0	129	129	0	0	3/4	4	1		bII	f	i		bII	bII							M	1	1	-5, -1, -4		-5	-5
381	0.75	130	130	0	0	3/4	4	1		#viio	f	i		#viio	#vii	o						o	1	1	5, 2, -1		5	5
1527/4	0.25	130	130	3/16	3/16	3/4	4	1		V7	f	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
382	1.75	130	130	1/4	1/4	3/4	4	1		i	f	i		i	i							m	1	1	0, -3, 1		0	0
1535/4	2.0	130	130	11/16	11/16	3/4	4	1		V	f	i		V	V							M	1	1	1, 5, 2		1	1
1543/4	2.25	131	131	7/16	7/16	3/4	4	1		V[V	f	i	V	V	V							M	1	1	1, 5, 2		1	1
388	1.5	132	132	1/4	1/4	3/4	4	1		#viio6	f	i	V	#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
779/2	1.5	132	132	5/8	5/8	3/4	4	1		i	f	i	V	i	i							m	1	1	0, -3, 1		0	0
391	1.5	133	133	1/4	1/4	3/4	4	1		#viio64	f	i	V	#viio64	#vii	o	64					o	1	1	-1, 5, 2		5	-1
785/2	0.5	133	133	5/8	5/8	3/4	4	1		i6]	f	i	V	i6	i		6					m	1	1	-3, 1, 0		0	-3
393	3.0	134	134	0	0	3/4	4	1		iv	f	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
396	1.0	135	135	0	0	3/4	4	1		#viio65	f	i		#viio65	#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
397	2.0	135	135	1/4	1/4	3/4	4	1		i	f	i		i	i							m	1	1	0, -3, 1		0	0
399	1.0	136	136	0	0	3/4	4	1		i	f	i		i	i							m	1	1	0, -3, 1		0	0
400	1.0	136	136	1/4	1/4	3/4	4	1		VI	f	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
401	3.0	136	136	1/2	1/2	3/4	4	1		V(64)	f	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
404	1.0	137	137	1/2	1/2	3/4	4	1		V7	f	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
405	1.0	138	138	0	0	3/4	4	1		i	f	i		i	i							m	1	1	0, -3, 1		0	0
406	1.0	138	138	1/4	1/4	3/4	4	1		VI(2)	f	i		VI(2)	VI			2				M	1	1	-2, 0, -3		-4	-2
407	1.0	138	138	1/2	1/2	3/4	4	1		VI7	f	i		VI7	VI		7					Mm7	1	1	-4, 0, -3, -6		-4	-4
408	2.0	139	139	0	0	3/4	4	1		V(64)	f	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
410	1.0	139	139	1/2	1/2	3/4	4	1		V7	f	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
411	3.0	140	140	0	0	3/4	4	1		i	f	i		i	i							m	1	1	0, -3, 1		0	0
414	0.75	141	141	0	0	3/4	4	1		i6	f	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
1659/4	6.25	141	141	3/16	3/16	3/4	4	1		i	f	i		i	i							m	1	1	0, -3, 1		0	0
421	2.0	143	143	1/4	1/4	3/4	4	1		viio7/V	f	i		viio7/V	vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
423	3.0	144	144	0	0	3/4	4	1		#viio6	f	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
426	3.0	145	145	0	0	3/4	4	1		#viio43/iv	f	i		#viio43/iv	#vii	o	43		iv			o7	1	1	-2, -5, 4, 1		4	-2
429	6.0	146	146	0	0	3/4	4	1		#VI.I	f	#VI		I	I							M	1	0	0, 4, 1		0	0
435	3.0	148	148	0	0	3/4	4	1		V2/IV	f	#VI		V2/IV	V		2		IV			Mm7	1	0	-2, 0, 4, 1		0	-2
438	3.0	149	149	0	0	3/4	4	1		IV6	f	#VI		IV6	IV		6					M	1	0	3, 0, -1		-1	3
441	3.0	150	150	0	0	3/4	4	1		#viio65/ii	f	#VI		#viio65/ii	#vii	o	65		ii			o7	1	0	4, 1, -2, 7		7	4
444	3.0	151	151	0	0	3/4	4	1		ii6	f	#VI		ii6	ii		6					m	1	0	-1, 3, 2		2	-1
447	3.0	152	152	0	0	3/4	4	1		V(64)	f	#VI		V(64)	V			64				M	1	0	1, 0, 4		1	1
450	3.0	153	153	0	0	3/4	4	1		V7	f	#VI		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
453	2.0	154	154	0	0	3/4	4	1		I\\	f	#VI		I	I						\\	M	1	0	0, 4, 1		0	0
455	1.0	154	154	1/2	1/2	3/4	4	1		IV	f	#VI		IV	IV							M	1	0	-1, 3, 0		-1	-1
456	1.0	155	155	0	0	3/4	4	1		I	f	#VI		I	I							M	1	0	0, 4, 1		0	0
457	2.0	155	155	1/4	1/4	3/4	4	1		ii	f	#VI		ii	ii							m	1	0	2, -1, 3		2	2
459	2.0	156	156	0	0	3/4	4	1		I	f	#VI		I	I							M	1	0	0, 4, 1		0	0
461	2.0	156	156	1/2	1/2	3/4	4	1		ii6	f	#VI		ii6	ii		6					m	1	0	-1, 3, 2		2	-1
463	1.0	157	157	1/4	1/4	3/4	4	1		viio6	f	#VI		viio6	vii	o	6					o	1	0	2, -1, 5		5	2
464	7.0	157	157	1/2	1/2	3/4	4	1		I	f	#VI		I	I							M	1	0	0, 4, 1		0	0
471	3.0	160	160	0	0	3/4	4	1		V2/IV	f	#VI		V2/IV	V		2		IV			Mm7	1	0	-2, 0, 4, 1		0	-2
474	3.0	161	161	0	0	3/4	4	1		IV6	f	#VI		IV6	IV		6					M	1	0	3, 0, -1		-1	3
477	3.0	162	162	0	0	3/4	4	1		viio65/IV	f	#VI		viio65/IV	vii	o	65		IV			o7	1	0	1, -2, -5, 4		4	1
480	3.0	163	163	0	0	3/4	4	1		v.#viio43	f	v		#viio43	#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
483	3.0	164	164	0	0	3/4	4	1		V65	f	v		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
486	5.0	165	165	0	0	3/4	4	1		i	f	v		i	i							m	1	1	0, -3, 1		0	0
491	2.0	166	166	1/2	1/2	3/4	4	1		iio	f	v		iio	ii	o						o	1	1	2, -1, -4		2	2
493	2.0	167	167	1/4	1/4	3/4	4	1		V/IV	f	v		V/IV	V				IV			M	1	1	0, 4, 1		0	0
495	9.0	168	168	0	0	3/4	4	1		V2/IV	f	v		V2/IV	V		2		IV			Mm7	1	1	-2, 0, 4, 1		0	-2
504	3.0	171	171	0	0	3/4	4	1		IV6	f	v		IV6	IV		6					M	1	1	3, 0, -1		-1	3
507	3.0	172	172	0	0	3/4	4	1		#viio65/ii	f	v		#viio65/ii	#vii	o	65		ii			o7	1	1	4, 1, -2, 7		7	4
510	3.0	173	173	0	0	3/4	4	1		ii6	f	v		ii6	ii		6					m	1	1	-1, 3, 2		2	-1
513	3.0	174	174	0	0	3/4	4	1		V(64)	f	v		V(64)	V			64				M	1	1	1, 0, -3		1	1
516	3.0	175	175	0	0	3/4	4	1		V7	f	v		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
519	2.0	176	176	0	0	3/4	4	1		i.V[V	f	i	V	V	V							M	1	1	1, 5, 2		1	1
521	3.0	176	176	1/2	1/2	3/4	4	1		i64	f	i	V	i64	i		64					m	1	1	1, 0, -3		0	1
524	1.0	177	177	1/2	1/2	3/4	4	1		V	f	i	V	V	V							M	1	1	1, 5, 2		1	1
525	1.0	178	178	0	0	3/4	4	1		V]	f	i	V	V	V							M	1	1	1, 5, 2		1	1
526	1.0	178	178	1/4	1/4	3/4	4	1		V7	f	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
527	3.0	178	178	1/2	1/2	3/4	4	1		i64	f	i		i64	i		64					m	1	1	1, 0, -3		0	1
530	1.0	179	179	1/2	1/2	3/4	4	1		V7	f	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
531	1.0	180	180	0	0	3/4	4	1		V(9)	f	i		V(9)	V			9				M	1	1	1, 5, 2	-4	1	1
532	1.0	180	180	1/4	1/4	3/4	4	1		V	f	i		V	V							M	1	1	1, 5, 2		1	1
533	1.0	180	180	1/2	1/2	3/4	4	1		V7	f	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
534	1.0	181	181	0	0	3/4	4	1		ii6	f	i		ii6	ii		6					m	1	1	-1, 3, 2		2	-1
535	1.0	181	181	1/4	1/4	3/4	4	1		iio(2)	f	i		iio(2)	ii	o		2				o	1	1	-3, -1, -4		2	-3
536	1.0	181	181	1/2	1/2	3/4	4	1		iio	f	i		iio	ii	o						o	1	1	2, -1, -4		2	2
537	1.0	182	182	0	0	3/4	4	1		V/V	f	i		V/V	V				V			M	1	1	2, 6, 3		2	2
538	1.0	182	182	1/4	1/4	3/4	4	1		V2/V	f	i		V2/V	V		2		V			Mm7	1	1	0, 2, 6, 3		2	0
539	2.0	182	182	1/2	1/2	3/4	4	1		V6	f	i		V6	V		6					M	1	1	5, 2, 1		1	5
541	1.0	183	183	1/4	1/4	3/4	4	1		V(9)	f	i		V(9)	V			9				M	1	1	1, 5, 2	-4	1	1
542	1.0	183	183	1/2	1/2	3/4	4	1		V	f	i		V	V							M	1	1	1, 5, 2		1	1
543	1.0	184	184	0	0	3/4	4	1		i[i64	f	i	i	i64	i		64					m	1	1	1, 0, -3		0	1
544	1.5	184	184	1/4	1/4	3/4	4	1		V7	f	i	i	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
1091/2	0.5	184	184	5/8	5/8	3/4	4	1		i64	f	i	i	i64	i		64					m	1	1	1, 0, -3		0	1
546	1.0	185	185	0	0	3/4	4	1		#vi%2	f	i	i	#vi%2	#vi	%	2					%7	1	1	1, 3, 0, -3		3	1
547	1.5	185	185	1/4	1/4	3/4	4	1		V7	f	i	i	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
1097/2	0.5	185	185	5/8	5/8	3/4	4	1		i64]	f	i	i	i64	i		64					m	1	1	1, 0, -3		0	1
549	1.0	186	186	0	0	3/4	4	1		#viio43	f	i		#viio43	#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
550	0.75	186	186	1/4	1/4	3/4	4	1		i6(72)	f	i		i6(72)	i		6	72				m	1	1	-3, 1, 2, -2		0	-3
2203/4	0.75	186	186	7/16	7/16	3/4	4	1		i6	f	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
1103/2	1.5	186	186	5/8	5/8	3/4	4	1		iio	f	i		iio	ii	o						o	1	1	2, -1, -4		2	2
553	0.75	187	187	1/4	1/4	3/4	4	1		i(94)	f	i		i(94)	i			94				m	1	1	0, -1, 1	2	0	0
2215/4	0.75	187	187	7/16	7/16	3/4	4	1		i	f	i		i	i							m	1	1	0, -3, 1		0	0
1109/2	1.5	187	187	5/8	5/8	3/4	4	1		#viio7	f	i		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
556	1.0	188	188	1/4	1/4	3/4	4	1		i(#72)	f	i		i(#72)	i			#72				m	1	1	2, -3, 1	5	0	2
557	0.5	188	188	1/2	1/2	3/4	4	1		i	f	i		i	i							m	1	1	0, -3, 1		0	0
1115/2	1.5	188	188	5/8	5/8	3/4	4	1		iio	f	i		iio	ii	o						o	1	1	2, -1, -4		2	2
559	1.0	189	189	1/4	1/4	3/4	4	1		i6(94)	f	i		i6(94)	i		6	94				m	1	1	-1, 1, 0	2	0	-1
560	0.5	189	189	1/2	1/2	3/4	4	1		i6	f	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
1121/2	0.5	189	189	5/8	5/8	3/4	4	1		#viio43	f	i		#viio43	#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
561	1.0	190	190	0	0	3/4	4	1		i6	f	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
562	0.75	190	190	1/4	1/4	3/4	4	1		iio(97)	f	i		iio(97)	ii	o		97				o	1	1	2, -1, -4	-3, 0	2	2
2251/4	0.75	190	190	7/16	7/16	3/4	4	1		iio	f	i		iio	ii	o						o	1	1	2, -1, -4		2	2
1127/2	0.5	190	190	5/8	5/8	3/4	4	1		i	f	i		i	i							m	1	1	0, -3, 1		0	0
564	0.75	191	191	0	0	3/4	4	1		i6	f	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
2259/4	0.25	191	191	3/16	3/16	3/4	4	1		#vi%43	f	i		#vi%43	#vi	%	43					%7	1	1	-3, 1, 3, 0		3	-3
565	0.75	191	191	1/4	1/4	3/4	4	1		V43(#9)	f	i		V43(#9)	V		43	#9				Mm7	1	1	2, -1, 1, 5	3	1	2
2263/4	0.75	191	191	7/16	7/16	3/4	4	1		V43	f	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
1133/2	0.5	191	191	5/8	5/8	3/4	4	1		i	f	i		i	i							m	1	1	0, -3, 1		0	0
567	3.0	192	192	0	0	3/4	4	1		VI	f	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
570	1.0	193	193	0	0	3/4	4	1		bII	f	i		bII	bII							M	1	1	-5, -1, -4		-5	-5
571	1.5	193	193	1/4	1/4	3/4	4	1		bII(64)	f	i		bII(64)	bII			64				M	1	1	-5, 1, -2		-5	-5
1145/2	0.5	193	193	5/8	5/8	3/4	4	1		bII	f	i		bII	bII							M	1	1	-5, -1, -4		-5	-5
573	0.75	194	194	0	0	3/4	4	1		#viio	f	i		#viio	#vii	o						o	1	1	5, 2, -1		5	5
2295/4	0.25	194	194	3/16	3/16	3/4	4	1		V7	f	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
574	1.75	194	194	1/4	1/4	3/4	4	1		i	f	i		i	i							m	1	1	0, -3, 1		0	0
2303/4	4.25	194	194	11/16	11/16	3/4	4	1		V	f	i		V	V							M	1	1	1, 5, 2		1	1
580	1.5	196	196	1/4	1/4	3/4	4	1		V[#viio6	f	i	V	#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
1163/2	1.5	196	196	5/8	5/8	3/4	4	1		i	f	i	V	i	i							m	1	1	0, -3, 1		0	0
583	1.5	197	197	1/4	1/4	3/4	4	1		#viio64	f	i	V	#viio64	#vii	o	64					o	1	1	-1, 5, 2		5	-1
1169/2	0.5	197	197	5/8	5/8	3/4	4	1		i6]	f	i	V	i6	i		6					m	1	1	-3, 1, 0		0	-3
585	3.0	198	198	0	0	3/4	4	1		iv	f	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
588	1.0	199	199	0	0	3/4	4	1		#viio65	f	i		#viio65	#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
589	2.0	199	199	1/4	1/4	3/4	4	1		i	f	i		i	i							m	1	1	0, -3, 1		0	0
591	1.0	200	200	0	0	3/4	4	1		i	f	i		i	i							m	1	1	0, -3, 1		0	0
592	1.0	200	200	1/4	1/4	3/4	4	1		i2	f	i		i2	i		2					mm7	1	1	-2, 0, -3, 1		0	-2
593	1.0	200	200	1/2	1/2	3/4	4	1		V(964)	f	i		V(964)	V			964				M	1	1	1, 0, -3	-4	1	1
594	2.0	201	201	0	0	3/4	4	1		V(64)	f	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
596	1.0	201	201	1/2	1/2	3/4	4	1		V7	f	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
597	1.0	202	202	0	0	3/4	4	1		i	f	i		i	i							m	1	1	0, -3, 1		0	0
598	1.0	202	202	1/4	1/4	3/4	4	1		i2	f	i		i2	i		2					mm7	1	1	-2, 0, -3, 1		0	-2
599	1.0	202	202	1/2	1/2	3/4	4	1		VI7	f	i		VI7	VI		7					Mm7	1	1	-4, 0, -3, -6		-4	-4
600	2.0	203	203	0	0	3/4	4	1		V(64)	f	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
602	1.0	203	203	1/2	1/2	3/4	4	1		V7	f	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
603	8.0	204	204	0	0	3/4	4	1		i	f	i		i	i							m	1	1	0, -3, 1		0	0
611	1.0	206	206	1/2	1/2	3/4	4	1		V	f	i		V	V							M	1	1	1, 5, 2		1	1
612	3.0	207	207	0	0	3/4	4	1		i\\	f	i		i	i						\\	m	1	1	0, -3, 1		0	0
