quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
257	0.5	172	172	1/8	1/8	3/8	4	1		V(64)	Bb	#I		V(64)	V			64				M	0	0	1, 0, 4		1	1
515/2	0.5	172	172	1/4	1/4	3/8	4	1		V2	Bb	#I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
258	0.5	173	173	0	0	3/8	4	1		I6(9)	Bb	#I		I6(9)	I		6	9				M	0	0	4, 1, 0	2	0	4
517/2	0.5	173	173	1/8	1/8	3/8	4	1		V7	Bb	#I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
259	0.5	173	173	1/4	1/4	3/8	4	1		vi	Bb	#I		vi	vi							m	0	0	3, 0, 4		3	3
519/2	0.5	174	174	0	0	3/8	4	1		IV	Bb	#I		IV	IV							M	0	0	-1, 3, 0		-1	-1
260	0.5	174	174	1/8	1/8	3/8	4	1		V(64)	Bb	#I		V(64)	V			64				M	0	0	1, 0, 4		1	1
521/2	0.5	174	174	1/4	1/4	3/8	4	1		V2	Bb	#I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
261	0.5	175	175	0	0	3/8	4	1		I6	Bb	#I		I6	I		6					M	0	0	4, 1, 0		0	4
523/2	1.5	175	175	1/8	1/8	3/8	4	1		ii6	Bb	#I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
263	1.0	176	176	1/8	1/8	3/8	4	1		V7	Bb	#I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
264	1.5	177	177	0	0	3/8	4	1		I\\	Bb	#I		I	I						\\	M	0	0	0, 4, 1		0	0
531/2	1.5	178	178	0	0	3/8	4	1		V65	Bb	#I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
267	1.5	179	179	0	0	3/8	4	1		I	Bb	#I		I	I							M	0	0	0, 4, 1		0	0
537/2	1.5	180	180	0	0	3/8	4	1		V	Bb	#I		V	V							M	0	0	1, 5, 2		1	1
270	1.5	181	181	0	0	3/8	4	1		vi	Bb	#I		vi	vi							m	0	0	3, 0, 4		3	3
543/2	1.5	182	182	0	0	3/8	4	1		iii	Bb	#I		iii	iii							m	0	0	4, 1, 5		4	4
273	1.5	183	183	0	0	3/8	4	1		V/iii	Bb	#I		V/iii	V				iii			M	0	0	5, 9, 6		5	5
549/2	1.5	184	184	0	0	3/8	4	1		bVI.iii	Bb	bVI		iii	iii							m	0	0	4, 1, 5		4	4
276	1.5	185	185	0	0	3/8	4	1		I	Bb	bVI		I	I							M	0	0	0, 4, 1		0	0
555/2	1.5	186	186	0	0	3/8	4	1		V65	Bb	bVI		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
279	0.5	187	187	0	0	3/8	4	1		I	Bb	bVI		I	I							M	0	0	0, 4, 1		0	0
559/2	1.0	187	187	1/8	1/8	3/8	4	1		vi	Bb	bVI		vi	vi							m	0	0	3, 0, 4		3	3
561/2	1.5	188	188	0	0	3/8	4	1		V65/vi	Bb	bVI		V65/vi	V		65		vi			Mm7	0	0	8, 5, 2, 4		4	8
282	1.5	189	189	0	0	3/8	4	1		vi	Bb	bVI		vi	vi							m	0	0	3, 0, 4		3	3
567/2	1.5	190	190	0	0	3/8	4	1		v.iv	Bb	v		iv	iv							m	0	1	-1, -4, 0		-1	-1
285	6.0	191	191	0	0	3/8	4	1		V	Bb	v		V	V							M	0	1	1, 5, 2		1	1
291	1.0	195	195	0	0	3/8	4	1		V	Bb	v		V	V							M	0	1	1, 5, 2		1	1
292	1.5	195	195	1/4	1/4	3/8	4	1		v	Bb	v		v	v							m	0	1	1, -2, 2		1	1
587/2	0.5	196	196	1/4	1/4	3/8	4	1		#io43	Bb	v		#io43	#i	o	43					o7	0	1	1, -2, 7, 4		7	1
294	1.5	197	197	0	0	3/8	4	1		V/V	Bb	v		V/V	V				V			M	0	1	2, 6, 3		2	2
591/2	2.5	198	198	0	0	3/8	4	1		V/V	Bb	v		V/V	V				V			M	0	1	2, 6, 3		2	2
298	0.5	199	199	1/4	1/4	3/8	4	1		iii.iv	Bb	iii		iv	iv							m	0	1	-1, -4, 0		-1	-1
597/2	1.0	200	200	0	0	3/8	4	1		iv	Bb	iii		iv	iv							m	0	1	-1, -4, 0		-1	-1
599/2	0.5	200	200	1/4	1/4	3/8	4	1		V43	Bb	iii		V43	V		43					Mm7	0	1	2, -1, 1, 5		1	2
300	3.0	201	201	0	0	3/8	4	1		i	Bb	iii		i	i							m	0	1	0, -3, 1		0	0
303	3.0	203	203	0	0	3/8	4	1		viio43/V	Bb	iii		viio43/V	vii	o	43		V			o7	0	1	0, -3, 6, 3		6	0
306	3.0	205	205	0	0	3/8	4	1		#viio2/iv	Bb	iii		#viio2/iv	#vii	o	2		iv			o7	0	1	-5, 4, 1, -2		4	-5
309	1.5	207	207	0	0	3/8	4	1		#viio43/iv	Bb	iii		#viio43/iv	#vii	o	43		iv			o7	0	1	-2, -5, 4, 1		4	-2
621/2	1.5	208	208	0	0	3/8	4	1		#viio7/iv	Bb	iii		#viio7/iv	#vii	o	7		iv			o7	0	1	4, 1, -2, -5		4	4
312	1.5	209	209	0	0	3/8	4	1		#viio2/iv	Bb	iii		#viio2/iv	#vii	o	2		iv			o7	0	1	-5, 4, 1, -2		4	-5
627/2	1.5	210	210	0	0	3/8	4	1		vii.viio7/V	Bb	vii		viio7/V	vii	o	7		V			o7	0	1	6, 3, 0, -3		6	6
315	1.5	211	211	0	0	3/8	4	1		i64	Bb	vii		i64	i		64					m	0	1	1, 0, -3		0	1
633/2	1.5	212	212	0	0	3/8	4	1		i64	Bb	vii		i64	i		64					m	0	1	1, 0, -3		0	1
318	1.0	213	213	0	0	3/8	4	1		i6	Bb	vii		i6	i		6					m	0	1	-3, 1, 0		0	-3
319	2.0	213	213	1/4	1/4	3/8	4	1		iv	Bb	vii		iv	iv							m	0	1	-1, -4, 0		-1	-1
321	1.5	215	215	0	0	3/8	4	1		iv	Bb	vii		iv	iv							m	0	1	-1, -4, 0		-1	-1
645/2	1.5	216	216	0	0	3/8	4	1		i6	Bb	vii		i6	i		6					m	0	1	-3, 1, 0		0	-3
324	1.0	217	217	0	0	3/8	4	1		iv	Bb	vii		iv	iv							m	0	1	-1, -4, 0		-1	-1
325	0.5	217	217	1/4	1/4	3/8	4	1		V65	Bb	vii		V65	V		65					Mm7	0	1	5, 2, -1, 1		1	5
651/2	3.0	218	218	0	0	3/8	4	1		#viio7/iv	Bb	vii		#viio7/iv	#vii	o	7		iv			o7	0	1	4, 1, -2, -5		4	4
657/2	1.0	220	220	0	0	3/8	4	1		vi.#viio7	Bb	vi		#viio7	#vii	o	7					o7	0	1	5, 2, -1, -4		5	5
659/2	2.0	220	220	1/4	1/4	3/8	4	1		#viio7/iv	Bb	vi		#viio7/iv	#vii	o	7		iv			o7	0	1	4, 1, -2, -5		4	4
663/2	1.5	222	222	0	0	3/8	4	1		iv	Bb	vi		iv	iv							m	0	1	-1, -4, 0		-1	-1
333	1.0	223	223	0	0	3/8	4	1		iv	Bb	vi		iv	iv							m	0	1	-1, -4, 0		-1	-1
334	1.0	223	223	1/4	1/4	3/8	4	1		iio6	Bb	vi		iio6	ii	o	6					o	0	1	-1, -4, 2		2	-1
335	1.0	224	224	1/8	1/8	3/8	4	1		V7	Bb	vi		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
336	0.5	225	225	0	0	3/8	4	1		V43	Bb	vi		V43	V		43					Mm7	0	1	2, -1, 1, 5		1	2
673/2	0.5	225	225	1/8	1/8	3/8	4	1		i	Bb	vi		i	i							m	0	1	0, -3, 1		0	0
337	0.25	225	225	1/4	1/4	3/8	4	1		iv6	Bb	vi		iv6	iv		6					m	0	1	-4, 0, -1		-1	-4
1349/4	0.25	225	225	5/16	5/16	3/8	4	1		i	Bb	vi		i	i							m	0	1	0, -3, 1		0	0
675/2	1.0	226	226	0	0	3/8	4	1		I.viio6	Bb	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
677/2	0.5	226	226	1/4	1/4	3/8	4	1		V7	Bb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
339	0.25	227	227	0	0	3/8	4	1		I	Bb	I		I	I							M	0	0	0, 4, 1		0	0
1357/4	0.25	227	227	1/16	1/16	3/8	4	1		ii64	Bb	I		ii64	ii		64					m	0	0	3, 2, -1		2	3
679/2	0.25	227	227	1/8	1/8	3/8	4	1		IV6	Bb	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
1359/4	0.25	227	227	3/16	3/16	3/8	4	1		I	Bb	I		I	I							M	0	0	0, 4, 1		0	0
340	0.25	227	227	1/4	1/4	3/8	4	1		ii	Bb	I		ii	ii							m	0	0	2, -1, 3		2	2
1361/4	0.25	227	227	5/16	5/16	3/8	4	1		IV64	Bb	I		IV64	IV		64					M	0	0	0, -1, 3		-1	0
681/2	1.5	228	228	0	0	3/8	4	1		V2/IV	Bb	I		V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
342	1.5	229	229	0	0	3/8	4	1		IV	Bb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
687/2	1.5	230	230	0	0	3/8	4	1		V7/IV	Bb	I		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
345	0.75	231	231	0	0	3/8	4	1		V7/ii	Bb	I		V7/ii	V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
1383/4	0.25	231	231	3/16	3/16	3/8	4	1		V2/ii	Bb	I		V2/ii	V		2		ii			Mm7	0	0	1, 3, 7, 4		3	1
346	0.25	231	231	1/4	1/4	3/8	4	1		ii6	Bb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
1385/4	0.25	231	231	5/16	5/16	3/8	4	1		#viio6/ii	Bb	I		#viio6/ii	#vii	o	6		ii			o	0	0	4, 1, 7		7	4
693/2	0.25	232	232	0	0	3/8	4	1		ii	Bb	I		ii	ii							m	0	0	2, -1, 3		2	2
1387/4	0.25	232	232	1/16	1/16	3/8	4	1		I	Bb	I		I	I							M	0	0	0, 4, 1		0	0
347	0.25	232	232	1/8	1/8	3/8	4	1		vii%7	Bb	I		vii%7	vii	%	7					%7	0	0	5, 2, -1, 3		5	5
1389/4	0.25	232	232	3/16	3/16	3/8	4	1		vii%7/V	Bb	I		vii%7/V	vii	%	7		V			%7	0	0	6, 3, 0, 4		6	6
695/2	0.25	232	232	1/4	1/4	3/8	4	1		V6	Bb	I		V6	V		6					M	0	0	5, 2, 1		1	5
1391/4	0.25	232	232	5/16	5/16	3/8	4	1		vio	Bb	I		vio	vi	o						o	0	0	3, 0, -3		3	3
348	0.25	233	233	0	0	3/8	4	1		V	Bb	I		V	V							M	0	0	1, 5, 2		1	1
1393/4	0.25	233	233	1/16	1/16	3/8	4	1		V2	Bb	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
697/2	0.25	233	233	1/8	1/8	3/8	4	1		I6	Bb	I		I6	I		6					M	0	0	4, 1, 0		0	4
1395/4	0.25	233	233	3/16	3/16	3/8	4	1		ii	Bb	I		ii	ii							m	0	0	2, -1, 3		2	2
349	0.25	233	233	1/4	1/4	3/8	4	1		V6	Bb	I		V6	V		6					M	0	0	5, 2, 1		1	5
1397/4	0.25	233	233	5/16	5/16	3/8	4	1		vi	Bb	I		vi	vi							m	0	0	3, 0, 4		3	3
699/2	0.25	234	234	0	0	3/8	4	1		V	Bb	I		V	V							M	0	0	1, 5, 2		1	1
1399/4	0.25	234	234	1/16	1/16	3/8	4	1		vii%7/V	Bb	I		vii%7/V	vii	%	7		V			%7	0	0	6, 3, 0, 4		6	6
350	0.25	234	234	1/8	1/8	3/8	4	1		viio43/V	Bb	I		viio43/V	vii	o	43		V			o7	0	0	0, -3, 6, 3		6	0
1401/4	0.25	234	234	3/16	3/16	3/8	4	1		V6	Bb	I		V6	V		6					M	0	0	5, 2, 1		1	5
701/2	0.25	234	234	1/4	1/4	3/8	4	1		vi	Bb	I		vi	vi							m	0	0	3, 0, 4		3	3
1403/4	0.5	234	234	5/16	5/16	3/8	4	1		V	Bb	I		V	V							M	0	0	1, 5, 2		1	1
1405/4	0.5	235	235	1/16	1/16	3/8	4	1		I6	Bb	I		I6	I		6					M	0	0	4, 1, 0		0	4
1407/4	0.25	235	235	3/16	3/16	3/8	4	1		I	Bb	I		I	I							M	0	0	0, 4, 1		0	0
352	0.5	235	235	1/4	1/4	3/8	4	1		vii%7/I	Bb	I		vii%7/I	vii	%	7		I			%7	0	0	5, 2, -1, 3		5	5
705/2	0.25	236	236	0	0	3/8	4	1		ii	Bb	I		ii	ii							m	0	0	2, -1, 3		2	2
1411/4	0.25	236	236	1/16	1/16	3/8	4	1		I6	Bb	I		I6	I		6					M	0	0	4, 1, 0		0	4
353	0.25	236	236	1/8	1/8	3/8	4	1		ii6	Bb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
1413/4	0.25	236	236	3/16	3/16	3/8	4	1		V65/V	Bb	I		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
707/2	0.5	236	236	1/4	1/4	3/8	4	1		V7	Bb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
354	3.0	237	237	0	0	3/8	4	1		#viio7/vi	Bb	I		#viio7/vi	#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
357	1.5	239	239	0	0	3/8	4	1		bVI.I[I6	Bb	bVI	I	I6	I		6					M	0	0	4, 1, 0		0	4
717/2	1.5	240	240	0	0	3/8	4	1		I64	Bb	bVI	I	I64	I		64					M	0	0	1, 0, 4		0	1
360	1.0	241	241	0	0	3/8	4	1		ii	Bb	bVI	I	ii	ii							m	0	0	2, -1, 3		2	2
361	0.5	241	241	1/4	1/4	3/8	4	1		V64	Bb	bVI	I	V64	V		64					M	0	0	2, 1, 5		1	2
723/2	1.5	242	242	0	0	3/8	4	1		I]	Bb	bVI	I	I	I							M	0	0	0, 4, 1		0	0
363	0.5	243	243	0	0	3/8	4	1		V6	Bb	bVI		V6	V		6					M	0	0	5, 2, 1		1	5
727/2	1.0	243	243	1/8	1/8	3/8	4	1		V2	Bb	bVI		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
729/2	1.5	244	244	0	0	3/8	4	1		I6	Bb	bVI		I6	I		6					M	0	0	4, 1, 0		0	4
366	0.5	245	245	0	0	3/8	4	1		bIII.iii	Bb	bIII		iii	iii							m	0	0	4, 1, 5		4	4
733/2	0.5	245	245	1/8	1/8	3/8	4	1		ii	Bb	bIII		ii	ii							m	0	0	2, -1, 3		2	2
367	0.5	245	245	1/4	1/4	3/8	4	1		V	Bb	bIII		V	V							M	0	0	1, 5, 2		1	1
735/2	1.5	246	246	0	0	3/8	4	1		I[I6	Bb	bIII	I	I6	I		6					M	0	0	4, 1, 0		0	4
369	1.5	247	247	0	0	3/8	4	1		I64	Bb	bIII	I	I64	I		64					M	0	0	1, 0, 4		0	1
741/2	1.0	248	248	0	0	3/8	4	1		ii	Bb	bIII	I	ii	ii							m	0	0	2, -1, 3		2	2
743/2	0.5	248	248	1/4	1/4	3/8	4	1		V64]	Bb	bIII	I	V64	V		64					M	0	0	2, 1, 5		1	2
372	1.5	249	249	0	0	3/8	4	1		I6	Bb	bIII		I6	I		6					M	0	0	4, 1, 0		0	4
747/2	1.5	250	250	0	0	3/8	4	1		V7	Bb	bIII		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
375	1.5	251	251	0	0	3/8	4	1		I	Bb	bIII		I	I							M	0	0	0, 4, 1		0	0
753/2	0.5	252	252	0	0	3/8	4	1		bVII.I6	Bb	bVII		I6	I		6					M	0	0	4, 1, 0		0	4
377	0.5	252	252	1/8	1/8	3/8	4	1		ii	Bb	bVII		ii	ii							m	0	0	2, -1, 3		2	2
755/2	0.5	252	252	1/4	1/4	3/8	4	1		V7	Bb	bVII		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
378	3.0	253	253	0	0	3/8	4	1		I[I	Bb	bVII	I	I	I							M	0	0	0, 4, 1		0	0
381	1.0	255	255	0	0	3/8	4	1		ii	Bb	bVII	I	ii	ii							m	0	0	2, -1, 3		2	2
382	0.5	255	255	1/4	1/4	3/8	4	1		V	Bb	bVII	I	V	V							M	0	0	1, 5, 2		1	1
765/2	1.0	256	256	0	0	3/8	4	1		I]	Bb	bVII	I	I	I							M	0	0	0, 4, 1		0	0
767/2	0.5	256	256	1/4	1/4	3/8	4	1		V7/IV	Bb	bVII		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
384	3.0	257	257	0	0	3/8	4	1		V65/ii	Bb	bVII		V65/ii	V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
387	0.5	259	259	0	0	3/8	4	1		I.I	Bb	I		I	I							M	0	0	0, 4, 1		0	0
775/2	0.5	259	259	1/8	1/8	3/8	4	1		V7	Bb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
388	0.5	259	259	1/4	1/4	3/8	4	1		vi	Bb	I		vi	vi							m	0	0	3, 0, 4		3	3
777/2	0.5	260	260	0	0	3/8	4	1		IV	Bb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
389	0.5	260	260	1/8	1/8	3/8	4	1		V(64)	Bb	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
779/2	0.5	260	260	1/4	1/4	3/8	4	1		V2	Bb	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
390	0.5	261	261	0	0	3/8	4	1		I6	Bb	I		I6	I		6					M	0	0	4, 1, 0		0	4
781/2	0.5	261	261	1/8	1/8	3/8	4	1		V43	Bb	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
391	0.5	261	261	1/4	1/4	3/8	4	1		I	Bb	I		I	I							M	0	0	0, 4, 1		0	0
783/2	0.5	262	262	0	0	3/8	4	1		IV(2)	Bb	I		IV(2)	IV			2				M	0	0	1, 3, 0		-1	1
392	0.5	262	262	1/8	1/8	3/8	4	1		I64	Bb	I		I64	I		64					M	0	0	1, 0, 4		0	1
785/2	0.5	262	262	1/4	1/4	3/8	4	1		V2	Bb	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
393	0.5	263	263	0	0	3/8	4	1		I6	Bb	I		I6	I		6					M	0	0	4, 1, 0		0	4
787/2	1.5	263	263	1/8	1/8	3/8	4	1		viio64	Bb	I		viio64	vii	o	64					o	0	0	-1, 5, 2		5	-1
395	1.0	264	264	1/8	1/8	3/8	4	1		V7	Bb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
396	6.0	265	265	0	0	3/8	4	1		I	Bb	I		I	I							M	0	0	0, 4, 1		0	0
402	1.5	269	269	0	0	3/8	4	1		V43/vi	Bb	I		V43/vi	V		43		vi			Mm7	0	0	5, 2, 4, 8		4	5
807/2	1.5	270	270	0	0	3/8	4	1		V43/vi	Bb	I		V43/vi	V		43		vi			Mm7	0	0	5, 2, 4, 8		4	5
405	1.5	271	271	0	0	3/8	4	1		vi	Bb	I		vi	vi							m	0	0	3, 0, 4		3	3
813/2	1.5	272	272	0	0	3/8	4	1		ii	Bb	I		ii	ii							m	0	0	2, -1, 3		2	2
408	3.0	273	273	0	0	3/8	4	1		V/vi	Bb	I		V/vi	V				vi			M	0	0	4, 8, 5		4	4
411	1.5	275	275	0	0	3/8	4	1		vi	Bb	I		vi	vi							m	0	0	3, 0, 4		3	3
825/2	1.5	276	276	0	0	3/8	4	1		V43/vi	Bb	I		V43/vi	V		43		vi			Mm7	0	0	5, 2, 4, 8		4	5
414	1.5	277	277	0	0	3/8	4	1		vi	Bb	I		vi	vi							m	0	0	3, 0, 4		3	3
831/2	1.0	278	278	0	0	3/8	4	1		ii6	Bb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
833/2	0.375	278	278	1/4	1/4	3/8	4	1		IV7(4)	Bb	I		IV7(4)	IV		7	4				Mm7	0	0	-1, 5, 0, -3		-1	-1
3335/8	0.125	278	278	11/32	11/32	3/8	4	1		IV7	Bb	I		IV7	IV		7					Mm7	0	0	-1, 3, 0, -3		-1	-1
417	1.25	279	279	0	0	3/8	4	1		V/vi	Bb	I		V/vi	V				vi			M	0	0	4, 8, 5		4	4
1673/4	0.25	279	279	5/16	5/16	3/8	4	1		IV6	Bb	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
837/2	1.25	280	280	0	0	3/8	4	1		V6/vi	Bb	I		V6/vi	V		6		vi			M	0	0	8, 5, 4		4	8
1679/4	0.25	280	280	5/16	5/16	3/8	4	1		IV7	Bb	I		IV7	IV		7					Mm7	0	0	-1, 3, 0, -3		-1	-1
420	1.5	281	281	0	0	3/8	4	1		V/vi	Bb	I		V/vi	V				vi			M	0	0	4, 8, 5		4	4
843/2	1.0	282	282	0	0	3/8	4	1		vi	Bb	I		vi	vi							m	0	0	3, 0, 4		3	3
845/2	0.5	282	282	1/4	1/4	3/8	4	1		viio6/V	Bb	I		viio6/V	vii	o	6		V			o	0	0	3, 0, 6		6	3
423	1.5	283	283	0	0	3/8	4	1		V7	Bb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
849/2	1.0	284	284	0	0	3/8	4	1		I	Bb	I		I	I							M	0	0	0, 4, 1		0	0
851/2	0.25	284	284	1/4	1/4	3/8	4	1		vi6	Bb	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
1703/4	0.25	284	284	5/16	5/16	3/8	4	1		ii	Bb	I		ii	ii							m	0	0	2, -1, 3		2	2
426	1.5	285	285	0	0	3/8	4	1		V/vi	Bb	I		V/vi	V				vi			M	0	0	4, 8, 5		4	4
855/2	1.0	286	286	0	0	3/8	4	1		vi	Bb	I		vi	vi							m	0	0	3, 0, 4		3	3
857/2	0.5	286	286	1/4	1/4	3/8	4	1		viio6/V	Bb	I		viio6/V	vii	o	6		V			o	0	0	3, 0, 6		6	3
429	1.5	287	287	0	0	3/8	4	1		V7	Bb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
861/2	1.0	288	288	0	0	3/8	4	1		I	Bb	I		I	I							M	0	0	0, 4, 1		0	0
863/2	0.25	288	288	1/4	1/4	3/8	4	1		vi6	Bb	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
1727/4	0.25	288	288	5/16	5/16	3/8	4	1		ii	Bb	I		ii	ii							m	0	0	2, -1, 3		2	2
432	1.5	289	289	0	0	3/8	4	1		V7/vi	Bb	I		V7/vi	V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
867/2	1.5	290	290	0	0	3/8	4	1		vi.i	Bb	vi		i	i							m	0	1	0, -3, 1		0	0
435	0.5	291	291	0	0	3/8	4	1		i	Bb	vi		i	i							m	0	1	0, -3, 1		0	0
871/2	0.25	291	291	1/8	1/8	3/8	4	1		V	Bb	vi		V	V							M	0	1	1, 5, 2		1	1
1743/4	0.25	291	291	3/16	3/16	3/8	4	1		i	Bb	vi		i	i							m	0	1	0, -3, 1		0	0
436	1.0	291	291	1/4	1/4	3/8	4	1		V	Bb	vi		V	V							M	0	1	1, 5, 2		1	1
437	0.25	292	292	1/8	1/8	3/8	4	1		i	Bb	vi		i	i							m	0	1	0, -3, 1		0	0
1749/4	0.25	292	292	3/16	3/16	3/8	4	1		V	Bb	vi		V	V							M	0	1	1, 5, 2		1	1
875/2	1.0	292	292	1/4	1/4	3/8	4	1		i	Bb	vi		i	i							m	0	1	0, -3, 1		0	0
877/2	0.25	293	293	1/8	1/8	3/8	4	1		V	Bb	vi		V	V							M	0	1	1, 5, 2		1	1
1755/4	0.25	293	293	3/16	3/16	3/8	4	1		i	Bb	vi		i	i							m	0	1	0, -3, 1		0	0
439	0.5	293	293	1/4	1/4	3/8	4	1		V	Bb	vi		V	V							M	0	1	1, 5, 2		1	1
879/2	0.5	294	294	0	0	3/8	4	1		i	Bb	vi		i	i							m	0	1	0, -3, 1		0	0
440	1.5	294	294	1/8	1/8	3/8	4	1		bII	Bb	vi		bII	bII							M	0	1	-5, -1, -4		-5	-5
883/2	0.5	295	295	1/8	1/8	3/8	4	1		V7	Bb	vi		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
442	0.875	295	295	1/4	1/4	3/8	4	1		i	Bb	vi		i	i							m	0	1	0, -3, 1		0	0
3543/8	1.625	296	296	3/32	3/32	3/8	4	1		bII	Bb	vi		bII	bII							M	0	1	-5, -1, -4		-5	-5
889/2	0.5	297	297	1/8	1/8	3/8	4	1		V7	Bb	vi		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
445	5.0	297	297	1/4	1/4	3/8	4	1		i	Bb	vi		i	i							m	0	1	0, -3, 1		0	0
450	4.0	301	301	0	0	3/8	4	1		@none	Bb	vi		@none	@none							m	0	1				
454	0.5	303	303	1/4	1/4	3/8	4	1		V.I	Bb	V		I	I							M	0	0	0, 4, 1		0	0
909/2	1.5	304	304	0	0	3/8	4	1		I[I	Bb	V	I	I	I							M	0	0	0, 4, 1		0	0
456	1.5	305	305	0	0	3/8	4	1		IV	Bb	V	I	IV	IV							M	0	0	-1, 3, 0		-1	-1
915/2	1.5	306	306	0	0	3/8	4	1		V	Bb	V	I	V	V							M	0	0	1, 5, 2		1	1
459	1.0	307	307	0	0	3/8	4	1		I	Bb	V	I	I	I							M	0	0	0, 4, 1		0	0
460	0.5	307	307	1/4	1/4	3/8	4	1		V7	Bb	V	I	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
921/2	1.0	308	308	0	0	3/8	4	1		I]	Bb	V	I	I	I							M	0	0	0, 4, 1		0	0
923/2	0.5	308	308	1/4	1/4	3/8	4	1		V	Bb	V		V	V							M	0	0	1, 5, 2		1	1
462	1.0	309	309	0	0	3/8	4	1		I	Bb	V		I	I							M	0	0	0, 4, 1		0	0
463	1.5	309	309	1/4	1/4	3/8	4	1		IV	Bb	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
929/2	0.5	310	310	1/4	1/4	3/8	4	1		V	Bb	V		V	V							M	0	0	1, 5, 2		1	1
465	2.5	311	311	0	0	3/8	4	1		I	Bb	V		I	I							M	0	0	0, 4, 1		0	0
935/2	0.5	312	312	1/4	1/4	3/8	4	1		V	Bb	V		V	V							M	0	0	1, 5, 2		1	1
468	1.5	313	313	0	0	3/8	4	1		I	Bb	V		I	I							M	0	0	0, 4, 1		0	0
939/2	1.5	314	314	0	0	3/8	4	1		vii.iv7	Bb	vii		iv7	iv		7					mm7	0	1	-1, -4, 0, -3		-1	-1
471	1.5	315	315	0	0	3/8	4	1		V	Bb	vii		V	V							M	0	1	1, 5, 2		1	1
945/2	1.5	316	316	0	0	3/8	4	1		III	Bb	vii		III	III							M	0	1	-3, 1, -2		-3	-3
474	3.0	317	317	0	0	3/8	4	1		V43	Bb	vii		V43	V		43					Mm7	0	1	2, -1, 1, 5		1	2
477	1.5	319	319	0	0	3/8	4	1		#IV.I	Bb	#IV		I	I							M	0	0	0, 4, 1		0	0
957/2	1.5	320	320	0	0	3/8	4	1		I	Bb	#IV		I	I							M	0	0	0, 4, 1		0	0
480	1.0	321	321	0	0	3/8	4	1		IV	Bb	#IV		IV	IV							M	0	0	-1, 3, 0		-1	-1
481	0.5	321	321	1/4	1/4	3/8	4	1		V	Bb	#IV		V	V							M	0	0	1, 5, 2		1	1
963/2	1.5	322	322	0	0	3/8	4	1		I	Bb	#IV		I	I							M	0	0	0, 4, 1		0	0
483	3.0	323	323	0	0	3/8	4	1		V7	Bb	#IV		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
