quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	harmony_layer	label	regex_match	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
434	1.0	109	108	1/2	1/2	4/4	4	1		1	i6	dcml	f	vi		i6	i		6					m	1	1	-3, 1, 0		0	-3
435	1.0	109	108	3/4	3/4	4/4	4	1		1	V43	dcml	f	vi		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
436	2.0	110	109	0	0	4/4	4	1		1	i	dcml	f	vi		i	i							m	1	1	0, -3, 1		0	0
438	1.0	110	109	1/2	1/2	4/4	4	1		1	V(6)	dcml	f	vi		V(6)	V			6				M	1	1	1, 5, -3		1	1
439	1.0	110	109	3/4	3/4	4/4	4	1		1	V7	dcml	f	vi		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
440	1.0	111	110	0	0	4/4	4	1		1	VI(64+2)	dcml	f	vi		VI(64+2)	VI			64+2				M	1	1	-4, 2, -1	-2	-4	-4
441	1.0	111	110	1/4	1/4	4/4	4	1		1	VI	dcml	f	vi		VI	VI							M	1	1	-4, 0, -3		-4	-4
442	1.0	111	110	1/2	1/2	4/4	4	1		1	iio6	dcml	f	vi		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
443	1.0	111	110	3/4	3/4	4/4	4	1		1	iv7(+2)	dcml	f	vi		iv7(+2)	iv		7	+2				mm7	1	1	-1, -4, 0, -3	1	-1	-1
444	1.0	112	111	0	0	4/4	4	1		1	VI(64+#2)	dcml	f	vi		VI(64+#2)	VI			64+#2				M	1	1	-4, 2, -1	5	-4	-4
445	1.0	112	111	1/4	1/4	4/4	4	1		1	VI	dcml	f	vi		VI	VI							M	1	1	-4, 0, -3		-4	-4
446	1.0	112	111	1/2	1/2	4/4	4	1		1	iio6	dcml	f	vi		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
447	1.0	112	111	3/4	3/4	4/4	4	1		1	iv7	dcml	f	vi		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
448	1.0	113	112	0	0	4/4	4	1		1	V7(+b2)	dcml	f	vi		V7(+b2)	V		7	+b2				Mm7	1	1	1, 5, 2, -1	-11	1	1
449	1.0	113	112	1/4	1/4	4/4	4	1		1	V(64)	dcml	f	vi		V(64)	V			64				M	1	1	1, 0, -3		1	1
450	2.0	113	112	1/2	1/2	4/4	4	1		1	V7	dcml	f	vi		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
452	2.0	114	113	0	0	4/4	4	1		1	I\\	dcml	f	vi		I	I						\\	M	1	1	0, 4, 1		0	0
454	2.0	114	113	1/2	1/2	4/4	4	1		1	VI.I	dcml	f	VI		I	I							M	1	0	0, 4, 1		0	0
456	2.0	115	114	0	0	4/4	4	1		1	I	dcml	f	VI		I	I							M	1	0	0, 4, 1		0	0
458	2.0	115	114	1/2	1/2	4/4	4	1		1	vii%7	dcml	f	VI		vii%7	vii	%	7					%7	1	0	5, 2, -1, 3		5	5
460	2.0	116	115	0	0	4/4	4	1		1	vi	dcml	f	VI		vi	vi							m	1	0	3, 0, 4		3	3
462	1.0	116	115	1/2	1/2	4/4	4	1		1	V	dcml	f	VI		V	V							M	1	0	1, 5, 2		1	1
463	1.0	116	115	3/4	3/4	4/4	4	1		1	#iv%7	dcml	f	VI		#iv%7	#iv	%	7					%7	1	0	6, 3, 0, 4		6	6
464	3.0	117	116	0	0	4/4	4	1		1	V	dcml	f	VI		V	V							M	1	0	1, 5, 2		1	1
467	1.0	117	116	3/4	3/4	4/4	4	1		1	V7	dcml	f	VI		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
468	2.0	118	117	0	0	4/4	4	1		1	I\\	dcml	f	VI		I	I						\\	M	1	0	0, 4, 1		0	0
470	4.0	118	117	1/2	1/2	4/4	4	1		1	I	dcml	f	VI		I	I							M	1	0	0, 4, 1		0	0
474	2.0	119	118	1/2	1/2	4/4	4	1		1	vii%7	dcml	f	VI		vii%7	vii	%	7					%7	1	0	5, 2, -1, 3		5	5
476	2.0	120	119	0	0	4/4	4	1		1	IV6	dcml	f	VI		IV6	IV		6					M	1	0	3, 0, -1		-1	3
478	2.0	120	119	1/2	1/2	4/4	4	1		1	V65	dcml	f	VI		V65	V		65					Mm7	1	0	5, 2, -1, 1		1	5
480	2.0	121	120	0	0	4/4	4	1		1	I\\	dcml	f	VI		I	I						\\	M	1	0	0, 4, 1		0	0
482	4.0	121	120	1/2	1/2	4/4	4	1		1	I64	dcml	f	VI		I64	I		64					M	1	0	1, 0, 4		0	1
486	4.0	122	121	1/2	1/2	4/4	4	1		1	vi7	dcml	f	VI		vi7	vi		7					mm7	1	0	3, 0, 4, 1		3	3
490	4.0	123	122	1/2	1/2	4/4	4	1		1	I64(64)	dcml	f	VI		I64(64)	I		64	64				M	1	0	3, 0, -1		0	3
494	2.0	124	123	1/2	1/2	4/4	4	1		1	I64	dcml	f	VI		I64	I		64					M	1	0	1, 0, 4		0	1
496	2.0	125	124	0	0	4/4	4	1		1	V2	dcml	f	VI		V2	V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
498	2.0	125	124	1/2	1/2	4/4	4	1		1	I6	dcml	f	VI		I6	I		6					M	1	0	4, 1, 0		0	4
500	2.0	126	125	0	0	4/4	4	1		1	I6(4)	dcml	f	VI		I6(4)	I		6	4				M	1	0	-1, 1, 0		0	-1
502	2.0	126	125	1/2	1/2	4/4	4	1		1	I6	dcml	f	VI		I6	I		6					M	1	0	4, 1, 0		0	4
504	2.0	127	126	0	0	4/4	4	1		1	I(2)	dcml	f	VI		I(2)	I			2				M	1	0	2, 4, 1		0	2
506	2.0	127	126	1/2	1/2	4/4	4	1		1	I	dcml	f	VI		I	I							M	1	0	0, 4, 1		0	0
508	2.0	128	127	0	0	4/4	4	1		1	I(9)	dcml	f	VI		I(9)	I			9				M	1	0	0, 4, 1	2	0	0
510	4.0	128	127	1/2	1/2	4/4	4	1		1	I	dcml	f	VI		I	I							M	1	0	0, 4, 1		0	0
514	6.0	129	128	1/2	1/2	4/4	4	1		1	V2/IV	dcml	f	VI		V2/IV	V		2		IV			Mm7	1	0	-2, 0, 4, 1		0	-2
520	2.0	131	130	0	0	4/4	4	1		1	V43/IV	dcml	f	VI		V43/IV	V		43		IV			Mm7	1	0	1, -2, 0, 4		0	1
522	4.0	131	130	1/2	1/2	4/4	4	1		1	V2/IV	dcml	f	VI		V2/IV	V		2		IV			Mm7	1	0	-2, 0, 4, 1		0	-2
526	2.0	132	131	1/2	1/2	4/4	4	1		1	IV6	dcml	f	VI		IV6	IV		6					M	1	0	3, 0, -1		-1	3
528	2.0	133	132	0	0	4/4	4	1		1	I	dcml	f	VI		I	I							M	1	0	0, 4, 1		0	0
530	2.0	133	132	1/2	1/2	4/4	4	1		1	ii.i6	dcml	f	ii		i6	i		6					m	1	1	-3, 1, 0		0	-3
532	2.0	134	133	0	0	4/4	4	1		1	V	dcml	f	ii		V	V							M	1	1	1, 5, 2		1	1
534	2.0	134	133	1/2	1/2	4/4	4	1		1	V65	dcml	f	ii		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
536	2.0	135	134	0	0	4/4	4	1		1	V43	dcml	f	ii		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
538	4.0	135	134	1/2	1/2	4/4	4	1		1	V65	dcml	f	ii		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
542	1.0	136	135	1/2	1/2	4/4	4	1		1	i	dcml	f	ii		i	i							m	1	1	0, -3, 1		0	0
543	1.0	136	135	3/4	3/4	4/4	4	1		1	V43	dcml	f	ii		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
544	1.0	137	136	0	0	4/4	4	1		1	i6	dcml	f	ii		i6	i		6					m	1	1	-3, 1, 0		0	-3
545	1.0	137	136	1/4	1/4	4/4	4	1		1	V2	dcml	f	ii		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
546	2.0	137	136	1/2	1/2	4/4	4	1		1	i6	dcml	f	ii		i6	i		6					m	1	1	-3, 1, 0		0	-3
548	2.0	138	137	0	0	4/4	4	1		1	i	dcml	f	ii		i	i							m	1	1	0, -3, 1		0	0
550	8.0	138	137	1/2	1/2	4/4	4	1		1	i.#viio6	dcml	f	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
558	1.0	140	139	1/2	1/2	4/4	4	1		1	i(9)	dcml	f	i		i(9)	i			9				m	1	1	0, -3, 1	2	0	0
559	3.0	140	139	3/4	3/4	4/4	4	1		1	VI6	dcml	f	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
562	1.0	141	140	1/2	1/2	4/4	4	1		1	bVII(2)	dcml	f	i		bVII(2)	bVII			2				M	1	1	0, -5, -8		-9	0
563	3.0	141	140	3/4	3/4	4/4	4	1		1	v6	dcml	f	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
566	1.0	142	141	1/2	1/2	4/4	4	1		1	VI(2)	dcml	f	i		VI(2)	VI			2				M	1	1	-2, 0, -3		-4	-2
567	3.0	142	141	3/4	3/4	4/4	4	1		1	iv6	dcml	f	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
570	1.0	143	142	1/2	1/2	4/4	4	1		1	#viio2	dcml	f	i		#viio2	#vii	o	2					o7	1	1	-4, 5, 2, -1		5	-4
571	1.0	143	142	3/4	3/4	4/4	4	1		1	III6	dcml	f	i		III6	III		6					M	1	1	1, -2, -3		-3	1
572	2.0	144	143	0	0	4/4	4	1		1	VI6(2+7)	dcml	f	i		VI6(2+7)	VI		6	2+7				M	1	1	0, -3, -2	1	-4	0
574	4.0	144	143	1/2	1/2	4/4	4	1		1	VI6	dcml	f	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
578	2.0	145	144	1/2	1/2	4/4	4	1		1	i6	dcml	f	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
580	2.0	146	145	0	0	4/4	4	1		1	VI6(2+7)	dcml	f	i		VI6(2+7)	VI		6	2+7				M	1	1	0, -3, -2	1	-4	0
582	2.0	146	145	1/2	1/2	4/4	4	1		1	VI6	dcml	f	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
584	2.0	147	146	0	0	4/4	4	1		1	i6	dcml	f	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
586	2.0	147	146	1/2	1/2	4/4	4	1		1	V	dcml	f	i		V	V							M	1	1	1, 5, 2		1	1
588	2.0	148	147	0	0	4/4	4	1		1	iio6	dcml	f	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
590	1.0	148	147	1/2	1/2	4/4	4	1		1	i6(#76)	dcml	f	i		i6(#76)	i		6	#76				m	1	1	-3, -4, 5		0	-3
591	3.0	148	147	3/4	3/4	4/4	4	1		1	i6	dcml	f	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
594	1.0	149	148	1/2	1/2	4/4	4	1		1	VII6(#76)	dcml	f	i		VII6(#76)	VII		6	#76				M	1	1	2, 1, 3		-2	2
595	3.0	149	148	3/4	3/4	4/4	4	1		1	VII6	dcml	f	i		VII6	VII		6					M	1	1	2, -1, -2		-2	2
598	1.0	150	149	1/2	1/2	4/4	4	1		1	VI6(76)	dcml	f	i		VI6(76)	VI		6	76				M	1	1	0, -1, 1		-4	0
599	3.0	150	149	3/4	3/4	4/4	4	1		1	VI6	dcml	f	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
602	1.0	151	150	1/2	1/2	4/4	4	1		1	iv%43	dcml	f	i		iv%43	iv	%	43					%7	1	1	-7, -3, -1, -4		-1	-7
603	1.0	151	150	3/4	3/4	4/4	4	1		1	v6	dcml	f	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
604	2.0	152	151	0	0	4/4	4	1		1	i2	dcml	f	i		i2	i		2					mm7	1	1	-2, 0, -3, 1		0	-2
606	4.0	152	151	1/2	1/2	4/4	4	1		1	VI	dcml	f	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
610	2.0	153	152	1/2	1/2	4/4	4	1		1	i64	dcml	f	i		i64	i		64					m	1	1	1, 0, -3		0	1
612	2.0	154	153	0	0	4/4	4	1		1	i2	dcml	f	i		i2	i		2					mm7	1	1	-2, 0, -3, 1		0	-2
614	2.0	154	153	1/2	1/2	4/4	4	1		1	VI	dcml	f	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
616	2.0	155	154	0	0	4/4	4	1		1	V(64)	dcml	f	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
618	2.0	155	154	1/2	1/2	4/4	4	1		1	V	dcml	f	i		V	V							M	1	1	1, 5, 2		1	1
620	2.0	156	155	0	0	4/4	4	1		1	i43	dcml	f	i		i43	i		43					mm7	1	1	1, -2, 0, -3		0	1
622	2.0	156	155	1/2	1/2	4/4	4	1		1	VI6	dcml	f	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
624	2.0	157	156	0	0	4/4	4	1		1	i	dcml	f	i		i	i							m	1	1	0, -3, 1		0	0
626	2.0	157	156	1/2	1/2	4/4	4	1		1	i6	dcml	f	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
628	2.0	158	157	0	0	4/4	4	1		1	i43	dcml	f	i		i43	i		43					mm7	1	1	1, -2, 0, -3		0	1
630	2.0	158	157	1/2	1/2	4/4	4	1		1	VI6	dcml	f	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
632	2.0	159	158	0	0	4/4	4	1		1	VI64	dcml	f	i		VI64	VI		64					M	1	1	-3, -4, 0		-4	-3
634	2.0	159	158	1/2	1/2	4/4	4	1		1	VIM2	dcml	f	i		VIM2	VI	M	2					MM7	1	1	1, -4, 0, -3		-4	1
636	4.0	160	159	0	0	4/4	4	1		1	V	dcml	f	i		V	V							M	1	1	1, 5, 2		1	1
640	4.0	161	160	0	0	4/4	4	1		1	V64	dcml	f	i		V64	V		64					M	1	1	2, 1, 5		1	2
644	2.0	162	161	0	0	4/4	4	1		1	i	dcml	f	i		i	i							m	1	1	0, -3, 1		0	0
646	1.0	162	161	1/2	1/2	4/4	4	1		1	i6	dcml	f	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
647	1.0	162	161	3/4	3/4	4/4	4	1		1	VII6	dcml	f	i		VII6	VII		6					M	1	1	2, -1, -2		-2	2
648	1.0	163	162	0	0	4/4	4	1		1	VI6	dcml	f	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
649	1.0	163	162	1/4	1/4	4/4	4	1		1	v6	dcml	f	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
650	1.0	163	162	1/2	1/2	4/4	4	1		1	iv6	dcml	f	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
651	1.0	163	162	3/4	3/4	4/4	4	1		1	V(6)	dcml	f	i		V(6)	V			6				M	1	1	1, 5, -3		1	1
652	1.0	164	163	0	0	4/4	4	1		1	V2	dcml	f	i		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
653	1.0	164	163	1/4	1/4	4/4	4	1		1	i6	dcml	f	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
654	1.0	164	163	1/2	1/2	4/4	4	1		1	V43	dcml	f	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
655	1.0	164	163	3/4	3/4	4/4	4	1		1	VI6	dcml	f	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
656	1.0	165	164	0	0	4/4	4	1		1	V6	dcml	f	i		V6	V		6					M	1	1	5, 2, 1		1	5
657	1.0	165	164	1/4	1/4	4/4	4	1		1	iv6	dcml	f	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
658	1.0	165	164	1/2	1/2	4/4	4	1		1	V7	dcml	f	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
659	1.0	165	164	3/4	3/4	4/4	4	1		1	V43	dcml	f	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
660	1.5	166	165	0	0	3/2	4	1		1	V64	dcml	f	i		V64	V		64					M	1	1	2, 1, 5		1	2
1323/2	0.5	166	165	3/8	3/8	3/2	4	1		1	V6	dcml	f	i		V6	V		6					M	1	1	5, 2, 1		1	5
662	2.0	166	165	1/2	1/2	3/2	4	1		1	III+	dcml	f	i		III+	III	+						+	1	1	-3, 1, 5		-3	-3
664	6.0	166	165	1	1	3/2	4	1		1	III+6	dcml	f	i		III+6	III	+	6					+	1	1	1, 5, -3		-3	1
670	2.0	167	166	1	1	3/2	4	1		1	i6	dcml	f	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
672	1.5	168	167	0	0	3/2	4	1		1	I64	dcml	f	i		I64	I		64					M	1	1	1, 0, 4		0	1
1347/2	0.5	168	167	3/8	3/8	3/2	4	1		1	I6	dcml	f	i		I6	I		6					M	1	1	4, 1, 0		0	4
674	2.0	168	167	1/2	1/2	3/2	4	1		1	VI+7	dcml	f	i		VI+7	VI	+	7					+7	1	1	-4, 0, 4, -6		-4	-4
676	2.0	168	167	1	1	3/2	4	1		1	I	dcml	f	i		I	I							M	1	1	0, 4, 1		0	0
678	2.0	169	168	0	0	3/2	4	1		1	V/iv	dcml	f	i		V/iv	V				iv			M	1	1	0, 4, 1		0	0
680	2.0	169	168	1/2	1/2	3/2	4	1		1	VI+7	dcml	f	i		VI+7	VI	+	7					+7	1	1	-4, 0, 4, -6		-4	-4
682	3.5	169	168	1	1	3/2	4	1		1	iv6	dcml	f	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
1371/2	0.5	170	169	3/8	3/8	3/2	4	1		1	iv	dcml	f	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
686	2.0	170	169	1/2	1/2	3/2	4	1		1	#viio7	dcml	f	i		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
688	2.0	170	169	1	1	3/2	4	1		1	iiio64	dcml	f	i		iiio64	iii	o	64					o	1	1	-9, -3, -6		-3	-9
690	8.0	171	170	0	0	3/2	4	1		1	#viio2	dcml	f	i		#viio2	#vii	o	2					o7	1	1	-4, 5, 2, -1		5	-4
698	2.0	172	171	1/2	1/2	3/2	4	1		1	V7(+9)	dcml	f	i		V7(+9)	V		7	+9				Mm7	1	1	1, 5, 2, -1	-4	1	1
700	2.0	172	171	1	1	3/2	4	1		1	#viio7	dcml	f	i		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
702	2.0	173	172	0	0	3/2	4	1		1	V	dcml	f	i		V	V							M	1	1	1, 5, 2		1	1
704	2.0	173	172	1/2	1/2	3/2	4	1		1	V7(+9)	dcml	f	i		V7(+9)	V		7	+9				Mm7	1	1	1, 5, 2, -1	-4	1	1
706	2.0	173	172	1	1	3/2	4	1		1	#viio7	dcml	f	i		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
708	2.0	174	173	0	0	3/2	4	1		1	V	dcml	f	i		V	V							M	1	1	1, 5, 2		1	1
710	3.0	174	173	1/2	1/2	3/2	4	1		1	V7(+9)	dcml	f	i		V7(+9)	V		7	+9				Mm7	1	1	1, 5, 2, -1	-4	1	1
713	3.0	174	173	5/4	5/4	3/2	4	1		1	VI	dcml	f	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
716	4.0	175	174	1/2	1/2	3/2	4	1		1	vo6	dcml	f	i		vo6	v	o	6					o	1	1	-2, -5, 1		1	-2
720	2.0	176	175	0	0	3/2	4	1		1	vii	dcml	f	i		vii	vii							m	1	1	-2, -5, -1		-2	-2
722	4.0	176	175	1/2	1/2	3/2	4	1		1	#vio6	dcml	f	i		#vio6	#vi	o	6					o	1	1	0, -3, 3		3	0
726	2.0	177	176	0	0	3/2	4	1		1	i	dcml	f	i		i	i							m	1	1	0, -3, 1		0	0
728	2.0	177	176	1/2	1/2	3/2	4	1		1	#viio6	dcml	f	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
730	4.0	177	176	1	1	3/2	4	1		1	V(+9)	dcml	f	i		V(+9)	V			+9				M	1	1	1, 5, 2	-4	1	1
734	3.5	178	177	1/2	1/2	3/2	4	1		1	V7(+9)	dcml	f	i		V7(+9)	V		7	+9				Mm7	1	1	1, 5, 2, -1	-4	1	1
1475/2	0.5	178	177	11/8	11/8	3/2	4	1		1	I.I	dcml	f	I		I	I							M	1	0	0, 4, 1		0	0
738	4.0	179	178	0	0	4/4	4	1		1	V[V6	dcml	f	I	V	V6	V		6					M	1	0	5, 2, 1		1	5
742	2.0	180	179	0	0	4/4	4	1		1	V65	dcml	f	I	V	V65	V		65					Mm7	1	0	5, 2, -1, 1		1	5
744	2.0	180	179	1/2	1/2	4/4	4	1		1	I6	dcml	f	I	V	I6	I		6					M	1	0	4, 1, 0		0	4
746	1.0	181	180	0	0	4/4	4	1		1	V2	dcml	f	I	V	V2	V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
747	1.0	181	180	1/4	1/4	4/4	4	1		1	I6	dcml	f	I	V	I6	I		6					M	1	0	4, 1, 0		0	4
748	1.0	181	180	1/2	1/2	4/4	4	1		1	V64	dcml	f	I	V	V64	V		64					M	1	0	2, 1, 5		1	2
749	1.0	181	180	3/4	3/4	4/4	4	1		1	I	dcml	f	I	V	I	I							M	1	0	0, 4, 1		0	0
750	1.0	182	181	0	0	4/4	4	1		1	V6	dcml	f	I	V	V6	V		6					M	1	0	5, 2, 1		1	5
751	1.0	182	181	1/4	1/4	4/4	4	1		1	viio6]	dcml	f	I	V	viio6	vii	o	6					o	1	0	2, -1, 5		5	2
752	2.0	182	181	1/2	1/2	4/4	4	1		1	I	dcml	f	I		I	I							M	1	0	0, 4, 1		0	0
754	1.0	183	182	0	0	4/4	4	1		1	V6	dcml	f	I		V6	V		6					M	1	0	5, 2, 1		1	5
755	1.0	183	182	1/4	1/4	4/4	4	1		1	I6	dcml	f	I		I6	I		6					M	1	0	4, 1, 0		0	4
756	1.0	183	182	1/2	1/2	4/4	4	1		1	V2	dcml	f	I		V2	V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
757	1.0	183	182	3/4	3/4	4/4	4	1		1	ii65	dcml	f	I		ii65	ii		65					mm7	1	0	-1, 3, 0, 2		2	-1
758	1.0	184	183	0	0	4/4	4	1		1	V2	dcml	f	I		V2	V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
759	1.0	184	183	1/4	1/4	4/4	4	1		1	V7	dcml	f	I		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
760	1.0	184	183	1/2	1/2	4/4	4	1		1	I6	dcml	f	I		I6	I		6					M	1	0	4, 1, 0		0	4
761	1.0	184	183	3/4	3/4	4/4	4	1		1	vi	dcml	f	I		vi	vi							m	1	0	3, 0, 4		3	3
762	1.0	185	184	0	0	4/4	4	1		1	V7/IV	dcml	f	I		V7/IV	V		7		IV			Mm7	1	0	0, 4, 1, -2		0	0
763	1.0	185	184	1/4	1/4	4/4	4	1		1	IV64	dcml	f	I		IV64	IV		64					M	1	0	0, -1, 3		-1	0
764	1.0	185	184	1/2	1/2	4/4	4	1		1	viio6/IV	dcml	f	I		viio6/IV	vii	o	6		IV			o	1	0	1, -2, 4		4	1
765	1.0	185	184	3/4	3/4	4/4	4	1		1	V43(4)/IV	dcml	f	I		V43(4)/IV	V		43	4	IV			Mm7	1	0	1, -2, 0, -1		0	1
766	2.0	186	185	0	0	4/4	4	1		1	V2/IV	dcml	f	I		V2/IV	V		2		IV			Mm7	1	0	-2, 0, 4, 1		0	-2
768	1.0	186	185	1/2	1/2	4/4	4	1		1	IV	dcml	f	I		IV	IV							M	1	0	-1, 3, 0		-1	-1
769	1.0	186	185	3/4	3/4	4/4	4	1		1	ii6	dcml	f	I		ii6	ii		6					m	1	0	-1, 3, 2		2	-1
770	1.0	187	186	0	0	4/4	4	1		1	V7/ii	dcml	f	I		V7/ii	V		7		ii			Mm7	1	0	3, 7, 4, 1		3	3
771	1.0	187	186	1/4	1/4	4/4	4	1		1	II64	dcml	f	I		II64	II		64					M	1	0	3, 2, 6		2	3
772	2.0	187	186	1/2	1/2	4/4	4	1		1	#viio6/ii	dcml	f	I		#viio6/ii	#vii	o	6		ii			o	1	0	4, 1, 7		7	4
774	1.0	188	187	0	0	4/4	4	1		1	#viio43/ii	dcml	f	I		#viio43/ii	#vii	o	43		ii			o7	1	0	1, -2, 7, 4		7	1
775	1.0	188	187	1/4	1/4	4/4	4	1		1	V2/ii	dcml	f	I		V2/ii	V		2		ii			Mm7	1	0	1, 3, 7, 4		3	1
776	1.0	188	187	1/2	1/2	4/4	4	1		1	ii	dcml	f	I		ii	ii							m	1	0	2, -1, 3		2	2
777	1.0	188	187	3/4	3/4	4/4	4	1		1	vi6	dcml	f	I		vi6	vi		6					m	1	0	0, 4, 3		3	0
778	1.0	189	188	0	0	4/4	4	1		1	V43/vi	dcml	f	I		V43/vi	V		43		vi			Mm7	1	0	5, 2, 4, 8		4	5
779	1.0	189	188	1/4	1/4	4/4	4	1		1	vi	dcml	f	I		vi	vi							m	1	0	3, 0, 4		3	3
780	1.0	189	188	1/2	1/2	4/4	4	1		1	V65/vi	dcml	f	I		V65/vi	V		65		vi			Mm7	1	0	8, 5, 2, 4		4	8
781	1.0	189	188	3/4	3/4	4/4	4	1		1	vi(94)	dcml	f	I		vi(94)	vi			94				m	1	0	3, 2, 4	5	3	3
782	1.0	190	189	0	0	4/4	4	1		1	V43(6)/vi	dcml	f	I		V43(6)/vi	V		43	6	vi			Mm7	1	0	0, 2, 4, 8		4	0
783	1.0	190	189	1/4	1/4	4/4	4	1		1	#viio/vi	dcml	f	I		#viio/vi	#vii	o			vi			o	1	0	8, 5, 2		8	8
784	1.0	190	189	1/2	1/2	4/4	4	1		1	vi	dcml	f	I		vi	vi							m	1	0	3, 0, 4		3	3
785	1.0	190	189	3/4	3/4	4/4	4	1		1	vi%2	dcml	f	I		vi%2	vi	%	2					%7	1	0	1, 3, 0, -3		3	1
786	1.0	191	190	0	0	4/4	4	1		1	i64	dcml	f	I		i64	i		64					m	1	0	1, 0, -3		0	1
787	1.0	191	190	1/4	1/4	4/4	4	1		1	V65/v	dcml	f	I		V65/v	V		65		v			Mm7	1	0	6, 3, 0, 2		2	6
788	1.0	191	190	1/2	1/2	4/4	4	1		1	v	dcml	f	I		v	v							m	1	0	1, -2, 2		1	1
789	2.0	191	190	3/4	3/4	4/4	4	1		1	v%2	dcml	f	I		v%2	v	%	2					%7	1	0	-1, 1, -2, -5		1	-1
791	1.0	192	191	1/4	1/4	4/4	4	1		1	V65/IV	dcml	f	I		V65/IV	V		65		IV			Mm7	1	0	4, 1, -2, 0		0	4
792	2.0	192	191	1/2	1/2	4/4	4	1		1	IV	dcml	f	I		IV	IV							M	1	0	-1, 3, 0		-1	-1
794	3.0	193	192	0	0	4/4	4	1		1	IV\\	dcml	f	I		IV	IV						\\	M	1	0	-1, 3, 0		-1	-1
797	1.0	193	192	3/4	3/4	4/4	4	1		1	IV	dcml	f	I		IV	IV							M	1	0	-1, 3, 0		-1	-1
798	4.0	194	193	0	0	4/4	4	1		1	I6	dcml	f	I		I6	I		6					M	1	0	4, 1, 0		0	4
802	4.0	195	194	0	0	4/4	4	1		1	ii	dcml	f	I		ii	ii							m	1	0	2, -1, 3		2	2
806	2.0	196	195	0	0	4/4	4	1		1	bVII6	dcml	f	I		bVII6	bVII		6					M	1	0	2, -1, -2		-2	2
808	2.0	196	195	1/2	1/2	4/4	4	1		1	IV6	dcml	f	I		IV6	IV		6					M	1	0	3, 0, -1		-1	3
810	4.0	197	196	0	0	4/4	4	1		1	bVII	dcml	f	I		bVII	bVII							M	1	0	-2, 2, -1		-2	-2
