quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
385	6.0	137	129	0	0	6/8	4	1		bVII6	D	I		bVII6		bVII		6					M	0	0	2, -1, -2		-2	2
391	1.5	139	131	0	0	6/8	4	1		IV	D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
785/2	4.5	139	131	3/8	3/8	6/8	4	1		bVII6	D	I		bVII6		bVII		6					M	0	0	2, -1, -2		-2	2
397	3.0	141	133	0	0	6/8	4	1		IV6	D	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
400	1.5	142	134	0	0	6/8	4	1		ii64	D	I		ii64		ii		64					m	0	0	3, 2, -1		2	3
803/2	1.5	142	134	3/8	3/8	6/8	4	1		V7	D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
403	1.5	143	135	0	0	6/8	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
809/2	1.5	143	135	3/8	3/8	6/8	4	1		IV	D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
406	1.5	144	136	0	0	6/8	4	1		ii6	D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
815/2	1.5	144	136	3/8	3/8	6/8	4	1		V2	D	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
409	1.5	145	137	0	0	6/8	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
821/2	4.5	145	137	3/8	3/8	6/8	4	1		vi6	D	I		vi6		vi		6					m	0	0	0, 4, 3		3	0
415	1.5	147	139	0	0	6/8	4	1		V6(2)	D	I		V6(2)		V		6	2				M	0	0	5, 2, 3		1	5
833/2	4.5	147	139	3/8	3/8	6/8	4	1		V6	D	I		V6		V		6					M	0	0	5, 2, 1		1	5
421	6.0	149	141	0	0	6/8	4	1		v6	D	I		v6		v		6					m	0	0	-2, 2, 1		1	-2
427	1.5	151	143	0	0	6/8	4	1		IV6(2)	D	I		IV6(2)		IV		6	2				M	0	0	3, 0, 1		-1	3
857/2	4.5	151	143	3/8	3/8	6/8	4	1		IV6	D	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
433	1.5	153	145	0	0	6/8	4	1		IV	D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
869/2	1.5	153	145	3/8	3/8	6/8	4	1		ii6	D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
436	3.0	154	146	0	0	6/8	4	1		ii.V(64)	D	ii		V(64)		V			64				M	0	1	1, 0, -3		1	1
439	4.5	155	147	0	0	6/8	4	1		#viio6	D	ii		#viio6		#vii	o	6					o	0	1	2, -1, 5		5	2
887/2	1.5	156	148	3/8	3/8	6/8	4	1		V7	D	ii		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
445	1.5	157	149	0	0	6/8	4	1		i\\	D	ii		i		i						\\	m	0	1	0, -3, 1		0	0
893/2	4.5	157	149	3/8	3/8	6/8	4	1		bIII6	D	ii		bIII6		bIII		6					M	0	1	-6, -9, -10		-10	-6
451	3.0	159	151	0	0	6/8	4	1		v6	D	ii		v6		v		6					m	0	1	-2, 2, 1		1	-2
454	1.5	160	152	0	0	6/8	4	1		v	D	ii		v		v							m	0	1	1, -2, 2		1	1
911/2	1.5	160	152	3/8	3/8	6/8	4	1		v6	D	ii		v6		v		6					m	0	1	-2, 2, 1		1	-2
457	3.0	161	153	0	0	6/8	4	1		V7/ii	D	ii		V7/ii		V		7		ii			Mm7	0	1	3, 7, 4, 1		3	3
460	1.5	162	154	0	0	6/8	4	1		#viio43/ii	D	ii		#viio43/ii		#vii	o	43		ii			o7	0	1	1, -2, 7, 4		7	1
923/2	3.0	162	154	3/8	3/8	6/8	4	1		#viio2/ii	D	ii		#viio2/ii		#vii	o	2		ii			o7	0	1	-2, 7, 4, 1		7	-2
929/2	1.5	163	155	3/8	3/8	6/8	4	1		#viio43/ii	D	ii		#viio43/ii		#vii	o	43		ii			o7	0	1	1, -2, 7, 4		7	1
466	1.5	164	156	0	0	6/8	4	1		#viio2/ii	D	ii		#viio2/ii		#vii	o	2		ii			o7	0	1	-2, 7, 4, 1		7	-2
935/2	1.5	164	156	3/8	3/8	6/8	4	1		V7/ii	D	ii		V7/ii		V		7		ii			Mm7	0	1	3, 7, 4, 1		3	3
469	3.0	165	157	0	0	6/8	4	1		V7/v	D	ii		V7/v		V		7		v			Mm7	0	1	2, 6, 3, 0		2	2
472	7.5	166	158	0	0	6/8	4	1		V7(9)/v	D	ii		V7(9)/v		V		7	9	v			Mm7	0	1	2, 6, 3, 0	-3	2	2
959/2	1.5	168	160	3/8	3/8	6/8	4	1		V7/v	D	ii		V7/v		V		7		v			Mm7	0	1	2, 6, 3, 0		2	2
481	1.5	169	161	0	0	6/8	4	1		V7	D	ii		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
965/2	9.0	169	161	3/8	3/8	6/8	4	1		V7(9)	D	ii		V7(9)		V		7	9				Mm7	0	1	1, 5, 2, -1	-4	1	1
983/2	1.5	172	164	3/8	3/8	6/8	4	1		V7	D	ii		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
493	1.5	173	165	0	0	6/8	4	1		i	D	ii		i		i							m	0	1	0, -3, 1		0	0
989/2	4.5	173	165	3/8	3/8	6/8	4	1		vi.Ger6	D	vi		Ger6	Ger	vii	o	65	b3	V			Ger	0	1	-4, 0, -3, 6		6	-4
499	3.0	175	167	0	0	6/8	4	1		V(64)	D	vi		V(64)		V			64				M	0	1	1, 0, -3		1	1
502	3.0	176	168	0	0	6/8	4	1		V7	D	vi		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
505	1.5	177	169	0	0	6/8	4	1		i\\	D	vi		i		i						\\	m	0	1	0, -3, 1		0	0
1013/2	1.0	177	169	3/8	3/8	6/8	4	1		VI	D	vi		VI		VI							M	0	1	-4, 0, -3		-4	-4
1015/2	3.5	177	169	5/8	5/8	6/8	4	1		Ger6	D	vi		Ger6	Ger	vii	o	65	b3	V			Ger	0	1	-4, 0, -3, 6		6	-4
511	3.0	179	171	0	0	6/8	4	1		V(64)	D	vi		V(64)		V			64				M	0	1	1, 0, -3		1	1
514	3.0	180	172	0	0	6/8	4	1		V7	D	vi		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
517	3.0	181	173	0	0	6/8	4	1		i\\	D	vi		i		i						\\	m	0	1	0, -3, 1		0	0
520	1.5	182	174	0	0	6/8	4	1		V65	D	vi		V65		V		65					Mm7	0	1	5, 2, -1, 1		1	5
1043/2	1.5	182	174	3/8	3/8	6/8	4	1		V7	D	vi		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
523	3.0	183	175	0	0	6/8	4	1		i	D	vi		i		i							m	0	1	0, -3, 1		0	0
526	1.5	184	176	0	0	6/8	4	1		V65	D	vi		V65		V		65					Mm7	0	1	5, 2, -1, 1		1	5
1055/2	1.5	184	176	3/8	3/8	6/8	4	1		V7	D	vi		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
529	3.0	185	177	0	0	6/8	4	1		i	D	vi		i		i							m	0	1	0, -3, 1		0	0
532	3.0	186	178	0	0	6/8	4	1		v.V7	D	v		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
535	1.5	187	179	0	0	6/8	4	1		i	D	v		i		i							m	0	1	0, -3, 1		0	0
1073/2	1.5	187	179	3/8	3/8	6/8	4	1		i64	D	v		i64		i		64					m	0	1	1, 0, -3		0	1
538	1.5	188	180	0	0	6/8	4	1		V65	D	v		V65		V		65					Mm7	0	1	5, 2, -1, 1		1	5
1079/2	1.5	188	180	3/8	3/8	6/8	4	1		V7	D	v		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
541	1.5	189	181	0	0	6/8	4	1		i	D	v		i		i							m	0	1	0, -3, 1		0	0
1085/2	1.5	189	181	3/8	3/8	6/8	4	1		i64	D	v		i64		i		64					m	0	1	1, 0, -3		0	1
544	1.5	190	182	0	0	6/8	4	1		V65	D	v		V65		V		65					Mm7	0	1	5, 2, -1, 1		1	5
1091/2	1.5	190	182	3/8	3/8	6/8	4	1		V7	D	v		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
547	4.5	191	183	0	0	6/8	4	1		i	D	v		i		i							m	0	1	0, -3, 1		0	0
1103/2	1.5	192	184	3/8	3/8	6/8	4	1		IV.V7	D	IV		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
553	1.5	193	185	0	0	6/8	4	1		I	D	IV		I		I							M	0	0	0, 4, 1		0	0
1109/2	1.5	193	185	3/8	3/8	6/8	4	1		I64	D	IV		I64		I		64					M	0	0	1, 0, 4		0	1
556	1.5	194	186	0	0	6/8	4	1		V65	D	IV		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
1115/2	1.5	194	186	3/8	3/8	6/8	4	1		V7	D	IV		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
559	1.5	195	187	0	0	6/8	4	1		I	D	IV		I		I							M	0	0	0, 4, 1		0	0
1121/2	1.5	195	187	3/8	3/8	6/8	4	1		I64	D	IV		I64		I		64					M	0	0	1, 0, 4		0	1
562	1.5	196	188	0	0	6/8	4	1		V65	D	IV		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
1127/2	1.5	196	188	3/8	3/8	6/8	4	1		V7	D	IV		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
565	3.0	197	189	0	0	6/8	4	1		I	D	IV		I		I							M	0	0	0, 4, 1		0	0
568	3.0	198	190	0	0	6/8	4	1		IM2	D	IV		IM2		I	M	2					MM7	0	0	5, 0, 4, 1		0	5
571	3.0	199	191	0	0	6/8	4	1		vi	D	IV		vi		vi							m	0	0	3, 0, 4		3	3
574	3.0	200	192	0	0	6/8	4	1		I64	D	IV		I64		I		64					M	0	0	1, 0, 4		0	1
577	6.0	201	193	0	0	6/8	4	1		I.viio7	D	I		viio7		vii	o	7					o7	0	0	5, 2, -1, -4		5	5
583	6.0	203	195	0	0	6/8	4	1		bVII7	D	I		bVII7		bVII		7					Mm7	0	0	-2, 2, -1, -4		-2	-2
589	6.0	205	197	0	0	6/8	4	1		ii64	D	I		ii64		ii		64					m	0	0	3, 2, -1		2	3
595	6.0	207	199	0	0	6/8	4	1		V2/bIII	D	I		V2/bIII		V		2		bIII			Mm7	0	0	-4, -2, 2, -1		-2	-4
601	6.0	209	201	0	0	6/8	4	1		V7	D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
607	6.0	211	203	0	0	6/8	4	1		i64	D	I		i64		i		64					m	0	0	1, 0, -3		0	1
613	6.0	213	205	0	0	6/8	4	1		V(4)	D	I		V(4)		V			4				M	0	0	1, 0, 2		1	1
619	12.0	215	207	0	0	6/8	4	1		V7	D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
631	1.5	219	211	0	0	6/8	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
1265/2	2.0	219	211	3/8	3/8	6/8	4	1		IV	D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
1269/2	2.5	220	212	1/8	1/8	6/8	4	1		ii	D	I		ii		ii							m	0	0	2, -1, 3		2	2
637	3.0	221	213	0	0	6/8	4	1		V	D	I		V		V							M	0	0	1, 5, 2		1	1
640	2.0	222	214	0	0	6/8	4	1		V7	D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
642	2.5	222	214	1/2	1/2	6/8	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
1289/2	1.5	223	215	3/8	3/8	6/8	4	1		IV	D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
646	3.0	224	216	0	0	6/8	4	1		ii	D	I		ii		ii							m	0	0	2, -1, 3		2	2
649	3.0	225	217	0	0	6/8	4	1		V	D	I		V		V							M	0	0	1, 5, 2		1	1
652	2.0	226	218	0	0	6/8	4	1		V7	D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
654	2.5	226	218	1/2	1/2	6/8	4	1		iiio	D	I		iiio		iii	o						o	0	0	4, 1, -2		4	4
1313/2	3.0	227	219	3/8	3/8	6/8	4	1		#viio7/ii	D	I		#viio7/ii		#vii	o	7		ii			o7	0	0	7, 4, 1, -2		7	7
1319/2	1.0	228	220	3/8	3/8	6/8	4	1		ii	D	I		ii		ii							m	0	0	2, -1, 3		2	2
1321/2	0.5	228	220	5/8	5/8	6/8	4	1		V/v	D	I		V/v		V				v			M	0	0	2, 6, 3		2	2
661	1.5	229	221	0	0	6/8	4	1		v	D	I		v		v							m	0	0	1, -2, 2		1	1
1325/2	1.5	229	221	3/8	3/8	6/8	4	1		bVII6	D	I		bVII6		bVII		6					M	0	0	2, -1, -2		-2	2
664	1.5	230	222	0	0	6/8	4	1		vii%7/IV	D	I		vii%7/IV		vii	%	7		IV			%7	0	0	4, 1, -2, 2		4	4
1331/2	0.5	230	222	3/8	3/8	6/8	4	1		IV	D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
666	2.5	230	222	1/2	1/2	6/8	4	1		ii6	D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
1337/2	1.5	231	223	3/8	3/8	6/8	4	1		IV6	D	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
670	1.5	232	224	0	0	6/8	4	1		viio7	D	I		viio7		vii	o	7					o7	0	0	5, 2, -1, -4		5	5
1343/2	1.5	232	224	3/8	3/8	6/8	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
673	1.0	233	225	0	0	6/8	4	1		IV(#7+2)	D	I		IV(#7+2)		IV			#7+2				M	0	0	-1, 3, 0	11, 1	-1	-1
674	0.5	233	225	1/4	1/4	6/8	4	1		ii	D	I		ii		ii							m	0	0	2, -1, 3		2	2
1349/2	1.5	233	225	3/8	3/8	6/8	4	1		V7	D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
676	1.5	234	226	0	0	6/8	4	1		I(+#74+2)	D	I		I(+#74+2)		I			+#74+2				M	0	0	0, -1, 1	12, 2	0	0
1355/2	1.5	234	226	3/8	3/8	6/8	4	1		I\\	D	I		I		I						\\	M	0	0	0, 4, 1		0	0
679	3.0	235	227	0	0	6/8	4	1		iiio	D	I		iiio		iii	o						o	0	0	4, 1, -2		4	4
682	1.5	236	228	0	0	6/8	4	1		#viio43/ii	D	I		#viio43/ii		#vii	o	43		ii			o7	0	0	1, -2, 7, 4		7	1
1367/2	1.0	236	228	3/8	3/8	6/8	4	1		ii6	D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
1369/2	0.5	236	228	5/8	5/8	6/8	4	1		V6/v	D	I		V6/v		V		6		v			M	0	0	6, 3, 2		2	6
685	3.0	237	229	0	0	6/8	4	1		v	D	I		v		v							m	0	0	1, -2, 2		1	1
688	1.5	238	230	0	0	6/8	4	1		vii%43/IV	D	I		vii%43/IV		vii	%	43		IV			%7	0	0	-2, 2, 4, 1		4	-2
1379/2	1.5	238	230	3/8	3/8	6/8	4	1		IV6	D	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
691	3.0	239	231	0	0	6/8	4	1		ii	D	I		ii		ii							m	0	0	2, -1, 3		2	2
694	1.5	240	232	0	0	6/8	4	1		V7(+9)	D	I		V7(+9)		V		7	+9				Mm7	0	0	1, 5, 2, -1	3	1	1
1391/2	1.5	240	232	3/8	3/8	6/8	4	1		V2	D	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
697	0.5	241	233	0	0	6/8	4	1		V7(+9)	D	I		V7(+9)		V		7	+9				Mm7	0	0	1, 5, 2, -1	3	1	1
1395/2	1.0	241	233	1/8	1/8	6/8	4	1		V2	D	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
1397/2	0.5	241	233	3/8	3/8	6/8	4	1		V7(+9)	D	I		V7(+9)		V		7	+9				Mm7	0	0	1, 5, 2, -1	3	1	1
699	1.0	241	233	1/2	1/2	6/8	4	1		V2	D	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
700	0.5	242	234	0	0	6/8	4	1		V7(+9)	D	I		V7(+9)		V		7	+9				Mm7	0	0	1, 5, 2, -1	3	1	1
1401/2	2.0	242	234	1/8	1/8	6/8	4	1		V2	D	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
1405/2	0.5	242	234	5/8	5/8	6/8	4	1		viio6/ii	D	I		viio6/ii		vii	o	6		ii			o	0	0	-3, -6, 0		0	-3
703	1.0	243	235	0	0	6/8	4	1		IVM7	D	I		IVM7		IV	M	7					MM7	0	0	-1, 3, 0, 4		-1	-1
704	0.5	243	235	1/4	1/4	6/8	4	1		ii	D	I		ii		ii							m	0	0	2, -1, 3		2	2
1409/2	1.5	243	235	3/8	3/8	6/8	4	1		V7	D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
706	1.5	244	236	0	0	6/8	4	1		I\\	D	I		I		I						\\	M	0	0	0, 4, 1		0	0
1415/2	1.5	244	236	3/8	3/8	6/8	4	1		I6	D	I		I6		I		6					M	0	0	4, 1, 0		0	4
709	1.5	245	237	0	0	6/8	4	1		V2	D	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
1421/2	1.5	245	237	3/8	3/8	6/8	4	1		V65	D	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
712	1.5	246	238	0	0	6/8	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
1427/2	1.5	246	238	3/8	3/8	6/8	4	1		vi	D	I		vi		vi							m	0	0	3, 0, 4		3	3
715	1.5	247	239	0	0	6/8	4	1		ii6	D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
1433/2	1.5	247	239	3/8	3/8	6/8	4	1		V7	D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
718	3.0	248	240	0	0	6/8	4	1		I\\	D	I		I		I						\\	M	0	0	0, 4, 1		0	0
721	1.5	249	241	0	0	6/8	4	1		IV	D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
1445/2	1.5	249	241	3/8	3/8	6/8	4	1		ii65	D	I		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
724	1.5	250	242	0	0	6/8	4	1		I6	D	I		I6		I		6					M	0	0	4, 1, 0		0	4
1451/2	1.5	250	242	3/8	3/8	6/8	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
727	1.0	251	243	0	0	6/8	4	1		IV6	D	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
728	0.5	251	243	1/4	1/4	6/8	4	1		IV	D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
1457/2	1.5	251	243	3/8	3/8	6/8	4	1		ii6	D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
730	1.0	252	244	0	0	6/8	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
731	0.5	252	244	1/4	1/4	6/8	4	1		I6	D	I		I6		I		6					M	0	0	4, 1, 0		0	4
1463/2	0.5	252	244	3/8	3/8	6/8	4	1		IV	D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
732	0.5	252	244	1/2	1/2	6/8	4	1		ii6	D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
1465/2	0.5	252	244	5/8	5/8	6/8	4	1		V7/V	D	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
733	0.5	253	245	0	0	6/8	4	1		V\\	D	I		V		V						\\	M	0	0	1, 5, 2		1	1
1467/2	1.0	253	245	1/8	1/8	6/8	4	1		V[V	D	I	V	V		V							M	0	0	1, 5, 2		1	1
1469/2	1.5	253	245	3/8	3/8	6/8	4	1		vii%7	D	I	V	vii%7		vii	%	7					%7	0	0	5, 2, -1, 3		5	5
736	1.5	254	246	0	0	6/8	4	1		I	D	I	V	I		I							M	0	0	0, 4, 1		0	0
1475/2	1.5	254	246	3/8	3/8	6/8	4	1		viio6	D	I	V	viio6		vii	o	6					o	0	0	2, -1, 5		5	2
739	1.5	255	247	0	0	6/8	4	1		I6	D	I	V	I6		I		6					M	0	0	4, 1, 0		0	4
1481/2	1.5	255	247	3/8	3/8	6/8	4	1		viio64	D	I	V	viio64		vii	o	64					o	0	0	-1, 5, 2		5	-1
742	1.5	256	248	0	0	6/8	4	1		I6	D	I	V	I6		I		6					M	0	0	4, 1, 0		0	4
1487/2	1.5	256	248	3/8	3/8	6/8	4	1		#ivo64	D	I	V	#ivo64		#iv	o	64					o	0	0	0, 6, 3		6	0
745	1.5	257	249	0	0	6/8	4	1		V6	D	I	V	V6		V		6					M	0	0	5, 2, 1		1	5
1493/2	1.5	257	249	3/8	3/8	6/8	4	1		viio43	D	I	V	viio43		vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
748	1.5	258	250	0	0	6/8	4	1		I6	D	I	V	I6		I		6					M	0	0	4, 1, 0		0	4
1499/2	1.5	258	250	3/8	3/8	6/8	4	1		viio7	D	I	V	viio7		vii	o	7					o7	0	0	5, 2, -1, -4		5	5
751	1.5	259	251	0	0	6/8	4	1		i	D	I	V	i		i							m	0	0	0, -3, 1		0	0
1505/2	1.5	259	251	3/8	3/8	6/8	4	1		viio64	D	I	V	viio64		vii	o	64					o	0	0	-1, 5, 2		5	-1
754	1.5	260	252	0	0	6/8	4	1		i6	D	I	V	i6		i		6					m	0	0	-3, 1, 0		0	-3
1511/2	1.5	260	252	3/8	3/8	6/8	4	1		viio/V	D	I	V	viio/V		vii	o			V			o	0	0	6, 3, 0		6	6
757	1.5	261	253	0	0	6/8	4	1		V]	D	I	V	V		V							M	0	0	1, 5, 2		1	1
1517/2	1.5	261	253	3/8	3/8	6/8	4	1		V6	D	I		V6		V		6					M	0	0	5, 2, 1		1	5
760	3.0	262	254	0	0	6/8	4	1		#vo43	D	I		#vo43		#v	o	43					o7	0	0	2, -1, 8, 5		8	2
763	3.0	263	255	0	0	6/8	4	1		viio43	D	I		viio43		vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
766	0.5	264	256	0	0	6/8	4	1		viio43/II	D	I		viio43/II		vii	o	43		II			o7	0	0	1, -2, 7, 4		7	1
1533/2	1.0	264	256	1/8	1/8	6/8	4	1		II6	D	I		II6		II		6					M	0	0	6, 3, 2		2	6
1535/2	0.5	264	256	3/8	3/8	6/8	4	1		viio43/III	D	I		viio43/III		vii	o	43		III			o7	0	0	3, 0, 9, 6		9	3
768	1.0	264	256	1/2	1/2	6/8	4	1		III6	D	I		III6		III		6					M	0	0	8, 5, 4		4	8
769	0.5	265	257	0	0	6/8	4	1		viio43/IV	D	I		viio43/IV		vii	o	43		IV			o7	0	0	-2, -5, 4, 1		4	-2
1539/2	1.0	265	257	1/8	1/8	6/8	4	1		IV6	D	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
1541/2	0.5	265	257	3/8	3/8	6/8	4	1		viio43/V	D	I		viio43/V		vii	o	43		V			o7	0	0	0, -3, 6, 3		6	0
771	1.0	265	257	1/2	1/2	6/8	4	1		V6	D	I		V6		V		6					M	0	0	5, 2, 1		1	5
772	3.0	266	258	0	0	6/8	4	1		V7	D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
775	1.5	267	259	0	0	6/8	4	1		I\\	D	I		I		I						\\	M	0	0	0, 4, 1		0	0
1553/2	1.5	267	259	3/8	3/8	6/8	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
778	1.5	268	260	0	0	6/8	4	1		viio6	D	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
1559/2	1.5	268	260	3/8	3/8	6/8	4	1		V43	D	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
781	0.5	269	261	0	0	6/8	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
1563/2	1.0	269	261	1/8	1/8	6/8	4	1		I6	D	I		I6		I		6					M	0	0	4, 1, 0		0	4
1565/2	1.0	269	261	3/8	3/8	6/8	4	1		V6(#4)	D	I		V6(#4)		V		6	#4				M	0	0	5, 7, 1		1	5
1567/2	0.5	269	261	5/8	5/8	6/8	4	1		V6	D	I		V6		V		6					M	0	0	5, 2, 1		1	5
784	1.0	270	262	0	0	6/8	4	1		i	D	I		i		i							m	0	0	0, -3, 1		0	0
785	0.5	270	262	1/4	1/4	6/8	4	1		V2/IV	D	I		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
1571/2	1.0	270	262	3/8	3/8	6/8	4	1		IV6	D	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
1573/2	0.5	270	262	5/8	5/8	6/8	4	1		Ger6	D	I		Ger6	Ger	vii	o	65	b3	V			Ger	0	0	-4, 0, -3, 6		6	-4
787	3.0	271	263	0	0	6/8	4	1		V\\	D	I		V		V						\\	M	0	0	1, 5, 2		1	1
790	1.5	272	264	0	0	6/8	4	1		viio6/V	D	I		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
1583/2	1.5	272	264	3/8	3/8	6/8	4	1		V6	D	I		V6		V		6					M	0	0	5, 2, 1		1	5
793	1.5	273	265	0	0	6/8	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
1589/2	1.0	273	265	3/8	3/8	6/8	4	1		IV	D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
1591/2	0.5	273	265	5/8	5/8	6/8	4	1		ii6	D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
796	1.5	274	266	0	0	6/8	4	1		V(64)	D	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
1595/2	1.5	274	266	3/8	3/8	6/8	4	1		V7	D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
799	1.5	275	267	0	0	6/8	4	1		I\\	D	I		I		I						\\	M	0	0	0, 4, 1		0	0
1601/2	1.5	275	267	3/8	3/8	6/8	4	1		I64	D	I		I64		I		64					M	0	0	1, 0, 4		0	1
802	1.5	276	268	0	0	6/8	4	1		V65	D	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
1607/2	1.5	276	268	3/8	3/8	6/8	4	1		V7	D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
805	3.0	277	269	0	0	6/8	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
808	3.0	278	270	0	0	6/8	4	1		V43	D	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
811	3.0	279	271	0	0	6/8	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
814	1.5	280	272	0	0	6/8	4	1		viio	D	I		viio		vii	o						o	0	0	5, 2, -1		5	5
1631/2	1.5	280	272	3/8	3/8	6/8	4	1		viio64/IV	D	I		viio64/IV		vii	o	64		IV			o	0	0	-2, 4, 1		4	-2
817	1.5	281	273	0	0	6/8	4	1		IV6	D	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
1637/2	1.5	281	273	3/8	3/8	6/8	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
820	1.5	282	274	0	0	6/8	4	1		viio6	D	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
1643/2	1.5	282	274	3/8	3/8	6/8	4	1		V65/IV	D	I		V65/IV		V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
823	1.5	283	275	0	0	6/8	4	1		IV	D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
1649/2	1.5	283	275	3/8	3/8	6/8	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
826	1.5	284	276	0	0	6/8	4	1		viio6	D	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
1655/2	1.5	284	276	3/8	3/8	6/8	4	1		V65/IV	D	I		V65/IV		V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
