quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	harmony_layer	label	alt_label	regex_match	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
65	1.0	22	22	1/2	1/2	3/4	4	1		1	V65		dcml	Eb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
66	2.0	23	23	0	0	3/4	4	1		1	I		dcml	Eb	I		I		I							M	0	0	0, 4, 1		0	0
68	1.0	23	23	1/2	1/2	3/4	4	1		1	V43		dcml	Eb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
69	2.0	24	24	0	0	3/4	4	1		1	I6		dcml	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
71	1.0	24	24	1/2	1/2	3/4	4	1		1	V43		dcml	Eb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
72	2.0	25	25	0	0	3/4	4	1		1	I		dcml	Eb	I		I		I							M	0	0	0, 4, 1		0	0
74	1.0	25	25	1/2	1/2	3/4	4	1		1	V43		dcml	Eb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
75	2.0	26	26	0	0	3/4	4	1		1	I6		dcml	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
77	1.0	26	26	1/2	1/2	3/4	4	1		1	V7/vi		dcml	Eb	I		V7/vi		V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
78	2.0	27	27	0	0	3/4	4	1		1	ii6		dcml	Eb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
80	2.0	27	27	1/2	1/2	3/4	4	1		1	V/vi		dcml	Eb	I		V/vi		V				vi			M	0	0	4, 8, 5		4	4
82	3.0	28	28	1/4	1/4	3/4	4	1		1	vi		dcml	Eb	I		vi		vi							m	0	0	3, 0, 4		3	3
85	2.0	29	29	1/4	1/4	3/4	4	1		1	V/V		dcml	Eb	I		V/V		V				V			M	0	0	2, 6, 3		2	2
87	1.0	30	30	0	0	3/4	4	1		1	V		dcml	Eb	I		V		V							M	0	0	1, 5, 2		1	1
88	1.0	30	30	1/4	1/4	3/4	4	1		1	V7/vi		dcml	Eb	I		V7/vi		V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
89	1.0	30	30	1/2	1/2	3/4	4	1		1	V/vi		dcml	Eb	I		V/vi		V				vi			M	0	0	4, 8, 5		4	4
90	1.0	31	31	0	0	3/4	4	1		1	vi		dcml	Eb	I		vi		vi							m	0	0	3, 0, 4		3	3
91	2.0	31	31	1/4	1/4	3/4	4	1		1	V.ii		dcml	Eb	V		ii		ii							m	0	0	2, -1, 3		2	2
93	2.0	32	32	0	0	3/4	4	1		1	V65		dcml	Eb	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
95	0.5	32	32	1/2	1/2	3/4	4	1		1	I		dcml	Eb	V		I		I							M	0	0	0, 4, 1		0	0
191/2	0.5	32	32	5/8	5/8	3/4	4	1		1	V65		dcml	Eb	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
96	0.5	33	33	0	0	3/4	4	1		1	V2		dcml	Eb	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
193/2	0.5	33	33	1/8	1/8	3/4	4	1		1	I6		dcml	Eb	V		I6		I		6					M	0	0	4, 1, 0		0	4
97	0.5	33	33	1/4	1/4	3/4	4	1		1	vii%65		dcml	Eb	V		vii%65		vii	%	65					%7	0	0	2, -1, 3, 5		5	2
195/2	0.5	33	33	3/8	3/8	3/4	4	1		1	vi65		dcml	Eb	V		vi65		vi		65					mm7	0	0	0, 4, 1, 3		3	0
98	0.5	33	33	1/2	1/2	3/4	4	1		1	V6		dcml	Eb	V		V6		V		6					M	0	0	5, 2, 1		1	5
197/2	0.5	33	33	5/8	5/8	3/4	4	1		1	IV6		dcml	Eb	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3
99	0.5	34	34	0	0	3/4	4	1		1	iii6(+6)		dcml	Eb	V		iii6(+6)		iii		6	+6				m	0	0	1, 5, 4	0	4	1
199/2	0.5	34	34	1/8	1/8	3/4	4	1		1	ii6		dcml	Eb	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
100	0.5	34	34	1/4	1/4	3/4	4	1		1	I6(+2)		dcml	Eb	V		I6(+2)		I		6	+2				M	0	0	4, 1, 0	2	0	4
201/2	0.5	34	34	3/8	3/8	3/4	4	1		1	viio6		dcml	Eb	V		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
101	0.5	34	34	1/2	1/2	3/4	4	1		1	I		dcml	Eb	V		I		I							M	0	0	0, 4, 1		0	0
203/2	0.5	34	34	5/8	5/8	3/4	4	1		1	V6		dcml	Eb	V		V6		V		6					M	0	0	5, 2, 1		1	5
102	0.5	35	35	0	0	3/4	4	1		1	IV6		dcml	Eb	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3
205/2	2.5	35	35	1/8	1/8	3/4	4	1		1	V7		dcml	Eb	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
		36	36	0	0	3/4	4	1	1	1	I\\		dcml	Eb	V		I		I						\\	M	0	0	0, 4, 1		0	0
105	3.0	37	36	0	0	3/4	4	1	2	1	I\\		dcml	Eb	V		I		I						\\	M	0	0	0, 4, 1		0	0
108	9.0	38	37	0	0	3/4	4	1		1	@none		dcml	Eb	V		@none		@none							m	0	0				
117	1.5	41	40	0	0	3/4	4	1		1	vi.V		dcml	Eb	vi		V		V							M	0	1	1, 5, 2		1	1
237/2	1.5	41	40	3/8	3/8	3/4	4	1		1	V65		dcml	Eb	vi		V65		V		65					Mm7	0	1	5, 2, -1, 1		1	5
120	2.0	42	41	0	0	3/4	4	1		1	i		dcml	Eb	vi		i		i							m	0	1	0, -3, 1		0	0
122	1.0	42	41	1/2	1/2	3/4	4	1		1	V		dcml	Eb	vi		V		V							M	0	1	1, 5, 2		1	1
123	3.0	43	42	0	0	3/4	4	1		1	i		dcml	Eb	vi		i		i							m	0	1	0, -3, 1		0	0
126	2.0	44	43	0	0	3/4	4	1		1	V65		dcml	Eb	vi		V65		V		65					Mm7	0	1	5, 2, -1, 1		1	5
128	1.0	44	43	1/2	1/2	3/4	4	1		1	i		dcml	Eb	vi		i		i							m	0	1	0, -3, 1		0	0
129	3.0	45	44	0	0	3/4	4	1		1	V65		dcml	Eb	vi		V65		V		65					Mm7	0	1	5, 2, -1, 1		1	5
132	2.0	46	45	0	0	3/4	4	1		1	i		dcml	Eb	vi		i		i							m	0	1	0, -3, 1		0	0
134	1.0	46	45	1/2	1/2	3/4	4	1		1	V2		dcml	Eb	vi		V2		V		2					Mm7	0	1	-1, 1, 5, 2		1	-1
135	1.0	47	46	0	0	3/4	4	1		1	i6		dcml	Eb	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
136	1.0	47	46	1/4	1/4	3/4	4	1		1	V6/iv		dcml	Eb	vi		V6/iv		V		6		iv			M	0	1	4, 1, 0		0	4
137	1.0	47	46	1/2	1/2	3/4	4	1		1	V7/iv		dcml	Eb	vi		V7/iv		V		7		iv			Mm7	0	1	0, 4, 1, -2		0	0
138	2.0	48	47	0	0	3/4	4	1		1	iv		dcml	Eb	vi		iv		iv							m	0	1	-1, -4, 0		-1	-1
140	1.0	48	47	1/2	1/2	3/4	4	1		1	iv(64)		dcml	Eb	vi		iv(64)		iv			64				m	0	1	-1, -2, 2		-1	-1
141	1.5	49	48	0	0	3/4	4	1		1	iv		dcml	Eb	vi		iv		iv							m	0	1	-1, -4, 0		-1	-1
285/2	0.5	49	48	3/8	3/8	3/4	4	1		1	V/iv		dcml	Eb	vi		V/iv		V				iv			M	0	1	0, 4, 1		0	0
143	1.0	49	48	1/2	1/2	3/4	4	1		1	iv		dcml	Eb	vi		iv		iv							m	0	1	-1, -4, 0		-1	-1
144	2.0	50	49	0	0	3/4	4	1		1	V6/iv		dcml	Eb	vi		V6/iv		V		6		iv			M	0	1	4, 1, 0		0	4
146	1.0	50	49	1/2	1/2	3/4	4	1		1	iv		dcml	Eb	vi		iv		iv							m	0	1	-1, -4, 0		-1	-1
147	1.0	51	50	0	0	3/4	4	1		1	V65/iv		dcml	Eb	vi		V65/iv		V		65		iv			Mm7	0	1	4, 1, -2, 0		0	4
148	1.0	51	50	1/4	1/4	3/4	4	1		1	iv		dcml	Eb	vi		iv		iv							m	0	1	-1, -4, 0		-1	-1
149	0.5	51	50	1/2	1/2	3/4	4	1		1	bVII.viio43		dcml	Eb	bVII		viio43		vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
299/2	0.5	51	50	5/8	5/8	3/4	4	1		1	V64		dcml	Eb	bVII		V64		V		64					M	0	0	2, 1, 5		1	2
150	2.0	52	51	0	0	3/4	4	1		1	I6		dcml	Eb	bVII		I6		I		6					M	0	0	4, 1, 0		0	4
152	1.0	52	51	1/2	1/2	3/4	4	1		1	V65		dcml	Eb	bVII		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
153	2.0	53	52	0	0	3/4	4	1		1	I		dcml	Eb	bVII		I		I							M	0	0	0, 4, 1		0	0
155	0.5	53	52	1/2	1/2	3/4	4	1		1	I64		dcml	Eb	bVII		I64		I		64					M	0	0	1, 0, 4		0	1
311/2	0.5	53	52	5/8	5/8	3/4	4	1		1	I6		dcml	Eb	bVII		I6		I		6					M	0	0	4, 1, 0		0	4
156	2.0	54	53	0	0	3/4	4	1		1	V2		dcml	Eb	bVII		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
158	0.5	54	53	1/2	1/2	3/4	4	1		1	I		dcml	Eb	bVII		I		I							M	0	0	0, 4, 1		0	0
317/2	0.5	54	53	5/8	5/8	3/4	4	1		1	I6		dcml	Eb	bVII		I6		I		6					M	0	0	4, 1, 0		0	4
159	2.0	55	54	0	0	3/4	4	1		1	V43		dcml	Eb	bVII		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
161	0.75	55	54	1/2	1/2	3/4	4	1		1	IV6		dcml	Eb	bVII		IV6		IV		6					M	0	0	3, 0, -1		-1	3
647/4	0.25	55	54	11/16	11/16	3/4	4	1		1	V6		dcml	Eb	bVII		V6		V		6					M	0	0	5, 2, 1		1	5
162	2.0	56	55	0	0	3/4	4	1		1	I		dcml	Eb	bVII		I		I							M	0	0	0, 4, 1		0	0
164	0.75	56	55	1/2	1/2	3/4	4	1		1	V43		dcml	Eb	bVII		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
659/4	0.25	56	55	11/16	11/16	3/4	4	1		1	V2		dcml	Eb	bVII		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
165	2.0	57	56	0	0	3/4	4	1		1	i.#viio6		dcml	Eb	i		#viio6		#vii	o	6					o	0	1	2, -1, 5		5	2
167	1.0	57	56	1/2	1/2	3/4	4	1		1	V65		dcml	Eb	i		V65		V		65					Mm7	0	1	5, 2, -1, 1		1	5
168	2.0	58	57	0	0	3/4	4	1		1	i		dcml	Eb	i		i		i							m	0	1	0, -3, 1		0	0
170	0.75	58	57	1/2	1/2	3/4	4	1		1	ii		dcml	Eb	i		ii		ii							m	0	1	2, -1, 3		2	2
683/4	0.25	58	57	11/16	11/16	3/4	4	1		1	V2		dcml	Eb	i		V2		V		2					Mm7	0	1	-1, 1, 5, 2		1	-1
171	0.75	59	58	0	0	3/4	4	1		1	i6		dcml	Eb	i		i6		i		6					m	0	1	-3, 1, 0		0	-3
687/4	0.25	59	58	3/16	3/16	3/4	4	1		1	#viio7		dcml	Eb	i		#viio7		#vii	o	7					o7	0	1	5, 2, -1, -4		5	5
172	0.75	59	58	1/4	1/4	3/4	4	1		1	i		dcml	Eb	i		i		i							m	0	1	0, -3, 1		0	0
691/4	0.25	59	58	7/16	7/16	3/4	4	1		1	i6		dcml	Eb	i		i6		i		6					m	0	1	-3, 1, 0		0	-3
173	1.0	59	58	1/2	1/2	3/4	4	1		1	iio		dcml	Eb	i		iio		ii	o						o	0	1	2, -1, -4		2	2
174	1.0	60	59	0	0	3/4	4	1		1	i6		dcml	Eb	i		i6		i		6					m	0	1	-3, 1, 0		0	-3
175	0.75	60	59	1/4	1/4	3/4	4	1		1	bIII.viio6		dcml	Eb	bIII		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
703/4	0.25	60	59	7/16	7/16	3/4	4	1		1	vi7		dcml	Eb	bIII		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
176	1.0	60	59	1/2	1/2	3/4	4	1		1	V65		dcml	Eb	bIII		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
177	3.0	61	60	0	0	3/4	4	1		1	I		dcml	Eb	bIII		I		I							M	0	0	0, 4, 1		0	0
180	3.0	62	61	0	0	3/4	4	1		1	IV6		dcml	Eb	bIII		IV6		IV		6					M	0	0	3, 0, -1		-1	3
183	3.0	63	62	0	0	3/4	4	1		1	V(64)		dcml	Eb	bIII		V(64)		V			64				M	0	0	1, 0, 4		1	1
186	3.0	64	63	0	0	3/4	4	1		1	V		dcml	Eb	bIII		V		V							M	0	0	1, 5, 2		1	1
189	1.0	65	64	0	0	3/4	4	1		1	i\\		dcml	Eb	bIII		i		i						\\	m	0	0	0, -3, 1		0	0
190	2.0	65	64	1/4	1/4	3/4	4	1		1	i		dcml	Eb	bIII		i		i							m	0	0	0, -3, 1		0	0
192	3.0	66	65	0	0	3/4	4	1		1	iii.V6		dcml	Eb	iii		V6		V		6					M	0	1	5, 2, 1		1	5
195	1.0	67	66	0	0	3/4	4	1		1	V		dcml	Eb	iii		V		V							M	0	1	1, 5, 2		1	1
196	13.0	67	66	1/4	1/4	3/4	4	1		1	@none		dcml	Eb	iii		@none		@none							m	0	1				
209	1.0	72	71	0	0	2/4	4	1		1	V		dcml	Eb	iii		V		V							M	0	1	1, 5, 2		1	1
210	1.0	72	71	1/4	1/4	2/4	4	1		1	V6		dcml	Eb	iii		V6		V		6					M	0	1	5, 2, 1		1	5
211	1.0	73	72	0	0	2/4	4	1		1	i		dcml	Eb	iii		i		i							m	0	1	0, -3, 1		0	0
212	1.0	73	72	1/4	1/4	2/4	4	1		1	i6		dcml	Eb	iii		i6		i		6					m	0	1	-3, 1, 0		0	-3
213	1.0	74	73	0	0	2/4	4	1		1	V64		dcml	Eb	iii		V64		V		64					M	0	1	2, 1, 5		1	2
214	1.0	74	73	1/4	1/4	2/4	4	1		1	i		dcml	Eb	iii		i		i							m	0	1	0, -3, 1		0	0
215	0.5	75	74	0	0	2/4	4	1		1	IV		dcml	Eb	iii		IV		IV							M	0	1	-1, 3, 0		-1	-1
431/2	1.0	75	74	1/8	1/8	2/4	4	1		1	V		dcml	Eb	iii		V		V							M	0	1	1, 5, 2		1	1
433/2	0.5	75	74	3/8	3/8	2/4	4	1		1	i		dcml	Eb	iii		i		i							m	0	1	0, -3, 1		0	0
217	6.0	76	75	0	0	3/4	4	1		1	#viio43		dcml	Eb	iii		#viio43		#vii	o	43					o7	0	1	-1, -4, 5, 2		5	-1
223	3.0	78	77	0	0	3/4	4	1		1	V7/iv		dcml	Eb	iii		V7/iv		V		7		iv			Mm7	0	1	0, 4, 1, -2		0	0
226	2.0	79	78	0	0	2/4	4	1		1	vi.i		dcml	Eb	vi		i		i							m	0	1	0, -3, 1		0	0
228	1.0	80	79	0	0	2/4	4	1		1	V64		dcml	Eb	vi		V64		V		64					M	0	1	2, 1, 5		1	2
229	1.0	80	79	1/4	1/4	2/4	4	1		1	i		dcml	Eb	vi		i		i							m	0	1	0, -3, 1		0	0
230	0.5	81	80	0	0	2/4	4	1		1	IV		dcml	Eb	vi		IV		IV							M	0	1	-1, 3, 0		-1	-1
461/2	1.0	81	80	1/8	1/8	2/4	4	1		1	V		dcml	Eb	vi		V		V							M	0	1	1, 5, 2		1	1
463/2	0.5	81	80	3/8	3/8	2/4	4	1		1	ii.i		dcml	Eb	ii		i		i							m	0	1	0, -3, 1		0	0
232	6.0	82	81	0	0	3/4	4	1		1	V6		dcml	Eb	ii		V6		V		6					M	0	1	5, 2, 1		1	5
238	2.0	84	83	0	0	3/4	4	1		1	V65		dcml	Eb	ii		V65		V		65					Mm7	0	1	5, 2, -1, 1		1	5
240	1.0	84	83	1/2	1/2	3/4	4	1		1	iv6		dcml	Eb	ii		iv6		iv		6					m	0	1	-4, 0, -1		-1	-4
241	2.0	85	84	0	0	3/4	4	1		1	V7		dcml	Eb	ii		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
243	1.0	85	84	1/2	1/2	3/4	4	1		1	V43		dcml	Eb	ii		V43		V		43					Mm7	0	1	2, -1, 1, 5		1	2
244	2.0	86	85	0	0	3/4	4	1		1	i		dcml	Eb	ii		i		i							m	0	1	0, -3, 1		0	0
246	1.0	86	85	1/2	1/2	3/4	4	1		1	VI		dcml	Eb	ii		VI		VI							M	0	1	-4, 0, -3		-4	-4
247	2.0	87	86	0	0	3/4	4	1		1	i64		dcml	Eb	ii		i64		i		64					m	0	1	1, 0, -3		0	1
249	1.0	87	86	1/2	1/2	3/4	4	1		1	#viio43		dcml	Eb	ii		#viio43		#vii	o	43					o7	0	1	-1, -4, 5, 2		5	-1
250	2.0	88	87	0	0	3/4	4	1		1	i6		dcml	Eb	ii		i6		i		6					m	0	1	-3, 1, 0		0	-3
252	1.0	88	87	1/2	1/2	3/4	4	1		1	I.I6		dcml	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
253	2.0	89	88	0	0	3/4	4	1		1	V43		dcml	Eb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
255	1.0	89	88	1/2	1/2	3/4	4	1		1	I		dcml	Eb	I		I		I							M	0	0	0, 4, 1		0	0
256	1.0	90	89	0	0	3/4	4	1		1	V65		dcml	Eb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
257	1.0	90	89	1/4	1/4	3/4	4	1		1	I		dcml	Eb	I		I		I							M	0	0	0, 4, 1		0	0
258	0.75	90	89	1/2	1/2	3/4	4	1		1	viio6		dcml	Eb	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
1035/4	0.25	90	89	11/16	11/16	3/4	4	1		1	V2		dcml	Eb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
259	2.0	91	90	0	0	3/4	4	1		1	I6		dcml	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
261	1.0	91	90	1/2	1/2	3/4	4	1		1	ii43		dcml	Eb	I		ii43		ii		43					mm7	0	0	3, 0, 2, -1		2	3
262	2.0	92	91	0	0	3/4	4	1		1	I6		dcml	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
264	0.75	92	91	1/2	1/2	3/4	4	1		1	IV		dcml	Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
1059/4	0.25	92	91	11/16	11/16	3/4	4	1		1	viio/V		dcml	Eb	I		viio/V		vii	o			V			o	0	0	6, 3, 0		6	6
265	2.0	93	92	0	0	3/4	4	1		1	V		dcml	Eb	I		V		V							M	0	0	1, 5, 2		1	1
267	1.0	93	92	1/2	1/2	3/4	4	1		1	I6		dcml	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
268	1.0	94	93	0	0	3/4	4	1		1	V2		dcml	Eb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
269	1.0	94	93	1/4	1/4	3/4	4	1		1	V65		dcml	Eb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
270	1.0	94	93	1/2	1/2	3/4	4	1		1	I6		dcml	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
271	1.0	95	94	0	0	3/4	4	1		1	V		dcml	Eb	I		V		V							M	0	0	1, 5, 2		1	1
272	1.0	95	94	1/4	1/4	3/4	4	1		1	V64		dcml	Eb	I		V64		V		64					M	0	0	2, 1, 5		1	2
273	1.0	95	94	1/2	1/2	3/4	4	1		1	viio43/V		dcml	Eb	I		viio43/V		vii	o	43		V			o7	0	0	0, -3, 6, 3		6	0
274	1.0	96	95	0	0	3/4	4	1		1	v6		dcml	Eb	I		v6		v		6					m	0	0	-2, 2, 1		1	-2
275	1.0	96	95	1/4	1/4	3/4	4	1		1	V6		dcml	Eb	I		V6		V		6					M	0	0	5, 2, 1		1	5
276	1.0	96	95	1/2	1/2	3/4	4	1		1	V43		dcml	Eb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
277	1.0	97	96	0	0	3/4	4	1		1	I		dcml	Eb	I		I		I							M	0	0	0, 4, 1		0	0
278	1.0	97	96	1/4	1/4	3/4	4	1		1	I6		dcml	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
279	1.0	97	96	1/2	1/2	3/4	4	1		1	V2		dcml	Eb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
280	1.0	98	97	0	0	3/4	4	1		1	I6		dcml	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
281	1.0	98	97	1/4	1/4	3/4	4	1		1	I		dcml	Eb	I		I		I							M	0	0	0, 4, 1		0	0
282	1.0	98	97	1/2	1/2	3/4	4	1		1	V7		dcml	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
283	2.0	99	98	0	0	3/4	4	1		1	I		dcml	Eb	I		I		I							M	0	0	0, 4, 1		0	0
285	1.0	99	98	1/2	1/2	3/4	4	1		1	ii2		dcml	Eb	I		ii2		ii		2					mm7	0	0	0, 2, -1, 3		2	0
286	1.0	100	99	0	0	3/4	4	1		1	I6		dcml	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
287	1.0	100	99	1/4	1/4	3/4	4	1		1	I		dcml	Eb	I		I		I							M	0	0	0, 4, 1		0	0
288	0.75	100	99	1/2	1/2	3/4	4	1		1	I(64)		dcml	Eb	I		I(64)		I			64				M	0	0	0, -1, 3		0	0
