quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1611/4	0.25	101	101	11/16	11/16	4/4	4	1		ii(6)	E	I		ii(6)	ii			6				m	0	0	2, -1, 5		2	2
403	0.75	101	101	3/4	3/4	4/4	4	1		ii	E	I		ii	ii							m	0	0	2, -1, 3		2	2
1615/4	0.25	101	101	15/16	15/16	4/4	4	1		viio65	E	I		viio65	vii	o	65					o7	0	0	2, -1, -4, 5		5	2
404	1.0	102	102	0	0	4/4	4	1		V43	E	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
405	1.0	102	102	1/4	1/4	4/4	4	1		V65	E	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
406	0.75	102	102	1/2	1/2	4/4	4	1		I	E	I		I	I							M	0	0	0, 4, 1		0	0
1627/4	0.25	102	102	11/16	11/16	4/4	4	1		V/V	E	I		V/V	V				V			M	0	0	2, 6, 3		2	2
407	0.75	102	102	3/4	3/4	4/4	4	1		V7/V	E	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
1631/4	0.25	102	102	15/16	15/16	4/4	4	1		V/V	E	I		V/V	V				V			M	0	0	2, 6, 3		2	2
408	2.0	103	103	0	0	4/4	4	1		i.V	E	i		V	V							M	0	1	1, 5, 2		1	1
410	2.0	103	103	1/2	1/2	4/4	4	1		V(64)	E	i		V(64)	V			64				M	0	1	1, 0, -3		1	1
412	2.0	104	104	0	0	4/4	4	1		V	E	i		V	V							M	0	1	1, 5, 2		1	1
414	1.0	104	104	1/2	1/2	4/4	4	1		V(64)	E	i		V(64)	V			64				M	0	1	1, 0, -3		1	1
415	1.0	104	104	3/4	3/4	4/4	4	1		viio65/V	E	i		viio65/V	vii	o	65		V			o7	0	1	3, 0, -3, 6		6	3
416	4.0	105	105	0	0	4/4	4	1		I.V65	E	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
420	6.0	106	106	0	0	4/4	4	1		I	E	I		I	I							M	0	0	0, 4, 1		0	0
426	2.0	107	107	1/2	1/2	4/4	4	1		I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
428	2.0	108	108	0	0	4/4	4	1		IV	E	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
430	1.0	108	108	1/2	1/2	4/4	4	1		V(64)	E	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
431	1.0	108	108	3/4	3/4	4/4	4	1		V	E	I		V	V							M	0	0	1, 5, 2		1	1
432	1.75	109	109	0	0	4/4	4	1		I\\	E	I		I	I						\\	M	0	0	0, 4, 1		0	0
1735/4	0.25	109	109	7/16	7/16	4/4	4	1		V43	E	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
434	0.875	109	109	1/2	1/2	4/4	4	1		I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
3479/8	0.125	109	109	23/32	23/32	4/4	4	1		V2	E	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
435	0.875	109	109	3/4	3/4	4/4	4	1		I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
3487/8	0.125	109	109	31/32	31/32	4/4	4	1		V43	E	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
436	1.75	110	110	0	0	4/4	4	1		I	E	I		I	I							M	0	0	0, 4, 1		0	0
1751/4	0.25	110	110	7/16	7/16	4/4	4	1		V65	E	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
438	2.0	110	110	1/2	1/2	4/4	4	1		V7/ii	E	I		V7/ii	V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
440	1.5	111	111	0	0	4/4	4	1		ii	E	I		ii	ii							m	0	0	2, -1, 3		2	2
883/2	0.5	111	111	3/8	3/8	4/4	4	1		viio7/V	E	I		viio7/V	vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
442	1.0	111	111	1/2	1/2	4/4	4	1		V(64)	E	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
443	3.0	111	111	3/4	3/4	4/4	4	1		#viio2/ii	E	I		#viio2/ii	#vii	o	2		ii			o7	0	0	-2, 7, 4, 1		7	-2
446	2.0	112	112	1/2	1/2	4/4	4	1		ii	E	I		ii	ii							m	0	0	2, -1, 3		2	2
448	2.0	113	113	0	0	4/4	4	1		V7(+b9)	E	I		V7(+b9)	V		7	+b9				Mm7	0	0	1, 5, 2, -1	-4	1	1
450	2.0	113	113	1/2	1/2	4/4	4	1		I	E	I		I	I							M	0	0	0, 4, 1		0	0
452	2.0	114	114	0	0	4/4	4	1		#viio43/ii	E	I		#viio43/ii	#vii	o	43		ii			o7	0	0	1, -2, 7, 4		7	1
454	2.0	114	114	1/2	1/2	4/4	4	1		V7	E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
456	1.0	115	115	0	0	4/4	4	1		V7(+9)	E	I		V7(+9)	V		7	+9				Mm7	0	0	1, 5, 2, -1	3	1	1
457	1.0	115	115	1/4	1/4	4/4	4	1		V	E	I		V	V							M	0	0	1, 5, 2		1	1
458	1.0	115	115	1/2	1/2	4/4	4	1		I64	E	I		I64	I		64					M	0	0	1, 0, 4		0	1
459	1.0	115	115	3/4	3/4	4/4	4	1		V	E	I		V	V							M	0	0	1, 5, 2		1	1
460	2.0	116	116	0	0	4/4	4	1		I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
462	2.0	116	116	1/2	1/2	4/4	4	1		V7	E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
464	2.0	117	117	0	0	4/4	4	1		vi	E	I		vi	vi							m	0	0	3, 0, 4		3	3
466	2.0	117	117	1/2	1/2	4/4	4	1		iii	E	I		iii	iii							m	0	0	4, 1, 5		4	4
468	2.0	118	118	0	0	4/4	4	1		IV	E	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
470	2.0	118	118	1/2	1/2	4/4	4	1		I	E	I		I	I							M	0	0	0, 4, 1		0	0
472	4.0	119	119	0	0	4/4	4	1		V43	E	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
476	5.0	120	120	0	0	4/4	4	1		V7	E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
481	1.0	121	121	1/4	1/4	4/4	4	1		I	E	I		I	I							M	0	0	0, 4, 1		0	0
482	1.0	121	121	1/2	1/2	4/4	4	1		IV	E	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
483	1.0	121	121	3/4	3/4	4/4	4	1		V6	E	I		V6	V		6					M	0	0	5, 2, 1		1	5
484	1.0	122	122	0	0	4/4	4	1		I	E	I		I	I							M	0	0	0, 4, 1		0	0
485	1.0	122	122	1/4	1/4	4/4	4	1		ii6	E	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
486	12.0	122	122	1/2	1/2	4/4	4	1		V(64)	E	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
498	14.0	125	125	1/2	1/2	4/4	4	1		V7	E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
512	4.0	129	129	0	0	4/4	4	1		V7/IV	E	I		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
516	2.0	130	130	0	0	4/4	4	1		i[iv64	E	I	i	iv64	iv		64					m	0	0	0, -1, -4		-1	0
518	2.0	130	130	1/2	1/2	4/4	4	1		viio	E	I	i	viio	vii	o						o	0	0	5, 2, -1		5	5
520	4.0	131	131	0	0	4/4	4	1		V2/iv	E	I	i	V2/iv	V		2		iv			Mm7	0	0	-2, 0, 4, 1		0	-2
524	2.0	132	132	0	0	4/4	4	1		iv6	E	I	i	iv6	iv		6					m	0	0	-4, 0, -1		-1	-4
526	2.0	132	132	1/2	1/2	4/4	4	1		V6	E	I	i	V6	V		6					M	0	0	5, 2, 1		1	5
528	2.0	133	133	0	0	4/4	4	1		I	E	I	i	I	I							M	0	0	0, 4, 1		0	0
530	2.0	133	133	1/2	1/2	4/4	4	1		V65	E	I	i	V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
532	2.0	134	134	0	0	4/4	4	1		I	E	I	i	I	I							M	0	0	0, 4, 1		0	0
534	1.0	134	134	1/2	1/2	4/4	4	1		viio(4)	E	I	i	viio(4)	vii	o		4				o	0	0	5, 4, -1		5	5
535	1.0	134	134	3/4	3/4	4/4	4	1		viio	E	I	i	viio	vii	o						o	0	0	5, 2, -1		5	5
536	2.0	135	135	0	0	4/4	4	1		I]	E	I	i	I	I							M	0	0	0, 4, 1		0	0
538	2.0	135	135	1/2	1/2	4/4	4	1		I64	E	I		I64	I		64					M	0	0	1, 0, 4		0	1
540	2.0	136	136	0	0	4/4	4	1		IV6	E	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
542	1.0	136	136	1/2	1/2	4/4	4	1		viio7	E	I		viio7	vii	o	7					o7	0	0	5, 2, -1, -4		5	5
543	1.0	136	136	3/4	3/4	4/4	4	1		I	E	I		I	I							M	0	0	0, 4, 1		0	0
544	1.0	137	137	0	0	4/4	4	1		viio6	E	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
545	1.0	137	137	1/4	1/4	4/4	4	1		I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
546	1.0	137	137	1/2	1/2	4/4	4	1		ii6	E	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
547	1.0	137	137	3/4	3/4	4/4	4	1		viio7/V	E	I		viio7/V	vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
548	2.0	138	138	0	0	4/4	4	1		V(64)	E	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
550	4.0	138	138	1/2	1/2	4/4	4	1		viio2	E	I		viio2	vii	o	2					o7	0	0	-4, 5, 2, -1		5	-4
554	2.0	139	139	1/2	1/2	4/4	4	1		vi	E	I		vi	vi							m	0	0	3, 0, 4		3	3
556	2.0	140	140	0	0	4/4	4	1		IV6	E	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
558	4.0	140	140	1/2	1/2	4/4	4	1		#viio7/ii	E	I		#viio7/ii	#vii	o	7		ii			o7	0	0	7, 4, 1, -2		7	7
562	2.0	141	141	1/2	1/2	4/4	4	1		viio6	E	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
564	2.0	142	142	0	0	4/4	4	1		V43	E	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
566	4.0	142	142	1/2	1/2	4/4	4	1		#viio7/vi	E	I		#viio7/vi	#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
570	4.0	143	143	1/2	1/2	4/4	4	1		V(64)	E	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
574	2.0	144	144	1/2	1/2	4/4	4	1		V7	E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
576	2.0	145	145	0	0	4/4	4	1		I\\	E	I		I	I						\\	M	0	0	0, 4, 1		0	0
578	2.0	145	145	1/2	1/2	4/4	4	1		V7/IV	E	I		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
580	1.0	146	146	0	0	4/4	4	1		I[iv	E	I	I	iv	iv							m	0	0	-1, -4, 0		-1	-1
581	1.0	146	146	1/4	1/4	4/4	4	1		IV	E	I	I	IV	IV							M	0	0	-1, 3, 0		-1	-1
582	2.0	146	146	1/2	1/2	4/4	4	1		V2	E	I	I	V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
584	2.0	147	147	0	0	4/4	4	1		I	E	I	I	I	I							M	0	0	0, 4, 1		0	0
586	2.0	147	147	1/2	1/2	4/4	4	1		V2/IV	E	I	I	V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
588	2.0	148	148	0	0	4/4	4	1		iv6	E	I	I	iv6	iv		6					m	0	0	-4, 0, -1		-1	-4
590	2.0	148	148	1/2	1/2	4/4	4	1		V65	E	I	I	V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
592	2.0	149	149	0	0	4/4	4	1		I	E	I	I	I	I							M	0	0	0, 4, 1		0	0
594	2.0	149	149	1/2	1/2	4/4	4	1		V65	E	I	I	V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
596	2.0	150	150	0	0	4/4	4	1		I	E	I	I	I	I							M	0	0	0, 4, 1		0	0
598	2.0	150	150	1/2	1/2	4/4	4	1		V65	E	I	I	V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
600	4.0	151	151	0	0	4/4	4	1		I]	E	I	I	I	I							M	0	0	0, 4, 1		0	0
604	8.0	152	152	0	0	4/4	4	1		I	E	I		I	I							M	0	0	0, 4, 1		0	0
612	4.0	154	154	0	0	4/4	4	1		I64	E	I		I64	I		64					M	0	0	1, 0, 4		0	1
616	8.0	155	155	0	0	4/4	4	1		I	E	I		I	I							M	0	0	0, 4, 1		0	0
624	4.0	157	157	0	0	4/4	4	1		I\\	E	I		I	I						\\	M	0	0	0, 4, 1		0	0
