quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
397/3	0.3340000000000032	34	34	1/12	1/12	4/4	4	1		V6	f	VI		V6		V		6					M	1	0	5, 2, 1		1	5
398/3	14.332999999999998	34	34	1/6	1/6	4/4	4	1		V65	f	VI		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
147	1.0	37	37	3/4	3/4	4/4	4	1		V	f	VI		V		V							M	1	0	1, 5, 2		1	1
148	5.0	38	38	0	0	4/4	4	1		V/#i	f	VI		V/#i		V				#i			M	1	0	8, 12, 9		8	8
153	4.0	39	39	1/4	1/4	4/4	4	1		#i	f	VI		#i		#i							m	1	0	7, 4, 8		7	7
157	5.0	40	40	1/4	1/4	4/4	4	1		ii6	f	VI		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
162	1.0	41	41	1/2	1/2	4/4	4	1		I+	f	VI		I+		I	+						+	1	0	0, 4, 8		0	0
163	1.0	41	41	3/4	3/4	4/4	4	1		V7	f	VI		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
164	2.0	42	42	0	0	4/4	4	1		vi	f	VI		vi		vi							m	1	0	3, 0, 4		3	3
166	1.0	42	42	1/2	1/2	4/4	4	1		I+	f	VI		I+		I	+						+	1	0	0, 4, 8		0	0
167	1.0	42	42	3/4	3/4	4/4	4	1		V7	f	VI		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
168	4.0	43	43	0	0	4/4	4	1		I[I6	f	VI	I	I6		I		6					M	1	0	4, 1, 0		0	4
172	4.0	44	44	0	0	4/4	4	1		V43	f	VI	I	V43		V		43					Mm7	1	0	2, -1, 1, 5		1	2
176	4.0	45	45	0	0	4/4	4	1		I6	f	VI	I	I6		I		6					M	1	0	4, 1, 0		0	4
180	4.0	46	46	0	0	4/4	4	1		V43	f	VI	I	V43		V		43					Mm7	1	0	2, -1, 1, 5		1	2
184	7.667000000000002	47	47	0	0	4/4	4	1		I6	f	VI	I	I6		I		6					M	1	0	4, 1, 0		0	4
575/3	0.3329999999999984	48	48	11/12	11/12	4/4	4	1		I]	f	VI	I	I		I							M	1	0	0, 4, 1		0	0
192	4.0	49	49	0	0	4/4	4	1		#viio/ii	f	VI		#viio/ii		#vii	o			ii			o	1	0	7, 4, 1		7	7
196	5.0	50	50	0	0	4/4	4	1		#viio/ii\\	f	VI		#viio/ii		#vii	o			ii		\\	o	1	0	7, 4, 1		7	7
201	5.0	51	51	1/4	1/4	4/4	4	1		ii6	f	VI		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
206	1.0	52	52	1/2	1/2	4/4	4	1		I+	f	VI		I+		I	+						+	1	0	0, 4, 8		0	0
207	1.0	52	52	3/4	3/4	4/4	4	1		V7	f	VI		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
208	2.0	53	53	0	0	4/4	4	1		vi	f	VI		vi		vi							m	1	0	3, 0, 4		3	3
210	1.0	53	53	1/2	1/2	4/4	4	1		I+	f	VI		I+		I	+						+	1	0	0, 4, 8		0	0
211	1.0	53	53	3/4	3/4	4/4	4	1		V7	f	VI		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
212	4.0	54	54	0	0	4/4	4	1		I[I6	f	VI	I	I6		I		6					M	1	0	4, 1, 0		0	4
216	4.0	55	55	0	0	4/4	4	1		V43	f	VI	I	V43		V		43					Mm7	1	0	2, -1, 1, 5		1	2
220	4.0	56	56	0	0	4/4	4	1		I6	f	VI	I	I6		I		6					M	1	0	4, 1, 0		0	4
224	4.0	57	57	0	0	4/4	4	1		V43	f	VI	I	V43		V		43					Mm7	1	0	2, -1, 1, 5		1	2
228	2.0	58	58	0	0	4/4	4	1		I6]	f	VI	I	I6		I		6					M	1	0	4, 1, 0		0	4
230	2.0	58	58	1/2	1/2	4/4	4	1		V	f	VI		V		V							M	1	0	1, 5, 2		1	1
232	2.0	59	59	0	0	4/4	4	1		I	f	VI		I		I							M	1	0	0, 4, 1		0	0
234	2.0	59	59	1/2	1/2	4/4	4	1		V	f	VI		V		V							M	1	0	1, 5, 2		1	1
236	8.0	60	60	0	0	4/4	4	1		i.V/iv	f	i		V/iv		V				iv			M	1	1	0, 4, 1		0	0
244	8.0	62	62	0	0	4/4	4	1		#viio43/vi	f	i		#viio43/vi		#vii	o	43		vi			o7	1	1	-5, -8, 1, -2		1	-5
252	8.0	64	64	0	0	4/4	4	1		#viio43	f	i		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
260	4.0	66	66	0	0	4/4	4	1		#viio	f	i		#viio		#vii	o						o	1	1	5, 2, -1		5	5
264	2.0	67	67	0	0	4/4	4	1		i	f	i		i		i							m	1	1	0, -3, 1		0	0
266	2.0	67	67	1/2	1/2	4/4	4	1		Ger6/iv	f	i		Ger6/iv	Ger	vii	o	65	b3	V/iv			Ger	1	1	-5, -1, -4, 5		5	-5
268	4.0	68	68	0	0	4/4	4	1		iio	f	i		iio		ii	o						o	1	1	2, -1, -4		2	2
272	2.0	69	69	0	0	4/4	4	1		III	f	i		III		III							M	1	1	-3, 1, -2		-3	-3
