quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
752	4.0	192	191	0	0	2/2	4	1		V6	E	I		V6	V		6					M	0	0	5, 2, 1		1	5
756	16.0	193	192	0	0	2/2	4	1		V	E	I		V	V							M	0	0	1, 5, 2		1	1
772	16.0	197	196	0	0	2/2	4	1		i6	E	I		i6	i		6					m	0	0	-3, 1, 0		0	-3
788	20.0	201	200	0	0	2/2	4	1		iii.i	E	iii		i	i							m	0	1	0, -3, 1		0	0
808	4.0	206	205	0	0	2/2	4	1		i64	E	iii		i64	i		64					m	0	1	1, 0, -3		0	1
812	4.0	207	206	0	0	2/2	4	1		i6	E	iii		i6	i		6					m	0	1	-3, 1, 0		0	-3
816	10.0	208	207	0	0	2/2	4	1		i	E	iii		i	i							m	0	1	0, -3, 1		0	0
826	2.0	210	209	1/2	1/2	2/2	4	1		i6	E	iii		i6	i		6					m	0	1	-3, 1, 0		0	-3
828	8.0	211	210	0	0	2/2	4	1		V7	E	iii		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
836	8.0	213	212	0	0	2/2	4	1		I.I	E	I		I	I							M	0	0	0, 4, 1		0	0
844	8.0	215	214	0	0	2/2	4	1		V7	E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
852	4.0	217	216	0	0	2/2	4	1		I	E	I		I	I							M	0	0	0, 4, 1		0	0
856	2.0	218	217	0	0	2/2	4	1		IV	E	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
858	2.0	218	217	1/2	1/2	2/2	4	1		V65/V	E	I		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
860	2.0	219	218	0	0	2/2	4	1		V	E	I		V	V							M	0	0	1, 5, 2		1	1
862	1.0	219	218	1/2	1/2	2/2	4	1		V/V	E	I		V/V	V				V			M	0	0	2, 6, 3		2	2
863	1.0	219	218	3/4	3/4	2/2	4	1		V43	E	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
864	2.0	220	219	0	0	2/2	4	1		V2	E	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
866	2.0	220	219	1/2	1/2	2/2	4	1		I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
868	2.0	221	220	0	0	2/2	4	1		V(64)	E	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
870	2.0	221	220	1/2	1/2	2/2	4	1		V7	E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
872	8.0	222	221	0	0	2/2	4	1		I	E	I		I	I							M	0	0	0, 4, 1		0	0
880	2.0	224	223	0	0	2/2	4	1		IV	E	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
882	2.0	224	223	1/2	1/2	2/2	4	1		V65/V	E	I		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
884	2.0	225	224	0	0	2/2	4	1		V	E	I		V	V							M	0	0	1, 5, 2		1	1
886	1.0	225	224	1/2	1/2	2/2	4	1		V/V	E	I		V/V	V				V			M	0	0	2, 6, 3		2	2
887	1.0	225	224	3/4	3/4	2/2	4	1		V43	E	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
888	2.0	226	225	0	0	2/2	4	1		V2	E	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
890	2.0	226	225	1/2	1/2	2/2	4	1		I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
892	2.0	227	226	0	0	2/2	4	1		I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
894	2.0	227	226	1/2	1/2	2/2	4	1		V7	E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
896	4.0	228	227	0	0	2/2	4	1		I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
900	4.0	229	228	0	0	2/2	4	1		V65	E	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
904	4.0	230	229	0	0	2/2	4	1		I	E	I		I	I							M	0	0	0, 4, 1		0	0
908	4.0	231	230	0	0	2/2	4	1		IV6	E	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
912	4.0	232	231	0	0	2/2	4	1		I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
916	1.0	233	232	0	0	2/2	4	1		IV(6)	E	I		IV(6)	IV			6				M	0	0	-1, 3, 2		-1	-1
917	1.0	233	232	1/4	1/4	2/2	4	1		V65/V	E	I		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
918	1.0	233	232	1/2	1/2	2/2	4	1		V(64)	E	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
919	1.0	233	232	3/4	3/4	2/2	4	1		V7	E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
920	12.0	234	233	0	0	2/2	4	1		I\\	E	I		I	I						\\	M	0	0	0, 4, 1		0	0
932	2.0	237	236	0	0	2/2	4	1		I	E	I		I	I							M	0	0	0, 4, 1		0	0
934	2.0	237	236	1/2	1/2	2/2	4	1		V7	E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
936	2.0	238	237	0	0	2/2	4	1		I	E	I		I	I							M	0	0	0, 4, 1		0	0
938	2.0	238	237	1/2	1/2	2/2	4	1		I64	E	I		I64	I		64					M	0	0	1, 0, 4		0	1
940	2.0	239	238	0	0	2/2	4	1		I	E	I		I	I							M	0	0	0, 4, 1		0	0
942	2.0	239	238	1/2	1/2	2/2	4	1		V7	E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
944	2.0	240	239	0	0	2/2	4	1		I	E	I		I	I							M	0	0	0, 4, 1		0	0
946	2.0	240	239	1/2	1/2	2/2	4	1		I64	E	I		I64	I		64					M	0	0	1, 0, 4		0	1
948	2.0	241	240	0	0	2/2	4	1		I	E	I		I	I							M	0	0	0, 4, 1		0	0
950	2.0	241	240	1/2	1/2	2/2	4	1		V7	E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
952	2.0	242	241	0	0	2/2	4	1		I	E	I		I	I							M	0	0	0, 4, 1		0	0
954	2.0	242	241	1/2	1/2	2/2	4	1		I64	E	I		I64	I		64					M	0	0	1, 0, 4		0	1
956	2.0	243	242	0	0	2/2	4	1		I	E	I		I	I							M	0	0	0, 4, 1		0	0
958	2.0	243	242	1/2	1/2	2/2	4	1		V7	E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
960	4.0	244	243	0	0	2/2	4	1		I\\	E	I		I	I						\\	M	0	0	0, 4, 1		0	0
964	2.0	245	244	0	0	2/2	4	1		I	E	I		I	I							M	0	0	0, 4, 1		0	0
966	2.0	245	244	1/2	1/2	2/2	4	1		V7	E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
968	2.0	246	245	0	0	2/2	4	1		I	E	I		I	I							M	0	0	0, 4, 1		0	0
970	2.0	246	245	1/2	1/2	2/2	4	1		I64	E	I		I64	I		64					M	0	0	1, 0, 4		0	1
972	2.0	247	246	0	0	2/2	4	1		I	E	I		I	I							M	0	0	0, 4, 1		0	0
974	2.0	247	246	1/2	1/2	2/2	4	1		V7	E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
976	2.0	248	247	0	0	2/2	4	1		I	E	I		I	I							M	0	0	0, 4, 1		0	0
978	2.0	248	247	1/2	1/2	2/2	4	1		I64	E	I		I64	I		64					M	0	0	1, 0, 4		0	1
980	2.0	249	248	0	0	2/2	4	1		I	E	I		I	I							M	0	0	0, 4, 1		0	0
982	2.0	249	248	1/2	1/2	2/2	4	1		V7	E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
984	2.0	250	249	0	0	2/2	4	1		I	E	I		I	I							M	0	0	0, 4, 1		0	0
986	2.0	250	249	1/2	1/2	2/2	4	1		I64	E	I		I64	I		64					M	0	0	1, 0, 4		0	1
988	2.0	251	250	0	0	2/2	4	1		I	E	I		I	I							M	0	0	0, 4, 1		0	0
990	2.0	251	250	1/2	1/2	2/2	4	1		V7	E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
992	2.0	252	251	0	0	2/2	4	1		I\\	E	I		I	I						\\	M	0	0	0, 4, 1		0	0
994	34.0	252	251	1/2	1/2	2/2	4	1		@none	E	I		@none	@none							m	0	0				
1028	2.0	261	260	0	0	2/2	4	1		I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
1030	2.0	261	260	1/2	1/2	2/2	4	1		V2	E	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
1032	2.0	262	261	0	0	2/2	4	1		I64	E	I		I64	I		64					M	0	0	1, 0, 4		0	1
1034	2.0	262	261	1/2	1/2	2/2	4	1		I	E	I		I	I							M	0	0	0, 4, 1		0	0
1036	2.0	263	262	0	0	2/2	4	1		I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
1038	2.0	263	262	1/2	1/2	2/2	4	1		V43	E	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
1040	2.0	264	263	0	0	2/2	4	1		I64	E	I		I64	I		64					M	0	0	1, 0, 4		0	1
1042	2.0	264	263	1/2	1/2	2/2	4	1		I	E	I		I	I							M	0	0	0, 4, 1		0	0
1044	2.0	265	264	0	0	2/2	4	1		I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
1046	2.0	265	264	1/2	1/2	2/2	4	1		V2	E	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
1048	2.0	266	265	0	0	2/2	4	1		I64	E	I		I64	I		64					M	0	0	1, 0, 4		0	1
1050	2.0	266	265	1/2	1/2	2/2	4	1		I	E	I		I	I							M	0	0	0, 4, 1		0	0
1052	2.0	267	266	0	0	2/2	4	1		I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
1054	2.0	267	266	1/2	1/2	2/2	4	1		V43	E	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
1056	2.0	268	267	0	0	2/2	4	1		I64	E	I		I64	I		64					M	0	0	1, 0, 4		0	1
1058	2.0	268	267	1/2	1/2	2/2	4	1		I	E	I		I	I							M	0	0	0, 4, 1		0	0
1060	2.0	269	268	0	0	2/2	4	1		I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
1062	2.0	269	268	1/2	1/2	2/2	4	1		V2	E	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
1064	2.0	270	269	0	0	2/2	4	1		I64	E	I		I64	I		64					M	0	0	1, 0, 4		0	1
1066	2.0	270	269	1/2	1/2	2/2	4	1		I	E	I		I	I							M	0	0	0, 4, 1		0	0
1068	2.0	271	270	0	0	2/2	4	1		I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
1070	2.0	271	270	1/2	1/2	2/2	4	1		V43	E	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
1072	2.0	272	271	0	0	2/2	4	1		I64	E	I		I64	I		64					M	0	0	1, 0, 4		0	1
1074	2.0	272	271	1/2	1/2	2/2	4	1		I	E	I		I	I							M	0	0	0, 4, 1		0	0
1076	2.0	273	272	0	0	2/2	4	1		I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
1078	2.0	273	272	1/2	1/2	2/2	4	1		V2	E	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
1080	2.0	274	273	0	0	2/2	4	1		I64	E	I		I64	I		64					M	0	0	1, 0, 4		0	1
1082	2.0	274	273	1/2	1/2	2/2	4	1		I	E	I		I	I							M	0	0	0, 4, 1		0	0
1084	2.0	275	274	0	0	2/2	4	1		I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
1086	2.0	275	274	1/2	1/2	2/2	4	1		V43	E	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
1088	2.0	276	275	0	0	2/2	4	1		I	E	I		I	I							M	0	0	0, 4, 1		0	0
1090	2.0	276	275	1/2	1/2	2/2	4	1		I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
1092	2.0	277	276	0	0	2/2	4	1		I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
1094	2.0	277	276	1/2	1/2	2/2	4	1		V43	E	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
1096	2.0	278	277	0	0	2/2	4	1		I	E	I		I	I							M	0	0	0, 4, 1		0	0
1098	18.0	278	277	1/2	1/2	2/2	4	1		IV.I	E	IV		I	I							M	0	0	0, 4, 1		0	0
1116	8.0	283	282	0	0	2/2	4	1		V	E	IV		V	V							M	0	0	1, 5, 2		1	1
1124	4.0	285	284	0	0	2/2	4	1		vi	E	IV		vi	vi							m	0	0	3, 0, 4		3	3
1128	2.0	286	285	0	0	2/2	4	1		V7	E	IV		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
1130	2.0	286	285	1/2	1/2	2/2	4	1		I	E	IV		I	I							M	0	0	0, 4, 1		0	0
1132	2.0	287	286	0	0	2/2	4	1		I64	E	IV		I64	I		64					M	0	0	1, 0, 4		0	1
1134	2.0	287	286	1/2	1/2	2/2	4	1		I6	E	IV		I6	I		6					M	0	0	4, 1, 0		0	4
1136	2.0	288	287	0	0	2/2	4	1		IV	E	IV		IV	IV							M	0	0	-1, 3, 0		-1	-1
1138	2.0	288	287	1/2	1/2	2/2	4	1		I6	E	IV		I6	I		6					M	0	0	4, 1, 0		0	4
1140	2.0	289	288	0	0	2/2	4	1		V2	E	IV		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
1142	2.0	289	288	1/2	1/2	2/2	4	1		V65	E	IV		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
1144	2.0	290	289	0	0	2/2	4	1		I	E	IV		I	I							M	0	0	0, 4, 1		0	0
1146	2.0	290	289	1/2	1/2	2/2	4	1		vi	E	IV		vi	vi							m	0	0	3, 0, 4		3	3
1148	2.0	291	290	0	0	2/2	4	1		V65	E	IV		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
1150	2.0	291	290	1/2	1/2	2/2	4	1		V	E	IV		V	V							M	0	0	1, 5, 2		1	1
1152	2.0	292	291	0	0	2/2	4	1		V65	E	IV		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
1154	2.0	292	291	1/2	1/2	2/2	4	1		I[I	E	IV	I	I	I							M	0	0	0, 4, 1		0	0
1156	2.0	293	292	0	0	2/2	4	1		iio6	E	IV	I	iio6	ii	o	6					o	0	0	-1, -4, 2		2	-1
1158	2.0	293	292	1/2	1/2	2/2	4	1		I	E	IV	I	I	I							M	0	0	0, 4, 1		0	0
1160	2.0	294	293	0	0	2/2	4	1		V43	E	IV	I	V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
1162	2.0	294	293	1/2	1/2	2/2	4	1		I	E	IV	I	I	I							M	0	0	0, 4, 1		0	0
1164	2.0	295	294	0	0	2/2	4	1		V65	E	IV	I	V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
1166	2.0	295	294	1/2	1/2	2/2	4	1		I	E	IV	I	I	I							M	0	0	0, 4, 1		0	0
1168	2.0	296	295	0	0	2/2	4	1		#iio2]	E	IV	I	#iio2	#ii	o	2					o7	0	0	0, 9, 6, 3		9	0
1170	2.0	296	295	1/2	1/2	2/2	4	1		I6	E	IV		I6	I		6					M	0	0	4, 1, 0		0	4
1172	2.0	297	296	0	0	2/2	4	1		ii6	E	IV		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
1174	2.0	297	296	1/2	1/2	2/2	4	1		V/vi	E	IV		V/vi	V				vi			M	0	0	4, 8, 5		4	4
1176	2.0	298	297	0	0	2/2	4	1		#vo2	E	IV		#vo2	#v	o	2					o7	0	0	-1, 8, 5, 2		8	-1
1178	2.0	298	297	1/2	1/2	2/2	4	1		#ivo7	E	IV		#ivo7	#iv	o	7					o7	0	0	6, 3, 0, -3		6	6
1180	2.0	299	298	0	0	2/2	4	1		V(64)	E	IV		V(64)	V			64				M	0	0	1, 0, 4		1	1
1182	2.0	299	298	1/2	1/2	2/2	4	1		V	E	IV		V	V							M	0	0	1, 5, 2		1	1
1184	2.0	300	299	0	0	2/2	4	1		I[I	E	IV	I	I	I							M	0	0	0, 4, 1		0	0
1186	2.0	300	299	1/2	1/2	2/2	4	1		I	E	IV	I	I	I							M	0	0	0, 4, 1		0	0
1188	2.0	301	300	0	0	2/2	4	1		iio6	E	IV	I	iio6	ii	o	6					o	0	0	-1, -4, 2		2	-1
1190	2.0	301	300	1/2	1/2	2/2	4	1		I	E	IV	I	I	I							M	0	0	0, 4, 1		0	0
1192	2.0	302	301	0	0	2/2	4	1		viio	E	IV	I	viio	vii	o						o	0	0	5, 2, -1		5	5
1194	2.0	302	301	1/2	1/2	2/2	4	1		I	E	IV	I	I	I							M	0	0	0, 4, 1		0	0
1196	2.0	303	302	0	0	2/2	4	1		V65	E	IV	I	V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
1198	2.0	303	302	1/2	1/2	2/2	4	1		I	E	IV	I	I	I							M	0	0	0, 4, 1		0	0
1200	2.0	304	303	0	0	2/2	4	1		#ivo43]	E	IV	I	#ivo43	#iv	o	43					o7	0	0	0, -3, 6, 3		6	0
1202	2.0	304	303	1/2	1/2	2/2	4	1		I6	E	IV		I6	I		6					M	0	0	4, 1, 0		0	4
1204	2.0	305	304	0	0	2/2	4	1		ii6	E	IV		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
1206	2.0	305	304	1/2	1/2	2/2	4	1		V/vi	E	IV		V/vi	V				vi			M	0	0	4, 8, 5		4	4
1208	2.0	306	305	0	0	2/2	4	1		ii6	E	IV		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
1210	2.0	306	305	1/2	1/2	2/2	4	1		V65/V	E	IV		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
1212	2.0	307	306	0	0	2/2	4	1		V(64)	E	IV		V(64)	V			64				M	0	0	1, 0, 4		1	1
1214	2.0	307	306	1/2	1/2	2/2	4	1		V7	E	IV		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
1216	2.0	308	307	0	0	2/2	4	1		I	E	IV		I	I							M	0	0	0, 4, 1		0	0
1218	2.0	308	307	1/2	1/2	2/2	4	1		I6	E	IV		I6	I		6					M	0	0	4, 1, 0		0	4
1220	2.0	309	308	0	0	2/2	4	1		V7	E	IV		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
1222	2.0	309	308	1/2	1/2	2/2	4	1		V65	E	IV		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
1224	2.0	310	309	0	0	2/2	4	1		I64	E	IV		I64	I		64					M	0	0	1, 0, 4		0	1
1226	2.0	310	309	1/2	1/2	2/2	4	1		I	E	IV		I	I							M	0	0	0, 4, 1		0	0
1228	2.0	311	310	0	0	2/2	4	1		V7	E	IV		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
1230	2.0	311	310	1/2	1/2	2/2	4	1		V2	E	IV		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
1232	2.0	312	311	0	0	2/2	4	1		I64	E	IV		I64	I		64					M	0	0	1, 0, 4		0	1
1234	2.0	312	311	1/2	1/2	2/2	4	1		I6	E	IV		I6	I		6					M	0	0	4, 1, 0		0	4
1236	2.0	313	312	0	0	2/2	4	1		V7	E	IV		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
1238	2.0	313	312	1/2	1/2	2/2	4	1		V65	E	IV		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
1240	2.0	314	313	0	0	2/2	4	1		I64	E	IV		I64	I		64					M	0	0	1, 0, 4		0	1
1242	2.0	314	313	1/2	1/2	2/2	4	1		I	E	IV		I	I							M	0	0	0, 4, 1		0	0
1244	2.0	315	314	0	0	2/2	4	1		V7	E	IV		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
1246	2.0	315	314	1/2	1/2	2/2	4	1		V2	E	IV		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
1248	2.0	316	315	0	0	2/2	4	1		I64	E	IV		I64	I		64					M	0	0	1, 0, 4		0	1
1250	2.0	316	315	1/2	1/2	2/2	4	1		I6	E	IV		I6	I		6					M	0	0	4, 1, 0		0	4
1252	2.0	317	316	0	0	2/2	4	1		V2	E	IV		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
1254	2.0	317	316	1/2	1/2	2/2	4	1		V43	E	IV		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
1256	2.0	318	317	0	0	2/2	4	1		I64	E	IV		I64	I		64					M	0	0	1, 0, 4		0	1
1258	2.0	318	317	1/2	1/2	2/2	4	1		I6	E	IV		I6	I		6					M	0	0	4, 1, 0		0	4
1260	2.0	319	318	0	0	2/2	4	1		V2	E	IV		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
1262	2.0	319	318	1/2	1/2	2/2	4	1		V43	E	IV		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
1264	2.0	320	319	0	0	2/2	4	1		I64	E	IV		I64	I		64					M	0	0	1, 0, 4		0	1
1266	2.0	320	319	1/2	1/2	2/2	4	1		I	E	IV		I	I							M	0	0	0, 4, 1		0	0
1268	2.0	321	320	0	0	2/2	4	1		V2/V	E	IV		V2/V	V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
1270	2.0	321	320	1/2	1/2	2/2	4	1		V43/V	E	IV		V43/V	V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
1272	2.0	322	321	0	0	2/2	4	1		V64	E	IV		V64	V		64					M	0	0	2, 1, 5		1	2
1274	2.0	322	321	1/2	1/2	2/2	4	1		V6	E	IV		V6	V		6					M	0	0	5, 2, 1		1	5
1276	2.0	323	322	0	0	2/2	4	1		V2/V	E	IV		V2/V	V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
1278	2.0	323	322	1/2	1/2	2/2	4	1		V43/V	E	IV		V43/V	V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
1280	2.0	324	323	0	0	2/2	4	1		V64	E	IV		V64	V		64					M	0	0	2, 1, 5		1	2
1282	2.0	324	323	1/2	1/2	2/2	4	1		V	E	IV		V	V							M	0	0	1, 5, 2		1	1
1284	2.0	325	324	0	0	2/2	4	1		V2/V	E	IV		V2/V	V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
1286	2.0	325	324	1/2	1/2	2/2	4	1		V43/V	E	IV		V43/V	V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
1288	2.0	326	325	0	0	2/2	4	1		V64	E	IV		V64	V		64					M	0	0	2, 1, 5		1	2
1290	2.0	326	325	1/2	1/2	2/2	4	1		V	E	IV		V	V							M	0	0	1, 5, 2		1	1
1292	2.0	327	326	0	0	2/2	4	1		I.V2	E	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
1294	22.0	327	326	1/2	1/2	2/2	4	1		V43	E	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
1316	16.0	333	332	0	0	2/2	4	1		I.I	E	I		I	I							M	0	0	0, 4, 1		0	0
1332	8.0	337	336	0	0	2/2	4	1		I	E	I		I	I							M	0	0	0, 4, 1		0	0
1340	8.0	339	338	0	0	2/2	4	1		V7	E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
1348	4.0	341	340	0	0	2/2	4	1		I	E	I		I	I							M	0	0	0, 4, 1		0	0
1352	2.0	342	341	0	0	2/2	4	1		IV	E	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
1354	2.0	342	341	1/2	1/2	2/2	4	1		ii6	E	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
1356	8.0	343	342	0	0	2/2	4	1		V/vi	E	I		V/vi	V				vi			M	0	0	4, 8, 5		4	4
1364	4.0	345	344	0	0	2/2	4	1		I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
1368	4.0	346	345	0	0	2/2	4	1		I	E	I		I	I							M	0	0	0, 4, 1		0	0
1372	8.0	347	346	0	0	2/2	4	1		V7	E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
1380	4.0	349	348	0	0	2/2	4	1		I	E	I		I	I							M	0	0	0, 4, 1		0	0
1384	2.0	350	349	0	0	2/2	4	1		IV	E	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
1386	2.0	350	349	1/2	1/2	2/2	4	1		ii	E	I		ii	ii							m	0	0	2, -1, 3		2	2
1388	16.0	351	350	0	0	2/2	4	1		V/vi	E	I		V/vi	V				vi			M	0	0	4, 8, 5		4	4
1404	4.0	355	354	0	0	2/2	4	1		vi64	E	I		vi64	vi		64					m	0	0	4, 3, 0		3	4
1408	4.0	356	355	0	0	2/2	4	1		IV6	E	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
1412	4.0	357	356	0	0	2/2	4	1		V	E	I		V	V							M	0	0	1, 5, 2		1	1
1416	4.0	358	357	0	0	2/2	4	1		V6	E	I		V6	V		6					M	0	0	5, 2, 1		1	5
1420	16.0	359	358	0	0	2/2	4	1		V	E	I		V	V							M	0	0	1, 5, 2		1	1
1436	16.0	363	362	0	0	2/2	4	1		i6	E	I		i6	i		6					m	0	0	-3, 1, 0		0	-3
1452	20.0	367	366	0	0	2/2	4	1		iii.i	E	iii		i	i							m	0	1	0, -3, 1		0	0
1472	4.0	372	371	0	0	2/2	4	1		i64	E	iii		i64	i		64					m	0	1	1, 0, -3		0	1
1476	4.0	373	372	0	0	2/2	4	1		i6	E	iii		i6	i		6					m	0	1	-3, 1, 0		0	-3
1480	10.0	374	373	0	0	2/2	4	1		i	E	iii		i	i							m	0	1	0, -3, 1		0	0
1490	2.0	376	375	1/2	1/2	2/2	4	1		i6	E	iii		i6	i		6					m	0	1	-3, 1, 0		0	-3
1492	8.0	377	376	0	0	2/2	4	1		V7	E	iii		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
1500	4.0	379	378	0	0	2/2	4	1		I.I	E	I		I	I							M	0	0	0, 4, 1		0	0
1504	4.0	380	379	0	0	2/2	4	1		I	E	I		I	I							M	0	0	0, 4, 1		0	0
1508	8.0	381	380	0	0	2/2	4	1		V7	E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
1516	6.0	383	382	0	0	2/2	4	1		I	E	I		I	I							M	0	0	0, 4, 1		0	0
1522	2.0	384	383	1/2	1/2	2/2	4	1		V65/V	E	I		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
1524	2.0	385	384	0	0	2/2	4	1		V	E	I		V	V							M	0	0	1, 5, 2		1	1
1526	1.0	385	384	1/2	1/2	2/2	4	1		V/V	E	I		V/V	V				V			M	0	0	2, 6, 3		2	2
1527	1.0	385	384	3/4	3/4	2/2	4	1		V43	E	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
1528	2.0	386	385	0	0	2/2	4	1		V2	E	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
1530	2.0	386	385	1/2	1/2	2/2	4	1		I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
1532	2.0	387	386	0	0	2/2	4	1		V(64)	E	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
1534	2.0	387	386	1/2	1/2	2/2	4	1		V7	E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
1536	8.0	388	387	0	0	2/2	4	1		I	E	I		I	I							M	0	0	0, 4, 1		0	0
1544	2.0	390	389	0	0	2/2	4	1		IV	E	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
1546	2.0	390	389	1/2	1/2	2/2	4	1		V65/V	E	I		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
1548	2.0	391	390	0	0	2/2	4	1		V	E	I		V	V							M	0	0	1, 5, 2		1	1
