quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
400	3.0	138	134	0	0	3/4	4	1		ii	D	I		ii		ii							m	0	0	2, -1, 3		2	2
403	3.0	139	135	0	0	3/4	4	1		V2(4)	D	I		V2(4)		V		2	4				Mm7	0	0	-1, 1, 0, 2		1	-1
406	2.0	140	136	0	0	3/4	4	1		V2	D	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
408	1.0	140	136	1/2	1/2	3/4	4	1		I6	D	I		I6		I		6					M	0	0	4, 1, 0		0	4
409	2.0	141	137	0	0	3/4	4	1		ii6(2)	D	I		ii6(2)		ii		6	2				m	0	0	-1, 3, 4		2	-1
411	1.0	141	137	1/2	1/2	3/4	4	1		ii6	D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
412	3.0	142	138	0	0	3/4	4	1		V7	D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
415	3.0	143	139	0	0	3/4	4	1		I\\	D	I		I		I						\\	M	0	0	0, 4, 1		0	0
418	3.0	144	140	0	0	3/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
421	5.0	145	141	0	0	3/4	4	1		V6	D	I		V6		V		6					M	0	0	5, 2, 1		1	5
426	1.0	146	142	1/2	1/2	3/4	4	1		V65	D	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
427	1.0	147	143	0	0	3/4	4	1		I(4)	D	I		I(4)		I			4				M	0	0	0, -1, 1		0	0
428	2.0	147	143	1/4	1/4	3/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
430	2.0	148	144	0	0	3/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
432	1.0	148	144	1/2	1/2	3/4	4	1		V7/IV	D	I		V7/IV		V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
433	1.0	149	145	0	0	3/4	4	1		V6(2)/ii	D	I		V6(2)/ii		V		6	2	ii			M	0	0	7, 4, -2		3	7
434	5.0	149	145	1/4	1/4	3/4	4	1		V6/ii	D	I		V6/ii		V		6		ii			M	0	0	7, 4, 3		3	7
439	2.0	151	147	0	0	3/4	4	1		ii	D	I		ii		ii							m	0	0	2, -1, 3		2	2
441	1.0	151	147	1/2	1/2	3/4	4	1		#viio65/ii	D	I		#viio65/ii		#vii	o	65		ii			o7	0	0	4, 1, -2, 7		7	4
442	2.0	152	148	0	0	3/4	4	1		ii6	D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
444	1.0	152	148	1/2	1/2	3/4	4	1		viio7/V	D	I		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
445	1.0	153	149	0	0	3/4	4	1		V[V	D	I	V	V		V							M	0	0	1, 5, 2		1	1
446	2.0	153	149	1/4	1/4	3/4	4	1		I64	D	I	V	I64		I		64					M	0	0	1, 0, 4		0	1
448	1.0	154	150	0	0	3/4	4	1		V6	D	I	V	V6		V		6					M	0	0	5, 2, 1		1	5
449	1.0	154	150	1/4	1/4	3/4	4	1		vi6	D	I	V	vi6		vi		6					m	0	0	0, 4, 3		3	0
450	1.0	154	150	1/2	1/2	3/4	4	1		IV6	D	I	V	IV6		IV		6					M	0	0	3, 0, -1		-1	3
451	1.0	155	151	0	0	3/4	4	1		iii6	D	I	V	iii6		iii		6					m	0	0	1, 5, 4		4	1
452	1.0	155	151	1/4	1/4	3/4	4	1		IV6	D	I	V	IV6		IV		6					M	0	0	3, 0, -1		-1	3
453	1.0	155	151	1/2	1/2	3/4	4	1		ii6	D	I	V	ii6		ii		6					m	0	0	-1, 3, 2		2	-1
454	1.0	156	152	0	0	3/4	4	1		I6	D	I	V	I6		I		6					M	0	0	4, 1, 0		0	4
455	1.0	156	152	1/4	1/4	3/4	4	1		ii6]	D	I	V	ii6		ii		6					m	0	0	-1, 3, 2		2	-1
456	1.0	156	152	1/2	1/2	3/4	4	1		#viio/vi	D	I		#viio/vi		#vii	o			vi			o	0	0	8, 5, 2		8	8
457	3.0	157	153	0	0	3/4	4	1		vi	D	I		vi		vi							m	0	0	3, 0, 4		3	3
460	3.0	158	154	0	0	3/4	4	1		V65/V	D	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
463	3.0	159	155	0	0	3/4	4	1		V[I64	D	I	V	I64		I		64					M	0	0	1, 0, 4		0	1
466	2.0	160	156	0	0	3/4	4	1		V7]	D	I	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
468	1.0	160	156	1/2	1/2	3/4	4	1		#viio/vi	D	I		#viio/vi		#vii	o			vi			o	0	0	8, 5, 2		8	8
469	3.0	161	157	0	0	3/4	4	1		vi	D	I		vi		vi							m	0	0	3, 0, 4		3	3
472	3.0	162	158	0	0	3/4	4	1		V65/V	D	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
475	3.0	163	159	0	0	3/4	4	1		V[I64	D	I	V	I64		I		64					M	0	0	1, 0, 4		0	1
478	3.0	164	160	0	0	3/4	4	1		V7	D	I	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
481	3.0	165	161	0	0	3/4	4	1		I64	D	I	V	I64		I		64					M	0	0	1, 0, 4		0	1
484	1.0	166	162	0	0	3/4	4	1		V2	D	I	V	V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
485	1.0	166	162	1/4	1/4	3/4	4	1		I6]	D	I	V	I6		I		6					M	0	0	4, 1, 0		0	4
486	1.0	166	162	1/2	1/2	3/4	4	1		V2	D	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
487	3.0	167	163	0	0	3/4	4	1		I6	D	I		I6		I		6					M	0	0	4, 1, 0		0	4
490	1.0	168	164	0	0	3/4	4	1		V2	D	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
491	1.0	168	164	1/4	1/4	3/4	4	1		I6	D	I		I6		I		6					M	0	0	4, 1, 0		0	4
492	1.0	168	164	1/2	1/2	3/4	4	1		V43	D	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
493	1.0	169	165	0	0	3/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
494	1.0	169	165	1/4	1/4	3/4	4	1		vi7	D	I		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
495	1.0	169	165	1/2	1/2	3/4	4	1		V(+4)	D	I		V(+4)		V			+4				M	0	0	1, 5, 2	0	1	1
496	1.0	170	166	0	0	3/4	4	1		IV	D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
497	1.0	170	166	1/4	1/4	3/4	4	1		I6(+4)	D	I		I6(+4)		I		6	+4				M	0	0	4, 1, 0	-1	0	4
498	1.0	170	166	1/2	1/2	3/4	4	1		V43	D	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
499	3.0	171	167	0	0	3/4	4	1		I(4+2)	D	I		I(4+2)		I			4+2				M	0	0	0, -1, 1	2	0	0
502	2.0	172	168	0	0	3/4	4	1		I\\	D	I		I		I						\\	M	0	0	0, 4, 1		0	0
