quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
65	4.0	22	22	1/2	1/2	3/4	4	1		viio7/V	F	I		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
69	2.0	24	24	0	0	3/4	4	1		V7(4)	F	I		V7(4)		V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
71	4.0	24	24	1/2	1/2	3/4	4	1		V7	F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
75	2.0	26	26	0	0	3/4	4	1		V7(4)/IV	F	I		V7(4)/IV		V		7	4	IV			Mm7	0	0	0, -1, 1, -2		0	0
77	1.0	26	26	1/2	1/2	3/4	4	1		V7/IV	F	I		V7/IV		V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
78	2.0	27	27	0	0	3/4	4	1		ii6(9#4)	F	I		ii6(9#4)		ii		6	9#4				m	0	0	-1, 8, 2	4	2	-1
80	1.0	27	27	1/2	1/2	3/4	4	1		ii6	F	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
81	3.0	28	28	0	0	3/4	4	1		V7	F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
84	3.0	29	29	0	0	3/4	4	1		I\\	F	I		I		I						\\	M	0	0	0, 4, 1		0	0
87	3.0	30	30	0	0	3/4	4	1		V[I6	F	I	V	I6		I		6					M	0	0	4, 1, 0		0	4
90	1.5	31	31	0	0	3/4	4	1		V64	F	I	V	V64		V		64					M	0	0	2, 1, 5		1	2
183/2	4.5	31	31	3/8	3/8	3/4	4	1		V43	F	I	V	V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
96	1.5	33	33	0	0	3/4	4	1		I6(6)	F	I	V	I6(6)		I		6	6				M	0	0	4, 3, 0		0	4
195/2	4.5	33	33	3/8	3/8	3/4	4	1		I6	F	I	V	I6		I		6					M	0	0	4, 1, 0		0	4
102	1.5	35	35	0	0	3/4	4	1		V2(6)	F	I	V	V2(6)		V		2	6				Mm7	0	0	-1, 1, 5, 4		1	-1
207/2	4.0	35	35	3/8	3/8	3/4	4	1		V2	F	I	V	V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
215/2	0.5	36	36	5/8	5/8	3/4	4	1		V2]	F	I	V	V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
108	3.0	37	37	0	0	3/4	4	1		V65/vi	F	I		V65/vi		V		65		vi			Mm7	0	0	8, 5, 2, 4		4	8
111	3.0	38	38	0	0	3/4	4	1		vi	F	I		vi		vi							m	0	0	3, 0, 4		3	3
114	3.0	39	39	0	0	3/4	4	1		V65/V	F	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
117	3.0	40	40	0	0	3/4	4	1		v.i	F	v		i		i							m	0	1	0, -3, 1		0	0
120	6.0	41	41	0	0	3/4	4	1		VI	F	v		VI		VI							M	0	1	-4, 0, -3		-4	-4
126	6.0	43	43	0	0	3/4	4	1		V43/VI	F	v		V43/VI		V		43		VI			Mm7	0	1	-2, -5, -3, 1		-3	-2
132	1.5	45	45	0	0	3/4	4	1		VI6(6)	F	v		VI6(6)		VI		6	6				M	0	1	0, -1, -4		-4	0
267/2	1.5	45	45	3/8	3/8	3/4	4	1		VI6	F	v		VI6		VI		6					M	0	1	0, -3, -4		-4	0
135	3.0	46	46	0	0	3/4	4	1		viio65/VII	F	v		viio65/VII		vii	o	65		VII			o7	0	1	0, -3, -6, 3		3	0
138	3.0	47	47	0	0	3/4	4	1		#viio65	F	v		#viio65		#vii	o	65					o7	0	1	2, -1, -4, 5		5	2
141	1.0	48	48	0	0	3/4	4	1		i6	F	v		i6		i		6					m	0	1	-3, 1, 0		0	-3
142	1.0	48	48	1/4	1/4	3/4	4	1		iio6	F	v		iio6		ii	o	6					o	0	1	-1, -4, 2		2	-1
143	1.0	48	48	1/2	1/2	3/4	4	1		viio7/V	F	v		viio7/V		vii	o	7		V			o7	0	1	6, 3, 0, -3		6	6
144	2.5	49	49	0	0	3/4	4	1		V	F	v		V		V							M	0	1	1, 5, 2		1	1
293/2	0.5	49	49	5/8	5/8	3/4	4	1		V(64)	F	v		V(64)		V			64				M	0	1	1, 0, -3		1	1
147	2.5	50	50	0	0	3/4	4	1		V	F	v		V		V							M	0	1	1, 5, 2		1	1
299/2	0.5	50	50	5/8	5/8	3/4	4	1		V(64)	F	v		V(64)		V			64				M	0	1	1, 0, -3		1	1
150	2.5	51	51	0	0	3/4	4	1		V	F	v		V		V							M	0	1	1, 5, 2		1	1
305/2	0.5	51	51	5/8	5/8	3/4	4	1		V(64)	F	v		V(64)		V			64				M	0	1	1, 0, -3		1	1
153	2.5	52	52	0	0	3/4	4	1		V	F	v		V		V							M	0	1	1, 5, 2		1	1
311/2	0.5	52	52	5/8	5/8	3/4	4	1		V(64)	F	v		V(64)		V			64				M	0	1	1, 0, -3		1	1
156	2.25	53	53	0	0	3/4	4	1		V	F	v		V		V							M	0	1	1, 5, 2		1	1
633/4	0.75	53	53	9/16	9/16	3/4	4	1		i	F	v		i		i							m	0	1	0, -3, 1		0	0
159	3.0	54	54	0	0	3/4	4	1		V	F	v		V		V							M	0	1	1, 5, 2		1	1
162	1.5	55	55	0	0	3/4	4	1		V\\	F	v		V		V						\\	M	0	1	1, 5, 2		1	1
327/2	1.5	55	55	3/8	3/8	3/4	4	1		V.V	F	V		V		V							M	0	0	1, 5, 2		1	1
165	3.0	56	56	0	0	3/4	4	1		@none	F	V		@none		@none							m	0	0				
168	3.0	57	57	0	0	3/4	4	1		ii	F	V		ii		ii							m	0	0	2, -1, 3		2	2
171	2.0	58	58	0	0	3/4	4	1		V	F	V		V		V							M	0	0	1, 5, 2		1	1
173	1.0	58	58	1/2	1/2	3/4	4	1		V2	F	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
174	1.0	59	59	0	0	3/4	4	1		I6	F	V		I6		I		6					M	0	0	4, 1, 0		0	4
175	1.0	59	59	1/4	1/4	3/4	4	1		viio6	F	V		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
176	1.0	59	59	1/2	1/2	3/4	4	1		I	F	V		I		I							M	0	0	0, 4, 1		0	0
177	1.0	60	60	0	0	3/4	4	1		viio(64)	F	V		viio(64)		vii	o		64				o	0	0	5, 4, 1		5	5
178	1.0	60	60	1/4	1/4	3/4	4	1		viio	F	V		viio		vii	o						o	0	0	5, 2, -1		5	5
179	1.0	60	60	1/2	1/2	3/4	4	1		@none	F	V		@none		@none							m	0	0				
180	3.0	61	61	0	0	3/4	4	1		viio	F	V		viio		vii	o						o	0	0	5, 2, -1		5	5
183	2.0	62	62	0	0	3/4	4	1		V65/vi	F	V		V65/vi		V		65		vi			Mm7	0	0	8, 5, 2, 4		4	8
185	1.0	62	62	1/2	1/2	3/4	4	1		viio64/vi	F	V		viio64/vi		vii	o	64		vi			o	0	0	-5, 1, -2		1	-5
186	1.0	63	63	0	0	3/4	4	1		vi6	F	V		vi6		vi		6					m	0	0	0, 4, 3		3	0
187	1.0	63	63	1/4	1/4	3/4	4	1		vi	F	V		vi		vi							m	0	0	3, 0, 4		3	3
188	1.0	63	63	1/2	1/2	3/4	4	1		V7/V	F	V		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
189	1.0	64	64	0	0	3/4	4	1		V(94)	F	V		V(94)		V			94				M	0	0	1, 0, 2	3	1	1
190	0.5	64	64	1/4	1/4	3/4	4	1		V\\	F	V		V		V						\\	M	0	0	1, 5, 2		1	1
381/2	1.5	64	64	3/8	3/8	3/4	4	1		@none	F	V		@none		@none							m	0	0				
192	3.0	65	65	0	0	3/4	4	1		ii	F	V		ii		ii							m	0	0	2, -1, 3		2	2
195	2.0	66	66	0	0	3/4	4	1		V	F	V		V		V							M	0	0	1, 5, 2		1	1
197	1.0	66	66	1/2	1/2	3/4	4	1		V65	F	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
198	1.0	67	67	0	0	3/4	4	1		I	F	V		I		I							M	0	0	0, 4, 1		0	0
199	1.0	67	67	1/4	1/4	3/4	4	1		V43	F	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
200	1.0	67	67	1/2	1/2	3/4	4	1		I6	F	V		I6		I		6					M	0	0	4, 1, 0		0	4
201	1.0	68	68	0	0	3/4	4	1		viio43(2)	F	V		viio43(2)		vii	o	43	2				o7	0	0	-1, -4, 0, 2		5	-1
202	1.0	68	68	1/4	1/4	3/4	4	1		viio43\\	F	V		viio43		vii	o	43				\\	o7	0	0	-1, -4, 5, 2		5	-1
203	1.0	68	68	1/2	1/2	3/4	4	1		@none	F	V		@none		@none							m	0	0				
204	4.0	69	69	0	0	3/4	4	1		viio7	F	V		viio7		vii	o	7					o7	0	0	5, 2, -1, -4		5	5
208	1.0	70	70	1/4	1/4	3/4	4	1		i	F	V		i		i							m	0	0	0, -3, 1		0	0
209	1.0	70	70	1/2	1/2	3/4	4	1		viio7/V	F	V		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
210	2.0	71	71	0	0	3/4	4	1		V(b64)	F	V		V(b64)		V			b64				M	0	0	1, 0, -3		1	1
212	1.0	71	71	1/2	1/2	3/4	4	1		V7	F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
213	3.0	72	72	0	0	3/4	4	1		I\\	F	V		I		I						\\	M	0	0	0, 4, 1		0	0
216	3.0	73	73	0	0	3/4	4	1		I	F	V		I		I							M	0	0	0, 4, 1		0	0
219	6.0	74	74	0	0	3/4	4	1		V43	F	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
225	3.0	76	76	0	0	3/4	4	1		#viio65/ii	F	V		#viio65/ii		#vii	o	65		ii			o7	0	0	4, 1, -2, 7		7	4
228	3.0	77	77	0	0	3/4	4	1		viio	F	V		viio		vii	o						o	0	0	5, 2, -1		5	5
231	12.0	78	78	0	0	3/4	4	1		ii6	F	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
243	3.0	82	82	0	0	3/4	4	1		V	F	V		V		V							M	0	0	1, 5, 2		1	1
246	3.0	83	83	0	0	3/4	4	1		V7	F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
249	1.0	84	84	0	0	3/4	4	1		I\\	F	V		I		I						\\	M	0	0	0, 4, 1		0	0
250	1.5	84	84	1/4	1/4	3/4	4	1		I6	F	V		I6		I		6					M	0	0	4, 1, 0		0	4
503/2	1.0	84	84	5/8	5/8	3/4	4	1		V64	F	V		V64		V		64					M	0	0	2, 1, 5		1	2
505/2	1.0	85	85	1/8	1/8	3/4	4	1		viio	F	V		viio		vii	o						o	0	0	5, 2, -1		5	5
507/2	1.0	85	85	3/8	3/8	3/4	4	1		I	F	V		I		I							M	0	0	0, 4, 1		0	0
509/2	1.0	85	85	5/8	5/8	3/4	4	1		IV	F	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
511/2	2.0	86	86	1/8	1/8	3/4	4	1		I6	F	V		I6		I		6					M	0	0	4, 1, 0		0	4
515/2	1.0	86	86	5/8	5/8	3/4	4	1		viio6	F	V		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
517/2	5.5	87	87	1/8	1/8	3/4	4	1		viio	F	V		viio		vii	o						o	0	0	5, 2, -1		5	5
264	3.0	89	89	0	0	3/4	4	1		I	F	V		I		I							M	0	0	0, 4, 1		0	0
267	4.0	90	90	0	0	3/4	4	1		V65/V	F	V		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
271	1.0	91	91	1/4	1/4	3/4	4	1		V(64)	F	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
272	1.0	91	91	1/2	1/2	3/4	4	1		V7	F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
273	1.0	92	92	0	0	3/4	4	1		I\\	F	V		I		I						\\	M	0	0	0, 4, 1		0	0
274	1.5	92	92	1/4	1/4	3/4	4	1		I6	F	V		I6		I		6					M	0	0	4, 1, 0		0	4
551/2	1.0	92	92	5/8	5/8	3/4	4	1		viio6	F	V		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
553/2	1.0	93	93	1/8	1/8	3/4	4	1		viio	F	V		viio		vii	o						o	0	0	5, 2, -1		5	5
555/2	1.0	93	93	3/8	3/8	3/4	4	1		I	F	V		I		I							M	0	0	0, 4, 1		0	0
557/2	1.0	93	93	5/8	5/8	3/4	4	1		IV	F	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
559/2	2.0	94	94	1/8	1/8	3/4	4	1		I6	F	V		I6		I		6					M	0	0	4, 1, 0		0	4
563/2	1.0	94	94	5/8	5/8	3/4	4	1		viio6	F	V		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
565/2	5.5	95	95	1/8	1/8	3/4	4	1		viio	F	V		viio		vii	o						o	0	0	5, 2, -1		5	5
288	3.0	97	97	0	0	3/4	4	1		i	F	V		i		i							m	0	0	0, -3, 1		0	0
291	3.0	98	98	0	0	3/4	4	1		bVI	F	V		bVI		bVI							M	0	0	-4, 0, -3		-4	-4
294	2.0	99	99	0	0	3/4	4	1		viio7/V	F	V		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
296	1.0	99	99	1/2	1/2	3/4	4	1		Ger6/vi	F	V		Ger6/vi	Ger	vii	o	65	b3	V/vi			Ger	0	0	-1, 3, 0, 9		9	-1
297	1.0	100	100	0	0	3/4	4	1		vi64	F	V		vi64		vi		64					m	0	0	4, 3, 0		3	4
298	1.0	100	100	1/4	1/4	3/4	4	1		ii	F	V		ii		ii							m	0	0	2, -1, 3		2	2
299	1.0	100	100	1/2	1/2	3/4	4	1		V7	F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
300	6.0	101	101	0	0	3/4	4	1		I[I64	F	V	I	I64		I		64					M	0	0	1, 0, 4		0	1
306	6.0	103	103	0	0	3/4	4	1		V7	F	V	I	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
312	6.0	105	105	0	0	3/4	4	1		I64	F	V	I	I64		I		64					M	0	0	1, 0, 4		0	1
318	6.0	107	107	0	0	3/4	4	1		V7	F	V	I	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
324	1.0	109	109	0	0	3/4	4	1		I64	F	V	I	I64		I		64					M	0	0	1, 0, 4		0	1
325	2.0	109	109	1/4	1/4	3/4	4	1		I]	F	V	I	I		I							M	0	0	0, 4, 1		0	0
327	12.0	110	110	0	0	3/4	4	1		I	F	V		I		I							M	0	0	0, 4, 1		0	0
339	3.0	114	114	0	0	3/4	4	1		I\\	F	V		I		I						\\	M	0	0	0, 4, 1		0	0
342	12.0	115	115	0	0	3/4	4	1		III.I	F	III		I		I							M	0	0	0, 4, 1		0	0
354	3.0	119	119	0	0	3/4	4	1		IV.I	F	IV		I		I							M	0	0	0, 4, 1		0	0
357	3.0	120	120	0	0	3/4	4	1		I64	F	IV		I64		I		64					M	0	0	1, 0, 4		0	1
360	3.0	121	121	0	0	3/4	4	1		IV64	F	IV		IV64		IV		64					M	0	0	0, -1, 3		-1	0
363	6.0	122	122	0	0	3/4	4	1		IV6	F	IV		IV6		IV		6					M	0	0	3, 0, -1		-1	3
369	6.0	124	124	0	0	3/4	4	1		viio	F	IV		viio		vii	o						o	0	0	5, 2, -1		5	5
375	3.0	126	126	0	0	3/4	4	1		I	F	IV		I		I							M	0	0	0, 4, 1		0	0
378	6.0	127	127	0	0	3/4	4	1		vi.#viio	F	vi		#viio		#vii	o						o	0	1	5, 2, -1		5	5
384	6.0	129	129	0	0	3/4	4	1		#viio7	F	vi		#viio7		#vii	o	7					o7	0	1	5, 2, -1, -4		5	5
390	1.0	131	131	0	0	3/4	4	1		#viio65	F	vi		#viio65		#vii	o	65					o7	0	1	2, -1, -4, 5		5	2
391	1.0	131	131	1/4	1/4	3/4	4	1		#viio7	F	vi		#viio7		#vii	o	7					o7	0	1	5, 2, -1, -4		5	5
392	1.0	131	131	1/2	1/2	3/4	4	1		i	F	vi		i		i							m	0	1	0, -3, 1		0	0
393	2.0	132	132	0	0	3/4	4	1		#viio65	F	vi		#viio65		#vii	o	65					o7	0	1	2, -1, -4, 5		5	2
395	1.0	132	132	1/2	1/2	3/4	4	1		i6	F	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
396	2.5	133	133	0	0	3/4	4	1		#viio43	F	vi		#viio43		#vii	o	43					o7	0	1	-1, -4, 5, 2		5	-1
797/2	0.5	133	133	5/8	5/8	3/4	4	1		i6	F	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
399	2.5	134	134	0	0	3/4	4	1		#viio43	F	vi		#viio43		#vii	o	43					o7	0	1	-1, -4, 5, 2		5	-1
803/2	0.5	134	134	5/8	5/8	3/4	4	1		i6	F	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
402	3.0	135	135	0	0	3/4	4	1		@none	F	vi		@none		@none							m	0	1				
405	1.0	136	136	0	0	3/4	4	1		ii.#viio2	F	ii		#viio2		#vii	o	2					o7	0	1	-4, 5, 2, -1		5	-4
406	2.0	136	136	1/4	1/4	3/4	4	1		@none	F	ii		@none		@none							m	0	1				
408	1.0	137	137	0	0	3/4	4	1		#viio7	F	ii		#viio7		#vii	o	7					o7	0	1	5, 2, -1, -4		5	5
409	1.0	137	137	1/4	1/4	3/4	4	1		VI6	F	ii		VI6		VI		6					M	0	1	0, -3, -4		-4	0
410	1.0	137	137	1/2	1/2	3/4	4	1		V65/ii	F	ii		V65/ii		V		65		ii			Mm7	0	1	7, 4, 1, 3		3	7
411	2.0	138	138	0	0	3/4	4	1		#viio65	F	ii		#viio65		#vii	o	65					o7	0	1	2, -1, -4, 5		5	2
413	1.0	138	138	1/2	1/2	3/4	4	1		i6	F	ii		i6		i		6					m	0	1	-3, 1, 0		0	-3
414	2.5	139	139	0	0	3/4	4	1		#viio43	F	ii		#viio43		#vii	o	43					o7	0	1	-1, -4, 5, 2		5	-1
833/2	0.5	139	139	5/8	5/8	3/4	4	1		i6	F	ii		i6		i		6					m	0	1	-3, 1, 0		0	-3
417	2.5	140	140	0	0	3/4	4	1		#viio43	F	ii		#viio43		#vii	o	43					o7	0	1	-1, -4, 5, 2		5	-1
839/2	0.5	140	140	5/8	5/8	3/4	4	1		i6	F	ii		i6		i		6					m	0	1	-3, 1, 0		0	-3
420	3.0	141	141	0	0	3/4	4	1		@none	F	ii		@none		@none							m	0	1				
423	1.0	142	142	0	0	3/4	4	1		v.#viio2	F	v		#viio2		#vii	o	2					o7	0	1	-4, 5, 2, -1		5	-4
424	1.0	142	142	1/4	1/4	3/4	4	1		@none	F	v		@none		@none							m	0	1				
425	1.0	142	142	1/2	1/2	3/4	4	1		V2/ii	F	v		V2/ii		V		2		ii			Mm7	0	1	1, 3, 7, 4		3	1
426	1.0	143	143	0	0	3/4	4	1		#viio7	F	v		#viio7		#vii	o	7					o7	0	1	5, 2, -1, -4		5	5
427	1.0	143	143	1/4	1/4	3/4	4	1		VI6	F	v		VI6		VI		6					M	0	1	0, -3, -4		-4	0
428	1.0	143	143	1/2	1/2	3/4	4	1		#viio/ii	F	v		#viio/ii		#vii	o			ii			o	0	1	7, 4, 1		7	7
429	1.0	144	144	0	0	3/4	4	1		V43	F	v		V43		V		43					Mm7	0	1	2, -1, 1, 5		1	2
430	1.0	144	144	1/4	1/4	3/4	4	1		iio6	F	v		iio6		ii	o	6					o	0	1	-1, -4, 2		2	-1
431	1.0	144	144	1/2	1/2	3/4	4	1		VIM43	F	v		VIM43		VI	M	43					MM7	0	1	-3, 1, -4, 0		-4	-3
432	2.5	145	145	0	0	3/4	4	1		#viio65	F	v		#viio65		#vii	o	65					o7	0	1	2, -1, -4, 5		5	2
869/2	0.5	145	145	5/8	5/8	3/4	4	1		i6	F	v		i6		i		6					m	0	1	-3, 1, 0		0	-3
435	2.5	146	146	0	0	3/4	4	1		#viio65	F	v		#viio65		#vii	o	65					o7	0	1	2, -1, -4, 5		5	2
875/2	0.5	146	146	5/8	5/8	3/4	4	1		i6	F	v		i6		i		6					m	0	1	-3, 1, 0		0	-3
438	2.5	147	147	0	0	3/4	4	1		i.#viio43	F	i		#viio43		#vii	o	43					o7	0	1	-1, -4, 5, 2		5	-1
881/2	0.5	147	147	5/8	5/8	3/4	4	1		i6	F	i		i6		i		6					m	0	1	-3, 1, 0		0	-3
441	2.5	148	148	0	0	3/4	4	1		#viio43	F	i		#viio43		#vii	o	43					o7	0	1	-1, -4, 5, 2		5	-1
887/2	0.5	148	148	5/8	5/8	3/4	4	1		i6	F	i		i6		i		6					m	0	1	-3, 1, 0		0	-3
444	2.5	149	149	0	0	3/4	4	1		iv.viio43	F	iv		viio43		vii	o	43					o7	0	1	-8, -11, -2, -5		-2	-8
893/2	0.5	149	149	5/8	5/8	3/4	4	1		i6	F	iv		i6		i		6					m	0	1	-3, 1, 0		0	-3
447	2.5	150	150	0	0	3/4	4	1		viio43	F	iv		viio43		vii	o	43					o7	0	1	-8, -11, -2, -5		-2	-8
899/2	0.5	150	150	5/8	5/8	3/4	4	1		i6	F	iv		i6		i		6					m	0	1	-3, 1, 0		0	-3
450	12.0	151	151	0	0	3/4	4	1		i	F	iv		i		i							m	0	1	0, -3, 1		0	0
462	3.0	155	155	0	0	3/4	4	1		VI	F	iv		VI		VI							M	0	1	-4, 0, -3		-4	-4
465	3.0	156	156	0	0	3/4	4	1		i6	F	iv		i6		i		6					m	0	1	-3, 1, 0		0	-3
468	3.0	157	157	0	0	3/4	4	1		i	F	iv		i		i							m	0	1	0, -3, 1		0	0
471	1.0	158	158	0	0	3/4	4	1		VI	F	iv		VI		VI							M	0	1	-4, 0, -3		-4	-4
472	1.0	158	158	1/4	1/4	3/4	4	1		i64	F	iv		i64		i		64					m	0	1	1, 0, -3		0	1
473	1.0	158	158	1/2	1/2	3/4	4	1		V65/V	F	iv		V65/V		V		65		V			Mm7	0	1	6, 3, 0, 2		2	6
474	3.0	159	159	0	0	3/4	4	1		i.i	F	i		i		i							m	0	1	0, -3, 1		0	0
477	9.0	160	160	0	0	3/4	4	1		i6	F	i		i6		i		6					m	0	1	-3, 1, 0		0	-3
486	3.0	163	163	0	0	3/4	4	1		VI	F	i		VI		VI							M	0	1	-4, 0, -3		-4	-4
489	3.0	164	164	0	0	3/4	4	1		i6	F	i		i6		i		6					m	0	1	-3, 1, 0		0	-3
492	2.0	165	165	0	0	3/4	4	1		i	F	i		i		i							m	0	1	0, -3, 1		0	0
494	2.0	165	165	1/2	1/2	3/4	4	1		VI	F	i		VI		VI							M	0	1	-4, 0, -3		-4	-4
496	1.0	166	166	1/4	1/4	3/4	4	1		i64	F	i		i64		i		64					m	0	1	1, 0, -3		0	1
497	1.0	166	166	1/2	1/2	3/4	4	1		viio7/V	F	i		viio7/V		vii	o	7		V			o7	0	1	6, 3, 0, -3		6	6
498	3.0	167	167	0	0	3/4	4	1		I.V	F	I		V		V							M	0	0	1, 5, 2		1	1
501	3.0	168	168	0	0	3/4	4	1		V6	F	I		V6		V		6					M	0	0	5, 2, 1		1	5
504	3.0	169	169	0	0	3/4	4	1		V64	F	I		V64		V		64					M	0	0	2, 1, 5		1	2
507	3.0	170	170	0	0	3/4	4	1		V	F	I		V		V							M	0	0	1, 5, 2		1	1
510	3.0	171	171	0	0	3/4	4	1		V7	F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
513	4.0	172	172	0	0	3/4	4	1		V	F	I		V		V							M	0	0	1, 5, 2		1	1
517	8.0	173	173	1/4	1/4	3/4	4	1		V7	F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
525	2.0	176	176	0	0	3/4	4	1		V	F	I		V		V							M	0	0	1, 5, 2		1	1
527	4.0	176	176	1/2	1/2	3/4	4	1		V7	F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
531	3.0	178	178	0	0	3/4	4	1		V	F	I		V		V							M	0	0	1, 5, 2		1	1
534	3.0	179	179	0	0	3/4	4	1		I	F	I		I		I							M	0	0	0, 4, 1		0	0
537	3.0	180	180	0	0	3/4	4	1		V	F	I		V		V							M	0	0	1, 5, 2		1	1
