quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
745	1.0	187	187	1/4	1/4	4/4	4	1		V7/ii		F	bVI		V7/ii		V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
746	4.0	187	187	1/2	1/2	4/4	4	1		ii6		F	bVI		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
750	6.0	188	188	1/2	1/2	4/4	4	1		V/vi		F	bVI		V/vi		V				vi			M	0	0	4, 8, 5		4	4
756	6.0	190	190	0	0	4/4	4	1		vi		F	bVI		vi		vi							m	0	0	3, 0, 4		3	3
762	2.0	191	191	1/2	1/2	4/4	4	1		V65/vi		F	bVI		V65/vi		V		65		vi			Mm7	0	0	8, 5, 2, 4		4	8
764	2.0	192	192	0	0	4/4	4	1		vi		F	bVI		vi		vi							m	0	0	3, 0, 4		3	3
766	4.0	192	192	1/2	1/2	4/4	4	1		I		F	bVI		I		I							M	0	0	0, 4, 1		0	0
770	2.0	193	193	1/2	1/2	4/4	4	1		bVII		F	bVI		bVII		bVII							M	0	0	-2, 2, -1		-2	-2
772	2.0	194	194	0	0	4/4	4	1		#io7		F	bVI		#io7		#i	o	7					o7	0	0	7, 4, 1, -2		7	7
774	2.0	194	194	1/2	1/2	4/4	4	1		#io65		F	bVI		#io65		#i	o	65					o7	0	0	4, 1, -2, 7		7	4
776	2.0	195	195	0	0	4/4	4	1		ii		F	bVI		ii		ii							m	0	0	2, -1, 3		2	2
778	2.0	195	195	1/2	1/2	4/4	4	1		ii6		F	bVI		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
780	2.0	196	196	0	0	4/4	4	1		#io6(7)		F	bVI		#io6(7)		#i	o	6	7				o	0	0	4, 1, 5		7	4
782	2.0	196	196	1/2	1/2	4/4	4	1		#io6		F	bVI		#io6		#i	o	6					o	0	0	4, 1, 7		7	4
784	2.0	197	197	0	0	4/4	4	1		ii6		F	bVI		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
786	2.0	197	197	1/2	1/2	4/4	4	1		bVII		F	bVI		bVII		bVII							M	0	0	-2, 2, -1		-2	-2
788	2.0	198	198	0	0	4/4	4	1		#vo7		F	bVI		#vo7		#v	o	7					o7	0	0	8, 5, 2, -1		8	8
790	4.0	198	198	1/2	1/2	4/4	4	1		vi		F	bVI		vi		vi							m	0	0	3, 0, 4		3	3
794	2.0	199	199	1/2	1/2	4/4	4	1		V65/vi		F	bVI		V65/vi		V		65		vi			Mm7	0	0	8, 5, 2, 4		4	8
796	2.0	200	200	0	0	4/4	4	1		vi(9)		F	bVI		vi(9)		vi			9				m	0	0	3, 0, 4	5	3	3
798	4.0	200	200	1/2	1/2	4/4	4	1		vi6		F	bVI		vi6		vi		6					m	0	0	0, 4, 3		3	0
802	2.0	201	201	1/2	1/2	4/4	4	1		V/iii		F	bVI		V/iii		V				iii			M	0	0	5, 9, 6		5	5
804	4.0	202	202	0	0	4/4	4	1		V7/iii		F	bVI		V7/iii		V		7		iii			Mm7	0	0	5, 9, 6, 3		5	5
808	2.0	203	203	0	0	4/4	4	1		iii(4)		F	bVI		iii(4)		iii			4				m	0	0	4, 3, 5		4	4
810	4.0	203	203	1/2	1/2	4/4	4	1		iii6		F	bVI		iii6		iii		6					m	0	0	1, 5, 4		4	1
814	2.0	204	204	1/2	1/2	4/4	4	1		V2/iii		F	bVI		V2/iii		V		2		iii			Mm7	0	0	3, 5, 9, 6		5	3
816	2.0	205	205	0	0	4/4	4	1		iii6(7)		F	bVI		iii6(7)		iii		6	7				m	0	0	1, 5, 2		4	1
818	2.0	205	205	1/2	1/2	4/4	4	1		iii64		F	bVI		iii64		iii		64					m	0	0	5, 4, 1		4	5
820	2.0	206	206	0	0	4/4	4	1		IV6(7)		F	bVI		IV6(7)		IV		6	7				M	0	0	3, 0, 4		-1	3
822	2.0	206	206	1/2	1/2	4/4	4	1		IV64		F	bVI		IV64		IV		64					M	0	0	0, -1, 3		-1	0
824	2.0	207	207	0	0	4/4	4	1		III7(4)		F	bVI		III7(4)		III		7	4				Mm7	0	0	4, 3, 5, 2		4	4
826	4.0	207	207	1/2	1/2	4/4	4	1		III7		F	bVI		III7		III		7					Mm7	0	0	4, 8, 5, 2		4	4
830	2.0	208	208	1/2	1/2	4/4	4	1		V.viio64		F	V		viio64		vii	o	64					o	0	0	-1, 5, 2		5	-1
832	2.0	209	209	0	0	4/4	4	1		I6(7)		F	V		I6(7)		I		6	7				M	0	0	4, 1, 5		0	4
834	2.0	209	209	1/2	1/2	4/4	4	1		I64		F	V		I64		I		64					M	0	0	1, 0, 4		0	1
836	20.0	210	210	0	0	4/4	4	1		viio43		F	V		viio43		vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
856	7.0	215	215	0	0	4/4	4	1		viio7		F	V		viio7		vii	o	7					o7	0	0	5, 2, -1, -4		5	5
863	2.0	216	216	3/4	3/4	4/4	4	1		viio2		F	V		viio2		vii	o	2					o7	0	0	-4, 5, 2, -1		5	-4
865	7.0	217	217	1/4	1/4	4/4	4	1		V[V		F	V	V	V		V							M	0	0	1, 5, 2		1	1
872	4.0	219	219	0	0	4/4	4	1		V64		F	V	V	V64		V		64					M	0	0	2, 1, 5		1	2
876	4.0	220	220	0	0	4/4	4	1		I6		F	V	V	I6		I		6					M	0	0	4, 1, 0		0	4
880	4.0	221	221	0	0	4/4	4	1		V]		F	V	V	V		V							M	0	0	1, 5, 2		1	1
884	4.0	222	222	0	0	4/4	4	1		I		F	V		I		I							M	0	0	0, 4, 1		0	0
888	4.0	223	223	0	0	4/4	4	1		vio65		F	V		vio65		vi	o	65					o7	0	0	0, -3, -6, 3		3	0
892	3.0	224	224	0	0	4/4	4	1		v		F	V		v		v							m	0	0	1, -2, 2		1	1
895	1.0	224	224	3/4	3/4	4/4	4	1		i		F	V		i		i							m	0	0	0, -3, 1		0	0
896	3.0	225	225	0	0	4/4	4	1		v6		F	V		v6		v		6					m	0	0	-2, 2, 1		1	-2
899	1.0	225	225	3/4	3/4	4/4	4	1		v		F	V		v		v							m	0	0	1, -2, 2		1	1
900	3.0	226	226	0	0	4/4	4	1		V/V		F	V		V/V		V				V			M	0	0	2, 6, 3		2	2
903	1.0	226	226	3/4	3/4	4/4	4	1		v		F	V		v		v							m	0	0	1, -2, 2		1	1
904	3.0	227	227	0	0	4/4	4	1		ii6		F	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
907	1.0	227	227	3/4	3/4	4/4	4	1		ii		F	V		ii		ii							m	0	0	2, -1, 3		2	2
908	3.0	228	228	0	0	4/4	4	1		V/ii		F	V		V/ii		V				ii			M	0	0	3, 7, 4		3	3
911	1.0	228	228	3/4	3/4	4/4	4	1		ii64		F	V		ii64		ii		64					m	0	0	3, 2, -1		2	3
912	3.0	229	229	0	0	4/4	4	1		vi		F	V		vi		vi							m	0	0	3, 0, 4		3	3
915	1.0	229	229	3/4	3/4	4/4	4	1		vi64		F	V		vi64		vi		64					m	0	0	4, 3, 0		3	4
916	3.0	230	230	0	0	4/4	4	1		V/vi		F	V		V/vi		V				vi			M	0	0	4, 8, 5		4	4
919	1.0	230	230	3/4	3/4	4/4	4	1		vi		F	V		vi		vi							m	0	0	3, 0, 4		3	3
920	3.0	231	231	0	0	4/4	4	1		iii6		F	V		iii6		iii		6					m	0	0	1, 5, 4		4	1
923	1.0	231	231	3/4	3/4	4/4	4	1		iii		F	V		iii		iii							m	0	0	4, 1, 5		4	4
924	14.0	232	232	0	0	4/4	4	1		I.V7		F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
938	2.0	235	235	1/2	1/2	4/4	4	1		V[V6		F	I	V	V6		V		6					M	0	0	5, 2, 1		1	5
940	3.0	236	236	0	0	4/4	4	1		viio		F	I	V	viio		vii	o						o	0	0	5, 2, -1		5	5
943	2.0	236	236	3/4	3/4	4/4	4	1		I		F	I	V	I		I							M	0	0	0, 4, 1		0	0
945	2.0	237	237	1/4	1/4	4/4	4	1		viio		F	I	V	viio		vii	o						o	0	0	5, 2, -1		5	5
947	2.0	237	237	3/4	3/4	4/4	4	1		I6		F	I	V	I6		I		6					M	0	0	4, 1, 0		0	4
949	1.0	238	238	1/4	1/4	4/4	4	1		IV		F	I	V	IV		IV							M	0	0	-1, 3, 0		-1	-1
950	2.0	238	238	1/2	1/2	4/4	4	1		I64		F	I	V	I64		I		64					M	0	0	1, 0, 4		0	1
952	4.0	239	239	0	0	4/4	4	1		viio		F	I	V	viio		vii	o						o	0	0	5, 2, -1		5	5
956	8.0	240	240	0	0	4/4	4	1		viio]		F	I	V	viio		vii	o						o	0	0	5, 2, -1		5	5
964	4.0	242	242	0	0	4/4	4	1		I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
968	1.0	243	243	0	0	4/4	4	1		IV		F	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
969	1.0	243	243	1/4	1/4	4/4	4	1		IV6		F	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
970	2.0	243	243	1/2	1/2	4/4	4	1		I64		F	I		I64		I		64					M	0	0	1, 0, 4		0	1
972	1.0	244	244	0	0	4/4	4	1		IV6		F	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
973	1.0	244	244	1/4	1/4	4/4	4	1		IV		F	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
974	2.0	244	244	1/2	1/2	4/4	4	1		I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
976	1.0	245	245	0	0	4/4	4	1		IV		F	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
977	1.0	245	245	1/4	1/4	4/4	4	1		IV6		F	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
978	2.0	245	245	1/2	1/2	4/4	4	1		viio65/V		F	I		viio65/V		vii	o	65		V			o7	0	0	3, 0, -3, 6		6	3
980	2.0	246	246	0	0	4/4	4	1		#viio7/vi		F	I		#viio7/vi		#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
982	2.0	246	246	1/2	1/2	4/4	4	1		#viio65/vi		F	I		#viio65/vi		#vii	o	65		vi			o7	0	0	5, 2, -1, 8		8	5
984	1.0	247	247	0	0	4/4	4	1		#viio2/vii		F	I		#viio2/vii		#vii	o	2		vii			o7	0	0	1, 10, 7, 4		10	1
985	1.0	247	247	1/4	1/4	4/4	4	1		#viio7/vii		F	I		#viio7/vii		#vii	o	7		vii			o7	0	0	10, 7, 4, 1		10	10
986	2.0	247	247	1/2	1/2	4/4	4	1		viio43/V		F	I		viio43/V		vii	o	43		V			o7	0	0	0, -3, 6, 3		6	0
988	1.0	248	248	0	0	4/4	4	1		viio		F	I		viio		vii	o						o	0	0	5, 2, -1		5	5
989	1.0	248	248	1/4	1/4	4/4	4	1		#viio64/vi		F	I		#viio64/vi		#vii	o	64		vi			o	0	0	2, 8, 5		8	2
990	2.0	248	248	1/2	1/2	4/4	4	1		#viio7/vii		F	I		#viio7/vii		#vii	o	7		vii			o7	0	0	10, 7, 4, 1		10	10
992	1.0	249	249	0	0	4/4	4	1		#viio7/ii		F	I		#viio7/ii		#vii	o	7		ii			o7	0	0	7, 4, 1, -2		7	7
993	1.0	249	249	1/4	1/4	4/4	4	1		#viio64/ii		F	I		#viio64/ii		#vii	o	64		ii			o	0	0	1, 7, 4		7	1
994	2.0	249	249	1/2	1/2	4/4	4	1		#viio43/iii		F	I		#viio43/iii		#vii	o	43		iii			o7	0	0	3, 0, 9, 6		9	3
996	8.0	250	250	0	0	4/4	4	1		#viio65/iii		F	I		#viio65/iii		#vii	o	65		iii			o7	0	0	6, 3, 0, 9		9	6
1004	4.0	252	252	0	0	4/4	4	1		iii6		F	I		iii6		iii		6					m	0	0	1, 5, 4		4	1
1008	4.0	253	253	0	0	4/4	4	1		V		F	I		V		V							M	0	0	1, 5, 2		1	1
1012	20.0	254	254	0	0	4/4	4	1		I64		F	I		I64		I		64					M	0	0	1, 0, 4		0	1
1032	4.0	259	259	0	0	4/4	4	1		I		F	I		I		I							M	0	0	0, 4, 1		0	0
1036	2.0	260	260	0	0	4/4	4	1		I64		F	I		I64		I		64					M	0	0	1, 0, 4		0	1
1038	34.0	260	260	1/2	1/2	4/4	4	1		V43		F	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
1072	16.0	269	269	0	0	4/4	4	1		viio2/IV		F	I		viio2/IV		vii	o	2		IV			o7	0	0	-5, 4, 1, -2		4	-5
1088	24.0	273	273	0	0	4/4	4	1		bVI.V2		F	bVI		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
1112	4.0	279	279	0	0	4/4	4	1		I6		F	bVI		I6		I		6					M	0	0	4, 1, 0		0	4
1116	8.0	280	280	0	0	4/4	4	1		I		F	bVI		I		I							M	0	0	0, 4, 1		0	0
1124	4.0	282	282	0	0	4/4	4	1		V65		F	bVI		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
1128	4.0	283	283	0	0	4/4	4	1		I6		F	bVI		I6		I		6					M	0	0	4, 1, 0		0	4
1132	8.0	284	284	0	0	4/4	4	1		I		F	bVI		I		I							M	0	0	0, 4, 1		0	0
1140	4.0	286	286	0	0	4/4	4	1		V65		F	bVI		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
1144	3.0	287	287	0	0	4/4	4	1		I		F	bVI		I		I							M	0	0	0, 4, 1		0	0
1147	1.0	287	287	3/4	3/4	4/4	4	1		vi6		F	bVI		vi6		vi		6					m	0	0	0, 4, 3		3	0
1148	4.0	288	288	0	0	4/4	4	1		#vo		F	bVI		#vo		#v	o						o	0	0	8, 5, 2		8	8
1152	4.0	289	289	0	0	4/4	4	1		vi		F	bVI		vi		vi							m	0	0	3, 0, 4		3	3
1156	3.0	290	290	0	0	4/4	4	1		I.V43		F	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
1159	5.0	290	290	3/4	3/4	4/4	4	1		iv		F	I		iv		iv							m	0	0	-1, -4, 0		-1	-1
1164	2.0	292	292	0	0	4/4	4	1		V43		F	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
1166	2.0	292	292	1/2	1/2	4/4	4	1		iv		F	I		iv		iv							m	0	0	-1, -4, 0		-1	-1
1168	1.0	293	293	0	0	4/4	4	1		V43		F	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
1169	1.0	293	293	1/4	1/4	4/4	4	1		iv		F	I		iv		iv							m	0	0	-1, -4, 0		-1	-1
1170	1.0	293	293	1/2	1/2	4/4	4	1		V43		F	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
1171	1.0	293	293	3/4	3/4	4/4	4	1		iv		F	I		iv		iv							m	0	0	-1, -4, 0		-1	-1
1172	2.0	294	294	0	0	4/4	4	1		V43		F	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
1174	1.0	294	294	1/2	1/2	4/4	4	1		i		F	I		i		i							m	0	0	0, -3, 1		0	0
1175	0.5	294	294	3/4	3/4	4/4	4	1		viio6/V		F	I		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
2351/2	0.5	294	294	7/8	7/8	4/4	4	1		V7/V		F	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
1176	4.0	295	295	0	0	4/4	4	1		V\\		F	I		V		V						\\	M	0	0	1, 5, 2		1	1
1180	3.0	296	296	0	0	4/4	4	1		V.I		F	V		I		I							M	0	0	0, 4, 1		0	0
1183	1.0	296	296	3/4	3/4	4/4	4	1		I6		F	V		I6		I		6					M	0	0	4, 1, 0		0	4
1184	2.0	297	297	0	0	4/4	4	1		IV		F	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
1186	1.0	297	297	1/2	1/2	4/4	4	1		I6		F	V		I6		I		6					M	0	0	4, 1, 0		0	4
1187	1.0	297	297	3/4	3/4	4/4	4	1		V		F	V		V		V							M	0	0	1, 5, 2		1	1
1188	1.0	298	298	0	0	4/4	4	1		IV		F	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
1189	1.0	298	298	1/4	1/4	4/4	4	1		I6		F	V		I6		I		6					M	0	0	4, 1, 0		0	4
1190	1.0	298	298	1/2	1/2	4/4	4	1		ii		F	V		ii		ii							m	0	0	2, -1, 3		2	2
1191	1.0	298	298	3/4	3/4	4/4	4	1		V		F	V		V		V							M	0	0	1, 5, 2		1	1
1192	4.0	299	299	0	0	4/4	4	1		I		F	V		I		I							M	0	0	0, 4, 1		0	0
1196	4.0	300	300	0	0	4/4	4	1		ii%65		F	V		ii%65		ii	%	65					%7	0	0	-1, -4, 0, 2		2	-1
1200	4.0	301	301	0	0	4/4	4	1		I6		F	V		I6		I		6					M	0	0	4, 1, 0		0	4
1204	4.0	302	302	0	0	4/4	4	1		#viio2/v		F	V		#viio2/v		#vii	o	2		v			o7	0	0	-3, 6, 3, 0		6	-3
1208	4.0	303	303	0	0	4/4	4	1		I.IV6(+2)		F	I		IV6(+2)		IV		6	+2				M	0	0	3, 0, -1	1	-1	3
1212	4.0	304	304	0	0	4/4	4	1		iv6(+#4+2)		F	I		iv6(+#4+2)		iv		6	+#4+2				m	0	0	-4, 0, -1	12, 1	-1	-4
1216	4.0	305	305	0	0	4/4	4	1		V(64)		F	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
1220	4.0	306	306	0	0	4/4	4	1		V7		F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
1224	3.0	307	307	0	0	4/4	4	1		I[I6		F	I	I	I6		I		6					M	0	0	4, 1, 0		0	4
1227	1.0	307	307	3/4	3/4	4/4	4	1		V2		F	I	I	V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
1228	1.0	308	308	0	0	4/4	4	1		I6		F	I	I	I6		I		6					M	0	0	4, 1, 0		0	4
1229	1.0	308	308	1/4	1/4	4/4	4	1		V2		F	I	I	V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
1230	2.0	308	308	1/2	1/2	4/4	4	1		I6]		F	I	I	I6		I		6					M	0	0	4, 1, 0		0	4
1232	2.0	309	309	0	0	4/4	4	1		IV		F	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
1234	1.0	309	309	1/2	1/2	4/4	4	1		V43		F	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
1235	1.0	309	309	3/4	3/4	4/4	4	1		V7		F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
1236	1.0	310	310	0	0	4/4	4	1		I		F	I		I		I							M	0	0	0, 4, 1		0	0
1237	1.0	310	310	1/4	1/4	4/4	4	1		IV		F	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
1238	1.0	310	310	1/2	1/2	4/4	4	1		V(64)		F	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
1239	1.0	310	310	3/4	3/4	4/4	4	1		V65		F	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
1240	3.0	311	311	0	0	4/4	4	1		I[I6		F	I	I	I6		I		6					M	0	0	4, 1, 0		0	4
1243	1.0	311	311	3/4	3/4	4/4	4	1		V43		F	I	I	V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
1244	4.0	312	312	0	0	4/4	4	1		I6]		F	I	I	I6		I		6					M	0	0	4, 1, 0		0	4
1248	1.0	313	313	0	0	4/4	4	1		IV		F	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
1249	1.0	313	313	1/4	1/4	4/4	4	1		ii7		F	I		ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2
1250	2.0	313	313	1/2	1/2	4/4	4	1		V7		F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
1252	1.0	314	314	0	0	4/4	4	1		I		F	I		I		I							M	0	0	0, 4, 1		0	0
1253	1.0	314	314	1/4	1/4	4/4	4	1		viio6		F	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
1254	1.0	314	314	1/2	1/2	4/4	4	1		I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
1255	1.0	314	314	3/4	3/4	4/4	4	1		V43		F	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
1256	1.0	315	315	0	0	4/4	4	1		I		F	I		I		I							M	0	0	0, 4, 1		0	0
1257	1.0	315	315	1/4	1/4	4/4	4	1		viio6		F	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
1258	1.0	315	315	1/2	1/2	4/4	4	1		I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
1259	1.0	315	315	3/4	3/4	4/4	4	1		V43		F	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
1260	1.0	316	316	0	0	4/4	4	1		I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
1261	1.0	316	316	1/4	1/4	4/4	4	1		viio64		F	I		viio64		vii	o	64					o	0	0	-1, 5, 2		5	-1
1262	1.0	316	316	1/2	1/2	4/4	4	1		iii6		F	I		iii6		iii		6					m	0	0	1, 5, 4		4	1
1263	1.0	316	316	3/4	3/4	4/4	4	1		V2		F	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
1264	1.0	317	317	0	0	4/4	4	1		I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
1265	1.0	317	317	1/4	1/4	4/4	4	1		viio(4)		F	I		viio(4)		vii	o		4				o	0	0	5, 4, -1		5	5
1266	1.0	317	317	1/2	1/2	4/4	4	1		iii6		F	I		iii6		iii		6					m	0	0	1, 5, 4		4	1
1267	1.0	317	317	3/4	3/4	4/4	4	1		V2		F	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
1268	2.0	318	318	0	0	4/4	4	1		I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
1270	2.0	318	318	1/2	1/2	4/4	4	1		V2		F	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
1272	2.0	319	319	0	0	4/4	4	1		I64		F	I		I64		I		64					M	0	0	1, 0, 4		0	1
1274	2.0	319	319	1/2	1/2	4/4	4	1		IV6		F	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
1276	4.0	320	320	0	0	4/4	4	1		V43		F	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
1280	4.0	321	321	0	0	4/4	4	1		I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
1284	4.0	322	322	0	0	4/4	4	1		V2		F	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
1288	4.0	323	323	0	0	4/4	4	1		I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
1292	12.0	324	324	0	0	4/4	4	1		V43/V		F	I		V43/V		V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
1304	4.0	327	327	0	0	4/4	4	1		V43/V		F	I		V43/V		V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
1308	8.0	328	328	0	0	4/4	4	1		V7		F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
1316	4.0	330	330	0	0	4/4	4	1		I\\		F	I		I		I						\\	M	0	0	0, 4, 1		0	0
1320	4.0	331	331	0	0	4/4	4	1		I		F	I		I		I							M	0	0	0, 4, 1		0	0
1324	4.0	332	332	0	0	4/4	4	1		V7/ii		F	I		V7/ii		V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
1328	2.0	333	333	0	0	4/4	4	1		#viio7/vi		F	I		#viio7/vi		#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
1330	2.0	333	333	1/2	1/2	4/4	4	1		V7		F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
1332	4.0	334	334	0	0	4/4	4	1		V7/ii		F	I		V7/ii		V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
1336	2.0	335	335	0	0	4/4	4	1		#viio7/vi		F	I		#viio7/vi		#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
1338	2.0	335	335	1/2	1/2	4/4	4	1		V7		F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
1340	4.0	336	336	0	0	4/4	4	1		V7/ii		F	I		V7/ii		V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
1344	2.0	337	337	0	0	4/4	4	1		ii		F	I		ii		ii							m	0	0	2, -1, 3		2	2
1346	2.0	337	337	1/2	1/2	4/4	4	1		viio2		F	I		viio2		vii	o	2					o7	0	0	-4, 5, 2, -1		5	-4
1348	8.0	338	338	0	0	4/4	4	1		V7		F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
1356	4.0	340	340	0	0	4/4	4	1		I[I64		F	I	I	I64		I		64					M	0	0	1, 0, 4		0	1
1360	4.0	341	341	0	0	4/4	4	1		V7		F	I	I	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
1364	4.0	342	342	0	0	4/4	4	1		I64		F	I	I	I64		I		64					M	0	0	1, 0, 4		0	1
1368	4.0	343	343	0	0	4/4	4	1		V7		F	I	I	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
1372	2.0	344	344	0	0	4/4	4	1		I64		F	I	I	I64		I		64					M	0	0	1, 0, 4		0	1
1374	2.0	344	344	1/2	1/2	4/4	4	1		V7		F	I	I	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
1376	2.0	345	345	0	0	4/4	4	1		I64		F	I	I	I64		I		64					M	0	0	1, 0, 4		0	1
1378	2.0	345	345	1/2	1/2	4/4	4	1		V7		F	I	I	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
1380	1.0	346	346	0	0	4/4	4	1		I64]		F	I	I	I64		I		64					M	0	0	1, 0, 4		0	1
1381	7.0	346	346	1/4	1/4	4/4	4	1		I		F	I		I		I							M	0	0	0, 4, 1		0	0
1388	1.0	348	348	0	0	4/4	4	1		I[I6		F	I	I	I6		I		6					M	0	0	4, 1, 0		0	4
1389	2.0	348	348	1/4	1/4	4/4	4	1		V7(+2)		F	I	I	V7(+2)		V		7	+2				Mm7	0	0	1, 5, 2, -1	3	1	1
1391	5.0	348	348	3/4	3/4	4/4	4	1		I64		F	I	I	I64		I		64					M	0	0	1, 0, 4		0	1
1396	2.0	350	350	0	0	4/4	4	1		V7		F	I	I	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
1398	1.0	350	350	1/2	1/2	4/4	4	1		I64]		F	I	I	I64		I		64					M	0	0	1, 0, 4		0	1
1399	1.0	350	350	3/4	3/4	4/4	4	1		V43(+2)		F	I		V43(+2)		V		43	+2				Mm7	0	0	2, -1, 1, 5	3	1	2
1400	4.0	351	351	0	0	4/4	4	1		I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
1404	4.0	352	352	0	0	4/4	4	1		V65/V		F	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
1408	4.0	353	353	0	0	4/4	4	1		V65/V		F	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
1412	2.0	354	354	0	0	4/4	4	1		V		F	I		V		V							M	0	0	1, 5, 2		1	1
1414	1.0	354	354	1/2	1/2	4/4	4	1		V7		F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
1415	1.0	354	354	3/4	3/4	4/4	4	1		V(64)		F	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
1416	4.0	355	355	0	0	4/4	4	1		V7		F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
1420	3.0	356	356	0	0	4/4	4	1		V7		F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
1423	1.0	356	356	3/4	3/4	4/4	4	1		V(64)		F	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
